,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Vasko's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Фарс, или никога вече самота • Бог да ви поживи, мистър Роузуотър","Vonnegut, Kurt, Jr.",,,,402        pp,4.38,48,1976,May 1985,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"... книгите ми са такива — мозайки от шеги.Определено това е най-откачената му книга, която съм чел до момента, дори повече отколкото ми се искаше. В ... книгите ми са такива — мозайки от шеги.Определено това е най-откачената му книга, която съм чел до момента, дори повече отколкото ми се искаше. Все едно гледаш как дете си измишльотва някакви неща в момента, следвайки спорадично изникващи асоциации. В пролога, Вонегът пише, че тази книга ""може би е най-близо до автобиография"", макар всичките му да съдържат автобиографичност - по неговия особен начин, разбира се. Добре, ще го изръся накуп, мързи ме да пиша. Става дума за една идиотско-фанстастична история с привкус на апокалипсис, в която Вонегът пише за сестра си, която в реалния живот губи твърде рано и особено драматично, повече информация бихте могли да откриете в нет-а. В тази история двамата са представени като близнаци с особени и свръхразвити умствени възможности, но тези възможности се проявяват само когато са заедно. Въпреки това са нарочени за слабоумни идиоти и са изолирани от родителите си в луксозно, преустроено за целта, частно имение. Няма да преразказвам книгата. Следват откачени събития. Върлуват ""Албанската инфлуенца"" - болест дошла от Марс и ""Зелената смърт"" - свръхтехнологичен проект на китайците, който се състои в това, че невидими - с микроскопични размери китайци, се разпространяват по целия свят. Проектът, по-късно наречен ""Зелената смърт"" трябвало да бъде напълно безопасен за организма, но се оказва смъртоносен за ""нормалните"" хора ... Сестра му умира и в книгата, но той успява да се свърже с нея в отвъдното, чрез безумно-откачено устройство, което няма да описвам, и да проведе още по-откачен разговор. Епилогът най-ми допадна, защото накратко е описал и систематизирал случилото се в книгата. Книгата изобилства с препратки към живота на Вонегът, но са толкова сюрреалистично вмъкнати, че дават възможност на безкрайно спекулативно тълкуване. Като например присъствието на свещнците, обесията към горящи свещи, и особеното внимание към ""дрезденския свещник"". Але- хоп!...more",Notes are private!,0,6,1,"Jan 07, 2022","Feb 06, 2022","Jan 07, 2022",,Paperback,view (with text),/book/show/13605455
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Билярд в девет и половина,"Böll, Heinrich",,,,332        pp,3.93,"4,434",1959,1962,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2021",,Hardcover,view,/book/show/17409590
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Чудати разкази,"Tokarczuk, Olga",,9786197153958,,192        pp,3.84,"5,047",2008,"Nov 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Paperback,view,/book/show/59650716
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Алкохолен делир: литературни репортажи за Русия от XXI век,"Hugo-Bader, Jacek",,9789545533075,,462        pp,4.21,"2,293","Jun 25, 2009",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Paperback,view,/book/show/49197009
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Тенекиеният барабан,"Grass, Günter",9545162465,,,624        pp,3.95,"44,056",1959,1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"В края на книгата има приложение от преводача озаглавено: ""Да грасоломстваш и грасотворстваш"". В него Надя Фурнаджиева пише за особеностите на стила, В края на книгата има приложение от преводача озаглавено: ""Да грасоломстваш и грасотворстваш"". В него Надя Фурнаджиева пише за особеностите на стила, за срещата и разговорите си с Гюнтер Грас в Белендорф. Интересно беше да разбера, че Грас е бил учител на Салман Рушди. Ето какво споделя преводачката за Грас:Съветва ме да чета превода на глас, за да усетя ритъма и песента на словото. Той лично винаги възприемал текста слухово. Наскоро възнамерявал да запише „Тенекиеният барабан“ на касета. Оказва се, че не само Хемингуей, но и Грас пише прав. Интересно — рекох си, — дали и аз не трябва да го превеждам права. - Надя ФурнаджиеваТака, а сега за книгата. Ще започна с цитатите, а те не са малко:Познал света, той несвързано плещеше.А щом дойдеше краят, бързо го превръщаха в многообещаващо начало; защото тук, в страната, краят е винаги някакво начало и надежда във всичко, също и в окончателния край. Така е и писано: Докато човек се надява, все отново и отново ще започва с вярата в надеждния край.любовта не познава часовете на деня, а надеждата е без край, и вярата не познава граници, само знанието и незнанието са объркани с граници и временаболкоуспокояващ албумАко някой ден е писано да горим в ада, едно от най-изтънчените мъчения ще бъде да затворят голия грешник сам в стая с рамкираните снимки от земните му дни. Тъй де: двама души сами на сцената — какво друго им остава, освен да спорят до смърт или тайничко да копнеят за третия.В дъното беше политиката, а има ли политика, има и насилие. Само пословичните търтеи могат да правят изобретения, спестяващи труд.Още в салона ме блъсна оная често описвана школска миризма, която превъзхожда по интимност всички познати парфюми по света. От тавана Оскар чуваше и виждаше всичко: над стотина килима, килимчета и пътечки биваха натърквани със зелева чорба, после изчетквани, изтупвани и накрая насилвани да демонстрират втъканите си мотиви. Стотина домакини, свили коси и фризури под смешни двуроги тюрбанчета, виреха голи ошишкани ръце, изнасяха като трупове от къщите рула килими, мятаха ги през лостовете, грабваха плетените бухалки и със сухи удари взривяваха възтесните дворове.Оскар мразеше тоя единогласен химн към чистотата. Той отчаяно се бореше против тоя бухтеж със своя Барабанко, но макар и на тавана — все пак от известно разстояние, — се признаваше за победен. Сто тупащи женища могат да издънят цялото небе и да подрежат крехките крилца на ластовичетата, така че с няколко удара успяваха да срутят отбарабаненото храмче, което Оскар бе съградил в априлския въздух.О-о, ти, божествен маслен крем, о, ти, посипан с пудра захар, от ясен до облачен неделен следобед! Полски аристократи със сини очила седяха зад силно шипящи лимонади, до които не се докосваха. Дамите чоплеха лилавия си маникюр, а морският бриз довяваше нафталинен мирис от кожените пелеринки, взети под наем за сезона.Какво ли не правят тия бижута? Човек става придирчив и муден в избора, нагажда се според линията на безкрайните нанизи и не с минути, а по перлени години мери времето, като изхожда от факта, че перлата ще надживее врата, че ще изсъхне китката, а не гривната, че не пръсти, а пръстени са открити в стари гробници; — накратко — човекът пред витрината бе или твърде претенциозен, или твърде дребнав, за да го накичвам с бижута.Ако човек се надява на чудо, трябва да умее да чака.Откъде се взе тая сила у Мацерат, дали от Бетховен, който продължаваше да виси над пианото и мрачно гледаше мрачния Хитлер, но като ревна: „Неее! Ни-ко-га!“ — и трясна юмрук по масата, по влажните, лепливи вестници, поиска от Мария писмото от лудницата и го прочете веднъж, дваж, триж, четеше и препрочиташе, сетне го скъса и посипа хартийките върху купоните за хляб, купоните за мас, купоните за продукти, купоните за пътуване, купоните за тежък физически труд, купоните за още по-тежък физически труд, върху купоните за бременни и майки кърмачки. Руснаците бяха насядали пред къщите и се припичаха на анемичното февруарско слънце, сортираха ръчни и джобни часовници, лъскаха сребърни лъжици с пясък, бяха си надянали сутиени вместо ушанки, тренираха фигурно колоездене, направили си бяха колодрум с препятствия от картини, стоящи часовници, корита, радиоапарати и закачалки, виеха осморки, зигзаги и спирали, хладнокръвно се пазеха да не ги прасне я детска количка, я някой абажур, изхвърчащ от прозорците, и събираха аплодисменти за своята ловкост.Все пак на Вечерния университет дължа скромните си познания с щедро обилие от празноти. Тогава много четях. и както си похапвах сладко — навярно защото яйцата бяха на прах, — се почувствувах нещастен, а като сгризах някакъв хрущял в сланината, внезапно и до мозъка на костите изпитах нужда от щастие, напук на здравия разум поисках щастие, целият ми скептицизъм не можеше да надмогне копнежа ми по щастие, безпределно щастлив исках да бъда аз и докато другите с апетит дояждаха яйчената кашаО, щастие — е, не е като да имаш барабан, — щастие, просто имах един сурогат, но и щастието може да бъде сурогат, или може би щастието съществува само като сурогат, щастие — сурогатЗад всяка мъка на тоя свят Клеп надушваше вълчи глад, затова вярваше, че всяка мъка може да се излекува с порция кървавица.защото не само неговото, а и моето изкуство крещеше за хлябОблъхваха ме ухания: Ваниловият дъх на Мариината младост. Мазнината от тлъстите сардини, която клетата маминка притопли и изпи гореща, а тя изстина и отиде под земята. Ян Бронски, който прахоснически се заливаше с одеколон и въпреки това диханието на ранната смърт се просмука в него през всичките му илици. На картофи миришеше складът на Греф Зарзаватчията. Още веднъж миризмата на изпръхнали гъбички, полюшващи се край първолашки шистови плочи. И моята Розвита, ухаеща на канела и индийско орехче. Сякаш върху карболов облак плувах, когато господин Файнголд пръскаше трескавото ми тяло с дезинфекционни препарати. Ах, а католишкият дъх на черквата „Сърце Христово“, на множество непроветрени олтарни покривала, на студен прах, а аз — пред левия страничен олтар поверявам Барабанко… — на кого?***""Тенекиеният барабан"" е книгата, която може би ми отне най-много време, за да я прочета. И не е заради това, че включва три книги. Причината е стилът на Гюнтер Грас. Да, това е произведение на изкуството, НО за четене е доста тегаво. По ""трудност"" бих определил книгата почти като Одисей на Джойс, но липсваше онази особена изненада, възбуждащо любопитство и удоволствие. Докато четеш преминаваш през абсолютно противоположни реакции. Срещаш всичко: гениални фрази, изнервящи повторения, поетични описания, цинични пасажи, изключително силни моменти на ритмични внушения - присъщи на класическата музика, селски диалект, агресия, моменти на любов и нежност, мечти, трагедии, ирония, гротеска ...Не за първи път се убеждавам, че оценяването или по-скоро представянето на книги трябва да наподобява методологията, която се прилага за парфюмите: пирамидално описание на ароматите - The Olfactory Pyramid. Петзвездното оценяване е твърде опростено и представлява обобщена крайна реакция, която е едно нищо. Така значи, връщам се на парфюмите. В основата има нещо от Кнут Хамсун, примесен с Луи-Фердинан Селин. На върха продължава да се усеща Селин, но вече има и Гомбрович. Много ми се искаше да има повече от Гомбрович (eх, Гомбрович ..., каква безумно красива гениалщина!) и да нямам пристъпите на отвращение от някои гнуснички моменти.Преводът е впечатляващ, Надя Фурнаджиева е положила неимоверен труд! Някои форми на думи срещнах за първи път. Но ще оставя тези впечатления на езиковедите, само ще спомена някои от интереснните думи, които срещнах:пеленгували, шупуртене, скълбучил, залъсти, подпъркали, разчевръстили, звонка, звек,  и т.н. ... За ориентир ще дам и една твърде опростена - схематична анотация:Оскар е ""малък човек"" - хипофизно джудже. Описва живота си в размирните години на ВСВ в Полша. Израства с баба си и майка си, като е отгледан най-вече от своята майка, която съжителства с двама мъже. По-късно губи майка си и остава да живее при единия от бащите си. Налага се да оцелява сам и за да се изхранва работи различни неща. Завръзва интимна връзка с продавачката Мария в заразаватчийницата - собственост на единия от мъжете на майка му. Междувременно Мария забременява от Оскар, но не желае по никакъв начин да се обвързва с него. Мария се омъжва за единия от бащите на Оскар, този при който той живее. Така, Мария става мащеха на Оскар, от когото в същото време ще има дете ... И не, не е латино сериал, а съвсем друга лудница. Друг малък човек, който с жена си гастролират и изнасят различни представления, присъединява Оскар към тяхната трупа. По-късно Оскар Мацерат започва почасова работа като модел на художници и скулптури, а също така и като помощник на каменоделец. Впоследствие с негов съквартирант сформират група и свирят джаз по заведения. Оскар значително ще подобри финансовото си състояние и ще купи магазин на Мария. В един момент умишлено се оставя да бъде заподозрян за убийството на медицинска сестра, което той не е извършил, заради което влиза за няколко години в психиатрия. Именно от това място Оскар води своя автобиографичен разказ. Накрая се разбира, че обвиненията са свалени и се очаква Оскар да излезе на свобода. ...Изключителен подход на Грас са повторенията на фрази, които създават особен ритъм и внушение. Малко ми напомня на начина, по който едно време са плашили децата:Имало едно време един музикант, той се казвал Майн и възхитително свирел на тромпет. Живеел в мансардата на една четириетажна къща, гледал четири котарака, единият от които се казвал Бисмарк, и от сутрин до вечер си сръбвал от едно шише хвойнова. Преживявал така, докато нещастието го отрезвило....Имало едно време един щурмовак от СА, докато свирел на тромпет на гроба на приятеля си от младини, възхитително и хвойно — просветлен, той останал с цивилния балтон върху щурмовашката униформа....Имало едно време един музикант, който пречукал четирите си котарака, погребал ги в кофата за смет, излязъл от къщи и тръгнал да потърси някой приятел.Имало едно време един часовникар, който седял замислен до прозореца и видял как Майн Музиканта натъпкал един полупълен чувал в кофата за смет, а сетне напуснал двора, видял също как миг — два след излизането му капакът на кофата за смет се повдигнал и малко по малко продължил да се вдига....Имало едно време един щурмовак от СА, който пречукал четири котарака, но тъй като котараците все още берели душа, той бил предаден от котараците и наклепан от един часовникар. Дали го под съд и щурмовакът трябвало да плати глоба. Ала случаят бил разгледан в СА и щурмовакът трябвало да бъде изключен от СА за недостойно държане. Въпреки че през нощта на осми срещу девети ноември тридесет и осма, по-късно наречена Кристалната нощ, щурмовакът проявил изключителна смелост и подпалил Лангфурската синагога на Михаелисвег заедно с други като него, а следващото утро енергично се включил в акцията по опразване на множество белязани магазини; при цялото си усърдие не успял да спаси членството си в СА. Заради садистична жестокост към животните бил разжалван и зачеркнат от списъците на личния състав. Едва след година успял да влезе в хаймвера, погълнат по-късно от бойните отряди на СС....Имало едно време един бакалин, който в един ноемврийски ден затворил бакалията, защото в града ставало нещо, хванал своя син Оскар за ръка и с трамвай петица отишли до Ланггаската порта, защото и тук — както в Сопот и в Лангфур — синагогата горяла....Имало едно време един продавач на играчки, той се казвал Зигисмунд Маркус и продавал между другото и червено — бели тенекиени барабани. Оскар, за когото току-що стана дума, бил главният изкупвач на тези барабани, защото по професия бил барабанчик и не можел и не искал да живее без барабан. Ето защо хукнал от горящата синагога към безистена на Арсенала, защото там живеел пазителят на неговите барабани; но го заварил в такова състояние, което от тоя ден или на тоя свят му отнемало всяка възможност да продава тенекиени барабани....Имало едно време един продавач на играчки, той се казвал Маркус и отнесъл със себе си всички играчки от тоя свят.Имало едно време един музикант, той се казвал Майн, и ако не се е поминал, живее и до днес и пак свири възхитително на тромпет.И още:Днес съм на трийсет години, ще възобновят процеса, най-вероятно ще ме освободят, за да ме вдигнат от леглото и да бъда изложен на страшните думи по влакове и трамваи: Тука ли си, Чумо черна? Да-да-да!...Не ми се разправя за прословутата миризма на метрото. Напоследък четох, че човек може да си купи такъв парфюм и да заухае на метро....Но днес чествам трийсетгодишнина. Ако за някои ескалаторът дрънчи нетърпимо или не се страхуват от Черната чума — на тях предлагам като финал моя трийсети рожден ден. Нима има по-значителен празник от трийсетгодишнината на човек? Хем включва трите години, хем подсказва и елиминира шейсетте. ...Тука ли си, Чумо черна? Да-да-да!...„Тука ли си, Чумо черна?“, а Оскар отвръща: „Да-да-да.“...Какво да ви кажа още: Роден под електрическите крушки, на три години съзнателно прекъснал растежа си, получил барабан, песноломствал, стъклоломствал, вдъхвал ванилия, покашлял из черквите, нахранил Луци, съзерцавал мравките, Барабанко погребал, на Запад заминал, Изтока загубил, каменоделство изучил, като модел позирал, към Барабанко се върнал и бетона посетил, пари напечелил, безимен пръст кътал, пръста подарил, с усмивка избягал, възлязъл, арестуван, осъден, прибран, а сетне освободен — днес чествам трийсетгодишнина, а все още се страхувам от Черната чума — Амин!...more",Notes are private!,0,11,1,"Oct 23, 2021","Dec 23, 2021","Oct 23, 2021",,Paperback,view (with text),/book/show/6830025
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Утопия-авеню,"Mitchell, David",5389184963,9785389184961,5389184963,704        pp,4.00,"23,540","Jul 14, 2020",2021,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Не си спомням кога за последно съм чел ""по диагонала"", развивайки скорост на лазарен принтер. Просто не мога да повярвам, че това е Дейвид Мичъл. ЯвноНе си спомням кога за последно съм чел ""по диагонала"", развивайки скорост на лазарен принтер. Просто не мога да повярвам, че това е Дейвид Мичъл. Явно на всеки добър писател се случва, но едвам успях да я мина (въобще не мога да употребя думата ""прочета"") тази книга. Историята на групата се развива в нещо повече от ""реално време"". Имената никнат като гъби след дъжд и сигурно са повече от тези във ""Война и мир"". Фабулата се ""открехна"" на 590 стр., а подпъхването на емблематични имена от музиката на 60-те беше твръде тенденциозно и изкуствено. Плоска, равна и шокиращо лишена от всичко Мичълско. Ще чакам следващата, дано само да не е нещо такова....more",Notes are private!,0,9,1,not set,not set,"Oct 22, 2021",,Hardcover,view (with text),/book/show/56624087--
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Разкази,"Мещанинова, Наталия",,9786191866687,,124        pp,4.21,395,2017,"Aug 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2021",,Paperback,view,/book/show/58369916
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Съвременник, 3/2017","Зарев, Владимир",,,,420        pp,4.50,2,unknown,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 06, 2021",,Paperback,view,/book/show/59130672-3-2017
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Петрови в грипа и около него,"Salnikov, Aleksei",,9786197350906,,432        pp,4.20,"4,377",2017,"Jul 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5Пренася те в атмосферата на обикновения руски живот, неговият ""бит и душевност"", абсурдност, алкохолизираност, безутешност, безизходност. Живот, ко3,5Пренася те в атмосферата на обикновения руски живот, неговият ""бит и душевност"", абсурдност, алкохолизираност, безутешност, безизходност. Живот, който се усеща по-скоро като капан, като вечно боледуване от грип ..., като лудост и болест. Прекрасно е избран моментът преди настъпването на новата година. Добро и стегнато начало примесено с хумор (разбира се, специфично черен), последвано от паралелните истории на Петров, Петрова и Петров-младши. Вмъкнати реминисценции, отново наситени с безкрайни детайли и обстоятелства. Постоянно имах усещането, че чета чернова и макар да се чете бързо, ми се видя доста разводнено. Разбрах, че има филм по книгата, не бих се учудил ако се окаже по-добър. Именно заради изобилните ""фотографски"" описания....more",Notes are private!,0,8,1,not set,not set,"Sep 25, 2021",,Paperback,view (with text),/book/show/54358823
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Чувствителният разказвач,"Tokarczuk, Olga",6197153947,9786197153941,,300        pp,4.16,"2,055","Nov 12, 2020",2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Леле, тук има цялостна философска концепция. Много трудно ще е да се систематизира нещо в кратък текст. За момента само ще кажа, че ""В памет на паметтЛеле, тук има цялостна философска концепция. Много трудно ще е да се систематизира нещо в кратък текст. За момента само ще кажа, че ""В памет на паметта"" на Мария Степанова е като част от тези лекции и есета.Темите са всестранни, буквално обхващат всички страни на живота. В процеса на това споделяне често пъти ми се искаше да влизам в диалог, не толкова да споря, колкото да се опитам да доизясня нещо, или да задам въпрос. И така докато не схванах, че споделянето няма претенции да има сертификат за истинност. Това е философия, а философията разкрива само възможности и хоризонти. Токарчук оставя науката на емпириците, но струва ми се загрижена за това, че този подход към познание става жертва на себе си със своята съсредоточена педантичност в отделните елементи. По някакъв начин е изоставила погледът към общото/цялото - философията. Мисля, че Токарчук отправя критика към това, че науката е изневерила на себе си, когато е вменила изключителен приоритет на хората, изключвайки почти всички възможности за съобразяване с общата зависимост на всички живи същества. Или по-скоро, едно представя на теория, но практически трудно успява да следва и приложи собствените си открития. Среща твърде много съпротивителни фактори, основно от политическо и икономическо естество.Изключително ми хареса идеята да представи необходимостта от митология в съвремието, но възприета като част от метафората и изкуството. С ясната уговорка, че тази ""митология"" е необходимо да се разграничи от умишлената манипулация, да не бъде част от лъжата и фалшивите новини. В този смисъл, Токарчук е по-скоро гностик, който съчетава пра-опита на философията и вярата, като към двете прибавя и науката. Тя говори за това, че в съвременните условия на лесен достъп до свърх информация чрез интернет повече поляризира хората, отколкото да ги обединява. От една страна са тези в кръга на конспиративните теории, от друга - тези, които изцяло се придържат към т.нар. факти. В крайна сметка и двете групи са загубили поглед върху общата свързаност. Макар че науката далеч не е толкова диференцирана от идеята за свързаността, напротив, по-скоро има известна липса на комуникация между нейните дялове.Ако митологията е в праначалото на опита, чрез който човек опознава света и себе си, при това именно чрез възможностите на своето въображение и разум, то оттам възниква и опознавателният процес на философията и науката. Въображението е общото начало. Мисля, че Токарчук говори за прекъсването на тази свързваща линия между митологията - бидейки по-скоро изкуство и ползваща въобръжението ни в най-широк смисъл, и науката, която активно преработва фантазията, съобразявайки се доказателствата. Сякаш науката съсредоточена в механизмите, процесите и детайлите на устройството на света, е загубила до известна степен способността на всеобхватния поглед на въображението. Разделена в различни дялове и дисциплини, науката все повече изпитва нужда от по-добра свързаност и комуникация между тях, някаква интердисциплинарност.В лекциите говори за една обща унаследявана от човека база данни на човешката памет - Метакси (междина) - страна/пространство между реалността и въображението. Тази обща памет ни свръзва, взаимодейства и постоянно създава нови културно антропологични връзки. И бидейки всеки човек ""Разказвач"" той се ползва именно от тази въображаема страна Метакси, напомняйки тезата, че сме свързани повече отколкото предполагаме. Сещам се колко добре се допълват тези лекции с ""В памет на паметта"" на Мария Степанова, препращат и към много други произведения. Сещам се и за призрачните архиви на Холивуд в ""Хайде всички да убием Констанс"" на Бредбъри. Със сигурност има и много други произведения за тази обща памет, която литературата и ""разказвачът"" ползват. В предговора на книгата Георги Господинов пише:Да, в тази книга има история на науката, теория на писането и на въображението, психология на четенето, екология и увод към антропоцена, има философия и религия, но най-вече възхвала на нещо, което обединява всичко това – силата на литературата, и по-точно на самото разказване, на историите, които слепват частиците на света.Когато говорим за паметта неминуемо се появява снимка или картичка, съхранили определен момент. Обикновено следва вторачване в тази памет, потъване в ретроспекции, дори търсене на скрит смисъл, знак, послание. Има го и тук, има го и в ""В памет на паметта"", сещам се и в ""Тенекиеният барабан"". Парчета минало, които свързани с общата памет ни превръщат в съзерцатели и разказвачи. Шаманско звучи. Ще илюстрирам точно този момент при Токарчук, описан в ""Чувствителният разказвач"". Изключително любим момент, а цитатът ще го предам с откъси за по-кратко, но и за да си прочетете цялото някога сами:Първата снимка, която съзнателно съм запомнила, беше снимката на моята майка, преди да ме роди.Мама седи до старо радио, от ония със зелено око и две копчета – едното за регулиране на звука, другото за настройване на станциите.Гледах тази снимка вече като малко момиче и бях убедена, че мама е въртяла копчето, за да търси мен. Досущ чувствителен радар, е претърсвала безкрайните простори на Космоса и се е опитвала да разбере кога и откъде ще дойда при нея. На тази снимка не се случва нищо, това е фотография на състояние, не на процес. Жената е тъжна и замислена, някак отсъстваща.Когато по-късно я питах защо е тъжна – а съм я питала много пъти, за да чуя винаги едно и също – мама отговаряше, че е тъжна, защото още не съм се била родила, а тя вече тъгувала за мен.– Как така си тъгувала, като още ме е нямало? – питах я. Вече знаех, че се тъгува за някого, когото вече го няма, че тъгата идва от загубата.– Може да бъде и обратното – отговаряше тя. – Ако тъгуваш за някого, значи го има.Интересно е как Токарчук пренася тези свои възгледи в книгите си, както тя пише, процесът е свързан по-скоро с кристализиране на фабула и образи около същината на идеята - концепцията. Може би затова ""Бегуни"" за момента е най-сложната ѝ книга, защото по-скоро е във фазата на концепцията, което я прави фрагментарна и многозначна.Цял живот са ми били интересни мрежите на взаимни връзки и влияния, чието съществуване най-често не осъзнаваме, а ги откриваме случайно като странни стечения на обстоятелства, съвпадения на съдби, всички тези мостове, винтове, спойки и свръзки, които проследявах в Бегуни. Привлича ме асоциацията на факти, търсенето на подредби. Всъщност – убедена съм в това – разумът на писателя е разум синтезиращ, който упорито събира всички трохи и се опитва да слепи отново вселената на целостта.Как да пишем, как да конструираме разказа си така, че да успее да носи тази огромна форма на света съзвездие?Любопитно ми беше да разбера, че след като е завършила ... един от най-изморителните романи в живота си, Токарчук е сънувала странен сън, а този сън е ситуиран на ... българското черноморие ... Странно място си е избрал сънят, и още по-странно в него се представят всички литературни персонажи от нейните книги.В лекциите говори и за съвременните тенденции в художествената литература, за шаблонното писане, за комерсиализацията на бранша. Изрязява опасения, които не са нещо ново, за това че е възникнал идиотски дисбаланс, в който писателите са повече от читателите. В същото време не критикува това свръхпроизводство на книги, защото е част от някаква свобода. Но няма как да не съжалим, че в този бизнес лесно може да потънат и да останат незабелязани шедьоври, които не се вписват в мейнстрима. В този смисъл тя допълва: Готовата форма не е лоша. Ние, писателите, обитаващи Централна Европа, трябва най-накрая да се помирим с нея, макар борбите ни да траеха дълго, ако си послужим с драматичната формулировка на Витолд Гомбрович., съпоставено с нейната представа и желание за разказ, дистанциран от познатия очевиден и банален център на общоразпространените мнения, подсеща за току-що споменатия автор Витолд Гомбрович, за неговия ""Космос"" - не е ли това неосюрреализмът, който споменава Токарчук?През цялото време тук се питам дали е възможно днес да се намерят основи за едно ново повествование – универсално, цялостно, неизключващо, вкоренено в природата, пълно с контексти и същевременно понятно.Възможен ли е такъв разказ, който да излезе извън некомуникативния затвор на собствения Аз, да разкрие по-широко пространство от действителността и да покаже взаимовръзките? Който да може да се дистанцира от познатия очевиден и банален център на общоразпространените мнения и да успее да погледне случващото се ексцентрично, извън центъра?Радвам се, че литературата по чудо си е запазила правото на всякакви чудатости, фантасмагории, провокации, гротески и безумства. Мечтая за високи гледни точки и широки перспективи, в които контекстът излиза далеч извън това, което бихме могли да очакваме. Мечтая За език, който да може да изрази и най-смътната интуиция, мечтая за метафора, която прекрачва културните различия; накрая, мечтая за жанр, обемен и трансгресивен, и в същото време обичан от читателите.Както винаги в подобни есета всеки ще намери нещо лично, ще има какво да допълни, с какво да не се съгласи, но точно в това е удоволствието. Спирам....more",Notes are private!,0,14,1,"Nov 08, 2021","Nov 19, 2021","Sep 07, 2021",,Paperback,view (with text),/book/show/58374251
