,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,switterbug (Betsey)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bear,"Krivak, Andrew",1942658702,9781942658702,1942658702,224        pp,3.89,"8,822","Feb 11, 2020","Feb 11, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Andrew Krivak wowed me before with THE SIGNAL FLAME, and before that, THE SOJOURN; both books have familial links to each other, and provide a window Andrew Krivak wowed me before with THE SIGNAL FLAME, and before that, THE SOJOURN; both books have familial links to each other, and provide a window into grief and loss and, especially, letting go. Redemption is also an energetic but nuanced theme with this writer. THE BEAR is a completely different style and format—it is an adult fairytale, but the allegory reaches back to his past books and covers grief, shame loss, survival, and redemption.I am quite picky about adult fairytales, as they don’t always work for me. The writer must evoke more than a cleverness to twist an old fairytale into something new. Well, Krivak has done just that. It’s a parable that fits into the heart of Krivak’s overriding themes, and although it didn’t pack the same emotion for me as THE SIGNAL FLAME, I admit to feeling tender towards this father and daughter throughout the tale, the last two people on earth. I anticipated the ending, but it didn’t change my attitude toward the story. Krivak’s little family, living in the shadow of a mountain, evoked that sphere of unconditional love. The father taught lessons to his daughter, but he also conveyed deep feelings that can’t be taught; his daughter responded to him in kind. And her respect for the natural world was a family trait that was elegantly passed down to her. Some beautiful touches add to the atmosphere, such as animals who channel human traits and the girl who can communicate with animals. It’s a story about one small family, but as I turned the pages, it became a gentle but prophetic fable about the ceaselessness of Mother Nature, the end of the era of humans, and how this timeless march toward oblivion is both haunting and hopeful.Thank you to the publisher for providing me a copy. ...more",Notes are private!,0,5,1,"Sep 18, 2019","Sep 18, 2019","Oct 09, 2019",,Paperback,view (with text),/book/show/45869112-the-bear
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testaments        (The Handmaid's Tale, #2)","Atwood, Margaret*",,,,422        pp,4.19,"352,077","Sep 10, 2019","Sep 10, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The passage that jumped out and delighted me most in Atwood’s sequel to HT was said by a traumatized and intelligent adolescent: “God is an imaginary The passage that jumped out and delighted me most in Atwood’s sequel to HT was said by a traumatized and intelligent adolescent: “God is an imaginary friend.” It fit the context, came off as natural. Other than that, I’m not, unfortunately, a big fan of this book. This sequel also has a context. Thirty-five years ago, I don’t think Atwood even considered writing a follow-up, or finale. It didn’t need one. It wasn’t just a dystopian thriller. It was a What If from a ripe, imaginary mind, and she pulled it off spectacularly. Why undermine it with this unnecessary sell-out? Because of the TV series? I do not see the value in taking a theme and turning it into another theme. What is it with superheroes these days? We have enough of them with capes, webbed feet, and unstoppable knee strength. There were no heroes in Handmaid’s Tale (the book). If Bruce Miller et al. wanted to create one out of June, I was fine with that. The series, to me, was its own story. It continued and embellished on the original but it kept them, in satisfying ways, separate. Now they are joined at the hip. And the spoilers were likely led by the producers, and now the series' end (and likely going forth with season 4) is now forecast, which comes from writing a “series tie-in book” by a great literary author who went commercial. It comes with baggage, with the acceptance that there’s a denouement and finality to the authoritarian ruthlessness and degradation to women in Gilead. I figure we didn’t need a ham-handed message and we didn’t need it to be written as the bookend to its predecessor. Atwood is capable and has written a Booker winner--The Blind Assassin, which was one of my most beloved of her books. The Testaments is way too on the nose for consideration, imho.There are three narrators—Aunt Lydia, a girl who grew up in Gilead, and a girl who grew up in Canada. Two of the three are more persuasive, but the Canadian girl’s story just descends into mass commercialism to entice mass readers. Not up to what I think of as Atwood’s standards, but more a coopting agreement with the TV series producers. Moreover, the novel turns a juicy villain into a martyred hero for the cause, which is both hackneyed and leaves nothing to the imagination. HT didn’t give answers, it didn’t require them. This novel was too determinate, too plot-based.I kept reading because, no doubt, Atwood can write. But it is impossible to judge this book in a vacuum. If it were a series by a middling author of escapades and thrillers, my expectations would have been met. But, for a writer of Atwood’s caliber, it struck me as a whole cloth sellout. I won’t give less than three stars, simply because of her knack for prose. But as for her ultimately derivative and formula plot, I just can’t go any higher....more",Notes are private!,1,24,1,"Sep 10, 2019","Sep 16, 2019","Sep 17, 2019",,Hardcover,view (with text),/book/show/42975172-the-testaments
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Followers,"Angelo, Megan*",1525836269,9781525836268,1525836269,380        pp,3.62,"18,083","Jan 14, 2020","Jan 14, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fans of Black Mirror, or at least those attentive to the techno-sociological implications of the near future, will thoroughly enjoy this well-paced taFans of Black Mirror, or at least those attentive to the techno-sociological implications of the near future, will thoroughly enjoy this well-paced tale of social media obsession and reality showboating. Dual timelines—2015 and 2051—tell the story of the defining event called the Spill and its aftermath, which divided the two eras. Clues are prudently dropped as the story unfurls on both sides of the Spill—the crisis that dramatically separate and connect both timelines. The harrowing part? I didn’t have to suspend much disbelief. Megan Angelo's vividly imaginative story is rife with the human passions, flaws, and misguided desires that blind an Instagram-infatuated and celebrity-hooked culture. Moreover, she impeccably measures out the menace and dread of a civilization that has lost its way. When people unwittingly trade authentic lives for ten million “likes,” the price of celebrity is a bargain bin fame farm, at the cost of free choice and humanity. The benefactors and benefiters shell it out cannily to those most willing to sell their souls.I don’t want spoil—or, em…spill the page and image-turning plot, but even the most jaded reader will be awed by the author’s chilling new world setting. Designer lives and designer pills are dispensed with cunning extortion; a picture perfect vista underscores a vast veneer of dystopian engineering. A cat-and-mouse escape story will lead you down a path of heroine resistance, as one woman fights off her gilded prison for her family’s extant truth.This novel should get a million likes. :)...more",Notes are private!,0,23,1,"Aug 09, 2019","Aug 12, 2019","Sep 07, 2019",,Hardcover,view (with text),/book/show/42171136-followers
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Door in the Earth,"Waldman, Amy*",0316451576,9780316451574,0316451576,400        pp,3.87,"1,524","Aug 27, 2019","Aug 27, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amy Waldman demonstrates the complexities of family, education, culture, religious traditionalism, and the role of media and the military in shaping pAmy Waldman demonstrates the complexities of family, education, culture, religious traditionalism, and the role of media and the military in shaping perception in this captivating new novel centered on a remote village in Afghanistan. Parveen Shamsa is a recent college graduate of anthropology in Northern California, where she has lived as an Afghan émigré since age two. Now, in 2009, at age 21, she is passionately inspired by a memoir, Mother Afghanistan, written by an American ophthalmologist and activist, Gideon Crane. Parveen decides to be the first American since Crane to go to this quiet village and stay with the same host family. Initially, Crane went to Afghanistan after he was busted as a crook, in exchange for his fraud schemes against the American government, and to redeem his adulterous past. Parveen is going as an idealist and to put her medical anthropology studies to good use. Through a charitable foundation that Crane initiated after his return to America, he built a maternity clinic in this village many miles away from Kabul, where he stayed with Waheed, Fereshta, and their six children--Fereshta was pregnant with their seventh. It was his grief over her death in childbirth that inspired his shiny, technologically advanced new clinic and the memoir of his experience there in the farm village. And currently, Crane’s activism has spread to influence the American military in elevating Afghanistan’s infrastructure, such as paving roads to allow outside access. Waheed is now married to Fereshta’s younger sister, and has had three more children. Moreover, he has taken on yet another young wife to help with the daily labor. Almost everyone in the village is illiterate, sharing the backbreaking farm work. The village’s religious leader, a shrewd businessman who keeps the inhabitants in check, does nothing to dispel their ignorance about medicine and infection control, or to assist in bringing education and modernity to village life. The village birth assistant, an ancient and suspicious woman, is content to keep the families in the Dark Ages and to resist innovation.But why does the female doctor only travel once a week to the clinic, for an afternoon only, and why is the technology sitting mostly idle? Although Crane spent money to staff the clinic, it sits there empty most of the time. Why does it seem that, even after all the donated monies, the women who are pregnant are no better off than before? These and other questions emerge as Parveen integrates into village life and attends all the appointments at the clinic. She sets up daily readings of the book chapters of Mother Afghanistan to any interested villagers, to demonstrate and uplift them with how “famous” their village is to Americans, and to help open their minds.Mother Afghanistan stood as an enigmatic unknown to these backward, hardworking, and earnest inhabitants, despite its reach in America. But once they started hearing the contents of the memoir from Parveen’s daily readings, the question of its truth, exaggeration, or outright fiction begins to unfold. The book was like the ziggurat of American intervention in Afghanistan, but is it truth or fable? Is paving over the roads equal to paving over the truth? Waldman also does a superb job of highlighting the paradox of deception between the military and Afghanistan. What is noble in ideology and workable in practice may require a sleight of hand. Parveen’s virtuous ideals could be both honorable and dangerous. It is a coming of age for her, to see shades of grey-- where black and white can be reductive and untenable between truth and lies—and can make all the difference between life and death. In graceful and measured prose, Waldman, in my estimation, exceeds even her last book, THE SUBMISSION, in moving me to the edge of the abyss and persuading me to realize that, from the comfort of the U.S., with our modern homes, big-screen TVs, and comfortable lifestyles, we may still be somewhere on the continuum between arrogance and ignorance. When a developed country like ours tries to help, it can scorch the earth even in the most undeveloped places of need.“…anthropology, while purportedly allowing us to understand other cultures, was really a tool to understand our own.”Thank you to @LittleBrown for this ARC in exchange for an honest .#AmyWaldman #ADoorintheEarth #AmyWaldman2019masterpiece...more",Notes are private!,0,5,1,"Aug 07, 2019","Aug 11, 2019","Aug 07, 2019",,Hardcover,view (with text),/book/show/41716928-a-door-in-the-earth
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wanderers        (Wanderers, #1)","Wendig, Chuck*",,9780399182112,,845        pp,3.98,"26,176","Jul 02, 2019","Jul 09, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was unaware of Wendig or his past books before opening this magnum opus, a doorstopper of a book at almost 800 pages. But I was absorbed from beginnI was unaware of Wendig or his past books before opening this magnum opus, a doorstopper of a book at almost 800 pages. But I was absorbed from beginning to end. This speculative fiction will no doubt be compared with THE STAND, THE PASSAGE trilogy and others; in fact, he gives a nod to them during the course of the novel. But Wendig is not merely standing on their shoulders. He’s capturing the essence of our era in this dystopian, epochal, and epic story, with well-developed characters and a sizzling plot. Wendig integrates drama and adventure, blending science, technology, human nature, a little romance, and good old-fashioned storytelling. Gravity and levity are keenly balanced and buttressed by mystery and suspense. Even after reading 780 pages, I didn’t want it to end (and it ends with the potential promise of a sequel).In rural Pennsylvania, seventeen-year-old Shauna wakes to a missing fifteen-year-old sister, Nessie, and subsequently finds her sleepwalking down the street, mute and unresponsive to her cries. Nessie’s eyes stare ahead and are as blank as nickels. Nothing can stop her from this purposeful walk, and soon more and more join in and are named the “flock,” with Nessie maintaining the lead. Needles won’t penetrate their skin; trying to prevent them from walking will cause a heinous death. Shauna, her father, and other “shepherds” soon accompany the flock to protect them from outside forces, with RVs and other vehicles to transport the shepherds. The “sleepwalkers” don’t need to eat, drink, sleep, or relieve themselves of waste. Nobody knows what is happening, but as the flock multiplies, the CDC begins investigating the cause, while extremist groups weaponize events to create fear and amass calls for destruction of the flock and their shepherds.Multiple main characters advance the story. Dr. Benjamin (Benji) Ray, an African American scientist, worked for the CDC and was disgraced by a noble lie he told some time ago. However, he is drawn back in to find out the cause of the sleepwalkers’ “illness.” Sadie, also black, is the one who contacted Benji, and is a leader in the private sector behind the advent of Black Swan, a machine intelligence that assists them to research the flock and their symptoms, and get to the bottom of what is happening.There’s a pastor, a villain (of course), a quasi-washed-up rock star, the spiky Shauna, and her new love interest, Arav, a young member of the CDC team. Moreover, there’s the media, the White House (not our current president—it’s fiction, and part cautionary tale), various government agencies, and a secondary cast of characters that are fully alive inside the pages.Additionally, a killer disease is proliferating--one with strange symptoms and consequences. That’s all I want to reveal; it is best for the reader to be surprised by new discoveries, characters, and plot points. I’ve read some s debating/complaining that the story is too political and bashes Christians. That is excessively reductive, and doesn’t capture the narrative nuances. The story isn’t targeting Christians or the GOP; it is cracking open what drives extremists of any kind. Benji is both a scientist and a Christian, and one of the good guys. Sure, the story warns of the dangers of climate change, but it does so within the context of story, not with platitudes or preaching. THE WANDERERS is a carefully measured and multilayered novel that, for me, was a page-turner. Wendig took a few liberties, but none that distracted from the thrust of the story or its characterizations. Additionally, there’s a rape scene that many readers complain was gratuitous or over the top--it certainly deserves discussion. The entire book deserves spirited dialogue. It hit close to home in many ways. Our planet is in trouble, and climate change is just one of them. This novel is chilling and timely. I hope to see a sequel, as Wendig is immensely talented. QC Entertainment, the producers behind the movie GET OUT, has closed a deal on THE WANDERERS for a TV series. Let’s hope it’s as exciting as the book.“Meanwhile, the walker flock kept on walking past them on the road, their feet forming a dull, steady drumbeat.”4.5 rounded up...more",Notes are private!,0,10,1,"Jul 27, 2019","Aug 05, 2019","Jul 27, 2019",,ebook,view (with text),/book/show/32603079-wanderers
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady in the Lake,"Lippman, Laura*",,,B07H52GMTH,352        pp,3.50,"28,734","Jul 23, 2019","Jul 23, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Crossing genres delicately, without pretension or distraction, is a big plus of my enjoyment with Lippman’s latest novel. It looks like a mystery—and Crossing genres delicately, without pretension or distraction, is a big plus of my enjoyment with Lippman’s latest novel. It looks like a mystery—and it surely has that--but you can’t pin it down to a narrow scope. It’s 1965 and 1966—which the author portrays with confidence and ease. Maddie Schwartz, Baltimore wife and mother of a high-school son, leaves her almost 20-year marriage to a prosperous, successful lawyer to blaze her own trail.Maddie moves away from the elite Jewish neighborhood that primly cocooned her and moves to a blue-collar area that her mother proclaims as unsafe, (code for not Caucasian). Events lead her to employment at a newspaper, where she is determined to become a reporter. Moreover, she finds a new lover that, in these times, is risky, risqué, and liberating to a woman who had always been the “good girl,” and who met everyone’s expectations but her own.There's a choir of voices that come together separately to tell the story, each chapter a different or alternating voice. Maddie is the main character, but the Lady in the Lake is the ghost of the dead woman, Cleo Sherwood, who also has her story to tell. Lippman is skilled and finessed at speaking right into the reader's ear; while I was turning the pages, I heard all the various voices, their points of view. Only Maddie's voice is told in the third person. Each character--men, women, young, old, black, white, child--they came together like this wild, untamed garden of incongruous beauty that was both a whole and the sum of its parts.This story portrays women outside the herd mentality, as individuals, not in supportive roles to men, but Lippman’s nuanced narrative is not a feminist manifesto or authorial soapbox. It’s just a keen story about nerve and drive, grit and resolve, and the liberation of the sensual spirit. It’s about forging your own story, shaping your own destiny....more",Notes are private!,0,12,1,"Jul 23, 2019","Jul 27, 2019","Jul 23, 2019",,Kindle Edition,view (with text),/book/show/41735375-lady-in-the-lake
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Akin,"Donoghue, Emma*",,,,352        pp,3.68,"15,722","Sep 03, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Akin:adjective1)	of kin; related by blood2)	allied by nature; having the same properties3)	having or showing an affinity; kindredEmma Donoghue has quiAkin:adjective1)	of kin; related by blood2)	allied by nature; having the same properties3)	having or showing an affinity; kindredEmma Donoghue has quite the writer’s chops. She can do a stylistic, tragicomic period piece, like FROG MUSIC, or a boldly dramatic story, such as ROOM. You can’t fit her into a niche. And whatever she writes, her characters are fully formed and could leap magnificently off the pages. AKIN is no different in that way, a witty but poignant contemporary story with an old man and young boy at the center, thrown together by life’s tragic circumstances. Donoghue plays with the different definitions of the eponymous title, but with levity and nuance. Yes, this is a tender, warm, affectionate—and sometimes brutal—narrative about the bonds of kin (and some chemical bonds, too), as well as how history inches ever close to the present, and time rolls forward as it reaches back. “The future was more urgent than the past, …even if the two were entangled.”Noah Selvaggio, an (almost) eighty-year-old retired chemistry professor and childless widow, is about to embark on a weeklong trip to Nice, France, his birthplace. He left when he was four, delivered from his mother to his father in NYC; he’s never been back, and has made this city his home. His memories of early childhood on the French Riviera are foggy. This was the time when Germany had already invaded France. He has nine old photos from that era, saved by his now dead sister. His grandfather, Père Sonne, was a celebrated French photographer, and Margot, Noah’s mother, was the famous photographer’s primary assistant. But these photos were slipshod, unframed, and didn’t bear Sonne’s stamp. How to put them into context? In the meantime, Noah is entrusted with the care of his eleven-year-old great-nephew, Michael, who he’d never met before. Michael’s father (Noah’s nephew) had died of a drug overdose, and his mother, Amber, was serving a few years in prison. Child Services had found Noah, and asked him to care for Michael for a few weeks until another relative came through to take Michael in. If Noah didn’t agree to care for Michael, he would be sent to foster care. Michael would have to accompany Noah to Nice, in lieu of canceling the trip. He was a wily, obstreperous boy, frequently disrespectful but observant, who had lived his life with few advantages. The two of them were like a fraught chemical reaction, or oil and water, but Noah understood that Michael had suffered trauma, and agreed to his short-term care. After all, what’s a few weeks with a snarly, surly, screen-addicted, impulsive kid? He could at least try to teach him some manners. “Weren’t all of us bridges for another, one way or another?”A lesser author would have made me groan. I figured out much of the general arc fairly quickly, but it was the relationship between Noah and Michael that lifted this novel to a resonant pitch. What does an old, highly educated, and mournful man and a damaged, underprivileged young boy have in common? The more Noah tries to bond, the deeper Michael’s disinterest. With a handful of antique photos and their wobbly, separate grief—“the final death of hope?”—can the blood between them find a pathway to mutual regard? “He and this boy were quite alien to each other… Yet, in an odd way, akin.” Donoghue took what could have been a derivative, ham-handed story and turned it into a charismatic, organic, and robust tale of memories, time, and the chemistry of alien relations. It is a genuine winner, surpassing my initial cynicism (and Michael’s)! I walked those steps in Nice with them, watched the Carnival and the circus, and explored he meaning of those photos. Moreover, I pondered Michael’s plight, his parents’ past, and what’s to come in the future. 4.5 rounded upThank you to LittleBrown for this ARC in exchange for an honest .#EmmaDonoghue#Akin...more",Notes are private!,0,14,1,"Jul 17, 2019","Jul 21, 2019","Jul 19, 2019",,Hardcover,view (with text),/book/show/43209291-akin
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive, Again        (Olive Kitteridge, #2)","Strout, Elizabeth*",0812996542,9780812996548,0812996542,289        pp,4.11,"97,084","Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ready to revisit old friends and acquaintances, or meet them for the first time? I admit that, due to bad timing, I never finished OLIVE KITTRIDGE (alReady to revisit old friends and acquaintances, or meet them for the first time? I admit that, due to bad timing, I never finished OLIVE KITTRIDGE (although I loved the HBO series). There’s something about the quotidian that Elizabeth Strout gets just right. OLIVE, AGAIN swept me up in its small town Maine-ness. Every word, character, event, and action was organic and seamless, seemingly effortless. It’s more story than plot, but each chapter of this novel-in-stories is a link to the people of Crosby, Maine (or Shirley Falls) and once I started, there was no putting the breaks on. There isn’t one boring minute of this quietly powerful novel. I was at turns delighted, uneasy, distressed, and always infatuated. Strout doesn’t aim to dazzle and shock you; instead, there’s a constant pulse to the narrative that quickens and speeds up or slows down to match the rhythm of life here (or death). This is a place where people say Mrs., not Ms.; Crosby is earnestly provincial. Olive is the especial character that quietly stampedes my heart. As said in the first book, “she had a darkness that seemed to stand beside her like an acquaintance that would not go away.” Olive is harsh, intractable, precise, sincere.To me, Olive is as familiar and surprising as a neighborhood pond or swim hole--a blend of refreshing and murky, with slippery or jagged places underfoot and brimming with warm and cold spots, and depth from an unexpected drop-off. The townspeople are appalled by her, or find her bracing and genuine. Her innate gallows humor and blunt remarks can capsize a moment or persist in your thoughts. Olive makes you laugh at drama. She was sharp or stubbornly obtuse. Olive fails at social cues (she is probably on the spectrum). I wish I had Olive in my life! She is late to her own wisdom, which would make her a hypocrite if she wasn’t so sure of her herself, even when she isn’t.“’You know, I just want to say, Mrs. Kittridge told us, years ago in that math class—I will never forget it—one day she just stopped a math problem she was doing on the board and she turned around and she said to the class, “You all know who you are. If you just look at yourself and just listen to yourself, you know exactly who you are. And don’t forget it.” And I never did forget it. It kind of gave me courage over the years because she was right; I did know who I was.’” Knowing Olive, again, is one of the enduring pleasures of my reading life....more",Notes are private!,0,15,1,"Jul 13, 2019","Jul 15, 2019","Jul 19, 2019",,Hardcover,view (with text),/book/show/43984883-olive-again
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We, the Survivors","Aw, Tash",0735238561,9780735238565,B07PMZZM8Z,321        pp,3.63,"1,879","Apr 04, 2019","Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you read FIVE STAR BILLIONAIRE—as I have, and loved it, as I did, the first thing you’ll notice in this new novel by Tash Aw is that these two bookIf you read FIVE STAR BILLIONAIRE—as I have, and loved it, as I did, the first thing you’ll notice in this new novel by Tash Aw is that these two books are quite different in scope and depth. FSB was what I would call literary mainstream. But WE, THE SURVIVORS is more intimate, literary, and not so mainstream. It’s for readers who can submerge into an enclosed, at times crushing portrait of a Malaysian man’s life, ruled by poverty as a child, who tried to rise above and maintain a decent level of equitable improvement. Ah Hock wanted a middle-class life and ended up in prison for killing a man. And this is his story to an educated, worldly reporter after his stint in prison, the story of his life.This isn’t a mystery or thriller; the story of homicide is less poignant than the story of Ah Hock’s survival, ambition, and his struggling rise from poverty in a village 50 miles from Kuala Lumpur. He grew up in the 1980s, in a village that was isolated before industrialization led to bridges, roads, and passages closer to the city. Ah Hock’s obscure beginnings relied on fishing and later the fish factories. His father left for Singapore when he was young and never returned, leaving his mother to fend for them. Her own evolution was rough, but she did teach Ah Hock the will to survive above all. After he met a friend of sorts, Keong, a much older boy that was a hustler and wannabe gangster, Ah Hock began to develop his own kind of values and attitude related to the word at large. His ambition in youth was to be a tycoon, but as he matured, he longed to work in a comfortable job with a nice salary, and find a good wife. Although he tried to shake off his association with Keong, the hustler would reappear in his life, a magnet for trouble. Keong still wanted his big dreams of becoming a tycoon.This is not a fast paced or action-packed book. It is a measured, unhurried, and nonlinear portrayal of a young man’s life, and the choices he made. The author explores themes of heritage, hope, and fate, as well as attitudes toward immigrants and the implications of the class system. But it never patronizes or preaches. Tash Aw is a keen writer who gives a finely wrought depiction of one man’s life of hope and dreams. “The more we longed for something, the more impossible it became. You only dream about things you can never obtain.”There are also subtle things about the rhythms of village life, the effects of modernization on outlook, and the desire for obscurity by Ah Hock’s ancestors who lived through war and preferred invisibility to transparency, and how fate shapes our character. Besides Ah Hock, we are intimately drawn in to the lives of the people he’d known—family, friends, wife, workers, acquaintances. Many of the passages were penetrating, painful, flanged with regret—but often with the bittersweet tides of hope.“What she’d hated back then, she now loved: the sense of continuity, of surrendering…the pulling in of her horizons, the comfort to be found in the death of ambition.”Thank you to the publishers of Farrar, Straus and Giroux for sending me a copy....more",Notes are private!,0,26,1,"Jul 09, 2019","Jul 13, 2019","Jul 09, 2019",,Kindle Edition,view (with text),/book/show/52192404-we-the-survivors
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ghost Clause,"Norman, Howard",0544987292,9780544987296,0544987292,246        pp,3.50,557,"Jul 02, 2019","Jul 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was head over heels about the characters and story of Norman’s MY DARLING DETECTIVE, so I was drawn to this as well. A very different story, of courI was head over heels about the characters and story of Norman’s MY DARLING DETECTIVE, so I was drawn to this as well. A very different story, of course, and quite noir-ish. In this, he tackles several themes—my favorite being how memories identify us, color us in, or leave us more blank than we want to be. Memories and missing. But Norman also grapples with grief, fertility, marriage, loss, and the whole poetry of life (and there is poetry!).During the opening pages, we learn that Simon, an underrated writer who died a few years ago, still inhabits the farmhouse in East Calais, Vermont (where Howard Norman lives), where he lived with his wife, Lorca, an artist who creates Emily Dickinson-inspired paintings. Still mourning Simon’s loss and some unresolved feelings, she sells to a couple, Muriel and Zachary. But Simon, the “stenographer” of death, still inhabits the house, mainly the library, and often inadvertently sets off the security alarm, signaling ""Motion in Library.""The title refers to an alleged clause in Vermont concerning the sale of homes. If the house is haunted, you must disclose that to potential buyers. There’s a missing child, and one of the buyers is Zachary, a detective newly hired at the very small but prestigious Green Mountain Detective Agency. He becomes obsessed with the case and finding Corrine, the little girl, a moth-loving eleven-year-old with autism. His wife, Muriel, translates Japanese poetry, particularly of a (fictional) poet that uses parenthesis to declare his most intimate and romantic sentiments. Muriel embraces and mimics these parenthetical poems to flirt with Zachary, but also because it is the subject of her book. But, they, too, have some unresolved issues. The missing and missing pieces flourish in meaning.In fact, most of the novel has a kind of flirty voice to it--even when Simon is trying to be mordant, there is a light but poignant touch to his portrait as the pining dead. Memories and the missing. In totality, the primary thrust of the novel is Simon’s ghostly narration of memories and how his marriage to Lorca reflects and refracts Muriel and Zach’s marriage, and those unresolved pieces so relatable to readers and writers alike. I’m just sharing a brief overview of the theme that touched me the most. Simon says:“…I was envious of people with repressed memories. Well, now, as memories arrive one after the next, I feel I am becoming almost entirely composed of them…I’, standing in a field out back and my own private drive-in movie screen is there and I have no choice as to which moments in the past are projected onto it.” And, oh, what fuss this can cause to someone stuck between two worlds!...more",Notes are private!,0,5,2,"Jul 05, 2019not set","Jul 09, 2019not set","Jul 09, 2019",,Hardcover,view (with text),/book/show/40796181-the-ghost-clause
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,670","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review pending,Notes are private!,0,5,1,"Jul 03, 2019","Jul 05, 2019","Jul 03, 2019",,Hardcover,view (with text),/book/show/44318414-the-dutch-house
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Snakes,"Jones, Sadie",1784742554,9781784742553,1784742554,448        pp,3.27,"5,035",2001,"Jan 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""She wondered what level of wealth it took to rearrange the molecules.""This may be the bravest book that Sadie Jones has ever written, and truly, all ""She wondered what level of wealth it took to rearrange the molecules.""This may be the bravest book that Sadie Jones has ever written, and truly, all of hers rear their defiant heads. She doesn’t land it as a deafening whack, more like a sober blow. You know that you are walking on a minefield when you are reading her novels; it’s with subtle baby steps that lead to the inevitable. You don’t wholly see it coming because it could have gone another way, the one you were expecting. Then hisssss, the snakes! With their Mona Lisa smiles.This book follows one family, particularly, a .1% billionaire and his family. They are all a hot mess. The father may seem like a stereotype to innocent ones, but you’ve met--well, I’ve met--men like Griff, consummately unsympathetic. You can’t design your parents. You can only leave them when you grow up. “’When you’re gone…and you look back, this will feel like a dream.’”Griff’s wife, Liv, is criminal in other ways, and his son, Alex is an addict trying to follow the NA path. Our focus is with Griff’s daughter, Bea, and her husband, Dan. Bea, according to Griff, was no prize in the “looks” department, and a little bit “frumpy.” She’s also exceptionally kind, and a psychotherapist in London. Dan has the education and heart of an artist, but he’s stuck being an estate agent. His mother is black and fiercely protective. His father is white and absent his whole childhood. He’s what the young call Hot AF. He fell in love with Bea’s kindness and quiet dignity. Bea wants zero to do with Griff’s money. She sees her parents once every few years.Needless to say, they are all stuck in outback France in a hotel-to-be that Alex is restoring—it is terminally under construction and not fit for guests yet. He’s got an ADD and eccentric personality and is always running in different directions simultaneously. There’s a dark cloud over this family, this house, and getting there is painful, for the reader, also. “You’d swear you could see it, in the cracks in the pavements and the bricks in the walls; violence and grief.”...more",Notes are private!,0,11,1,Jul 2019,"Jul 03, 2019","Jul 01, 2019",,Hardcover,view (with text),/book/show/40554139-the-snakes
