,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,NerwSlowa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Palace,"Heller, Miranda Cowley",,,,400        pp,3.81,"321,120","Jul 06, 2021","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"TRIGGER WARNING: jest w tej książce bardzo, bardzo, BARDZO dużo przemocy seksualnej, do której będę też odwoływać się w niniejszej recenzji.Tym razem TRIGGER WARNING: jest w tej książce bardzo, bardzo, BARDZO dużo przemocy seksualnej, do której będę też odwoływać się w niniejszej recenzji.Tym razem udało mi się przeczytać książkę z czytelniczego klubu Reese Witherspoon w tym samym miesiącu, w którym została wybrana, aczkolwiek przyznaję, że zwłaszcza na początku ciężko było mi wejść w tę historię.Na najprostszym poziomie jest to historia kobiety, która w pewien wakacyjny dzień pod wpływem pewnych wydarzeń orientuje się, że właściwie wystarczył jeden inny wybór, jedna inna decyzja, a jej życie mogłoby potoczyć się zupełnie inaczej. Całość współczesnej akcji dzieje się właściwie w 24 godziny, natomiast jest tutaj oczywiście bardzo, bardzo dużo retrospekcji wyjaśniających, skąd wzięła się właśnie ta decyzja. Takie rozważania widzieliśmy już w sztuce wielokrotnie, ale przyznaję, że ja jakoś nigdy nie mam ich dość, a na pewno nie wtedy, gdy dotyczą historii miłosnej, opowiadanej przez kobietę (bo z natury rzeczy takie rozważania są mi bliskie, nawet jeśli własne życie jak najbardziej uwielbiam). I tak, jak się spodziewałam - jest to wciągające (no, po pierwszych stu stronach), jest smutne, jest chwytające za serduszko, jest pełne bardzo trudnych emocji, i jest (chyba) psychologicznie nieoczywiste. Wszystko to sprawia, że jest to lektura może nie łatwa i lekka, ale idealna na wakacyjne siedzenie na tarasie czy leżaku i wciąganie się w historię.Zastanowił mnie dość mocno również ten ""głębszy"" poziom - bo ta historia tak naprawdę może być odczytywana również jako historia rodzicielskich zaniedbań, niezaspokajanej potrzeby miłości i odrzucenia prowadzącego do strasznych rzeczy. Powoduje to, że książka jest właśnie nie tylko wakacyjnym czytadłem, ale czymś, nad czym można się zastanowić na wielu różnych poziomach - bo czy ja dopuściłabym do takiej tragedii na miejscu X? Czy to, co zrobił Y, było złe, ale zasłużone? W tym kontekście, tak jak napisałam we wstępie, bardzo mocno wyeksponowane są opisy przemocy seksualnej i skomplikowanych uczuć, jakie się w takich sytuacjach pojawiają. Tym bardziej raz jeszcze doradzam tutaj ostrożność - jeśli wiecie, że dla Was z jakiegoś powodu takie sceny to bardzo mocny trigger, a nie czujecie się na siłach, to nie róbcie sobie krzywdy i odłóżcie tę książkę. Tych scen jest tutaj naprawdę bardzo dużo, w wielu różnych sytuacjach i kontekstach, i nawet ja, mimo że nie mam doświadczeń wywołujących trigger akurat takim rodzajem scen, miałam bardzo, bardzo mocny dyskomfort w wielu momentach.Jest to też książka o tyle nieoczywista, że niedająca mimo wszystko jednej, klarownej odpowiedzi. I nie chodzi o samo zakończenie - które niby jest niedopowiedziane, ale tak naprawdę bardzo, bardzo klarowne - tylko o różne właśnie niuanse moralne/etyczne w kontekście kolejnych wyborów bohaterów i bohaterek.Nie jest to dla mnie lektura roku, o której nigdy nie zapomnę, wspaniała, pięknie napisana, mądra i ""łał"", ale muszę przyznać, że nie dość, że czytało mi się dobrze, to jako jedna z nielicznych z klubu książkowego Reese zostawiła mnie naprawdę z ogromną ilością rzeczy do przemyślenia. I bardzo mi się to podoba. Jeśli potrzebujecie nieoczywistej, ale dobrej lektury na lato, to możliwe, że ta książka nada się dla Was idealnie....more",Notes are private!,0,0,1,"Jul 19, 2021","Jul 26, 2021","Jul 20, 2021",,Hardcover,view (with text),/book/show/55994372-the-paper-palace
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cukry,"Kotas, Dorota",8395783876,9788395783876,8395783876,168        pp,4.02,"2,111","Apr 14, 2021","Apr 14, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Doskonała, nowa polska proza z chęcią podejmująca tematy, z którymi wielu jest po prostu niewygodnie. Strasznie się cieszę, że jest to świetnie napisaDoskonała, nowa polska proza z chęcią podejmująca tematy, z którymi wielu jest po prostu niewygodnie. Strasznie się cieszę, że jest to świetnie napisane, i że coraz więcej takich głosów jest obecnych w szerokiej dyskusji (chociaż wciąż za mało), bo dzięki nim można zacząć rozumieć, że nawet w naszym kraju jest miejsce nie tylko na ""normalność"" i ""typowość"" (w każdym możliwym sensie).Bardzo, bardzo polecam....more",Notes are private!,0,0,1,"Jul 02, 2021","Jul 02, 2021","Jul 19, 2021",,Paperback,view (with text),/book/show/57116881-cukry
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Carpe Jugulum        (Świat Dysku, #23)","Pratchett, Terry",8374693304,9788374693301,8374693304,304        pp,4.18,"62,925",1998,"May 25, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jak zawsze wspaniały, tylko tym razem opowiadający o wampirach. To już koniec cyklu o Czarownicach :-/",Notes are private!,0,0,1,"Jul 16, 2021","Jul 18, 2021","Jul 19, 2021",,Paperback,view (with text),/book/show/2063638.Carpe_Jugulum
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dewocje,"Ciarkowska, Anna",8328088932,9788328088931,8328088932,186        pp,3.74,"1,136","May 19, 2021","May 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"W notce biograficznej na czwartej stronie okładki w letnim rozleniwieniu przeczytałam niepoprawnie, że Anna Ciarkowska jest z wykształcenia filozofką W notce biograficznej na czwartej stronie okładki w letnim rozleniwieniu przeczytałam niepoprawnie, że Anna Ciarkowska jest z wykształcenia filozofką (dopiero po chwili zorientowałam się, że filolożką). Po lekturze ""Dewocji"" uważam jednak, że miano filozofki Autorce jak najbardziej się należy, nawet bez określonego papierka - bo jest to moim zdaniem książka, która idealnie podsumowuje moje przemyślenia z ostatniego czasu, w którym religia wbrew mojej woli zaczęła odgrywać w moim życiu (tak jak w życiu wielu innych kobiet w Polsce) ogromną rolę. Fabułę książki można by streścić jednym zdaniem (""w polskiej katolickiej wsi młoda dziewczyna dokonuje cudu, co okazuje się zaskakująco niewygodne dla mieszkańców""), ale poszczególne wydarzenia są dopiero punktem wyjścia do o wiele szerszej, pogłębionej refleksji na temat kościoła i miejsca religii w Polsce (zwłaszcza w mniejszych społecznościach), a przede wszystkim - miejscu kobiet w tej religii. Wyraźnie pokazane jest tutaj to, o czym nie mogę od jakiegoś czasu przestać myśleć, obserwując polskie wiadomości albo rozmawiając z przyjaciółmi o poglądach zdecydowanie lewicowych, którzy potem mimo wszystko decydują się na ślub kościelny ""ze względu na rodzinę"". Albo z osobami identyfikującymi się jako katolicy (bo przecież jak to, dobry Polak nie może nie być katolikiem), wspierającymi tę religię, nachalnie odżegnującymi się od jej błędów, przestępstw, zbrodni i okropieństw (""przecież to nie wszyscy"", ""przecież ja chodzę do dominikanów"", ""ale to tylko niektórzy"", ""przecież ja znam fajnych księży"", ""przesadzasz"" i tak dalej). W tej historii widać najpierw powierzchnię - osoby, które pokornie deklarują, że będą starać się być dobrymi osobami, postępować odpowiednio, ""nie grzeszyć"", jakoś przejść przez życie tak, by nie szkodzić, a może nawet nieco to poletko ulepszyć. Po kolei jednak kolejne warstwy są tutaj obierane i demaskowane - wieczne obgadywanie, plotki, zawiść i zazdrość, wpędzanie malutkich w sumie dzieci w straszne poczucie winy, wmawianie zwłaszcza dziewczynkom i kobietom, że mają robić określone rzeczy i postrzegać swoją pozycję w określony sposób, inaczej spotkają je wieczna kara i potępienie. Widzimy tutaj po kolei kobiece postaci, czy raczej archetypy, z których każda od dziecka ma wtłaczany wzorzec zachowania, której od dziecka mówi się, że ma być dobrą żoną, matką, sprzątać, gotować, tłumić swoje potrzeby i seksualność, której od dziecka wmawia się rzeczy niezgodne ze stanem obecnej wiedzy naukowej. A gdy tylko pojawia się ktoś nieco odmienny (jak np. Dziki czy też narratorka), od razu okazuje się, że jednak ""miłość bliźniego"" był tylko pozorem, instrumentem do wmuszania innych w ""bezpieczne"" ramy standardowych zachowań. Nawet bardzo pobożny dziadek - którego stosunek do wiary, przyznaję, jest mi bardzo bliski (""Bóg jest wszędzie, i bliżej jest się Boga na łące wśród przyrody niż w złoconej kamiennej konstrukcji"") - staje się swego rodzaju pariasem, uważanym za ekscentrycznego i wymyślającego ""dziwne rzeczy"" człowieka, którego ksiądz potem nie chce pochować na ""katolickim"" cmentarzu.Religia dla mnie powinna być czymś bardziej idącym w kierunku systemu filozoficznego - jak być szczęśliwym, jak tworzyć społeczność, jak radzić sobie z trudnościami w życiu, jak być pogodzonym ze swoimi troskami. W ujęciu katolickopolskim, tak dobrze opisywanym przez Ciarkowską, wygląda to jednak zgoła inaczej - bo owszem, to wszystko zostaje na powierzchni, ale już za moment okazuje się, że wszelkie odstępstwa nie są akceptowane, a religia zostaje jedynie narzędziem wymuszania określonych zachowań i braku innych (bo przecież wszelkie inne pragnienia niż bycie matką i żoną albo wewnętrzna niezgoda na pełnienie roli służebnej jest obrazą Boga i ciężkim grzechem). Męża trzeba kochać i mu usługiwać mimo stosowanej przez niego przemocy fizycznej i psychicznej, księdza trzeba szanować, trudnościami się zajmować, dzieci wychowywać. Dużo jest tutaj pasywności, przymusowej akceptacji, poczucia braku sprawczości - gdy dzieje się coś złego, przyjmuje się, że to za określone grzechy, ale nie próbuje się im ani tej sytuacji zaradzić. Wszyscy są głęboko wierzący, ale wydaje się, że ta wiara nie zawsze łączy się z myśleniem, wiedzą, mimo przeświadczenia o jej posiadaniu zostaje mimo wszystko fasadowa. Trzeba miłować bliźniego, ale problemy napchanych hormonami nastolatków nie są z nimi omawiane, nic nie jest im tłumaczone, nie szuka się dla nich pomocy - zamiast tego organizuje się kółko religijne w świetlicy, w której opowiada się o przerażających konsekwencjach grzechu (""Wystarczy jeden raz, by zasiać zło!""). Trzeba miłować bliźniego, ale pijący na umór mężczyźni nie sięgają po pomoc psychologiczną, nie jest im udzielane wsparcie - zamiast tego pogłębia się problem, każąc im w sierpniu zachować całkowitą abstynencję. Matka Dzikiego (niemego i chyba sparaliżowanego) staje się wyrzutkiem całej wsi, w końcu taka tragedia musiała spotkać ją za jakieś grzechy, więc można jedynie zamówić w jej intencji mszę, wszelka inna pomoc nie jest nawet rozważana, nie ma mowy o podwiezieniu, załatwieniu czegoś, pomocy z zakupami. Podporządkowują się temu i mężczyźni, i kobiety w całej wsi - kobiety przecież przez służbę mężczyźnie, pranie, prasowanie, ogarnianie dzieci, bycie ciągle ocenianą, czy na pewno wystarczająco dobrze radzą sobie ze ""swoimi obowiązkami"", wykonują posługę Bogu. Akceptacja ""katechizmu"" staje się tutaj czymś nadającym sens, oddalającym od rozważań, czy na pewno takie życie ma sens, czy jednak w innej wsi, innym mieście życie mogłoby okazać się lepsze; wydaje się, że im ktoś nieszczęśliwszy, tym bardziej pozornie pobożny. Czytam tę książkę przez pryzmat swoich doświadczeń, przemyśleń i emocji, bo nie jestem w stanie do takiego tematu podejść inaczej. Muszę jednak zauważyć, że książka Ciarkowskiej w żadnym razie nie jest sama z siebie ""krytyką"" kościoła, odżegnaniem się od jego wizji - mimo pokazywania pewnych niezbyt korzystnych zachowań jest tutaj dużo ciepła i zrozumienia dla głównej bohaterki, średnio inteligentnej, niezbyt dobrze się uczącej młodej dziewczyny, która z jednej strony rzeczywiście marzy o tym, co jest jej nakazywane, chce iść do zakonu, być wierna Bogu itd., ale z drugiej w swoim ""nierozgarnięciu"" po prostu staje się dla całej tej instytucji niewygodna, zadając ""nieodpowiednie"" pytania czy robiąc rzeczy, których nie da się łatwo zakwalifikować do kategorii ""grzechu"" ani kategorii ""odpowiedniego życia"". Bardzo trudna (emocjonalnie) i bardzo dobra książka. Polecam niezależnie od tego, jakie macie poglądy religijne. ...more",Notes are private!,0,4,1,"Jul 09, 2021","Jul 11, 2021","Jul 11, 2021",,Paperback,view (with text),/book/show/57542189-dewocje
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last House Guest,"Miranda, Megan*",1786492911,9781786492913,1786492911,336        pp,3.61,"127,099","Jun 18, 2019","Jun 18, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bardzo podobała mi się zaskakująco mroczna atmosfera nadmorskiego kurortu. Przyznaję też, że mimo iż dość szybko ogarnęłam rozwiązanie (które do najbaBardzo podobała mi się zaskakująco mroczna atmosfera nadmorskiego kurortu. Przyznaję też, że mimo iż dość szybko ogarnęłam rozwiązanie (które do najbardziej oryginalnych nie należy), bardzo dobrze się bawiłam i zaangażowałam się w historię. To kolejna książka polecana przez Reese Witherspoon, przy której świetnie się bawię, idealna na weekend albo inny moment, gdy naprawdę nie mamy ochoty na łamanie sobie głowy przy bardzo ambitnej prozie....more",Notes are private!,0,0,1,"Jun 22, 2021",Jul 2021,"Jun 22, 2021",,Paperback,view (with text),/book/show/42190273-the-last-house-guest
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gender Queer,"Kobabe, Maia*",836389284X,9788363892845,836389284X,240        pp,4.28,"59,291","May 28, 2019","Apr 27, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jejku, jaki to jest wspaniale narysowany, opowiedziany i ważny komiks! <3Mam wrażenie, że o tej książce mnóstwo ludzi napisało bardzo dużo mądrych słóJejku, jaki to jest wspaniale narysowany, opowiedziany i ważny komiks! <3Mam wrażenie, że o tej książce mnóstwo ludzi napisało bardzo dużo mądrych słów, więc nie chcę niczego powtarzać. Pragnę jedynie dodać, że jest to książka strasznie w Polsce potrzebna - wszystkim tym, którzy narzekają na ""elgjebety"" albo próbują negować istnienie innych rodzajów seksualności niż heteroseksualność, albo zaczynają z tą boomerską gadką ""Oj teraz to takie wymyślanie, że niby płeć kulturowa, kiedyś była baba i facet i nikomu to nie przeszkadzało, HUE HUE"". Wspaniałe jest dla mnie to, że Maia Kobabe mówi tutaj niesamowicie szczerze o swoim własnym doświadczeniu, nie stawiając się w pozycji wiedzącu wszystko i ogarniającu życie Superaktywistu, a zamiast tego we wspaniały sposób pokazuje swoje zagubienie, niezrozumienie, niewiedzę na temat samu siebie (staram się używać poprawnych zaimków, ale jeśli nie wyszło, to przepraszam i proszę o zwrócenie uwagi - dopiero się uczę!). I chyba najważniejszą rzeczą, którą można z tej książki wyciągnąć, to niby oczywista rzecz, która tak wielu ludziom zdaje się nie do pojęcia: kwestie dotyczące ludzkiej seksualności i tożsamości NIE SĄ PROSTE. I nie są zerojedynkowe. A na pewno nie zgadzają się z katolicką ""moralnością"" albo ""nauką"", która nie posiada żadnych podstaw naukowych.I tak bardzo podoba mi się tutaj tłumaczenie Huberta Brychczyńskiego i fakt, że wydawnictwo zaangażowało osobę do ""konsultacji terminów antydyskryminacyjnych"" (Karolinę Fedyk). Ogromne, ogromne, ogromne brawa dla wspaniałego Wydawnictwa Centrala, które od tej pory zamierzam uważnie obserwować. To była książka tak trudna w przekładzie na polski (przynajmniej jej druga część) i tak się cieszę, że udało się to zrobić z próbą poszanowania życzeń Autoru. Lektura obowiązkowa, niezależnie od tego, czy ""czytacie komiksy"". O tej książce będzie się mówić długo i głośno....more",Notes are private!,0,1,1,"Jun 21, 2021","Jun 21, 2021","Jun 21, 2021",,Paperback,view (with text),/book/show/58178261-gender-queer
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maskarada        (Świat Dysku, #18)","Pratchett, Terry",8373374280,9788373374287,8373374280,280        pp,4.12,"63,221",1995,"Aug 07, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kocham ""Upiora w operze"" (naprawdę, film widziałam co najmniej dziesięć razy, parę adaptacji scenicznych również, jestem w stanie z pamięci zanucić caKocham ""Upiora w operze"" (naprawdę, film widziałam co najmniej dziesięć razy, parę adaptacji scenicznych również, jestem w stanie z pamięci zanucić całą muzykę, w tym partie chóru oraz bardzo dramatyczne tria*)Kocham też Pratchetta, Świat Dysku i babcię Weatherwax.5/5 i podziękowania głęboko w serduszku, że odkryłam Pratchetta dopiero teraz, w czasach pandemii, zmian życiowych i wytężonej pracy nad sobą i swoimi schematami myślenia, która daje wspaniałe skutki, ale jest momentami bardzo trudna. Nie wiem, czy bez takiej odskoczni szłoby mi aż tak dobrze.Już otworzyłam Carpe Jugulum, w sumie chyba co weekend czytam kolejną część. I dobrze.* - Aczkolwiek nie mówię, że moi słuchacze są z tego nucenia zadowoleni. Khem....more",Notes are private!,0,0,1,"Jun 20, 2021","Jul 10, 2021","Jun 20, 2021",,Paperback,view (with text),/book/show/5896223-maskarada
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Myszart w Wenecji,"Joor, Thierry",,,,unknown,3.77,30,"Nov 13, 2019",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ten tom podobał mi się o wiele bardziej - w poprzednim zaliczyłam lekką konfuzję spowodowaną bardzo dużą drobiazgowością rysunków i niewypatrzeniem paTen tom podobał mi się o wiele bardziej - w poprzednim zaliczyłam lekką konfuzję spowodowaną bardzo dużą drobiazgowością rysunków i niewypatrzeniem paru detali. Tutaj bawiłam się wyśmienicie, choć krótko, bo krótka i prosta historia narysowana jest przepięknie. Idealny komiks dla dzieci, zwłaszcza tych, które fascynuje uważne oglądanie każdej ilustracji, ale też dla czytających je z nimi dorosłych. A jeśli w ogóle np. lubicie muzykę klasyczną tak mocno jak ja i chcecie kogoś bardzo bezboleśnie do niej wprowadzić, to w połączeniu z czasem i minimalną pracą narracyjną może to być idealny wstęp dla dziecka jeszcze niezaznajomionego z tym rejonem kultury.Wspaniały popis wyobraźni....more",Notes are private!,0,0,1,"Jun 19, 2021","Jun 19, 2021","Jun 19, 2021",,,view (with text),/book/show/55442863-myszart-w-wenecji
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Myszart #1,"Joor, Thierry",,9788328198043,,48        pp,3.72,88,"Sep 18, 2018","Mar 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tak pięknie narysowanego komiksu nie widziałam od dawna. Pod kątem ""fabularnym"" trzeba zauważyć, że jednak ma to ok. 20 stron, więc dla dorosłego będzTak pięknie narysowanego komiksu nie widziałam od dawna. Pod kątem ""fabularnym"" trzeba zauważyć, że jednak ma to ok. 20 stron, więc dla dorosłego będzie raczej nowelką, ale jako element kolekcjonerski na półce z komiksami, dla oglądania pięknych rysunków albo do wspólnego czytania razem z dziećmi bardzo, bardzo warto (zwłaszcza jako wstęp do opowiedzenia o historii Mozarta, Salieriego i może - na późniejszym etapie - wspólnego obejrzenia genialnego ""Amadeusza"")....more",Notes are private!,0,0,1,"Jun 18, 2021","Jun 18, 2021","Jun 18, 2021",,Hardcover,view (with text),/book/show/53421818-myszart-1
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Między światem a mną,"Coates, Ta-Nehisi",8326845795,9788326845796,8326845795,220        pp,4.40,"333,002","Jul 14, 2015","May 26, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Z jednej strony cieszę się, że jest to tak świetnie napisane, a z drugiej jest mi przykro, że trzeba było taką książkę napisać. I tym bardziej nieswojZ jednej strony cieszę się, że jest to tak świetnie napisane, a z drugiej jest mi przykro, że trzeba było taką książkę napisać. I tym bardziej nieswojo, że powstała przed wszystkimi zamieszkami z zeszłego roku, a właściwie... nic nowego się w tej sprawie nie zadziało ani nie zmieniło.Czytajcie wszyscy, bo bardzo trudno tę książkę zrecenzować - jest to właściwie zapis refleksji i doświadczeń Autora dotyczących ""kwestii rasowych"" - ale jednocześnie trzeba się z nią zaznajomić samemu.To jest też kolejny powód, dlaczego mam tak duży problem np. z ""Łyski liczą do trzech"" Olgi Hund - bo jeżeli do wyboru jest relacja ""z pierwszej ręki"", tak pełna szczegółów, tak wyczerpująca i tak wszechstronna, to bardzo trudno jest mi czytać potem coś wymyślonego, i to jeszcze coś wymyślonego przy użyciu stereotypów (nawet jeżeli uzasadnia się, że to przecież baśń). Czytajcie tę jedną z najważniejszych książek tego roku....more",Notes are private!,0,0,1,"Jun 13, 2021","Jun 22, 2021","Jun 13, 2021",,Hardcover,view (with text),/book/show/57650624-mi-dzy-wiatem-a-mn
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giant Days: As Time Goes By #1,"Allison, John*",1646689836,9781646689835,B07WSRWP19,43        pp,4.04,356,"Oct 30, 2019","Oct 30, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was good to be back, even for a brief moment. I am not entirely convinced to the not-that-realistic changes at the end, but it's still quite good.It was good to be back, even for a brief moment. I am not entirely convinced to the not-that-realistic changes at the end, but it's still quite good....more",Notes are private!,0,0,1,"Jun 14, 2021","Jun 14, 2021","Jun 13, 2021",,Kindle Edition,view (with text),/book/show/50929903-giant-days
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Panowie i damy        (Świat Dysku, #14)","Pratchett, Terry",8374693541,9788374693547,8374693541,288        pp,4.20,"79,359",1992,"Feb 11, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pratchett to odkrycie mojego życia. Te książki są tak wspaniale napisane, pomyślane i skonstruowane, i tak niesamowicie nadają się na te 34 stopnie, gPratchett to odkrycie mojego życia. Te książki są tak wspaniale napisane, pomyślane i skonstruowane, i tak niesamowicie nadają się na te 34 stopnie, gdy, mimo iż bardzo lubię ciepło, mój mózg się roztapia. Czysta, wspaniale rozwijająca wyobraźnię rozrywka, gdy nie ma sił czytać tych tysięcy wspaniałych i ambitnych nowości....more",Notes are private!,0,0,1,"Jun 11, 2021","Jun 20, 2021","Jun 11, 2021",,Paperback,view (with text),/book/show/2729882-panowie-i-damy
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wyprawa czarownic        (Świat Dysku, #12)","Pratchett, Terry",8372559155,9788374692168,8374692162,264        pp,4.25,"89,275",1991,"May 04, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kolejna książka o czarownicach, kolejna książka ze Świata Dysku, kolejna wspaniała opowieść.To, jak Pratchett potrafi bawić się nawiązaniami i graniemKolejna książka o czarownicach, kolejna książka ze Świata Dysku, kolejna wspaniała opowieść.To, jak Pratchett potrafi bawić się nawiązaniami i graniem z oczekiwaniami czytelnika, a przy tym być wręcz w ekstremalny sposób metatematycznym, jest absolutnie przewspaniałe.Tłumaczenie jak zawsze wybitne.Nie mam czasu pisać recenzji, bo idę czytać kolejną część....more",Notes are private!,0,0,1,"Jun 09, 2021","Jun 11, 2021","Jun 09, 2021",,Paperback,view (with text),/book/show/5926856-wyprawa-czarownic
