,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christopher's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bass Rock,"Wyld, Evie*",191121439X,9781911214397,191121439X,362        pp,3.71,"8,980","Feb 04, 2020","Mar 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2019",,Hardcover,view,/book/show/43413011-the-bass-rock
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Live the Tribe of Fatherless Girls,"Madden, T Kira*",1635571855,9781635571851,1635571855,336        pp,4.26,"9,593","Mar 19, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 10, 2019","Nov 17, 2019","Nov 10, 2019",,Hardcover,view,/book/show/40046084-long-live-the-tribe-of-fatherless-girls
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tale of One Bad Rat,"Talbot, Bryan",1569710775,9781569710777,1569710775,117        pp,3.91,"3,020","Sep 30, 1991","Oct 17, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 09, 2019","Nov 09, 2019","Nov 09, 2019",,Paperback,view,/book/show/476899.The_Tale_of_One_Bad_Rat
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Be Taught, If Fortunate","Chambers, Becky*",0062936018,9780062936011,0062936018,153        pp,4.20,"43,384","Aug 08, 2019","Sep 03, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Oct 26, 2019","Oct 26, 2019","Oct 26, 2019",,Paperback,view,/book/show/43190272-to-be-taught-if-fortunate
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drive Your Plow Over the Bones of the Dead,"Tokarczuk, Olga",0525541330,9780525541332,0525541330,274        pp,3.96,"100,285","Nov 25, 2009","Aug 13, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 22, 2019","Oct 24, 2019","Oct 22, 2019",,Hardcover,view,/book/show/42983724-drive-your-plow-over-the-bones-of-the-dead
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Idaho,"Ruskovich, Emily",0701189096,9780701189099,0701189096,320        pp,3.51,"24,295",1950,"Jan 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 14, 2019","Oct 19, 2019","Oct 14, 2019",,Paperback,view,/book/show/30141401-idaho
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Opioid, Indiana","Carr, Brian Allen*",1641290781,9781641290784,1641290781,224        pp,3.34,"2,199","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2019",,Hardcover,view,/book/show/43797420-opioid-indiana
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Words of Radiance        (The Stormlight Archive, #2)","Sanderson, Brandon*",0765365286,9780765365286,0765365286,"1,310        pp",4.76,"349,918","Mar 04, 2014","Mar 03, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 28, 2019","Oct 06, 2019","Sep 28, 2019",,Mass Market Paperback,view,/book/show/22313627-words-of-radiance
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Bearer        (Auriane #1),"Gillespie, Donna*",0515119660,9780515119664,0515119660,"1,024        pp",4.20,"1,438","Jan 01, 1994","Nov 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2019",,Mass Market Paperback,view,/book/show/479519.The_Light_Bearer
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Haunting Paris,"Chaudhry, Mamta*",038554460X,9780385544603,038554460X,275        pp,3.85,905,"Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2019",,Hardcover,view,/book/show/42179737-haunting-paris
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lord of Snow and Shadows        (Tears of Artamon, # 1)","Ash, Sarah*",0553803344,9780553803341,0553803344,496        pp,3.69,"2,975",2003,"Jul 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Hardcover,view,/book/show/1207327.Lord_of_Snow_and_Shadows
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saint Maybe,"Tyler, Anne*",0679403612,9780679403616,0679403612,337        pp,3.89,"17,589","Aug 20, 1991","Aug 20, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Hardcover,view,/book/show/10798030-saint-maybe
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bodily Harm,"Atwood, Margaret*",077042256X,9780770422561,077042256X,304        pp,3.32,"8,343","Oct 03, 1981","Jun 01, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Mass Market Paperback,view,/book/show/1019070.Bodily_Harm
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Female Persuasion,"Wolitzer, Meg",0399573232,9780399573231,0399573232,480        pp,3.56,"55,546","Apr 03, 2018","May 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Paperback,view,/book/show/44564172-the-female-persuasion
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Game of Kings        (The Lymond Chronicles, #1)","Dunnett, Dorothy",0679777431,9780679777434,0679777431,543        pp,4.15,"9,544",1961,"Apr 29, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Paperback,view,/book/show/112077.The_Game_of_Kings
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl in the Flammable Skirt,"Bender, Aimee*",0385492162,9780385492164,0385492162,192        pp,3.87,"7,857","Jul 13, 1998","Aug 17, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 12, 2019","Nov 12, 2019","Sep 20, 2019",,Paperback,view,/book/show/7850.The_Girl_in_the_Flammable_Skirt
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moby-Dick,"Melville, Herman",0486432157,9780486432151,0486432157,452        pp,3.54,"560,707","Oct 18, 1851","Aug 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Paperback,view,/book/show/590963.Moby_Dick
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Boat to Tangier,"Barry, Kevin",0385540310,9780385540315,0385540310,224        pp,3.62,"18,897","Jun 20, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Hardcover,view,/book/show/43256597-night-boat-to-tangier
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Cousin Rachel,"du Maurier, Daphne",1844080404,9781844080403,1844080404,335        pp,3.99,"59,120",1951,"May 15, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Paperback,view,/book/show/162543.My_Cousin_Rachel
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trespass,"Tremain, Rose",0701177942,9780701177942,0701177942,253        pp,3.57,"4,877","Mar 04, 2010","Apr 05, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Relentlessly bleak, nihilistic and cruel. Full of the most cliched, shallow and hackneyed characterization I’ve read in a while. I’m glad I finally reRelentlessly bleak, nihilistic and cruel. Full of the most cliched, shallow and hackneyed characterization I’ve read in a while. I’m glad I finally read a Rose Tremain to see what everyone was talking about. But never again. No thank you. Some great descriptions do not make a novel worth reading. ...more",Notes are private!,0,2,1,"Sep 18, 2019","Sep 18, 2019","Sep 18, 2019",,Hardcover,view (with text),/book/show/7456085-trespass
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grammarians,"Schine, Cathleen*",125024174X,9781250241740,125024174X,8        pp,3.58,"8,443","Sep 03, 2019","Nov 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 15, 2019","Sep 15, 2019","Sep 15, 2019",,Audio CD,view,/book/show/43684727-the-grammarians
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ember Blade        (The Darkwater Legacy, #1)","Wooding, Chris",1473214866,9781473214866,1473214866,824        pp,4.22,"5,264","Sep 20, 2018","May 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 03, 2019","Sep 03, 2019","Sep 03, 2019",,Mass Market Paperback,view,/book/show/34673711-the-ember-blade
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Year of Our War        (Fourlands, #1)","Swainston, Steph",0060753870,9780060753870,0060753870,385        pp,3.60,"1,443",Apr 2004,"Jan 18, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/1386012.The_Year_of_Our_War
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silkworm        (Cormoran Strike, #2)","Galbraith, Robert",0316206873,9780316206877,0316206873,464        pp,4.05,"269,612","Jun 19, 2014","Jun 19, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 31, 2019","Aug 31, 2019","Aug 31, 2019",,Hardcover,view,/book/show/18214414-the-silkworm
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bellwether Revivals,"Wood, Benjamin*",0771089317,9780771089312,0771089317,428        pp,3.61,"3,597","Feb 02, 2012","Mar 20, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/13069261-the-bellwether-revivals
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaving the Atocha Station,"Lerner, Ben",,,,181        pp,3.79,"16,504","Aug 23, 2011","Aug 23, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/11100788-leaving-the-atocha-station
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Act of Esme Lennox,"O'Farrell, Maggie*",,,,277        pp,3.92,"42,990",2006,"Feb 26, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 27, 2019","Oct 30, 2019","Aug 31, 2019",,Paperback,view,/book/show/250729.The_Vanishing_Act_of_Esme_Lennox
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After You'd Gone,"O'Farrell, Maggie*",0142000329,9780142000328,0142000329,384        pp,4.03,"17,322","Jan 01, 2000","Feb 26, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/675323.After_You_d_Gone
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City & the City,"Miéville, China*",0345497511,9780345497512,0345497511,312        pp,3.90,"69,508","May 26, 2009","May 26, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/4703581-the-city-the-city
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Polar Bear,"Tawada, Yōko",081122578X,9780811225786,081122578X,252        pp,3.37,"3,436",2014,"Nov 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/29082575-memoirs-of-a-polar-bear
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pearl,"Steinbeck, John",0142000698,9780142000694,0142000698,96        pp,3.53,"237,958",1947,"Jan 08, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 11, 2019","Dec 11, 2019","Aug 31, 2019",,Paperback,view,/book/show/5308.The_Pearl
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Light,"Parsons, Kimberly King*",0525563504,9780525563501,0525563504,212        pp,3.78,"1,530","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/43152994-black-light
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House on Mango Street,"Cisneros, Sandra",0679734775,9780679734772,0679734775,110        pp,3.69,"190,533",1984,"Apr 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 13, 2021","Dec 13, 2021","Aug 31, 2019",,Paperback,view,/book/show/139253.The_House_on_Mango_Street
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Breathe Underwater,"Orringer, Julie*",1400034361,9781400034369,1400034361,226        pp,3.96,"6,395","Sep 02, 2003","Apr 12, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/47975.How_to_Breathe_Underwater
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unaccustomed Earth,"Lahiri, Jhumpa",0676979343,9780676979343,0676979343,352        pp,4.13,"92,773",2008,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 31, 2019","Dec 31, 2019","Aug 31, 2019",,Hardcover,view,/book/show/85301.Unaccustomed_Earth
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Across the Nightingale Floor        (Tales of the Otori, #1)","Hearn, Lian",1573223328,9781573223324,1573223328,305        pp,4.06,"42,188","Aug 26, 2002","Jan 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 11, 2022","Apr 11, 2022","Aug 31, 2019",,Paperback,view,/book/show/77160.Across_the_Nightingale_Floor
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mage's Blood        (Moontide Quartet, #1)","Hair, David",,,,671        pp,3.87,"4,821","Sep 27, 2012","Sep 27, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Feb 2020,"Feb 14, 2020","Aug 31, 2019",,Hardcover,view,/book/show/15771846-mage-s-blood
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Medalon        (Hythrun Chronicles: Demon Child, #1)","Fallon, Jennifer*",0765348667,9780765348661,0765348667,512        pp,3.89,"6,008","Jul 26, 2000","Nov 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/249633.Medalon
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,431",May 2001,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/1232.The_Shadow_of_the_Wind
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mageborn Traitor        (Exiles, #2)","Rawn, Melanie",033034420X,9780330344203,033034420X,755        pp,4.16,"6,933","Mar 01, 1997","Mar 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/185290.The_Mageborn_Traitor
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Key,"Rawn, Melanie",0886777461,9780886777463,0886777461,893        pp,3.83,"3,658",1996,"Aug 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/257333.The_Golden_Key
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Touchstone        (Glass Thorns, #1)","Rawn, Melanie",0765323621,9780765323620,0765323621,368        pp,3.43,970,"Feb 28, 2012","Feb 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/12013853-touchstone
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stronghold        (Dragon Star, #1)","Rawn, Melanie",0886774829,9780886774820,0886774829,592        pp,4.04,"11,939","Sep 03, 1991","Sep 03, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/257321.Stronghold
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dragon Token        (Dragon Star, #2)","Rawn, Melanie",0330328980,9780330328982,0330328980,592        pp,4.11,"6,677",1992,"Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/185294.The_Dragon_Token
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wee Free Men        (Discworld, #30; Tiffany Aching, #1)","Pratchett, Terry",0060012382,9780060012380,0060012382,375        pp,4.29,"111,654","May 01, 2003",2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/34494.The_Wee_Free_Men
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drawing of the Dark,"Powers, Tim",0575074264,9780575074262,0575074264,336        pp,3.92,"4,971",Jun 1979,"Nov 14, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/209693.The_Drawing_of_the_Dark
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La Belle Sauvage        (The Book of Dust, #1)","Pullman, Philip",0375815309,9780375815300,0375815309,449        pp,4.15,"101,737","Oct 19, 2017","Oct 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/34128219-la-belle-sauvage
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Robots vs. Fairies,"Parisien, Dominik*",1481462369,9781481462365,1481462369,373        pp,3.82,"1,195","Jan 09, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/35297531-robots-vs-fairies
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silver Lake        (Warriors of Estavia, #1)","Patton, Fiona",0756403669,9780756403669,0756403669,484        pp,3.49,161,2005,"Feb 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/120321.The_Silver_Lake
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Painter Knight        (Branion, #2)","Patton, Fiona",0886777801,9780886777807,0886777801,522        pp,3.85,430,Jun 1998,Jun 1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/461990.The_Painter_Knight
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stone Prince        (Branion, #1)","Patton, Fiona",0886777356,9780886777357,0886777356,544        pp,3.63,"1,353","Apr 01, 1997","Apr 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/461979.The_Stone_Prince
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Merry Spinster: Tales of Everyday Horror,"Lavery, Daniel M.",1250113423,9781250113429,1250113423,190        pp,3.28,"6,276","Mar 13, 2018","Mar 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/35035160-the-merry-spinster
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Pendulum Sun,"Ng, Jeannette*",0857667270,9780857667274,0857667270,409        pp,3.44,"2,993","Oct 03, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/34643773-under-the-pendulum-sun
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Temeraire        (Temeraire, #1)","Novik, Naomi*",,,,342        pp,4.06,"100,041","Jan 03, 2006","Aug 06, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 22, 2019","Nov 23, 2019","Aug 31, 2019",,Paperback,view,/book/show/28093999-temeraire
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sleeping Giants        (Themis Files, #1)","Neuvel, Sylvain*",1101886692,9781101886694,1101886692,320        pp,3.82,"90,616","Apr 26, 2016","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/25733990-sleeping-giants
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"After Atlas        (Planetfall, #2)","Newman, Emma*",0425282406,9780425282403,0425282406,369        pp,4.18,"4,014","Nov 08, 2016","Nov 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/28361265-after-atlas
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hath No Fury,"Meadors, Melanie R.*",1945528052,9781945528057,1945528052,550        pp,3.64,56,"Aug 01, 2017","Aug 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/32713866-hath-no-fury
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Iron Tower        (Iron Tower, #1-3)","McKiernan, Dennis L.*",0451458109,9780451458100,0451458109,648        pp,4.01,920,"Oct 30, 1986","Dec 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/554773.The_Iron_Tower
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,726","Apr 10, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/35959740-circe
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Deed of Paksenarrion        (The Deed of Paksenarrion, #1-3)","Moon, Elizabeth",0671721046,9780671721046,0671721046,"1,040        pp",4.32,"13,552","Feb 01, 1992","Feb 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/96281.The_Deed_of_Paksenarrion
