,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michael's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Production of Space,"Lefebvre, Henri",0631181776,9780631181774,0631181776,464        pp,4.17,"2,124",1991,1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2013",,Paperback,view,/book/show/328403.The_Production_of_Space
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Crocodiles,"Dostoevsky, Fyodor",0811220982,9780811220989,0811220982,96        pp,3.77,184,"Jul 16, 2013","Jul 16, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2013",,Paperback,view,/book/show/16241812-two-crocodiles
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I See Satan Fall Like Lightning,"Girard, René",1570753199,9781570753190,1570753199,215        pp,4.34,"1,315","Oct 13, 1999","Jan 01, 2001",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book, I am rather sorry to say, is an elaborate work of religious bigotry. Girard argues here (without a shred of real evidence) that the ChristiThis book, I am rather sorry to say, is an elaborate work of religious bigotry. Girard argues here (without a shred of real evidence) that the Christian 'Passion story' fundamentally changed human consciousness, human ethics, and human history. Accordingly, Girard argues that Christianity is the one true belief system--all other beliefs (Hinduism, Buddhism, Jainism, etc.) are erroneous. Even though I was raised as an Episcopalian, and continue to attend an Episcopalian church on a fairly regular basis, I find the sort of argument that Girard makes here to be fundamentally repellant and shameful.While Girard is very careful always to refer to ""Judeo-Christianity,"" he makes no secret of his belief that Christianity is an improvement on Judaism. I also find this sort of thing highly dubious, repellant, and shameful. This is in fact the sort of thing that makes me always rather suspicious of French Catholicism (such as Girard's).This is not a work of anthropology (as Girard claims it to be). It is simply a conservative Christian polemic, in which the author rages, eventually, against postmodernism, relativism, secularism, 'unbelievers,' abortion, the pursuit of pleasure, ""too much freedom,"" and all forms of non-Christianity. It is a highly defensive book that seeks to blame or scapegoat others--unbelievers, 'pagans,' intellectuals, etc.This is a book intended only for true believers. Pseudo-intellectual preaching to the choir......more",Notes are private!,1,1,1,not set,not set,"Jul 11, 2013",,Paperback,view (with text),/book/show/242319.I_See_Satan_Fall_Like_Lightning
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Oresteian Trilogy,Aeschylus,0140440674,9780140440676,0140440674,204        pp,4.01,"43,356",-458,"Dec 30, 1956",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 15, 2013",not set,"May 15, 2013",,Paperback,view,/book/show/148295.The_Oresteian_Trilogy
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Divine Comedy,"Alighieri, Dante",1849024294,9781849024297,1849024294,548        pp,4.08,"152,616",1320,"May 23, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In terms of sense, Longfellow's translation hews fairly closely to the original, word for word. But Longfellow's rather Latinate English feels closer In terms of sense, Longfellow's translation hews fairly closely to the original, word for word. But Longfellow's rather Latinate English feels closer in tone to Milton's in 'Paradise Lost' than it does to the swiftly-moving Italian of Dante. (Longfellow does not attempt to translate Dante's terza rima scheme.)...more",Notes are private!,0,0,1,not set,not set,"May 15, 2013",,Hardcover,view (with text),/book/show/11580671-the-divine-comedy
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wallace Stevens and the Demands of Modernity: Toward a Phenomenology of Value,"Altieri, Charles",0801451671,9780801451676,0801451671,300        pp,3.00,1,"Feb 01, 2013","Apr 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2013",,Hardcover,view,/book/show/16685906-wallace-stevens-and-the-demands-of-modernity
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Painterly Abstraction in Modernist American Poetry: The Contemporaneity of Modernism,"Altieri, Charles",0271014199,9780271014197,0271014199,544        pp,4.11,9,1990,"Jan 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 16, 2013",,Paperback,view,/book/show/1281308.Painterly_Abstraction_in_Modernist_American_Poetry
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Collected Poems, Vol. 1: 1909-1939","Williams, William Carlos",0811211878,9780811211871,0811211878,604        pp,4.20,"6,155",1951,"Sep 17, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2013",not set,"Apr 16, 2013",,Paperback,view,/book/show/72155.The_Collected_Poems_Vol_1
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"American Poetry: The Twentieth Century, Volume 2: E.E. Cummings to May Swenson","Hass, Robert",1883011787,9781883011789,1883011787,"1,000        pp",4.03,71,"Mar 20, 2000","Mar 20, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2013",not set,"Apr 16, 2013",,Hardcover,view,/book/show/853092.American_Poetry
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Other Traditions,"Ashbery, John",067400664X,9780674006645,067400664X,176        pp,4.15,100,"Oct 30, 2000","Dec 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fantastic collection of deceptively short essays. Ashbery provides a great deal of insight into the work the poets he selected for his CharlThis is a fantastic collection of deceptively short essays. Ashbery provides a great deal of insight into the work the poets he selected for his Charles Eliot Norton Lectures (John Clare, Thomas Lovell Beddoes, Raymond Roussel, John Wheelwright, Laura Riding, and David Schubert), the reader wants to run out and beginning reading each poet's collected pons. Indirectly, the reader cannot help but feel that Ashbery is revealing much about his own seemingly sphinx-like aesthetic orientation....more",Notes are private!,0,0,1,"Apr 16, 2013",May 2013,"Apr 16, 2013",,Paperback,view (with text),/book/show/250389.Other_Traditions
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homer,"Vivante, Paolo",0300033958,9780300033953,0300033958,218        pp,3.44,9,"Sep 10, 1985","Sep 10, 1985",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 16, 2013",,Paperback,view,/book/show/720167.Homer
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nadirs,"Müller, Herta",0803282540,9780803282544,0803282540,126        pp,3.48,"1,535",1982,"Sep 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 16, 2013",,Paperback,view,/book/show/2050214.Nadirs
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mansfield Park,"Austen, Jane",,,B000RAD1LS,378        pp,3.86,"349,615",May 1814,1975,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think this may be my favorite Austen novel. The cast of characters is brilliant; Austen's psychological acumen is very much in evidence; and Fanny PI think this may be my favorite Austen novel. The cast of characters is brilliant; Austen's psychological acumen is very much in evidence; and Fanny Price is quite simply a great, fully-dimensional heroine.The wood engravings in this edition are elegant and appropriate.If you scroll down this page, you can see one of Hassall's illustrations, showing Fanny in Portsmouth:http://janeaustensworld.wordpress.com......more",Notes are private!,0,0,1,not set,not set,"Apr 14, 2013",,Hardcover,view (with text),/book/show/3124443-mansfield-park
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harvard Square,"Aciman, André*",039308860X,9780393088601,039308860X,292        pp,3.50,"2,367","Apr 08, 2013","Apr 08, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A funny and touching ironique-Stendhalien fairy tale of a sentimental education, set at Harvard in the late 1970s. A sort of Prince Hal-and-Falstaff sA funny and touching ironique-Stendhalien fairy tale of a sentimental education, set at Harvard in the late 1970s. A sort of Prince Hal-and-Falstaff story, peppered with amusing literary, academic, and cultural references. ...more",Notes are private!,0,0,1,not set,not set,"Apr 05, 2013",,Hardcover,view (with text),/book/show/16136813-harvard-square
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elephant Vanishes,"Murakami, Haruki",,,,327        pp,3.84,"52,260",Mar 1993,"Jun 28, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2013",,Paperback,view,/book/show/9555.The_Elephant_Vanishes
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Helping the Dreamer,"Waldman, Anne",0918273501,9780918273505,0918273501,240        pp,4.15,59,1989,"Sep 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2013",,Paperback,view,/book/show/474093.Helping_the_Dreamer
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Noise That Stays Noise: Essays,"Swensen, Cole",0472051555,9780472051557,0472051555,168        pp,3.86,7,"Sep 20, 2011","Sep 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2013",,Paperback,view,/book/show/13019403-noise-that-stays-noise
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gravesend (New California Poetry)        (New California Poetry) (Volume 36),"Swensen, Cole",0520273176,9780520273177,0520273176,96        pp,4.19,107,"Mar 17, 2012","Jul 09, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2013",,Paperback,view,/book/show/13724130-gravesend-new-california-poetry
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goest,"Swensen, Cole",1882295439,9781882295432,1882295439,80        pp,4.01,170,"Apr 01, 2004","Apr 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2013",,Paperback,view,/book/show/562884.Goest
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Till I End My Song: A Gathering of Last Poems,"Bloom, Harold",0061923052,9780061923050,0061923052,416        pp,3.86,163,"Sep 27, 2010","Oct 12, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 22, 2013",not set,"Mar 22, 2013",,Hardcover,view,/book/show/7993435-till-i-end-my-song
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,per se,"Inman, P.",1936194090,9781936194094,1936194090,88        pp,3.83,12,"Oct 15, 2012","Oct 15, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the most enjoyable collections I have read recently: lyrical, intelligent, playful, and serious. The central poems in this collection refer to One of the most enjoyable collections I have read recently: lyrical, intelligent, playful, and serious. The central poems in this collection refer to three influential modern composers: Luigi Nono, Morton Feldman, and Helmut Lachemann. Fittingly (or perhaps inevitably), a distinct musicality pervades these poems. Here, for example, is the fourth of the ""Six Feldman Accounts"" (which Inman explains in an endnote were written with a procedure tied conceptually to Feldman's shimmering late work, ""Coptic Light""): 4. bleach  ink epith neap raisin tint tape church strike eschaton book voft catastrophe money speakie metastructureTwo of my favorite poems in this collection are ""Bec du hoc"" and ""Amagansett again."" ""Amagansett again"" is called ""again"" because it is a reprise (with revisions) of Inman's earlier ""Amagansett."" Both ""Amagansett"" and ""Amagansett again"" are dedicated to the memory of Leslie Scalapino.To read one version of Inman's ""Amagansett,"" click here: http://actionyes.org/issue9/darragh_i......more",Notes are private!,0,0,1,"Mar 22, 2013","May 29, 2013","Mar 22, 2013",,Paperback,view (with text),/book/show/15831354-per-se
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beethoven's Letters,"Beethoven, Ludwig van",0486227693,9780486227696,0486227693,448        pp,4.14,204,"Jun 01, 1972","Jun 01, 1972",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At times, reading Beethoven's letters, one cannot help but think that never was a greater artist treated so shabbily by God and man...On the other hanAt times, reading Beethoven's letters, one cannot help but think that never was a greater artist treated so shabbily by God and man...On the other hand, few artists were given as great a gift (by God, by Nature, or by what you will)...Still, it's painful to listen to Beethoven demanding--almost begging--of some of his wealthy patrons that they finally pay what they owe him... How cheap some of these aristocrats and nobles were!Many of these letters--particularly those to Anton Schindler--show Beethoven's paradoxically irascible sense of humor.And then there is the Heiligenstadt Testament of late 1802--perhaps this is the greatest letter never sent in the whole history of correspondence. It is a deeply moving document (and if you don't find it so, then you simply have become too jaded or cynical for your own good)....more",Notes are private!,0,3,1,not set,"Mar 20, 2013","Mar 21, 2013",,Paperback,view (with text),/book/show/203769.Beethoven_s_Letters
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane Eyre,"Brontë, Charlotte",,,,421        pp,4.15,"2,094,546","Oct 16, 1847",1991,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There can be few trios in English literature more fascinating than Mr. Rochester, St. John Rivers, and, of course, Jane Eyre herself.Re-reading this aThere can be few trios in English literature more fascinating than Mr. Rochester, St. John Rivers, and, of course, Jane Eyre herself.Re-reading this after many years, I was struck by the subtle humor throughout, which I did not recall from (perhaps did not even perceive in) my earlier reading. The treatment of religion also interested me more. St. John resembles a sternly passionate, self-conflicted pastor in an Ingmar Bergman film ('Winter Light'?); and of course there is Brocklehurst, the cruel, evangelical hypocrite. And yet I had forgot utterly that the novel ends, rather suprisingly, with the closing of a pious prayer, not uttered by Jane herself (that would be truly surprising) but in a letter from St. John:‘Amen; even so come, Lord Jesus!’(It is somewhat curious that 'Jane Eyre' begins famously with an exterior blockage--‘There was no possibility of taking a walk that day’--and ends with an interior invocation, and a desire to be removed at last from this world of suffering and 'vile bodies,' as St. John would see it.)At all events, the character of Jane herself is so impressive and attractive--so smart, so witty, so strong, so human--that whatever reservations one may have about the patent absurdities of the narrative are jettisoned; all disbelief is suspended willingly, and one is happy to follow Jane anywhere.There is so much brilliant writing in this book, and there are so many tightly-wrought dialogues--the repartee between Jane and Rochester seems to contain the seeds not only of Henry James's psychological nuances but also the pleasurable tension of a Preston Sturges script.One could draw many quotations from 'Jane Eyre,' but one passage that stood out for me, in this re-reading, is surely the voice of Charlotte Bronte herself, contemplating the state of literature and poetry in her own post-Romantic, post-idealist time. Poetry's situation looks bleak, facing the twin juggernauts of capitalism and materialism, but one cannot give up hope...'I know poetry is not dead, nor genius lost; nor has Mammon gained power over either, to bind or slay: they will both assert their existence, their presence, their liberty and strength again one day. Powerful angels, safe in heaven! they smile when sordid souls triumph, and feeble ones weep over their destruction. Poetry destroyed? Genius Banished? No! Mediocrity, no: do not let envy prompt you to the thought. No; they not only live, but reign and redeem: and without their divine influence spread everywhere, you would be in hell—the hell of your own meanness.'The illustrations by Simon Brett in this edition are, I think, just right. Here is a link to the first one in the book, with Jane reading in her lonely window-seat:http://janeeyreillustrated.com/Brett_......more",Notes are private!,0,0,1,not set,not set,"Mar 20, 2013",,Hardcover,view (with text),/book/show/17664683-jane-eyre
