,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Zinta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Siesta Lane: One Cabin, No Running Water, and  a Year Living Green","Minato, Amy",,,B003X4KRWG,252        pp,3.47,86,"Jan 05, 2009",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review pending.,Notes are private!,0,0,1,"Oct 10, 2011",not set,"Oct 10, 2011",,Kindle Edition,view (with text),/book/show/8801936-siesta-lane
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Until I Smile at You,"Lombardi, Roseann*",1935097164,9781935097167,1935097164,348        pp,3.33,9,"Jan 01, 2010","Apr 15, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With a title taken from Frank Sinatra’s song, “Until I Smile at You,” the daughter of Anna Lauro and Tony Lombardi, Roseann Lombardi, has written the With a title taken from Frank Sinatra’s song, “Until I Smile at You,” the daughter of Anna Lauro and Tony Lombardi, Roseann Lombardi, has written the story of her parents, set in Long Island, New York, in the 1940s. It unfolds as the young couple, Anna and Tony, are on their way to Mayo Clinic in Minnesota to gain answers to Anna’s ever-increasing health problems.Anna and Tony meet just prior to World War II. Both are Italian-Americans, although Anna’s family is presented as distant at best, cruel and uncaring at worst. Tony’s family is presented as quite the opposite—warm, gregarious, loving. This is the family that raised the author.It begins as a passionate love story. When Tony spots Anna on the beach, he is struck by one of those fairy tale moments of “love at first sight.” Anna works as a model at Lord & Taylor, a dark beauty, and it doesn’t take long for Tony to win her over with his flirtatious, funny, charming manner. He can hardly think of anything else but his beautiful Anna, and as he is drafted into the war, Anna is heartbroken to lose her new love to the military. When he comes back home on leave a short while later, the two decide to elope.Granted, these are the 1940s. Women were treated much different back then, or at least, the chauvinism was much more blatant than it is in today’s more subtle objectification. Not knowing any different, most women acquiesced to being treated as secondary citizens, if that, and more commonly as their husbands’ property, under his rule. As Anna Lauro’s health begins to show ominous symptoms that eventually lead to a diagnosis of multiple sclerosis (MS), her health, her body, her future, her life is increasingly taken up by others and out of her own hands.It is infuriating to read the exchange between the doctor at Mayo Clinic and Tony. It is the husband who is called in and told the diagnosis, not the patient herself. No one bothers to discuss her condition with her. It is the husband who makes the determination that she not be told for as long as he can pull off this cruel ruse. From this moment onward, it seems that Anna increasingly loses control over herself, her own health and her own future. What control she does have is stolen away by MS.Bringing her back to the family, eagerly awaiting the diagnosis, Tony whitewashes everything.“All the tests were inconclusive and it’ll be just a matter of time before she’s feeling like her old self again. Isn’t that right, Hon?” Tony smiled at her. (Page 196)And Anna smiled back, even as her body was falling apart, her mind gradually unraveling. There’s an uncomfortable edge of abuse here, with the codependent woman (as most all women were in that time period) being submissive, never losing her smile or her positive attitude, never allowing her man to look bad, painfully faithful to the end.“In a whisper, Rose [Tony’s mother] asked, ‘Does Anna know?’“’No!’ he angrily answered. ‘And that’s the way it stays!’“’But … but, Tony,’ she hesitated. ‘Is that fair to her?’“’Probably not, maybe not, but that’s the way it’s going to be for now.’” (Page 199)At last, unable to avoid the knowledge of her worsening condition, Anna does demand answers, declaring that it is better to know so that she can understand what is happening to her. While rationalizing that he is protecting her, Tony is, in reality, only protecting himself and avoiding his own discomfort.The author presents this story of the young couple, her parents, with glowing fairy tale perfection. Right down to the blissful, simultaneously satisfying consummation of the wedding night, these two can do no wrong.For perhaps the first two-thirds of the story, the sweetness of the story can be overly saccharin. The good guys are so very good; the bad guys are so very bad, and love is pure and true. The story between the lines, however, is that the romantic charmer can have a shadowy underside. Doing everything for the lady can later translate into an overly controlling husband. The man, who so dearly loves his wife for her physical beauty, may not love her enough when she falls ill. And the danger in writing a memoir so black and white, so pretty, is that the author fails to earn the reader’s trust.What keeps the reader going through all that sugar is the storyline of the medical diagnosis, wanting to know what happens to Anna as she physically deteriorates and how she will (or won’t) come through.At long last, in its final pages, the story takes on more range, more color, more moments of truth. As her body fails her and Anna ends up in a wheelchair, Tony begins to step out on his wife. He spends more and more hours at a bar, where he meets another woman and again falls irresistibly in love. He makes excuses for keeping long hours, rarely comes home when he promises, and increasingly forgets not only his wife, but also their daughter, Roseann.Being the caregiver of an invalid partner is no doubt grueling and takes an immense toll on a person. Anna appears to forgive, even play dumb, as Tony divorces her to marry his mistress. Her care is initially taken over by other family members, but they, too, find it too much for them, and she is institutionalized. The betrayal isn’t Tony’s alone. Almost no one from the family visits Anna at the institution, where abuse escalates (the epilogue of the book explains that this institution is cited for its conditions and eventually closed).The book draws to a climactic close as Tony visits Anna again, and the two families come head to head. If there’s a message in this story, it is to consider carefully our commitments—illness can happen to any of us, and no one deserves what happens to Anna Lauro. As cruel as some of the human behavior is in this story, the cruelest of all is the disease.This has the potential to be a powerful and important story with several important life lessons, but the author, no doubt through her understandable desire to create in it a lasting and loving tribute to her mother, has not been able to gain the distance from the story needed to give it full rein of the complexities in human character. One wishes a more objective editor might have helped her achieve more distance. ...more",Notes are private!,0,0,1,"Oct 06, 2011",not set,"Oct 06, 2011",,Paperback,view (with text),/book/show/8348821-until-i-smile-at-you
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sum of My Parts,"Sanford, James*",,,B0054R6T6I,61        pp,3.71,116,"Jun 06, 2011","Jun 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review pending.,Notes are private!,0,0,1,not set,not set,"Oct 06, 2011",,Kindle Edition,view (with text),/book/show/11864536-the-sum-of-my-parts
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bear Down, Bear North: Alaska Stories","Moustakis, Melinda*",0820338931,9780820338934,0820338931,158        pp,3.99,316,2011,"Jan 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s been many years, too many, since I set foot in Alaska, but opening the pages of Melinda Moustakis’ debut collection of character-linked Alaskan sIt’s been many years, too many, since I set foot in Alaska, but opening the pages of Melinda Moustakis’ debut collection of character-linked Alaskan stories brought me back instantly into that stunningly wild and beautiful landscape. Bear Down, Bear North is a series of vignettes about life in Alaska, some as short as a few sentences, written in resonant and poetic language. Poetic, yet not flowery. This is the poetry of northern wilderness, sparse, even cruel in its precision, yet breathtaking.Consider the opening lines of the vignette titled “Trigger”:“You were conceived on a hunting stand, they say.“Which means: We had no other place.“The homestead is full of my mother’s siblings. On the stove, a pot of potato chow big enough to feed twenty. See my mother, back roughed against the wooden platform in the trees. See my father, finger on the trigger—in case.“You have to gut a moose right away, they say, or the meat rots in its skin.“Which means: We couldn’t keep our hands off each other.”And so, before you’ve even properly stepped over the threshold to enter this world Moustakis has word-painted, you are already catching your breath, spanning the horizon, perhaps looking for an exit in case of sudden danger, but more likely, a shadowy corner so you can stay as long as possible, surveying the scene of these hardened and colorful characters. Your eye lands on one wonder after another, and from these, you draw your story.Moustakis writes in second person. She addresses you, wrapping you inside her main character so that lines blur, so that the effect of the surroundings is that much more immediate. Not many can pull that off. Second person is a literary least favorite stance, left for the highly skilled, and Moustakis is that.With each vignette, both place and person is brought to harsh life. You begin as a little girl, but already schooled in survival. We’re not talking pigtails. This is a family, three generations, of Alaskan homesteaders, of fishermen and fisherwomen, trappers and hunters. Your mother smokes a Big-Z cigar to keep the mosquitoes away while fishing. Your brother shoots himself in the chest after too many swigs on the vodka bottle. Your daughter has perfect aim. Even the fish in these vignettes speak to you, so alive, so red, so struggling against the elements.“The days are long and thin. The salmon keep to the shallows near rotting trees. With reaching fingers, the Kenai tugs at their tails, drawing them to the channel. The salmon wrestle the water, tap their last beats of blood and when the river wins, they drift and fodder downstream. Their bodies are carried, broken, and fed to the currents.”Which, above, is an entire vignette, titled “Run.” The beauty of these short pieces is beyond argument; the danger, which may indeed add to the beauty, is that Moustakis has dared to write by using words and lines and language in almost equal leverage to the space between. The space between leaves room for the reader to consider the story, and there are times that this technique can leave one feeling a bit stranded, disconnected, carried away by the current. At times, I lost my thread, wondering even if I was reading about animal or human—who was this? In what role? Yet that same current would pull me irresistibly forward, and I very nearly didn’t care if I knew or not. Just wanted more.It is such literary artistry that will put Moustakis quickly on the literary map, outline her name in stars, bullet it as a name to be watched closely. It may also keep her from bestselling tables for the mainstream reader who seeks a more traditional storyline. I would hope that particular seduction will fall flat for the author. She is a trailblazer, a unique voice, a literary leader. I suspect she writes as she writes because all else, anything less daring, would be impossible to her.For those who hold fine literature in high esteem, Melinda Moustakis is indeed a name to watch. She’s not just going places. She is already there.Bear Down, Bear North won the Flannery O’Connor Award for Short Fiction. Moustakis was also recently named in the “5 Under 35” authors of 2011 by the National Book Foundation. She is a visiting assistant professor at Pacific Lutheran University in Tacoma, Washington. ...more",Notes are private!,0,1,1,"Sep 29, 2011",not set,"Sep 29, 2011",,Hardcover,view (with text),/book/show/11464310-bear-down-bear-north
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grief Suite,"Lurie, Bobbi*",1934999954,9781934999950,1934999954,80        pp,4.75,4,"May 28, 2010","Apr 16, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am one of those people who starts to hiss when I get too much positive attitude pushed at me. You know the kind: it’s storming outside, and they areI am one of those people who starts to hiss when I get too much positive attitude pushed at me. You know the kind: it’s storming outside, and they are dancing in the rain. You just lost your job, and they tell you a better one is waiting. Your spouse left you for another, and they tell you he didn’t deserve you anyway. Your foot got amputated, and they cheer that you won’t have to worry about all those socks that get eaten by the dryer.Take your last sock and use it to slap those ever chipper and shiny faces silly.The human being is blessed with a wide range of emotion in all shades of dark and light, and most recent studies have actually started to show—hurrah—that denying any of them does us no good. Indeed, overly positive people can start to suffer from repressed emotion and bouts of guilt when they aren’t feeling chipper and shiny. After all, happiness is a choice, right?To feel emotions, all your emotions, is a healthier and richer choice. Grief may be our least favorite, but deny it, and it will, those studies say, keep you secretly depressed a heck of a lot longer than if you give full wail to the moon when your heart is aching.So, we have here a collection of poems called Grief Suite by Bobbi Lurie. Brave and poetic soul. Lurie dives into grief in these poems, every last one, and she dives deep. She holds her breath and stays under as long as she can. I confess, by the end of this collection, I was ready to exhale. These poems hurt. They weep, they wail, they simmer in sadness, and they are heavy with a gray grief. But how grand that we have a poet who has the courage to speak in such a dark and poetic language about the exquisite suffering of the abused, the lonely, the left behind, the aging and the dying.When they finally dragged me in, pinned with starsand a promiscuous lovefor the mentholated bushes,I was willing to admit anything:that my life was persistently frightening,that my stone heart feasted on solitary mealsfed through a slot in the door, That I am my own suffering.(from “Soft Fibers Adorn the Diminishing Landscape”)Lurie’s poems of grief touch on several different variations of the theme. The opening poem, “Traveling North,” appears to address the suffering of a woman in an abusive relationship. Her suffering continues even when the relationship is done, the man is dead, yet still she goes through her life wounded, flinching, expecting the blow. Just as she never knew then when to expect the next strike, or would it this time be a caress, so now she wanders a strip mall, unable to open herself to joy, changed forever, this sheep-like suffering a part of her always.In “Codependent Nation,” Lurie uses a lowercase “i” to write in first person, so small is the woman in her self esteem who is “held back in my freedom” and then “i was freed to be/a spoke in the wheel but where/was the wheel twirling me.” The couple sees a therapist as their marriage disintegrates, but the therapist appears to be just another abusive husband, in some sense becoming codependent with hers, bringing the couple all the wrong solutions while the therapist’s “miserable wife” is a ghost in the background.In “Your ‘I’ So Much Like Mine,” Lurie asks “how much forgiveness is sufficient? When you reveal what you/need from the person who hurt you … “ and expressed a fear of being erased.Many of Lurie’s poems, in fact, refer to these common metaphors, fears, of being erased, of feeling invisible, of suffering amputation. These are threads that bind the poems.The title poem, “Grief Suite,” is a lengthy prose poem that deals with a daughter’s suffering while watching her mother die, finally at her mother’s funeral. It is written in third person, as if to bring in the sense of distance. The daughter is haunted even as an adult woman by the neglect suffered from her mother: “Everything, even the weather, conspires to speak for the mother.” She is reminded everywhere and by everything of the void left inside her, when she lacked her mother’s attention, reassurance, nurturing.With poignant lines, Lurie captures that stifling moment when health care providers assure us all is well, even as we lay dying. We watch the scene of detached reality, everyone denying what is really happening, the unspoken grief thick between the lines. “The male nurse says your mother will not die./ She is fine. The mother’s white skin, white hair like silk, her/luminous body sick and shaking, arms tied down in restraints,/ her heart beats green on the black screen above her head,/blood pressure in red, oxygen in blue. They say she is doing/well.”Finally, at the mother’s funeral, the son speaks a eulogy, those words of praise few seem to mean: “The son’s words, sanded to a fine finish, float above the mother.”“Once My Heart Was Wide and Loved the World” describes that positive attitude that shrinks the struggling insides of a cancer patient, now wondering in guilt if grief and pain did not bring about the cancer. This is a poem that surely most such patients will find honest to the degree of shimmering truth: “I lay my life out like a beautiful fabric.”And so are Lurie’s poems of grief, of suffering, of depression laid out like a beautiful fabric. There is a place for such beauty. Grief must be acknowledged in order to pass through it toward the light again. If this is at times a difficult collection of poetry to read, take it in smaller doses, but take it. It’s through this kind of fire that strength is born, and in chewing this kind of grit that pearls are created.Bobbi Lurie is the author of three books of poetry. ...more",Notes are private!,0,1,1,"Sep 22, 2011",not set,"Sep 22, 2011",,Paperback,view (with text),/book/show/8032029-grief-suite
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Free World,"Bezmozgis, David*",0374281408,9780374281403,0374281408,368        pp,3.38,"1,759",2011,"Mar 29, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 22, 2011",not set,"Sep 22, 2011",,Hardcover,view,/book/show/8801805-the-free-world
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Natasha and Other Stories,"Bezmozgis, David*",0312423934,9780312423933,0312423934,160        pp,3.78,"1,895",2004,"May 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 22, 2011",,Paperback,view,/book/show/97403.Natasha_and_Other_Stories
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Force of Blood        (Woods Cop, #8)","Heywood, Joseph",0762772840,9780762772841,0762772840,366        pp,4.03,438,"Sep 01, 2011","Sep 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Couple days prior to writing this , I had the pleasure of meeting and interviewing on air the author, Joe Heywood, at Kalamazoo, Michigan’s WMUKCouple days prior to writing this , I had the pleasure of meeting and interviewing on air the author, Joe Heywood, at Kalamazoo, Michigan’s WMUK radio station, the local NPR affiliate. Am I now too star-struck to write an unbiased ? Nah. I’m convinced the author is fully as tough (and as entertaining, and with the same spicy sense of humor) as his main character, DNR detective Grady Service, the woods cop of Heywood’s now eight-book mystery series. He can take it. My bias is of a different kind. I was born with a compass embedded inside me, I’m sure of it by now. It always points north and that’s increasingly the only direction I seem to comfortably travel. Heywood’s series is set in Michigan’s Upper Peninsula, and the woods cops in the books solve their mysteries in the thick woods and breathtakingly beautiful wilderness of the U.P. That’s why I picked up the first in the series, Ice Hunter (2001), in the first place. I don’t read mysteries. I do read all things U.P. That bias could have worked against Heywood, actually. I expect the author of stories set in my beloved U.P. to do them right. Describe those surroundings accurately, capture the life sense of the “Yooper” truthfully, bring vividly alive that unique northern territory I have known since childhood. He did. And in the newest of the series, Force of Blood, he has—again. The story opens in the Mackinac area, that point between Michigan’s lower and upper peninsulas, in 2007. It’s a time when the economy is running thin, and funding for state jobs such as those of the Department of Natural Resources (DNR) is no exception. As jobs are cut, those dedicated to their work sometimes find themselves working without pay—and so Grady Service takes on a favor for a friend, checking out the unethical handling of Native American artifacts on the shores of Lake Superior. From there, the story takes off at top speed. As he does throughout the series, Heywood keeps the reader turning pages (or clicking forward furiously on their Kindles) as fast as possible, no turning back. It’s the kind of book you read standing in line, waiting in the waiting room (irritated when it’s finally your turn), on your lunch break, propped against your plate. Grady Service is a sharp, by now slightly aging, cop who loves walking his woodsy beat, no matter how high he rises in the ranks. He’s tough but fair, a man of integrity. His ongoing relationship with his arch enemy, Limpy Allerdyce, Yooper savvy criminal and delightfully colorful character, is a treat. Once again, Limpy helps him solve the mystery, along with a long list of other memorable characters. As usual, their names are hilarious (Heywood told me he gets many of these gems out of U.P. telephone books): Jane Rain, Belphoebe Cheke, Tuesday Friday, Lacey Lucey, Delmure Arcton Toliver, Flin Yardley, Odetta Trevillyan, Karylanne Pengelly, Ladania Wingel, Luticious Treebone, Persia Hunger, Crispin Franti, Marldeane Youvonne Brannigan, Godfroi Delongshamp, Summer Rose Genova, Honeypat, Zhenya Leukonovich, Ozzien Shotwiff, a cat called Cat, and on it goes. Yet for all the laughs—oddball names, witty Grady Service lines, hilarious scenarios (a woods cop partner who paints her own WHAT?)—the topics can also get serious. The title, Force of Blood, alludes to the call in our blood to be who we really are. Call it genetics, call it cultural upbringing, call it being in touch with our innermost selves, but no matter what you do to a person to bury their personal reality, it will still win out in the end. In this case, the force of blood refers to Native Americans, who have historically been repressed and mistreated by the white man, sometimes forced to abandon their own language and traditions, yet will always bounce back in accordance to their truth. This particular story is about how to protect and handle the artifacts of an ancient culture. Also of note in the storyline is how the DNR handles a 20,000-acre-wide sudden forest fire. It’s fascinating to read how such an emergency is handled, how quickly fire spreads, how people respond each in their own way. My only gripe about the entire series is the usual love interest Service entertains. There’s always one—or several. This is where the well-researched reality of the woods cop adventures takes a detour, as these women tend to be, well, what one unfortunately expects from too many mystery/detective series—the stereotypical hot female with only one thing on her mind. Indeed, it almost seems that Grady Service has only one conversation with any of his women, even though they are said to be educated and smart and could surely enjoy relationships of broader scope. Each one seems identical to the others. At least Service’s relationship with his granddaughter has greater range. Watch for other fun moments in this book, such as a surprise appearance of the author himself crossing paths with Grady Service. Drool-worthy pages appear again when Service enters the kitchen. He’s quite the cook. But it’s Service’s honing in on his target that will keep us coming back for more, and more, and more. If there are hints in this book that the woods cop is thinking about retirement, we hope it’s not too soon. Not for at least several more books … Joseph Heywood is a resident of Portage, Michigan, but regularly spends many months of the year in Michigan’s Upper Peninsula, riding along with woods cops as research for his books. He also writes poetry and nonfiction, and paints. ...more",Notes are private!,0,1,1,not set,not set,"Sep 18, 2011",,Hardcover,view (with text),/book/show/11884293-force-of-blood
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder in the Keweenaw,"Sachs, Harley L.",1939381118,9781939381118,B003Z4K530,163        pp,3.17,6,"Aug 13, 2006",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This Kindle reading is still pretty new to me, but when I browsed for e-books recently, I was intrigued to find one that took place in my favorite norThis Kindle reading is still pretty new to me, but when I browsed for e-books recently, I was intrigued to find one that took place in my favorite northern haunt and one-time residence—the Keweenaw Peninsula, in Michigan’s Upper Peninsula. For a few bucks, it was mine.The story of Murder in Keweenaw opens with a view into the life of a semi-retired CIA agent, written as a first person narrative, having a midlife crisis and retreating to a camp in the Keweenaw to regain his bearings. Eino, or E. J. Carlson, fits the Keweenaw demographic well. He comes of a Finnish heritage, although was born locally, in the small town of Lake Linden, on the Keweenaw Bay. E. J. is recently divorced; his ex-wife Sonja has returned to her native Finland and taken their son, Jan Erik, with her. E. J. is brooding over the loss of his family and now lives in this small camp (what U.P. residents, or Yoopers, call cabins and cottages) in Jacobsville, spending quiet days coping with nightmares, the aftermath of PTSD (post traumatic stress disorder) as a result of his work as an agent, and fishing. His boat is a 22-foot sloop named SISU, Finnish for courage and an expression of Finnish pride. While on one of his fishing trips, E. J. snags not a big fish—but a corpse. He fishes out of Lake Superior what turns out to be the dead body of a girl with a bullet hole in her back. He calls in the Coast Guard for help, reports to the local police, but can’t resist the pull of his own curiosity and tries to find out the girl’s identity and the reason for her death. What follows is some fun background description of the area. At least for me, as a former resident and now frequent traveler in the area, I recognized most all the places and establishments named, including Lindell’s ice cream parlor in Lake Linden, where I once was hired for my first waitressing job and, happily, was fired two days later because I couldn’t stomach the boss’s directive to just dunk the dishes in a greasy sinkful of water rather than actually wash them. I just couldn’t seem to do it. But I transgress …One thing leads to another, one clue to the next, and E. J. notes what he calls a “McMansion” that has been built near the Keweenaw Bay as an oddity. Yoopers don’t build mansions. One of the draws of the area is its return to a simpler life, a respect for wilderness. The McMansion exudes wealth, and in the U.P., wealth sticks out like a sore thumb. On closer inspection, and in line with a meeting on the water with the sexy inhabitant of a yacht, Roxy, E. J. discovers a porn business flourishing inside. Pretending to be a local offering his help, which in fact he is, E. J. ends up with an invitation to a party, where he observes porn videos being shot, and two Moldavian girls looking lost and afraid—they turn out to be a part of the sex slave trade now so epidemic in the United States. “If these two women were illegal imports for the sex trade, no wonder they were nervous … I know now that the international sex trade traffics in thousands of women, twenty thousand to the United States alone, and even more to countries like Turkey and Saudi Arabia. Girls looking for work respond to newspaper ads for waitresses and housekeepers, jobs in foreign countries that turn out to be brothels. The destitute are exploited in this gruesome slavery and in countries like Indonesia desperate families even sell their children to brothels that cater to pedophiles.”E. J. pretends interest in the goings-on of the mansion on the bay in order to solve the mystery of the dead girl. When the rich men who run the operation offer him a free taste of more than just what’s on the barbeque grill, asking him if he is familiar with Hugh Hefner parties, he responds:“'I saw it once on television,’ I said. I didn’t add that it was a lot of old men in their sixties and seventies surrounded by pneumatic groupies young enough to be their daughters or even granddaughters. The television broadcast was ostensibly a biography of Hugh Hefner, but the absence of women his own age made the scene ludicrous. It was the fantasy of adolescents who never grow up and think they are god’s gift to women. Did the men think they were attractive to those girls? The girls were all playmates or wannabes who would do anything to be the next magazine centerfold. Did they have any talent, I wondered? Or were they simply exposing themselves for profit? … the girls with their t*ts on page three had eyes reminding me of sheep. Dumb.”And then, E. J., while solving the mystery, accepts the favors of Roxy with her implants. Perhaps more than one sheep in this pasture.So the author and his character delve into the dark recesses of a dark industry—of girls and women coerced into work that can kill their spirit, their self-esteem, and perhaps even take their lives. The topic is timely and deserving of coverage. The book is reasonably well written and reads quickly, if with the occasional annoyance of the name “Erik” being inserted into “AmErika” and wherever else it might fit. It was each and every time a jarring distraction from the storyline. The author, Harley Sachs, is a former resident of Houghton, at the base of the Keweenaw. He is the author of many books, most of which are mysteries, and most if not all of which appear to be self-published. He is also the creator of a board game named Police State. ...more",Notes are private!,0,0,1,"Sep 13, 2011",not set,"Sep 13, 2011",,Kindle Edition,view (with text),/book/show/12945958-murder-in-the-keweenaw
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Base Ten,"Lesert, Maryann*",1558615814,9781558615816,1558615814,304        pp,3.50,46,"Feb 01, 2009","Feb 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"According to publishing industry research, women make up the majority of readers. I’m not going to argue the popularity of romance for female readers,According to publishing industry research, women make up the majority of readers. I’m not going to argue the popularity of romance for female readers, as I have worked in libraries before and seen the bags of romance novels some women carry out of the library with weekly return trips for more. But there are a great many of us who, like me, wince and roll our eyes at the mere sight of that genre. We want something else, something more, something beyond, something deeper, something richer, and yes, something far more honest and real. When author and playwright Maryann Lesert wrote her debut novel and sought a publisher, she was surprised and dismayed at the response. Publishers were not turning her away for lack of literary quality of her manuscript. Indeed, she received praise for her writing ability. They were turning her work away because, they claimed, women don’t want to read such stuff. After all, Lesert’s main character, Jillian Greer, is an astrophysicist. If there is a romance in this story—and there is—it is not the bodice-ripping lust of Harlequin, but rather the hunger for a relationship that allows both partners to achieve their dreams. This includes love, sure, and children, yes, but also achievement in one’s intellectual pursuits. For Jillian, that means hard science.Jillian has been married for ten years to Jack. They have two bright and endearing children. Jack has a great career, and Jillian works, too, if at a held-back level that many women find themselves choosing in order to have time and energy left over to raise a family as well. Jack is not painted as a glaring chauvinist or some kind of bad guy. That’s too easy, and Lesert’s writing is far more subtle and nuanced than that. This is a man who is obviously attracted to his wife for all the right reasons of true intimacy, inside and out, the whole person. He is supportive, or at least, he tries to be. Yet Jillian finds that we live in a society that encourages one gender over the other in a myriad of ways that still end up, at the end of the day, requiring the sacrifice of self—and usually it is the woman making that sacrifice. One of my favorite scenes in the book shows Jillian moving through her house at the beginning of the day, husband and children scooted off to work and school, and seeing for the umpteenth time open drawers with clothes spilling out in the bedrooms. If asked, husband and children will bring about order in their rooms. If asked, all will do their part. But here’s what gets Jillian’s goat: it is always, but always, on her shoulders to do the asking. Bottom line, it remains her responsibility to manage the household. And that makes her feel crazy. Silent, suppressed-scream crazy. Exactly the way that so, so many women have felt in so, so many households across the world for eons. After ten years of marriage, at age 40, realizing that she is fast approaching the cut-off age to take part in a space program that has been her dream since completing her degree in astrophysics at Michigan Tech University in the Upper Peninsula of Michigan, Jillian takes ten days to go off into the wild and contemplate in solitude her predicament. She camps in Sleeping Bear Dunes in Michigan, pondering the stars in the sky that she loves so much, and how to bring balance into her life. She loves her family very much, and she struggles with guilt at leaving them even for this short period of time—but she feels like she is dying a slow death inside. Gazing at the starry sky, Jillian notes:“In the beginning, the fracturing of light looks like life: bold, brilliant, unhampered. In the end, colors smolder with sadness, retreat. But in truth, the progression from bold to brilliant to pale is more about fracturing and reuniting. Colors separated yearn for wholeness. Colors of light, gases in the atmosphere, shards of yourself, yearn for wholeness.” (Page 37)Base Ten is a story about an intelligent and accomplished woman scientist struggling with her unresolved dreams, her human longing for love, companionship and family, alongside her equally human longing to fulfill the hunger of a bright mind to expand its reach and fulfill its potential. It is a complex and wonderfully honest story about a struggle women face in finding life balance every day. Is it really possible to have it all? Or does trying to have it all merely make us into exhausted jugglers, desperately trying not to drop something of great importance. I’m grateful to the Feminist Press of CUNY for recognizing that there is indeed a market for a book about women and science, and that very many women readers can relate to the struggles of Jillian Greer, as written so honestly and beautifully byMaryann Lesert. Although Jillian’s choice of career is astrophysics, Lesert manages to make her research understandable to any reader, showing a woman’s unique approach to scientific thinking and discovery, and interspersing short chapters of very nearly poetic scientific explanation of astronomy. We need more books like this—for women and for men. Lesert earned a BA in Art and English from Western Michigan University and an MFA in Writing from Spalding University. She has worked as a graphic designer; medical writer, editor, and video producer; educational technology coordinator; and creator of a playwriting program funded by the Michigan Council for the Arts. Currently, Lesert teaches writing at Grand Rapids Community College. ...more",Notes are private!,0,0,1,"Aug 31, 2011",not set,"Aug 31, 2011",,Paperback,view (with text),/book/show/6392206-base-ten
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Backwater Graybeard twilight: Being nonbeing becoming,"Splake, T. Kilgore",0971894809,9780971894808,0971894809,152        pp,0.00,0,unknown,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review pending.,Notes are private!,0,0,1,"Aug 30, 2011","Sep 13, 2011","Aug 30, 2011",,Unknown Binding,view (with text),/book/show/1903552.Backwater_Graybeard_twilight
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Diary Notebook,"Splake, T. Kilgore",,9781607438199,,95        pp,0.00,0,2009,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Preparing for author interview in fall/winter issue of The Smoking Poet. Review pending.,Notes are private!,0,0,1,"Aug 30, 2011",not set,"Aug 30, 2011",,Paperback,view (with text),/book/show/12478830-the-winter-diary-notebook
