,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paul's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remember Us,"Woodson, Jacqueline*",0399545468,9780399545467,0399545468,192        pp,4.29,"1,802","Oct 10, 2023","Oct 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a wonderful story about Sage, an African-American girl growing up in the Bushwick section of Brooklyn during the daunting time of the 1970s.This is a wonderful story about Sage, an African-American girl growing up in the Bushwick section of Brooklyn during the daunting time of the 1970s....more",Notes are private!,0,0,1,"Dec 12, 2023","Dec 12, 2023","Dec 12, 2023",,Hardcover,view (with text),/book/show/102188892-remember-us
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wilderness Way,"Madden, Anne",0008535302,9780008535308,B0BRMCCJVQ,427        pp,4.15,94,unknown,"Dec 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2023",,Kindle Edition,view,/book/show/134966447-the-wilderness-way
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lilith,"Marmery, Nikki*",1639105719,9781639105724,B0BSKH13BB,336        pp,3.60,"2,837","Oct 17, 2023","Oct 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fascinating, feminist, and furious retelling of the Hebrew myth of Lilith, the first women of creation.A fascinating, feminist, and furious retelling of the Hebrew myth of Lilith, the first women of creation....more",Notes are private!,0,0,1,"Dec 02, 2023","Dec 10, 2023","Dec 02, 2023",,Paperback,view (with text),/book/show/81069444-lilith
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Cake,"Wilkerson, Charmaine",059335835X,9780593358351,059335835X,416        pp,4.11,"176,153","Feb 01, 2022","Nov 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2023",,Paperback,view,/book/show/154605152-black-cake
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homesickness,"Barrett, Colin",080216174X,9780802161741,080216174X,224        pp,3.88,"1,036","May 03, 2022","May 09, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Strong writing, cleverly constructed characters, but all too often the stories fall short. Strong writing, cleverly constructed characters, but all too often the stories fall short. ...more",Notes are private!,0,0,1,"Nov 24, 2023","Nov 27, 2023","Nov 24, 2023",,Paperback,view (with text),/book/show/71420769-homesickness
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bournville,"Coe, Jonathan*",1609459423,9781609459420,1609459423,400        pp,3.84,"5,088","Oct 26, 2022","Oct 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to like this book more, because some of it was wonderful. But parts of it seemed contrived and cliched.",Notes are private!,0,0,1,"Nov 20, 2023",Dec 2023,"Nov 20, 2023",,Hardcover,view (with text),/book/show/125582467-bournville
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",080216014X,9780802160140,080216014X,128        pp,4.33,"80,873",Feb 2010,"Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Extraordinary writing and story telling, although the ending, like an Irish landscape, is a bit hazy.Extraordinary writing and story telling, although the ending, like an Irish landscape, is a bit hazy....more",Notes are private!,0,0,1,"Nov 18, 2023","Nov 19, 2023","Nov 18, 2023",,Hardcover,view (with text),/book/show/61022861-foster
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vera Wong's Unsolicited Advice for Murderers,"Sutanto, Jesse Q*",0593549228,9780593549223,0593549228,339        pp,4.05,"83,111","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2023",,Paperback,view,/book/show/61827543-vera-wong-s-unsolicited-advice-for-murderers
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Cause,"Doctorow, Cory*",125086593X,9781250865939,125086593X,368        pp,3.69,877,"Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Hardcover,view,/book/show/65213928-the-lost-cause
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,670","Mar 31, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/58065033-lessons-in-chemistry
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Face in the Crowd / The Longest December,"King, Stephen*",1587678225,9781587678226,,144        pp,3.84,699,"Mar 21, 2023","Mar 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Two short stories. One by King that was Ok, if a bit tedious. The second, by Richard Chizmar, about a next-door neighbor who turns out to be a serial Two short stories. One by King that was Ok, if a bit tedious. The second, by Richard Chizmar, about a next-door neighbor who turns out to be a serial killer, was well done and compelling....more",Notes are private!,0,0,1,"Nov 08, 2023","Nov 09, 2023","Nov 08, 2023",,Hardcover,view (with text),/book/show/60102274-a-face-in-the-crowd-the-longest-december
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Don't Know Ourselves: A Personal History of Modern Ireland,"O'Toole, Fintan",1631496530,9781631496530,1631496530,616        pp,4.34,"5,484","Jan 01, 2022","Mar 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A finely written and strongly argued thesis that the last 60 years of Irish history turned it into what it always was: more decent than the church thaA finely written and strongly argued thesis that the last 60 years of Irish history turned it into what it always was: more decent than the church that tried to teach it a hard morality, stronger than the governments that tried to whip it into a dominant state, and less violent than its cultural nationalism tried to portray. Well worth reading...more",Notes are private!,0,0,1,"Nov 02, 2023","Nov 18, 2023","Nov 02, 2023",,Hardcover,view (with text),/book/show/56769525-we-don-t-know-ourselves
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Granny        (Agnes Browne, #3)","O'Carroll, Brendan",0452281849,9780452281844,0452281849,192        pp,4.28,"2,566",1996,"Aug 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not as laugh-out-loud funny as his other works, the conclusion of the four stories of Agnes Browne's life is sadder yet more real.Not as laugh-out-loud funny as his other works, the conclusion of the four stories of Agnes Browne's life is sadder yet more real....more",Notes are private!,0,0,1,"Oct 31, 2023",Nov 2023,"Oct 31, 2023",,Paperback,view (with text),/book/show/165165.The_Granny
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bitch: On the Female of the Species,"Cooke, Lucy",1541674898,9781541674899,1541674898,400        pp,4.44,"3,401","Mar 03, 2022","Jun 14, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Revolutionary concept, extraordinary research, and exemplary writing make for one hell of a book questioning how science has treated gender and sex anRevolutionary concept, extraordinary research, and exemplary writing make for one hell of a book questioning how science has treated gender and sex and evolutionary biology over the past two centuries....more",Notes are private!,1,1,1,"Oct 23, 2023","Oct 30, 2023","Oct 23, 2023",,Hardcover,view (with text),/book/show/59228221-bitch
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roman Stories,"Lahiri, Jhumpa",0593536320,9780593536339,B0BS344NG9,258        pp,3.83,"4,576","Oct 10, 2023","Oct 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Delightful collection of stories about people and the places they live, and how they affect each other",Notes are private!,0,0,1,"Oct 20, 2023","Oct 23, 2023","Oct 20, 2023",,Kindle Edition,view (with text),/book/show/78292448-roman-stories
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hag: Forgotten Folktales Retold,"Johnson, Daisy*",0349013594,9780349013596,0349013594,292        pp,3.75,"1,362","Aug 29, 2019","Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wonderful collection of old folk tales updated. Some were weird; some really good; some not so much. But definitely worth the time,Notes are private!,0,0,1,"Oct 15, 2023","Oct 19, 2023","Oct 15, 2023",,Hardcover,view (with text),/book/show/49208239-hag
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0802158749,9780802158741,0802158749,128        pp,4.19,"153,449","Nov 05, 2021","Nov 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found tight, poetic writing -- at a mere 116 pages-- an exquisite use of the language, and a tale that untangled the old torments of Ireland in a neI found tight, poetic writing -- at a mere 116 pages-- an exquisite use of the language, and a tale that untangled the old torments of Ireland in a new era....more",Notes are private!,0,0,1,"Oct 12, 2023","Oct 14, 2023","Oct 12, 2023",,Hardcover,view (with text),/book/show/58662236-small-things-like-these
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kill the Farm Boy        (The Tales of Pell, #1)","Dawson, Delilah S.*",152479774X,9781524797744,152479774X,364        pp,3.43,"9,872","Jul 17, 2018","Jul 17, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A little bit silly, a little bit long-winded at times, but a fun easy read that skewers many a Fairy Tale trope.",Notes are private!,0,0,1,"Oct 05, 2023","Oct 10, 2023","Oct 05, 2023",,Hardcover,view (with text),/book/show/36817117-kill-the-farm-boy
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King of the Armadillos,"Chin-Tanner, Wendy*",1250843006,9781250843005,1250843006,336        pp,3.91,918,"Jul 25, 2023","Jul 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After a slow start, the last third of the books tells a lovely story about life and choices and changes.After a slow start, the last third of the books tells a lovely story about life and choices and changes....more",Notes are private!,0,0,1,"Sep 26, 2023","Oct 03, 2023","Sep 26, 2023",,Hardcover,view (with text),/book/show/61884835-king-of-the-armadillos
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Call Me Cassandra,"Gala, Marcial",0374602018,9780374602017,0374602018,224        pp,3.97,803,2019,"Jan 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Difficult yet readable, compelling yet fatalistic story about a transgendered youth that mixes Cuban politics, the Angolan war, and Greek mythology. TDifficult yet readable, compelling yet fatalistic story about a transgendered youth that mixes Cuban politics, the Angolan war, and Greek mythology. The title should be taken literally....more",Notes are private!,0,0,1,"Sep 17, 2023","Sep 23, 2023","Sep 17, 2023",,Hardcover,view (with text),/book/show/57693681-call-me-cassandra
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Learned by Heart,"Donoghue, Emma*",0316564435,9780316564434,0316564435,336        pp,3.51,"5,547","Aug 29, 2023","Aug 29, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A thrilling, melancholy, and evocative read of a life from more than two centuries ago reconstructed from letters and diaries and genealogy. A thrilling, melancholy, and evocative read of a life from more than two centuries ago reconstructed from letters and diaries and genealogy. ...more",Notes are private!,0,0,1,"Sep 06, 2023","Sep 12, 2023","Sep 06, 2023",,Hardcover,view (with text),/book/show/62874041-learned-by-heart
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blackberries, Blackberries","Wilkinson, Crystal*",0813169585,9780813169583,0813169585,176        pp,4.14,477,"Jul 07, 2000","Feb 24, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Stories that are poignant and evocative.Stories that are poignant and evocative....more,Notes are private!,0,0,1,"Sep 02, 2023","Sep 06, 2023","Sep 02, 2023",,Paperback,view (with text),/book/show/31951935-blackberries-blackberries
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Orange,"Yoon, David*",059342218X,9780593422182,059342218X,352        pp,3.42,"1,579","May 24, 2022","May 23, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really, really despise the unreliable narrator style. I feel deceived, angry, and manipulated. And this book isn't worth my rageI really, really despise the unreliable narrator style. I feel deceived, angry, and manipulated. And this book isn't worth my rage...more",Notes are private!,0,0,1,"Aug 23, 2023","Aug 31, 2023","Aug 23, 2023",,Paperback,view (with text),/book/show/101673124-city-of-orange
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holly,"King, Stephen*",1668016133,9781668016138,1668016133,449        pp,4.14,"91,126","Sep 05, 2023","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another good read from the master of good stories,Notes are private!,0,1,1,"Oct 03, 2023","Oct 05, 2023","Aug 13, 2023",,Hardcover,view (with text),/book/show/65916344-holly
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wrecker,"Hiaasen, Carl*",0593376285,9780593376287,0593376285,336        pp,4.05,"2,464","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Hardcover,view,/book/show/62366722-wrecker
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mammy        (Agnes Browne, #1)","O'Carroll, Brendan",0452281032,9780452281035,0452281032,176        pp,4.09,"5,949","Jan 01, 1994","May 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An amusing, sometimes laugh-out-loud, yet always loving look at a widowed mother raising six young boys and a daughter.An amusing, sometimes laugh-out-loud, yet always loving look at a widowed mother raising six young boys and a daughter....more",Notes are private!,0,0,1,"Aug 02, 2023","Aug 03, 2023","Aug 02, 2023",,Paperback,view (with text),/book/show/984859.The_Mammy
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bookworm,"Yeatman, Robin*",0063273004,9780063273009,0063273004,288        pp,2.97,"3,235","Feb 14, 2023","Feb 14, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Unlikeable characters and a kinda creepy romance,Notes are private!,0,0,1,"Jul 30, 2023",Aug 2023,"Jul 30, 2023",,Paperback,view (with text),/book/show/61150786-bookworm
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind's Twelve Quarters: Stories,"Le Guin, Ursula K.",0063269597,9780063269590,0063269597,320        pp,4.06,"6,823",1975,"Sep 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 18, 2023","Nov 04, 2023","Jul 18, 2023",,Paperback,view,/book/show/60254231-the-wind-s-twelve-quarters
