,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lucy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosie Project        (Don Tillman, #1)","Simsion, Graeme*",1476729085,9781476729084,1476729085,292        pp,4.02,"556,287","Jan 30, 2013","Oct 01, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Rosie Project is a lighthearted romantic comedy that, in spite of itself, asks an interesting and emotional question: can someone on the autism spThe Rosie Project is a lighthearted romantic comedy that, in spite of itself, asks an interesting and emotional question: can someone on the autism spectrum (Aspergers) love and be loved in a romantic way? Don Tillman is a brilliant professor of genetics and enjoys his organized and structured lifestyle but would like a wife. Because dates usually go so poorly for him, he devises a way to sift through potential candidates through a detailed questionnaire. His requirements are impossible to fulfill for any one woman (and should there be that one woman, Don's own suitability would probably be in question) and, most likely as a joke or a dare or some other unkind motivation, his one adult friend, Gene, a professor of Psychology at the same university, sends Rosie over to Don's apartment. Rosie, unaware of the wife project, shares with Don her frustration of not knowing who her biological father is. Even though Rosie doesn’t fit his what-i-want-in-a-wife criteria, he likes her and offers his help in identifying her father through his ability to test DNA samples and their complicated friendship develops. Because of Don's inability to follow social norms, this development is filled with comedy. Intellectually, it feels mean to me to find amusement in another person's lack of awareness but Don is so smart and so unaffected by being considered weird that the book comes off as very fun. I doubt whether that is always the reality for those who live, love and work with people with Aspergers. I think the thing that was the hardest thing for me to admit was that there was no way I could ever fall in love with a man like Don. Interestingly, even though we are reminded through Don's character that he has few friends and has never be involved with anyone romantically, the ultimate question becomes can Don love someone in return? I appreciated the author's answer to the question and thought about Don and Rosie for days afterwards. That's good work for a romcom!...more",Notes are private!,0,6,1,"May 04, 2014","May 13, 2014","May 04, 2014",,Hardcover,view (with text),/book/show/16181775-the-rosie-project
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art Forger,"Shapiro, Barbara A.",1616201320,9781616201326,1616201320,355        pp,3.75,"88,655","Oct 23, 2012","Oct 23, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you've ever wondered how to forge a fake copy of old paintings or get confused about the difference between wet on dry or wet on wet technique or nIf you've ever wondered how to forge a fake copy of old paintings or get confused about the difference between wet on dry or wet on wet technique or need a use for the industrialized size oven or the preservative formaldehyde you've got lying around your studio, this is the book for you. Shapiro writes in great detail about each of these and even though I was curious about whether or not Claire Roth and her forgery of a fictional Degas painting would be traced back to her, I found the bridge between her plot and all of the shoved in facts having to do with history and art a bit tedious. I also disliked Claire and her over the top melodrama. Talk about a girl who gets worked up about things. One more negative was that I felt annoyed reading fake letters from a ridiculous woman about her connection to Degas and his fake painting and the fact that none of the modern day characters had access to. It would have made things connect so much better of the letters had turned up or if we were as blind about motive as the other characters. I'm trying now to think of the positives so I'm not such a negative nelly and they are I likes the Boston location, I liked some of the how-to-paint facts and, like I mentioned earlier, wondered how it was going to turn out for the forgers. Definitely a meh book for me....more",Notes are private!,0,3,1,May 2014,"May 04, 2014","May 01, 2014",,Hardcover,view (with text),/book/show/14568987-the-art-forger
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winter Sea        (Slains, #1)","Kearsley, Susanna*",0749080973,9780749080976,0749080973,527        pp,4.10,"66,159","Sep 22, 2008",2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was exactly the kind of book I needed to read to get me out of a serious reading rut. Not frothy light but light enough to allow me to escape intThis was exactly the kind of book I needed to read to get me out of a serious reading rut. Not frothy light but light enough to allow me to escape into the history, action and romance without weariness. The best part of the story is set in Scotland in the 1700s and highlights the Scottish people known as Jacobites trying to plot the return of their exiled King James from France to rebel against the newly formed union of Great Britain. There is also a modern storm which alternates but it not nearly as enjoyable or believable because it involves an author who discovers that she is able to chanel memories from her ancestor who lived during the time and at the location she has moved to write her book. She throws in some medical terms to try and make it less hokey-pokey than it is (memories being passed along in the DNA much like nose shape and temperament) but I never believed in her trances that allowed her to write a perfectly accurate history in stream of conscious form. In spite of my pooh-poohing of the modern day story, I liked the history, flow and outcome. It feels good to finish a book in less than 3 weeks! ...more",Notes are private!,0,2,1,"Apr 30, 2014",May 2014,"Apr 30, 2014",,Hardcover,view (with text),/book/show/3392089-the-winter-sea
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,4:09:43: Boston 2013 Through the Eyes of the Runners,"Higdon, Hal",1450497101,9781450497107,1450497101,168        pp,3.99,334,"Aug 15, 2013","Feb 13, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My husband, a Boston Marathon runner, handed me this book to read while on a flight to Boston for this year’s marathon. He said it would give me a greMy husband, a Boston Marathon runner, handed me this book to read while on a flight to Boston for this year’s marathon. He said it would give me a great feel for what it is like to run the race. After reading, I agree with his assessment but can’t match his excitement because details like leg cramps, stomach pains, bloody toenails and “shredded” quads from running downhill don’t interest me that much and those kinds of details actually make up about 3/4ths of this book. Hal Higdon, a man I’ve never heard of but who assures me several times throughout the book that he is a big deal among runners (gag. But my husband did verify Higdon’s own importance and said most runners would know who he is) was not at the 2013 Boston Marathon but decided after reading blogs and Facebook posts and other statements from runners and volunteers who were there that he would recreate the race through the eyes of 75 different participants. I think it’s a pretty cool idea and reading about the race in short quick blurbs like that made for a much more interesting and complete picture than had he focused on just one person’s account or a generic historical account. He never claimed to be writing a book about the bombings and so I can’t really fault him for leaving out what I deem are important details, but it bothered me that when he mentioned the 3 spectators who died, he didn’t give their names but, instead, only a perfunctuary description of them. A 9 year-old boy. A Chinese woman studying at Boston University. A young woman who came to cheer on her friend’s boyfriend. Even though this was a book about the race and its runners, I wish he would have include the names: Martin Richard, Lu Lingzi, Krystal Campbell. There. Not so hard and so much more respectful, I think. If you are interested in the Boston Marathon and what it’s like to run it, whether you are an elite runner who plans on running or just someone who dreams of what it might be like to be cheered along those famous streets, it’s a quick and interesting read. ...more",Notes are private!,0,1,1,"Apr 21, 2014","Apr 21, 2014","Apr 21, 2014",,Paperback,view (with text),/book/show/19153133-4
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Sisters,"Hannah, Kristin*",0345450744,9780345450746,0345450744,428        pp,4.05,"87,285",2003,"Jun 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Reading this book was like eating at McDonalds. It’s fast and easy but I feel so unpleasant afterwards.,Notes are private!,0,151,1,not set,"Mar 30, 2014","Mar 07, 2014",,Paperback,view (with text),/book/show/217432.Between_Sisters
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Impossible Knife of Memory,"Anderson, Laurie Halse*",0670012092,9780670012091,0670012092,391        pp,3.91,"28,910","Jan 02, 2014","Jan 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the first book by Laurie Halse Anderson I've read and I'm not sure what I was expecting but it surpassed whatever those undefined expectationsThis is the first book by Laurie Halse Anderson I've read and I'm not sure what I was expecting but it surpassed whatever those undefined expectations were. The Impossible Knife of Memory is a YA story whose protagonist, Hayley, is going to high school for the first time after 5 years of being ""homeschooled"" or taught on the road by her trucker dad, an Iraq war vet suffering from PTSD. Like a lot of teens who have to prematurely shoulder adult burdens, Hayley lives in survival mode, enabling her delicate world to continue as is. Frustrations arise when the attention of a cute, likeable and aggressively successful boy, Finn, gives her first taste of what normal teenagehood might feel like. Like a fish out of water, she goes to her first high school football game, eats lunch with other kids her age and half-heartedly agrees to help with the school newspaper. As much as I enjoyed Finn's character (and he was delightful), his interest in Hayley lacked motive. He is so determined to win her over and she is so often unresponsive or dismissive back...I just don't know many teen boys whose egos can take such a beating. Still, their relationship and his support for Hayley is what drives Hayley to push for change in her own dysfunctional life. Her dad is a mess. I don't personally know any veterns who suffer from this disabling disease but the author describes his ups and downs in pretty bleak detail. In addition to helping her dad handle his minefield of memories, Hayley has to deal with her own haunting feelings of abandonment and loss, both from her mother who died when she was young and her dad's ex-girlfriend, who helped raise her but left when the going got tough. Although it deals with the darker side of teen life through secondary characters (drugs, promiscuity, divorce, co-dependency), I think the writing and issues presented make this a worthy choice for mature teens and interested adults....more",Notes are private!,0,3,1,not set,not set,"Mar 07, 2014",,Hardcover,view (with text),/book/show/18079527-the-impossible-knife-of-memory
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Wings,"Kidd, Sue Monk*",0670024783,9780670024780,0670024783,384        pp,4.25,"314,498","Jan 07, 2014","Jan 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had no idea until the author’s note at the end of the book that this was based on the real life of the Grimke sisters from Charleston, South CarolinI had no idea until the author’s note at the end of the book that this was based on the real life of the Grimke sisters from Charleston, South Carolina. Knowing much of the story is based on fact helped me forgive the book for some of its unlikable loose ends and unproductive tangents. I see now that Sue Monk Kidd was painting a complete picture of these brave women pioneers and not just the parts that moved the story best. For the first few chapters, I really resisted liking this book. I didn’t know what it was about at all when starting and when I realized it would be about slavery, I had the weary thought, “I don’t know if I can read another book about slavery!” Such a juvenile thought because soon thereafter, I was completely drawn into the world of Charlotte, Hetty, Sarah and Angelina. While very definitely a book about slavery and its injustices and history, this is more a book about women. Charlotte and her daughter, Hetty, are slaves and while their bodies belong to a master, their minds are never chained to their situation. Sarah and her younger sister, Angelina, however, are born into wealth and privilege. All they have to do is marry into another respectable family for that life of ease and prestige to continue. Both eventually feel “chained” by their gender, never being allowed to follow the path of their own choosing. I had this thought while immersed in this book: Sarah, from a very early age, seemed to have an automatic and natural hatred towards slavery. I found that interesting. Her entire family enjoyed the benefits of slavery and her other siblings, even those of decent character, accepted slavery as the will of God. No one taught her to think the way she did. In fact, she had to constantly fight against her parents, siblings, clergy and others to protect her own proclivities. Angelina, on the other hand, was essentially raised by her older sister, Sarah, and I felt like her attitudes towards slavery was much more of the “nurture” type: learned. I often compared the two and their abilities to act on their beliefs. I wondered why it was so much easier for Angelina to be rash and daring in her abolitionist views. Was it because she never felt alone in her beliefs but always knew she had support from her sister? Is it simply temperament? I don’t know. Regardless, I think this is impressive historical fiction and I’m ashamed that I didn’t know anything about the Grimkes. I wonder why their courageous stances aren’t more well known? ...more",Notes are private!,0,6,1,"Mar 03, 2014","Mar 31, 2014","Mar 03, 2014",,Hardcover,view (with text),/book/show/18079776-the-invention-of-wings
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared        (The Hundred-Year-Old Man, #1)","Jonasson, Jonas",1843913720,9781843913726,1843913720,396        pp,3.82,"277,040","Sep 09, 2009","Jul 12, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I think this book needs to be read while in a certain mood. I wasn't ever in it. I think this book needs to be read while in a certain mood. I wasn't ever in it. ...more,Notes are private!,0,0,1,"Feb 27, 2014",not set,"Feb 27, 2014",,Paperback,view (with text),/book/show/13486632-the-hundred-year-old-man-who-climbed-out-of-the-window-and-disappeared
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",0316013684,9780316013680,0316013684,230        pp,4.07,"270,047","Sep 12, 2007","Sep 12, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although this book can be crass at times, I really liked it. It is the story of a teenage boy living on the Spokane Indian reservation and realizing tAlthough this book can be crass at times, I really liked it. It is the story of a teenage boy living on the Spokane Indian reservation and realizing that he wants more out of life than what is being offered to him. That means changing high schools and being ostracized by members of his tribe who think his ambition translates into a personal insult. I loved the setting on a reservation and the unique humor and culture it highlights but this is the timeless story that those trying to break out of the box they are expected to stay in write. I think books like these are important for teens to read; they gain empathy for the great struggle fought by some and can learn the recipe of how it can be done should they need courage and insight. I chose to read this because of its consistently high s from other book lovers but, according to my sister, this is required reading for some high school students. Predictably, there are parents that are opposed to it. Are there other, less crude, less proud of masturbation, less full of alcohol alternatives teachers could choose to expose students to worlds beyond their own? Probably. But, this book is full of teenage humor, courage, spunk and has a very accessible protagonist to believe in and root for that I wouldn't be opposed to my own teenage children reading it. More importantly, it is deceptively well written. Filled with funny drawings, I bet a lot of ""non readers"" can enjoy a book with important and thoughtful themes that they might ignore or miss in another cleaner or classic book. Recommended!...more",Notes are private!,0,3,1,not set,Mar 2014,"Feb 27, 2014",,Hardcover,view (with text),/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Map of Lost Memories,"Fay, Kim*",0345531345,9780345531346,0345531345,336        pp,3.33,"2,233","Jan 01, 2012","Aug 21, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was lured into reading this by the ease of the e-book digital library. Seriously, I think I love this system. As much as I love going to the libraryI was lured into reading this by the ease of the e-book digital library. Seriously, I think I love this system. As much as I love going to the library, there are times when it is isn’t convenient and I don’t have anything to read! That happened last week, so I got online and found this and downloaded it because it sounded promising. After the first 100 pages, I admit I sped read and skimmed. I had to get out of this book fast. Because, an interesting thing happened. I have a toddler and it just so happens that Sprout is his favorite channel. For a reason I truly cannot understand, this 2 year-old of mine particularly loves Caillou who I think is the whiniest, most irritating hypothetical 4 year-old that ever existed. Have you seen Caillou? First of all, there are the blurred corners. Like the animators are too lazy to actually finish the drawings. Then, there are the 1990s color scheme. Everything, from the houses to the clothes to the kitchen appliances are blue and red and yellow. I also don’t appreciate how frumpy they make Caillou’s mother. And the dad…oh my word. Does the guy have a real job? Just once, I’d like the show to highlight some real parenting and have either parent say, “I’m too busy to take you to that construction site you find so fascinating” or “I’m just going to tie your shoe for you” because there are teaching moments and then there we-have-to-go-right-now moments and not be at Caillou’s beck and call. Maybe I need to start the grumpy Sprout channel or something. Anyway, I mention Caillou because in addition to all these other annoying things, there is this obnoxious to me narrator who explains to us watchers (I try not to but what can you do when your 2 year-old needs to snuggle? Ack! I am just like Caillou’s parents! (frumpy mother included)) what Caillou is feeling in every situation. Seriously, as if the crease marks around his eyes and bald forehead aren’t enough, we get to hear things like, “Caillou felt frustrated that that cat wouldn’t come to him. He wanted the cat to go on a walk with him,’ in this weird, needs a lozenge voice. This is truly my worst, most snarky side that I try to contain to the realm of sprout cartoons but when I was reading The Map of Lost Memories by Kim Fay, there were sentences…many sentences…that were written in the exact voice of the Caillous narrator. Once the voice was there, every time the author told me how her smart, woman-before-her-time adventurer Irene Blum felt about anything, which was way too often, I visualized everything happening in primary colors with fuzzy edges. Not really but I shouldn’t connect Caillou to a grown-up book. And I did. Which is why I didn’t like this. It’s not terrible but I will forever have a negative association with reading it. Sorry to Kim Fay. If this book doesn’t take off, she might look into getting a job over at Sprout. ...more",Notes are private!,0,7,1,not set,"Feb 19, 2014","Feb 21, 2014",,Hardcover,view (with text),/book/show/12341021-the-map-of-lost-memories
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Counting by 7s,"Sloan, Holly Goldberg*",0803738552,9780803738553,0803738552,380        pp,4.14,"80,597","Aug 29, 2013","Aug 29, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Counting by 7s is about an unusual, genius-level smart 12 year-old girl, Willow Chance, who loses both of her adoptive parents in a car accident. Her Counting by 7s is about an unusual, genius-level smart 12 year-old girl, Willow Chance, who loses both of her adoptive parents in a car accident. Her understanding about the world, previously firmly planted in scientific theories and facts, has to shift as she realizes that the human beings who come to her aid are a lot more complicated and surprising than anything she has previously studied. This book is a bit odd in its flow. It has several narrators but each of them are quite jerky in their thoughts and all have a frequent habit of short, direct summarizing sentences. It isn’t beautiful writing but it is interesting the the amount of fun facts contained in this little book is impressive. I feel smarter just by reading it! As far as the supporting characters, Dell Duke, Mai, Quang-ha, Pattie, Jario and their quirks will make you cheer and want to see and encourage the potential in everything around you. An uplifting, smart book for middle-readers and up. ...more",Notes are private!,0,1,1,"Feb 20, 2014","Feb 21, 2014","Feb 20, 2014",,Hardcover,view (with text),/book/show/15937108-counting-by-7s
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Golem and the Jinni        (The Golem and the Jinni, #1)","Wecker, Helene*",0062110837,9780062110831,0062110837,486        pp,4.13,"123,833","Apr 13, 2013","Apr 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book shouldn’t have taken me as long to read as it did but I found the narration style incredibly hard to get into. Written like a fairy-tale thaThis book shouldn’t have taken me as long to read as it did but I found the narration style incredibly hard to get into. Written like a fairy-tale that’s just out reach, The Golem and the Jinni is part fantasy, part history, part romance, part adventure. Some of the parts I liked better than others but I can honestly say that this book is unique and unlike anything I have ever read. I ended up really enjoying both Chava, the golem, and Ahmed, the jinni (genie). I was fascinated by the folk history of these two mythological creatures and while the back story and friendship between the two created an interesting plot, the real beauty of this book is the moral weight Helene Wecker gives the stories by having these two non-humans question what it means to be human. What are our best attributes? What are our worst weaknesses? I can see this being added to reading lists everywhere because the compromises these two characters make, both to fit into their societies as well as for each other, not to mention the rich descriptions immigrant life in New York City at the end of the 19th century are great fodder for discussion. ...more",Notes are private!,0,4,1,"Apr 08, 2014","Apr 28, 2014","Feb 18, 2014",,Hardcover,view (with text),/book/show/15819028-the-golem-and-the-jinni
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Secrets: Stories,"Munro, Alice",0679755624,9780679755623,0679755624,294        pp,4.04,"6,114",1994,"Nov 07, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2014",,Paperback,view,/book/show/14286.Open_Secrets
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Runaway: Stories,"Munro, Alice",1400077915,9781400077915,1400077915,335        pp,3.98,"24,846",2004,Nov 2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2014",,Paperback,view,/book/show/14280.Runaway
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories","Munro, Alice",0375727434,9780375727436,0375727434,323        pp,4.04,"19,881","Sep 25, 2001","Oct 08, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2014",,Paperback,view,/book/show/111126.Hateship_Friendship_Courtship_Loveship_Marriage
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Stories,"Munro, Alice",067976674X,9780679766742,067976674X,688        pp,4.28,"6,989","Jan 14, 1985","Nov 11, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2014",,Paperback,view,/book/show/14281.Selected_Stories
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lives of Girls and Women,"Munro, Alice",0375707492,9780375707490,0375707492,277        pp,3.96,"13,988",1971,"Feb 13, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2014",,Paperback,view,/book/show/14285.Lives_of_Girls_and_Women
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love of a Good Woman,"Munro, Alice",0099287862,9780099287865,0099287862,352        pp,4.02,"8,873",1998,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2014",,Paperback,view,/book/show/111151.The_Love_of_a_Good_Woman
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Life,"Munro, Alice",0771064861,9780771064869,0771064861,336        pp,3.75,"36,931","Sep 19, 2011","Oct 13, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve never read Alice Munro before. Maybe the flashy “Nobel Prize” winning emblem on her books finally made me take notice. I didn’t read the fine priI’ve never read Alice Munro before. Maybe the flashy “Nobel Prize” winning emblem on her books finally made me take notice. I didn’t read the fine print, however, because I was surprised when I realized Dear Life is a collection of short store and not a novel. I honestly felt a bit broken hearted when the first story ended and I knew I wasn’t going to get any more of those characters. I have no doubt that I would prefer Munro to write novels because that is the format I enjoy best and because she is an absolute genius when it comes to writing nuance and that which can’t be seen. To pack so much feeling and personality into a short story is pretty incredible. I shouldn’t begrudge her her preference but I do wonder why and wish I could read something she wrote that could develop more plot, because everything else - her characters, settings, point of view, is perfect. Still, I will definitely be picking up more Alice Munro. This is exactly the kind of writing I love. ...more",Notes are private!,0,3,1,"Feb 06, 2014","Feb 13, 2014","Feb 06, 2014",,Hardcover,view (with text),/book/show/13530981-dear-life
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Masterminds and Wingmen: Helping Our Boys Cope with Schoolyard Power, Locker-Room Tests, Girlfriends, and the New Rules of Boy World","Wiseman, Rosalind*",0307986659,9780307986658,0307986659,384        pp,3.97,"2,099","Jan 01, 2013","Sep 10, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rosalind Wiseman wrote the well known book Queen Bees and Wannabes, a book that I haven’t read but have heard about. When I saw this at my library andRosalind Wiseman wrote the well known book Queen Bees and Wannabes, a book that I haven’t read but have heard about. When I saw this at my library and read that its purpose was to inform parents about the new rules and realities of Boy World, like her Queen Bee book did for girls, I checked it out. Then, I missed two nights of sleep due to anxiety. Seriously. I’m sure the many boys she refers to as her “editors” and whose opinions and experiences she used as proof for what boys’ lives are like through middle school and high school are being honest and forthright about what their lives are like. I’m sure Wiseman uses these specific boys and their truths to create her generalities about how they communicate, why they torment, who they accept and what parents need to know with the best possible motives. In a lot of ways, this was every John Hughes film/Friday Nigh Lights/Glee episode I’ve ever seen (which isn’t a lot. Well…I’m pretty sure I’ve watched all the john Hughes films). In a nutshell, boys are told from a very young age that Batman, a mono-emotion superhero, is the ideal and straying from this model affects their standing among friends, girls and even adults. We expect boys to be boys: tough, clever, athletic and cool. In addition to exposing this Boy World, she explains to parents when and how to ask questions, when and how to be concerned about social media/videogames/pornography and what we’re all doing wrong by worrying about the wrong things. Queue sleepless nights. My overall feeling upon finishing this book is that, according to her and her helpful editors, I’m doing everything wrong. I ask too many questions, demand too much and pretty much live a hypocritical life. To summarize some of her points, I put him at a social disadvantage by not allowing violent video games (Rated M) and shows (TV-MA) because those are the things his friends are watching and playing and being able to discuss these things with their peers is vital to them feeling like they have a place in boys world and there has been no proof that exposure to violent media makes kids become violent. Girls are going to sext them so I should provide a smart phone, stop checking it after 9th grade and leave them with the advice that when those girls send them naked pictures of themselves, look at it for a minute and then delete it. I find all of this crazy! But, I checked this book out for a reason. My oldest child, an eighth grader, struggles to talk to me and after reading the “What kind of parent are you?” chapter, I think I fit into the “Dictator” mold which is pretty much the worst type of parent to be. The disparity between what I want for my children and what I’m probably doing for them is harrowing. I don’t know how to be cool or perfect. It sucks. I don’t think that’s the point of the book but….it kind of is. I found her writing style to be annoying close to arrogant (she admitted her own problems with her kids but very frequently uses her own parenting as a model). There was quite a bit of good information and I appreciate her advice but with my religious perspective and my own common sense, there are some parenting suggestions that I think goes beyond bad advice and is harmful. Does that mean my own bias is getting in the way? I don’t know. I tried reading with an open mind and I have stopped asking so many questions when my middle schooler gets in my car after school and I have a plan about how to handle homophobic jabs (boys are particularly prone to using them) and potential bad coaching. But, there is an entire chapter about boys playing Lacrosse. Lacrosse! It took that chapter, towards the end, for me to realize that her information is not universal. Still, her book is very eye opening and I’m not going to be naive about the possibilities and probabilities of what my children are facing and are going to face being active, sports-playing, boys. It’s going to be tough. ...more",Notes are private!,0,4,1,"Feb 04, 2014","Feb 15, 2014","Feb 04, 2014",,Hardcover,view (with text),/book/show/17262151-masterminds-and-wingmen
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Explore Diabetes with Owls,"Sedaris, David",0316154695,9780316154697,0316154695,275        pp,3.85,"144,170","Apr 23, 2013","Apr 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I always forget that David Sedaris’s work is probably better read over time than in all one sitting. I laughed out loud during his first story and whiI always forget that David Sedaris’s work is probably better read over time than in all one sitting. I laughed out loud during his first story and while each essay is independently funny, all combined they sort of start to run into each other. I like his writing best when he uses his own POV and didn’t really like his fake first person letters but his trash collecting in England and book signing at Costco had me dying a little. What a funny man....more",Notes are private!,0,0,1,"Feb 03, 2014","Feb 13, 2014","Feb 03, 2014",,Hardcover,view (with text),/book/show/15790837-let-s-explore-diabetes-with-owls
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Dog Fell from the Sky,"Morse, Eleanor*",0670026409,9780670026401,0670026409,368        pp,4.04,"3,674","Jan 03, 2013","Jan 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2014",,Hardcover,view,/book/show/15811539-white-dog-fell-from-the-sky
