,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maids,"Tanizaki, Jun'ichirō",0811224929,9780811224925,0811224929,176        pp,3.50,321,1962,"Apr 25, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 12, 2023","Nov 21, 2023","Nov 12, 2023",,Hardcover,view,/book/show/30347686-the-maids
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Tales of Misogyny,"Highsmith, Patricia",0393323374,9780393323375,0393323374,128        pp,3.54,"2,814",1975,"Aug 17, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 09, 2023","Nov 12, 2023","Nov 09, 2023",,Paperback,view,/book/show/327560.Little_Tales_of_Misogyny
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary of a Mad Old Man,"Tanizaki, Jun'ichirō",0679730249,9780679730248,0679730249,192        pp,3.47,"3,403",1961,"Jul 30, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 03, 2023","Nov 08, 2023","Nov 03, 2023",,Paperback,view,/book/show/93840.Diary_of_a_Mad_Old_Man
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chéri,Colette,009942276X,9780099422761,009942276X,122        pp,3.66,"5,074",1920,"Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 27, 2023","Nov 03, 2023","Oct 27, 2023",,Paperback,view,/book/show/389115.Ch_ri
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les belles images,"Beauvoir, Simone de",2070205231,9782070205233,2070205231,264        pp,3.82,"2,859",1966,"Nov 30, 1966",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 21, 2023","Oct 27, 2023","Oct 21, 2023",,Paperback,view,/book/show/152060.Les_belles_images
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hundred Lovers: Poems,"Hofmann, Richie*",0593320980,9780593320983,0593320980,80        pp,3.93,362,"Feb 08, 2022","Feb 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 19, 2023","Oct 27, 2023","Oct 19, 2023",,Hardcover,view,/book/show/58082217-a-hundred-lovers
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quicksand,"Tanizaki, Jun'ichirō",0679760229,9780679760221,0679760229,224        pp,3.66,"3,587",1928,"Jun 24, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 08, 2023","Oct 19, 2023","Oct 08, 2023",,Paperback,view,/book/show/34460.Quicksand
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yes Yes More More,"Wood, Anna*",1911648284,9781911648284,1911648284,194        pp,3.79,170,"May 06, 2021","May 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 07, 2023","Oct 08, 2023","Oct 07, 2023",,Paperback,view,/book/show/56638492-yes-yes-more-more
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,V.,"Pynchon, Thomas",2020418770,9782020418775,2020418770,640        pp,3.96,"23,396","Aug 01, 1963","Jan 02, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Mass Market Paperback,view,/book/show/5809.V_
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crying of Lot 49,"Pynchon, Thomas",006091307X,9780060913076,006091307X,152        pp,3.69,"86,783",1966,"Nov 07, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/2794.The_Crying_of_Lot_49
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inherent Vice,"Pynchon, Thomas",1594202249,9781594202247,1594202249,369        pp,3.78,"34,559",Aug 2009,"Aug 04, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Hardcover,view,/book/show/5933841-inherent-vice
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Birds and Other Stories,"du Maurier, Daphne",031625360X,9780316253604,,256        pp,4.05,"12,236",1952,"Dec 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,ebook,view,/book/show/18869985-the-birds-and-other-stories
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Cousin Rachel,"du Maurier, Daphne",0316252964,9780316252966,,352        pp,3.99,"59,119",1951,"Dec 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,ebook,view,/book/show/18869970-my-cousin-rachel
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Witchcraft,"Hughes, Pennethorne",0140207457,9780140207453,0140207457,240        pp,3.39,51,1965,"Sep 30, 1965",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/1821460.Witchcraft
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Holy Sinner,"Mann, Thomas",0749386975,9780749386979,0749386975,229        pp,3.95,"1,703",1951,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/250524.The_Holy_Sinner
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gravity’s Rainbow,"Pynchon, Thomas",0143039946,9780143039945,0143039946,776        pp,4.00,"44,109","Feb 28, 1973","Oct 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/415.Gravity_s_Rainbow
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giovanni's Room,"Baldwin, James",,,,224        pp,4.32,"156,543","Jan 01, 1956","Apr 01, 1988",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 03, 2023","Oct 07, 2023","Oct 03, 2023",,Paperback,view,/book/show/406235.Giovanni_s_Room
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Desire: Vintage Minis,"Murakami, Haruki",1784872636,9781784872632,1784872636,109        pp,3.90,"9,455","Jun 08, 2017","Jun 08, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,Oct 2023,Oct 2023,"Oct 01, 2023",,Paperback,view,/book/show/33952849-desire
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Chatte,Colette,2253011711,9782253011712,2253011711,159        pp,3.47,"1,410","Jun 12, 1933","Jan 20, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 26, 2023",Oct 2023,"Sep 26, 2023",,Pocket Book,view,/book/show/504763.La_Chatte
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Sacred: Selected Writings,"Carter, Angela",0860682692,9780860682691,0860682692,226        pp,3.91,176,"Dec 31, 1982","Jan 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Paperback,view,/book/show/298762.Nothing_Sacred
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Company of Wolves,"Carter, Angela",,,,200        pp,3.85,712,"Jan 01, 1981",1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,,view,/book/show/16046989-the-company-of-wolves
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wayward Girls and Wicked Women,"Carter, Angela",0860685799,9780860685791,0860685799,339        pp,3.72,976,1986,"Jan 01, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Paperback,view,/book/show/922755.Wayward_Girls_and_Wicked_Women
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passion of New Eve,"Carter, Angela",0860683419,9780860683414,0860683419,187        pp,3.66,"4,685",1977,"Aug 27, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Paperback,view,/book/show/581720.The_Passion_of_New_Eve
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wise Children,"Carter, Angela",014017530X,9780140175301,014017530X,240        pp,3.91,"8,949","Jun 13, 1991","Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Paperback,view,/book/show/721867.Wise_Children
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nights at the Circus,"Carter, Angela",0140077030,9780140077032,0140077030,295        pp,3.88,"13,339","Sep 27, 1984","Mar 04, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Paperback,view,/book/show/653651.Nights_at_the_Circus
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gigi,Colette,2253002844,9782253002840,2253002844,182        pp,3.63,"2,025",1942,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 24, 2023","Sep 26, 2023","Sep 24, 2023",,Paperback,view,/book/show/258945.Gigi
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Lady of Babylon,"Rechy, John",1559703350,9781559703352,1559703350,353        pp,3.31,16,1996,"Jan 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 20, 2023","Sep 14, 2023","Aug 20, 2023",,Hardcover,view,/book/show/830475.Our_Lady_of_Babylon
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les amantes,"Jelinek, Elfriede",,,,220        pp,3.74,"3,321",1975,"Jul 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Paperback,view,/book/show/301828.Les_amantes
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sports Play,"Jelinek, Elfriede",1849434026,9781849434027,1849434026,160        pp,3.03,98,1998,"Feb 26, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 14, 2023","Sep 16, 2023","Jul 24, 2023",,Paperback,view,/book/show/15957395-sports-play
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lust,"Jelinek, Elfriede",1852421835,9781852421830,B0082PY7DQ,207        pp,3.32,"1,783",1989,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Paperback,view,/book/show/301829.Lust
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shame,"Ernaux, Annie*",,,,112        pp,3.68,"10,979",Jun 1997,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Paperback,view,/book/show/124950408-shame
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sentimental Education,"Flaubert, Gustave",0140447970,9780140447972,B00A2KEWI4,460        pp,3.81,"22,278","Apr 15, 1869","Feb 05, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Paperback,view,/book/show/2183.Sentimental_Education
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pale Fire,"Nabokov, Vladimir",,,B0092JP94W,246        pp,4.17,"50,744",1962,"Aug 31, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Paperback,view,/book/show/7805.Pale_Fire
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2666,"Bolaño, Roberto",0374100144,9780374100148,0374100144,898        pp,4.21,"41,674",2004,"Nov 11, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Hardcover,view,/book/show/3115359-2666
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quartet,"Rhys, Jean",,,,144        pp,3.69,"2,398",1928,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 24, 2023","Aug 19, 2023","Jul 24, 2023",,Paperback,view,/book/show/16247315-quartet
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Longing and Other Stories,"Tanizaki, Jun'ichirō",0231202156,9780231202152,0231202156,148        pp,3.83,172,unknown,"Jan 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 19, 2023","Jul 24, 2023","Jul 19, 2023",,Paperback,view,/book/show/57850471-longing-and-other-stories
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of the Sleeping Beauties and Other Stories,"Kawabata, Yasunari",4770029756,9784770029751,4770029756,148        pp,3.62,"8,277",1961,"Jan 09, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jul 15, 2023","Jul 19, 2023","Jul 15, 2023",,Paperback,view,/book/show/14032.House_of_the_Sleeping_Beauties_and_Other_Stories
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Cat, a Man, and Two Women","Tanizaki, Jun'ichirō",4770016050,9784770016058,4770016050,164        pp,3.76,"4,942",1936,"Jan 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jul 09, 2023","Jul 15, 2023","Jul 09, 2023",,Paperback,view,/book/show/34468.A_Cat_a_Man_and_Two_Women
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Book,"Cocteau, Jean",0872862380,9780872862388,0872862380,104        pp,3.82,931,1927,"Jan 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 07, 2023","Jul 09, 2023","Jul 07, 2023",,Paperback,view,/book/show/420816.The_White_Book
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Praise of Shadows,"Tanizaki, Jun'ichirō",,,,56        pp,4.03,"23,635",1933,"Dec 01, 1977",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jul 06, 2023","Jul 07, 2023","Jul 06, 2023",,Paperback,view,/book/show/34473.In_Praise_of_Shadows
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devils in Daylight,"Tanizaki, Jun'ichirō",0811224910,9780811224918,0811224910,95        pp,3.70,"1,435",1918,"Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jun 30, 2023","Jul 05, 2023","Jun 30, 2023",,Hardcover,view,/book/show/30347685-devils-in-daylight
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Psychodynamic Approach to Female Domination in BDSM Relationships: Sexuality Between Pleasure and Work,"Lugand, Nathalie",1032192925,9781032192925,,unknown,5.00,2,unknown,"Feb 22, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Dominant women are disturbing” says a woman interviewed by Nathalie Lugand for her book on femdom in hetero BDSM relationships. It’s not hard to see “Dominant women are disturbing” says a woman interviewed by Nathalie Lugand for her book on femdom in hetero BDSM relationships. It’s not hard to see why, given that dominant women refuse to follow one very simple patriarchal rule: men dominate & women submit. In the 19th century, psychiatrist Krafft-Ebing, who used to be the ultimate authority on perversions, believed that dominant women were “excessive and monstrous.” He couldn’t get over how much they deviated from the expected submissive nature of “normal women”. Nowadays, at least in theory, dominant women disturb traditional views about the correct power dynamics between men and women. Dominant men are, of course, dominant everywhere, but they keep their sadism strictly in the bedroom (according to some theories, sadism is - for ever and without exceptions - tied/roped/bound/chained&locked to dominance). Dom women, however, are believed to take their sadism into the bedroom, office, on the street, and at dinner parties, because femdom is seen as totalitarian and essentialist, in addition to being abnormal. What about feminism, you might ask. I want to tell you that feminists have the best answer; one that is both nuanced and fair to femdom. But, the truth is, feminists have a complicated relationship with femdom. There are ideological conflicts between team #sexpositivefeminism and team #feministsagainstbdsm. There is much to say about this, and you’ll have to read the book to learn more, but for now I’ll let you know that the author is on team sex positive feminism.Women who like to use whips, floggers, canes, paddles, riding crops and restraining equipment on men are not exactly models of femininity, gentleness, or submissiveness. Upending traditional gender roles is their favourite sport. But here is the problem: quality submissive men are hard to find. In more cases then you’d think, femdom is yet another practice where traditional power dynamics are mimicked. For example, in almost every submissive man’s mind, a great dominatrix is secretly a caring, empathic and emotional woman who is able to *act* dominant, hard, & indifferent *for him*. One common narrative is that a dominatrix is either a great sadotherapist, or a fantastic educator. But, maybe she’s both. Or maybe - and I can’t believe that this is controversial for some people - a dom woman is much more than her dominant side. Of course, for a Domme there is pleasure in staging, directing a scene, taking initiative, and maintaining control. But, hardly anyone wants to hear about the complexities of her desires. Too many submissive men are afraid of ruining their fantasy if they were to start seeing a Mistress as more human and less Goddess. What many want is a femdom that is focused on male needs and desires. In other words, a Domme is expected to create a fantasy environment for submissive men. But, this takes a lot of emotional & practical resources. Dommes will do it, but very few will do it for free. And instead of appreciating their effort and creativity, too many submissive men criticize pro-Dommes for being shrewd and financially exploiting men with unconventional desires. Nathalie Lugand is one of the few academics willing to discuss the laminated layers of stigma pro-Dommes face, such as the reinforcement of male economic power. And the cultural and sometimes ethnic or racial asymmetry. Many men who pay for pro-Domme services are white, relatively wealthy, and educated. For some, part of the thrill is to submit to women they view as socially, culturally and educationally inferior to them. Powerful men eroticising shame and powerlessness by submitting to vulnerable women is problematic in more ways than one. Add to this the requirement that the women will display sadism, superiority, indifference and distain flawlessly, and you’ll begin to see why pro-Domme sessions cost as much as they do. It is true that during the pandemic, and after, new forms of femdom, such as findom, began to be available mostly online, leading to a much greater variety of men clients, not just the privileged white. Nonetheless, in most cases, the power and authority are never really the woman’s. At the slightest misstep, the male client, or male partner, pushes her back to where her father and grandfather intended her to stay. But, one thing’s for sure: dominant women will always find new ways to take the power back. And they won’t mind being sadistic about it. I highly recommend this book. For me it was a 5/5 read....more",Notes are private!,0,1,1,"Jun 21, 2023","Jun 29, 2023","Jun 21, 2023",,Paperback,view (with text),/book/show/75351359-a-psychodynamic-approach-to-female-domination-in-bdsm-relationships
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Literature and Evil,"Bataille, Georges",0714503460,9780714503462,0714503460,208        pp,3.98,"1,360",1957,"Apr 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 10, 2023","May 17, 2023","May 10, 2023",,Paperback,view,/book/show/135444.Literature_and_Evil
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teleny or the Reverse of the Medal,"Wilde, Oscar",1595690360,9781595690364,1595690360,144        pp,3.65,"2,312",Dec 1893,"Mar 07, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 25, 2023","May 07, 2023","Apr 25, 2023",,Paperback,view,/book/show/17986.Teleny_or_the_Reverse_of_the_Medal
