,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Eric's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Lives,"Swanson, Peter*",0062980076,9780062980076,0062980076,320        pp,3.57,"37,354","Mar 15, 2022","Mar 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ingenious. This book takes as its inspiration Agatha Christie’s And Then There Were None. Nine people, who seemingly have nothing is common, each receIngenious. This book takes as its inspiration Agatha Christie’s And Then There Were None. Nine people, who seemingly have nothing is common, each receive a list containing their nine names.The trick of the book is that each of these people are developed as the seeming protagonist, so that when things…happen, the reader is taken by surprise. I won’t say more, other than that this is a well constructed crime thriller, as one would expect from Peter Swanson.As you read Swanson’s novels, an interconnected world takes shape. The Windward Resort, which appears in this novel, also figures in Swanson’s other books, as do certain characters....more",Notes are private!,0,6,2,"Feb 27, 2024not set","Mar 03, 2024not set","Feb 27, 2024",,Hardcover,view (with text),/book/show/58385688-nine-lives
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Running Man,"Bachman, Richard",0451197968,9780451197962,0451197968,317        pp,3.90,"133,153",May 1982,Aug 1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 22, 2024","Mar 24, 2024","Feb 22, 2024",,Paperback,view,/book/show/11607.The_Running_Man
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Love,"Link, Kelly",0812996585,9780812996586,0812996585,628        pp,3.54,"1,889","Feb 08, 2024","Feb 13, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 20, 2024","Apr 07, 2024","Feb 20, 2024",,Hardcover,view,/book/show/157981682-the-book-of-love
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Metal        (Mistborn, #7)","Sanderson, Brandon*",0765391198,9780765391193,0765391198,507        pp,4.48,"65,423","Nov 15, 2022","Nov 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"By far the best book of Mistborn Era 2. Also, the last book of Mistborn Era 2.What a rousing conclusion to what, to this point, had been a so-so seconBy far the best book of Mistborn Era 2. Also, the last book of Mistborn Era 2.What a rousing conclusion to what, to this point, had been a so-so second series. Emotionally devastating and satisfying too.Although it’s an ending, it’s also a springboard for further Mistborn and Cosmere stories to come.Three and a half stars for Era 2 overall, but five stars for this book....more",Notes are private!,0,0,1,"Feb 14, 2024","Feb 25, 2024","Feb 14, 2024",,Hardcover,view (with text),/book/show/23947089-the-lost-metal
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Until August,"García Márquez, Gabriel",0593801997,9780593801994,0593801997,144        pp,3.78,"7,231","Mar 06, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Hardcover,view,/book/show/199928404-until-august
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody Knows,"Harper, Jordan*",0316457914,9780316457910,0316457914,352        pp,3.79,"6,659","Jan 10, 2023","Jan 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very dark crime thriller.Can there be justice? I mean, for poor shlubs like you and me, sure. We’ll probably get what’s coming to us if we commit a A very dark crime thriller.Can there be justice? I mean, for poor shlubs like you and me, sure. We’ll probably get what’s coming to us if we commit a crime. But what about for people so rich and powerful as to be untouchable?This book may make you angry....more",Notes are private!,0,2,1,"Feb 03, 2024","Feb 11, 2024","Feb 03, 2024",,Hardcover,view (with text),/book/show/61030532-everybody-knows
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thistlefoot,"Nethercott, GennaRose*",059346883X,9780593468838,059346883X,448        pp,3.96,"18,112","Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A contemporary fantasy that mixes Slavic mythology, the lore of train-hopping American vagabonds, Jewish legends, and puppeteers. In the end, it’s a sA contemporary fantasy that mixes Slavic mythology, the lore of train-hopping American vagabonds, Jewish legends, and puppeteers. In the end, it’s a story about stories that have lives of their own. At just over 400 pages, it still seems so jam packed that it could have been 1000 pages and I would have liked it even more. There are so many tales and tales within tales within. My reason for giving it four rather than five stars is I couldn’t help but imagine this story as a much longer epic.You’ll think of Woody Guthrie. You’ll think of Pinocchio. You’ll think of Anatevka, the peaceful town in “Fiddler on the Roof” that is suddenly riven by a pogrom. You’ll think of every fairy tale you remember from childhood, acted out by puppets. You’ll think of Randall Flagg from the Stephen King novels. And Ray Bradbury’s fantasy and horror stories.To be honest, I wanted MORE of what this book offered in terms of story. I think Nethercott has a long epic like The Stand in her, and I’ll be there to read it when it comes....more",Notes are private!,0,3,1,Feb 2024,"Feb 11, 2024","Feb 01, 2024",,Hardcover,view (with text),/book/show/60018639-thistlefoot
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonderful Wizard of Oz,"Baum, L. Frank",1631060414,9781631060410,1631060414,170        pp,4.00,"453,199","May 17, 1900","Feb 27, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Jan 26, 2024",,Hardcover,view,/book/show/22676080-the-wonderful-wizard-of-oz
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince,"Machiavelli, Niccolò",0937832383,9780937832387,0937832383,144        pp,3.84,"337,598",1513,"Jul 13, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 26, 2024",,Paperback,view,/book/show/28862.The_Prince
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Vow You Break,"Swanson, Peter*",0062980033,9780062980038,0062980033,308        pp,3.52,"51,527","Mar 23, 2021","Mar 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Swanson is consistent and addictive.Without giving anything away — you know those trolls on the internet who paste laugh emoticons on all stories abouSwanson is consistent and addictive.Without giving anything away — you know those trolls on the internet who paste laugh emoticons on all stories about movies, TV shows, and books starring or created by women? Do you hate those assholes with a passion like I do? Then you’ll love the ending of this book....more",Notes are private!,0,3,1,"Jan 26, 2024","Jan 29, 2024","Jan 26, 2024",,Hardcover,view (with text),/book/show/54236119-every-vow-you-break
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Light Fantastic        (Discworld, #2; Rincewind, #2)","Pratchett, Terry",0061020702,9780061020704,0061020702,277        pp,4.00,"152,246",1986,"Feb 02, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After The Color of Magic, this is more of the same. Rincewind, Twoflower, and the Luggage run away from things. They meet and befriend a barbarian, liAfter The Color of Magic, this is more of the same. Rincewind, Twoflower, and the Luggage run away from things. They meet and befriend a barbarian, like in the first book. (This time it’s Cohen the Barbarian). I think it’s meant to be the second part of a two-part story, but it resembles a retread of the first book.Some clever lines and fun situations, though....more",Notes are private!,0,1,1,"Jan 26, 2024","Jan 30, 2024","Jan 26, 2024",,Mass Market Paperback,view (with text),/book/show/34506.The_Light_Fantastic
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Crippled God        (Malazan Book of the Fallen, #10)","Erikson, Steven*",0593046358,9780593046357,0593046358,921        pp,4.51,"29,808","Feb 15, 2011","Mar 21, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Four stars for the series overall.It’s a big shaggy dog of a story. I think Erikson got tired of some of the characters who were important earlier in Four stars for the series overall.It’s a big shaggy dog of a story. I think Erikson got tired of some of the characters who were important earlier in the saga. Or else he didn’t know how to fit them in meaningfully to the main plot. He also spent way too much time with some of the more tedious characters. And some of the plot points and character motivations were murky and ill-explained, and seemed to shift as the story evolved. When Erikson is being “deep” and “philosophical”, the story slows down. BUT all that aside, let’s get to what’s good, even great— the sheer inventiveness of the world and cosmos, the injection of new fantasy tropes, the variety and depth of the characters, the style of humor (when Erikson is funny, he’s very funny, and the humor is ribald and earthy). Erikson deserves all the credit he gets. I recommend the series wholeheartedly to people like me, who love to read long works, long fantasy epics in particular....more",Notes are private!,0,2,1,"Jan 20, 2024","Feb 18, 2024","Jan 20, 2024",,Hardcover,view (with text),/book/show/8447255-the-crippled-god
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before She Knew Him,"Swanson, Peter*",,,,309        pp,3.86,"58,986","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Before I read the last chapter, I thought I was going to rate this at three stars. The climax seemed too lurid and pulpy — full of the sort of faux psBefore I read the last chapter, I thought I was going to rate this at three stars. The climax seemed too lurid and pulpy — full of the sort of faux psychology we’ve read a hundred times. But the last chapter gave it the complexity the story was lacking, and gave justification to the title....more",Notes are private!,0,2,1,"Jan 18, 2024","Jan 25, 2024","Jan 18, 2024",,Hardcover,view (with text),/book/show/40390756-before-she-knew-him
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Every Fear,"Swanson, Peter*",0062427040,9780062427045,,384        pp,3.76,"33,004","Jan 10, 2017","Jan 10, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Peter Swanson is about as reliable as a thriller writer can be.,Notes are private!,0,1,1,"Jan 13, 2024","Jan 16, 2024","Jan 13, 2024",,ebook,view (with text),/book/show/29938032-her-every-fear
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kind Worth Killing        (Henry Kimball/Lily Kintner, #1)","Swanson, Peter*",0062267523,9780062267528,0062267523,320        pp,4.00,"187,826","Feb 03, 2015","Feb 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A great crime thriller worthy of James M. Cain. Just the right number of twists, including the one on the last page. Aaand…there’sa sequel, which is nA great crime thriller worthy of James M. Cain. Just the right number of twists, including the one on the last page. Aaand…there’sa sequel, which is next....more",Notes are private!,0,2,1,"Jan 03, 2024","Jan 06, 2024","Jan 03, 2024",,Hardcover,view (with text),/book/show/21936809-the-kind-worth-killing
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reckoning: The Murder of Christopher Marlowe,"Nicholl, Charles",0226580245,9780226580241,0226580245,413        pp,4.05,627,1992,"Jul 15, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nicholl sifts through documents to uncover the truth of the murder of Christopher Marlowe, Elizabethan playwright and poet.The official story is that Nicholl sifts through documents to uncover the truth of the murder of Christopher Marlowe, Elizabethan playwright and poet.The official story is that he was killed by an acquaintance over the bill for the dinner they’d just had. But further investigation into the documents, personalities, and political realities of the time lead Nicholl to believe the true explanation has more to do with the world of intelligence and espionage....more",Notes are private!,0,2,1,"Dec 31, 2023","Feb 18, 2024","Dec 31, 2023",,Paperback,view (with text),/book/show/18531.The_Reckoning
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with a Clock for a Heart,"Swanson, Peter*",0062267493,9780062267498,0062267493,289        pp,3.34,"16,855","Sep 10, 2014","Feb 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think if the book had ended twenty pages earlier, I may have given it five stars. The coda gave a twist that was quite frankly, unbelievable. I can I think if the book had ended twenty pages earlier, I may have given it five stars. The coda gave a twist that was quite frankly, unbelievable. I can see based on reading several Swanson books that his Achilles heel may be the creation of villainous plots that rely too heavily on the bad guy’s ability to flawlessly predict a long chain of unlikely events, most of which relies on the expected behavior of others. While it’s fun to read, it doesn’t really play fair with the reader.Anyway, I still recommend this book, which is a real page turner with loads of psychological and plot-based suspense....more",Notes are private!,0,1,2,"Dec 28, 2023not set","Dec 30, 2023not set","Dec 28, 2023",,Hardcover,view (with text),/book/show/17841564-the-girl-with-a-clock-for-a-heart
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Christmas Guest,"Swanson, Peter*",0063297450,9780063297456,0063297450,96        pp,3.64,"19,177","Sep 28, 2023","Oct 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is how it’s done. Short. Creepy. Seasonal. Loaded with atmosphere and a great twist (which I predicted, so I give myself a pat on the back). If yThis is how it’s done. Short. Creepy. Seasonal. Loaded with atmosphere and a great twist (which I predicted, so I give myself a pat on the back). If you’re looking for a great, quick Christmas mystery to read, this is it!...more",Notes are private!,0,4,1,"Dec 27, 2023","Dec 27, 2023","Dec 27, 2023",,Hardcover,view (with text),/book/show/83814905-the-christmas-guest
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Body Was,"Brubaker, Ed",1534398260,9781534398269,1534398260,144        pp,4.19,"1,334","Jan 16, 2024","Jan 16, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Five stars!Maybe the best graphic novel yet from Brubaker and Phillips. A set of interconnected stories in a small neighborhood, a murder plot, and a Five stars!Maybe the best graphic novel yet from Brubaker and Phillips. A set of interconnected stories in a small neighborhood, a murder plot, and a dead body. What more do you want?Very well constructed, compelling, and touching, with heartfelt ruminations about the nature of nostalgia, life, and love....more",Notes are private!,0,4,1,"Dec 13, 2023","Dec 13, 2023","Dec 13, 2023",,Hardcover,view (with text),/book/show/168386479-where-the-body-was
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Guest in the House,"Carroll, Emily",125025552X,9781250255525,125025552X,256        pp,4.07,"4,244","Aug 15, 2023","Aug 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A real page turner, although I don’t really get what’s supposed to have happened in the final image.",Notes are private!,0,3,1,"Dec 11, 2023","Dec 11, 2023","Dec 11, 2023",,Hardcover,view (with text),/book/show/61484875-a-guest-in-the-house
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reformatory,"Due, Tananarive*",1982188340,9781982188344,1982188340,576        pp,4.50,"11,191","Oct 31, 2023","Oct 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 08, 2023","Dec 25, 2023","Dec 08, 2023",,Hardcover,view,/book/show/62919847-the-reformatory
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Best Minds: A Story of Friendship, Madness, and the Tragedy of Good Intentions","Rosen, Jonathan",1594206570,9781594206573,1594206570,576        pp,4.12,"7,135","Apr 18, 2023","Apr 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a worthwhile book for a number of reasons. It’s an affecting memoir of a friendship. It’s a history of how we deal (or avoid dealing) with menThis is a worthwhile book for a number of reasons. It’s an affecting memoir of a friendship. It’s a history of how we deal (or avoid dealing) with mental illness in the United States. It’s a meditation on the line between genius and what we might call insanity. And it’s a true crime story.Ultimately, whether it resonates with you may come down to how you feel about the protagonist, Michael Laudor. He’s described as a genius who is brought low by his schizophrenia. He ends up murdering his pregnant fiancee after refusing medication, because he thinks she’s some kind of automaton who means him harm.In my opinion, “genius” isn’t just potential. It’s what you do with the potential. Creating great works or formulating great ideas. To me, Michael, even at his best, came off as entitled and arrogant, a “sensitive genius”, in the words of George Costanza, but one who never translated that “genius” into something lasting or beneficial. Your mileage may vary, though. I think this is a worthwhile book. It just wasn’t one of my favorites. ...more",Notes are private!,1,1,1,"Dec 04, 2023","Jan 10, 2024","Dec 04, 2023",,Hardcover,view (with text),/book/show/61724281-the-best-minds
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Share of Night,"Enríquez, Mariana",0451495144,9780451495143,0451495144,588        pp,4.30,"33,904","Nov 27, 2019","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Excellent. A favorite.,Notes are private!,0,0,2,"Dec 02, 2023not set","Jan 20, 2024not set","Dec 02, 2023",,Hardcover,view (with text),/book/show/61111034-our-share-of-night
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pop. 1280,"Thompson, Jim",0316403784,9780316403788,0316403784,231        pp,4.05,"10,886",1964,"Aug 05, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think up until the last twenty pages or so, this was set to be one of my all time favorite books.But then, by the end, I just couldn’t buy the way cI think up until the last twenty pages or so, this was set to be one of my all time favorite books.But then, by the end, I just couldn’t buy the way corrupt Sheriff Nick Corey was able to predict the other characters’ behavior. Behavior that he egged on for his own benefit as part of some kind of improvised scheme.Maybe I should be reading more into Nick’s words near the end of the book, and accept that he’s an agent of God sent to punish a bunch of poor schmoes for…being a bunch a poor schmoes, I guess? Sort of an agent of cosmic injustice? Maybe I should just accept the book as an allegory for the meaninglessness of life? I dunno.This book is funny, unpredictable, and entertaining, but in the end it offends my sense of storytelling logic. It doesn’t play fair with the reader. It seems as though Thompson wrote himself into a corner and then tried to play the story off as having some existential meaning. As if it’s something more than a lurid ten cent drugstore paperback. Believe me, I’m not above a lurid ten cents drugstore paperback, but c’mon!The book just doesn’t stick the landing....more",Notes are private!,0,0,1,"Nov 29, 2023",Dec 2023,"Nov 29, 2023",,Paperback,view (with text),/book/show/19161888-pop-1280
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fraud,"Smith, Zadie",0525558969,9780525558965,0525558969,464        pp,3.35,"17,296","Sep 05, 2023","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An historical novel that combines the literary word of Dickens and Thackeray (both of whom appear as characters), a famous Victorian court case in whiAn historical novel that combines the literary word of Dickens and Thackeray (both of whom appear as characters), a famous Victorian court case in which a butcher claimed to be the rightful inheritor of a noble family’s fortune, and struggles of race and gender. The viewpoint character is Eliza Touchet, a woman ahead of her time, as she navigates her world and these issues, and tries to make sense of them.In the end, she talks to a young Black man who makes her consider whether allowing time to resolve issues of social justice is enough, when all people are entitled to freedom and equality from birth. How is it just to be made to wait for these things? To have “given” to you what is already yours by rights? And a further complication: the young man’s perspective leaves the rights of women out of his equation.When the reader considers the 150 years since the characters consider these concerns in the story, and how little progress we’ve made since then — well, it’s troubling....more",Notes are private!,0,3,1,"Nov 27, 2023","Dec 03, 2023","Nov 27, 2023",,Hardcover,view (with text),/book/show/66086834-the-fraud
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flu Season - Acting Edition,"Eno, Will",0822220776,9780822220770,0822220776,72        pp,3.95,83,"Apr 01, 2004","Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A funny and sometimes poignant play with a lot of wordplay and non-sequitur, with observations about the unpredictable nature of life, and whether narA funny and sometimes poignant play with a lot of wordplay and non-sequitur, with observations about the unpredictable nature of life, and whether narrative art should imitate that unpredictability.I performed in it this year. A difficult play to pull off, but this director and cast did it justice....more",Notes are private!,0,1,1,Sep 2023,Sep 2023,"Nov 25, 2023",,Paperback,view (with text),/book/show/255094.The_Flu_Season_Acting_Edition
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Black Girl,"Harris, Zakiya Dalila*",1982160136,9781982160135,1982160136,357        pp,3.37,"76,900","Jun 01, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Four stars.Some books remain on your mind in the spaces of time when you’re not able to get back to them. This is one of those books. I’d say more, buFour stars.Some books remain on your mind in the spaces of time when you’re not able to get back to them. This is one of those books. I’d say more, but I’ll stay in my own lane and just tell you this one has a lot in it to think and talk about. And it has a certain propulsive energy that keeps you turning pages.Edit: Don’t let this book discourage you from reading Infinite Jest, which is great. (Yeah, I’m one of those apparently insufferable DFW fans)....more",Notes are private!,0,4,1,"Nov 02, 2023","Nov 17, 2023","Nov 02, 2023",,Hardcover,view (with text),/book/show/55711688-the-other-black-girl
