,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bob's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bible Is Not Enough: Imagination and Making Peace in the Modern World,"McKnight, Scot",1506488048,9781506488042,1506488048,91        pp,4.20,20,"Sep 12, 2023","Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Summary: In reaction to the embrace by American Christians of “humane” approaches to war and Christian nationalism, calls for an imaginative and improSummary: In reaction to the embrace by American Christians of “humane” approaches to war and Christian nationalism, calls for an imaginative and improvisational approach to living out the Bible’s vision of a peaceful world.This book reflects a response of Scot McKnight both to the rise of an aggressive Christian nationalism and an embrace of “humane” approaches to war through high tech precision weaponry. His concern is the embrace by American Christians, of ideas approving war both upon culture and our enemies abroad, justified by saving America for God. But where does the idea of the Bible not being enough come in? He argues that if instead we are to be people following the Prince of Peace, we need a new beginning that our political founding documents can’t offer. He writes:“The Bible offers some raw materials of a new beginning. But the Bible itself has been become [sic] another tool of the ‘humane.’ The audaciousness of the Bible has been tamed–tamed and then co-opted. All too often the Bible is weighed against itself, allowing extreme to mitigate extreme, sometimes even pushing the other end off the stage. But that is not how the Bible worked or works. The Bible did so because the times called for it. The Bible imagines a peaceful world and then insists upon improvisation to realize that peace” (pp. 5-6).McKnight then proceeds to assert that peace is fundamental to the Christian’s calling. God has made peace with us through Christ and made peace possible between opposing peoples through Christ, breaking down every human division. Peace shapes the vision of Christians for their lives in the world, calling forth imagination of new possibilities where peace has been absent. Peace calls us to improvise beyond the text of scripture to realize that vision in present day society. The remaining four chapters unpack McKnight’s thoughts of the shape of this imaginative improvisation on the Bible.First of all, he invites us to a prophetic Imagination. He elaborates the peaceful vision the prophets proclaimed describing the coming of God’s kingdom rule, longed for by Israel in exile, and later under Rome. The coming of Jesus represented a turning point where an imagined future becomes kingdom imagination. In Jesus, kingdom has come. But what kind of kingdom? It is one that precludes war in a call of discipleship lived for others, manifested in the righteousness of the Sermon on the Mount, wholehearted love for God, neighbors, and even enemies, and the cruciform life, a denial of self and sacrificiality for others.The kingdom imagination is an improvisational imagination. McKnight notes how the law of scripture shows marks of improvisation from wilderness to settlement and kingship to the ministry of Jesus and the life of the church. He addresses divorce law, for example and the laxity that often affected women adversely, the high standard uttered by Jesus, with the Matthean addition and Paul’s further exception. Thus African-American Christians improvised in envisioning their own liberation and so we might improvise in the pursuit of peace, presumably even against structures and ideas rooted in some formulation of biblical law (for example, the use of “just” or “humane” means in war). Finally, this improvisation arises from a peaceful imagination. It is an imagination that refuses to kill either Christian or non-Christian for the sake of the state, that takes up only the sword of enemy love, that imitates Christ in the way of peacemaking as a person of peace in every sphere.There is much that is compelling in what McKnight writes. The central idea of Jesus as the king of peace and what it means to be a person of peace as one of his followers is a defining character of what it means to call oneself Christian. This is how Christ’s kingdom works and grows. Justifying war or embracing culture war runs against all this. I found myself struggling at two points:One was, how far are we to be engaged in bringing in the peaceable kingdom? And how much awaits the return of Christ? Sometimes, it seems that McKnight was simply urging us to seek peace and pursue it to whatever extent we can, employing peaceful imagination (and I would argue that this may accomplish far more than we expect). At times, it felt he was suggesting nations act this way. It felt like he was trying to replace Christian nationalism with a Christianized state. Can the ethic of Christians and that of states in a fallen world be the same? If states are ordained to restrain evil by both punishing law-breakers and providing for defense from aggressors, can those who lead and enact these functions abdicate their responsibilities? And must Christians refuse any position, civil or military, where force must be ordered or exercised? I think McKnight would say yes. But this leaves others to do the “dirty work.” I would have liked for McKnight to have addressed these questions.I also wonder about his improvisational approach to the Bible. How would he differentiate his improvisational approach to the Bible from that of Christian nationalists? I think this language is actually not helpful. The Bible, rightly handled, is enough to persuade me that the call of Christians is a call to peace, to shalom. McKnight makes that point for me by pointing to biblical texts, not by improvisation. Applying those texts in daily life certainly does take a biblically informed imagination but I think the language of improvisation, of the Bible not being enough, is reckless, and might open doors McKnight and I would rather see remain closed.What McKnight challenges is our love of war and neglect of peace. If we are serious about Jesus, McKnight asks to what is our imagination devoted–to peace or to war, to defeating our enemies or loving them, to making one nation great, or proclaiming the Prince of Peace to the nations? And I would propose that the Bible is enough to answer that question.____________________Disclosure of Material Connection: I received a complimentary copy of this book from the publisher for ....more",Notes are private!,0,1,1,"Mar 11, 2024","Mar 19, 2024","Mar 11, 2024",,Hardcover,view (with text),/book/show/78302708-the-bible-is-not-enough
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eve Isn't Evil,"Parker, Julie Faith",1540965392,9781540965394,1540965392,224        pp,3.96,56,unknown,"Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Summary: Feminist readings of biblical texts involving women, mostly from the Hebrew Bible. with one chapter on the New Testament.I’ve benefited enormSummary: Feminist readings of biblical texts involving women, mostly from the Hebrew Bible. with one chapter on the New Testament.I’ve benefited enormously in recent years from scholarship from women re-assessing the ways mostly male interpreters have interpreted passages about women, often allowing those passages to be used to the harm of women. While I haven’t agreed with everything in these works, I’ve also been convinced in numerous instances that I’ve read and and taught these passages wrongly. That was the case for me with this new work by Julie Faith Parker. She takes a number of Old Testament stories and offers feminist interpretive insights arising from close exegetical reading and unpacks this in a highly engaging fashion, combined with stories ranging from work with prisoners in Sing-Sing to encountering sexism in pastoral circles.The title chapter offers a good example of the kind of insights arising from her work. She observes how Eve is often vilified in scripture in ways she believes unwarranted in the biblical account. She observes that Eve had yet to be created when the man had received the instruction not to eat of the tree (her response to the serpent might have reflected how he passed this along). Adam was with her (Genesis 3:6) accounting for the serpent’s use of the plural for “you” and Eve’s “we” in response. She notes that while the man blames both God and the woman, Eve tells the truth about the serpent and her own culpability, not blaming the man. Intriguingly, she observes that only the man (Genesis 3:23-24) is said to be banished from the garden–something that all the art I’ve seen of the expulsion of the first couple had obscured (she may well have left the garden to have children with Adam but only he is explicitly banished). Plainly, we vilify Eve more than the writer of Genesis does.At the same time, I think Parker valorizes Eve more than is warranted in the text when she writes:“She is a pioneering theologian who wrestles with the words of God. She is a thoughtful decision-maker who thinks before she acts. She is a curious seeker of knowledge who yearns to understand ethics so she can make her way in the world. She is the mythical mother of all discerning people” (p.22).I think this goes too far, and supports a narrative that her and Adam’s partaking of the fruit is a triumph rather than a tragedy, something to be celebrated rather than lamented. I also wonder how “discerning” it is to credit the words of a talking serpent more than what God has said, or Adam, who had apparently passed on God’s instruction, even if he stood mutely by. But Parker makes the case for me that Eve (and other women) should not be singled out as evil. Adam’s part in the story, if anything, is far more problematic. That tragedy is that through this episode, we all learned the evil of breaking trust and disobeying God, and all of us are implicated.Parker goes on to look at the family line of Abraham, the messed up character of this family, and how God affirms the worth of the women in these stories including Sarah and Hagar, Rebekah, Rachel and Leah. She challenges the ways we valorize Rahab, the sex worker, not unlike we do in Disney’s version of Pocahontas when both are faced with male conquest and slaughter. She notes the many women who function as prophets, although I would take exception to her valorizing the medium at Endor and including them in this company of women who speak for God. She challenges our understanding of Job’s wife and the statement “Curse God and die” when the Hebrew translated as “curse” is barak or “bless.” Could it be that this is a word of support rather than contempt?She mixes feminist reading of the Psalms (including wondering about all the others sinned against when David claims to have sinned against God alone in Psalm 51) with an account of hitch-hiking in Central America, getting a ride with a truckload of soldiers, and their own interpretation with guns drawn of “I lift my eyes to the hills.” She recounts her love of prisoners as she teaches the Bible in Sing Sing and her restrained approach to teach the Song of Songs in a room full of male prisoners.Her one chapter on the New Testament focuses on Jesus, her favorite feminist Jew. She notes the company of women who supported Jesus and ‘learned,” a word for disciple. We are reminded of Mary who gave him birth, who followed, and was with him at his death. We often disparage Martha but she is a diekonei or “minister” to Jesus. And, of course, women were the first witnesses to the resurrection. He also questions our portrayals of Mary Magdalene, observing that “Magdala” could mean “great.”“Curious, Like Eve” is a chapter of “excurses” from previous chapters. A number are fascinating, raising intriguing ideas. I do question the exegesis of Genesis 1 to support non-binary sexuality based on the use of merisms throughout the account (“evening and morning,” for example, include everything in between) to offer warrant for male and female also including everything in between. This seems to be an argument from silence whereas the so-called “clobber verses” do proscribe certain forms of sexual behavior, which include incest and bestiality, although they say nothing about sexual orientation or gender identity. Can we not affirm what scripture affirms without “clobbering”? Might we not tread carefully where scripture remains silent? I would affirm with the author that in all things, we emulate “the love, generosity, courage, compassion” we find in scripture.The book closes with two appendices. One on Bible Basics is a help to those trying to make sense of the Bible, and evidences the author’s deep love of the Bible. The other is an annotated bibliography for further study. Each chapter also includes reflection/discussion questions for personal or group use.I loved reading this author for her ability to translate textual study for the lay reader. I bet she is a great teacher. She continued my education as a white, cisgender male on reading scripture through women’s eyes. Even in the places where I wasn’t convinced or where I took exception, she made me think–always a gift.____________________Disclosure of Material Connection: I received a complimentary copy of this book from the publisher for ....more",Notes are private!,0,6,1,"Mar 10, 2024","Mar 17, 2024","Mar 10, 2024",,Paperback,view (with text),/book/show/134559739-eve-isn-t-evil
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers For the Judge,"Allingham, Margery",,,B0CHB7H6WR,296        pp,3.99,"2,623",Feb 1936,"Sep 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Summary: Campion is called in when a member of a publishing family disappears, only for him to be found dead in the firm’s vault, with all the evidencSummary: Campion is called in when a member of a publishing family disappears, only for him to be found dead in the firm’s vault, with all the evidence pointing toward younger cousin Mike as the murderer.Twenty years before Tom Barnabas, the nephew of the founder of Barnabas publishing house of London, just vanished one morning, literally seen one moment and gone the next, with no one around. Now, another family member has been missing several days. Paul Brande was expected to meet up with his wife Gina on a Friday night and the family learned of it at a party on Sunday when Gina mentioned it. This was not unusual for Paul, but as a precaution, they ask their family friend for Albert Campion for help.On Monday, a secretary goes to the vault to get papers for the eldest cousin, John Widdowson, and finds Paul lying dead by the door to the vault. It was discovered that he died of carbon monoxide poisoning. As Campion investigate, he finds a broken ventilator at the rear of the vault, exposed to the garage. A sooty tube is found nearby. A neighbor testifies that she had heard Mike’s car running on Friday evening, when it was established that Paul died.Attention begins to focus in on Mike, culminating at the coroner’s inquest. We learn that Gina and Paul were in an unhappy marriage and that their appointment on Friday was to discuss a divorce, which Gina could not pursue on her own. Earlier, Paul and Mike had been heard fighting, presumably about Gina, with whom Mike had been very friendly. During the early part of Friday evening, Mike claims that he was out walking, something he usually did not do. Then he returned to warm up his car to go out, interrupted by Gina wanting to go out because Paul had not come home. Also, on Sunday, Mike had gone down to the vault but said nothing about finding Paul’s body, even though it was found by the door of the vault. At the conclusion of the inquest Mike is arrested for the murder.Campion is not convinced although it appears others have good alibis. His attention focuses on an unpublished manuscript of a play by William Congreve, that forms a substantial part of the firm’s assets. Campion discovers that it is a facsimile. But what of the original? Could its absence be connected to the murder?And what of the the first man to disappear twenty years ago? He’s not an irrelevant plot detail (though not the murderer).I think this is one of the best Campions I’ve read so far, including an interesting couple of plot twists at the end, including a dramatic conclusion to Mike’s trial. It is interesting that in least in this story, Campion seems less a quirky presence and more of a detective than in previous stories. A good read!...more",Notes are private!,0,0,1,"Mar 07, 2024","Mar 14, 2024","Mar 07, 2024",,Kindle Edition,view (with text),/book/show/198599794-flowers-for-the-judge
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Strange Religion: How the First Christians Were Weird, Dangerous, and Compelling","Gupta, Nijay K.*",1587435179,9781587435171,1587435179,240        pp,4.54,123,unknown,"Feb 27, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Summary: Roman society thought Christians weird for both their beliefs and practices, and yet oddly compelling.The early Christians in Roman society wSummary: Roman society thought Christians weird for both their beliefs and practices, and yet oddly compelling.The early Christians in Roman society were weird. Strange. They weren’t trying to be. But their faith resulted in them standing apart from others in Roman society. Their beliefs and practices broke with religious conventions. Yet some found them strangely compelling and their movement kept growing. nijay K. Gupta transports us back to first and second century Roman culture to help us see why they were thought so strange.He breaks his study into four parts. The first shows how strange becoming Christian was. In Roman society, the gods just were, and there were lots of them. One didn’t choose to believe in a god so much as did the things to stay on good terms with the gods, pax deorum, or “peace with the gods.” There were regular practices to appease the gods. No one thought about friendship with the gods, just staying on their good side. Then Christians came along talking about believing–that there was one God, that Jesus came as the image of God in human flesh, and thus they made no images. Faith had both content and was personal–people trusted in God because of Jesus, saw them in a covenant friendship with God. What’s more, this Jesus who they worshipped as the image of God died a despised death on a Roman cross and his followers claimed that he physically rose and, because of this, they believed they would one day bodily be resurrected. Strange, huh? They also thought it was dangerous, not a religion but a superstition that could endanger the social order. It was innovative rather than ancient, ecstatic rather than ritualized, individual rather than corporate, and desperate, as in intense in devotion, rather than ritually effective.Then there was the matter of what they believed–unbelievable things! They believed in the supremacy of Jesus as Lord over all, not one of a company of gods. There was no smoke and blood of sacrifices but simply worship. Rather than believing in shrines and temples as “spiritual hot spots” to connect with the God, they believed themselves indwelt with God through the Holy Spirit, enabling them to worship and connect with God anywhere. Finally, they thought differently about time, not as an annual calendar of festivals to the gods, but in terms of what has been fulfilled in time and what is yet to be fulfilled–is it time yet?They were strange in how they gathered to worship–privately in houses rather than at appointed times in public at temples. It led to a lot of rumors. There was the language of family–brother and sister. Instead of priest, the were led by the head of the household, who presumably managed his own household well. And these gatherings broke social conventions with rich and poor, slave and free, men and women at table together. It was also a priestless gathering, with Christ their priest, whose sacrifice for them was remembered in the bread and cup of shared meals. They responded to him in offered lives, songs of praise, and prayers as he had taught them. All in these private household gatherings.Apart from the mystery cults, Romans didn’t want to get too close to their gods. By contrast, Christians sought to become like Christ, to imitate Christ. And what they imitated stood out. They sought to follow Christ in his humility, his love, righteousness, and purity–not qualities sought after by the Romans. The status-toppling life of Jesus from Son to despised servant who died upturned all social hierarchies, leading to a radical equality, as already noted. But Gupta pauses at this point to observe their imperfections. They fought and split. They did not protest the institution of slavery. and they slandered each other and spoke judgmentally, making statements that would later be used to justify anti-Semitism.So what made these strange people so compelling? Gupta speculates:“Some say it was the promise of immortality. Some say it was the networking savvy of spreading the religion in an organized across the whole empire. Some say it was the attraction of monotheism. Some say it was the teaching on morality. I am sure all of these are factors. But I can’t help but believe it was the people, the Christians themselves. In the first century a Roman encounter with Jesus was probably going to happen through a small community of Christians. This community had to be compelling.”One can’t help but reflect on the parallels and differences in our own social setting. It makes me wonder if we are thought strange and weird and dangerous and compelling in ways that reflect the gospel of the kingdom of Jesus. Are we thought strange because we impoverish ourselves to help those with even greater needs in our midst? Are we thought weird because renounce consumerism and unsustainable living on our planet as well as self-promotion for ways of hidden service? Are we thought dangerous because we challenge national pretensions to imperial greatness for the sake of the advance of God’s transnational kingdom, and because we welcome the “others” that our politicians consider dangerous? Are we thought compelling in a society of epic loneliness because we really function as family, especially for those who have none? What troubles me as I write this is that by and large, I don’t think these are the ways we are found to be strange, weird, and dangerous. And I wonder if we are found compelling in consequence?What strikes me in Gupta’s account is that the early believers weren’t trying to be strange, weird, dangerous, or compelling. They were struggling, imperfectly to be sure, to follow Jesus, to become like him. Their lives, their practices, including their transformed social relationships, were shaped by what they believed, by who they believed. And this makes me ask, quite simply, are we?____________________Disclosure of Material Connection: I received a complimentary copy of this book from the publisher for ....more",Notes are private!,0,4,1,"Mar 06, 2024","Mar 13, 2024","Mar 06, 2024",,Paperback,view (with text),/book/show/182093393-strange-religion
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wide Wide Sea: Imperial Ambition, First Contact and the Fateful Final Voyage of Captain James Cook","Sides, Hampton",0385544766,9780385544764,0385544766,432        pp,4.47,36,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2024",,Hardcover,view,/book/show/191746386-the-wide-wide-sea
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clete        (Dave Robicheaux, #24)","Burke, James Lee",0802163076,9780802163073,0802163076,336        pp,4.20,30,unknown,"Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2024",,Hardcover,view,/book/show/197525334-clete
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghosted: An American Story,"French, Nancy",0310367441,9780310367444,0310367441,288        pp,5.00,1,2024,"Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2024",,Hardcover,view,/book/show/180351905-ghosted
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Delicate Storm,"Blunt, Giles",0007115784,9780007115785,0007115784,unknown,3.74,"2,736","Jan 01, 2003","Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Summary: A gruesome murder in the woods is soon followed by another, leading to an international investigation, a terrorist plot from the ’70’s, and aSummary: A gruesome murder in the woods is soon followed by another, leading to an international investigation, a terrorist plot from the ’70’s, and a shrewd murderer on the loose, climaxed by an epic ice storm.The call comes for John Cardinal when a local living near the woods reports a gruesome discovery. His dog has retrieved a severed human arm. The investigators retrieve more parts traced back to a cabin where the body was hacked apart to be eaten by bears. It’s an American scouting out ice fishing possibilities. The Mounties, are called in, including a former nemesis of Cardinal’s.Meanwhile, Cardinal’s father’s heart condition is worsening. The one bright spot is a young woman doctor, Winter Cates, recently arrived and quickly embraced for her ability to connect with patients, including Cardinal’s father. Then she goes missing. Soon her naked body is found in the woods. That case goes to DeLorme, but they soon begin to wonder if the murders are connected. They wonder more when they discover a fifteen year old case of a woman murdered under similar circumstances, strangled with signs that made it look like she had been raped.The only evidence they have is that Cates’ murderer apparently sought her out to treat a gunshot wound, leaving signs of type AB blood in her office, but nothing else. Then Cardinal goes to New York where the first murder victim lived to learn that the supposed victim is very much alive and that the real victim is a former CIA agent using his identity. But what was he doing in Canada? And why are Canadian Security Intelligence Services making it hard to track down the story behind this man?While this is all going on, Cardinal is getting veiled death threats from a criminal he put away, due to be released from prison soon. They are coming to his home. A buried secret connected to the case is putting his family in jeopardy.Further clues from the case of the murdered CIA agent lead to Montreal and a terrorist plot that resulted in the death of a hostage in the 1970’s and a mysterious figure, Yves Grenelle, who disappeared after the death. Could Grenelle be the killer who has left three bodies in the forests of Algonquin Bay, perhaps under another identity? Who is he and why Algonquin Bay?An artist skilled in taking images and “aging” them gives DeLorme and Cardinal a clue to the identity of the killer, but there is not enough evidence to make an arrest, let alone convict, leading Cardinal to make a risky move to confront the suspected murderer amid a hundred year ice storm.DeLorme and Cardinal work well while respecting boundaries. But they clearly notice each other–she appreciating Cardinal’s maturity and integrity, he noticing her attractiveness. Then they are thrown together, sharing a hotel room but in separate beds, when DeLorme’s room is flooded and none are available. Nothing happens, except in Cardinal’s mind, as he struggled to sleep. It’s awkward, and we’re left wondering how the two will work it out. At least Cardinal doesn’t keep it secret from his wife.The book is one you don’t want to put down. There are threads left dangling for future books in the series. And having lived through ice storms with power outages, and frigid weather, Blunt captures the creeping dread one has in these kind of storms and the deeper frustration and ominous foreboding when one knows who a killer is but cannot find the way to prove it....more",Notes are private!,0,0,1,"Mar 04, 2024","Mar 12, 2024","Mar 04, 2024",,Paperback,view (with text),/book/show/896902.The_Delicate_Storm
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Being Here: Prayers for Curiosity, Justice, and Love","Tuama, Pádraig Ó",0802883478,9780802883476,0802883478,175        pp,4.65,26,unknown,"Jan 23, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Summary: A book of essays and prayers, including 31 days of readings and prayers, focused on being in communion with God as we seek to live lovingly aSummary: A book of essays and prayers, including 31 days of readings and prayers, focused on being in communion with God as we seek to live lovingly and justly in our own places.Pádraig Ó Tuama is an Irish poet-theologian invited for a writer-in-residence program at the Church of the Heavenly Rest in Manhattan during 2020. The essays, poems, and prayers of this book arose out of the pandemic and ensuing lockdowns of this annus horribilis. The work opens with this prayer that seemed to express the longings of many of us in that year: Turning to the light the light turns to us. Moving toward the source the source moves toward us. Holding on to hope hope holds on to us.The book opens with asking, “What is Prayer?” and answers “It’s not a passport to heaven. If anything, it’s a way of seeing here, a way, of being here.” After a short essay on the uses of the book, Pádraig Ó Tuama offers a fascinating essay on the Collect, a form he uses through the thirty-one days of prayer to follow. His most succinct summary is:AddressSay moreAsk one thingSay moreEndThen he practices that kind of succinctness over the 31 prayers and readings that follow. For each day, there is:Opening PrayerReading (drawn from literature)ScriptureSilenceCollect of the DayA Remembering PrayerThe opening prayer and remembering prayer are the same throughout. I found myself centering on different phrases each day. The prayers for generosity, encounter, stories, new beginnings and mutual confession in the opening are gathered up in this wonderful closing: “Because this is a way of living/That’s worth living daily.” Being here. The remembering prayer recalls the glory of our creation as very good as we look about our city and then “pray for our city/and for the cities we are” and that God would breathe renewal into us throughout our days and all their encounters. What a wonderful prayer to pray in the midst of Manhattan or any of our cities! Being here.Between the opening and remembering prayers were literary and scripture readings, a time for silence, and a collect, often thematically related. For example, from day 18, he pairs Elizabeth Barrett Browning’s Aurora Leigh, with its tale of dying aspirations and the call of Life, with Matthew 20:32, where Jesus asks the question “What do you want me to do for you?” He follows with this collect: Questioning Jesus, we do not always know what we want. Yet what we want can drive us even when we do not know it. Help us find the moments to come in contact with those deep drives so that we can be moved toward what will create and not destroy. Amen.The thirty one days follow the course of Jesus’s life from genealogy and birth to death and resurrection.The book concludes with several brief essays and poems including one on the power of stories during the author’s struggle with vertigo amid our collective disorientation of COVID, and one on the spirituality of conflict. There is also a thought-provoking essay on Mary questioning the ways we shroud her with a kind of saccharine piety when her life, and the life she bears, is a form of resistance to Rome. And he offers a wonderful prayer for times after pandemic, asking, “Help us help us/with the time needed for integration;/with the time needed for risk;/with the time for recovery/and honor and trying old things again/and trying new things again, too.”What Pádraig Ó Tuama brings us in these prayers is an invitation to be present both to Christ and to our lives, and the lives around us. Indeed, this is praying that opens our eyes to the presence of the unseen kingdom in our midst. Being here.____________________Disclosure of Material Connection: I received a complimentary copy of this book from the publisher for ....more",Notes are private!,1,3,1,Mar 2024,"Mar 11, 2024","Mar 01, 2024",,Hardcover,view (with text),/book/show/184965944-being-here
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slouching Towards Bethlehem: Essays,"Didion, Joan",,,B06XRSTBMN,256        pp,4.19,"67,267",1968,"Mar 21, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Summary: A collection of essays, most originally published as Saturday Evening Post articles describing Didion’s first years back in California, durinSummary: A collection of essays, most originally published as Saturday Evening Post articles describing Didion’s first years back in California, during the height of the hippie movement.I never read Joan Didion’s work while she was alive. Only in recent years have I developed a taste for essays, and as I read essayists, Didion’s name comes up repeatedly as a master of the craft. This work is her first non-fiction (she published a novel, Run, River, in 1963). This set of essays, most of which first appeared in The Saturday Evening Post, were mostly written between 1964-1967. These were her first years back in her home state of California after eight years of working for Vogue in New York City, to which she eventually returned.The essays capture the ethos of California in the mid-1960s, the mix of sunny optimism, the agricultural belt of the Sacramento Valley, where she grew up, the nervous lassitude of Los Angeles when the Santa Ana winds rise, and the outlaw fighter John Wayne after he “licked the Big C” the outlaw cells that had threatened his life when she was on set covering the making of The Sons of Katie Elder, Wayne’s 165th film. In stark contrast, she profiles Joan Baez and her Institute for the Study of Nonviolence. She describes Baez as “a personality before she was entirely a person, and, like anyone to whom that happens, she is in a sense the hapless victim of what others have seen in her, written about her, wanted her to be and not to be.”Her title essay, Slouching Towards Bethlehem, recounts her time in 1967 in Haight-Asbury during the “summer of love” where youth from all over the country flocked to San Francisco signaling an unraveling in the social fabric of the country, an inchoate longing. She describes the people she met, the flophouses like The Warehouse they lived, the prodigious use of drugs, and the do-gooders like Arthur Lisch with utopian visions who ended up caring for kids when they crashed, and the Zen alternatives to trips. Already, the demise of Haight was apparent to some.“Personals,” the second section collects articles with a more interior focus: her notebook keeping, thoughts on morality and self-respect (“Without it, one eventually discovers the final turn of the screw: one runs away to find oneself, and finds no one at home”). She reminds us of 1960’s monster movies and what is like to go home when it is no longer home.The final part, “Seven Places of the Mind” take us from Hawaii to Alcatraz to Newport and to her eight years in New York. The essay on Newport, “The Seacoast of Despair” gave voice to my own experience of the lavish mansions of a bygone age, sterile and sad. In New York, she describes the point at which she stopped believing in “new faces” and felt herself becoming increasingly estranged from the whole scene, rescued by her husband who took a six-month leave that turned into a long-term residence in California.There is so much of interest here. Didion masterfully crafts sentences and tells non-fiction stories. She is a keen observer of herself, the places where she visits or lives, and the times through which she was living. Whether profiling the famous or the unknown, like Comrade Laski of the Communist Party of the United States of America, she opens our eyes to both their individuality and the ways they serve larger than life roles as types.Some of us are at a point of reflecting back over our lives, and summing up what they’ve meant. These essays were a lens to consider at least a part of that life. I’m intrigued enough to read more of her insights on the times we have both traversed and how she made sense of them. It strikes me that we had so many dreams of changing the world and indeed, the world has changed, but not as we expected. I wonder if Didion was as surprised and unsettled as I find myself in looking at the the world sixty years later. Or did she indeed foresee the center that cannot hold and the beast slouching toward Bethlehem?...more",Notes are private!,0,4,1,"Feb 28, 2024","Mar 07, 2024","Feb 28, 2024",,Kindle Edition,view (with text),/book/show/36315211-slouching-towards-bethlehem
