,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Melissa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,767","Nov 23, 2021","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don’t remember the last time I loved a book of essays this much. I love hearing about Ann Patchett’s life, her family, things she’s done, her friendI don’t remember the last time I loved a book of essays this much. I love hearing about Ann Patchett’s life, her family, things she’s done, her friends, and especially any specific details about writing her novels. In my  for Dutch House, I wondered who in Ann Patchett’s life, is a type 1 diabetic. I know she much have one close to her. And now I know—it’s Tavia! And I know and care about who that is, because reading about her through Ann made me care about her. What skill, Ann Patchett has. She’s someone to emulate....more",Notes are private!,0,4,1,not set,"Jun 02, 2022","Jun 02, 2022",,Hardcover,view (with text),/book/show/56922687-these-precious-days
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,432","Aug 02, 2016","Aug 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 27, 2022","May 27, 2022",,Kindle Edition,view,/book/show/27362503-it-ends-with-us
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,590","May 01, 1989",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,5/18/22Couldn’t get into it. Maybe I’ll try again at another time.,Notes are private!,0,1,0,not set,not set,"May 18, 2022",,Paperback,view (with text),/book/show/28921.The_Remains_of_the_Day
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,663","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s hard to tell others what this book is about without making it sound rather boring, but what’s remarkable about The Dutch House is that it’s unputIt’s hard to tell others what this book is about without making it sound rather boring, but what’s remarkable about The Dutch House is that it’s unputdownable. The voice and characters are so vivid and my interest never waned. Even though it wasn’t hard to follow at all, when I was done, I went back to the beginning and read through the entire book again. I also love that this book made up for the type 1 diabetes inaccuracy that was in Bel Canto, which has the only occasion I can think of in a book where a character just has diabetes. She doesn’t die from it, it’s not the main thing about her, her getting diabetes isn’t even exactly a major plot point, beyond the people around here believing that Maeve’s loss of her mother had brought on the illness. The book mostly gets diabetes right. The only part where I didn’t think they exactly got it right was her going low at The Nutcracker, having a sugar of 38, eating glucose tablets and her eyes were clearing, and testing again and having a sugar of 42. Like, really? Glucose tabs brought her up 4 mg/dL and she’s feeling better? No way. Her sugar should have been, like, 72 when he tested her again. But whatever. It’s better than the musician in Bel Canto not having his insulin with him and letting himself die rather than taking the opportunity to go get the insulin then come back so he didn’t die, and instead dying what would have been a painful and horrific death. That was my least favorite part of Bel Canto. Dutch House was way better about diabetes and I’m curious what Ann Patchet’s experience with type 1 diabetes is.I only have two mild critiques. (view spoiler)[I didn’t like that, at the end when Danny is talking about his divorce from Celeste and how she didn’t want their house, that he reveals that he’d bought the house as a surprise gift for her, just like his father has bought the Dutch house for his mother, which was a wholly inappropriate gift for a woman who clearly believed that such largess was a sin, weighed against the poverty and suffering of others. How could Danny have made the exact same mistake? Yes, he’s like his father, but that was entirely too on-the-nose for me. And Danny, in his narration, fails to even put it together that this was the exact same thing his father did—how odd! Totally out of character. I also wish that we’d been given more with Andrea’s daughters and their relationship with Maeve so that the ending, when Bright is so thrilled to see Maeve again that she literally says something like, “I’ve missed you from the time you left until a few moments ago, when I saw you here.” I mean, that’s really intense. That’s some serious missing right there. Yes, Maeve was both kind to the girls and just a super cool person, but for me to buy that kind of missing, she would have had to fill some emotional need that Bright never got before and never got again. I didn’t see that, though. I just saw the old “cool babysitter/adoring kiddo” dynamic.  (hide spoiler)]Still, despite these small complaints that both came at the very end, great book. I’d kill for 1/10th of Ann Patchet’s talent and I will be reading all the rest of her books....more",Notes are private!,0,3,1,not set,"May 15, 2022","May 15, 2022",,Hardcover,view (with text),/book/show/44318414-the-dutch-house
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Who Have Never Known Men,"Harpman, Jacqueline",0380731819,9780380731817,0380731819,208        pp,4.24,"50,770",1995,"Jul 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 12, 2022","May 12, 2022",,Mass Market Paperback,view,/book/show/11996.I_Who_Have_Never_Known_Men
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Universal Harvester,"Darnielle, John*",0374282102,9780374282103,0374282102,214        pp,3.20,"17,675","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hard to follow, but ultimately satisfying in the end. However, I don’t think I’ll be reading any more books by this author. I’ve read all of the ones Hard to follow, but ultimately satisfying in the end. However, I don’t think I’ll be reading any more books by this author. I’ve read all of the ones he’s released so far, and just like I thought the Mountain Goats got corny in the early aughts once the sound got uber-professional and I stopped listening, I’ve had my taste of JD s as an author and now I’m done. He’s good, he’s got some great lines and lots of pathos, but as far as story telling structure goes, I find his work to be frustrating. Especially Devil House, that book (if it really does end where the library’s audio version ended, which was suddenly at the end of part 12 with no musical outro or anything). I think his first book (Wolf in White Van) was best, this is second best, and Devil House the worst (though, again, perhaps I simply didn’t receive the end)....more",Notes are private!,0,1,1,not set,"May 10, 2022","May 10, 2022",,Hardcover,view (with text),/book/show/29939268-universal-harvester
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People We Meet on Vacation,"Henry, Emily*",1984806750,9781984806758,1984806750,364        pp,3.88,"1,131,516","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyable romance with some scenes I find very endearing. The end didn’t really do it for me because there really wasn’t anything keeping them apart tEnjoyable romance with some scenes I find very endearing. The end didn’t really do it for me because there really wasn’t anything keeping them apart to overcome at the end. It felt melodramatic since there was no real conflict to speak of. But that’s okay, I still liked it and am glad others do as well....more",Notes are private!,0,1,1,not set,"May 07, 2022","May 07, 2022",,Paperback,view (with text),/book/show/54985743-people-we-meet-on-vacation
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad with Money: The Imperfect Art of Getting Your Financial Sh*t Together,"Dunn, Gaby*",1501176331,9781501176333,1501176331,304        pp,3.51,"2,245","Jan 01, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think the best way to describe this book would be “enjoyable but completely useless.” Also, I think an owl totally could have caused the injuries thI think the best way to describe this book would be “enjoyable but completely useless.” Also, I think an owl totally could have caused the injuries that the woman in true crime documentary series “The Staircase” died from. Not that they ever mentioned that possibility in the documentary—not sure why Gaby threw that in this book. She’s like, “No way an owl did that!” But since they never suggested that as an option, anyone who watched that series would be like WTF. I didn’t even know that was a thing people said about that case, but I mentioned to my partner while we watched it, “It could have been a bird that did that.” Now I’ve googled it and it turns out I’m not the only one who thought that, so thanks Gaby Dunn. Also, you are delightful and I love you even though this book doesn’t do anything for me....more",Notes are private!,0,3,1,not set,"May 03, 2022","May 05, 2022",,Paperback,view (with text),/book/show/38532177-bad-with-money
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Please Send Help        (I Hate Everyone But You, #2)","Dunn, Gaby*",1250216532,9781250216533,1250216532,320        pp,3.77,"1,396","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I quite enjoyed this!,Notes are private!,0,1,1,not set,"Apr 29, 2022","Apr 29, 2022",,Hardcover,view (with text),/book/show/41150429-please-send-help
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Talents        (Earthseed, #2)","Butler, Octavia E.",0446610380,9780446610384,0446610380,448        pp,4.31,"59,273",1998,"Nov 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 27, 2022","Apr 28, 2022",,Mass Market Paperback,view,/book/show/60932.Parable_of_the_Talents
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Working on a Song: The Lyrics of HADESTOWN,"Mitchell, Anaïs",,,B07Z2QSW2P,259        pp,4.57,"1,907","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book really helped me appreciate the musical version of the songs in Hadestown. I loved the CD version when it was first out, and for years afterThis book really helped me appreciate the musical version of the songs in Hadestown. I loved the CD version when it was first out, and for years after I used to play songs from it for others—especially “Wedding Song” and “Why Do We Build the Wall.” It’s been difficult to me to switch to thinking of it as a musical and to switch to the musical’s versions of the songs. But this book has helped me appreciate the transformation these songs underwent. I bought tickets to see the musical in SF and I couldn’t be more excited about it. Of course I’m glad so many more people now appreciate these songs and for it to be so successful, but it’s always a little weird when some lesser-known thing I’m super into gets huge. I still think the album version of “Wedding Song” with Justin Vernon is perfection—a beautiful romantic song that reminds me of a guy I used to know who charmed everyone with song and musicality and drifted though life by being that way. I don’t even know if that guy still makes music but he was the Orpheus-est motherfucker I ever met and I’ve known a lot of music types. I always imagined him singing the song, he also had the best voice song with an innate ability to play every instrument. Some people get all the gifts, I tell you. Anyway… listen to the audio version of this book, man Anais is one hell of a performer and songwriter. ...more",Notes are private!,0,0,1,not set,"Apr 23, 2022","Apr 28, 2022",,Kindle Edition,view (with text),/book/show/48911077-working-on-a-song
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Saw Me Coming,"Kurian, Vera*",0778311554,9780778311553,0778311554,400        pp,3.63,"32,431","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t care for this book. Here’s why:1. It was boring. Took me forever to finish reading it.2. (view spoiler)[The killer ended up being a characterI didn’t care for this book. Here’s why:1. It was boring. Took me forever to finish reading it.2. (view spoiler)[The killer ended up being a character we didn’t care about. A character that was obviously introduced only to be the killer. And it felt that way. When the twin sisters were introduced, I said to myself, “These two must be red herrings because they were so obviously introduced to make the audience suspect them, so I wonder who the actual killer will be.” But then one of them ended up actually being the killer. Lame lame lame lame lame.<\spoiler> (hide spoiler)]...more",Notes are private!,0,0,1,not set,"Apr 19, 2022","Apr 19, 2022",,Hardcover,view (with text),/book/show/56383038-never-saw-me-coming
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Saving Rachel        (Donovan Creed, #3)","Locke, John",1440172447,9781440172441,1440172447,156        pp,3.41,"4,997",2009,"Nov 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 09, 2022","Apr 09, 2022",,Hardcover,view,/book/show/7749041-saving-rachel
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Remember You,"Sigurdardottir, Yrsa",1444738496,9781444738490,1444738496,391        pp,3.84,"11,430",2010,"Oct 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 07, 2022","Apr 09, 2022",,Paperback,view,/book/show/15852019-i-remember-you
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"2,167,064",2018,"Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very enjoyable even though there was unrealistic dialogue and metaphors that made me cringe by being so cliché and not evocative of this PARTICULAR stVery enjoyable even though there was unrealistic dialogue and metaphors that made me cringe by being so cliché and not evocative of this PARTICULAR story. Still, I mean, it’s a hard book not to like. Draws you right in, pulls your right through, doesn’t let you down in the end....more",Notes are private!,0,1,1,not set,"Apr 03, 2022","Apr 03, 2022",,Hardcover,view (with text),/book/show/40097951-the-silent-patient
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Craft in the Real World: Rethinking Fiction Writing and Workshopping,"Salesses, Matthew*",1948226804,9781948226806,1948226804,256        pp,4.48,"2,057","Jan 19, 2021","Jan 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Apr 2022,"Apr 02, 2022",,Paperback,view,/book/show/55155120-craft-in-the-real-world
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Needful Things,"King, Stephen*",,,,790        pp,3.97,"252,312",Oct 1991,1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Stephen King is not for me. I’m not his audience and that’s fine. To me, the opening where someone is talking directly to us, making observations abouStephen King is not for me. I’m not his audience and that’s fine. To me, the opening where someone is talking directly to us, making observations about the people in town we’re seeing, is annoying and I don’t like it. It almost made me put the book down. Personally, I would have cut everything about the Baptists and Catholics fighting about gambling. It’s a long book and ultimately I don’t think any of that was necessary. I don’t hate the concept of the book, but I find King’s approach to be cartoonish and overly cinematic, like “This would be good for when they make this into a movie.” Have they made this one into a movie yet? Probably, idk. Sometimes Leland Gaunt would be literally tapping his fingers together, laughing an evil laugh, and plotting to himself—what a cartoon! Omg. So… the book was not for me. It’s also easy for me to look back at this book that came out in 1991 and be totally disgusted by the way King throws rape around as some kind of humorous metaphor and makes the women disgusting, slavishly fighting over who gets to fuck Elvis Presley all day, shit like that. A lot has changed these past 30 years, including, I’ll bet, Stephen King himself. When you know better, you do better. I also recognize that much of what I view as cartoonish cliché was, in fact, made that way by King’s popularizing it so successfully. So I’m not putting the book down (literally or metaphorically), I’m just saying, it wasn’t for me. Props to him for killing the dog, though. I love dogs but I hate this modern idea that it’s not okay to kill the dog in a story. Everyone is fair game for murder, I say. To me, killing a chicken is equally as bad. So good on you, Stephen, kill the fictional dog....more",Notes are private!,0,3,1,not set,"Mar 30, 2022","Mar 30, 2022",,Paperback,view (with text),/book/show/107291.Needful_Things
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homesick for Another World,"Moshfegh, Ottessa",0399562885,9780399562884,0399562885,294        pp,3.63,"32,776","Jan 12, 2017","Jan 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These were interesting short stories, even if they were full of bad breath and puking, but most of the time, at the end, I felt like, well, how does iThese were interesting short stories, even if they were full of bad breath and puking, but most of the time, at the end, I felt like, well, how does it end?? This is may be a me problem. I often think that about critically acclaimed short stories. I feel like I should understand what the fuck that story was about after I’m done, and I rarely do. Now I shall begin the spoiler portion of my .(view spoiler)[For instance, in the last story, “A Better Place”—does Urzula kill Jarek Joskolka, or doesn’t she? Presumably, she is, in fact, a human from Earth, but then why did she know that name? Is it so wrong for me to feel cheated out of not ever learning what’s so bad about this man and what happens at the end? Is this a flaw on my part, being disappointed with not knowing? Also, why did the man in the car in “The Locked Room” stop and yell at the narrator to climb back into the room? Who was that? What business of his was it? What was the point of this story? What was the point of any of these stories? And in “The Beach Boy,” what happened at the end? The beach boy had some kind of magical aura or some shit? Why and so what? Had Marcia actually gotten on with a beach boy? I seriously doubt it, don’t you? Maybe it wasn’t even a beach boy, who knows? Maybe it was the tour guide, or a waiter or something. Why on earth would John assume it was a beach boy? I was really hoping there’d be some resolution, something to either let us and John find out what actually happened, or, idk, just something. In real life he’d likely not ever find out, but I didn’t get the bit at the end with the drunkenness and the almost-drowning. Was it that John wanted the company of a beach boy and couldn’t get it, or something? I really have no clue.  (hide spoiler)]I’m going to flip third this book and reread/skim it and see if I can make sense of anything. I’m probably just an idiot who doesn’t actually understand short stories. Maybe this is why I’ve never won a short story contest and also I’ve only had flash fiction short stories accepted into publication. Maybe I should give up writing literary work at all because I’m too stupid and don’t understand it and am usually unsatisfied by it. Then again, there are short stories I don’t don’t feel that way about. I love Carmen Maria Machado’s book of short stories. I enjoyed James McBride’s short story book, though not as much as his novels at all. Maybe it’s a certain oblique modern style that’s favored these days but not THE ONLY WAY. I really did enjoy the stories, I just was disappointed at the end of every single one. I’m always looking for a goddamned point, does that make me small-minded and narrow? Probably it does....more",Notes are private!,0,1,1,not set,"Mar 25, 2022","Mar 25, 2022",,Hardcover,view (with text),/book/show/30079724-homesick-for-another-world
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devil House,"Darnielle, John*",0374212236,9780374212230,0374212236,416        pp,3.23,"13,675","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 20, 2022","Mar 20, 2022",,Hardcover,view,/book/show/57693663-devil-house
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Game Changer,"Shusterman, Neal*",0061998672,9780061998676,0061998672,400        pp,3.69,"7,652","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 16, 2021","Mar 16, 2022",,Hardcover,view,/book/show/50357937-game-changer
