,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lindsay's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That's Bright and Gone,"Nellums, Eliza*",1643852388,,B07PG9XT43,247        pp,3.73,"1,663","Dec 10, 2019","Dec 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2019",,Kindle Edition,view,/book/show/44552943-all-that-s-bright-and-gone
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,"Alexander, Michelle",1620971933,9781620971932,1620971933,352        pp,4.52,"108,092","Jan 05, 2010","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2019",,Paperback,view,/book/show/25898577-the-new-jim-crow
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If I Was Your Girl,"Russo, Meredith*",1250078407,9781250078407,1250078407,280        pp,3.98,"40,039","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2019",,Hardcover,view,/book/show/26156987-if-i-was-your-girl
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apeirogon,"McCann, Colum*",1400069602,9781400069606,1400069602,463        pp,4.25,"21,707","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2019",,Hardcover,view,/book/show/50185600-apeirogon
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Very Large Expanse of Sea,"Mafi, Tahereh",0062866567,9780062866561,0062866567,310        pp,4.09,"61,671","Oct 16, 2018","Oct 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 30, 2023","Jan 07, 2024","Dec 07, 2019",,Hardcover,view,/book/show/38720939-a-very-large-expanse-of-sea
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jackpot,"Stone, Nic*",1984829629,9781984829627,1984829629,345        pp,3.99,"6,190","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2019",,Hardcover,view,/book/show/43744298-jackpot
717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heroine,"McGinnis, Mindy*",0062847198,9780062847195,0062847198,419        pp,4.27,"11,704","Mar 12, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2019",,Hardcover,view,/book/show/40536342-heroine
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monday's Not Coming,"Jackson, Tiffany D.*",0062422693,9780062422699,,448        pp,4.25,"51,549","May 22, 2018","May 22, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2019","Dec 20, 2019","Dec 07, 2019",,ebook,view,/book/show/35068534-monday-s-not-coming
719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golden Arm,"Deuker, Carl*",0358012422,9780358012429,0358012422,368        pp,4.01,628,"Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2019",,Hardcover,view,/book/show/44228579-golden-arm
720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hooper,"Herbach, Geoff",0062453114,9780062453112,0062453114,326        pp,4.14,724,"Feb 20, 2018","Feb 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2019",,Hardcover,view,/book/show/35230716-hooper
721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foul Trouble,"Feinstein, John",0375869646,9780375869648,0375869646,400        pp,4.26,"1,088","Nov 01, 2013","Nov 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2019",,Hardcover,view,/book/show/17133349-foul-trouble
722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day: The Extraordinary Story of an Ordinary 24 Hours in America,"Weingarten, Gene",0399166661,9780399166662,0399166661,384        pp,3.94,"3,340","Oct 22, 2019","Oct 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2019",,Hardcover,view,/book/show/44525300-one-day
723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poet X,"Acevedo, Elizabeth*",,,B0727TNBDH,368        pp,4.39,"127,382","Mar 06, 2018","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2020","Apr 14, 2020","Dec 07, 2019",,Kindle Edition,view,/book/show/33294200-the-poet-x
724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Tender Land,"Krueger, William Kent*",1476749299,9781476749297,1476749299,450        pp,4.39,"176,998","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2019",,Hardcover,view,/book/show/25813942-this-tender-land
725,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miles Morales: Spider-Man,"Reynolds, Jason",148478748X,9781484787489,148478748X,261        pp,3.91,"7,876","Aug 01, 2017","Aug 01, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While this book wasn’t horrible or anything, I’m bummed it wasn’t better because I was expecting more. I love a lot of Jason Reynolds’s work—he makes While this book wasn’t horrible or anything, I’m bummed it wasn’t better because I was expecting more. I love a lot of Jason Reynolds’s work—he makes me think and feel, but this book didn’t really make me do either of those things. I love the idea of re-casting Spider-Man as Puerto Rican Miles Morales, but this book just wasn’t very exciting at all and felt like more I’d a middle-grade book than I hoped. The villain? Meh. The internal conflicts? Meh. The love story? Meh. The Korean roommate-side kick? Not nearly as funny as I’d hope. I do plan to add this to my classroom library and hope it speaks louder and better to some of the readers in my room than it did to me. I’m guessing a few of the guys and Marvel junkies may really like it. ...more",Notes are private!,0,0,1,"Feb 05, 2020","Feb 20, 2020","Dec 06, 2019",,Hardcover,view (with text),/book/show/32793053-miles-morales
726,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Firefly Lane        (Firefly Lane, #1)","Hannah, Kristin*",,,,499        pp,4.17,"391,344","Feb 05, 2008","Jan 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2019",,Paperback,view,/book/show/3524297-firefly-lane
727,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shutterbabe,"Kogan, Deborah Copaken",1840185953,9781840185959,1840185953,272        pp,3.99,"1,706",2001,"Apr 25, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2019",,Paperback,view,/book/show/127503.Shutterbabe
728,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Final Four,"Volponi, Paul*",0670012645,9780670012640,0670012645,256        pp,4.01,"1,679","Mar 01, 2012","Mar 01, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 28, 2019","Dec 07, 2019","Nov 28, 2019",,Hardcover,view,/book/show/11699202-the-final-four
729,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Undying,"Boyer, Anne*",,,,320        pp,4.17,"4,703","Sep 17, 2019",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Paperback,view,/book/show/40664707-the-undying
730,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life","Wong, Ali*",052550883X,9780525508830,052550883X,240        pp,3.85,"92,729","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Hardcover,view,/book/show/44600621-dear-girls
731,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things We Didn't Talk About When I Was a Girl: A Memoir,"Vanasco, Jeannie*",1947793454,9781947793453,1947793454,360        pp,3.91,"2,916","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Hardcover,view,/book/show/43811321-things-we-didn-t-talk-about-when-i-was-a-girl
732,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underland: A Deep Time Journey,"Macfarlane, Robert*",0393242145,9780393242140,0393242145,496        pp,4.23,"17,628","May 02, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Hardcover,view,/book/show/41817481-underland
733,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Know My Name,"Miller, Chanel",0735223718,9780735223714,,384        pp,4.71,"199,560","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an incredibly important, powerful book.",Notes are private!,0,1,1,"Aug 09, 2021","Aug 17, 2021","Nov 28, 2019",,ebook,view (with text),/book/show/50196744-know-my-name
734,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queenie,"Carty-Williams, Candice*",,,,330        pp,3.86,"142,188","Mar 19, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Hardcover,view,/book/show/36586697-queenie
735,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleishman Is in Trouble,"Brodesser-Akner, Taffy",0525510877,9780525510871,0525510877,373        pp,3.64,"81,618","Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Hardcover,view,/book/show/41880602-fleishman-is-in-trouble
736,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ninth House        (Alex Stern, #1)","Bardugo, Leigh*",1250313074,9781250313072,1250313074,461        pp,4.03,"305,638","Oct 08, 2019","Oct 08, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2023","Mar 17, 2023","Nov 28, 2019",,Hardcover,view,/book/show/43263680-ninth-house
737,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chain,"McKinty, Adrian",031653126X,9780316531269,031653126X,357        pp,3.80,"118,331","Feb 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Hardcover,view,/book/show/42779092-the-chain
738,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Reasons End,"Li, Yiyun",198481737X,9781984817372,198481737X,170        pp,3.75,"5,056","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Hardcover,view,/book/show/40147915-where-reasons-end
739,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Topeka School,"Lerner, Ben",0374277788,9780374277789,0374277788,282        pp,3.50,"25,796","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Hardcover,view,/book/show/43565369-the-topeka-school
740,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Need,"Phillips, Helen*",1982113162,9781982113162,1982113162,272        pp,3.16,"15,184","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Hardcover,view,/book/show/42201850-the-need
741,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Dream House: A Memoir,"Machado, Carmen Maria*",,,,264        pp,4.43,"124,512","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2019",,Hardcover,view,/book/show/42188604-in-the-dream-house
742,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Pretender: The Undercover Mission That Changed Our Understanding of Madness,"Cahalan, Susannah*",1538715287,9781538715284,1538715287,382        pp,3.64,"11,528","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2019",,Hardcover,view,/book/show/44287149-the-great-pretender
743,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brain on Fire: My Month of Madness,"Cahalan, Susannah*",145162137X,9781451621372,145162137X,250        pp,4.08,"219,142","Nov 13, 2012","Nov 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2019",,Hardcover,view,/book/show/13547180-brain-on-fire
744,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kid Food: The Challenge of Feeding Children in a Highly Processed World,"Siegel, Bettina Elias*",0190862122,9780190862121,0190862122,320        pp,4.04,351,"Oct 04, 2019","Nov 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2019",,Hardcover,view,/book/show/44244947-kid-food
745,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Love,"Tung, Debbie*",1449494285,9781449494285,1449494285,137        pp,4.29,"20,337","Jan 01, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2019",,Hardcover,view,/book/show/39296114-book-love
746,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Starless Sea,"Morgenstern, Erin*",038554121X,9780385541213,038554121X,498        pp,3.86,"203,438","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2019",,Hardcover,view,/book/show/43575115-the-starless-sea
747,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to See Here,"Wilson, Kevin*",0062913484,9780062913487,,288        pp,3.96,"183,998","Oct 29, 2019","Oct 29, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 22, 2022","Feb 26, 2022","Nov 11, 2019",,ebook,view,/book/show/42519313-nothing-to-see-here
748,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators","Farrow, Ronan",0316486639,9780316486637,0316486639,448        pp,4.41,"96,899","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2019",,Hardcover,view,/book/show/53011908-catch-and-kill
749,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Booked        (The Crossover, #2)","Alexander, Kwame",0544570987,9780544570986,0544570987,314        pp,4.18,"18,555","Apr 05, 2016","Apr 05, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 31, 2019","Nov 09, 2019","Oct 31, 2019",,Hardcover,view,/book/show/25897953-booked
750,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erotic Stories for Punjabi Widows,"Jaswal, Balli Kaur*",0062645110,9780062645111,0062645110,298        pp,3.93,"100,696","Mar 09, 2017","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2019",,Paperback,view,/book/show/35397025-erotic-stories-for-punjabi-widows
751,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Odes,"Olds, Sharon",1911214063,9781911214069,1911214063,118        pp,3.96,"1,040","Sep 08, 2016","Sep 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2019",,Paperback,view,/book/show/28936183-odes
752,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Over the Top: A Raw Journey to Self-Love,"Van Ness, Jonathan",0062906402,9780062906403,,6        pp,4.19,"65,518","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2019",,Audiobook,view,/book/show/41824023-over-the-top
753,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Less People Know About Us: A Mystery of Betrayal, Family Secrets, and Stolen Identity","Betz-Hamilton, Axton",1538730286,9781538730287,1538730286,320        pp,3.89,"7,141","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2019",,Hardcover,view,/book/show/44024451-the-less-people-know-about-us
754,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0593187989,9780593187982,0593187989,384        pp,4.39,"2,989,484","Aug 14, 2018","Oct 22, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 20, 2020","Mar 06, 2020","Oct 22, 2019",,Hardcover,view,/book/show/51101332-where-the-crawdads-sing
755,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dreamers,"Walker, Karen Thompson*",0812984668,9780812984668,0812984668,336        pp,3.63,"40,804","Jan 15, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2019",,Paperback,view,/book/show/45694422-the-dreamers
756,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Makes Me Wanna Holler: A Young Black Man in America,"McCall, Nathan",0679740708,9780679740704,0679740708,448        pp,4.16,"5,661",1994,"Jan 31, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2019",,Paperback,view,/book/show/52470.Makes_Me_Wanna_Holler
757,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watchmen,"Moore, Alan*",1779501129,9781779501127,1779501129,414        pp,4.38,"558,092",1987,"May 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2019",,Paperback,view,/book/show/45883646-watchmen
758,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Soldiers,"Finkel, David",0374165734,9780374165734,0374165734,287        pp,4.22,"8,395",2009,"Sep 15, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading this book I quickly realized I knew next to nothing about the war in Iraq. Now, after this powerful, exhausting read I feel much more knowledgReading this book I quickly realized I knew next to nothing about the war in Iraq. Now, after this powerful, exhausting read I feel much more knowledgeable and much much more sad. Great journalism. War is not kind. ...more",Notes are private!,0,1,1,"Oct 03, 2019","Oct 30, 2019","Oct 02, 2019",,Hardcover,view (with text),/book/show/6633912-the-good-soldiers
759,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King of King Court,"Dandro, Travis",1770463593,9781770463592,1770463593,464        pp,3.86,501,"Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2019",,Paperback,view,/book/show/41940317-king-of-king-court
760,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,695","Sep 24, 2019","Sep 24, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 09, 2021","Jun 05, 2021","Sep 24, 2019",,Hardcover,view,/book/show/44318414-the-dutch-house
761,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Akin,"Donoghue, Emma*",,,,352        pp,3.68,"15,722","Sep 03, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2019",,Hardcover,view,/book/show/43209291-akin
762,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red at the Bone,"Woodson, Jacqueline*",0525535276,9780525535270,0525535276,196        pp,3.98,"78,230","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2019",,Hardcover,view,/book/show/43697186-red-at-the-bone
763,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How It Always Is,"Frankel, Laurie*",1250088569,9781250088567,1250088569,336        pp,4.28,"189,898","Jan 04, 2017","Jan 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2019",,Paperback,view,/book/show/34275215-this-is-how-it-always-is
764,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers in the Attic,"Andrews, V.C.",,,,390        pp,3.85,"213,392",1979,"Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2019",,Paperback,view,/book/show/44451908-flowers-in-the-attic
765,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,"Doughty, Caitlin",039365270X,9780393652703,039365270X,200        pp,4.13,"41,001","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2019",,Hardcover,view,/book/show/43785830-will-my-cat-eat-my-eyeballs-big-questions-from-tiny-mortals-about-death
766,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testaments        (The Handmaid's Tale, #2)","Atwood, Margaret*",,,,422        pp,4.19,"352,090","Sep 10, 2019","Sep 10, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jul 2020,"Jul 22, 2020","Sep 14, 2019",,Hardcover,view,/book/show/42975172-the-testaments
767,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With the Fire on High,"Acevedo, Elizabeth*",0062662856,9780062662859,,400        pp,4.18,"84,702","May 07, 2019","May 07, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyable story with a clear voice, and it made me want to cook, but it didn’t make me actually feel a whole lot. However, maybe that’s just me. ThereEnjoyable story with a clear voice, and it made me want to cook, but it didn’t make me actually feel a whole lot. However, maybe that’s just me. There was a sweet romance and an even sweeter love between teenage Emoni, her Babygirl daughter, and her loving Abuela. ...more",Notes are private!,0,0,1,"Apr 08, 2022","Apr 18, 2022","Sep 14, 2019",,ebook,view (with text),/book/show/38739562-with-the-fire-on-high
768,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,"McRaven, William H.",,,B06XKDM3QL,2        pp,4.00,"131,655","Apr 04, 2017","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2019",,Audiobook,view,/book/show/31423133-make-your-bed
769,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankly in Love,"Yoon, David*",1984812203,9781984812209,1984812203,432        pp,3.72,"28,847","Sep 10, 2019","Sep 10, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 03, 2021","Aug 09, 2021","Sep 14, 2019",,Hardcover,view,/book/show/39847584-frankly-in-love
