,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Katia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Garden, Ashes","Kiš, Danilo",156478326X,9781564783264,156478326X,170        pp,4.13,"1,543",1965,"Oct 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 26, 2019","Mar 30, 2019","Mar 26, 2019",,Paperback,view,/book/show/217984.Garden_Ashes
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Wright, Tom",031643650X,9780316436502,031643650X,400        pp,4.07,"33,604","Sep 18, 2018","Sep 18, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 25, 2019","Mar 26, 2019","Mar 26, 2019",,Hardcover,view,/book/show/38743564-billion-dollar-whale
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quantum Reality,"Herbert, Nick",0385235690,9780385235693,0385235690,290        pp,4.07,679,"Jun 01, 1985","Mar 20, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 23, 2019","Mar 26, 2019","Mar 23, 2019",,Paperback,view,/book/show/588555.Quantum_Reality
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waves,"Woolf, Virginia",0156949601,9780156949606,0156949601,297        pp,4.15,"43,818","Oct 08, 1931","Jun 01, 1978",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is of course a masterpiece, and maybe I've just read it in a wrong time. So i would not put any stupid stars to it. But if I would need to choose bIt is of course a masterpiece, and maybe I've just read it in a wrong time. So i would not put any stupid stars to it. But if I would need to choose between Woolf and Joyce, or more exactly, between The Waves and Ulysses - Ulysses all the way. ...more",Notes are private!,0,1,1,"Mar 14, 2019","Mar 15, 2019","Mar 22, 2019",,Paperback,view (with text),/book/show/46114.The_Waves
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lanny,"Porter, Max",0571340288,9780571340286,0571340288,210        pp,4.06,"26,666","Mar 05, 2019","Mar 07, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I do not have time to write proper s at the moment, but just briefly - this is a wonderful little gem. I've picked it up in a bookshop and just I do not have time to write proper s at the moment, but just briefly - this is a wonderful little gem. I've picked it up in a bookshop and just could not put it down. It combines lightness and darkness, playfulness of language, but contains profound social observations as well. Thematically it is a trope explored recently in some other English novels - missing child and the reaction to the disappearance of a tight small village community. See Reservoir 13 or Missing Fay. But this book is giving a totally different spin on a story using very different language tools.I won't mention the characters or the plot. Though they are very well developed for such a short novel. I will focus a bit more on a way how it is written as i found it amazingly successful. There are 3 very distinctive parts. The first part is the most experimental: it integrates the snippets of the unrelated sentences told by different people into the whole. These snippets are presented on the page as a coiled warped fragments. The impression is wonderfully wholesome. It is like while walking briskly on the street you overhear sometimes just small bits of different conversations and it all merges into the whole rhythmical music in your mind. But here there is a visual effect as well. In such a way a special poetic voice for the group of people is created. The next part is the chorus of the voices. It reminded me a bit Lincoln in the Bardo, but also there is a social dimension to it. And the last part is very moving and philosophic at the same time raising the question about what the ending of a story actually might mean. There is a scene which reminded me the Woland's ball in [book:The Master and Margarita. Overall, there was a connection there for me between these two books how the evil sometimes plays the role of the good (or at least the role of a fair judge...).It is different from the Porter's first book Grief is the Thing with Feathers. In some ways one might consider it is simpler. But I enjoyed it more. Such a great treat of imagination....more",Notes are private!,0,28,1,"Mar 21, 2019","Mar 22, 2019","Mar 21, 2019",,Hardcover,view (with text),/book/show/39738353-lanny
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To the Lighthouse,"Woolf, Virginia",,,140679239X,209        pp,3.80,"183,345","May 05, 1927","Dec 27, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Mar 14, 2019","Mar 14, 2019","Mar 15, 2019",,Paperback,view,/book/show/59716.To_the_Lighthouse
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",0571334644,9780571334643,0571334644,266        pp,3.81,"1,385,527","Aug 28, 2018","Aug 28, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did not like it. Many people admired it. So the warning, below is a lot of negatives.In the first part, Sally creates two likeable, relatively multiI did not like it. Many people admired it. So the warning, below is a lot of negatives.In the first part, Sally creates two likeable, relatively multidimensional and trendy characters only to heavily exploit them both in the rest of the book. At the end, it is not even amusing anymore. The prose is deliberately dry and precise. No poetry intended for sure, but there are some metaphors though. For a example, to be friends is to exchange the social capital. And there are other trendy words from the marxists vocabulary such a ""commodity"", ""transactional"" applied to love and friendship etc. (Caveat: I am writing it from memory as I do not have a book anymore). The second layer of characters are flat. I found the social dimension of the novel naive and non-conclusive. It is of course trendy to be grumpy about daily job, receive a lot of academic prizes, only to end up working as a PA at the end. And I still not sure why saying ""Venice full of Asians taking photos"" is racist. I could see how it could be called ""stereotyping"" but ""racist"" i think is not helpful. Talking about stereotyping - middle class lawyers' family is depicted as a bunch of perverts while working class family is a single parent, aspirational citadel of wisdom. There are two things which i liked though. I liked the first school part. I had a hope it would keep its slightly Cinderella's feel into the later parts of the book. In vain. I liked Collin's mother character very much. Minor, but wise, straightforward and normal (no pun indented). ...more",Notes are private!,0,19,1,"Mar 09, 2019","Mar 10, 2019","Mar 11, 2019",,Hardcover,view (with text),/book/show/37539457-normal-people
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stubborn Archivist,"Fowler, Yara Rodrigues",0358006082,9780358006084,0358006082,400        pp,3.70,"1,075","Feb 21, 2019","Jul 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My understanding is that Yara's heritage reflects the heritage of her unnamed heroine in this novel. They are both 20-something londoners with a BraziMy understanding is that Yara's heritage reflects the heritage of her unnamed heroine in this novel. They are both 20-something londoners with a Brazilian mum and English dad. I am not sure to which extent this novel is auto-fiction, but i suspect it could categorised as such. It is also the one of those novels which could be considered ""the voice of the millennials"". After reading this, I could confirm that the comparison with ""Conversations with friends"" by S Rooney is totally justified (unfortunately in my case, as I am not a fan). In both novels we are witnessing the young women navigating their first relationships, work experiences and their bodies (including the effects of certain chronic conditions such as endometriosis (Rooney) and IBS (Rodrigues Fowler)).I liked this book more than the Rooney's as it contained more of the context and background of this girl compared to Rooney's self-obsessed heroine with her slightly naive social convictions. Quit a big part of this novel is devoted to navigating multiple identities of being both Brazilian and English and growing to understand who she really is. The girl introduces the colourful cast of 2 older generations of her family. And the background stories of her Brazilian grandparents are told in a way of a vivid fable. They are contrasted with the snippets of her everyday life in London and her childhood.I was attracted to this book by the praise by Claire Louise-Bennett. And on that ground, i expected a bit more from the language. Unfortunately, I was not totally blown off. Some parts of the story-telling was solid, but quite traditional. And the bits which were supposed to be experimental and poetic looked to me more like the snippets from a twitter feed.I do not regret I've read this book. It is a pleasant enough first novel. But it did not strike me as something totally ground-breaking as I made to believe by the blurb and the s in the press.  ...more",Notes are private!,0,9,1,"Mar 11, 2019","Mar 12, 2019","Mar 11, 2019",,Paperback,view (with text),/book/show/40796015-stubborn-archivist
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Montpelier Parade,"Geary, Karl",1936787555,9781936787555,1936787555,224        pp,3.74,"1,020","Jan 05, 2017","Aug 22, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 07, 2019","Mar 07, 2019","Mar 08, 2019",,Paperback,view,/book/show/33510041-montpelier-parade
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone Upon Stone,"Myśliwski, Wiesław",098262462X,9780982624623,098262462X,537        pp,4.42,"1,152",1984,Jan 2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is over 500 pages of the internal monologue of Szymek Pietruszka, the peasant from a fictional polish village. It did not sound like my cup This book is over 500 pages of the internal monologue of Szymek Pietruszka, the peasant from a fictional polish village. It did not sound like my cup of tea on the surface, as I am as urban as one could be. Bu it is appeared to be the most wonderful read. Szymek so far is the best character I've read about this year and likely would stay this way. The author has created absolutely unique, idiosyncratic voice which makes the narrative flow. The period covered is approximately from the 30s to the 60s of the last century. It shows the fatalism and resilience of the peasant population at that time in Central Europe, the spirit which has almost totally disappeared. It is very colourful, humorous, but very profound book. Experience to treasure. And I am totally in awe about the translation into English. Johnston has managed to keep the uniqueness of the voice and the rhythm of the prose. There are a few americanisms and a few choices which I would not agree with. But in general - superb work of the translator which certainly adds to the experience....more",Notes are private!,0,50,1,"Mar 02, 2019","Mar 11, 2019","Mar 02, 2019",,Paperback,view (with text),/book/show/7938070-stone-upon-stone
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Learning Game: A Teacher's Inspirational Story,"Smith, Jonathan",0349113882,9780349113883,0349113882,256        pp,4.18,55,2000,"Feb 07, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2019,"Mar 11, 2019","Mar 01, 2019",,Paperback,view,/book/show/2824349-the-learning-game
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Derrida for Beginners,"Powell, James N.*",0863161391,9780863161391,0863161391,186        pp,3.78,369,1982,"Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up as i am currently watching Yale's course on ""Introduction to the Theory of Literature"" with brilliant Paul Fry. I find it very informI picked this up as i am currently watching Yale's course on ""Introduction to the Theory of Literature"" with brilliant Paul Fry. I find it very informative and entertaining. There is a book accompanying the course Introduction to Theory of Literature.He set to read infamous Derrida's Jacques Derrida's Structure, Sign, and Play in the Discourse of Human Science which I've read a few times before I've got anything out of it. But then I found the essay and his way to write fascinating and intellectually stimulating. So decided to explore a bit more and I've read this well written, not very serious introduction. It walks through major Derrida's works in an easy-digestible way. I am charmed by Derrida....more",Notes are private!,0,5,1,"Feb 18, 2019","Feb 28, 2019","Feb 28, 2019",,Paperback,view (with text),/book/show/167507.Derrida_for_Beginners
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Explanation of the Birds,"Lobo Antunes, António",0802134203,9780802134202,0802134203,261        pp,4.00,533,1981,"Aug 07, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is my second novel by Antunes, and I find his voice overwhelmingly addictive and totally unique. He is easily switching from the first to the thirdIt is my second novel by Antunes, and I find his voice overwhelmingly addictive and totally unique. He is easily switching from the first to the third person narrative within a single sentence. I've never came across with such a voice before. The language is also very metaphoric and poetic. Metaphors are strikingly original.This particular novel is about the unravelling of a 3o year old man caught up in the contradictions of his family and his own convictions, his perceived spineless and struggling to find the way out. It is such a bleak, but such a beautiful novel. There is also an element of the absurdist humour in it which comes into play in the least expected moments.It deserves much more detailed . But for now, I would just leave the passage, which might be read like a stand-alone poem.""A shapeless shadow grew, approached, and suddenly came into focus in my head: we are separating. Marilia’s breathing fanned the furniture in a kind of rage, the ceiling seemed ready to fall on our heads in dusty chunks of plaster, panes of glass were clinking somewhere, the air in the pipes signed and the sound echoed for a long while in silence, vibrating like a violin: we are separating we are separating we are separating, repeated the caws of the birds with mocking irony; a dog barked ferociously under the window (We are separating); the pine trees waved at the one another with their long dark arms in which the crouching night hid (We are separating ); a chilly breath in the tops of the eucalyptus trees whispered its meaningless secret: we are separating.""I only wish I could read it in Portuguese. But this novel is really well translated, especially compared with The Return of the Caravels, another one by him I've read....more",Notes are private!,0,11,1,"Feb 27, 2019","Mar 11, 2019","Feb 27, 2019",,Paperback,view (with text),/book/show/71581.An_Explanation_of_the_Birds
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Was David Weiser?,"Huelle, Paweł",0151962944,9780151962945,0151962944,304        pp,3.85,866,1987,"Jan 01, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this book in a second-hand book shop and bought it as it is written by a Polish author I have not heard before. It set in Gdansk in the 50s anI found this book in a second-hand book shop and bought it as it is written by a Polish author I have not heard before. It set in Gdansk in the 50s and 70s. It is about the boys growing under the overwhelming shadow of the Second World War. It has got a lot to like: the fantastic narrator's voice, the atmosphere of the time - the mixture of begone era and uneasy transition to the soviet rule, the melancholy, the unreliability of our memories. It also deals with religious zealotry, antisemitism and the cruelty of the communist functionaries.However, the post-war adventures of the 12-year old boys (take Tom Sawyer adventures and put them into the context of Post-War Poland) and a flavour of magical realism did not resonate with me very strongly.In summary, it is a wonderful book for the right reader. But for me, I admired and I was moved by some things and I was bored by the others. But it feels good to dive into the atmosphere of the Eastern European soul-searching for a change....more",Notes are private!,0,18,1,"Feb 25, 2019","Feb 28, 2019","Feb 25, 2019",,Hardcover,view (with text),/book/show/857299.Who_Was_David_Weiser_
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Introducing Derrida: A Graphic Guide        (Graphic Guides Book 0),"Collins, Jeff",1848318871,9781848318878,B00OZHQEM2,362        pp,3.61,619,"Feb 10, 1993","Dec 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 06, 2019","Feb 25, 2019","Feb 25, 2019",,Kindle Edition,view,/book/show/24154193-introducing-derrida
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Return of the Caravels,"Lobo Antunes, António",0802139558,9780802139559,0802139558,224        pp,3.53,533,Apr 1988,"Jan 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is compared to Cortazar, Gogol, Marquez etc. None of those comparison stands, in my opinion. If anything it reminded me Celine. And later i learnedIt is compared to Cortazar, Gogol, Marquez etc. None of those comparison stands, in my opinion. If anything it reminded me Celine. And later i learned that Antunes is aspired by Celine and it shines through this book. The difference is I found Celine too detached. This is much warmer, but with the same sense of atmosphere.It is surreal and hyperreal at the same time. Imagine all the heroes of the era of great discoveries (15th century) are coming back to Lisbon at the time of unravelling of the Portuguese colonial empire in the 70s of the 20th century. Who are they? The great travellers or the colonial returnees? They end up leaving on the margins of the Portuguese capital which they do not recognise. Vasco da Gama is playing cards and winning the bits of the city with the King of Portugal. Camoes is returning from Africa with his dead father in a casket which he drags around. He starts to write very different ""Lustrads"". Pedro Alvares Cabral (who was the first from the Europeans discovering Brazil) is loosing his mind and hunting for a job. There others.The writing is totally hallucinatory. Antunes can start a sentence in the 15th century and finish it in the 20th. He can start it as a third person and finish as a first. The caravels are appeared at the port next to the oil tankers. We follow the characters between Africa and the slums of Lisbon, never totally sure were we are. One need to like this style to enjoy it. It worked for me wonderfully. Bitter, sad story, marvellously told. It reminds me that the history is never linear as we want it to be....more",Notes are private!,0,14,1,"Feb 23, 2019","Feb 28, 2019","Feb 23, 2019",,Paperback,view (with text),/book/show/716304.The_Return_of_the_Caravels
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Take,"Robertson, Robin",1509846883,9781509846887,1509846883,237        pp,3.84,"2,483","Feb 22, 2018","Feb 22, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is no shortage of good s of this book as it was shortlisted for the Booker prize 2018 and the winner of the Goldsmith's prize. So I would There is no shortage of good s of this book as it was shortlisted for the Booker prize 2018 and the winner of the Goldsmith's prize. So I would not go in details through main themes and characters. Instead, below are just are few of my thoughts.It is quite an unusual novel. Not only it is in verse, but it is the opposite of a script in a way. Normally, I imagine, when a movie is being produced, it is being initially scripted in a scenario. Also, if it is a historical movie, the relevant records, photos and the artefacts would be taken into the account. So the movie would appear as a result of a written script. What we have here is just the reverse: Robertson was watching a lot of films-noir of the 50s taking actions in California, especially in LA. And he subsequently translated into a verse what he has seen to recreate the atmosphere of the disappearing city and its inhabitants, destroyed by the reckless city planners and modernity. The result is very visual, dynamic poetry which creates the moving imaginary in one's mind rather than thoughts - I could almost split it into separate frames. This was impressive. For example:In the last splinter if sunlight allowed between the skyscrapersan old lady is sitting with a book,moving her chair every quarter of an houra little farther down the alleyway.Forgetting vs remembering a certain traumatic historical experience, both on the individual level and on the level of a group of people. The main character, Walker is a young man and a former soldier. He struggles with the post traumatic disorder caused by what he has seen and what he has done during the Second World War. He tries hard but cannot get rid off his demons.And it reminded me of the broader issue. In the aftermath, what is better? To keep a collective memory of the event or to let it slip and, sometimes, even to encourage forgetting for the sake of reconciliation in a society? I've read recently a brilliant essay by David Rieff In Praise of Forgetting: Historical Memory and Its Ironies. He argues the forgetting should play bigger role and the remembering is not always as beneficial as some make us to believe. It is a difficult and interesting argument. But Walker finds out his own truth:As He lay in bed, he saw thattrying to forget was the same as trying to remember.A lifetime work, and damn near impossible.This book was another example how the order in which we read books affect our opinion. I've just read in January Three Poems which was absolutely brilliant and resonated with me a lot. Though The Long Take is quite different - it is a novel in verses rather than just long poems and the subject matter is different- but Three poems overshadowed this one for me still. The verse per se was not that elegant and sophisticated in comparison. I bet, I would appreciate The Long Take even more if not for my fresh memory of the Sullivan's book....more",Notes are private!,0,18,1,"Feb 19, 2019","Feb 25, 2019","Feb 19, 2019",,Hardcover,view (with text),/book/show/35659255-the-long-take
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thread of Life: The Story of Genes and Genetic Engineering,"Aldridge, Susan",0521625092,9780521625098,0521625092,272        pp,3.45,22,"Mar 21, 1996","Mar 28, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've read a few books about the biological basis of genetics, but this was the best for me. I've finally understood all the mechanics behind the conceI've read a few books about the biological basis of genetics, but this was the best for me. I've finally understood all the mechanics behind the concepts. It is a fantastic primer for anyone who are interested to understand the basics of molecular biology and genetics. The book is relatively old, so i suspect there is a lot of new information about genetic engineering and genome. But it was priceless in helping me to deal with molecular structures, replication, translation and other related processes.I would recommend it to anyone who are interested in the biology and chemistry of genetics but never studied the subject professionally and bored with the accounts purely based on the history of the subject....more",Notes are private!,0,5,1,"Feb 13, 2019","Feb 20, 2019","Feb 13, 2019",,Paperback,view (with text),/book/show/2814952-the-thread-of-life
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Extremis: The Life of War Correspondent Marie Colvin,"Hilsum, Lindsey*",1473545382,9781473545380,1473545382,400        pp,4.42,"4,472","Nov 01, 2018","Nov 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am sitting in front of this 2-dimensional white space. And i do not know how i can write something to express what I think about Marie Colvin in thoI am sitting in front of this 2-dimensional white space. And i do not know how i can write something to express what I think about Marie Colvin in those two dimensions. It just does not fit. I am not talking about her biography I’ve just finished. It is very good, at least when I was reading it, i was not thinking even for a moment about the quality of what I was reading. So it has to be good then. I had a minor issue (not sure even whether to call it ‘an issue’ rather a scratch of my consciousness) that Lindsey Hilsum used and extensively quoted Marie’s dairies. She kept the diary for her whole life and they were made available for the biography. It felt too early to comb through Marie’s intimate thoughts in a way. But without it, the biography would probably feel so immediate and authentic…But Marie. It is difficult to write anything as it is quickly becomes something of a cliche such as “beautiful life” or “she believed she could make this world a better place”. I do not want to add my tiny little drop to her growing mythology. But what if in her case it is simply true? She believed the journalists could influence the sides to stop slaughtering the innocent. And it worked sometimes after her reporting. She was very unlucky in love, her lovers and husbands betrayed her, she drunk a lot, she was glamorous and reckless. But she had the purpose in her journalism, and, when she was in the war zone, she was happy, she felt needed. And she was. According to Lindsey, she was the last of a kind. Nowadays the western journalists do not go into the conflict zones physically. The conflicting sides know how powerful the news are. So they target any independent journalist deliberately. Therefore, we do not know anymore what happens there. We find out from video clips etc. But people who do these clips often “have a cause” according to Lindsey. Marie was not so much interested in taking sides, she always reported about the plight of the civilians in war: Middle East, Iraq, Chechnya, Tamil territories, Arab spring, Syria.. My thoughts about her are very personal. It is not simple admiration, though there is that as well. I just feel i understand her so deeply. Maybe because i could see some of her features in my best female friends. Maybe, because due to my hobby of taking street photos and a few forays into photojournalism, I’ve been punched in face a few times, my camera got broken as well. Nothing of course to compare. But i know the feeling of danger, and you are becoming totally different person at that moment. You’ve just do not know yourself well enough. But everything becomes so simple at the same time, so crystal clear, that it is a kind of weird happiness. Her life is getting a lot of publicity recently. It looks like the movie is dreadful. The documentary ""Into the Wire"" seems to be good. But I think I will stop with reading this book for now. I also hope she would be remembered as a human being, not a mythical, fearless hero....more",Notes are private!,0,18,1,"Feb 13, 2019","Feb 28, 2019","Feb 13, 2019",,Kindle Edition,view (with text),/book/show/39731655-in-extremis
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goldberg: Variations,"Josipovici, Gabriel",0060897236,9780060897239,0060897236,189        pp,3.65,119,"Nov 28, 2002","Feb 27, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my 4th Josipovici. Unfortunately, it has not become my favourite of his. Named after Bach's fugue, it is a collection of 30 linked stories. ThThis is my 4th Josipovici. Unfortunately, it has not become my favourite of his. Named after Bach's fugue, it is a collection of 30 linked stories. They are connected through two writers: Goldberg, the Jew of 18th century, who is invited to entertain an aristocrat and to provide him with bed-time reading; another writer is a modern one who appeared to be writing the book Goldberg is the part of. The set up sounded very promising as I normally admire many stories tangled into each other. The title suggested they would be a set of variations on a certain scheme. It has started well enough with the first couple of episodes. But then, somehow Josipovici lost the momentum. It is still a stella book full of erudite references and allusions. Swift and Klee are the first two coming to my mind. But it has not quite reach for me the height of Infinity: The Story of a Moment. And I think it anticipated The Cemetery in Barnes, while the Cemetery is more refined, less confusing and elegant. I suspect I would value it more if it would be my first book by this author....more",Notes are private!,0,13,1,"Feb 05, 2019","Feb 13, 2019","Feb 13, 2019",,Paperback,view (with text),/book/show/997252.Goldberg
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Optic Nerve,"Gainza, María",,,B07JKDHSX4,120        pp,3.92,"5,842","Jan 01, 2014","Jan 31, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a bit unusual, but successful piece of auto-fiction from Argentina. The author is the art critic. The book blends the reflections of her alterThis is a bit unusual, but successful piece of auto-fiction from Argentina. The author is the art critic. The book blends the reflections of her alter-ego's personal life with the fragments about the artists and paintings. I found her perception of art fascinating, really thrilling sometimes. Her knowledge seems to be boundless and she brings the artists alive in a very economic, but self-sufficient fragments which are never trivial. I liked it especially when she talked about the Argentinian artists whom I've never heard about such as Schiavoni. The pieces about Rothko, Courbet, Toulouse-Lautrec were striking as well. She blends them skilfully with the personal life of her heroine and the associations never come across as artificial. However, the personal bits themselves are quite dark sometimes and a bit less developed. I was glad that the subject of her digressions was the art, not medicine or anatomical dissections which was the subject of a few successful recent books in this style. Add dry, self-deprecating humour and slightly pessimistic world-view to the picture and you have a worthwhile addition to the genre....more",Notes are private!,0,29,1,"Feb 11, 2019","Mar 21, 2019","Feb 11, 2019",,Kindle Edition,view (with text),/book/show/43793635-optic-nerve
