,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Peter's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reach for the Stars: 1996–2006: Fame, Fallout and Pop’s Final Party","Cragg, Michael",1788707249,9781788707244,1788707249,528        pp,4.34,781,unknown,"Mar 30, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reach for the Stars takes a delightful look at British pop music from the years 1996 to 2006. It was a more innocent time, before the dawn of the inteReach for the Stars takes a delightful look at British pop music from the years 1996 to 2006. It was a more innocent time, before the dawn of the internet - radio, Top of the Pops and magazines like Smash Hits were the main ways teenagers learned about their favourite bands. CD singles sold in vast amounts and reaching the number one position in the weekly charts was still a meaningful and much-coveted achievement.The book begins with the Spice Girls, who changed everything. Their cheeky attitude and catchy tunes made pop music exciting again. They influenced so many new bands around that time - All Saints were seen as edgier version, whereas Five were imagined as a male equivalent. But we also hear from other groups that didn't make quite the same impression - the likes of A1 and Girl Thing. It's fascinating to hear them discuss their reasons for not quite succeeding.It's told in an oral history format, which makes it a pacy and gossipy read. We hear directly from many of the stars and they're not afraid to hold back. The members of Five talk openly about how much they disliked one another. S Club 7 and the Sugababes tell us about their grueling schedule, which didn't stop them partying and turning up to Saturday morning TV shows still drunk from the night before. The Spice Girls talk fondly about the house they all shared before they made it, assigning Victoria bathroom cleaning duty and taking care of Emma who was living away from home for the first time.However, I'm also wondering if the oral history structure holds it back a bit, because the analysis Cragg provides at the start of each chapter is so astute and hilarious. I would have happily devoured more of that. Nevertheless this is a fun and hugely entertaining read - an essential tome for the discerning pop music fan....more",Notes are private!,4,13,1,"Sep 08, 2023","Sep 10, 2023","Sep 08, 2023",,Hardcover,view (with text),/book/show/123216296-reach-for-the-stars
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Tuesdays in Winter,"King, Lily*",0802158765,9780802158765,0802158765,240        pp,3.73,"19,196","Nov 02, 2021","Nov 09, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been acquainted with the work of Lily King before. Writers & Lovers was an enjoyable read - it had characters that came alive and provided a fascI've been acquainted with the work of Lily King before. Writers & Lovers was an enjoyable read - it had characters that came alive and provided a fascinating glimpse into the unglamourous life of a struggling author. So I was interested to see her tackle the short story format.Certain themes echo throughout the collection. Addiction is one, literary ambition (a subject also addressed in her previous novel) is another. Some of the stories resonated with me more than others. The opener, Creature, is narrated by a teenage girl working as an au pair for a wealthy family, who becomes smitten with the dashing uncle of the children she looks after. When In The Dordogne takes place during a transformative summer in the life of a teenage boy, who falls under the charge of two exuberant college sophomores while his parents take a mystery trip to France. My favourite of all was title tale, about a lonely single father who has a secret crush on one the employees at his bookstore.I must say that a few of the stories didn't do anything for me and I did feel like the quality dipped towards the end of the book. I've read praise for the final story in particular, about the frustrations of the writing process, but it was all a bit too meta and I struggled to connect with it. For me, Lily King is at her strongest when she focuses on authentic, real-life situations, and emotions like loneliness and grief, that we've all been accustomed to. When she can tap into those talents, I'm more than happy to spend time with her characters....more",Notes are private!,2,19,1,"Aug 28, 2023","Aug 31, 2023","Aug 28, 2023",,Hardcover,view (with text),/book/show/57812401-five-tuesdays-in-winter
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bridge of San Luis Rey,"Wilder, Thornton",0060088877,9780060088873,0060088877,160        pp,3.79,"35,112",1927,"Apr 15, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I guess I'm in the minority here but I couldn't get into The Bridge of San Luis Rey at all. But it won the Pulitzer, Peter! I know, I know. I just fouI guess I'm in the minority here but I couldn't get into The Bridge of San Luis Rey at all. But it won the Pulitzer, Peter! I know, I know. I just found the story disjointed and couldn't really get into the heads of the characters, besides the twins Esteban and Manuel. I did like the way it addressed circumstance, and what constitutes living a good life. Overall, however, l I felt very disconnected from the story and even though it's a short book, I was relieved to finished it. Hell of a last line, though....more",Notes are private!,2,12,1,"Aug 20, 2023","Aug 27, 2023","Aug 20, 2023",,Paperback,view (with text),/book/show/92508.The_Bridge_of_San_Luis_Rey
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,379","May 25, 2023","May 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's not much I can say about Yellowface that hasn't already been said. It's definitely one of the most talked about books of the year - probably bThere's not much I can say about Yellowface that hasn't already been said. It's definitely one of the most talked about books of the year - probably because it's so topical, and because it's a delicious send-up of the whole publishing industry. Subjects like sensitivity reading and cultural appropriation have been ripe for critique and I thought the novel did this in an entertaining way. I found the plot very compelling - I never knew how far Junie would go and she constantly surprised me. I also enjoyed how flawed she was, never able to admit that what she was doing was wrong. I did think the story ran out of steam a little towards the end. But I had a ton of fun reading Yellowface and it definitely made me want to check out more from this author....more",Notes are private!,4,27,1,"Aug 08, 2023","Aug 18, 2023","Aug 08, 2023",,Hardcover,view (with text),/book/show/59357120-yellowface
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kala,"Walsh, Colin",0385549636,9780385549639,0385549636,416        pp,3.98,"7,653","Jul 06, 2023","Jul 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As I've mentioned before on this site, any novel that earns favorable comparisons to The Secret History immediately grabs my attention. And when I heaAs I've mentioned before on this site, any novel that earns favorable comparisons to The Secret History immediately grabs my attention. And when I heard it was the debut of a writer who hails from my neck of the woods, I knew I needed to check it out.Like Donna Tartt's masterpiece, the story focusses on a tight group of friends and a tragic death. The action takes place in the fictional Irish town of Kinlough (a thinly disguised version of Galway). It opens in 2003, when six teenagers are enjoying a glorious summer. Kala is the most charismatic member of the gang, mysterious, fearless and effortlessly cool. But in November of that year, she disappears without trace, shattering the lives of her close friends. Fifteen years later, three of them meet up again. Mush has never left Kinlough, staying to work in his mother's cafe. He's a shy and sensitive soul, his facial scars giving him further reason to hide away from the world. Joe Brennan on the other hand is now a world famous rock star. On the surface he has everything, yet he's secretly struggling with an alcohol problem and has never truly processed the death of Kala, who was his girlfriend at the time she went missing. Helen lives in Canada, working as an investigative journalist, but she's back in Kinlough for her father's wedding. She has kept her family and friends at a distance in recent years. The trio meet up and reminisce about the good old days. However, their world is rocked when Kala's remains are found on a local construction site and Mush's twin cousins go missing. After all this time, it looks like the truth will finally come out.On the whole, I found this novel engrossing but I'll get a few small criticisms out of the way first. The pacing of the book felt off to me. Too little happened in the first two thirds of the story, and too much happened at the end. At times it felt crammed with red herrings and unnecessary detail. I also guessed the killer early on, but maybe that's because I read too many of these kinds of books. However, there is much to commend about Kala. The characterisation is superb and that's where the comparisons to Tartt are worthy in my opinion. I really felt like I got to know the thoughtful Mush and a stubborn Helen intimately. To me, Joe is the most intriguing of all: a flawed and weak individual hiding underneath a shallow veneer of success. The dialogue is excellent - an emotional argument between Helen and her sister Theresa was the standout scene in the whole book for me. And I thought Walsh nailed the local slang without overdoing it. So despite a few reservations, I can still heartily recommend Kala. It's a compelling story of friendship and grief, with a haunting mystery at its core. Colin Walsh is off to a flying start....more",Notes are private!,4,41,1,"Aug 02, 2023","Aug 06, 2023","Aug 02, 2023",,Hardcover,view (with text),/book/show/63184768-kala
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Action Heroes: The Triumphs, Flops, and Feuds of Hollywood's Kings of Carnage","Semlyen, Nick de*",059323880X,9780593238806,059323880X,352        pp,4.13,"1,646","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nick De Semlyen's last book was Wild and Crazy Guys, a highly entertaining look at the comedy stars that took over Hollywood in the 1980s and early 90Nick De Semlyen's last book was Wild and Crazy Guys, a highly entertaining look at the comedy stars that took over Hollywood in the 1980s and early 90s. His latest effort follows a similar formula, but focuses on a very different bunch - the macho, testosterone-fuelled action heroes that ruled the box office during the same time period.We get a fascinating glimpse into each of their personalities and a behind the scenes look at the movies that made their name. Schwarzenegger comes across better than most - a driven, hard-working fellow who seemed to have the golden touch when it came to choosing scripts. His great rival Stallone fares worse - undeniably talented, but insecure and in possession of a colossal ego. A good-natured Chuck Norris flew the flag for Team America in all of his films, even if their artistic quality was questionable. Jackie Chan is bestowed with saintly status, a humble individual who broke new ground with his outrageous stunts. Steven Seagal is the biggest joke of all, a narcissist who invented complex backstories for himself in the hopes of appearing mysterious and as it later emerged, treated his co-stars very badly.The book is full of entertaining anecdotes that I had not heard before. For example, Dolph Lundgren (Ivan Drago himself) has an IQ of 160 and had received an MIT scholarship before embarking on his film career. I was intrigued to hear how Die Hard was only Bruce Willis's third movie, and Fox bet the farm on him after a host of other stars had turned down the role of John McClane. And I found out that Stallone was so poor before writing Rocky, he sold his beloved dog Butkus to make some money (and bought him back when he sold the script).I grew up watching these movies, and while not all of them stand up as well today, I will always have a particular fondness for them. De Semlyen's research is meticulous and each chapter is an enjoyable, nostalgic dive back into a simpler time. I did think the book ended rather abruptly, and I would have enjoyed a deeper examination into why the appeal of these actors faded. But that's just a small complaint - The Last Action Heroes is a fun-filled, insightful chronicle of an era when sweat, muscles and masculinity dominated the silver screen....more",Notes are private!,0,16,1,"Jul 17, 2023","Jul 30, 2023","Jul 17, 2023",,Hardcover,view (with text),/book/show/62192505-the-last-action-heroes
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purple Hibiscus,"Adichie, Chimamanda Ngozi",1616202416,9781616202415,1616202416,336        pp,4.18,"119,969","Oct 30, 2003","Apr 17, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"On the surface, fifteen-year-old Kambili has a comfortable life. Her father is the most powerful man in the village - he runs his own factory, publishOn the surface, fifteen-year-old Kambili has a comfortable life. Her father is the most powerful man in the village - he runs his own factory, publishes a newspaper and funds the local Catholic Church. She and her older brother Jaja live in luxury compared to many of their fellow Nigerians. But all is not well at home. Papa is what you would call a religious fanatic, beating his family for the smallest transgressions. Jaja has a deformed finger to show for it and their mother has suffered miscarriages due to her husband's abuse. Papa lays out a strict schedule of study and prayer for his children - woe betide them if they don't follow it. However, one day he surprisingly allows them to stay with Aunty Ifeoma, a college professor - their first time away from their parents. Ifeoma's home, humble as it may be, is a revelation - Kambili and Jaja are amazed at the laughter and freedom of discussion that their cousins are encouraged to take part in. Their eyes are opened and finally they begin to question the authority that has made their lives a misery.This is Chimamanda Ngozi Adichie's debut and it was shortlisted for the Women's Prize for Fiction back in 2004. It introduces some of the traits that her books have become famous for: Nigerian politics, strong female characters, religion and rebellion. It's easy to feel sympathy for Kambili and her family, living in perpetual fear of her monstrous father. But I did think the story was a bit heavy-handed in this aspect - repetitive in how it emphasized Papa's brutality, without ever really getting under the surface of what made him tick. And similarly, the contrast of Ifeoma's happily unfettered household was exaggerated. Adichie would go on to show more subtlety in later novels like Americanah and Half of a Yellow Sun. This is a fine beginning nonetheless - a powerful and sensitive coming-of-age tale....more",Notes are private!,0,25,1,"Jul 13, 2023","Jul 16, 2023","Jul 13, 2023",,Paperback,view (with text),/book/show/14569052-purple-hibiscus
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antarctica,"Keegan, Claire",0802139019,9780802139016,0802139019,224        pp,3.88,"7,080",1999,"May 02, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Claire Keegan train shows no sign of stopping. The masterful Small Things Like These was one of the best ed books of 2021. The Quiet Girl, aThe Claire Keegan train shows no sign of stopping. The masterful Small Things Like These was one of the best ed books of 2021. The Quiet Girl, an adaptation of her novel Foster and one of the best films of the last decade in my eyes, has shone an even greater spotlight on the work of this gifted Irish writer.Antarctica is her debut, a collection of stories first published in 1999. It is a little rough around the edges, true, but there are several moments of sheer brilliance - you are left in no doubt that this author has talent to burn.The characters in these unsettling tales are all damaged in some way. Broken marriages, grief, loneliness - these are some of the subjects that have emerged to upend their lives. Most of the stories are set in Ireland, and to be honest the few that take place elsewhere are a bit jarring. Keegan's writing feels much more natural and assured in her native land.A few of the stories stood out in my mind. Men and Women describes the relationship between a domineering farmer and his long-suffering wife through the eyes of their child, leading up to a flashpoint where one of them finally snaps. The Ginger Rogers Sermon is a devastating account of a young girl's crush on a farm hand and the shocking consequences. And Sisters, the book's longest effort, is a wonderfully spun tale of a middle-aged woman who gradually gets the upper hand on her more successful and popular sibling.Like Keegan, I also grew up on a farm in rural Ireland and I can tell you she absolutely nails its problems: the isolation, the silent heartache, the limited routes of escape. But it also made me nostalgic for my childhood in a strange way, a simpler time when life moved at a slower pace. Not all of the stories work - some of them are bit heavy-handed in their symbolism (Ride If You Dare is a prime example). However, the collection overall is a triumph - the first glimpse at an exciting new talent who had yet to reach her considerable peak. If you've enjoyed any of her subsequent work, it is absolutely worth seeking out....more",Notes are private!,2,26,1,"Jul 04, 2023","Jul 08, 2023","Jul 04, 2023",,Paperback,view (with text),/book/show/492459.Antarctica
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Thread of Violence: A Story of Truth, Invention, and Murder","O'Connell, Mark",0385547625,9780385547659,B0BMKK1PXZ,283        pp,3.75,"1,449","Jun 27, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Was he crushed by the dull weight of his deeds? Did the memory of his victims' faces, and the thought of the suffering of their families, torment ""Was he crushed by the dull weight of his deeds? Did the memory of his victims' faces, and the thought of the suffering of their families, torment his days and haunt his dreams?""First, some context. Back in July 1982, Ireland was rocked by two gruesome murders. Bridie Gargan, a nurse who was sunbathing in Dublin's Phoenix Park, was brutally attacked with a hammer and left bleeding in the backseat of a car as her assailant escaped. She subsequently died of her injuries. A few days later in Edenderry, a farmer named Donal Dunne was selling a gun to a stranger when the prospective buyer turned and shot him in the face with it. The police quickly realised that the killings were linked, and soon got their man - an eccentric member of the upper class named Malcolm Macarthur. And to top it all off, he was found in the apartment of the Attorney General, the chief legal advisor to the Irish Government.The case has been a sensation in this country from day one. But this book is not a simple retelling of the crime and the investigation that followed. Instead, Mark O'Connell inserts himself into the story, describing his own links to the scandal and his relationship with Macarthur, which developed in some unexpected ways throughout the course of the project.O'Connell explains that he was aware of the case from an early age, his grandparents having lived in the apartment building adjacent to the one where Macarthur was found. He later completed a PhD on the work of John Banville, whose novel The Book of Evidence was clearly inspired by Macarthur's misdeeds. O'Connell also describes seeing Macarthur frequently around Dublin's city centre, wanting to speak to him, in the hopes that he might understand his motives and discover if he felt any remorse.So that's what he did. O'Connell walked up to him one day, explained who he was and that he would like to interview him. Macarthur was taken aback, but agreed to an initial chat. And once he started, he couldn't stop. The words poured out of Macarthur - O'Connell would visit his apartment regularly and the two men phoned each other quite often. Their conversations form the bulk of this book.So what kind of a man is Macarthur? Elusive, is the first word that springs to my mind. He is well-read, highly intelligent and in possession of an impressive memory, but a selective one. He talks to O'Connell in detail about his childhood, growing up on a vast estate in the Meath countryside. He speaks openly about his adult life, never having had a job, yet enjoying a luxurious lifestyle thanks to his inheritance. However, when it comes to discussing the murders, his memory becomes extremely vague and he describes it all in a detached style, as if he was merely a bystander in those events. He clearly has a massive ego and I think it would be fair to say he enjoys his notoriety to a certain extent.O'Connell, for his part, grows apprehensive with how close the two men get. At one point Macarthur mentions that they seem to have become friends, and he finds that notion very uncomfortable. He talks about spending time at home with his daughter, and seeing Macarthur's number flash up on his phone in her presence makes him feel incredibly uneasy about the whole venture.The book is a fascinating glimpse into the mind of a killer, and the fact that Macarthur does not fit the profile of your typical murderer makes it all the more intriguing. O'Connell is a terrific writer - I admired the way he included his misgivings about dedicating his time to writing about such a gruesome deed. But I do think it's worth trying to understand the motivations of such an individual. Ultimately, I found their conversations a little frustrating, but this is not down to O'Connell's efforts. I get the feeling Macarthur will never tell us the full story, and his explanation that the murders were solely driven by money will never entirely convince me. This is true crime with a difference - a perceptive and thoughtful study of an unknowable, twisted mind....more",Notes are private!,2,34,1,"Jun 27, 2023","Jul 02, 2023","Jun 27, 2023",,Kindle Edition,view (with text),/book/show/63366030-a-thread-of-violence
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bee Sting,"Murray, Paul",0374600309,9780374600303,0374600309,656        pp,4.01,"32,048","Jun 08, 2023","Aug 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The fortunes of the Barnes clan have taken a turn for the worst. The car dealership that Dickie runs is imploding and the rest of the family are beginThe fortunes of the Barnes clan have taken a turn for the worst. The car dealership that Dickie runs is imploding and the rest of the family are beginning to feel the heat. His wife Imelda, a rare beauty, is dismayed to find her lavish lifestyle upended. But she's carrying deeper wounds, and can't shake the notion that Dickie's late brother Frank was her true soulmate. Eldest child Cass is hoping to go university if the family's financial state allows it, though she's more troubled by confused feelings for her undependable pal Elaine. Younger brother PJ is a worrier who is bullied at school - his online friendship with a boy called Ethan is the one hope he clings to. None of them know the anguish that Dickie is going through, as a dark episode from his days at Trinity College still hangs over him. The pressure builds for each family member until it all comes together in a shattering climax.This is Paul Murray's fourth novel, and he's probably best known for Skippy Dies, a wonderful tragicomic tale of a Dublin boarding school. There isn't as much humour in his latest effort, as the Barnes household lurches from one crisis to the next. The story is narrated in turn by each family member and their voices are distinct. Cass contends with a crush and her sexuality, while my heart bled for PJ, a true innocent who tries his best to do the right thing. I struggled a bit with Imelda's account, not because of the content, but due to the stream of consciousness style it is written in. Dickie's plight though was what moved me most of all: a repressed, tragic figure who is haunted by shame and regret. The book is definitely too long, but it's worth hanging around for the end, as we wonder if the breathless gossip recounted on the first page will echo for the Barnes's. This is an ambitious family saga, rich in pathos, that will reward the patience of its readers.Favourite Quotes:""It was the best time, that season of the self; for the most part he was happy, happier than he had ever been. Perhaps that was what made it hard to accept. He had always assumed happiness was for other people, for the plodders, the norms, the sleepwalkers, as the reward for their blinkered conformism. He felt like he ’d been initiated into a secret cult – a group of people who outwardly looked like everybody else, but who concealed a miraculous secret: they were in love.""""The world was made with this kind of life in mind, he came to realise. The world was a machine designed to sustain and perpetuate this kind of life – adult life, normal life. It wasn’t like college, when every moment bristled with pathways, alternatives, strangers and confusion. Everything was linear, everything made sense, the future appeared before him like a railway track, moment by moment, day by day, carrying him onwards without his needing to do a thing.""""She spent money furiously, compulsively. It was as if she didn’t quite believe in it and had to spend it to prove to herself it was real – which in turn made her worry that it was all gone, so she had to spend more to prove that it wasn’t. They were rich now, but she never seemed able to accept it, that this was her life. Instead, wealth was a disguise that had to be continually renewed.""""Only then, when it was lost, did he realise how much he had staked on the moment. For years, for decades, he had been hoping for it, dreaming of it, the time when they would be reunited – feeding himself minuscule doses of a world that could never be. If he hadn’t come here tonight, he could have carried on with it for the rest of his life. Now it was gone.""""This must be what it feels like to be dying, he thinks; the world remains around you, like a lover who does not want to hurt you by leaving, but in spirit it’s already gone, taking with it the meaning of everything you shared. In truth it is already transforming into a future you will never be part of; and you realise only then that it has been transforming all of this time, throughout your whole life, and you with it; and that, in fact, is life, though you never knew, and now it is over.""...more",Notes are private!,0,47,1,"Jun 20, 2023","Jun 25, 2023","Jun 20, 2023",,Hardcover,view (with text),/book/show/62039166-the-bee-sting
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarianist,"deWitt, Patrick",0063085127,9780063085121,,352        pp,3.43,"14,047","Jul 04, 2023","Jul 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Bob wondered if her life was small in the way his was small.""Bob Comet is a quiet, unassuming man in his early 70s. Living alone and having retir""Bob wondered if her life was small in the way his was small.""Bob Comet is a quiet, unassuming man in his early 70s. Living alone and having retired as a librarian, he struggles to fill the time. One day at the convenience store, he comes across an elderly woman who is both confused and lost. He returns her to the senior centre in which she resides. And enjoying this visit to the centre, Bob decides to volunteer there on a regular basis. He makes friends with some of the other residents, and reads to them from some of his favourite books, even though they are mostly disinterested. And then he makes a discovery that turns his life upside-down. We flash back to when Bob was in his 20s, and married to a young woman named Connie. He also had a friend back then, a colourful, lively fellow called Ethan. And gradually we find out why the three of them are no longer in contact.Bob is the hero of this story, if you can call him that. It feels like he's not even the main character in his own life, being as introverted as he is. But interesting things do happen around him sometimes. He's an easy guy to warm to, gentle and kind. And not bitter, even though he has every reason to be. I kept thinking of that Thoreau line (""The mass of men lead lives of quiet desperation"") as I was reading this, and my heart went out to Bob. And I was thoroughly enjoying the book for the most part, until we flashed back earlier to when Bob was a boy, and ran away from home. He ended up befriending two elderly woman and trained to perform in their stage show. And this section of the novel felt completely out of place to me: it didn't fit with the rest of the story, and I found those ladies kind of annoying. So I'm afraid I'm deducting a star for that unwelcome detour. This book works best when it focuses on Bob's later years: facing up to old age and loneliness, weighing up his life and wondering where it all went. He's the kind of guy who deserves a shot at true happiness and you end the story hoping that it's finally coming his way.Favourite Quotes:""Bob had long given up on the notion of knowing anyone, or of being known. He communicated with the world partly by walking through it, but mainly by reading about it.""""Sometimes he could forget what had happened for an hour, and sometimes a month. But whenever the memory was returned to him, he never reacted with bitterness, but took it up as a temporary discomfort. Days flattened fact, was the merciful truth of the matter. A bell was struck and it sang by the blow performed against it but the noise of the violence moved away and away and the bell soon was cold and mute, intact.""""There is such a thing as charisma, which is the ability to inveigle the devotion of others to benefit your personal cause; the inverse of charisma is horribleness, which is the phenomenon of fouling the mood of a room by simply being. Bob was neither one of these, and neither was he set at a midpoint between the extremes. He was to the side, out of the race completely.""""Melancholy is the wistful identification of time as thief, and it is rooted in memories of past love and success. Sorrow is a more hopeless proposition. Sorrow is the understanding you shall not get that which you crave and, perhaps, deserve, and it is rooted in, or encouraged by, excuse me, the death impulse.""""Maria understood that part of aging, at least for many of us, was to see how misshapen and imperfect our stories had to be. The passage of time bends us, it folds us up, and eventually, it tucks us right into the ground.""...more",Notes are private!,0,51,1,"Jun 06, 2023","Jun 19, 2023","Jun 06, 2023",,Hardcover,view (with text),/book/show/62645180-the-librarianist
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soldier Sailor,"Kilroy, Claire",0571375588,9780571375585,,unknown,4.18,"2,291","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow, this was intense. I'll never experience motherhood, but after reading this novel I'm quite relieved about that fact. Claire Kilroy imagines it alWow, this was intense. I'll never experience motherhood, but after reading this novel I'm quite relieved about that fact. Claire Kilroy imagines it all as psychological horror in this raw and visceral tale.It's told by a woman, Soldier, speaking to her infant son, Sailor. Parenthood has completely taken over her life, and she is struggling, to put it mildly. Day-to-day stuff is grinding her down - the lack of sleep, the endless meal preparation, the nappy changes. That's all tough enough as it is, but then there are the bigger incidents involving her boy - like when he goes missing in IKEA, the time he bangs his head on the floor ending up with a bruise the size of a golf ball, his terrifying fever in the middle of the night, with her desperately trying to get hold of a doctor. It's no wonder she's at her wits' end. But it doesn't help that her husband is absolutely useless at parenting, and she resents him massively for it. They argue constantly. Her one ray of sunshine is a friend from school, who attends the same playground with his own band of rugrats. They reminisce about old times, when life was simpler.Because the story is from a single point of view, it's totally one-sided, and a few doubts begin to creep in about Sailor's account of certain things. However, the agony she is going through is unquestionable. We get an inside view into motherhood, and it's mostly negative to be honest. There are moments when the light creeps in, and love for her son threatens to make her heart burst. The final section of the novel in particular is incredibly moving as she talks about time - savouring precious years together in the future before age withers them both. But is it worth all the torture and mental anguish that she's currently experiencing? The bottom line is that she needs help, and she's not getting any. This one of those books that taught me about a part of life I now realise I know little about. I found it powerful and shocking - Soldier Sailor is not for the faint-hearted, and it leaves an indelible impression.Favourite Quotes:""The impulse to shove my husband hard in the chest was so strong that I turned and staggered away to thwart it, grappling with the doors and bannisters that came rearing up at me as if I was on a conveyor belt because I wasn't in my right mind any more.""""Our love was a song, I thought. I couldn't quite remember how the song went but I couldn't quite forget it either. Phrases of melody kept drifting past. I strained to catch them but in straining, lost them.""""SailorWhen no one else knowsOr caresOh, someone will always care for you!Promise me someone will always care for you!SailorMy SailorFor a few years moreWhen you are staring at me watching the time go because I can't remember the end of my sentenceThe way I stared at you watching the time go because you didn't yet know the words for your question"" ...more",Notes are private!,0,39,1,"May 29, 2023","Jun 05, 2023","May 29, 2023",,ebook,view (with text),/book/show/61842212-soldier-sailor
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wizard of Earthsea        (Earthsea Cycle, #1)","Le Guin, Ursula K.",0553383043,9780553383041,0553383043,183        pp,4.01,"317,282","Jan 01, 1968","Sep 28, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Wizard of Earthsea must have been pretty groundbreaking when it was first published in 1968. A fantasy novel featuring a non-white protagonist, writA Wizard of Earthsea must have been pretty groundbreaking when it was first published in 1968. A fantasy novel featuring a non-white protagonist, written by a woman - well that kind of thing was rarer than hen's teeth back then. And though the story probably seems quite familiar these days, it has proved massively influential for generations of fantasy writers.It's all about a boy named Ged, who displays great prowess in the field of magic from a young age. During his studies to become a wizard, a spell goes badly wrong, releasing a shadow creature that attacks him. The rest of the story follows Ged's efforts to free himself from the creature's clutches.You can quite easily guess what the shadow symbolizes early on. But that doesn't matter, for there are plenty of other aspects worth praising - the strange, beguiling world Le Guin imagines, the excitement of a young man from humble origins realizing his true potential, his coming-of-age journey with so many obstacles in his way. It's still a real treat to read all of these years later, and I can certainly see why Margaret Atwood has described it as one of the wellsprings of fantasy literature....more",Notes are private!,0,28,1,"May 23, 2023","May 28, 2023","May 23, 2023",,Paperback,view (with text),/book/show/13642.A_Wizard_of_Earthsea
