,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Frank's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jesus' Son,"Johnson, Denis",,,B006JR7XLC,144        pp,4.12,"36,614",1992,"Oct 13, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jesus’ SonWhy are some people drawn to books that drag us into the gutter rather than uplift us? Jesus’ Son, a collection of short stories by Denis JoJesus’ SonWhy are some people drawn to books that drag us into the gutter rather than uplift us? Jesus’ Son, a collection of short stories by Denis Johnson, does just that, but it’s managed to garner a cult following since it was written 25 years ago. The unnamed protagonist of these eleven stories, which read more like a novel than short stories, wanders in a drug induced daze from habit to addiction and then toward the first stages of a improbable recovery. Along the way, he’s the annoyingly passive participant in abortions and car crashes, drug deals and murder.It’s been a long time since I put an illicit drug into my body, but I thought this  by David Allan Reeves, whose book ""Running Away From Me"" chronicles his own battle with drugs and the law, is pretty much right on:“Jesus’ Son is the kind of book I would have liked if I were still getting high.... But with no chemicals coursing through my veins, these stories are merely depressing. They remind me too much of my own past, lost life - too much wasted energy for a too much squandered existence, blindly chasing a feeling right over the edge of the cliff.” Johnson, who died this May, won the National Book Award for his novel “Tree of Smoke”. ...more",Notes are private!,0,0,1,"Aug 17, 2017","Sep 17, 2017","Sep 17, 2017",,Kindle Edition,view (with text),/book/show/17258177-jesus-son
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kill the Father        (Colomba Caselli #1),"Dazieri, Sandrone",1471154106,9781471154102,1471154106,512        pp,4.11,"6,878","May 27, 2014","Feb 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book by the Italian novelist Sandrone Dazieri after noting its status as an international best seller, then reading the first two chaptersI read this book by the Italian novelist Sandrone Dazieri after noting its status as an international best seller, then reading the first two chapters on Amazon. A great start, but it was all downhill after that. Kill the Father is actually a whodunit with a great story line — a man and a woman who are both damaged by their pasts team up to solve a series of child killings that turn out to be far more complex than the work of a sick psychopath. Just when it looks like they’ve solved the puzzle, they’re sent in an entirely new and dangerous direction.I imagine if this book had a decent editor it could have been turned into something special. But the book is so over-written and confusing — thirty percent of it should be in the trash — and the characters at times so comic book, I don’t recommend it. ...more",Notes are private!,0,0,1,"Jun 18, 2017","Jul 16, 2017","Jul 16, 2017",,Hardcover,view (with text),/book/show/32744042-kill-the-father
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Narrow Road to the Deep North,"Flanagan, Richard",,,,467        pp,4.03,"56,946","Sep 23, 2013","Sep 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Narrow Road to the Deep NorthThis might be the most disturbing book I’ve ever read. It’s an epic story about Australian prisoners in a Japanese POThe Narrow Road to the Deep NorthThis might be the most disturbing book I’ve ever read. It’s an epic story about Australian prisoners in a Japanese POW camp during World War II, the doctor who commands them and the Japanese soldiers who brutalize them during their captivity.After the Japanese captured Burma, its army needed a more efficient resupply route. They used 300,000 people they considered disposable labor, including Koreans and allied prisoners of war, to build the Thailand-Burma Railway through jungle thought to be impenetrable. Many thousands died in the process, thanks to the heartless brutality of the Japanese soldiers.The story is told both from the perspective of Dr. Dorrigo Evans and his fellow prisoners and from that of their captors. The story weaves easily from the horrors of war to the life of Evans, a decorated war hero and accomplished doctor whose personal life is an inexplicable disaster filled with self-doubt, disappointing affairs and one true love, a love which is ultimately thwarted by tragedy. The father of author Richard Flanagan was a survivor of that atrocity, which took the lives of more than 12,000 Australian prisoners. Flanagan writes in great detail about each unspeakable abuse the soldiers are subjected to, including the interminable musings of one Japanese officer as he chops off prisoners’ heads. I can certainly understand Flanagan’s anger toward the Japanese officers who orchestrated the atrocity. They had an astonishing capacity for rationalizing and lionizing their inhuman behavior. The last part of the book follows Major Nakamura, the camp commander, to his final days. Only as he’s dying does he begin to come to terms with the horror of what he did in the war.As Nakamura lies dying, he recognizes that what was imminent was a battle not between life and death in his body, but between his dream of himself as a good man and this nightmare of ice monsters and crawling corpses.Most ers call “The Narrow Road to the Deep North” a masterpiece. It did, after all, win the 2014 Man Booker Prize, and author Richard Flanagan is truly erudite and a magnificent writer, but the story is so brutal I don’t recommend it for the faint hearted....more",Notes are private!,0,0,2,"Feb 28, 2017not set","Jun 18, 2017not set","Feb 23, 2017",,Paperback,view (with text),/book/show/17905709-the-narrow-road-to-the-deep-north
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Fall,"Hawley, Noah*",1455561789,9781455561780,1455561789,391        pp,3.72,"127,417","May 31, 2016","May 31, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Before the FallNoah Hawley had me mesmerized almost to the end of this book — what else should I expect from the writer who made me laugh and cry and Before the FallNoah Hawley had me mesmerized almost to the end of this book — what else should I expect from the writer who made me laugh and cry and cringe in terror through three seasons of Fargo? — and then the incredible emotional energy that made the book so readable fizzled a bit, as if he was too exhausted to chisel out the most satisfying ending.When a private plane crashes off the shores of Long Island, killing everyone on board except painter Scott Burroughs and a four year old boy, the news becomes a nationwide sensation because of the notoriety of the occupants and the heroism of Burroughs, who accomplishes a nearly superhuman feat to save the boy. The world wants to know what caused the mysterious crash. Hawley takes us back through the lives of the eleven people on board with remarkable portraits that not only turns each of them into vibrant human beings, but also gives us insights into the possible causes of the crash. Hawley is a helluva good writer — okay, maybe a little too much incomprehensible philosophizing — and he’s at his best making most of his characters seem real. If only he’d done that with Burroughs, who has such an extreme personality — he can swim nine miles with a broken arm and a child on his back, yet he’s completely lacking in self-esteem. I would have preferred it if Hawley had given him a more even, upbeat personality. Heck, maybe even a bit of a super hero.Criticism aside, Before the Fall gets four stars. And I’m looking forward to the next book from Noah Hawley....more",Notes are private!,0,1,1,"Dec 17, 2016","Jan 10, 2017","Feb 12, 2017",,Hardcover,view (with text),/book/show/26245850-before-the-fall
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Carnal Hours        (Nathan Heller, #6)","Collins, Max Allan*",0451179757,9780451179753,0451179757,400        pp,3.98,488,Apr 1994,"Jul 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Carnal HoursIf you’re looking for a fast paced mystery that will give you some laughs without taxing your brain, check out The Carnal Hours. Max AThe Carnal HoursIf you’re looking for a fast paced mystery that will give you some laughs without taxing your brain, check out The Carnal Hours. Max Allan Collins has created a great setting for his macho private eye Nathan Heller — the exotic tropical city of Nassau, where he investigates the murder of Sir Harry Oakes, the richest man in the Bahamas. The story, which is based on the actual murder of Oakes, is filled with characters plucked from history. The Duke and Dutchess of Windsor, Ian Fleming, Sally Rand, Erle Stanley Gardner, Meyer Lansky, among them. Collins has created a delightful hero in Nathan Heller. If only he didn’t put all those juvenile sex scenes in the book, which makes it seem as if he got his sex education from porn star Harry Reems....more",Notes are private!,0,0,1,Dec 2016,"Dec 27, 2016","Dec 18, 2016",,Paperback,view (with text),/book/show/2256290.Carnal_Hours
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blue Hour,"Cueto, Alonso",0434019410,9780434019410,0434019410,320        pp,3.76,"1,135","Nov 07, 2005","Jun 07, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Blue Hour is one of those hidden gems you find once in a decade. Hard to believe, but there was just one cursory  on Amazon. Perhaps becauseThe Blue Hour is one of those hidden gems you find once in a decade. Hard to believe, but there was just one cursory  on Amazon. Perhaps because it’s the only book the author has published in English. But if you want to add a wonderful novelist to your library, turn your eyes toward Lima, Peru, where Alonso Cueto writes and teaches journalism at the Catholic University of Peru.The Blue Hour is both a psychological thriller and a story of love and irredeemable loss. When his mother dies, Adrian Ormache, a successful Lima lawyer, finds a letter indicating that she was being blackmailed for crimes his father committed. He learns that his father, an army colonel, was responsible for horrible torture during the war against the Shining Path, the leftist revolutionary group that plagued Peru in the 1980s. Adrian barely knows his father, who has been divorced from his mother since he was a child. But after he finds the blackmailer, a former lieutenant of his father’s, he’s told about one prisoner the Colonel spared and kept as a lover — a young girl named Miriam.The Blue Hour tells the story of Adrian’s heart-rending, sometimes heart-pounding, search for Miriam and his attempt to right the wrongs his father committed. In the process, he learns about a Peru that’s a thousand light years removed from the civilized Lima he grew up in, a Peru that’s still haunted by a war that destroyed families and continues to destroy years after it’s over. When Adrian enters this unfamiliar world, he also dredges up some deep, unsettling secrets about himself. Alonso Cueto is one of those rare writers who can grab you from the first page and hold you to the very end. The Blue Hour is not to be missed....more",Notes are private!,0,12,1,"Jul 09, 2016","Jul 15, 2016","Jul 12, 2016",,Hardcover,view (with text),/book/show/13153975-the-blue-hour
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Music for Chameleons,"Capote, Truman",0141184612,9780141184616,0141184612,262        pp,4.09,"10,766",1980,2001,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I recently reread Truman Capote’s Music for Chameleons for the third time, and each time it feels like I’m reading it for the first time. Capote’s styI recently reread Truman Capote’s Music for Chameleons for the third time, and each time it feels like I’m reading it for the first time. Capote’s style is simple and unadorned, but his stories are full of marvelous and unexpected characters. One of Capote’s greatest gifts was his ability to win the confidences and friendship of people ranging from his cleaning lady to criminals to the elite of American society.Music for Chameleons is a collection of six short stories, a ‘nonfiction novel’ and seven ‘conversational portraits’. The longest piece in the book, “Handcarved Coffins”, is a real-life account of the hunt for a serial killer in “a small western state”. (Are there really any small western states?) Some of the stories are about anonymous characters in Capote’s life. Some are vignettes of famous people in his life. Derring-do is a fanciful story about how Pearl Bailey helped Capote avoid jail in California. Then It All Came Down is about a jail cell encounter with Robert Beausoleil, whose homicide Charles Manson was trying to cover up when he killed actress Sharon Tate and four others. A Beautiful Child is about a day Capote spent with Marilyn Monroe. Nocturnal Turnings is a confessional Capote wrote about himself.The pieces in Music for Chameleons are often shocking, always wildly entertaining, even if Capote may sometimes stretch the truth to turn a good tale. When all is said and done, Capote was one of the great people observers of American literature, whether he was writing novels or short stories. Music for Chameleons is a real gem....more",Notes are private!,0,1,1,"Mar 08, 2016","Jul 10, 2016","Jul 08, 2016",,Paperback,view (with text),/book/show/60483.Music_for_Chameleons
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Legends of the Fall,"Harrison, Jim",0385285965,9780385285964,0385285965,276        pp,4.04,"11,788",1979,"May 01, 1980",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There’s a line in Legends of the Fall that says a lot — if not everything — about Jim Harrison: “there is little to tell of happiness — happiness is oThere’s a line in Legends of the Fall that says a lot — if not everything — about Jim Harrison: “there is little to tell of happiness — happiness is only itself, placid, emotionally dormant, a state adopted with a light heart but nagging brain . . .”If you’re looking for happiness, don’t read Jim Harrison. At least not Legends of the Fall, which is actually three different novellas, none of which are remotely similar, with the exception of the underlying strain of machismo. Yes, the book is beautifully written, although Harrison sometimes trips over himself and lapses into incomprehensible musings.Ironically, the title story is the least interesting of the three. It follows the troubled son of a Montana rancher through a life of adventure and misadventure. It sprawls over so much of the twentieth century, and touches so many lives, it seems to be little more than the outline to a historical novel. The first story, which is set in northern Mexico, is appropriately called Revenge. It’s about two lovers who are brutalized by the cuckolded husband, and the quest for revenge on the part of the male lover. The second story, The Man Who Gave Up His Name, starts as the tale of a financially successful but divorced businessman and father who decides to give away his money, ends up tossing a drug dealer out a window and spends his time trying to avoid the wrath of the dealer’s boss. The plot is utterly unlikely, but much of Harrison’s genius is that he doesn’t have to be logical or comprehensible to write an enjoyable story. ...more",Notes are private!,0,1,1,"Apr 29, 2016","Jun 22, 2016","Jun 22, 2016",,Paperback,view (with text),/book/show/395397.Legends_of_the_Fall
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Grace,"Krueger, William Kent*",1451645821,9781451645828,1451645821,307        pp,4.26,"154,941","Mar 26, 2013","Mar 26, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Most mystery novels rush like shallow rivers. Ordinary Grace is a deep and placid lake glowing in the afternoon sun. This wonderful, quietly paced novMost mystery novels rush like shallow rivers. Ordinary Grace is a deep and placid lake glowing in the afternoon sun. This wonderful, quietly paced novel follows two young brothers through the summer of 1961 in their small Minnesota town. New Bremen is normally a peaceful place, but not this summer. Death, which takes many forms, is a constant presence in the lives of the brothers.The story, seen through the eyes of the older brother, Frank Drum, forty years later, starts with the mysterious death of a young boy who’s hit by a train on the tracks that run alongside the Minnesota River. Frank and his younger brother Jake are the sons of a Methodist minister and a mother who sometimes has trouble relating to her stoic husband’s God. While death, in the form of murder, suicide and accident, is the central theme of this book, Ordinary Grace is as much about the lives of the people who populate the book as it is about solving crimes. Author William Kent Krueger has created some unforgettable characters in the Drum family and the people around them. A beautifully written, soul-touching book....more",Notes are private!,0,1,1,"May 11, 2016","Jun 20, 2016","Jun 20, 2016",,Hardcover,view (with text),/book/show/15803059-ordinary-grace
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,"Grann, David*",0385513534,9780385513531,0385513534,339        pp,3.89,"95,045","Feb 24, 2009","Feb 24, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ages ago, I spent a year in Lima, Peru. While living there, I traveled to Machu Picchu, the wondrous Incan ruins which were built on a bluff high up iAges ago, I spent a year in Lima, Peru. While living there, I traveled to Machu Picchu, the wondrous Incan ruins which were built on a bluff high up in the Peruvian Andes. I met a Japanese archeologist in a small village near the great ruins. He told me he was going to prove that his ancestors had sailed the Pacific and come to Peru many centuries ago. He was convinced they had established a great civilization in the jungles and ultimately came through the high Andes pass beyond the village and built Machu Picchu as a fortress against their enemies.The Japanese archeologist was just one of many people who believe that ancient civilizations are hidden in the impenetrable jungles of the Amazon. The stories are never-ending. El Dorado, the Cloud People of Peru, the earthworks of Western Amazonia, the Lost City of Z. . .Before I went to Lima, I had spent many weeks in a dugout canoe on the Rio Napo, a tributary of the Amazon that begins in the Ecuadorean Andes. The Amazon was so hostile we spent most of our waking hours battling it. No-see-ums and mosquitoes bombarded us day and night. Poisonous snakes and insects were a constant threat. When it rained, it came down in sheets so heavy it was impossible to see five feet in front of you. Huge logs crashed down from the Andes and threatened to crush our canoe. It would take hours to light a fire, the land was so wet.The jungles were so dense and hostile I was certain that the only way to travel was by water and the only places to live were along the hundreds of waterways that tumbled out of the mountains. I was also certain that the people who lived there centuries ago would be so busy fighting the elements they couldn’t possibly have the time or the will to create an advanced civilization. So I started reading The Lost City of Z with my own prejudices. Early in the twentieth century the English explorer Percy Harrison Fawcett regaled the world with his stories about his efforts to find Z, the fabled city that was supposedly built in the middle of the Brazilian jungles many hundreds of years ago . Some eighty years later, David Grann wrote this fascinating book about Fawcett’s adventures.The book is actually two stories. The first is about Colonel Fawcett, who spent much of his life exploring the Amazon searching for Z. Fawcett made six forays into the Bolivian and Brazilian Amazon between 1906 and 1914. Each time he returned to New York or London, he wrote and lectured extensively about his adventures. By the time he made his last trip in 1925, he was world famous, and so was the legend of Z. The second story, which is interwoven with Fawcett’s, is about the adventures of David Grann, the American journalist who wrote this fascinating book. First, Grann spent many months doing an exhaustive study of Fawcett’s journals and other documents about his expeditions in search of Z. When Grann’s research was done, some eighty years after Fawcett’s last expedition, he decided to follow the path Fawcett took on that fateful expedition. Even though travel in the jungles was a bit less brutal than it was in 1925, when Fawcett, his son and a friend disappeared, Grann’s adventure was every bit as exciting as Fawcett’s. And the conclusion to his story is both surprising and completely unexpected....more",Notes are private!,0,1,1,"May 02, 2016","May 30, 2016","May 30, 2016",,Hardcover,view (with text),/book/show/3398625-the-lost-city-of-z
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisonwood Bible,"Kingsolver, Barbara",0060786507,9780060786502,0060786507,546        pp,4.10,"743,731","Sep 24, 1998","May 31, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Most of us see things literally. A tree is a tree is a tree. The artist sees a tree fancifully — from the hard core of the trunk, from its roots, fromMost of us see things literally. A tree is a tree is a tree. The artist sees a tree fancifully — from the hard core of the trunk, from its roots, from its shadows, its seeds, its leaves, the interstices between its branches, from its possibilities, its spirit, its hopes, its dreams. Barbara Kingsolver is a true artist. She sees the world around her from such unimaginable angles it takes your breath away. In the Poisonwood Bible, she uses all her artistic powers to the fullest.The Poisonwood Bible is actually two stories: the story of Nathan Price, a Baptist missionary from Georgia, and his wife and four daughters, and the story of what happens to the Prices and to the Congo after the country becomes independent from Belgium. The first part of the story takes place in the two years before the Congo gains independence. It documents the Prices’ time in the small village of Kilanga. Nathan Price is a Baptist minister whose narrow-minded insistence on bringing the word of his God to the people of Kilanga has tragic consequences for the entire family. Price’s inability to understand that the only thing the villagers want saving from is Nathan Price is told from each of the girls’ viewpoints. “No matter what happens on God’s green earth,” Rachel says, “Father acts like it’s a movie he’s already seen and we’re just dumb for not knowing how it all comes out.” It’s often funny, sometimes shocking, ultimately tragic.The second part of the book documents the sad history of both the Prices and the Congolese people after Belgium grants the country “independence”, an independence that is brutally thwarted by the greed and cruelty of U.S. and Belgian diamond miners, who have the elected president, Patrice Lumumba, assassinated and the dictator Joseph Mobutu installed with the approval of President Eisenhower, the man with “the clear-rimmed glasses and spotted tie, the broad smile, the grandfatherly bald head like a warm, bright light bulb. He looked so trustworthy and kind,” Orleanna Price says as she looks back at the way her family was destroyed by the blind faith of her husband and the cruelty of the puppet masters who manipulated the people of the Congo.The Poisonwood Bible is in turn riotously funny and unbearably heartbreaking, personal and historic. Kingsolver is at her best in this book, which is one of the great books of Twentieth Century literature. It’s a must read for anyone who wants to see the world with open eyes....more",Notes are private!,0,2,1,"Mar 12, 2016","Mar 29, 2016","Mar 29, 2016",,Hardcover,view (with text),/book/show/7244.The_Poisonwood_Bible
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Wonder,"Patchett, Ann",0062049801,9780062049803,0062049801,353        pp,3.89,"188,472","May 03, 2011","Jun 07, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Amazon jungles are among the most inhospitable stretches of land on earth. The withering sun, the torrential rains, the unimaginable swarms of insThe Amazon jungles are among the most inhospitable stretches of land on earth. The withering sun, the torrential rains, the unimaginable swarms of insects biting and jabbing their poisons into any piece of flesh they can find; the snakes — anacondas, which can swallow a man whole; lanceheads, green mambas and a dozen other poisonous snakes; the jungle itself, impenetrable and unforgiving. Years ago, I spent a month navigating a tributary of the Amazon in a dugout canoe during the day, looking for a safe spot of land to set up tent at night while the mosquitoes tried to suck the life out of us, so I can tell you Ann Patchett has done a magnificent job of describing the dangers in her wonderful novel, State of Wonder. Here’s Patchett on the brutal Equatorial heat: “Marina felt the top of her head turning soft as the sun worked into her brain, unloosening its coils.” Here she is on the insects: “At dusk the insects came down in a storm, the hard-shelled and soft-sided, the biting and stinging, the chirping and buzzing and droning, every last one unfolded its paper wings and flew with unimaginable velocity into the eyes and mouths and noses of the only three humans they could find.”Here she is on the mighty anaconda as it tried to suck the life out of its unsuspecting victim: “Easter’s lips were turning blue. From either the weight of the snake or the lack of oxygen he…” Never mind. I’m not going to spoil even an iota of this extraordinary scene for you.As brilliantly as Patchett describes the jungle and its dangers, she’s even better at creating memorable characters. Dr. Annick Swenson, the research scientist who’s working in the Amazon jungle a day’s boat ride away from the Brazilian city of Manaus, is one of the most unique and imperious antagonists in contemporary literature. Swenson was sent to Brazil to develop a new drug for a large pharmaceutical company, but after five years, with no idea about exactly where she is and no way to communicate directly with her, the company’s CEO sends Anders Eckman, one of his scientists, to find her and tell her to wrap up the research so they can begin developing the drug. After Eckman has been gone for several months, the CEO receives a short, cryptic letter from Swenson telling him Eckman has died and been buried in the jungles.Enter Marina Singh, a colleague of Anders Eckman, who goes to Brazil to find out what happened to him. Singh is a wonderful, multi-dimensional character, whose strengths ultimately outshine her weaknesses as she flies to Manaus to find Eckman and bring his remains back to Minnesota. She first has to find Dr. Swenson, who doesn’t let anybody know where her research site is except a young surfer couple she’s hired to be her agents in Manaus. Marina has to wait weeks until the insufferable Dr. Swenson appears in Manaus. With Swenson is the adorable young deaf mute Easter, who was abandoned to Swenson’s care by a tribe of cannibals. In spite of Swenson’s vigorous objections, Marina insists on going back into the jungle with her to see where Eckman died. Once she, Swenson and Easter get into Swenson’s pontoon boat for the trip to Swenson’s research camp, the three of them seem to fall into the rabbit hole. Yes, the story veers into an Alice in Wonderland fantasy, but who cares, it’s a helluva story. Sure, much of the ‘science’ lacks credibility, but who cares. State of Wonder is a marvelous tale, with two of the great characters in contemporary fiction. ...more",Notes are private!,0,0,1,not set,"Nov 19, 2015","Nov 13, 2015",,Hardcover,view (with text),/book/show/9118135-state-of-wonder
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tinkers,"Harding, Paul",1934137197,9781934137192,1934137197,192        pp,3.41,"35,432","Jan 01, 2009","Jan 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How many times have we read the story of a dying man’s look back at his life? It doesn’t hold the promise of anything particularly unique. But in the How many times have we read the story of a dying man’s look back at his life? It doesn’t hold the promise of anything particularly unique. But in the blue moon case of Paul Harding’s debut novel, Tinkers, the result is extraordinary. This slim volume is a poem, a finely wrought gem, a piece of magic ripped from the soul of a man who’s vision is so uncommon it often takes my breath away. The story itself is simple — a man who was born and raised in rural Maine looks back at his relationship with his father, an iterant peddler — a tinker — whose life is beset by some unique challenges. But once in a while, a simple story can be achingly beautiful, like fresh snow on a grove of evergreens. Tinkers is just that kind of story.Here’s a description of what Howard, the father, saw on his daily rounds.“The rutted road ran between two mild slopes. The trees that grew on the slopes leaned in toward the road, so that their lowest branches brushed the grass. The sun lowered and there was brightness in the treetops and brightness in the long grass, and in between a band of shadows gathered and held in the skirts of the lowest branches. Howard rode along the track and had the sense that once he passed, the shadows leaked out from the edge of the forest, down the incline and out onto the dirt. Behind him also, along with the shadows, animals came to browse in the grass at the verge, and a black-booted red fox darted across the bright road, from darkness to darkness. To Howard, this was the best part of the afternoon, when folds of night mingled with bands of day.”Then there are the shorter snippets of poetry, scattered lavishly throughout the book.“The river was high after an early, fast melt, and loud. Voices seemed to mingle in the water, as if there were a race of men who dwelled among the rapids.”Or this:“We watched the leaded glass of our windows knit frost into lace.”I keep a copy of T.S. Eliot’s poems by my desk, pick it up when I need some inspiration and open it randomly and read. The words are so electric they always energize me. In the future, I’ll have a copy of Paul Harding’s Tinkers right next to Eliot....more",Notes are private!,0,0,1,not set,"Sep 26, 2015","Sep 28, 2015",,Hardcover,view (with text),/book/show/4957350-tinkers
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sympathizer        (The Sympathizer, #1)","Nguyen, Viet Thanh*",0802123457,9780802123459,0802123457,371        pp,4.01,"113,610","Apr 02, 2015","Apr 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The history of war is almost always written by the winners (and it’s never objective). The one notable exception was the Vietnam War, which the U.S. aThe history of war is almost always written by the winners (and it’s never objective). The one notable exception was the Vietnam War, which the U.S. abandoned when the tide was turning in favor of North Vietnam and sentiment among Americans was overwhelming against our continued involvement. We left our South Vietnamese allies to fight the war by themselves, a war which ended when the North Vietnamese took over Saigon on April 30, 1975.Until Viet Thanh Nguyen wrote The Sympathizer, Americans only knew the war from American news reports, and the Vietnamese people were all but invisible in those reports. The Sympathizer, a first novel by a Vietnamese born, American educated writer, is the story of an unnamed young Vietnamese man whose mother is Vietnamese and father a French priest. Because he’s a bastard and Eurasian, he’s an outcast in his own country, but his dual heritage gives him one unique gift — the ability to see things from both sides. The Sympathizer is a sometimes gruesome, mostly hilarious parody of American involvement in the war and its aftermath, when a South Vietnamese general, his family and a few confidants are granted asylum in California at the disastrous end of the war. Among those confidants are the unnamed narrator, who is not only the general’s aide, but also a communist spy. The narrator tells his story as a confession written in a Vietnam isolation cell. It follows the General and his entourage from their ill-fated escape from Saigon through the years spent adjusting to life in the L.A. refugee community, where the narrator does the General’s bidding in his paranoid efforts to send an army back to liberate his homeland. At the same time, the narrator is sending coded messages to Man, his communist handler in Vietnam, telling him all the General’s plans. Nguyen’s ultimate goal with The Sympathizer seems to be to confirm the futility of the war not only for the U.S., but also for the Vietnamese people, both North and South. But the most brilliant takes in the book are about the people who walk its pages. Here’s Ms. Mori, a secretary at the California college where the unnamed narrator gets a job after he’s evacuated from Vietnam. She’s discussing a conversation she had with the chairman of the Department of Oriental Studies, where they both work.""When he interviewed me, he wanted to know whether I spoke any Japanese. I explained that I was born in Gardena. He said, Oh, you Nisei, as if knowing that one word means he knows something about me. You’ve forgotten your 	culture, Ms. Mori… For a long time I felt bad. I wondered why I didn’t want to learn Japanese…why I would rather go to Paris or Istanbul or Barcelona than Tokyo. But then I thought, Who cares? Did anyone ask John F. Kennedy if he spoke Gaelic and visited Dublin or if he ate potatoes every night or if he collected paintings of leprechauns?""Then there’s his take on the Auteur, a Hollywood director making a film about the Vietnam War. The narrator is hired as a consultant, ostensibly to verify the authenticity of the Vietnamese characters. But as he sits in the famed Auteur’s office, he’s “flummoxed by having read a screenplay whose greatest special effect was neither the blowing up of various things nor the evisceration of various bodies, but the achievement of narrating a movie about our country where not a single one of our countrymen had an intelligible word to say.” Nguyen manages to thoroughly eviscerate the great Auteur, who’s based on a well-known director who created one of Hollywood’s all-time top movies.Nguyen’s greatest achievement in The Sympathizer is getting us American-born readers to see that red is not necessarily red when seen through a different pair of eyes. It’s a great addition to American literature. ...more",Notes are private!,0,11,1,not set,"Sep 18, 2015","Sep 19, 2015",,Hardcover,view (with text),/book/show/23168277-the-sympathizer
