,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ujjyaini's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman Is No Man,"Rum, Etaf*",0062699768,9780062699763,0062699768,339        pp,4.26,"149,539","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/34313931-a-woman-is-no-man
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shuggie Bain,"Stuart, Douglas*",0802148042,9780802148049,0802148042,430        pp,4.31,"151,860","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/52741293-shuggie-bain
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mercies,"Millwood Hargrave, Kiran *",0316529257,9780316529259,0316529257,345        pp,4.01,"43,424","Feb 06, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/46138193-the-mercies
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luster,"Leilani, Raven*",0374194327,9780374194321,0374194327,227        pp,3.53,"98,754","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/51541496-luster
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moment of Lift: How Empowering Women Changes the World,"Gates, Melinda*",1250313570,9781250313577,1250313570,273        pp,4.28,"60,488","Apr 23, 2019","Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/40776644-the-moment-of-lift
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Permanent Record,"Snowden, Edward",1250237238,9781250237231,1250237238,339        pp,4.30,"51,955","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/46223297-permanent-record
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Free Voice: On Democracy, Culture and the Nation","Kumar, Ravish",9387164780,9789387164789,9387164780,176        pp,4.18,"2,553",2018,"Feb 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/38435528-the-free-voice
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nevernight        (The Nevernight Chronicle, #1)","Kristoff, Jay*",1250073022,9781250073020,1250073022,427        pp,4.23,"97,009","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/26114463-nevernight
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarian of Auschwitz,"Iturbe, Antonio G.",1627796185,9781627796187,1627796185,424        pp,4.16,"55,298","Sep 18, 2012","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/31145052-the-librarian-of-auschwitz
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lamb: The Gospel According to Biff, Christ’s Childhood Pal","Moore, Christopher*",0380813815,9780380813810,0380813815,444        pp,4.23,"173,679","Mar 01, 2002","May 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Paperback,view,/book/show/28881.Lamb
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cartographers,"Shepherd, Peng*",0062910698,9780062910691,0062910698,392        pp,3.64,"65,174","Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/55004093-the-cartographers
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Hedge of India: The Search for the Living Barrier that Divided a People,"Moxham, Roy",0786709766,9780786709762,0786709766,256        pp,3.99,444,"Jan 25, 2001","Mar 12, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Paperback,view,/book/show/146077.The_Great_Hedge_of_India
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paul Takes the Form of a Mortal Girl,"Lawlor, Andrea*",0986086991,9780986086991,0986086991,354        pp,3.89,"11,648","Nov 01, 2017","Nov 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Paperback,view,/book/show/35838277-paul-takes-the-form-of-a-mortal-girl
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Science,"Goldacre, Ben",0007240198,9780007240197,0007240198,338        pp,4.06,"43,075",2008,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Paperback,view,/book/show/3272165-bad-science
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emperor of All Maladies: A Biography of Cancer,"Mukherjee, Siddhartha",,,,571        pp,4.33,"102,525","Nov 16, 2010","Nov 16, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/7170627-the-emperor-of-all-maladies
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Astrophysics for People in a Hurry,"Tyson, Neil deGrasse *",0393609391,9780393609394,0393609391,223        pp,4.08,"179,155","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/32191710-astrophysics-for-people-in-a-hurry
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight's Furies: The Deadly Legacy of India's Partition,"Hajari, Nisid*",0547669240,9780547669243,0547669240,304        pp,4.03,"1,959",2015,"Jun 09, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,ebook,view,/book/show/22827628-midnight-s-furies
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"They Both Die at the End        (They Both Die at the End Series, 1)","Silvera, Adam*",0062457799,9780062457790,0062457799,389        pp,3.77,"740,634","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/33385229-they-both-die-at-the-end
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Discovery of India,"Nehru, Jawaharlal",0143031031,9780143031031,0143031031,656        pp,4.09,"8,182",1946,"Oct 31, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Paperback,view,/book/show/154126.The_Discovery_of_India
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ivory Throne: Chronicles of the House of Travancore,"Pillai, Manu S.",9351776433,9789351776437,B0182EZKY6,"1,137        pp",4.28,"1,888","Jan 22, 2016","Jan 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Kindle Edition,view,/book/show/28264135-the-ivory-throne
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where We Go From Here,"Rocha, Lucas*",133855624X,9781338556247,133855624X,288        pp,4.12,"2,466","Aug 06, 2018","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/50160953-where-we-go-from-here
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Palace Walk        (The Cairo Trilogy, #1)","Mahfouz, Naguib",0385264666,9780385264662,0385264666,501        pp,4.19,"19,919",1956,1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Paperback,view,/book/show/762134.Palace_Walk
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mind's Eye        (Inspector Van Veeteren, #1)","Nesser, Håkan",,,B0013TPVEM,288        pp,3.59,"11,994",1993,"Jun 10, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Kindle Edition,view,/book/show/20193924-mind-s-eye
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manto: Selected Stories,"Manto, Saadat Hasan",8184000499,9788184000498,8184000499,130        pp,4.17,"1,996","Dec 01, 2003","Dec 31, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/7518598-manto
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kololo Hill,"Shah, Neema*",1529030501,9781529030501,1529030501,304        pp,3.93,"1,282",unknown,"Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/55281100-kololo-hill
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Wives Under the Sea,"Armfield, Julia",152901722X,9781529017229,152901722X,240        pp,3.79,"65,400","Mar 03, 2022","Mar 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Paperback,view,/book/show/58659343-our-wives-under-the-sea
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exhalation,"Chiang, Ted",,,,368        pp,4.28,"91,584","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Kindle Edition,view,/book/show/41160292-exhalation
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomb of Sand,"Shree, Geetanjali",,,,739        pp,3.70,"3,021",2018,"Aug 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Paperback,view,/book/show/58703758-tomb-of-sand
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tenant of Wildfell Hall,"Brontë, Anne",0140434747,9780140434743,0140434747,576        pp,4.01,"115,946",Jun 1848,"Apr 16, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Paperback,view,/book/show/337113.The_Tenant_of_Wildfell_Hall
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cemetery Boys        (Cemetery Boys, #1)","Thomas, Aiden*",1250250463,9781250250469,1250250463,344        pp,4.28,"91,291","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/52339313-cemetery-boys
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,"McNamara, Michelle",0062319809,9780062319807,,352        pp,4.12,"237,847","Feb 27, 2018","Feb 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,ebook,view,/book/show/35068432-i-ll-be-gone-in-the-dark
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Desperately Seeking Shah Rukh: India's Lonely Young Women and the Search for Intimacy and Independence,"Bhattacharya, Shrayana",,,,384        pp,4.31,"1,808","Nov 11, 2021","Nov 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,,view,/book/show/59057886-desperately-seeking-shah-rukh
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At Night All Blood is Black,"Diop, David",0374266972,9780374266974,0374266972,145        pp,3.82,"23,239","Aug 16, 2018","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/50403480-at-night-all-blood-is-black
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein in Baghdad,"Saadawi, Ahmed",0143128795,9780143128793,0143128795,281        pp,3.58,"16,596","Mar 01, 2013","Jan 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Paperback,view,/book/show/30780005-frankenstein-in-baghdad
