,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Dagio_maya 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La gatta sul tetto che scotta,"Williams, Tennessee",8806253948,9788806253943,8806253948,154        pp,4.06,"60,852",1955,"Sep 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Essere o non Essere?Una casa colonica del profondo sud statunitense. Una famiglia che ha fondato la sua fortuna sul cotone si riunisce per il sessantaEssere o non Essere?Una casa colonica del profondo sud statunitense. Una famiglia che ha fondato la sua fortuna sul cotone si riunisce per il sessantacinquesimo compleanno del capostipite.Come nelle migliori réunion tra “parenti serpenti” la prospettiva di una ricca eredità alimenta le perfidie. C’è qualcos’altro, però, che sotto il coperchio continua a sobbollire.Un dolore sordo ma costante.”Non vivo con te. Stiamo nella stessa gabbia.”Così Margaret risponde a suo marito Brick. Lui il figlio minore,il preferito, nonostante sia palesemente alcolizzato da ché Skipper, il suo migliore amico, è morto.Lei Margaret, la gatta pronta a tirare fuori gli artigli per difendere la sua posizione benestante ma anche l’amore profondo per l’uomo che l’ha sposata.Disposta a tutto anche a sopravvivere sopra un tetto che scotta…Meraviglioso dramma, andato in scena a Broadway nel 1955 con un testo rimaneggiato dal regista Elia Kazan. Oggi, fortunatamente, leggiamo il testo originario, così come ideato dall’autore.Quanto a lungo si può sopportare una vita costruita sulle bugie?Rifugiarsi nell’alcool per anestetizzare il dolore oppure fuggire attraverso la morte?Il castello di ipocrsie prima o poi crolla: basta solo un mattoncino (Brick!) instabile e tutto viene giù…”La tattica del silenzio non funziona. Quando qualcosa si incancrenisce nel ricordo, o nella propria immaginazione, la tattica del silenzio non funziona: è come chiudere a chiave la porta di una casa che va a fuoco sperando di dimenticare che sta bruciando. Se non affronti le fiamme, non le spegni. Non parlarne rende quel pensiero piú grande: cresce e si incancrenisce in silenzio, diventa maligno…”...more",Notes are private!,0,14,1,Jan 2024,Jan 2024,"Jan 01, 2024",,Paperback,view (with text),/book/show/62317565-la-gatta-sul-tetto-che-scotta
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vivendo la mia vita: 1917-1928,"Goldman, Emma",,,,386        pp,5.00,1,unknown,Jul 1993,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"”Avevo bevuto dalla coppa fino all’ultima goccia. Avevo vissuto la mia vita.Oh, se avessi avuto il dono di dipingere la vita che avevo vissuto!”Parto ”Avevo bevuto dalla coppa fino all’ultima goccia. Avevo vissuto la mia vita.Oh, se avessi avuto il dono di dipingere la vita che avevo vissuto!”Parto dall’ultima riga di questa meravigliosa autobiografia per riavvolgere il nastro di un racconto denso.Pagine fitte in cui Emma Goldman, stigmatizzata come la «la donna più pericolosa d’America», ha raccontato undici anni di una vita che travalica ogni immaginazione e che un ignaro lettore potrebbe credere fantasiosa se non fosse riportata anche dai libri di Storia.Gli anni di cui stiamo parlando –come anticipa il titolo del volume- vanno dal 1917 al 1928 e sono principalmente incentrati sulla Rivoluzione Sovietica. E.G. (chiamata così dagli stessi amici e compagni di lotta) si trovava in America quando scoppiò una crudele e diffamatoria campagna contro il nascente governo bolscevico.Per quanto anarchica e dunque avversa ad ogni forma di autorità centralizzata, E.G. si oppone a questo clima carico di odio e violenza.  [image]Lo fa attraverso le pagine autoprodotte del “Mother Earth Bulletin” ma anche attraversando il paese e tenendo numerose conferenze che vertevano su molte iniziative temi scottanti in quei giorni: l’incostituzionalità della coscrizione obbligatoria, la sessualità repressa e soprattutto la strenua battaglia contro la legge antispionaggio che stava riempiendo le carceri dove finì (non per la prima volta) anche lei.Arrestata assieme al compagno Alexander Berkman -che lei chiama Sasha- fino alla definitiva espulsione dal territorio americano.Pur non opponendosi alle critiche dei compagni anarchici contro i bolscevichi, i due, decidono di andare a toccare con mano la Rivoluzione che storicamente stava travalicando la portata di quella Francese e che potenzialmente poteva veramente essere il trampolino di grandi cambiamenti.Le pagine dedicate agli anni di questa esperienza sono non solo le più numerose ma le più importanti porprio come testimonianza storica di ciò che agli occhi occidentali era nascosto.E.G. e Berkman cercano in tutti i modi essere operativi ma l’evidenza dello stato di terrore e violenza è sempre più plateale fino all’eccidio di Kronstadt che suggella ogni possibile speranza.Gli anni descritti in questo volume non sono solo anni di maturità anagrafica (dai 48 ai 59 anni) ma anche di una visione politica che si fa più concreta.Un racconto appassionante perché la passione per cui Emma Goldman ha vissuto traspare da queste pagine in tutto il suo amore per la giustizia e la libertà umana al di là di effimeri discorsi ideologici. E’ la purezza politica quando si svincola dagli interessi di partito perché l’unica attenzione è quella data al benessere di tutti.Goldman e Berkman resistono 21 mesi prima di dichiarare, anche a se stessi, il fallimento di un sogno. Da allora inizia un girovagare per l’Europa e in Canada con il forte bisogno di far sapere al mondo cosa sta succedendo anche a costo di essere strumentalizzati dagli opportunisti reazionari.Avevo taciuto abbastanza...more",Notes are private!,0,14,1,"Mar 15, 2024","Mar 30, 2024","Dec 29, 2023",,,view (with text),/book/show/204505631-vivendo-la-mia-vita
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il giro del mondo in 72 giorni,"Bly, Nellie",8897804489,9788897804482,,229        pp,3.64,"1,421","Jan 01, 1890","May 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Preferirei morire e vincere piuttosto che restare viva e arrivare tardi”.[image]New York a Londra, poi Calais, Brindisi, Port Said, Ismailia, Sue“Preferirei morire e vincere piuttosto che restare viva e arrivare tardi”.[image]New York a Londra, poi Calais, Brindisi, Port Said, Ismailia, Suez, Aden, Colombo, Penang, Singapore, Hong Kong, Yokohama, San Francisco, New York.Partenza da Hoboken (New Jersey) il 14 novembre 1889. Arrivo a Jersey City il 25 gennaio 1890.Questo il viaggio compiuto dalla giornalista americana Nellie Bly, pseudonimo di Elizabeth Jane CochranCaparbia e decisa a difendere l’immagine americana ma – ahimé- succube dei molti pregiudizi di un occidente ancora colonialista.Ammirata dalle donne per il bagaglio minimalista e dagli uomini per l’audace iniziativa, la Bly, molto spesso, confeziona una cronaca asettica con descrizioni accurate dei mezzi di trasporto più che di paesaggi e di persone.Via via, però, si scalda.[image]Il viaggia comincia subito con una deviazione a casa dei coniugi Verne. Visita dovuta dato che l’idea originaria di una sfida a tempo per fare il giro del mondo è proprio quella letteraria dello scrittore francese.La Bly racconta aneddoti a volte poco interessanti per il lettore contemporaneo già saturo di conoscenze.Mi ha sorpreso il suo soffermarsi sui minimi particolari delle truci condanne a morte in Cina senza nessun commento disgustato al riguardo mentre non nasconde il ribrezzo verso gli uomini di fatica:”Un aspetto sgradevole dei coolie è che grugniscono come maiali mentre trasportano le persone. Non so se il grugnito ha per loro un significato particolare, il fatto è che continuano a grugnire uno dopo l’altro nella fila di portantine ed è tutt’altro che piacevole.”Parole di grande ammirazione sono, invece, dedicate al Giappone ed ai suoi abitanti che probabilmente rispecchiano in miglior modo la sua idea di bellezza e pulizia.Insomma, ovviamente, una lettura che va inquadrata e digerita (!) tenendo conto del contesto storico.Personalmente, ho ammirato l’inflessibile volontà di questa donna di arrivare a raggiungere il suo obiettivo....more",Notes are private!,2,12,1,"Dec 26, 2023","Dec 28, 2023","Dec 26, 2023",,ebook,view (with text),/book/show/90542899-il-giro-del-mondo-in-72-giorni
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baumgartner,"Auster, Paul",8858444019,9788858444016,B0CLR2N9VX,160        pp,3.80,"4,612","Nov 07, 2023","Nov 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,"Dec 13, 2023","Dec 22, 2023","Dec 13, 2023",,Kindle Edition,view,/book/show/200626571-baumgartner
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Libera i miei nemici,"Carbone, Rocco",8804538031,9788804538035,8804538031,232        pp,3.71,17,Jan 2005,Jan 2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 12, 2023",,Hardcover,view,/book/show/6655286-libera-i-miei-nemici
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A volte una bella pensata,"Kesey, Ken",8894833410,9788894833416,8894833410,848        pp,4.26,"22,470",1964,"May 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 08, 2023",,Paperback,view,/book/show/57962457-a-volte-una-bella-pensata
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le sei reincarnazioni di Ximen Nao,Mo Yan,8806185780,9788806185787,8806185780,736        pp,4.04,"4,594",2006,May 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/9719561-le-sei-reincarnazioni-di-ximen-nao
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il tarlo,"Martínez, Layla",8883734475,9788883734472,B0C1K7G8RD,144        pp,4.20,"7,811","Nov 02, 2021","Apr 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 28, 2023",,Paperback,view,/book/show/125126738-il-tarlo
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giù nel cieco mondo,"Ward, Jesmyn*",1255750022,9791255750024,B0C32B8Z1F,270        pp,3.73,"20,567","Oct 24, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Nov 20, 2023",,Paperback,view,/book/show/183440335-gi-nel-cieco-mondo
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gli scellerati,"Dard, Frédéric",,,B07G5PQWZF,204        pp,3.53,518,1959,"Aug 28, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,""" Il sole non c’era più. Sapevo che, per la prima volta, quella casa aveva smesso di essere «l’isola» e si era fatta inghiottire dal grigiore della"" Il sole non c’era più. Sapevo che, per la prima volta, quella casa aveva smesso di essere «l’isola» e si era fatta inghiottire dal grigiore della mia triste periferia.""Lèopoldville, questo il nome del sobborgo parigino dove abita Louise Lacroix, una ragazza di diciassette anni.Un quartiere ai margini, una madre di cui si vergogna, un padre mai conosciuto, un patrigno alcolizzato, un lavoro in fabbrica senza nessuna prospettiva:queste le coordinate di quella che lei considera una prigione.Una vita grigia su cui, all’improvviso, si apre uno spiraglio. Un giorno, infatti, tornando dal lavoro, nota la casa dei Rooland.All’apparenza una bella casa borghese come tante altre nel quartiere che attraversa ma:”...ciò che la distingueva dalle abitazioni vicine era la particolare atmosfera che la avvolgeva. Come spiegarvi? Sembrava fuori dal mondo. Era una villetta di Léopoldville, ma era come se sorgesse su un’isola sconosciuta. Un’isola minuscola e misteriosa dove si doveva vivere maledettamente bene.”Giorno dopo giorno lo sguardo di Louise s’insinua sempre più fino a trovare il coraggio di percorrere il vialetto e sfacciatamente chiedere:«Volevo chiedervi se vi serve una domestica.»Louise che cerca di uscire dal grigiore di una vita squallida.Louise che ha fame d’amore..Breve ma intenso noir francese del 1953.Ci sono tutti gli ingredienti per rimanere incollati alle pagine e non rimanerne delusi.”Ma poi, le cose potevano davvero andare diversamente?In fondo, vedete, è questo il grande mistero umano.Ad ogni modo, meglio dirsi che era già scritto.”...more",Notes are private!,0,9,1,"Nov 14, 2023","Nov 15, 2023","Nov 14, 2023",,Kindle Edition,view (with text),/book/show/41592870-gli-scellerati
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le schegge,"Ellis, Bret Easton",8806260863,9788806260866,8806260863,752        pp,3.99,"20,594","Jan 17, 2023","Oct 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"«Senti cose che non ci sono».Le schegge è un’opera di auto fiction.Bret Easton Ellis autore e protagonista. costruisce una storia in bilico tra h «Senti cose che non ci sono».Le schegge è un’opera di auto fiction.Bret Easton Ellis autore e protagonista. costruisce una storia in bilico tra horror e thriller raccogliendo frammenti (schegge) di un verosimile periodo della sua vita.In particolare, la vicenda si svolge nel 1981, durante l’ultimo anno del liceo alla costosa e rinomata Buckley School di Los Angeles.Bret ha quindi diciassette anni ed il mondo che ci racconta (il suo mondo) è quello del jet set californiano.Ragazzi e ragazze che non hanno nulla di adolescenziale perché anche dei semplici brufoli sono cancellati dopo costose sedute dall’estetista. Un mondo dove gli adulti sono presenze impalpabili: strafatti di alcool e droghe oppure lontani fisicamente.I figli lasciati nella sicurezza delle ville chilometriche, le piscine private, le auto costose , i vestiti firmati.I soldi servono sì perché anche questi ragazzi soffrono ma i loro dolori possono essere addomesticati con strisce di coca, pasticche e/o superalcolici in quantità.” Ero in uniforme, un costume di scena, fingevo di essere fidanzato, stavo per frequentare un anno di lezioni per cui non avevo alcun interesse, e mi sarei dovuto camuffare: ero un attore e niente di tutto quello era reale.”Bellezza e ricchezza non possono nulla, però, di fronte alla spietata crudeltà con cui agisce uno tra i tanti serial killer che si aggirano in quegli anni in California: il Pescatore a Strascico.Mentre spariscono giovani ragazze i cui corpi dilaniati vengono ritrovati in canali di scolo o cassonetti, i ragazzi e le ragazze della Buckley continuano la recita quotidiana di effimera serenità finche arriva un nuovo compagno di scuola..Bret studente ma anche già scrittore ci propone un romanzo truce con scene da B-Movie ed inserti hard.Ammirevole la playlist ma anche i riferimenti cinematografici.Il libro, nonostante la mole, è molto scorrevole (a volte ripetendosi) .Per me doveva essere il libro con cui riappacificarmi con un autore a cui avevo sbattuto la porta dopo American Psycho ma ho l’impressione che, tutto sommato, non vada oltre ad alcuni paletti tematici ben fissati romanzo dopo romanzo.Leggendo le sinossi delle alte sue opere mi pare che lo stampo sia sempre della stessa matrice: ragazzi belli, ricchi, droghe, alcool ed un mistero (sinistro?) che i tiene i fili della trama.” Ero semplicemente uno scrittore, e noi scrittori eravamo fatti cosí, avevamo qualche problema, eravamo tutti un po’ fuori.”...more",Notes are private!,0,17,1,"Nov 15, 2023","Nov 24, 2023","Nov 10, 2023",,Hardcover,view (with text),/book/show/199107924-le-schegge
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il pensionante,"Lowndes, Marie Belloc",8838915237,9788838915239,8838915237,345        pp,3.67,"3,066",1913,"Jan 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Il pensionante”(1913) è un romanzo di particolare scorrevolezza che si è ispirato ai famigerati delitti di Whitechapel, ossia gli efferati omicidi at“Il pensionante”(1913) è un romanzo di particolare scorrevolezza che si è ispirato ai famigerati delitti di Whitechapel, ossia gli efferati omicidi attribuiti allo storico serial killer che la stampa dell’epoca denominò Jack lo Squartatore.[image]""The Lodger: A Story of the London Fog "" (1927) Alfred HitchcockMarie Belloc Lowndes, costruisce una storia dove protagonisti, Robert ed Ellen Bunting, sono una coppia di ex domestici in pensione. Messi alle strette dai risparmi ormai agli sgoccioli decidono di affittare qualche stanza e non credono alla loro fortuna quando un giorno bussa alla porta un gentiluomo. Il suo nome è Sleuth; un tipo eccentrico ma dopo aver lavorato per anni a casa di stravaganti nobili, i Bunting non ci fanno caso soprattutto se il nuovo pensionante paga subito un mese di affitto.Sono giorni però di agitazione in città. Londra è infatti travolta dalla notizia di omicidi brutali che continuano a replicarsi notte dopo notte. Le vittime sono donne dedite all’alcool sui cui corpi viene ritrovata la firma dell’assassino scritta su un triangolo di carta: Il Vendicatore.La morbosa curiosità attanaglia tutti e qualcuno in casa Bunting comincia ad avere dei sospetti.Come mai il pensionante esce ad ore insolite? Perché passa le sue giornate chino sulla Bibbia?Un romanzo un po’ debole dal punto di vista della trama che, difatti, nel finale si sfilaccia facilmente. Il suo punto di forza, tuttavia, regge benissimo e consiste nello scenario.Leggere queste pagine trasporta completamente il lettore nelle sordide strade londinesi dove, avvolti nella nebbia, non si può che tremare sentendo le urla che echeggiano in lontananza…Nel 1927 Hitchcock assistette allo spettacolo ""Who Is He? ""che era la trasposizione teatrale di ""The Lodger"" (Il pensionante) e volle ottenere i diritti per la realizzazione di un film, che divenne infatti uno dei suoi film muti più celebri. ★★★1/2...more",Notes are private!,0,21,1,"Nov 05, 2023","Nov 10, 2023","Nov 05, 2023",,Paperback,view (with text),/book/show/11556050-il-pensionante
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Senza pietà,"Highsmith, Patricia",,,,273        pp,3.82,"2,420",1965,"Oct 09, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"” La finzione con la quale si era divertito fino a quel momento era improvvisamente diventata realtà”Pubblicato nel 1965, “A Suspension of Mercy”,” La finzione con la quale si era divertito fino a quel momento era improvvisamente diventata realtà”Pubblicato nel 1965, “A Suspension of Mercy”, è un romanzo della famosa scritrice americana Patricia Highsmith che accoglie diversi canoni del genere giallo quanto di quello thriller. Ambientato nella contea inglese del Sufflok, narra la storia di una coppia non più molto affiatata. Lui si chiama Sidney ed è uno scrittore americano in cerca di affermazione ma che pare solo collezionare un fallimento dietro l’altro. Lei è Alicia (o Alida, come nell’edizione digitale che ho letto ci si è divertiti ad alternare..) pittrice senza ansia della creazione.Insieme sono i Bartleby e come il famoso personaggio letterario di Melville rappresentano un enigma. Non vanno più d’accordo e questo appare chiaro fin dalle prime scene, eppure si ostinano a continuare il loro matrimonio. ”Sydney aveva l’impressione che sia lui che Alicia stessero aspettando un segnale: un segnale qualunque – di ostilità o di amore – che facesse pendere la bilancia da una parte o dall’altra.Al culmine delle liti la loro soluzione è separarsi temporaneamente. Alicia, infatti, è solita andarsene per qualche giorno senza dare notizia di sé. Una volta tornata a casa ricominciano una routine in attesa della prossima lite.” ..si muovevano entrambi con la monotonia di due vecchi attaccati alle loro abitudini come a un paio di rotaie..”Tutto prosegue fino a che i due decidono l’ennesima separazione ma questa volta, di comune accordo:” “Allora perché non facciamo finta che io sia morta per un po’? Posso andar via per qualche settimana. E tu puoi lavorare quanto ti pare…”Sidney immagina trame. Lo fa talmente spesso da confondere spesso i contorni della realtà:” Alex era morto almeno cinque volte, nell’immaginazione di Sydney. Alida una ventinaCome nella trama del romanzo che sta scrivendo “Vite programmate” che racconta di un gruppo di persone che decidono di programmare le esperienze di vita e di seguire scrupolosamente il programma. i due coniugi si attengono al loro copione.Alicia sparisce davvero e pian piano tutti punteranno il dito contro Sidney..Assassino o vittima di una morbosa immaginazione?” Ma nella fantasia che Sydney preferiva, era lui a uccidere Alicia con un colpo in testa, dentro casa; poi portava via il cadavere in macchina, lo seppelliva da qualche parte, e diceva a tutti che se n’era andata per qualche giorno, forse a Brighton, forse a Londra. Ma non sarebbe tornata. La polizia non sarebbe riuscita a trovarla. Sydney avrebbe ammesso con gli sbirri, con tutti, che il loro matrimonio andava male negli ultimi tempi, e che forse Alicia aveva voluto allontanarsi da lui e cambiare nome,”...more",Notes are private!,2,16,1,Nov 2023,"Nov 05, 2023","Nov 01, 2023",,Mass Market Paperback,view (with text),/book/show/16083742-senza-piet
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Italo: Una biografia, ricordi e sei articoli","Valli, Bernardo",,,B0C1Y3X1RM,59        pp,0.00,0,unknown,"Apr 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 30, 2023",,Kindle Edition,view,/book/show/127437055-italo
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il pugno chiuso,"Boito, Arrigo",8838901880,9788838901881,8838901880,64        pp,3.67,21,1870,1981,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"” Avevo dinanzi a me un meraviglioso problema di scienza e fors’anche un fatale argomento di dramma.”Apparsa nel 1870 in cinque puntate, su quello” Avevo dinanzi a me un meraviglioso problema di scienza e fors’anche un fatale argomento di dramma.”Apparsa nel 1870 in cinque puntate, su quello che allora si chiamava «Corriere di Milano» e presto divenne il nazionale «Corriere della sera», “Il pugno chiuso” (scritta da Arrigo Boito, noto librettista ma anche scrittore che fece parte del movimento della Scapigliatura) è una novella che contiene due anime. Due facce come la moneta “maledetta” che serra le mani di chi ne viene in possesso. Un antico fiorino rosso che stravolgerà prima la vita dell’avaro Levy e poi quella di Paw, guardiano al tesoro del Santuario.”Nel settembre del 1867 viaggiavo in Polonia per certa missione medica che mi era stata affidata; doveva fare delle ricerche e degli studi intorno ad una fra le più spaventose malattie che rattristano l’umanità: la plica polonica.”Questa la voce narrante che ci introduce in una storia in bilico tra un’atmosfera fantastica ed una spiegazione più logica e razionale dell’accaduto. Il racconto in sé sarebbe riassumibile in poche righe ma un’analisi più accurata si rivela come contenitore simbolico con la particolarità in così poche pagine di riuscire a cambiare più volte registro rimanendo comunque in piedi..Meritevole.""Certo qualche nesso fatale esisteva fra la storia fantastica ch’io stavo udendo ed il fantastico personaggio che me la narrava. Io frugavo negli occhi, nei moti, negli accenti di Paw per indagare il doppio fondo della sua leggenda.""...more",Notes are private!,4,17,1,"Oct 25, 2023","Oct 25, 2023","Oct 25, 2023",,Paperback,view (with text),/book/show/16150172-il-pugno-chiuso
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una boccata d'aria,"Orwell, George",8804431393,9788804431398,8804431393,302        pp,3.79,"18,113",1938,1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un Orwell differente dal genere letterario a cui comunemente lo associamo. Nessun società futura con un Grande Fratello a cancellare l’individualità uUn Orwell differente dal genere letterario a cui comunemente lo associamo. Nessun società futura con un Grande Fratello a cancellare l’individualità umana.Nessun consesso di animali che come burattini scimmiottano le peggiori qualità umane.Una boccata d'aria è un romanzo che mette in scena la rassegnata mediocrità di un uomo come tanti: George Bowling.Una storia di ascesa sociale, la sua. Da commesso in una bottega di generi alimentari a rappresentante di una grande agenzia di Assicurazioni. Il salto avviene grazie alla guerra, ossia quel momento di cesura sociale dove è possibile cancellare le proprie origini e ricominciare.Eppure, George ripensa con romantica nostalgia al mondo prima della guerra e lo fa proprio ora, in quel 1938 in cui l’Europa è agitata dai venti nazisti.La paura di ciò che sta per accadere è assommata alla soffocante quotidianità borghese. Costretto ad una vita in comune con una donna che non ama, con due figli che sopporta a stento. Rinchiuso in una casa a schiera dove le esistenze sono cloni che si ripetono all’infinito.Il passato lo colpisce all’improvviso attraverso il suono di un nome uscito dalla bocca di uno strillone: ""Matrimonio di re Zog rimandato”. Qualche assonanza risveglia in lui l’infanzia a Lowner Binfield dove, nei suoi ricordi, era sempre estate..Un romanzo che si apprezza nel suo insieme, quando, chiusa l’ultima pagina, appare il disegno completo di questa storia.La ricerca di una libera serenità ritornando al passato è quel bisogno di prendere una boccata d’aria quando il tuo presente si è fatto troppo soffocante.Scritto ed ambientato nel 1938, quando la paura non era rappresentata solo dal pericolo di un’altra Guerra Mondiale ma da tutto quell’odio che serpeggiava in un mondo di slogan roboanti.Si può scappare da tutto questo?...more",Notes are private!,0,21,1,"Feb 13, 2024","Feb 18, 2024","Oct 22, 2023",,Paperback,view (with text),/book/show/22038527-una-boccata-d-aria
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La più recondita memoria degli uomini,"Mbougar Sarr, Mohamed",8833575071,9788833575070,8833575071,432        pp,4.19,"9,533","Aug 19, 2021","Sep 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 22, 2023",,Paperback,view,/book/show/61800357-la-pi-recondita-memoria-degli-uomini
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La lettera scarlatta,"Hawthorne, Nathaniel",880903385X,9788809033856,880903385X,352        pp,3.43,"865,256","Mar 16, 1850","Jul 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tetraggine puritanaGeneralmente si ritiene che “The scarlet letter” (1850) sia il primo romanzo dello statunitense Nathaniel Hawthorne, in realtà Tetraggine puritanaGeneralmente si ritiene che “The scarlet letter” (1850) sia il primo romanzo dello statunitense Nathaniel Hawthorne, in realtà nel 1828, quando l’autore aveva soli 24 anni, pubblicò in forma anonima “Fanshawe” (titolo originale de “Lo studente”).Hawthorne, tuttavia, si pentì di questo scritto e chiese la restituzione di tutte le copie regalate mentre un incendio al magazzino dove erano conservati gli invenduti fece il resto.Così divenne un romanzo fantasma che oggi possiamo leggere grazie ad una copia occultata dalla sorella dello scrittore e di cui ne consiglio la lettura.In ogni caso, La lettera scarlatta, fu l’opera che lo rese famoso.”Una folla di uomini barbuti, con abiti dai colori tristi e grigi cappelli a cono, tra i quali si mescolavano donne, alcune con la cuffia, altre a capo scoperto, si era radunata davanti a un edificio di legno dal portone di solida quercia rafforzata da chiodi di ferro.I fondatori di una nuova colonia, quale che sia l’utopia di umana virtù e felicità che possano essersi inizialmente prefigurati, hanno immancabilmente riconosciuto come una tra le prime delle loro necessità pratiche quella di destinare una porzione del suolo vergine al cimitero, e un’altra alla prigione.”Bastano queste poche righe dell’incipit per sentire tutto il peso del fanatismo puritano che è al centro di questa storia.Funerali e processi in un continuo alternarsi di giudizi e condanne di ogni comportamento considerato immorale.Siamo nella Boston puritana del XVII° sec. (ma io ho pensato che questa storia potrebbe svolgersi anche nell’odierna Teheran!!!).[image]”Sul corpetto dell’abito, circondata da un elaborato ricamo e da bizzarri arabeschi di filo d’oro, appariva, in un elegante tessuto rosso, la lettera A.”A come Adultera.Hester Prynne è rea di adulterio e condannata ad esporsi sul palco della gogna indossando per sempre la lettera scarlatta (”..il colore scarlatto dalle fiamme degli abissi infernali.”) simbolo della sua colpa.Se la lettera è un mero contrassegno, c'è la piccola Pearl, frutto del peccato commesso a ricordarle giorno dopo giorno ciò che è successo.Nulla importa che il suo tradimento sia stato commesso nei confronti di un marito sparito nel nulla.Lei donna avrebbe dovuto comunque essere fedele.Le donne devono sempre essere fedeli.Una storia di menzogne, rimorsi e perverse vendette. Un’epoca che chiamiamo “passato” ma di cui sopravvivono tracce solide in ogni pensiero misogino e reazionario. C’è ancora tanto buio in questo mondo…""Da anni aveva osservato da quel suo punto di vista isolato le istituzioni umane, e qualsiasi altra cosa i preti e i legislatori avevano stabilito, criticando tutto con poco più rispetto di quello che l’indiano proverebbe per la veste del sacerdote, la toga del magistrato, la gogna, la forca, il focolare domestico o la chiesa. Il suo destino e la sua sorte l’avevano resa libera. La lettera scarlatta era il suo passaporto per quelle regioni dove altre donne non osavano mettere piede. Vergogna, disperazione, solitudine!""...more",Notes are private!,2,19,1,Oct 2023,"Oct 10, 2023","Sep 16, 2023",,Hardcover,view (with text),/book/show/9660624-la-lettera-scarlatta
