,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pranjal's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rabbit, Run        (Rabbit Angstrom, #1)","Updike, John",,,B003WUYR5E,337        pp,3.58,"60,212",1960,"Aug 26, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2019",,Kindle Edition,view,/book/show/40656712-rabbit-run
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Howards End,"Forster, E.M.",014118213X,9780141182131,014118213X,302        pp,3.96,"89,638","Oct 18, 1910","Apr 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2019",,Paperback,view,/book/show/637408.Howards_End
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",1526614960,9781526614964,1526614960,336        pp,4.10,"446,598","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Banquet of Halcyon DaysPatchett romances Past in her latest work- a trope so ruminatingly written and so delicately marinated in the most exquisite A Banquet of Halcyon DaysPatchett romances Past in her latest work- a trope so ruminatingly written and so delicately marinated in the most exquisite word play of language. The narrative feels like the peeling of one’s own sense of loss and bereavement layer by layer; we all have stories/truncated missing pieces of the past that we find ways to recycle-repatch and share them time and again for it to be embedded in our collective memory of the bygone times like an embroidered motif on an inherited handkerchief that one feels the compulsive need to keep on touching to assure its fading presence –‘taking apart the past with a flea comb.’‘Do houses ever die of grief?’The Dutch House- the pivot of its central characters’ collective emotional past-present life is a work of art in the neo-classical/Mediterranean/French architecture, a magnificent mansion of Maeve and Danny’s childhood and an emblem of their banishment with the advent of their stepmother. It is said that writers have the craft of spinning the same story every time with different weaves and patterns hitherto, Patchett revamps the myth of the evil stepmother throwing the brother-sister duo out in the woods, with a touching story of the shatterproof sibling connection spanning decades- ‘We had made a fetish out of our misfortune….’This book can be judged by its piercing and striking cover….The character of Maeve is so impeccably written and finely detailed that made me stare its cover every time Danny revives the memory of his sister when she was a 10 year old-red-coat wearing Maeve, with a world full of possibilities laid out in front of her…A very fulfilling reading experience! (A full 5)...more",Notes are private!,0,10,1,"May 28, 2020","Jun 02, 2020","May 08, 2019",,Hardcover,view (with text),/book/show/51322188-the-dutch-house
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metamorphosis,"Kafka, Franz",,,B019FA67M0,45        pp,3.86,"1,057,499",Oct 1915,"Dec 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2019",,Kindle Edition,view,/book/show/28225434-metamorphosis
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",1784870749,9781784870744,1784870749,418        pp,3.89,"1,805,284",Dec 1847,"Apr 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 08, 2019",,Paperback,view,/book/show/24493739-wuthering-heights
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Skeleton,"Jerome, Jerome K.",,,,unknown,3.44,18,1893,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"May 06, 2019",,,view,/book/show/28370461-the-skeleton
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller,Saki,,,,unknown,3.83,354,1914,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"May 06, 2019",,,view,/book/show/27866029-the-storyteller
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alone in Berlin,"Fallada, Hans",,,B003ZUXX92,612        pp,4.26,"32,251",1947,"Jan 28, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2019",,Kindle Edition,view,/book/show/19762516-alone-in-berlin
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Human Bondage,"Maugham, W. Somerset",0451530179,9780451530172,0451530179,684        pp,4.14,"57,089",1915,"Jan 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2019",,Mass Market Paperback,view,/book/show/31548.Of_Human_Bondage
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If on a Winter's Night a Traveller,"Calvino, Italo",0749399236,9780749399238,0749399236,260        pp,4.03,"97,923","Jun 02, 1979",1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2019",,Paperback,view,/book/show/895905.If_on_a_Winter_s_Night_a_Traveller
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Stories,"O'Connor, Flannery",,,,555        pp,4.39,"39,191","Nov 08, 1971",1971,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2019",,Paperback,view,/book/show/284996.The_Complete_Stories
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Curiosity Shop,"Dickens, Charles",0140437428,9780140437423,B00A2KAU2G,576        pp,3.79,"21,938",1840,"Jan 25, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2019",,Paperback,view,/book/show/429024.The_Old_Curiosity_Shop
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daniel Deronda,"Eliot, George",037576013X,9780375760136,037576013X,796        pp,3.86,"25,773",1876,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2019",,Paperback,view,/book/show/304.Daniel_Deronda
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oryx and Crake        (MaddAddam, #1)","Atwood, Margaret*",,,,436        pp,4.01,"266,501","Apr 22, 2003",2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2019",,Paperback,view,/book/show/23197978-oryx-and-crake
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sellout,"Beatty, Paul",1786070154,9781786070159,1786070154,289        pp,3.75,"68,711","Mar 03, 2015","May 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2019",,Paperback,view,/book/show/28923995-the-sellout
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sea, the Sea","Murdoch, Iris",014118616X,9780141186160,014118616X,528        pp,3.95,"21,834",1978,"Mar 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2019",,Paperback,view,/book/show/11229.The_Sea_the_Sea
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Line of Beauty,"Hollinghurst, Alan",0739464469,9780739464465,0739464469,438        pp,3.75,"27,937","Apr 16, 2004",2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2019",,Paperback,view,/book/show/139087.The_Line_of_Beauty
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea,"Banville, John",1400097029,9781400097029,1400097029,195        pp,3.54,"31,762","May 17, 2005","Aug 15, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2019",,Paperback,view,/book/show/3656.The_Sea
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buddenbrooks: The Decline of a Family,"Mann, Thomas",0679417370,9780679417378,0679417370,731        pp,4.19,"30,334",1901,"Oct 04, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2019",,Hardcover,view,/book/show/80890.Buddenbrooks
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ethan Frome,"Wharton, Edith",,,B01BR4VEEI,103        pp,3.44,"127,268",1911,"Feb 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2019",,Kindle Edition,view,/book/show/29099873-ethan-frome
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summertime,"Coetzee, J.M.",1846553180,9781846553189,1846553180,266        pp,3.78,"6,439",2009,"Sep 14, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2019",,Hardcover,view,/book/show/6337163-summertime
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where'd You Go, Bernadette","Semple, Maria",0316204277,9780316204279,0316204277,330        pp,3.88,"572,339","Aug 14, 2012","Aug 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2019",,Hardcover,view,/book/show/13526165-where-d-you-go-bernadette
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moby-Dick or, The Whale","Melville, Herman",0142437247,9780142437247,0142437247,720        pp,3.54,"560,679","Oct 18, 1851","Feb 21, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2019",,Paperback,view,/book/show/153747.Moby_Dick_or_The_Whale
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oedipus Rex        (The Theban Plays, #1)",Sophocles,1580495931,9781580495936,1580495931,75        pp,3.72,"216,675",-429,"Jun 28, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 25, 2019",,Paperback,view,/book/show/1554.Oedipus_Rex
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Visitation Street,"Pochoda, Ivy*",0062249894,9780062249890,0062249894,304        pp,3.43,"8,114",2013,"Jul 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2019",,Hardcover,view,/book/show/16240790-visitation-street
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bishop's Candlesticks,"Hugo, Victor",0895986876,9780895986870,0895986876,40        pp,4.00,27,"Jan 01, 2007","Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 25, 2019",,Paperback,view,/book/show/10408350-the-bishop-s-candlesticks
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0312424094,9780312424091,0312424094,219        pp,3.81,"53,434","Mar 01, 1980","Nov 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2019",,Paperback,view,/book/show/11741.Housekeeping
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dodsworth,"Lewis, Sinclair",0451525981,9780451525987,0451525981,384        pp,4.03,"1,339",1929,"Apr 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2019",,Paperback,view,/book/show/415419.Dodsworth
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",1590171993,9781590171998,1590171993,288        pp,4.33,"166,200",1965,"Jun 20, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2019",,Paperback,view,/book/show/166997.Stoner
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red and the Black,Stendhal,0140447644,9780140447644,0140447644,577        pp,3.87,"75,037",1830,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2019",,Paperback,view,/book/show/14662.The_Red_and_the_Black
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Way in the World,"Naipaul, V.S.",043339711X,9780433397113,0679761667,400        pp,3.43,681,1994,"Jun 24, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2019",,Paperback,view,/book/show/769513.A_Way_in_the_World
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Patron Saint of Liars,"Patchett, Ann",1841150509,9781841150505,1841150509,352        pp,3.87,"50,649",1992,"Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2019",,Paperback,view,/book/show/15957.The_Patron_Saint_of_Liars
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,217",Sep 2016,"Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2019",,Hardcover,view,/book/show/28214365-commonwealth
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truth & Beauty,"Patchett, Ann",0060572159,9780060572150,0060572159,257        pp,3.96,"43,446",Sep 1995,"Apr 05, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2019",,Paperback,view,/book/show/3686.Truth_Beauty
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime and Punishment,"Dostoevsky, Fyodor",0192815490,9780192815491,0192815490,530        pp,4.27,"903,784",1866,"May 21, 1981",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"PANGS OF CONSCIENCEThe book foregrounds a meta-discourse about crime and psychology. This voluminous novel is captivatingly spun around the double murPANGS OF CONSCIENCEThe book foregrounds a meta-discourse about crime and psychology. This voluminous novel is captivatingly spun around the double murders committed by a student marinating in groveling poverty-in a hangdog fashion in a dingy cubby hole of a room shunning the worldly oppression/obligations of putting up a societal face in front of family and friends. The fertile yet deranged mind of Rakolnikov, the protagonist (read: anti-hero), pendulates between the self-styled morality of committing a crime and questioning the whole system-the law givers that define the act of transgressors as crime. The conundrums of feather-ruffling law-breakers who defy everything that the system obeying –ever multiplying conservatives are highlighted when Raskolnikov says:“I killed not a human but a principle!”Raskolnikov’s act of crime is rooted in his theory which questions the legality of a crime so committed wherein he positions a category of people (the genius) who are permitted everything. He bought into the whole student-arrogance-laced fancy where it’s not enough to just exist but to always believe in a sense of entitlement-ship where one feels one deserves more/better than the other person. This propounds his indifference or no remorse state after he kills the pawnbroker and her sister. The book talks deeply about ‘existential nihilism’ through its mouthpiece-Raskolnikov; especially when he rejects the virtue of “love your neighbor” and stresses on loving oneself first, conducting one’s own affairs which on the whole will result in general economic advancement. Sadism is another term that looms large in the book: reflected in vignettes of the unruly-drunk crowd beating an old mare to death; and in another instance when an affluent man boasts and normalizes domestic violence-“In all our seven years of marriage I used the whip only twice.”The book also mocks the empty “pride of the poor” who splurge their life’s hard earned income on the obligatory societal rites and rituals, simply ‘to make as good a showing as their neighbors and not be “criticized by them’.The novel reaches its crescendo when love becomes the veritable redeemer of Raskolnikov and the zest to live takes the place of ‘logic’- a heart troubled by theories. The book still remains a relevant one as it continues to rouse the minds of thinkers and readers alike on the polarized views of the left-wing and the right-wing on ‘self-interest’ and ‘criminality’; through the centering of the contemporary Russian society in its administrative heart- St. Petersburg- a town of ‘half-crazy people’. A brilliant literary thesis on crime and conscience!...more",Notes are private!,0,14,1,"Jan 25, 2020","Feb 28, 2020","Apr 15, 2019",,Paperback,view (with text),/book/show/3105146-crime-and-punishment
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mao II,"DeLillo, Don",0670839043,9780670839049,0670839043,241        pp,3.69,"11,934",1991,"Jun 20, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2019",,Hardcover,view,/book/show/1198392.Mao_II
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of Civility,"Towles, Amor*",0143121162,9780143121169,0143121162,335        pp,4.08,"232,136","Jul 26, 2011","Jun 26, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2019",,Paperback,view,/book/show/13339004-rules-of-civility
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Black Unicorn,"Haddish, Tiffany",1501181823,9781501181825,1501181823,288        pp,3.84,"66,100","Dec 05, 2017","Dec 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2019",,Hardcover,view,/book/show/34974310-the-last-black-unicorn
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cost of Living        (Living Autobiography, #2)","Levy, Deborah",0241977568,9780241977569,0241977568,187        pp,4.17,"16,255","Apr 05, 2018","Feb 07, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“What is a woman for?”“What should a woman be?”Deborah Levy is the veritable Sylvia Plath of prose-A modern day Medusa who returns the ‘male gaze’ wit“What is a woman for?”“What should a woman be?”Deborah Levy is the veritable Sylvia Plath of prose-A modern day Medusa who returns the ‘male gaze’ with her lacerating penwomanship…..“It was not that easy to convey to him….that the world was her world too.”Levy’s working autobiography is her means of catharsis for surviving the tempest of her collapsing marriage and coping with the death of her mother. The book maps her creative endeavor to break free from the habit of being unhappy. Writing in her friend’s rented outhouse shed becomes her tool for psychological repair and a process to handle the anxiety of uncertainty…..Levy’s transformational arc from enduring ‘general disintegration’ due to a woman’s compulsive disposition of seeking approval to a ‘new composition’ facilitating her to take complete ‘authorial control’ of her books.Her eloquent analysis of the caterpillar with two ‘vibrant’ heads to beguile the predators is also symbolic of her ‘divided self’- being in a constant state of two-mindedness. Levy’s prose flows effortlessly from her refusal to be a minor character in her life and to reconstruct her life combating everyday DIY battles and mastering the archaeology of plumbing. She inadvertently upsets the apple cart of social hierarchy by not swimming back to the proverbial marital boat even though it provided her ‘symbolic protection’. Riding her e-bike, dealing with a toxic neighbor, emptying wine bottles till the wee hours with her best friend, entertaining her daughter’s friends, reading Simone de Beauvoir, Doris Lessing and James Baldwin, buying lemon ice lollies for her dead and dying mother, obsessing over birds and anchoring her belief in Freud’s “motivated forgetting”- Levy finds a new way of living.(Having read her critically over-hyped work of fiction ‘Hot Milk’, I’d rather recommend her working autobiography in three parts with double the reader-ly zeal over it.)“I believe in people who are nervous and whose hands shake a little.” [The entire book is quote-worthy!]...more",Notes are private!,0,10,1,"Oct 07, 2019","Oct 12, 2019","Apr 15, 2019",,Paperback,view (with text),/book/show/40099413-the-cost-of-living
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,if tomorrow comes tell me your dreams,"Sheldon, Sidney",0007839596,9780007839599,0007839596,341        pp,4.23,774,2007,"Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2019",,Paperback,view,/book/show/8151301-if-tomorrow-comes-tell-me-your-dreams
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rage of Angels / The Best Laid Plans,"Sheldon, Sidney",0007839588,9780007839582,0007839588,343        pp,4.10,"1,239","Jan 01, 2008",2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2019",,Paperback,view,/book/show/8930602-rage-of-angels-the-best-laid-plans
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Windmills of the Gods / The Sands of Time,"Sheldon, Sidney",0007608128,9780007608126,,531        pp,4.13,"1,263",unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2019",,Paperback,view,/book/show/300346.Windmills_of_the_Gods_The_Sands_of_Time
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Naked Face,"Sheldon, Sidney",0446321214,9780446321211,0446321214,316        pp,3.57,"20,191",1970,1982,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2019",,Mass Market Paperback,view,/book/show/300226.The_Naked_Face
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paper Towns,"Green, John*",014241493X,9780142414934,B003F76HBG,305        pp,3.71,"1,357,352","Oct 16, 2008","Sep 22, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2019",,Paperback,view,/book/show/6442769-paper-towns
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,London Stories,"White, Jerry",0375712461,9780375712463,0375712461,429        pp,3.47,138,"Mar 27, 2013","May 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Hardcover,view,/book/show/18310192-london-stories
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060850523,9780060850524,0060850523,288        pp,3.99,"1,855,204",1932,"Oct 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 13, 2019",,Paperback,view,/book/show/5485.Brave_New_World
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Sammler's Planet,"Bellow, Saul",0142437832,9780142437834,0142437832,288        pp,3.75,"3,677",1970,"Jan 06, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2019",,Paperback,view,/book/show/11910.Mr_Sammler_s_Planet
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moor's Last Sigh,"Rushdie, Salman",009959241X,9780099592419,009959241X,434        pp,3.93,"13,998",1995,"Jul 04, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2019",,Paperback,view,/book/show/9865.The_Moor_s_Last_Sigh
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House in Paris,"Bowen, Elizabeth",0385721250,9780385721257,0385721250,269        pp,3.71,"2,375",1935,"Apr 09, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2019",,Paperback,view,/book/show/195993.The_House_in_Paris
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Susan Sontag: The Complete Rolling Stone Interview,"Cott, Jonathan",0300199023,9780300199024,0300199023,168        pp,4.22,"2,125",1978,"Oct 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2019",,Paperback,view,/book/show/21874670-susan-sontag
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of Eden,"Steinbeck, John",0241980356,9780241980354,0241980356,728        pp,4.41,"538,858",1952,"Jul 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2019",,Paperback,view,/book/show/34383185-east-of-eden
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Interestings,"Wolitzer, Meg",1594488398,9781594488399,1594488398,468        pp,3.59,"118,444","Apr 09, 2013","Apr 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2019",,Hardcover,view,/book/show/15815333-the-interestings
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Stories,"Theroux, Paul",0140274944,9780140274943,0140274944,660        pp,3.89,227,"Jul 01, 1997","Jul 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2019",,Paperback,view,/book/show/130518.The_Collected_Stories
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old Goriot,"Balzac, Honoré de",,9780140440171,B0056MOX8C,304        pp,3.85,"59,421",Mar 1835,"Apr 25, 1974",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2019",,Paperback,view,/book/show/578367.Old_Goriot
