,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Robert's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dubliners,"Joyce, James",0192839993,9780192839992,0192839993,207        pp,3.84,"156,202","Jun 15, 1914","Mar 15, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm traveling to Dublin for the first time in a few weeks, so I have gone back and reread Dubliners, logically enough--not that I expect the city or tI'm traveling to Dublin for the first time in a few weeks, so I have gone back and reread Dubliners, logically enough--not that I expect the city or the people to be especially Joycean since a lot of time has passed since Joyce wrote these tales. And I would hasten to add that I wouldn't call this a "";"" let's say here are some comments.As ""traditional"" as Dubliners are as short stories, I couldn't help wondering where the Joyce of Ulysess and Finnegans Wake lurked within them. Most of these pieces are modest, each could balance on the head of a pin, written with a light but sure touch. There's satire here but no gusts of comedy. Generally Joyce seems to have written them out of acute observation, not his fantasy or dream life.Some stories like ""Araby"" and ""Eveline"" hit a wild, perfect note at the end, anguishing failure and fear toppling the protagonists. Other stories--I'm thinking of ""Counterparts""--are more thoroughly drenched in whiskey and frustration from front to back. These latter stories are somewhat less satisfying. Short stories aspire to be wonderful throughout, of course, but they especially thrive when they are designed to peak in their final moments.Like Chekhov, Joyce is a master of immediate characterization. He captures the limp, the complaint, the loss, the vanity that mark a character right away. Again--observation. He was writing about the Dublin he knew as opposed to the one he later imagined. ""A Little Cloud,"" focuses on a reunion between a man who has lived ""bravely"" and a man who has not. There's a dead-end misery here that somehow loses its voice. That occurs in other tales as well. ""The Boarding House"" is more interesting than its ending, wherein a mother and daughter trap a man into marrying the daughter.""Ivy Day in the Committee Room"" takes the static nature of Dublin political life as its theme and works it into a handful of lay-abouts on election day. This is acute portraiture. Here are the boys who haven't worked all that hard to achieve any results.In ""The Dead"" Joyce orchestrates a masterful blend of general social characterization and private pathos darkening the fringes of a marriage. Gabriel realizes his wife Gretta loved and lost a young boy in her own youth, brought back to her by a snatch of song, and Gabriel is quite vulnerable to this realization because his Irish authenticity and force has been called into question by another woman earlier in the evening's festivities. This is a pitch perfect ""long"" short story; it goes beyond small tragedies to bigger, more varied subjects, capturing both Gabriel and Gretta's moods splendidly. The ending of ""The Dead"" is famous, of course, for its twisting beauty, doubling back on itself like the snow falling this way and that on Dublin, but I was struck by how artfully Joyce works through Gabriel's ratiocinations and rationalizations before that ending. He's a man with an unexpected wound, but he sees it is not a fatal wound, and he takes time to assess its mysteries....more",Notes are private!,0,3,1,not set,not set,"Apr 27, 2019",,Paperback,view (with text),/book/show/11012.Dubliners
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Pieces: A Dublin Memoir,"Banville, John",147361905X,9781473619050,B01LLZG6LE,224        pp,3.74,778,2016,"Oct 20, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Time Pieces: A Dublin Memoir by John Banville skims through Banville's own history, in bits and pieces, and Dublin's history, also in bits and pieces.Time Pieces: A Dublin Memoir by John Banville skims through Banville's own history, in bits and pieces, and Dublin's history, also in bits and pieces. This is book that feels dashed off, cribbed in part from more thoroughly researched sources, and yet it is well-written and with passages recounting Banville's life in Dublin it acquires a certain pleasing authority nonetheless.I came away from the book with the impression that much of Dublin has been mangled, particularly Georgian Dublin, and yet many remaining stolid old houses and monumental public buildings conspire to give certain neighborhoods a bit of ""feeling"" that is much improved by visits to pubs and theaters and especially parks and ""greens"" along the way. And there are canals and docks and the varied colors of Dublin's bricks, yellow to blood red, Banville accounts for vividly.So much for Dublin, then. What about Banville? The best passages cover his thwarted love at age sixteen for a girl named Stephanie who agreed to walk with him and receive a few kisses but was never to be his. No, a tall, thin, pallid lad a few years older really made her smile. It just hurt, and he makes his little romance pretty real.Among memorable personal observations, we also read that, in fact, he isn't very observant when he's living somewhere, missing the kinds of things Thomas Hardy swore he wouldn't miss. We also read that he wasn't entirely facetious when he wrote that he should have spent more time living and less time writing--a sentiment he expressed as he entered his eighth decade.Banville is always worth reading even when he doesn't have much to say and wishes he'd found time to say less....more",Notes are private!,0,2,1,not set,"Apr 21, 2019","Apr 21, 2019",,Kindle Edition,view (with text),/book/show/32699278-time-pieces
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prague Pictures: A Portrait of the City,"Banville, John",1582343829,9781582343822,1582343829,244        pp,3.64,333,2003,"Mar 04, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 21, 2019",,Hardcover,view,/book/show/88254.Prague_Pictures
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Pieces: A Dublin Memoir,"Banville, John",1524732842,,B01MRWE02W,221        pp,3.74,778,2016,"Feb 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 17, 2019","May 05, 2020","Apr 17, 2019",,Hardcover,view,/book/show/36324200-time-pieces
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opened Ground,"Heaney, Seamus",0374526788,9780374526788,0374526788,464        pp,4.27,"5,712",1996,"Oct 25, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Opened Ground, a rich collection of Seamus Heaney's poetry, captures the power and strength of short lines, well-chosen words, and worthy subjects in Opened Ground, a rich collection of Seamus Heaney's poetry, captures the power and strength of short lines, well-chosen words, and worthy subjects in an almost conversational survey of the spirit viewed through the lens of an upbringing in Northern Ireland.Heaney wrote up to and through ""the Troubles"" without polemicizing, moralizing or falling prey to the misconception that politics are more significant than poetry. He seems to have felt a bit uneasy about this premise, given that real blood was spilled and real friends died throughout his writing career, but he consistently found what endures below the fog of strife by focusing on moments of quotidian revelation. Ironically, he wrote a poetry that explored the unselfconscious poetry of others' lives--the lives of the farmer, stonemason, the old man fishing, the young boy fiddling with the radio, the woman betrayed, the husband adrift in his reckonings of failure, which he saw all around him. These illuminations were scoured from the landscape of Catholic Northern Ireland, heaved up before us as Heaney pursued his art with glacial but steady persistence.He wrote in his Nobel lecture that he had a hard time with how much he loved the exoticism of Wallace Stevens and the romantic sweep of John Keats. He didn't think such poetics befit someone from his own modest upbringing, but he did manage to capture the tensions of rough beauty and rough reality rubbing up against one another in a way that placed him in the orbit of poets so renowned. Robert Frost comforted him, as one might imagine: plain spoken, direct, detailed. Emily Dickinson thrilled him with her ethereal inwardness, likewise Rilke.If I have a perverse comment to make about this volume it is that ""selected poems"" tend to be too many poems, more than a reader really would want to take on. I've had the same complaint about Auden's selected poems, Robert Penn Warren's and so forth. It's better to read the poems as they first appeared in slim volumes, but it's convenient and economical, I suppose, to swallow a whale whole once in a while, and that's what this volume really is...a whale of a book....more",Notes are private!,0,2,1,not set,not set,"Apr 16, 2019",,Paperback,view (with text),/book/show/19186.Opened_Ground
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say Nothing: A True Story of Murder and Memory in Northern Ireland,"Keefe, Patrick Radden",0385521316,9780385521314,0385521316,441        pp,4.46,"104,743","Nov 01, 2018","Feb 26, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Say Nothing by Patrick Radden Keefe is a compelling and tragic account of the people most intimately involved in ""the Troubles"" in Northern Ireland frSay Nothing by Patrick Radden Keefe is a compelling and tragic account of the people most intimately involved in ""the Troubles"" in Northern Ireland from the late 60s to the Good Friday accords of the 90s and beyond. The focus here is primarily on the IRA, which Gerry Adams says he did not lead and which, according to this book and many other accounts, he did in fact lead. There's an unresolved tale of a kidnapping and execution by IRA members at the book's heart, and there are numerous studies of the men and women who committed acts of terror, spent many years in jail (or extra-judicial internment), and ultimately found themselves falling short of their goal: incorporating Northern Ireland into the Republic of Ireland. Northern Ireland today (April 10, 2019) remains a fairly segregated society, Catholics on one side of the street, Protestants on the other (figuratively speaking). So the horrors of insurgency and counterinsurgency led to a form of peaceful hostility and mutual suspicion. That's more than a pity. In his concluding comments, Keefe cites anthropologist Claude Levi-Stauss's view that such antagonism is attributable in part to the fact that there is no such thing as ""humanity."" Instead, there are many different ""humanities,"" each ending at the border of ethnic and sectarian divides.That's one way to generalize about ""the Troubles,"" but in fact the history in Keefe's own book better explains what's wrong with Northern Ireland and has been wrong since it was held apart from the new Republic of Ireland in the 1920s. Northern Ireland is a remnant of Great Britain's faded imperial grandeur, a remnant Great Britain doesn't even want to hold onto. Yes, there is a majority of ""loyalist"" Protestants in Northern Ireland, as opposed to the huge majority of Catholics in the Republic of Ireland, but Northern Ireland is like Gibraltar, in some ways. It makes no sense that a slice of Ireland remains connected to London. But on concluding this book, one can't say that the acts of terror and barbarism committed by all parties in the 60s, 70s, and 80s made any sense, either. Truly vicious behavior begets truly vicious behavior. The people portrayed in Say Nothing were destroyed by their own acts of destruction. They succumbed to alcohol, PTSD, ostracism, and abandonment by friends and family alike. The creepiest figure of all is Gerry Adams. Through his sources, Keefe presents an operator who knew how to keep his hands clean and perhaps always believed that the acts of violence he authorized would not lead to Northern Ireland becoming part and parcel of the Republic of Ireland. He followed a tactical course that never let him down: deny everything, deny you are Gerry Adams, deny you have had anything to do with the IRA, let others do the dirty work. This turned out to be a crushing revelation to his quondam comrades, but I must say that Adams was right if he thought, all along, that the IRA, the Provos, the Real IRA or any other force never could push the British out of Northern Ireland.As we look around the world at innumerable sectarian conflicts, a look back at ""the Troubles"" via Keefe's book is sobering and worth reading. Ironically, of course, the status of Northern Ireland is a big problem in the Brexit context. The Conservative government depends on Northern Ireland's protestants for twelve crucial votes in Parliament; otherwise, it will lose control of that august body. But of course those twelve votes have contributed heavily to the Conservative government losing control of the entire country and Great Britain's place in Europe and the world. ...more",Notes are private!,0,6,1,not set,"Apr 10, 2019","Apr 10, 2019",,Hardcover,view (with text),/book/show/40163119-say-nothing
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say Nothing: A True Story of Murder and Memory in Northern Ireland,"Keefe, Patrick Radden",,,,464        pp,4.46,"104,743","Nov 01, 2018","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2019",not set,"Apr 03, 2019",,Kindle Edition,view,/book/show/40241779-say-nothing
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gulliver's Travels Into Several Remote Regions of the World,"Swift, Jonathan",,,B0084B5MNW,168        pp,3.58,"273,982",1726,"May 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 25, 2019",not set,"Mar 25, 2019",,Kindle Edition,view,/book/show/18760879-gulliver-s-travels-into-several-remote-regions-of-the-world
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Opened Ground: Selected Poems, 1966-1996","Heaney, Seamus",,,B00HBQJ9SU,468        pp,4.27,"5,712",1996,"Jan 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2019","Apr 16, 2019","Mar 24, 2019",,Kindle Edition,view,/book/show/20524113-opened-ground
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Course of Irish History,"Moody, T.W.",1589790022,9781589790025,1589790022,544        pp,3.79,649,1967,"Dec 21, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Course of Irish History compiled by Theodore Moody is a book drawn from a TV series built on lecture/essays by noted academics. As far as books coThe Course of Irish History compiled by Theodore Moody is a book drawn from a TV series built on lecture/essays by noted academics. As far as books covering 2,000+ years go, this is a solid introduction to an island that has been imaginatively cursed and blessed by waves of intruders, including the Norse, the Normans, the English and to a certain extent the Celts themselves. The chapters overlap a bit but that's not a significant problem. Anatomizing Ireland is no easy task. In some ways the best chapter is the first one, surveying Ireland's geography, which has so much to do with its destiny--an island riven with mountains and bogs, transected by rivers, green with pasture lands, fertile in some places and rocky in others, and wrapped around with a wild coastline that only occasionally yields to useful harbors.Of all the curses that beset Ireland, one would have to rank the English highest, although even they are bred into its human fabric. Their occupation of the island was partial but persistent, covering centuries, exploiting scarce resources, dominating some parts of the population and setting other parts of it against other parts. They never seem to have thought Ireland was the greatest of prizes, but it was there, and they didn't want the Spanish or French helping themselves to it. In the end, their policy's lasting impact derives from supporting protestant immigration to the north, and so, on top of geographical divisions, we see a political division that remains extremely inconvenient to the English as well as the Irish, given the role the border between the Republic and Northern Ireland plays in Brexit. To use the old phrase, the English can't seem to chew Ireland and can't seem to spit it out.Membership in the EU, ironically, would appear to be Ireland's greatest blessing--the Republic's greatest blessing, I mean. The EU has provided a powerful counterweight to the U.K.'s asymmetrical domination of the Irish economy. This is a good thing, just as staying in the EU would be a good thing for the U.K.This book is better on physical culture (ruined castles, monastic artifacts) than on literary or musical culture. It's not very analytic, but mentioning Yeats and Joyce and the other great Irish writers may be enough to convey the point: here is an apex tale-telling, story-spinning culture, one of the world's finest.The book's final chapters, covering the last five decades of Irish history, are rushed, crammed, and generally dismal. Here you have immense political corruption, financial chicanery, and the sins of the Roman Catholic church. But for the Irish, as the text suggests at one point, there's always a bit of death in everything, a bit of misery...or a lot of misery, better dealt with through another drink sometimes as opposed to historical fact....more",Notes are private!,0,8,1,not set,"Mar 20, 2019","Mar 20, 2019",,Paperback,view (with text),/book/show/541723.The_Course_of_Irish_History
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Object: Selected Stories,"O'Brien, Edna",0316378267,9780316378260,0316378267,544        pp,3.84,839,1968,"May 05, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Love Object by Edna O'Brien is a thick collection of short stories that are surprising in their diversity but all attached in one way or another tThe Love Object by Edna O'Brien is a thick collection of short stories that are surprising in their diversity but all attached in one way or another to the melancholy of being Irish. Here are family feuds, painful loves, poignant disappointments, and a few risky adventures beyond Ireland's shores, leaving the small towns, hamlets and farms of Ireland behind.I don't know that I would call O'Brien a master of the short story form in the category of a Chekhov, Joyce, or William Trevor. In his introduction, John Banville places her there. But I definitely find a quality of mastery in her work albeit smudged by a lack of conciseness. Her stories are close to mesmerizing even when they lurch a bit and go on too long.In fairness, there's something about contemporary writing that can never be as ""good"" as the now accepted classics, of course, so I'll set unjust comparisons aside in favor of commenting on O'Brien's splendid characterizations--all her characters live and breathe--and skill in delineating the faultlines and conflicts in what might be called ""Irishness."" Most of the stories in The Love Object are modern literary stories in the sense that they aren't really stories at all. They have no more plot than there's a plot in rain and fog. To me that's good. Life lacks plot, or if it has plot, it's contested, questionable ground. What O'Brien gets at is the incompleteness of human relations, the truths that can be known but through bad timing, mishaps, and perhaps ill will, can't quite be said, or would be too painful to be pronounced.Many women are hurt in O'Brien's stories and on occasion when they're not hurt--or not yet hurt--they find themselves caught up in romantic fantasies that are not entirely convincing. But men are hurt here, too, often out of misguided sentiment, anger, bad luck and drink, lots of drink. Triumph doesn't really play much of a role in the world she portrays because it would have to come at someone else's expense, and that's no triumph at all. She is a compassionate writer in this sense. She doesn't force things. She writes with a pen full of rain and fog....more",Notes are private!,0,4,1,"Mar 09, 2019",not set,"Mar 09, 2019",,Hardcover,view (with text),/book/show/23197318-the-love-object
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pictures from an Institution,"Jarrell, Randall",0226393747,9780226393742,0226393747,286        pp,3.49,472,1954,"Apr 15, 1986",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pictures from an Institution by Randall Jarrell is a comic book of fiction that isn't really a novel, although it doesn't have to be--it's exactly whaPictures from an Institution by Randall Jarrell is a comic book of fiction that isn't really a novel, although it doesn't have to be--it's exactly what it calls itself, an interconnected series of portraits painted on the canvas of a small women's liberal arts college in the 50s (presumably Sarah Lawrence).Going nowhere while loosely following the academic year, Pictures (let's call it that) is brilliantly written and draws on Jarrell's exceptional erudition, notably referencing German literature and music and the Greek myths. Jarrell must have written it the way Nabokov is said to have written--notecard by notecard, pasting each in place when he had finished anatomizing one of his targets: the college president, the college president's secretary, the visiting writer-in-residence, the permanent composer-in-residence, and so forth.Small women's colleges aren't completely thing of the past, but they don't have quite the resonance they had in Jarrell's day, and I don't know that they quite make sense as objects of satire anymore, but that's not the book's weakest point, which is the way it loses track of itself from time to time, taking something on and dropping it and then taking it on again.This can be a technique that works. The closest thing to Pictures, in my mind, is work by Henry Green, which doesn't go anywhere, either. Fussing about can be amusing, but sometimes it's distracting, as in: what the hell is going on now?When summer arrives, the students and faculty scatter and the book is over. No more pictures. And yet the emptiness of a campus in summertime can be poignant, just as, in my opinion, Christmas break on a campus is the best time of year of all, a time when ghostly fugitives from their families and students from abroad who can't afford to go home are free to think their own thoughts, no longer syllabus-bound, and take long walks in the snow.Ultimately, Jarrell was a poet. Ergo, this book needs to be read slowly. There's no plot. Nowhere to get to. Hurrying through it--though one is tempted to at times--is a mistake....more",Notes are private!,0,1,1,not set,not set,"Feb 18, 2019",,Paperback,view (with text),/book/show/80989.Pictures_from_an_Institution
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Double Helix,"Watson, James D.",0451037707,9780451037701,0451037707,143        pp,3.85,"18,959",Jan 1968,"Feb 01, 1969",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Martin Amis or Evelyn Waugh might have written The Double Helix, but no, James Watson, co-discoverer of the structure of DNA wrote it, an entertainingMartin Amis or Evelyn Waugh might have written The Double Helix, but no, James Watson, co-discoverer of the structure of DNA wrote it, an entertaining, witty, bold series of swipes at himself, at his scientific partner, Francis Crick, and a long list of renowned researchers racing to discover ""the secret of life"" in the early 1950s.This is a fun book that probably isn't fair to anyone but reflects a young man's joyous arrogance, sharp tongue, and almost casual brilliance. Watson first receives a post-doc fellowship to Denmark, can't get any traction there, doesn't understand a lot about what he's supposed to have mastered, and sneaks over to Cambridge where is he is one of the few scientists in the Cavendish laboratory who can bear Francis Crick's laugh, rapid-fire talk and instant theorizing about almost anything. The two of them are a pair of untamed rascals who only behave when they're forced to behave. Neither of them wants to master the math or experimental techniques needed to advance their research, but they barrel along, find themselves in a competition with the scientific giant, Linus Pauling, and crack the code by what I would call ""if this, then that..."" reasoning, not always getting the ""if this"" part right and therefore not always getting the ""then that"" part right.""The Double Helix"" has been around a long time. Don't know why I haven't read it before. Probably because I never anticipated Watson's gift for characterization, skill in mixing inconsequential details with complex scientific facts, and willingness to expose himself as a bungling, fugitive American trying to fit into the staid ranks of British science.The best thing about the book is that Watson isn't trying to write a satire. He's just spilling a lot of beans....more",Notes are private!,0,1,1,not set,"Feb 09, 2019","Feb 09, 2019",,Paperback,view (with text),/book/show/126061.The_Double_Helix
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Double Helix: A Personal Account of the Discovery of the Structure of DNA,"Watson, James D.",,,B00570ALPC,258        pp,3.85,"18,959",Jan 1968,"Aug 16, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 06, 2019","Feb 11, 2019","Feb 06, 2019",,Kindle Edition,view,/book/show/18920474-the-double-helix
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Ivan Ilych & Other Stories,"Tolstoy, Leo",1593080697,9781593080693,1593080697,400        pp,4.02,428,unknown,"Dec 15, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In writing ""Family Happiness,"" ""The Death of Ivan Ilych,"" ""The Kreutzer Sonata,"" and ""Hadji Murad,"" not to mention War and Peace, etc., Tolstoy deployIn writing ""Family Happiness,"" ""The Death of Ivan Ilych,"" ""The Kreutzer Sonata,"" and ""Hadji Murad,"" not to mention War and Peace, etc., Tolstoy deployed and displayed his tremendous intellect, aesthetic gifts, and his peculiarly dispassionate but hard-hitting moral anger: a definite attitude toward the failings of man and human institutions like marriage, war, and imperial rule.""Family Happiness"" revolves around an older family friend falling in love with an orphaned girl who has just attained marriageable age. Against his better own better judgment, he proposes. As she matures, she discovers the cosmopolitan appeal of St. Petersburg, which her husband already has come to disdain. The best scenes in this affecting descent into realistic accommodation as opposed to romantic love have to do with the two of them baiting one another, withdrawing from one another, and generally underperforming their personal values. In the end, their love still glows but casts off neither flames nor light.""The Death of Ivan Ilych"" is a harsh judgment on an upwardly mobile, vaguely noble bureaucrat who learns that death, which is supposed to happen to someone else, is happening to him. The way he is emotionally abandoned by his family before he expires is highly educational and not altogether unwarranted. And then he tumbles into the tunnel of no return, a ghastly journey. This is a masterpiece of narration and irony. Tolstoy always has a grip on his subject here.The same cannot quite be said of ""The Kreutzer Sonata,"" which suffers from a gassy run-up to the facts of the matter, i.e., our protagonist's transformation from a civilized human being into a murderer who gets away with it...not that he ends up pleased with what he's done.Hadji Murad is a tale of Russias endless assaults on the peoples of the Caucasus region. Hadji is a chieftain at war with another chieftain. He's decided to align himself with the Russians in the hopes of rescuing his kidnapped family and taking over as the principal lord of of the Muslim lands (under Russia's control, however). This is a majestic story of action, ethnographic insight, and cross-cultural cynicism. One really striking passage is the portrayal of the czar, brutally and blindly pulling strings from St. Petersburg. Tolstoy leaps back and forth between dramatically different settings with complete ease and authority, and here, I would say, his ghastly ending not only comports with historical realities but also reflects a naturalistic as opposed to moralistic perspective. He cannot like but cannot dispute Hadji Murad's fate.I've read these stories before--and so have you, I imagine--but found them worth rereading. Tolstoy is so wonderfully merciless in sorting through our frailties....more",Notes are private!,0,8,1,not set,"Feb 02, 2019","Feb 02, 2019",,Paperback,view (with text),/book/show/18385.The_Death_of_Ivan_Ilych_Other_Stories
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Odyssey,Homer,0393089053,9780393089059,0393089053,582        pp,3.81,"1,080,458",-700,"Nov 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Emily Wilson's new translation of The Odyssey is superb, written in a natural voice, not forced, not marred by archaisms, or silly formulations that aEmily Wilson's new translation of The Odyssey is superb, written in a natural voice, not forced, not marred by archaisms, or silly formulations that are rigorously correct--which isn't to say this translation isn't correct, it definitely is. There's simply a graceful flow to this translation, a quick pace, an instinct for directness that, in fact, is very true to the original Greek.I can say this, with some hesitation, because the last time I read The Odyssey (fifty years ago) I was reading it in Greek. I was a senior in high school at the time and what struck me then, as I am struck now, is the firm simplicity of Homer's language. The Odyssey had to ring true in the original because it was spoken poetry; it needed to go right into the ear and then right into the brain, more or less arrow-like.Wilson succeeds in getting the ""story"" quality of the poem right. Her lines are pleasingly short, her meters simple. That said, she also brings out something that hasn't been entirely clear to me. The bulk of the tale is so well known, with so many gory but half-comical episodes wherein Odysseus outwits fate (with Athena's help), that it's possible, almost inevitable, to miss a change in tone in the final books. Here there are no weird creatures causing trouble. The troublemaker, the real killer, is Odysseus. He absolutely wants to murder Penelope's suitors, just as he absolutely wants to hang those serving girls in his house who have been more on the suitors' side of things than Penelope's. The Iliad is the bloodiest book I think I've ever read. That judgment still stands, but the final books of The Odyssey are brutal, and Wilson gets at this brutality, lending it a realism that is not make-believe at all. Concomitantly, Odysseus displays a rough deceitfulness that is somewhat superfluous, especially when he first encounters his grief-stricken father, Laertes. But the burden of his suffering makes him that kind of mistrustful, manipulative man, and Wilson's plain translation lets this show through.It's odd, when you think about it, that Joyce decided to portray Odysseus as a kind of anti-Odysseus, i.e., Leopold Bloom. There's no killer in Bloom, but Joyce wanted to write an ironic comedy where a killer wouldn't have fit.In a way, Emily Wilson now joins the centuries-old line of bards retelling this tale and making it hers. Her style is understated, effortless, and cuts close to the original bones of one of the world's greatest poems....more",Notes are private!,0,5,1,not set,"Jan 13, 2019","Jan 13, 2019",,Hardcover,view (with text),/book/show/34068470-the-odyssey
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evolution of Desire: A Life of René Girard,"Haven, Cynthia L.*",1611862833,9781611862836,1611862833,346        pp,4.39,99,2018,"Apr 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Evolution of Desire, a biography of René Girard by Cynthia L. Haven, is an intriguing, sometimes heavy-going, study of a radical French intellectual wEvolution of Desire, a biography of René Girard by Cynthia L. Haven, is an intriguing, sometimes heavy-going, study of a radical French intellectual who built his career in American universities but never lost touch with France. Girard began his career writing about literature and expanded beyond literature into speculations of a more anthropological cast. He contended that literature is data, it can be mined, it is an artifact molded by and true to life. So he moved from writing about Cervantes and Proust to probing the Old and New Testaments and the German philosopher of war, Clausewitz...with thousands of forays into other writing, some literary, some sociological, some theological.Haven's portrait is of a beloved if controversial academic who was reserved but kind, ironic but gentle, and relentlessly wrapped-up in his thoughts, taking him from Johns Hopkins to SUNY Buffalo and back to Johns Hopkins and finally to Stanford. Girard was, intellectually, a humanist, and yet he also was, by dint of a personal conversion, a Christian. He located the source of human desire, often yielding violence, in mimesis, or copying. As a Spaniard once told me about Spaniards in general, envidia (envy), is the most important fact about Spanish society. And then a Mexican told me the same thing about Mexicans...make your own mind up if it is also true about your nation, wherever you live.Girard would have it that groups admiringly copy one another, end up contesting each other's possessions/achievements, and the ensuing conflict, if it comes to an end, arrives by means of a hero (think Christ) being martyred...a hero on the loser's side, of course. So that's a core thought, not Freudian sex or death drives: we emulate on another, band together and violate one another and end up accumulating a series of martyrs (not just Christ) as mementoes of humanity's inability to transcend its covetousness, which extends beyond possessions to customs, virtues and values.Well, I like reading books like this even though in this case Haven knew Girard and there are times when her personal appraisals and reports have the quality of magazine writing. Those passages can be forgiven, however, because there are numerous instances of her reaching beyond her multitude of sources to express exceedingly complex ideas than the sources themselves (Girard himself, I would say) were able to do.Girard seemed embarrassed to be accused of having concocted a theory of mankind, but in the final chapters of the book his early theory of mimesis takes a turn that encompasses a theory of history, too. From the French Revolution on, we begin to see violence itself as the greatest of historical forces...and a force that increasingly is beyond control...not subject to reconciliation by martyrdom (the loser's consolation.) On the one hand, we now have nuclear weaponry. That's potentially apocalyptic. On the other hand, we have the provocations of smaller twists of the technological knife...airplanes flying into buildings, for example. And then there is the furnace of social media, chockfull of envy, stoking violence, threatening to catch us all up in an uncontrollable dynamic of mutual accusation that turns into an endless string of violent acts (think Sandy Hook, think Las Vegas, think Charlie Hebdo, think Yemen, think Ukraine, think Syria) to which we become accustomed and anesthetized.Haven gets into all this through conversations with Girard in his last years and through his final book on Clausewitz. In a sense, so much is taken into consideration that it's impossible to consider it all. In another sense, there's a ring of truth here....more",Notes are private!,0,1,2,not setnot set,Jan 2019not set,"Jan 01, 2019",,Paperback,view (with text),/book/show/36459725-evolution-of-desire
