,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Brian Rosenblat's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Daily Show: An Oral History as Told by Jon Stewart, the Correspondents, Staff and Guests","Smith, Chris",1455565385,9781455565382,1455565385,480        pp,4.14,"8,542","Nov 22, 2016","Nov 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2017",,Hardcover,view,/book/show/29214727-the-daily-show
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Raise an Adult: Break Free of the Overparenting Trap and Prepare Your Kid for Success,"Lythcott-Haims, Julie*",1627791779,9781627791779,1627791779,368        pp,4.09,"11,512","May 12, 2015","Jun 09, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2017",,Hardcover,view,/book/show/23168823-how-to-raise-an-adult
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unbroken: A World War II Story of Survival, Resilience and Redemption","Hillenbrand, Laura",1400064163,9781400064168,1400064163,475        pp,4.38,"934,769","Nov 16, 2010","Nov 16, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2017",,Hardcover,view,/book/show/8664353-unbroken
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Sleep: Unlocking the Power of Sleep and Dreams,"Walker, Matthew",,,,368        pp,4.38,"185,849","Sep 28, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2017",,Hardcover,view,/book/show/34466963-why-we-sleep
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,WTF?: What's the Future and Why It's Up to Us,"O'Reilly, Tim*",0062565710,9780062565716,0062565710,448        pp,4.09,"1,887","Oct 10, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 11, 2017",,Hardcover,view,/book/show/34017076-wtf
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid's Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,325        pp,4.14,"2,046,929",1985,"Feb 17, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2017","Oct 15, 2017","Sep 17, 2017",,Hardcover,view,/book/show/12961964-the-handmaid-s-tale
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reset: My Fight for Inclusion and Lasting Change,"Pao, Ellen",1524774871,9781524774875,1524774871,unknown,4.13,"2,258","Sep 19, 2017","Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2017",,Audio CD,view,/book/show/34974754-reset
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories from a South African Childhood,"Noah, Trevor",,,B01IW9TQPK,9        pp,4.49,"693,562","Nov 15, 2016","Nov 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jul 27, 2020","Aug 25, 2020","Aug 17, 2017",,Audible Audio,view,/book/show/33156573-born-a-crime
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emotional Design: Why We Love (or Hate) Everyday Things,"Norman, Donald A.",0465051367,9780465051366,0465051367,272        pp,3.95,"5,135",2003,"May 11, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2017",,Paperback,view,/book/show/841.Emotional_Design
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to Envy: Ordinary Lives in North Korea,"Demick, Barbara*",,,,338        pp,4.45,"86,695","Dec 29, 2009","Dec 29, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 18, 2017","Sep 06, 2017","Aug 12, 2017",,Kindle Edition,view,/book/show/8928291-nothing-to-envy
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Astrophysics for People in a Hurry,"Tyson, Neil deGrasse *",,,B01MAWT2MO,222        pp,4.08,"179,162","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 06, 2018","Mar 20, 2018","Aug 09, 2017",,Kindle Edition,view,/book/show/33395538-astrophysics-for-people-in-a-hurry
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Design of Everyday Things,"Norman, Donald A.",,,B00E257T6C,430        pp,4.16,"42,668",1988,"Nov 05, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(5.0)Can't believe I hadn't read this before. There's a lot of wisdom in this book. I'd highly recommend for anyone pursuing a career in design, produ(5.0)Can't believe I hadn't read this before. There's a lot of wisdom in this book. I'd highly recommend for anyone pursuing a career in design, product, marketing, or tech, or anyone who just wants to build great products. Internalize these ideas and put them into practice and you will create better products that will impact people's lives. ...more",Notes are private!,0,7,1,"Jun 22, 2017","Aug 10, 2017","Jun 22, 2017",,Kindle Edition,view (with text),/book/show/18872940-the-design-of-everyday-things
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Can't Make This Up: Life Lessons,"Hart, Kevin",1501155563,9781501155567,1501155563,378        pp,4.10,"34,457","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2017",,Hardcover,view,/book/show/33347428-i-can-t-make-this-up
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Popular: The Power of Likability in a Status-Obsessed World,"Prinstein, Mitch*",0399563733,9780399563737,0399563733,288        pp,3.67,"1,131","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2017",,Hardcover,view,/book/show/33155370-popular
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grunt: The Curious Science of Humans at War,"Roach, Mary",0393354377,9780393354379,0393354377,288        pp,3.93,"22,003","Jun 07, 2016","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2017",,Paperback,view,/book/show/32191737-grunt
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J.D.",,,B0166ISAS8,277        pp,3.87,"412,276","Jun 28, 2016","Jun 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 27, 2017","Jun 07, 2017","May 11, 2017",,Kindle Edition,view,/book/show/29890212-hillbilly-elegy
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls and Sex: Navigating the Complicated New Landscape,"Orenstein, Peggy",,,B0111YAT0Y,288        pp,4.07,"10,681","Mar 01, 2016","Mar 29, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2017",,Kindle Edition,view,/book/show/26799744-girls-and-sex
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",,,,322        pp,4.06,"401,192","Aug 02, 2016","Aug 02, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 31, 2017","Apr 24, 2017","Mar 31, 2017",,Kindle Edition,view,/book/show/29584452-the-underground-railroad
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Matter,"Crouch, Blake*",1101904224,9781101904220,1101904224,352        pp,4.13,"499,976","Jul 26, 2016","Jul 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2017",,Hardcover,view,/book/show/27833670-dark-matter
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Getting Things Done: The Art of Stress-Free Productivity,"Allen, David",0698161866,,B00KWG9M2E,352        pp,4.01,"157,908",2001,"Mar 17, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2017",,Kindle Edition,view,/book/show/22573850-getting-things-done
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Give and Take: Why Helping Others Drives Our Success,"Grant, Adam M.*",,,B00AFPTSI0,321        pp,4.07,"35,898","Jan 01, 2013","Apr 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2017",,Kindle Edition,view,/book/show/18662473-give-and-take
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Truth and Time: A History of Soviet Central Television,"Evans, Christine Elaine*",0300208480,9780300208481,0300208480,360        pp,3.82,11,"Aug 23, 2016","Aug 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2016",,Paperback,view,/book/show/29101736-between-truth-and-time
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Undoing Project: A Friendship That Changed Our Minds,"Lewis, Michael",,,B01GI6S7EK,369        pp,3.99,"59,358","Dec 06, 2016","Dec 06, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 18, 2019","Dec 31, 2019","Dec 06, 2016",,Kindle Edition,view,/book/show/30364647-the-undoing-project
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leonard: My Fifty-Year Friendship with a Remarkable Man,"Shatner, William",1250083311,9781250083319,1250083311,278        pp,3.73,"7,321","Feb 02, 2016","Feb 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 06, 2016",,Hardcover,view,/book/show/25819509-leonard
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smarter Faster Better: The Secrets of Being Productive in Life and Business,"Duhigg, Charles*",,,,401        pp,3.90,"33,657",Mar 2016,"Mar 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2016",,Kindle Edition,view,/book/show/28516424-smarter-faster-better
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sapiens: A Brief History of Humankind,"Harari, Yuval Noah",,,B00ICN066A,414        pp,4.36,"1,027,812",2011,"Feb 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 16, 2016","Dec 06, 2016","Nov 10, 2016",,Kindle Edition,view,/book/show/20873740-sapiens
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Hillenbrand, Laura",,,,497        pp,4.38,"934,769","Nov 16, 2010","Nov 06, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 14, 2016","Mar 31, 2017","Oct 24, 2016",,Kindle Edition,view,/book/show/8889380-unbroken
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feminist Fight Club: An Office Survival Manual for a Sexist Workplace,"Bennett, Jessica*",0062439790,9780062439796,,336        pp,3.77,"8,060","May 24, 2016","Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2016",,ebook,view,/book/show/26198213-feminist-fight-club
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James and the Giant Peach,"Dahl, Roald",0375814248,9780375814242,0375814248,176        pp,4.03,"473,400",Nov 1961,"Sep 10, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2016",,Hardcover,view,/book/show/6689.James_and_the_Giant_Peach
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moonshot Effect: Disrupting Business as Usual,"Goldman, Lisa",0972964312,9780972964319,0972964312,288        pp,3.58,86,unknown,"Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2016",,Hardcover,view,/book/show/30622471-the-moonshot-effect
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Superintelligence: Paths, Dangers, Strategies","Bostrom, Nick*",0199678111,9780199678112,0199678111,352        pp,3.86,"18,281","Jul 03, 2014","Sep 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 14, 2016",,Hardcover,view,/book/show/20527133-superintelligence
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Splendid Suns,"Hosseini, Khaled*",1594489505,9781594489501,B002FVPH5A,372        pp,4.43,"1,529,538",May 2007,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2016",,Hardcover,view,/book/show/128029.A_Thousand_Splendid_Suns
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being Mortal: Medicine and What Matters in the End,"Gawande, Atul",0805095152,9780805095159,0805095152,282        pp,4.49,"190,396","Oct 07, 2014","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2016",,Hardcover,view,/book/show/20696006-being-mortal
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley,"García Martínez, Antonio",0062458191,9780062458193,0062458191,528        pp,3.71,"13,183","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2016",,Hardcover,view,/book/show/28259132-chaos-monkeys
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ledge: An Inspirational Story of Friendship and Survival,"Davidson, Jim*",0345523202,9780345523204,0345523202,272        pp,3.93,"1,783",unknown,"Jan 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2016",,Paperback,view,/book/show/13531836-the-ledge
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aurora,"Robinson, Kim Stanley",,,B00NERQRPI,517        pp,3.77,"25,438","Jul 07, 2015","Jul 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2016",,Kindle Edition,view,/book/show/25884323-aurora
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Time,"Hawking, Stephen",0553380168,9780553380163,,226        pp,4.21,"432,048",Sep 1988,Sep 1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2016",,Paperback,view,/book/show/3869.A_Brief_History_of_Time
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seveneves,"Stephenson, Neal*",,,B00LZWV8JO,872        pp,4.00,"115,504","May 19, 2015","May 19, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 21, 2016","Aug 25, 2016","May 19, 2016",,Kindle Edition,view,/book/show/22816087-seveneves
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",,,B00DPM7TIG,552        pp,4.32,"1,661,438","May 06, 2014","May 06, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 12, 2016","Jun 22, 2016","May 12, 2016",,Kindle Edition,view,/book/show/19398490-all-the-light-we-cannot-see
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Crash,"Stephenson, Neal*",0553380958,9780553380958,0553380958,438        pp,4.02,"280,054",Jun 1992,"Aug 02, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2016",,Paperback,view,/book/show/830.Snow_Crash
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hyperion        (Hyperion Cantos, #1)","Simmons, Dan",0553283685,9780553283686,0553283685,500        pp,4.26,"252,551","May 26, 1989",Mar 1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2016",,Mass Market Paperback,view,/book/show/77566.Hyperion
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And the Mountains Echoed,"Hosseini, Khaled*",159463176X,9781594632112,159463176X,404        pp,4.07,"371,146","Feb 29, 2012","May 21, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2016",,Hardcover,view,/book/show/16115612-and-the-mountains-echoed
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Fortress: The Epic Mission to Sabotage Hitler’s Atomic Bomb,"Bascomb, Neal*",0544368053,9780544368057,0544368053,378        pp,4.23,"5,466","Apr 26, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2016",,Hardcover,view,/book/show/25897720-the-winter-fortress
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Superforecasting: The Art and Science of Prediction,"Tetlock, Philip E.",0804136696,9780804136693,0804136696,352        pp,4.08,"20,061","Sep 29, 2015","Sep 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2016",,Hardcover,view,/book/show/23995360-superforecasting
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ender's Game        (Ender's Saga, #1)","Card, Orson Scott",0812533569,9780812533569,0812533569,256        pp,4.31,"1,374,019","Jan 15, 1985",Jan 1985,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2016",,Paperback,view,/book/show/1950052.Ender_s_Game
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wangs vs. the World,"Chang, Jade*",,,,355        pp,3.27,"16,947","Oct 04, 2016","Oct 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2016",,Hardcover,view,/book/show/28114515-the-wangs-vs-the-world
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,B00SEFAIRI,155        pp,4.40,"333,007","Jul 14, 2015","Jul 14, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Beautifully written. A book everyone should read.,Notes are private!,0,2,1,"Mar 16, 2016","May 09, 2016","Mar 03, 2016",,Kindle Edition,view (with text),/book/show/25360188-between-the-world-and-me
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rich Dad, Poor Dad","Kiyosaki, Robert T.",0739413937,9780739413937,0739413937,204        pp,4.12,"619,587","Apr 08, 1997","Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2016",,Hardcover,view,/book/show/912.Rich_Dad_Poor_Dad
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil in the White City,"Larson, Erik*",0739303406,9780739303405,0739303406,15        pp,4.00,"682,605","Feb 11, 2003","Feb 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2016",,Audio Cassette,view,/book/show/21996.The_Devil_in_the_White_City
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing a King: The Assassination of Yitzhak Rabin and the Remaking of Israel,"Ephron, Dan",0393242102,9780393242102,,352        pp,4.33,"1,139","Oct 19, 2015","Oct 19, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2016",,ebook,view,/book/show/25620915-killing-a-king
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,598,443","Jun 08, 1949","Jul 01, 1950",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2016",,Mass Market Paperback,view,/book/show/5470.1984
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Flags: The Rise of ISIS,"Warrick, Joby",,,B00RRT346E,351        pp,4.32,"14,981","Sep 29, 2016","Sep 29, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.5/5.0) Fascinating book. Amazing how deep the author goes in tracing the rise of ISIS. Impressive, given the dark nature of the subject and what I'(4.5/5.0) Fascinating book. Amazing how deep the author goes in tracing the rise of ISIS. Impressive, given the dark nature of the subject and what I'd imagine would be very hard to get intelligence. Painful to relive the blunders of U.S. foreign policy during this time.Would definitely recommend....more",Notes are private!,0,8,1,Feb 2016,"Feb 21, 2016","Jan 21, 2016",,Kindle Edition,view (with text),/book/show/26827632-black-flags
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Diamond Age: Or, a Young Lady's Illustrated Primer","Stephenson, Neal*",0553380966,9780553380965,0553380966,499        pp,4.16,"89,941",Feb 1995,"May 02, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2016",,Paperback,view,/book/show/827.The_Diamond_Age
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,J,"Jacobson, Howard",0224101978,9780224101974,0224101978,327        pp,2.93,"3,620","Oct 04, 2014","Aug 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2016",,Hardcover,view,/book/show/22370991-j
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Name of the Rose,"Eco, Umberto",,,B003WUYPTC,552        pp,4.14,"364,637",1980,"Jul 22, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2016",,Kindle Edition,view,/book/show/8694005-the-name-of-the-rose
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ubik,"Dick, Philip K.",0679736646,9780679736646,0679736646,216        pp,4.11,"108,102",May 1969,"Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2016",,Paperback,view,/book/show/590036.Ubik
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Breath Becomes Air,"Kalanithi, Paul",,,B00XSSYR50,208        pp,4.40,"668,443","Jan 12, 2016","Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2016",,Kindle Edition,view,/book/show/25899336-when-breath-becomes-air
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drive: The Surprising Truth About What Motivates Us,"Pink, Daniel H.*",1594484805,9781594484803,1594484805,270        pp,3.95,"118,361","Dec 29, 2009","Apr 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2016",,Paperback,view,/book/show/7842362-drive
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thunderstruck,"Larson, Erik*",1400080665,9781400080663,B001GCVFJG,463        pp,3.76,"50,569","Oct 24, 2006","Oct 24, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2015",,Hardcover,view,/book/show/40067.Thunderstruck
