,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michael's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Testimony: A Memoir,"Robertson, Robbie",0307401391,9780307401397,0307401391,500        pp,4.18,"3,618","Oct 25, 2016","Nov 15, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Band was of outsized influence given its relatively small recording output and only one certifiably classic album ""The Band""). And it's hard to caThe Band was of outsized influence given its relatively small recording output and only one certifiably classic album ""The Band""). And it's hard to call them influential as they bucked the psychedelic/heavy metal trends of the day with their rootsy, literate storytelling music that featured accordions, mandolins, and haiku-tight guitar solos. At the time they were almost a curious (if incredibly talented with a dozen indelibly great songs) anachronism only cited as influential much later by bands like Counting Crows. They also helped made rock culturally respectable when they landed on the cover of Time magazine in 1969. But in other respects The Band was everywhere and most especially in the thick of Bob Dylan's electric revolution that created folk rock. The Band backed up Dylan's first full-blown electric tour and had to endure the jeers, boos, catcalls and outright threats made by folk purists during a worldwide tour. (In addition, Dylan was essentially a solo artist and had to learn how to lead and play with a band.)Somewhat curiously, Robertson focuses the book on the first 33 years of his life leading up to and including their final Last Waltz concert, memorialized in Martin Scorcese's flawed but wonderful film of 1978. I'm still debating whether this was a good choice, but probably yes. We are spared Robertson trying to breath life and significance into his later works (a couple of pretty good solo albums and film scores) and moreover the tragic declines of his bandmates Richard Manuel (suicide), Rick Danko (died in sleep at age 56), and Levon Helm (cancer)--verily the voices of The Band as Robertson limited himself to writing, brilliant guitar fills, and background vocals. Also he only hints at the decline of his marriage. Thus he avoids one weakness of Keith Richards' ""Life"": Keith's attempts to make us care about the recording of ""Bridges of Babylon,"" duets with Ronnie Wood, and details of his later domestic happiness in a Connecticut mansion. On the other hand, Robertson's 1976 curfew makes for an oddly impersonal narrative; it's a more novelistic, neatly tied up ending that omits the wages of years of substance abuse, and the ultimate outcomes of the ""band of brothers"" The Band became. Robertson's wacky family history (half-native American, half Jewish mobsters in Toronto) makes for a good intro. The formative years touring with Ronnie Hawkins and the Hawks are a bit protracted but they do explain how four Canadians slowly annexed a Southern rock and roll roadhouse band while the Deep South seeped into their bones (and Robertson's lyrics), leading to classics like ""The Night They Drove Old Dixie Down"" and ""Unfaithful Servant."" Musicians will especially enjoy Robertson's detailed account of the recording process, which The Band upended by rejecting sound baffles, isolation chambers, and overdubs. Essentially they chose to record live; at least for their first two albums, which sound as though they were made in a pine-panelied living room. (Despite the woodsy, Upstate New York vibe of The Band's eponymous album, it was recorded in LA, in a retrofitted house once owned by Sammy Davis Jr.)Somewhat disappointing are the (perhaps inevitable) show-biz trappings of the narrative. Names are dropped like notes in a self-indulgent solo, from Jimmy Carter all the way down to Larry Hagman. Band-members who dressed like sharecroppers bought Mercedes 600 limos with rear curtains. Refreshingly though, Bob Dylan emerges as a real character, pretty much a normal guy who drives a blue station wagon and dotes on his wife and kids (granted this was the ""New Morning"" phase). As other ers have observed, Robertson's storytelling skills are excellent (if too frequently self-serving) and the writing highly uneven. ...more",Notes are private!,0,0,1,not set,Jan 2017,"Jan 02, 2017",,Hardcover,view (with text),/book/show/25982551-testimony
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Principles for Developing Affordable Housing,"Institute, Urban Land",0874209781,9780874209785,0874209781,29        pp,0.00,0,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 30, 2016",,Hardcover,view,/book/show/15079992-ten-principles-for-developing-affordable-housing
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Days of Rage: America's Radical Underground, the FBI, and the Forgotten Age of Revolutionary Violence","Burrough, Bryan",1594204292,9781594204296,1594204292,608        pp,3.93,"2,034","Apr 07, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Days of Rage reads like a thriller full of shoot-em-up scenes, jailbreaks, and hair-raising escapes. Unfortunately it's all true and people really dieDays of Rage reads like a thriller full of shoot-em-up scenes, jailbreaks, and hair-raising escapes. Unfortunately it's all true and people really died in a 10-year scourge of bombings and shootings by the radical underground--Weatherman, Panthers, Symbionese, Puerto Rican Liberation Front and more. Although Burroughs clearly sympathizes with the innocent cops, Brinks drivers, cabbies, and others who were slaughtered, the book does not dodge the moral question of when acts of terror may in fact be justified as acts of war. This issue dogs us today as we face many outbursts of terrorism globally. What are oppressed people to do when they are unrepresented with no political options for change, or a moral imperative to take any means necessary to stop wrong-doing at the top or rife throughout society? I abhor attacks on abortion clinics, Tel Aviv buses, Parisian cafes, etc., but you can understand the twisted logic that leads to such drastic and tragic action. That said, Burroughs portrays many of the terrorists as rich kids playing dangerous games (Bill Ayers and Bernadine Dorhn come to mind), corrupt, or perhaps deluded or deranged (the Patty Hearst-kidnapping SLA). Fascinatingly, much of this history has been forgotten, even by folks like me, who came of age in this era, and lived in the prime targets of DC and NYC. Also interesting, much of the action occurred well after American radicalism peaked (probably 1968-70) and certainly after it plunged as the Vietnam War wound down and ended. To the end, the Radical fringe was sure it would ignite a violent, grassroots uprising. As interviewed by Burroughs, many Radical survivors today recognize the errors of their thinking. It might be comforting to know that their numbers were tiny. Often fewer than 10 people supporting an entire organization with only two or three trigger-pullers and bomb-planters at the core. Gaining even one recruit was cause for celebration. It makes you wonder how many violent radical Islamic operatives exist. Less comforting, it only takes a couple of folks with bombs and machine guns to make the appearance of a large fand well-organized network--part of the ""beauty"" of terrorism.The FBI and other law-enforcement agencies agreed the saw a threat writ large. They spent years and countless resources trying to track down ringleaders with surprisingly little success. Famously they resorted to dirty tricks like illegal wiretaps and burglaries, which backfired when agents (including Richard ""Deep Throat"" Felt) were indicted and convicted, receiving somewhat harsher sentences than the few radicals who were tracked down or surrendered (although others received life sentences or were shot dead in the streets).The book's most original take is its exploration of what it truly meant to go underground, a topic not previously researched or reported, according to Burroughs. For the Weatherman, it often meant cushy living in rented beach houses, supported by Radical Chic lawyers. For true tough guys like ex-con Ray Lavasseur, it meant faked IDs using the socials of dead infants and constantly moving between ratty ""safe houses"" while also raising semi-normal families replete with Montessori school educations. Others split for Algeria or Cuba. After I wrote this , I checked others and was surprised to see some so negative. I agree that Burroughs is no left-wing apologist for violent radicals, but neither is this book a Fox-like hatchet job. Clearly he admires the intelligence and perhaps even the moral position of at least some of his subjects. Others were deluded buffoons or trigger-happy charlatans, and he says so. A key pivot of the book is the internal debate between symbolic acts of terror (blowing up empty bathrooms in government buildings at 2 am, for example), vs. overt ""kill the pigs"" mindset of hunting down cops, or ""you can't avoid the collateral of war"" (eg, killing innocent bystanders). Interesting that some who inadvertently killed innocent bystanders continued to engage in acts of terror. ...more",Notes are private!,0,0,1,not set,"Apr 23, 2016","Apr 24, 2016",,Hardcover,view (with text),/book/show/22571602-days-of-rage
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City on Fire,"Hallberg, Garth Risk",0385353774,9780385353779,0385353774,911        pp,3.39,"14,961","Oct 13, 2015","Oct 13, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ok it only feels like I've been reading this book for 40 years.This pastiche novel, which includes 'zines, drafts pumped out on manual Olympias, and hOk it only feels like I've been reading this book for 40 years.This pastiche novel, which includes 'zines, drafts pumped out on manual Olympias, and handwritten letters in addition to conventional narrative, is set in New York City in 1976 and covers the same period of creative decay as Patti Smith's ""Just Kids."" Overlapping stories and themes include punk rock, fireworks, conceptual art, the burning of the South Bronx, race relations, and corporate malfeasance. A paradox is that Hallberg's prose is lean (and he has an amazing vocab--I had no idea there was a word for a person with one testicle) and his characters inventive and well-drawn. Yet the book is incredibly flabby--the author simply doesn't know where to stop with his descriptions. In party scenes (and there are many, high and low), he tends to describe every person in the room; one chapter begins with a three-page description of a character making coffee. The proliferation of characters and Byzantine plot also make the book hard to follow; despite some memorable characters, there are just too many of them. Hallberg was born about three years after the time the book is set and he manages to include numerous anachronisms that uncut ""City on Fire""'s attempts at gritty realism. (This should not be a flaw.) For a better sense of New York in this period, try ""Just Kids"" and ""The Flamethrowers."" You will also save yourself many hours. ...more",Notes are private!,0,0,1,Jan 1976,not set,"Jan 17, 2016",,Hardcover,view (with text),/book/show/24189224-city-on-fire
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once In A Great City: A Detroit Story,"Maraniss, David*",1476748381,9781476748382,1476748381,464        pp,3.78,"1,777",Sep 2015,"Sep 15, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rather than another ""urban autopsy"" book on crumbling Detroit, David Maraniss takes us back the city at its apogee in the early 1960s--but only a few Rather than another ""urban autopsy"" book on crumbling Detroit, David Maraniss takes us back the city at its apogee in the early 1960s--but only a few years before the riots of 1967, the invasion of Japanese cars, labor issues, and white flight sent the city into a tailspin. In 1962-64, Motown and the Mustang were king. The city of 1.7 million was considered a paragon of economic equality and (relative) racial harmony. Detroit made a strong bid and was a serious candidate to host the 1968 summer Olympics. Martin Luther King came to town for a huge and peaceful march in which he tried out a draft of the ""I Have a Dream"" speech that seemed to destined to make history until the Lincoln Memorial gathering made Detroit a footnote. This colorful, entertaining book focuses on a few main characters--Henry Ford II (""the Deuce""), Walter Reuther, the Rev. CL Franklin (Aretha's dad, a legendary pulpit preacher), Lee Iacocca, George Romney, and Berry Gordy among them. But it also sprawls and loses focus with too many minor characters. The Motown story has been told many times and, much as I love classic Motown, takes up too much of the book. Still, this is well worth reading. Anyone seeking analysis of why cities rise and fall should look elsewhere, but fans of chatty, anecdotal pop history will enjoy this just fine. ...more",Notes are private!,0,1,1,not set,"Jan 10, 2016","Nov 16, 2015",,Hardcover,view (with text),/book/show/23492705-once-in-a-great-city
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Duke: A Life of Duke Ellington,"Teachout, Terry",1592407498,9781592407491,1592407498,496        pp,3.90,616,"Oct 17, 2013","Oct 17, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2015",Feb 2016,"Feb 16, 2015",,Hardcover,view,/book/show/17674977-duke
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"Brown, Daniel James*",067002581X,9780670025817,067002581X,404        pp,4.39,"312,320","Jun 04, 2013","Jan 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I started this reluctantly thinking it would be little more than a Hoosiers-style tale of sporting underdogs. That is only one thread of Brown's well-I started this reluctantly thinking it would be little more than a Hoosiers-style tale of sporting underdogs. That is only one thread of Brown's well-told tale that captures its times as well as any history book, albeit with no excessive detail or academic baggage. While nine scrappy hicks from rural Washington take on the world, you get the bigger picture of the Depression, Dust Bowl, the PWA and its massive hydro projects, and the rise of Hitler while Americans essentially turned their backs. In an early chapter or two, Brown's writing seems a little purple. He quickly settles down into what rowers call ""the swing,"" with all parts of the complex tale moving forward with seemingly effortless momentum. Oh, and there's room for a touching, old-school romance as well. ...more",Notes are private!,0,1,1,not set,not set,"Feb 16, 2015",,Hardcover,view (with text),/book/show/16158542-the-boys-in-the-boat
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,856","Jan 13, 2015","Jan 13, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a difficult book to  without spoilers, but I will try. Hawkins's creepy thriller twists some conventions and is extremely effective and This is a difficult book to  without spoilers, but I will try. Hawkins's creepy thriller twists some conventions and is extremely effective and readable though its frays credulity toward the end. Her anti-hero Rachel drives the plot forward mostly through her alcoholic ineptitude and her blackouts play a key plot role. I do not generally enjoy crime thrillers, but this one is creative and character driven. Truly a page turner or Kindle-advancer. ...more",Notes are private!,0,0,1,not set,"Feb 13, 2015","Feb 16, 2015",,Hardcover,view (with text),/book/show/22557272-the-girl-on-the-train
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Benediction        (Plainsong, #3)","Haruf, Kent",0307959880,9780307959881,0307959880,258        pp,4.01,"21,308","Feb 26, 2013","Feb 26, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dad Lewis, a community pillar (owned the hardware store on Main Street) of windswept Holt, Colorado, is dying with dignity at home during a hot summerDad Lewis, a community pillar (owned the hardware store on Main Street) of windswept Holt, Colorado, is dying with dignity at home during a hot summer on the Great Plains way east of Denver. But first he's got to contend with real and imagined ghosts and the consequences of long-ago choices, including an estranged son and an employee discipline measure gone horribly wrong. Haruf's wrote his last book while dying of cancer and the book is filled with almost-clinical descriptions of the act of dying. You can sense the haste in Haruf's extra-lean prose, which is mostly dialogue salted with an occasional luminous description of an especially non-descript place. ...more",Notes are private!,0,0,1,not set,"Jan 17, 2015","Jan 19, 2015",,Hardcover,view (with text),/book/show/15762186-benediction
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radical Cities: Across Latin America in Search of a New Architecture,"McGuirk, Justin",1781682801,9781781682807,1781682801,304        pp,4.26,390,"Jan 01, 2014","Jun 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2014",,Hardcover,view,/book/show/18490896-radical-cities
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Detroit: An American Autopsy,"LeDuff, Charlie",1594205345,9781594205347,1594205345,304        pp,3.94,"15,388","Feb 07, 2013","Feb 07, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hard-boiled, piece-of-work journalist Charlie LeDuff returns to his hometown of Detroit after stints with a) the NY Times, and b) as a stay-at-home hoHard-boiled, piece-of-work journalist Charlie LeDuff returns to his hometown of Detroit after stints with a) the NY Times, and b) as a stay-at-home househusband in LA. Even if you have read every bit of bad publicity about Detroit, what he finds will shock you, as it did him. LeDuff excels as a digging reporter who delights in making even black pols go pink-faced, but falls short on sociology. Furthermore, he accepts the leftie company line on the failure of Detroit (granted much of it true) while never asking the hard question about whether Detroit as a good idea to begin with. For more on this, read my  of ""Triumph of the City,"" which states (in agreeing with author Edward Glaesser) that cites were created to foster commerce and manufacture ideas, not products. LeDuff certainly gets points for being entertaining in a gonzo way. Also he asks a harder question that has certainly hit him in the crotch (given his unpromising and tragic family history): why don't we care more about ""losers""? How can we not care? Writing style? He's got it? Like a drunk, ranting Raymond Chandler calling in from phone booth to some chintzy 3 am talk radio show. ...more",Notes are private!,0,0,1,"Dec 26, 2014","Jan 19, 2015","Dec 26, 2014",,Hardcover,view (with text),/book/show/15811520-detroit
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sound Man,"Johns, Glyn",0399163875,9780399163876,0399163875,336        pp,3.70,"1,684","Jan 01, 2014","Nov 13, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The great producer/recording engineer Glyn Johns is no writer, but the book makes for genial company for those interested in the heyday of the rock erThe great producer/recording engineer Glyn Johns is no writer, but the book makes for genial company for those interested in the heyday of the rock era. Most famous for his work with the Stones, Johns worked with them all including the Beatles, Clapton, Led Zepp, Emmy Lou Harris and lots of minor figures such as Spooky Tooth and the Ozark Mountain Daredevils. This makes Johns a bit of a Zelig as well as perhaps the only coherent person in the room (he claims to have never taken drugs) most of the time. Refreshingly, Johns does not take credit for the success of his employers, truly viewing himself in a conduit to let the talent shine through with empathetic sound. We've all read/seen too many ""I-was- the-REAL-genius"" books/docs about producers, film editors, backup singers or even a particular sound board. Johns keeps his story and considerable contribution to the side, where it belongs. Although I enjoyed reading this, the book has several glaring weaknesses. One is the lack of insight into the process of making music. This is especially surprising as Johns himself is a fairly accomplished musician who recorded several albums and supposedly had a minor hit in Spain with a cover of ""Lady Jane."" There are refreshing exceptions such as his decision to record Pete Townsend playing live amid a cluster of 60 string players for the Townsend-Ronnie Wood Album ""Rough Cut."" Another is his lamentation for the passing of semi-live recording sessions for the studio overdub process that recording musicians one at a time in isolation sound booths. His sympathetic portrayal of Brian Jones is a treat. Another weakness is Johns's show-biz, nice-nice glibness: ""He was a lovely chap and unfailingly polite and I regret I did not see him before he died,"" etc., repeated over and again about many different major and minor characters. (Occasionally he mentions not getting on with someone but at about the same level of detail). Johns himself remains a cipher. You just don't learn much about him beyond a good yarn about accidentally breaking into the industry and references to one or two marriages. The book is neither critical analysis, soul-baring or kiss and tell, so what is it? This pales in comparison to Keith Richards's literate and insightful ""Life,"" for example. Really just a long chat with a charming old dude. I give it four stars for enjoyment but two for content. It would have been a much better book if he had dug deeper into himself and his subject. ...more",Notes are private!,0,0,1,not set,not set,"Dec 26, 2014",,Hardcover,view (with text),/book/show/20949444-sound-man
