,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mattia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,9780142437179,0142437174,327        pp,3.83,"1,265,499","Feb 18, 1884","Dec 31, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video Huck makes Tom Sawyer; Tom ruins Huckleberry Finn.Video Huck makes Tom Sawyer; Tom ruins Huckleberry Finn....more,Notes are private!,0,10,1,not set,not set,"Aug 22, 2020",,Paperback,view (with text),/book/show/2956.The_Adventures_of_Huckleberry_Finn
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quiet American,"Greene, Graham",0143039024,9780143039020,0143039024,180        pp,3.97,"63,294",Dec 1955,"Aug 31, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video Ominously prescient - well beyond its relevance to the Vietnam war.Video Ominously prescient - well beyond its relevance to the Vietnam war....more,Notes are private!,0,5,1,not set,not set,"Aug 22, 2020",,Paperback,view (with text),/book/show/3698.The_Quiet_American
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2666,"Bolaño, Roberto",843396867X,9788433968678,843396867X,"1,128        pp",4.21,"41,675",2004,"Oct 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video A Dantesque descent into the hell of human pettiness, madness and perversion, on the personal, social, and historical dimension. A taxing,Video A Dantesque descent into the hell of human pettiness, madness and perversion, on the personal, social, and historical dimension. A taxing, ominous, breath-taking feat....more",Notes are private!,0,14,1,not set,not set,"Aug 22, 2020",,Paperback,view (with text),/book/show/63032.2666
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Sex: A Graphic History Through the Ages,"Brenot, Philippe",0316472220,9780316472227,0316472220,208        pp,3.98,"1,284","Apr 13, 2016","Sep 19, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very French-centric, but exceedingly informative too, especially in revealing the historical connotations of certain categories & ideas we have come tVery French-centric, but exceedingly informative too, especially in revealing the historical connotations of certain categories & ideas we have come to take for granted. Its progressive argument for the importance of teaching the history of sexuality is relevant and commendable....more",Notes are private!,0,2,1,not set,not set,"Aug 22, 2020",,Hardcover,view (with text),/book/show/34018897-the-story-of-sex
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Billion,"Emmott, Stephen",0345806476,9780345806475,0345806476,224        pp,3.61,"1,610","Oct 01, 2013","Sep 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For those days when you just feel too calm, serene, or happy.",Notes are private!,0,0,1,not set,not set,"Aug 22, 2020",,Paperback,view (with text),/book/show/17288621-ten-billion
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ethan Frome,"Wharton, Edith",,,0142437808,99        pp,3.44,"127,278",1911,2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video 100 YEARS BEFORE THE 50 SHADES...... THERE WAS ETHANWhen wife Zeena leaves town for a medical visit, hunky farmer Ethan and perky cousin MVideo 100 YEARS BEFORE THE 50 SHADES...... THERE WAS ETHANWhen wife Zeena leaves town for a medical visit, hunky farmer Ethan and perky cousin Mattie are left all alone in the family farmstead.Get ready for a sweltering night of repressed sighs, stolen glances, the touching of the opposite ends of a piece of muslin. Lethal New England Winter has never been hotter!...more",Notes are private!,0,7,1,not set,not set,"Aug 22, 2020",,Paperback,view (with text),/book/show/5246.Ethan_Frome
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Life,"Pamuk, Orhan",0571193781,9780571193783,0571193781,296        pp,3.56,"8,885",1994,1997,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not usually one to diss books but maaaaaaaaaaaaaan, Orhan, what the fuck do you mean",Notes are private!,0,8,1,not set,not set,"Aug 22, 2020",,Paperback,view (with text),/book/show/11694.The_New_Life
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coming From Behind,"Jacobson, Howard",0099452030,9780099452034,0099452030,256        pp,3.43,211,1984,"Jun 06, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video Its target audience is admittedly narrow - UK-based literature academians - but if you fall in the category, by heavens, you'll struggle tVideo Its target audience is admittedly narrow - UK-based literature academians - but if you fall in the category, by heavens, you'll struggle to find a funnier, bitier, more insightful novel....more",Notes are private!,0,4,1,not set,not set,"Aug 22, 2020",,Paperback,view (with text),/book/show/1256772.Coming_From_Behind
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dungeons & Dragons Art & Arcana: A Visual History,"Witwer, Michael*",0399580948,9780399580949,0399580948,439        pp,4.60,"1,913","Oct 23, 2018","Oct 23, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was expecting this to be excessively self-celebratory, but in fact it offers a very insightful history of the game's evolution, and a modicum of criI was expecting this to be excessively self-celebratory, but in fact it offers a very insightful history of the game's evolution, and a modicum of criticism (from a ""gamer's"" if not cultural perspective) of its most puzzling choices. But hey, nobody's going to buy this for the words - it's the art that makes it, and it's as splendid as you may expect, even - especially - when it's frankly kind of awful. Took me back to middle school....more",Notes are private!,0,13,2,not setnot set,not setnot set,"May 31, 2020",,Hardcover,view (with text),/book/show/37880631-dungeons-dragons-art-arcana
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Annotated H.P. Lovecraft: Beyond Arkham        (The Annotated Books),"Lovecraft, H.P.",1631492632,9781631492631,1631492632,512        pp,4.37,210,"Sep 24, 2019","Sep 24, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video For Lovecraft completionists, and those who enjoyed the first volume. The introduction & paratextual content is not quite as brilliant, buVideo For Lovecraft completionists, and those who enjoyed the first volume. The introduction & paratextual content is not quite as brilliant, but there are many wonderful stories in here - they definitely didn't exhaust all the good ones in the first volume....more",Notes are private!,0,19,1,not set,not set,"May 31, 2020",,Hardcover,view (with text),/book/show/44157733-the-new-annotated-h-p-lovecraft
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Annotated H.P. Lovecraft,"Lovecraft, H.P.",,,,852        pp,4.41,"1,785","Oct 13, 2014","Oct 13, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video Like reading Lovecraft alongside a friend. A friend with a good sense of humor, and an unhealthy obsession for the minutiae of Providence Video Like reading Lovecraft alongside a friend. A friend with a good sense of humor, and an unhealthy obsession for the minutiae of Providence topography....more",Notes are private!,0,23,1,not set,not set,"May 31, 2020",,Hardcover,view (with text),/book/show/20665577-the-new-annotated-h-p-lovecraft
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beastie Boys Book,"Diamond, Michael",0812995546,9780812995541,0812995546,572        pp,4.54,"12,524","Oct 30, 2018","Oct 30, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video If this book were a Beastie Boys album (and it is as inventive, effervescent and FUN as their records), it would be my third favorite.ThatVideo If this book were a Beastie Boys album (and it is as inventive, effervescent and FUN as their records), it would be my third favorite.That sounds nonsensical but it's meant as high praise!...more",Notes are private!,0,10,1,not set,not set,"May 31, 2020",,Hardcover,view (with text),/book/show/38799788-beastie-boys-book
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wide Sargasso Sea,"Rhys, Jean",0393352560,9780393352566,0393352560,176        pp,3.59,"92,879",Oct 1966,"Jan 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video Haunting and marvelous like the islands it depicts. Video Haunting and marvelous like the islands it depicts. ...more,Notes are private!,0,12,1,not set,not set,"May 31, 2020",,Paperback,view (with text),/book/show/25622780-wide-sargasso-sea
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unknown Pleasures,"Ott, Chris",0826415490,9780826415493,0826415490,136        pp,3.70,798,"Mar 31, 2004","Mar 31, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"That the 33 1/3 books are short is no news to anyone who clapped eyes on them, but this in particular feels like an essay (and originally was one) ratThat the 33 1/3 books are short is no news to anyone who clapped eyes on them, but this in particular feels like an essay (and originally was one) rather than a longer, full-fledged critical take.And still, it manages to distil a beautiful, mature and insightful history of the band in a handful of short chapters, pointing at their role as musical innovators and at their importance in the evolution (and possibly in the end!) of pop. Chris doesn't cut them any slack for their early flirtation with Nazi imagery, either, or for Ian Curtis' toxic behavior, but deals with their legacy as a passionate fan able to approach their work with the necessary critical distance.Easily one of the most brilliant entries in the series....more",Notes are private!,0,10,1,not set,not set,"May 15, 2020",,Paperback,view (with text),/book/show/78441.Unknown_Pleasures
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reign in Blood,"Ferris, D.X.",0826429092,9780826429094,0826429092,160        pp,3.61,377,"Apr 15, 2008","Jun 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The recording of the album is researched as thoroughly as any fan may wish, but the complexities of such a problematic work of art are investigated veThe recording of the album is researched as thoroughly as any fan may wish, but the complexities of such a problematic work of art are investigated very, very superficially. Slayer's career-long flirtation with fascist imagery is dismissed as showmanship; the inner dynamics of a band whose relationships with one another are puzzling at best are mentioned without being questioned; and Jeff Hanneman's fascination with Nazism is discounted with ""he wasn't a Nazi - one of his friends was black!""This is clearly a labor of love by a passionate fan of metal music, but for heaven's sake, most of the book is given over to famous people declaring their love for Reign in Blood. Of course they love it! It's a great album! If I hadn't known I wouldn't have bought this book! Imagine a text on Middlemarch made up of interviews with literature professors going ""Middlemarch, man, that, for me, it just doesn't get much better"" - ""Middlemarch  - easily top ten British novels, ever.""In the book's defense its timing was very unfortunate - it came out three years before Jeff Hanneman's spider bite and following disease - but there was so much to discuss and debate here that is instead dealt with very simplistically and given up in favor of hero worship....more",Notes are private!,0,9,1,not set,not set,"May 15, 2020",,Paperback,view (with text),/book/show/2449963.Reign_in_Blood
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Think That's Bad,"Shepard, Jim",0307594823,9780307594822,0307594823,225        pp,3.88,709,"Mar 22, 2011","Mar 22, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Forget the stories a second and look at the acknowledgements - the guy put more research into each one of these pieces than some people put in their PForget the stories a second and look at the acknowledgements - the guy put more research into each one of these pieces than some people put in their PhD theses.The stories themselves are as thrilling and meaty as plotless American literary short stories get....more,Notes are private!,0,3,1,not set,not set,"May 15, 2020",,Hardcover,view (with text),/book/show/8792511-you-think-that-s-bad
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane Eyre,"Brontë, Charlotte",0142437204,9780142437209,0142437204,532        pp,4.15,"2,094,560","Oct 16, 1847","Feb 04, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video What's that disturbing noise????????Oh, it's just pesky Grace Poole. I'm glad that mystery has been solved forever!Video What's that disturbing noise????????Oh, it's just pesky Grace Poole. I'm glad that mystery has been solved forever!...more",Notes are private!,0,20,1,not set,not set,"May 15, 2020",,Paperback,view (with text),/book/show/10210.Jane_Eyre
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Gate,"Seth, Vikram",0679734570,9780679734574,0679734570,307        pp,4.01,"4,693",1986,"Jun 18, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video At once atonishingly virtuosistic and heartbreaking in its brutal simplicity.Video At once atonishingly virtuosistic and heartbreaking in its brutal simplicity....more,Notes are private!,0,8,1,not set,not set,"May 15, 2020",,Paperback,view (with text),/book/show/768496.The_Golden_Gate
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confessions of an English Opium Eater,"De Quincey, Thomas",,,0140439013,352        pp,3.28,"10,067",1821,"Apr 29, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video Feverish account of absolute poverty, unrepentant disdain, toxic addiction.Still manages to turn its nose up at the French.Video Feverish account of absolute poverty, unrepentant disdain, toxic addiction.Still manages to turn its nose up at the French....more",Notes are private!,0,9,1,not set,not set,"May 15, 2020",,Paperback,view (with text),/book/show/87635.Confessions_of_an_English_Opium_Eater
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Circus,"Egan, Jennifer*",0330489119,9780330489119,0330489119,352        pp,3.54,"7,079","Dec 01, 1994","Mar 09, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 15, 2020",,Paperback,view,/book/show/122986.The_Invisible_Circus
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Teeth,"Smith, Zadie",0375703861,9780375703867,0375703861,448        pp,3.79,"157,496","Apr 01, 2000","Jun 12, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video The most glorious 500-page buildup-to-a-punchline ever written.Video The most glorious 500-page buildup-to-a-punchline ever written....more,Notes are private!,0,14,1,not set,not set,"May 15, 2020",,Paperback,view (with text),/book/show/3711.White_Teeth
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pnin,"Nabokov, Vladimir",1400041988,9781400041985,1400041988,184        pp,3.89,"24,892",1957,"Apr 06, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video The passage where Pnin reads that magazine cartoon must be the funniest in all American literature!Video The passage where Pnin reads that magazine cartoon must be the funniest in all American literature!...more,Notes are private!,0,56,1,not set,not set,"Mar 21, 2020",,Hardcover,view (with text),/book/show/30593.Pnin
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lagoon,"Okorafor, Nnedi*",1444762753,9781444762754,1444762753,306        pp,3.63,"8,378","Apr 10, 2014","Apr 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 21, 2020",,Paperback,view,/book/show/18753656-lagoon
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Edgar Allan Poe: Selected Writings,"Poe, Edgar Allan",,,,540        pp,4.15,"3,601",1967,1970,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really can't get over the obvious kiwi on the cover.I really can't get over the obvious kiwi on the cover....more,Notes are private!,0,37,1,not set,not set,"Mar 21, 2020",,Paperback,view (with text),/book/show/28266396-edgar-allan-poe
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metamorphosis and Other Stories,"Kafka, Franz",0241436249,9780241436240,0241436249,272        pp,3.90,"5,941",1915,"Jan 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A collection of Kafka's fiction that appeared during his lifetime. A great introduction into the author - definitely better, as a point of entry, thanA collection of Kafka's fiction that appeared during his lifetime. A great introduction into the author - definitely better, as a point of entry, than the novels - and an excellent way of securing some of the best short stories (""A Report to an Academy,"" ""Jackals & Arabs,"" ""The Hunger Artist,"" the list goes on) of all times....more",Notes are private!,0,20,1,not set,not set,"Mar 21, 2020",,Paperback,view (with text),/book/show/52379425-metamorphosis-and-other-stories
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Sand and Shakespeare's Memory,"Borges, Jorge Luis",,,,159        pp,4.11,"14,437",Mar 1975,"Apr 05, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's Borges: if you get it, you love it, if you don't, oh well, if you're not sure, you shouldn't start with this at all, but with the more inescapablIt's Borges: if you get it, you love it, if you don't, oh well, if you're not sure, you shouldn't start with this at all, but with the more inescapable Fictions + The Aleph.Also you can be mean to HP all you want, Jorge, but you still wrote a piece of fan fiction for him! Ha-ha, you like Lovecraft!...more",Notes are private!,0,10,1,not set,not set,"Mar 21, 2020",,Paperback,view (with text),/book/show/146422.The_Book_of_Sand_and_Shakespeare_s_Memory
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyman,"Roth, Philip",0307277712,9780307277718,0307277712,182        pp,3.62,"19,771","May 09, 2006","Apr 10, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Late Roth is a hard act to follow - whatever I read after it feels like the author couldn't string two words together.Late Roth is a hard act to follow - whatever I read after it feels like the author couldn't string two words together....more,Notes are private!,0,8,1,not set,not set,"Mar 21, 2020",,Paperback,view (with text),/book/show/50695.Everyman
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naked Lunch,"Burroughs, William S.",0802140181,9780802140180,0802140181,289        pp,3.46,"91,243",Jul 1959,"Jan 26, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video Best enjoyed on an empty stomach.Video Best enjoyed on an empty stomach....more,Notes are private!,0,20,1,not set,not set,"Mar 21, 2020",,Paperback,view (with text),/book/show/7437.Naked_Lunch
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portnoy’s Complaint,"Roth, Philip",,,,274        pp,3.71,"68,394",1969,"May 18, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video Pornoy's Complaint(Freudian slip?)Video Pornoy's Complaint(Freudian slip?)...more,Notes are private!,0,9,1,not set,not set,"Mar 21, 2020",,Paperback,view (with text),/book/show/43945.Portnoy_s_Complaint
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Fidelity,"Hornby, Nick",1573225517,9781573225519,1573225517,323        pp,3.91,"201,519","Apr 13, 1995","May 05, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video Remember when that clown walked in and he didn't have Psychocandy? Pff! What a loser!Video Remember when that clown walked in and he didn't have Psychocandy? Pff! What a loser!...more,Notes are private!,0,7,1,not set,not set,"Mar 21, 2020",,Paperback,view (with text),/book/show/285092.High_Fidelity
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emerald City,"Birnbaum, Brian*",195012200X,9781950122004,195012200X,418        pp,4.38,32,"Sep 15, 2019","Sep 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video Very DFW, with great insight into college basketball and the trappings of both priviledge and pity.Video Very DFW, with great insight into college basketball and the trappings of both priviledge and pity....more",Notes are private!,0,0,1,not set,not set,"Mar 21, 2020",,Paperback,view (with text),/book/show/52756048-emerald-city
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,123","Jul 16, 2019","Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video Has the hefty elegance of a classic.Video Has the hefty elegance of a classic....more,Notes are private!,0,4,1,not set,not set,"Mar 21, 2020",,Kindle Edition,view (with text),/book/show/42270835-the-nickel-boys
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bookends: Collected Intros and Outros,"Chabon, Michael",,,B079WQ4X2N,175        pp,3.37,289,"Jan 22, 2019","Jan 22, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Are Chabon completionists even a thing? I thought it was just me. Is this another one of those moments where I discover the things I thought made me sAre Chabon completionists even a thing? I thought it was just me. Is this another one of those moments where I discover the things I thought made me special are absolutely quotidian? That it's not just me who likes Gentlemen Take Polaroids?...more,Notes are private!,0,1,1,not set,not set,"Mar 21, 2020",,Kindle Edition,view (with text),/book/show/41962204-bookends
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Name of the Wind        (The Kingkiller Chronicle, #1)","Rothfuss, Patrick*",075640407X,9780756404079,075640407X,662        pp,4.52,"961,486","Mar 27, 2007",Apr 2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video Greg?Video Greg?...more,Notes are private!,0,4,1,not set,not set,"Mar 21, 2020",,Hardcover,view (with text),/book/show/186074.The_Name_of_the_Wind
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neutral Milk Hotel's In the Aeroplane Over the Sea        (33 1/3),"Cooper, Kim*",,,,120        pp,3.89,"2,369","Nov 16, 2005","Nov 28, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautifully narrated and rich in detail. The unlikely account, fantastical and wistful, of how one of pop music's most magical records came to be.Beautifully narrated and rich in detail. The unlikely account, fantastical and wistful, of how one of pop music's most magical records came to be....more",Notes are private!,0,19,2,not setnot set,not setnot set,"Dec 06, 2019",,Paperback,view (with text),/book/show/19431153-neutral-milk-hotel-s-in-the-aeroplane-over-the-sea
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Beautiful Dark Twisted Fantasy,"Graves, Kirk Walker",1623565421,9781623565428,1623565421,152        pp,3.57,462,"Jan 01, 2014","Jun 19, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first part, on Social Networks' noxious effects on our conception of the self, rings of a stale truism by 2019, but Graves analysis of the album, The first part, on Social Networks' noxious effects on our conception of the self, rings of a stale truism by 2019, but Graves analysis of the album, and his interpretation of Kanye's persona, feel justly celebratory and bring to light countless nuances of an infinitely rewarding work of art.The occasional controversial opinion (College Dropout is the least cohesive of Kanye's first three records? Really?) is more thrilling than annoying; being outraged by controversial opinions is one of the great joys of debating pop music. Plus, now I understand Yeezus! (I mean the record)...more",Notes are private!,0,11,2,not setnot set,not setnot set,"Dec 06, 2019",,Paperback,view (with text),/book/show/18077349-my-beautiful-dark-twisted-fantasy
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Definitely Maybe,"Niven, Alex",1623564239,9781623564230,1623564239,144        pp,3.79,221,"May 08, 2014","May 08, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definitely Maybe through a Marxist perspective. It is horribly, hideously new historicist in its argument (""Oasis were not musical geniuses who rose tDefinitely Maybe through a Marxist perspective. It is horribly, hideously new historicist in its argument (""Oasis were not musical geniuses who rose to fame and glory through sheer white-hot talent and mercurial creativity. Probably, no one ever is""), but it presents it with such a unity of thought and in such a cohesive way it feels utterly stimulating from start to finish, and never disappears up its own butt.If that weren't enough reasons to love it, it mixes anecdotal recounting, close listening, critical comparison (this is the best-argumented game of Oasis VS Blur you'll ever read) and always but always historical and cultural rooting in a fine balance that's a pleasure to read.But HEY, what's wrong with Digsy's Dinner? What a life it would bEeEeEe...more",Notes are private!,0,10,1,not set,not set,"Dec 06, 2019",,Paperback,view (with text),/book/show/17933884-definitely-maybe
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest Cat,"Hiraide, Takashi",0811221504,9780811221504,0811221504,140        pp,3.55,"28,717",2001,"Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"People look askance at me when I support the old-fashioned view that literature should be studied nationally (as in, within its chosen tradition), witPeople look askance at me when I support the old-fashioned view that literature should be studied nationally (as in, within its chosen tradition), with a certain air of ""how dare you tell me what I should read!"", but if I read this book outside its narrative heritage, approaching it in light of my (Western-shaped) understanding of fiction, it would be a Kafkesque descent into madness as the protagonists develop a morbid, obscene obsession with a dead cat. I suspect that is not the text's intention....more",Notes are private!,0,20,1,not set,not set,"Nov 15, 2019",,Paperback,view (with text),/book/show/17574849-the-guest-cat
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Providence: The Life and Times of H. P. Lovecraft,"Joshi, S.T.",1614980780,,B00GBNWRPQ,"1,662        pp",4.40,273,1996,"Oct 30, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As much Lovecraft as anyone could ever wish for. If you are a hardcore fan, you simply have to get this, and I swear you will pore over every single wAs much Lovecraft as anyone could ever wish for. If you are a hardcore fan, you simply have to get this, and I swear you will pore over every single word in these thousand pages as if they were the pnakotic fucking manuscripts.Joshi's sass and personality transpire abundantly through his scholarship (and he often assumes a critical tone worthy of HP himself), but that is an excellent thing: it makes for an interesting, stimulating read. I don't expect you to agree with all of Joshi's points, but his critical integrity, and his dedication to his subject, is nothing short of commendable.Admittedly, this goes into the tiniest detail on certain topics, like amateur journalism, that I cannot imagine were ever anything but mind-numbingly boring even to the amateur journalists themselves, but it's all necessary context, and the juicy bits, I swear, far outnumber the tedious paragraphs.People love to talk about Lovecraft these days. They love to hate, they love to love. But the truth is, if the world were a better place, we would all read these tomes before speaking, and realize that reality is more complicated than we thought.* Not because it turns out he was secretly sweet and cool with minorities (ha!), but because he was a complicated person, puzzling in his racism, extraordinary in his generosity with friends, and unshaken in his love of his art form. For hear this: HP Lovecraftthe might well be the greatest aesthete who ever lived. Read Joshi's book.*as people should know if they ever picked up a book, any book, like, ever....more",Notes are private!,0,42,1,not set,not set,"Sep 29, 2019",,Kindle Edition,view (with text),/book/show/18884857-i-am-providence
