,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Daniel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Realm of Hungry Ghosts: Close Encounters with Addiction,"Maté, Gabor",0676977405,9780676977400,0676977405,480        pp,4.50,"17,981","Feb 12, 2007","Feb 12, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jun 2023,"Jun 06, 2023","Jun 01, 2023",,Hardcover,view,/book/show/617702.In_the_Realm_of_Hungry_Ghosts
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Junky,"Burroughs, William S.",0142003166,9780142003169,0142003166,166        pp,3.85,"64,734","Apr 15, 1953","Apr 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 31, 2023","Jan 29, 2024","May 31, 2023",,Paperback,view,/book/show/23940.Junky
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kingdom of Gods        (Inheritance, #3)","Jemisin, N.K.*",184149819X,9781841498195,184149819X,613        pp,3.99,"26,600","Oct 11, 2011","Oct 11, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2023","May 22, 2023","May 21, 2023",,Paperback,view,/book/show/7923006-the-kingdom-of-gods
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Broken Kingdoms        (Inheritance, #2)","Jemisin, N.K.*",0316043966,9780316043960,0316043966,384        pp,4.13,"35,775","Nov 03, 2010","Nov 03, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2023","May 21, 2023","May 11, 2023",,Paperback,view,/book/show/7904453-the-broken-kingdoms
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hundred Thousand Kingdoms        (Inheritance, #1)","Jemisin, N.K.*",0316043915,9780316043915,0316043915,427        pp,3.90,"74,768","Feb 25, 2010","Feb 25, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 09, 2023","May 11, 2023","May 09, 2023",,Paperback,view,/book/show/6437061-the-hundred-thousand-kingdoms
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fifth Season        (The Broken Earth, #1)","Jemisin, N.K.*",,,,468        pp,4.31,"268,440","Aug 04, 2015","Aug 04, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 04, 2023","May 09, 2023","May 04, 2023",,Paperback,view,/book/show/19161852-the-fifth-season
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kindred,"Butler, Octavia E.",0807083690,9780807083697,0807083690,288        pp,4.30,"217,835",Jun 1979,"Feb 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 29, 2023","May 03, 2023","Apr 29, 2023",,Paperback,view,/book/show/60931.Kindred
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Changeling,"LaValle, Victor",0812995945,9780812995947,0812995945,431        pp,3.79,"23,354","Jun 13, 2017","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 25, 2023","Apr 29, 2023","Apr 25, 2023",,Hardcover,view,/book/show/31147267-the-changeling
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Cholera,"García Márquez, Gabriel",140003468X,9781400034680,140003468X,348        pp,3.94,"504,654",Nov 1985,"Oct 05, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 18, 2023","Apr 25, 2023","Apr 18, 2023",,Paperback,view,/book/show/9712.Love_in_the_Time_of_Cholera
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Clocks,"Mitchell, David",1400065674,9781400065677,1400065674,624        pp,3.84,"95,736","Sep 02, 2014","Sep 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 29, 2024Apr 11, 2023","Mar 05, 2024Apr 18, 2023","Apr 11, 2023",,Hardcover,view,/book/show/20819685-the-bone-clocks
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Beale Street Could Talk,"Baldwin, James",0307275930,9780307275936,0307275930,197        pp,4.27,"60,719",1974,"Oct 10, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2023","Apr 11, 2023","Apr 11, 2023",,Paperback,view,/book/show/38463.If_Beale_Street_Could_Talk
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Road,"Kerouac, Jack",0140042598,9780140042597,0140042598,307        pp,3.61,"411,221","Sep 05, 1957","Jan 01, 1976",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 28, 2023","Mar 30, 2023","Mar 28, 2023",,Paperback,view,/book/show/70401.On_the_Road
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ulysses,"Joyce, James",,,,925        pp,3.75,"127,966","Feb 02, 1922",1990,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 21, 2023","Mar 28, 2023","Mar 21, 2023",,Paperback,view,/book/show/338798.Ulysses
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of Darkness,"Conrad, Joseph",1892295490,9781892295491,1892295490,188        pp,3.43,"513,042",1899,"Oct 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 20, 2023","Mar 21, 2023","Mar 20, 2023",,Paperback,view,/book/show/4900.Heart_of_Darkness
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Man,"Ellison, Ralph",,,,581        pp,3.91,"187,875","Apr 14, 1952","Feb 01, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 12, 2023","Mar 20, 2023","Mar 12, 2023",,Paperback,view,/book/show/16981.Invisible_Man
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Tell It on the Mountain,"Baldwin, James",0141185910,9780141185910,0141185910,256        pp,4.04,"68,527","May 18, 1953",2001,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 09, 2023","Mar 09, 2023","Mar 09, 2023",,Paperback,view,/book/show/17143.Go_Tell_It_on_the_Mountain
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Move: A Life,"Sacks, Oliver",0385352549,9780385352543,0385352549,397        pp,4.02,"20,577",Apr 2015,"Apr 28, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2023",,Hardcover,view,/book/show/24972194-on-the-move
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fire Next Time,"Baldwin, James",067974472X,9780679744726,067974472X,106        pp,4.54,"100,412","Jan 31, 1963","Feb 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 06, 2023","Mar 06, 2023","Mar 06, 2023",,Paperback,view,/book/show/464260.The_Fire_Next_Time
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"God Emperor of Dune        (Dune, #4)","Herbert, Frank",0593098250,9780593098257,0593098250,587        pp,3.88,"111,907",May 1981,"Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 13, 2023","Feb 16, 2023","Feb 13, 2023",,Paperback,view,/book/show/44439415-god-emperor-of-dune
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Children of Dune        (Dune, #3)","Herbert, Frank",0593098242,9780593098240,0593098242,609        pp,3.96,"188,161",Apr 1976,"Jun 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 07, 2023","Feb 13, 2023","Feb 07, 2023",,Paperback,view,/book/show/44492286-children-of-dune
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune Messiah        (Dune, #2)","Herbert, Frank",0593098234,9780593098233,0593098234,337        pp,3.89,"289,039","Jul 01, 1969","Jun 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 06, 2023","Feb 07, 2023","Feb 06, 2023",,Mass Market Paperback,view,/book/show/44492285-dune-messiah
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Dance with Dragons        (A Song of Ice and Fire, #5)","Martin, George R.R.",,,,"1,125        pp",4.34,"652,479","Jul 12, 2011","Jul 12, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 29, 2024Jan 23, 2023","Feb 09, 2024Feb 09, 2024","Jan 23, 2023",,Kindle Edition,view,/book/show/10664113-a-dance-with-dragons
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,748","Aug 27, 2012","Jul 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2023",,Hardcover,view,/book/show/18774964-a-man-called-ove
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Feast for Crows        (A Song of Ice and Fire, #4)","Martin, George R.R.",055358202X,9780553582024,B005JV4KFG,"1,060        pp",4.16,"731,003","Oct 17, 2005",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 18, 2024Jan 14, 2023","Jan 24, 2024Jan 23, 2023","Jan 14, 2023",,Mass Market Paperback,view,/book/show/13497.A_Feast_for_Crows
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Storm of Swords        (A Song of Ice and Fire, #3)","Martin, George R.R.",055357342X,9780553573428,055357342X,"1,177        pp",4.54,"783,248","Aug 08, 2000","Mar 04, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 09, 2024Jan 03, 2023","Jan 17, 2024Jan 14, 2023","Jan 03, 2023",,Mass Market Paperback,view,/book/show/62291.A_Storm_of_Swords
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Clash of Kings        (A Song of Ice and Fire, #2)","Martin, George R.R.",0553381695,9780553381696,0553381695,"1,009        pp",4.42,"935,136","Nov 16, 1998","May 28, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Nov 04, 2023Dec 21, 2022","Dec 11, 2023Jan 03, 2023","Dec 21, 2022",,Paperback,view,/book/show/10572.A_Clash_of_Kings
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,708,001","Jul 21, 2007","Jul 21, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Jan 04, 2024Dec 12, 2022","Jan 08, 2024Dec 21, 2022","Dec 12, 2022",,Hardcover,view,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,639","Jul 16, 2005","Sep 16, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Dec 31, 2023Dec 07, 2022","Jan 04, 2024Dec 12, 2022","Dec 07, 2022",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shining        (The Shining, #1)","King, Stephen*",0450040186,9780450040184,0450040186,497        pp,4.27,"1,488,839","Jan 28, 1977","Jul 01, 1980",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2022",,Paperback,view,/book/show/11588.The_Shining
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",,,,912        pp,4.50,"3,383,329","Jun 21, 2003",Sep 2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Dec 26, 2023Nov 28, 2022","Dec 31, 2023Dec 07, 2022","Nov 28, 2022",,Paperback,view,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Game of Thrones        (A Song of Ice and Fire, #1)","Martin, George R.R.",0553588486,9780553588484,0553588486,835        pp,4.44,"2,489,918","Aug 06, 1996",Aug 2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Sep 27, 2023Nov 28, 2022","Nov 15, 2023Dec 07, 2022","Nov 28, 2022",,Mass Market Paperback,view,/book/show/13496.A_Game_of_Thrones
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,695,049","Jul 08, 2000","Sep 28, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Dec 16, 2023Nov 11, 2022","Dec 26, 2023Nov 15, 2022","Nov 11, 2022",,Paperback,view,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fire & Blood        (A Targaryen History, #1)","Martin, George R.R.",152479628X,9781524796280,152479628X,706        pp,4.02,"102,344","Nov 20, 2018","Nov 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 03, 2022","Nov 11, 2022","Nov 03, 2022",,Hardcover,view,/book/show/39943621-fire-blood
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,185,074","Jul 08, 1999","May 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Nov 22, 2023Oct 27, 2022","Nov 27, 2023Oct 28, 2022","Oct 27, 2022",,Mass Market Paperback,view,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light of the Jedi,"Soule, Charles*",0593157710,9780593157718,0593157710,380        pp,3.93,"27,093","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2022","Nov 11, 2022","Oct 21, 2022",,Hardcover,view,/book/show/51637946-light-of-the-jedi
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,928,327","Jul 02, 1998","Jun 02, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Oct 23, 2023Oct 17, 2022","Oct 27, 2023Oct 20, 2022","Oct 17, 2022",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
