,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,"Katherine ""Kj""'s rating",my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Accidental AF        (Accidentals #13),"Cassidy, Dakota",,,B0BRL7V19J,230        pp,4.43,214,unknown,"Apr 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Kindle Edition,view,/book/show/112969200-accidental-af
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Accidental Unicorn        (Accidentals #9),"Cassidy, Dakota",,,B07WF1QR95,258        pp,4.28,505,"Sep 20, 2019","Sep 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Kindle Edition,view,/book/show/52231840-the-accidental-unicorn
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Accidental Troll        (Accidentals #10),"Cassidy, Dakota",,,B088FGB9M6,269        pp,4.36,458,"Jun 27, 2020","Jun 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Kindle Edition,view,/book/show/53622679-the-accidental-troll
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Accidentally Aphrodite        (Accidentals #1),"Cassidy, Dakota",,,B00ZRUBG92,182        pp,4.12,"1,023","Jun 15, 2015","Jun 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Kindle Edition,view,/book/show/25739683-accidentally-aphrodite
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Accidental AF,"Cassidy, Dakota",,9798392586479,B0C2RFTVQ7,294        pp,4.43,214,unknown,"Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Paperback,view,/book/show/141385997-accidental-af
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone You Can Build a Nest In,"Wiswell, John*",0756418852,9780756418854,0756418852,310        pp,4.24,350,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Hardcover,view,/book/show/182506390-someone-you-can-build-a-nest-in
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Movie Mogul Mama        (Heist Ladies Caper Mystery #3),"Shelton, Connie*",,,B07L183SMN,348        pp,4.37,76,unknown,"Nov 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Kindle Edition,view,/book/show/43062599-movie-mogul-mama
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homeless in Heaven        (Heist Ladies Caper Mystery #4),"Shelton, Connie*",1945422904,9781945422904,B08BY1BBGQ,239        pp,4.40,72,"Jun 26, 2020","Jun 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Kindle Edition,view,/book/show/54309793-homeless-in-heaven
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trophy Wife Exchange        (Heist Ladies Caper Mystery #2),"Shelton, Connie*",1945422424,,B0791MCX98,354        pp,4.33,137,unknown,"Jan 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Kindle Edition,view,/book/show/37953521-the-trophy-wife-exchange
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Diamonds Aren't Forever        (Heist Ladies Caper Mystery, #1)","Shelton, Connie*",,,B07345JXTJ,346        pp,4.17,643,unknown,"Aug 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Kindle Edition,view,/book/show/35566758-diamonds-aren-t-forever
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Talent for Murder,"Swanson, Peter*",0063205033,9780063205031,0063205033,320        pp,4.27,113,"Jul 04, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/199116301-a-talent-for-murder
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Cheerfully Refuse,"Enger, Leif",0802162932,9780802162939,0802162932,336        pp,4.18,332,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/198276006-i-cheerfully-refuse
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Secrets of a Scottish Isle        (Jane Wunderly, #5)","Neubauer, Erica Ruth*",1496741188,9781496741189,1496741188,272        pp,3.94,125,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Hardcover,view,/book/show/181037601-secrets-of-a-scottish-isle
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder at the Mena House        (A Jane Wunderly Mystery #1),"Neubauer, Erica Ruth*",1496725859,9781496725851,1496725859,281        pp,3.84,"4,492","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Hardcover,view,/book/show/52458503-murder-at-the-mena-house
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder at Wedgefield Manor        (A Jane Wunderly Mystery #2),"Neubauer, Erica Ruth*",1496725883,9781496725882,1496725883,304        pp,3.92,"2,257","Mar 31, 2021","Mar 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Hardcover,view,/book/show/54854368-murder-at-wedgefield-manor
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Danger on the Atlantic        (A Jane Wunderly Mystery #3),"Neubauer, Erica Ruth*",1496725913,9781496725912,1496725913,304        pp,3.95,"1,584","Mar 29, 2022","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Hardcover,view,/book/show/58469354-danger-on-the-atlantic
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intrigue in Istanbul        (A Jane Wunderly Mystery #4),"Neubauer, Erica Ruth*",1496741153,9781496741158,1496741153,304        pp,3.82,"1,211","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Hardcover,view,/book/show/61383752-intrigue-in-istanbul
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder Under the Mistletoe        (Jane Wunderly Mysteries #4.5),"Neubauer, Erica Ruth*",1496741412,,B0BSRJBZCC,147        pp,4.10,455,"Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Kindle Edition,view,/book/show/92071209-murder-under-the-mistletoe
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Father She Went to Find,"Wilson, Carter*",1728293472,9781728293479,1728293472,430        pp,4.13,169,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Paperback,view,/book/show/179947282-the-father-she-went-to-find
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mister Tender's Girl,"Wilson, Carter*",149265650X,9781492656500,149265650X,381        pp,3.72,"2,404","Feb 13, 2018","Feb 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Paperback,view,/book/show/35023989-mister-tender-s-girl
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Only and Forever        (The Bergman Brothers, #7)","Liese, Chloe*",0593642473,9780593642474,0593642473,368        pp,4.28,"2,718","Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Paperback,view,/book/show/195036940-only-and-forever
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nowhere to Hide,"Beevis, Keri*",180415153X,9781804151532,B0CLCXYPQF,351        pp,4.36,316,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Kindle Edition,view,/book/show/200208443-nowhere-to-hide
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the End of Every Day,"Reiche, Arianna",1668007959,9781668007952,1668007959,272        pp,2.81,593,"Jul 04, 2023","Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2024",,Paperback,view,/book/show/176443103-at-the-end-of-every-day
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cancelled,"Penn, Farrah*",0593528301,9780593528303,,368        pp,3.95,192,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2024",,Hardcover,view,/book/show/179548517-cancelled
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crosshairs        (Michael Bennett, #16)","Patterson, James*",031640358X,9780316403580,B0CDWJTRFR,400        pp,4.53,"7,558","Feb 12, 2024","Feb 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2024",,Kindle Edition,view,/book/show/195834283-crosshairs
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Children Playing Before a Statue of Hercules,"Sedaris, David",0743276124,9780743276122,0743276124,256        pp,3.70,"8,668","Mar 29, 2005","Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2024",,Paperback,view,/book/show/4140.Children_Playing_Before_a_Statue_of_Hercules
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ellery Queen Mystery Magazine, January/February 2023","Hutchings, Janet",,,,192        pp,0.00,0,unknown,"Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2024",,Magazine,view,/book/show/210653885-ellery-queen-mystery-magazine-january-february-2023
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer She Went Missing,"Ichaso, Chelsea*",1728251095,9781728251097,1728251095,384        pp,3.74,851,Mar 2024,"Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2024",,Paperback,view,/book/show/157020084-the-summer-she-went-missing
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Murder of Mr. Ma        (Dee & Lao, #1)","Nee, John Shen Yen",164129549X,9781641295499,164129549X,312        pp,3.89,142,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2024",,Hardcover,view,/book/show/182506459-the-murder-of-mr-ma
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Red Herring Without Mustard        (Flavia de Luce, #3)","Bradley, Alan*",0385343469,9780385343466,0385343469,415        pp,4.05,"44,407","Feb 08, 2011","Oct 18, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/11225096-a-red-herring-without-mustard
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Favor,"Murphy, Nora*",1250341833,9781250341839,1250341833,384        pp,3.83,"8,401","May 31, 2022","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Mass Market Paperback,view,/book/show/195790744-the-favor
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret        (Jack Reacher, #28)","Child, Lee*",1984818600,9781984818607,1984818600,320        pp,4.11,"36,133","Oct 24, 2023","Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/205064677-the-secret
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Enemy        (It Happened in Charleston, #2)","Adams, Sarah*",0593871731,9780593871737,0593871731,304        pp,3.84,"20,971","Aug 29, 2020","Aug 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/199461397-the-enemy
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family Experiment,"Marrs, John*",1335000364,9781335000361,1335000364,384        pp,4.57,255,"May 09, 2024","Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Hardcover,view,/book/show/197108968-the-family-experiment
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dirty Laundry,"Bose, Disha*",0593497406,9780593497401,0593497406,320        pp,3.28,"10,409","Apr 04, 2023","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/200555180-dirty-laundry
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hope to Die        (DI Fawley, #6)","Hunter, Cara*",0063263815,9780063263819,0063263815,432        pp,4.36,"5,549","Jul 21, 2022","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/200525230-hope-to-die
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old Flames and New Fortunes,"Hogle, Sarah",0593715055,9780593715055,0593715055,384        pp,3.78,847,"Apr 23, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/194803816-old-flames-and-new-fortunes
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Medium,"Adler, Sarah*",0593547810,9780593547816,0593547810,416        pp,4.23,273,"Apr 30, 2024","Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/195430708-happy-medium
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Governess's Guide to Passion and Peril        (Ladies Most Scandalous, #4)","Collins, Manda*",1538725606,9781538725603,1538725606,304        pp,3.84,442,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/63882443-a-governess-s-guide-to-passion-and-peril
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here We Go Again,"Cochrun, Alison*",1668021196,9781668021194,1668021196,368        pp,4.41,928,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/176443353-here-we-go-again
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lies and Weddings,"Kwan, Kevin*",0385546297,9780385546294,0385546297,448        pp,4.02,283,"May 21, 2024","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Hardcover,view,/book/show/197144545-lies-and-weddings
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rule Book,"Adams, Sarah*",0593723678,9780593723678,0593723678,368        pp,4.19,"6,925","Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/182484354-the-rule-book
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Misfortune Cookie        (A Noodle Shop Mystery, #9)","Chien, Vivien*",1250782635,9781250782632,1250782635,326        pp,3.97,959,"Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Mass Market Paperback,view,/book/show/61884751-misfortune-cookie
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Peking Duck and Cover        (Noodle Shop Mystery, #10)","Chien, Vivien*",1250338778,9781250338778,1250338778,304        pp,4.00,2,"Jul 23, 2024","Jul 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Mass Market Paperback,view,/book/show/195790646-peking-duck-and-cover
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Our Own,"Berry, Lucinda*",,,B0CM4ZRYFZ,unknown,4.08,"3,846","Mar 12, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Audible Audio,view,/book/show/203146256-one-of-our-own
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder in Michigan        (Rambling RV Cozy Mysteries #1),"Benning, Patti",,,B0BMRVTQYQ,82        pp,4.17,460,"Nov 16, 2022","Nov 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Kindle Edition,view,/book/show/63347034-murder-in-michigan
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chronically Dolores,"Van Wagenen, Maya *",0525426825,9780525426820,0525426825,320        pp,4.06,51,unknown,"Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Hardcover,view,/book/show/198222480-chronically-dolores
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vacancy in Room 10,"Glass, Seraphina Nova*",1525809806,9781525809804,1525809806,304        pp,4.21,658,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Paperback,view,/book/show/150444427-the-vacancy-in-room-10
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paradise Problem,"Lauren, Christina*",1668017725,9781668017722,1668017725,352        pp,4.30,"1,267","May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Hardcover,view,/book/show/199797582-the-paradise-problem
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder in Venice        (Posie Parker Mystery #6),"Hathaway, L.B.*",0995569444,9780995569447,B07BZDRMZX,318        pp,4.18,"2,157","Apr 17, 2018","Apr 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Kindle Edition,view,/book/show/39752059-murder-in-venice
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mystery in the Title        (Miranda Abbott #2),"Ferguson, Ian",1443470813,9781443470810,B0CF2F495X,316        pp,5.00,1,"May 07, 2024","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Kindle Edition,view,/book/show/195923212-mystery-in-the-title
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Only Read Murder        (Miranda Abbott, #1)","Ferguson, Ian",0778369633,9780778369639,,304        pp,3.31,"1,679","Jun 27, 2023","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Paperback,view,/book/show/149269372-i-only-read-murder
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Half Gone,"Fisher, Tarryn*",152580488X,9781525804885,,304        pp,3.51,"3,434","Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Paperback,view,/book/show/136340537-good-half-gone
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stars Turned Inside Out,"Jacobs, Nova*",1668018543,9781668018545,1668018543,320        pp,3.67,144,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Hardcover,view,/book/show/176443161-the-stars-turned-inside-out
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never After: The Missing Sword,"Cruz, Melissa de la*",1250866294,9781250866295,,368        pp,4.17,247,"Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Hardcover,view,/book/show/63005205-never-after
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never After: The Broken Mirror,"Cruz, Melissa de la*",1250827256,9781250827258,1250827256,336        pp,4.23,595,"Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Hardcover,view,/book/show/59440715-never-after
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Never After: The Stolen Slippers        (The Chronicles of Never After, 2)","Cruz, Melissa de la*",1250311233,9781250311238,1250311233,336        pp,4.07,"1,080","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Hardcover,view,/book/show/55780542-never-after
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mars House,"Pulley, Natasha",1639732330,9781639732333,1639732330,480        pp,4.05,496,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Hardcover,view,/book/show/150277127-the-mars-house
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Night Stories for Rebel Girls: 100 Real-Life Tales of Black Girl Magic,"Workneh, Lilly",,,B08WM2V42Q,234        pp,4.59,378,unknown,"Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Kindle Edition,view,/book/show/57347858-good-night-stories-for-rebel-girls
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Night Stories for Rebel Boys: 50 Tales of Remarkable Men,"Onofrei, Ion",,9781370876655,,unknown,3.58,12,unknown,"Jan 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,ebook,view,/book/show/38493537-good-night-stories-for-rebel-boys
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Night Stories for Rebel Girls 2,"Favilli, Elena*",0997895829,9780997895827,0997895829,212        pp,4.36,"10,791","Nov 20, 2017",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2024",,Hardcover,view,/book/show/36601888-good-night-stories-for-rebel-girls-2
