,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,John's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Principle of Moments        (Order of Legends, #1)","Jikiemi-Pearson, Esmie*",1473234220,9781473234222,B09KGFZ6Q9,432        pp,3.67,755,"Jan 18, 2024","Jan 18, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My complete  is published at Grimdark Magazine.The Principle of Moments, the exuberant debut novel by Esmie Jikiemi-Pearson, is a time-travelingMy complete  is published at Grimdark Magazine.The Principle of Moments, the exuberant debut novel by Esmie Jikiemi-Pearson, is a time-traveling space opera and a homage to Regency-era romances.Esmie Jikiemi-Pearson fully embraces the Chosen One trope, using it to great effect in The Principle of Moments. The heroine of the story, Asha, is a fugitive engineer thousands of years in the future, long after humanity has destroyed Earth and colonized other planets. Asha is astonished to learn that she has a long-lost sister who has been captured by the emperor and imprisoned in an imperial jail. Asha’s quest to rescue her sister has dire consequences for the entire universe.The second lead protagonist in The Principle of Moments is the time-traveling Obi, who was abandoned by his father at only eight years old. Obi’s story begins in 1812 in Regency-era London, centering on his relationship with Prince George, the fictitious son of Prince Regent (later King) George IV and grandson of King George III.Prince George comes from a rather sorry line of monarchs. His grandfather, George III, is most noted for losing the American colonies, while his father, George IV, pursued a leisurely life of fiscal extravagance, without any true accomplishments to his name. Young Prince George finds himself lost, and unfortunately also shares his father’s addiction to laudanum. His greatest hope for meaning rests in his romance with Obi.Kudos to Jikiemi-Pearson for making a queer, interracial relationship a focal point of the novel, especially one set in the early nineteenth century and across such a major class divide. I immediately connected with both Obi and George: their relationship is one of the highlights of the novel. There is also an element of suspense as the mysterious character named Alarick pursues Obi and the fragment of his soul that he left with George.The Principle of Moments touches on a number of serious issues, including slavery, suicidal ideation, and substance abuse, but it doesn’t probe any of them in great depth. The tone of the book stays remarkably upbeat throughout, focusing on the fast-paced action and relationships among the various characters.Although there are plenty of sci-fi elements to The Principle of Moments, this is primarily a relationship-driven novel. The relationships between Asha and Obi, Obi and George, and Asha and her sister are all wonderfully developed and kept me glued to the pages. While I immediately connected with Obi and George, the relationships involving Asha took a longer time to build. But the buildup is definitely worth it, as the story grows to an outstanding climax that leaves a big emotional impact on the reader.I also enjoyed the epigraphs at the end (rather than the beginning) of each chapter. Many of these are quotes from the Archivist, a character who is more than meets the eye:“Archivist’s Note: You must excuse my poetic license. Artistic liberty is something I am rarely afforded, and this tale begs to be transformed into scripture; everything about it is epic.”Esmie Jikiemi-Pearson’s writing can only be described as jubilant. This is an author who clearly had the time of her life writing this novel. Her genuine excitement for the story pops off every page. Overall, The Principle of Moments is an ecstatic debut....more",Notes are private!,0,44,1,"Dec 31, 2023","Dec 31, 2023","Dec 31, 2023",,Kindle Edition,view (with text),/book/show/57385927-the-principle-of-moments
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Crown        (Age of Adventures Book 1),"Douglas, John A.*",,,B0CMKS2SK4,656        pp,3.77,22,unknown,"Nov 13, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My complete  is published at Before We Go Blog.“A new dawn for Orcs. Something they’ve never had before: a place where they belong. A land to caMy complete  is published at Before We Go Blog.“A new dawn for Orcs. Something they’ve never had before: a place where they belong. A land to call home. And a royal lineage of their own.”Pity the orc, misunderstood and maligned. John A. Douglas offers a more sympathetic view of orc-kind in his debut epic fantasy, The Black Crown.The world of The Black Crown is populated by the traditional set of fantasy races: elves, dwarves, humans, halflings, goblins, and trolls. Oh, and orcs…a cacophonous orchestra of orcs.The novel opens at the end of the Orc Wars. The orcs have been defeated, slaughtered by the thousands as their city is burned to the ground.The main protagonist of The Black Crown is Prince Ragoth, a half-orc child of a human queen and an infamous orc warlord. Being a green-skinned half-orc is not helpful for fitting in with one’s peers.Ragoth knows nothing about his father’s side of the family aside from the degrading textbook descriptions:“The Orc is feral and beast-like in nature. Its tongue is harshly spoken, broken into simple terms for the Orc is a simple creature. It is prone to fits of rage and thrives in an environment of constant conflict. It lacks the ability to reason. It delights in violence and will attack anything it sees—even its own kind. What semblances of humanity or civilized behavior it displays are a crude imitation of what it witnesses in human, dwarvish, elvish kind.”The Black Crown is a coming-of-age tale as Ragoth seeks to reconnect with the paternal side of his family and prove his royal birth. Ragoth travels with a party of adventurers including a veteran explorer past her prime, a foulmouthed farm boy, and a kindly elvish friend. The Black Crown is a quest story with a classic Dungeons & Dragons feel. Ragoth’s journey covers themes of self-discovery, found family, and overcoming prejudice, but never in a heavy-handed fashion.Aside from its 653-page count, there is nothing heavy about this book. There is no need to be intimidated by the size of this chonker: the pages fly by fast with John A. Douglas’s accessible, unpretentious writing style and fun adventure story.There are also plenty of humorous moments in The Black Crown that brought a smile to my face:“Even in her disheveled state, she was a woman of striking beauty—for a human.”Although there are a few dark moments, the overwhelming mood of The Black Crown is one of optimism. Ragoth is such a likeable character: who doesn’t love a misfit hero with a can-do attitude? To me, reading The Black Crown was a welcome palate cleanser between my usual diet of soul-crushing grimdark and horror.Overall, The Black Crown is a fun and exciting adventure story and a proficient debut from author John A. Douglas. The Black Crown is highly recommended for fans of classic D&D-inspired fantasy and anyone looking for enjoyable escapism....more",Notes are private!,2,38,1,"Dec 25, 2023","Dec 25, 2023","Dec 25, 2023",,Kindle Edition,view (with text),/book/show/201534429-the-black-crown
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shadow Glass,"Winning, Josh*",,9781789098617,1789098610,400        pp,4.10,"1,242",2022,"Mar 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So much 1980s nostalgia here...I love it! If you loved watching Jim Henson's fantasy movies, especially Labyrinth and The Dark Crystal, be sure to cheSo much 1980s nostalgia here...I love it! If you loved watching Jim Henson's fantasy movies, especially Labyrinth and The Dark Crystal, be sure to check this out. (I must've watched Labyrinth at least 30 times as a kid...I remember I was surprised to learn that David Bowie was a famous musician outside of the movie. ...more",Notes are private!,2,33,1,"Jan 04, 2024","Jan 05, 2024","Dec 25, 2023",,Paperback,view (with text),/book/show/58661569-the-shadow-glass
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Square of Sevens,"Shepherd-Robinson, Laura*",1668031124,9781668031124,1668031124,528        pp,4.16,"4,076","Sep 05, 2023","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,"Jan 28, 2024","Feb 02, 2024","Dec 25, 2023",,Hardcover,view,/book/show/101146072-the-square-of-sevens
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Senlin Ascends        (The Books of Babel, #1)","Bancroft, Josiah",0316517917,9780316517911,0316517917,448        pp,4.12,"29,825","Feb 18, 2013","Jan 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My complete  is published at Grimdark Magazine.Senlin Ascends is the masterful debut novel by Josiah Bancroft and the first volume of his Books My complete  is published at Grimdark Magazine.Senlin Ascends is the masterful debut novel by Josiah Bancroft and the first volume of his Books of Babel tetralogy. Initially self-published, Senlin Ascends is one of the greatest success stories from Mark Lawrence’s Self-Published Fantasy Blog-Off (SPFBO) competition, achieving widespread critical and popular acclaim.The lead protagonist of the book is Thomas Senlin, a recently married headmaster who plans a honeymoon at the Tower of Babel with his beloved bride, Marya. Senlin prides himself on his knowledge of the Tower, accumulated through years of scholarly study. But he is woefully unprepared for the chaotic reality of life in and around this architectural marvel.Senlin’s honeymoon turns into a Kafkaesque nightmare as he immediately loses his wife at the crowded bazaar outside the Tower. The bulk of Senlin Ascends is devoted to our hero’s search for Marya, believing that she will meet him at the famed third-floor baths, where they had intended to spend most of their honeymoon.The Tower of Babel itself is massive, significantly larger and taller than any skyscraper from our own time. The outer wall alone is a quarter-mile thick, and no one is quite sure about the exact height of the Tower. The Tower itself is constructed like an enormous labyrinth, giving it the feel of a verticalized version of “The Library of Babel” concocted by Jorge Luis Borges.In Senlin Ascends, the Tower of Babel is divided into levels called “ringdoms,” each with its own distinct culture, economy, and politics. In terms of literary structure, Josiah Bancroft draws a clear inspiration from Italo Calvino’s classic Invisible Cities, in that each ringdom evokes a different aspect of our greater human civilization, and we must put these pieces together to construct the whole picture. The absurdities and baffling bureaucracies that Senlin encounters at each stage of his journey are also reminiscent of The Castle by Franz Kafka. Part of the thrill of reading Senlin Ascends is making sense out of the chaos and finding the greater purpose of the seemingly random events happening throughout the tower.Senlin is an outstanding protagonist. His passivity and naïveté at the beginning of the novel gradually give way to a more active understanding of what he must do to retrieve his beloved Marya. But he always maintains the good-natured core of his personality, never acquiescing completely to the corrupting influence of the Tower. While other inhabitants of the Tower look out only for themselves, lying and cheating their way through each day, Senlin has a refreshing honesty and authenticity to his character. I love how he always believes the best in others, even when they don’t deserve that trust.Senlin reminds me a lot of Toru Okada, the similarly timid and naïve protagonist of The Wind-up Bird Chronicle by Haruki Murakami. While Senlin and Okada spend their respective stories in search of their missing wives, these also end up being journeys of self-discovery. In a nice touch, Josiah Bancroft even includes a direct allusion to Murakami’s work in the latter part of Senlin Ascends.Beyond Senlin, Senlin Ascends also has an excellent cast of side characters who float in and out of the main story. I particularly enjoyed Edith, a beacon of feminism in a world where women are terribly oppressed. Edith’s displays of courage and resilience will stay with me long after I’ve closed the back cover of the book.The worldbuilding of Senlin Ascends has obvious Biblical roots, but with a steampunk flair. What if the Tower of Babel, as described in the Book of Genesis, survived long enough to see airships, steam engines, and electricity? I thoroughly enjoyed Josiah Bancroft’s fanciful melding of antiquity and modernity throughout the novel. Bancroft’s elegant but accessible prose is also a perfect fit for this world, with an understated tone that matches Senlin’s personality.Altogether, Senlin Ascends has established itself as one of the greatest works of modern fantasy—a book that undoubtedly will be enjoyed by readers and analyzed in university classrooms for decades to come. The Books of Babel continues with Arm of the Sphinx and The Hod King, ultimately concluding with The Fall of Babel....more",Notes are private!,6,85,1,"Feb 04, 2024","Feb 18, 2024","Dec 25, 2023",,Paperback,view (with text),/book/show/35271523-senlin-ascends
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death Doula,"Seay, Ali*",,,B0CHQK7WCG,145        pp,4.47,17,"Nov 07, 2023","Nov 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My complete  is published at Before We Go Blog.“Cloudy blue eyes rolled her way. He looked well past his reported seventy-eight years. He lookedMy complete  is published at Before We Go Blog.“Cloudy blue eyes rolled her way. He looked well past his reported seventy-eight years. He looked a hundred and eight, a thousand…he looked timeless and ancient.”The end is nigh in The Death Doula, the chilling new horror book by Ali Seay.Marki Hartwell is the eponymous death doula, a young woman who has found her vocation as someone who helps the dying while they cross over to the other side. Marki is summoned by hospice caretakers to comfort patients during their last moments, especially those without any close friends or family members.An occupation as morbid as death doula doesn’t lend itself to carefree dinner conversation. Marki’s girlfriend, Paula, can no longer stand this perpetual cloud of death casting a shadow over their relationship. Marki is devastated by the breakup but copes by throwing herself deeper into her work, bringing heartfelt care and compassion to each of her patients.The main story of The Death Doula begins on a requisite dark and stormy night as Marki is called to guide a dying man, Franklin Singleton, into the great beyond. Franklin, or Lin for short, is in terrible condition, filthy and appearing much older than his seventy-eight years.Although Lin warns Marki that she should leave his home to escape an unspeakable evil, it may already be too late for her:“Not the devil, girl. He’s what waits under the devil’s bed. He’s what the devil has nightmares about. He’s the thing that reaches out for you when you are helpless, hopeless, and want to die. The thing that beckons you to jump off cliffs or run your wrist along the edge of a knife. He’s who grows fat with pain and hate and rage and bleakness.”In addition to the present-day narrative, The Death Doula has flashback chapters for Lin to recount his backstory, including a deeply disturbed childhood with a father for whom “abusive” would be much too light of a word.The pacing in The Death Doula is spot-on, with plenty of unexpected scares and nary a dull moment. Ali Seay’s crisp prose adeptly conveys the intensity of the story as it builds to its astonishing climax.All in all, Ali Seay breathes new life into the familiar haunted house trope. The Death Doula is an expertly crafted tale of horror that left me guessing till the end. I am eager to read more from the very talented Ali Seay....more",Notes are private!,0,53,1,"Dec 22, 2023","Dec 22, 2023","Dec 22, 2023",,Kindle Edition,view (with text),/book/show/198883292-the-death-doula
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lion's Pride        (The Drowned Kingdom, #4)","Stuart, P.L.*",1038302927,9781038302922,1038302927,678        pp,4.67,18,"Feb 13, 2024","Feb 13, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My complete  is published at Grimdark Magazine.A Lion’s Pride is the fourth volume in P.L. Stuart’s Drowned Kingdom Saga, which is inspired by tMy complete  is published at Grimdark Magazine.A Lion’s Pride is the fourth volume in P.L. Stuart’s Drowned Kingdom Saga, which is inspired by the mythology of Atlantis. The events of Book Four are destined to change everything for our protagonist, Othrun, the former prince of a sunken island kingdom who has established a new realm on foreign soil. I will keep this  completely spoiler-free for readers who have not yet started this excellent grimdark fantasy series, which began with A Drowned Kingdom and continued with The Last of the Atalanteans and Lord and King.A Lion’s Pride introduces a new point-of-view character, Rupaa, a feared pirate and warrior who offers a third-person perspective from another culture. Although I am inherently resistant to the incorporation of new point-of-view characters this late in a series, P.L. Stuart ensures that the investment pays off well with an earthshattering reveal later in the book.Soon we are back in familiar territory with Othrun’s first-person narration, where we spend the vast majority of the novel. No worries if it’s been a while since you’ve read Lord and King: P.L. Stuart naturally immerses the reader back into the story, catching us up on key events from the first three volumes.I’m not sure if the seven volumes of the Drowned Kingdom Saga are meant to align with the Seven Deadly Sins, but if they did, Book Four would certainly be dedicated to lust. A Lion’s Pride is a spicy book, with Othrun pursuing several romantic entanglements against his better judgment.Othrun is a walking contradiction: nominally a prude but unable to resist temptations of the flesh. Despite his own misogynistic views, Othrun seems inevitably drawn to strong, independent women. However, I think the more interesting question is why these women—all possessing powerful magic—would be attracted to a man who is so condescending toward them.With this heavy focus on Othrun’s lustful pursuits, A Lion’s Pride feels a bit off balance compared to the previous volumes of the series, especially since Othrun’s dalliances are described in explicit detail, too much for my own tastes. Fortunately, these plot lines are interwoven with plenty of political intrigue as well as questions about Othrun’s lineage and claim to the throne.Given all this court intrigue, A Lion’s Pride feels like the most Arthurian installment yet in P.L. Stuart’s series, with Lysi playing the role of the seductress witch, Morgan le Fay. With his penchant for self-sabotage and internal contradictions, Othrun embodies the dual role of both Arthur and Lancelot.Religion continues to be a dominant theme throughout A Lion’s Pride, with Othrun believing he is on a divine mission to convert pagans of his adopted land to the monotheistic beliefs of his Single God. Othrun’s religious intolerance is on full display throughout the novel. The cultural clashes and political maneuverings eventually culminate in an epic battle scene toward the end of the book, which had me on the edge of my seat. Although Othrun is a despicable and frustrating character, I do believe he is on a slow redemption arc. One of P.L. Stuart’s overarching themes is the power of redemption: anyone can change for the better, even those who seem beyond hope.Overall, A Lion’s Pride cements Othrun as one of the most complex and well-realized grimdark protagonists in recent memory. P.L. Stuart has certainly earned his stripes as one of Grimdark Magazine’s Rising Stars in Dark and Grimdark SFF. The Drowned Kingdom Saga will continue with A Pack of Wolves, the fifth book of Stuart’s planned seven-book series....more",Notes are private!,4,58,1,"Jan 11, 2024","Jan 16, 2024","Dec 20, 2023",,Hardcover,view (with text),/book/show/203998255-a-lion-s-pride
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Haunt,"Booth III, Max*",,,B0CJ5RPCWD,115        pp,3.86,257,"Sep 19, 2023","Oct 24, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My complete  is published at Before We Go Blog.“...there was something powerful about fear. It unlocked something in your brain that you didn't My complete  is published at Before We Go Blog.“...there was something powerful about fear. It unlocked something in your brain that you didn't know existed, and nine times out of ten you found yourself grateful to the person responsible for its undoing.”The Last Haunt by Max Booth III is a chilling novella about an extreme haunted house known as McKinley Manor. Located in the small town of Pork Basket, Texas, visitors to McKinley Manor are willingly subjected to physical and psychological torture by its sadistic owner, Gus McKinley, and his band of pillowcase-wearing minions.The blood-curdling screams emanating from McKinley Manor obviously raise concerns among the neighbors, who are quick to call the cops:“I found a woman, chains wrapped around her wrists, hanging her from the ceiling. I found a man with a pillowcase over his head, eye holes crudely cut in the middle of the fabric. He was standing behind her, holding a mini chainsaw in one hand and a melting popsicle in the other.”The novella is based on the real-life McKamey Manor, known as America’s most extreme haunted house. Proprietor Russ McKamey livestreams footage of his visitors being waterboarded, drugged, forced to drink vomit, or worse, to his closed Facebook group. McKamey accepts dog food as payment from his visitors, promising a substantial cash prize for anyone who can finish the full experience. (No one ever has.)The setup for The Last Haunt is essentially identical to the real-life McKamey Manor but with the names changed to Gus McKinley and McKinley Manor. Although Gus also requires dog food as payment, he doesn’t own any dogs (due to allergies) and donates the dog food to a local animal shelter.Given the close parallels between The Last Haunt and the actual McKamey Manor, I was ready to write this off as a well-written but predictable horror. I couldn’t have been more wrong. Max Booth III takes the true horrors of McKamey Manor and escalates them to terrifying new levels in The Last Haunt.The Last Haunt is told as an oral history with accounts from witnesses, family members, neighbors, and associates after the so-called McKinley Manor massacre that occurred one tragic Halloween. Piecing together information from these various perspectives, the reader slowly stitches together what may or may not be the full story of that fateful night. I devoured this novella in a single sitting, becoming increasingly engrossed and repulsed as the events of the story unfolded. The oral history format adopted by Max Booth III gripped me throughout the book, as he masterfully guides the reader from the believable to the unimaginable.The Last Haunt is highly recommended for haunted house enthusiasts and anyone looking for a good scare. I look forward to reading more from Max Booth III in the future....more",Notes are private!,0,55,1,"Dec 15, 2023","Dec 15, 2023","Dec 15, 2023",,Kindle Edition,view (with text),/book/show/199010486-the-last-haunt
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anansi Boys,"Gaiman, Neil*",0060515198,9780060515195,0060515198,387        pp,4.04,"222,512","Sep 20, 2005","Sep 26, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My  of Anansi Boys is published at Before We Go Blog.“Stories are webs, interconnected strand to strand, and you follow each story to the centerMy  of Anansi Boys is published at Before We Go Blog.“Stories are webs, interconnected strand to strand, and you follow each story to the center, because the center is the end. Each person is a strand of story.”I stumbled upon a signed, limited edition copy of Anansi Boys by Neil Gaiman during a lunch at Webster’s Bookstore Café in State College, Pennsylvania. I wish I could say I found the book, but the truth is that the book found me.Anansi Boys is the American Gods spinoff I didn’t know I needed. Although it’s been many years since I read American Gods, Neil Gaiman immediately caught me in this web of a tale, a contemporary low fantasy steeped in West African folklore.Why are there so many trickster gods? Whether it’s the Norse god Loki, the Greek goddess Eris, or the Monkey King from Chinese mythology, it seems like every pantheon has a resident trickster. While I’ve personally grown weary of this trope, Neil Gaiman successfully converted this unbelieving arachnophobe into a fan of Anansi, the West African spider god of mischief.We already met Anansi as “Mr. Nancy” in American Gods. Unfortunately for Mr. Nancy, he expires fairly quickly in Anansi Boys, and in a rather embarrassing fashion, leaving behind two sons who never knew each other:“Of course, everyone’s parents are embarrassing. It goes with the territory. The nature of parents is to embarrass merely by existing, just as it is the nature of children of a certain age to cringe with embarrassment, shame, and mortification should their parents so much as speak to them on the street.”Charles Nancy, dubbed “Fat Charlie” by his father, didn’t inherit any of his dad’s divine powers. He works at a boring job in a shady investment firm in London and is preparing, rather unenthusiastically, to be married to his girlfriend Rosie.But Charlie’s life is shaken up when his brother, Spider, enters his life. Spider shares his father’s mischievous nature and magical powers. He assumes Charlie’s identity—just for fun—inadvertently ruining his job and stealing his girlfriend in the process.Charlie must seek supernatural help to fight back against Spider and reclaim his life. However, the help he receives may be more than he bargained for, as a spider’s natural enemy threatens even his own life.Neil Gaiman proves once again to be a master storyteller with Anansi Boys, a delightful tale that is full of heart. My only regret is that the story took this long to find me....more",Notes are private!,4,75,1,"Jan 21, 2024","Jan 27, 2024","Dec 12, 2023",,Mass Market Paperback,view (with text),/book/show/2744.Anansi_Boys
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ungodly Duology,"Cooper, S.H.*",,,B0CFDDGHPT,304        pp,4.25,28,unknown,"Sep 12, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Dec 27, 2023","Dec 27, 2023","Dec 03, 2023",,Kindle Edition,view,/book/show/196225759-the-ungodly-duology
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sawtooth,"Nelson, Steph*",,,B0CHSJ6VYZ,112        pp,3.34,276,"Nov 21, 2023","Nov 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My complete  of Sawtooth is published at Grimdark Magazine.Sawtooth is Steph Nelson’s monstrously disquieting survival horror set in the SawtootMy complete  of Sawtooth is published at Grimdark Magazine.Sawtooth is Steph Nelson’s monstrously disquieting survival horror set in the Sawtooth Mountain Range of central Idaho. Named for the jagged shape of the range’s fifty-seven peaks, these remote mountains might also be home to a fabled beast of the same name.The lead protagonist, Taryn, takes her first solo trek through the Sawtooth Range under unhappy circumstances, viz., scattering the ashes of her wife, Gemma, in a secluded lake. But honoring her late wife’s final wish proves to be more disconcerting than expected, as Taryn finds an assortment of bones—possibly human—in the otherwise beautifully clear lake.Taryn’s journey in Sawtooth becomes increasingly perilous as she suffers injury and ultimately discovers the true nature of the novella’s eponymous beast. (It’s not what you think.)The Sawtooth Range provides the perfect setting for this adventure. The natural beauty of the mountainous scenery is juxtaposed with the fear of what’s lurking in the great unknown.Steph Nelson alternates Taryn’s present-day narrative with flashbacks of her relationship with Gemma, including both the happy times together as well as their struggles. While Gemma was always drawn toward a rural life in the mountains, Taryn preferred to pursue her career aspirations in the bustle of Boise.The most touching scenes involved Gemma receiving her terminal diagnosis and Taryn’s subsequent struggle with setting her priorities right. Steph Nelson captured my heart with both of these characters. The ending of the novella is quite emotional, hitting extra hard because of the relationship drama in the flashback sequences.Steph Nelson’s prose in Sawtooth is as incisive as the title would imply. Her writing is so polished that I was surprised to learn this is her debut novella. Nelson strikes the perfect balance between the tragedy faced by Taryn and Gemma in their personal relationship and then the physical manifestation of that horror. Nelson’s pacing is also spot-on, building up to a climax that I won’t soon forget. Overall, Sawtooth will sink its teeth into you from the first page, taking you on a harrowing journey that is well worth the trip. Sawtooth is a stellar debut from a very talented new voice in the genre, and I look forward to reading more from Steph Nelson in the future....more",Notes are private!,0,37,1,Jan 2024,"Jan 07, 2024","Dec 03, 2023",,Kindle Edition,view (with text),/book/show/198960931-sawtooth
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Until the Last        (The Last War, #3)","Shackle, Mike*",1473225299,9781473225299,1473225299,784        pp,4.27,726,"Jul 21, 2022","Jul 21, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My complete  of Until the Last is published at Grimdark Magazine.The stakes couldn’t be higher in Until the Last, the final installment of Mike My complete  of Until the Last is published at Grimdark Magazine.The stakes couldn’t be higher in Until the Last, the final installment of Mike Shackle’s Last War trilogy, a grimdark military fantasy inspired by real-life stories of resistance in Nazi-occupied France during World War II.In Mike Shackle’s debut novel, We Are the Dead, the country of Jia is swiftly overrun by their militant neighbors to the north, whose war machine is amplified with demonic magical powers. The occupying Egril forces impose rigid martial law on Jia, forcing the defeated Jians to worship their god of darkness, Kage.The second book of the series, A Fool’s Hope, finds our protagonists gathering strength to resist the Egril invaders. The final war known as Sekanowari arrives in Until the Last, the concluding volume of the trilogy. Like its predecessor, Until the Last is primarily a character-driven novel that revolves around the relationship between two lead protagonists: Zorique, the orphaned queen of Jia, and her emotionally troubled surrogate mother, Tinnstra.The Last War trilogy is full of great characters. Tinnstra and Zorique are my two absolute favorites, both overcoming indescribable tragedies to become the reluctant heroes needed by their people. Other returning favorites include Yas, the single mother who transforms into a powerful gangster boss, and the aged general Jax who suffers from a terrible inner demon. I especially enjoyed Jax’s character arc in Until the Last, which takes an unexpectedly dark turn.As in A Fool’s Hope, Mike Shackle introduces several new point-of-view characters in this final volume of the trilogy. I have an immediate negative reaction whenever new point-of-view characters are introduced in later volumes of a series, since all I want is to spend more time with the characters I already know. Perhaps this is just lingering trauma from reading George R.R. Martin’s unnecessarily bloated A Feast for Crows, where every side character seems to get their own perspective and backstory. Although Until the Last also feels a bit bloated, Mike Shackle manages this balance a lot better than George R.R. Martin, never losing focus on the main narrative.Mike Shackle’s writing feels crisp and tight throughout the entire trilogy, and I think he has elevated his craft to a new level in Until the Last. Although the story is undeniably brutal, I also appreciated Mike Shackle’s sense of humor evident in both the freewheeling Captain Ralasis and in the author’s rather extensive use of tuckerization. Mike Shackle is especially good at writing fight scenes, with plenty of action that kept me fully fixated until the last page.Although We Are the Dead is rather light on magic, magical elements become dramatically more prevalent in A Fool’s Hope, to the point where two of the main characters felt, perhaps, too superpowered by the end of the book. However, in Until the Last, we learn that these magical powers come with a heavy cost.Given the World War II inspiration for much of the Last War trilogy, I wonder if acquiring these overwhelming magical abilities could be analogous to the nuclear arms race that occurred on both sides of the war, ultimately leading to the development of weapons with unprecedented capacity for destruction. One point that becomes clear throughout Until the Last is that these magical powers do nothing to correct the faults in our human nature.Altogether, the Last War trilogy sets a new standard for grimdark military fantasy. Mike Shackle’s worldbuilding, writing, and character development are all top-notch. Most of all, I am touched by Shackle’s focus on the humanity behind the unspeakable violence and tragedy of war.4.5/5...more",Notes are private!,0,74,1,"Nov 03, 2023","Nov 24, 2023","Nov 20, 2023",,Paperback,view (with text),/book/show/57343006-until-the-last
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kraken Rider Z,"Estes, David*",,,B0CM57D2BP,682        pp,4.43,284,"Nov 14, 2023","Nov 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Part of my Review Roundup on Before We Go Blog.Kraken Rider Z is a young adult fantasy that reminds me of The Book of Three by Lloyd Alexander. Both sPart of my Review Roundup on Before We Go Blog.Kraken Rider Z is a young adult fantasy that reminds me of The Book of Three by Lloyd Alexander. Both star young boys who begin as assistant pig-keepers but grow into unlikely heroes.Kraken Rider Z is a lengthy read, but it flies by quickly with David Estes and Dyrk Ashton’s delightful prose. This is a progression fantasy, where Zee and his kraken increase in power by leveling up over time. Brandon Sanderson fans will especially enjoy the hard magic system.All in all, Kraken Rider Z offers a truly entertaining experience, especially for a young adult audience....more",Notes are private!,0,49,1,"Nov 13, 2023","Nov 13, 2023","Nov 13, 2023",,Kindle Edition,view (with text),/book/show/201090261-kraken-rider-z
