,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jessica's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Briar Book of the Dead,"Slatter, A.G.",,,B0BXBWZV3C,368        pp,4.18,484,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Kindle Edition,view,/book/show/128746994-the-briar-book-of-the-dead
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Peace Is Lost,"Valdes, Valerie*",0063085933,9780063085930,0063085933,390        pp,4.07,433,"Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/62645181-where-peace-is-lost
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gideon the Ninth        (The Locked Tomb, #1)","Muir, Tamsyn*",1250313198,9781250313195,1250313198,448        pp,4.22,"133,971","Sep 10, 2019","Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not sure if the plot fully came together, but that may be a function of the MC just wanting to use her muscles? Fun banter, strong vibes, murderous myNot sure if the plot fully came together, but that may be a function of the MC just wanting to use her muscles? Fun banter, strong vibes, murderous mysteries, but maybe... don't look too closely or the bones may fall into an inanimate pile.also- Muir clearly loves Macbeth (or Gideon does). I clocked at least two diff lines lifted directly from our fave, Lady Macbeth. ...more",Notes are private!,0,2,1,not set,"Jan 15, 2024","Jan 15, 2024",,Hardcover,view (with text),/book/show/42036538-gideon-the-ninth
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",1984822179,9781984822178,1984822179,273        pp,3.81,"1,385,352","Aug 28, 2018","Apr 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A hard comedown from the delights of Pnin. I also... don't think I'm in a life stage where I'm sympathizing with Connell or Marianne. Well written, buA hard comedown from the delights of Pnin. I also... don't think I'm in a life stage where I'm sympathizing with Connell or Marianne. Well written, but just not for me. ...more",Notes are private!,1,2,1,not set,"Jan 14, 2024","Jan 15, 2024",,Hardcover,view (with text),/book/show/41057294-normal-people
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pnin,"Nabokov, Vladimir",0679723412,9780679723417,0679723412,191        pp,3.89,"24,891",1957,"Jun 18, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A delight of delights. I want nothing but good things for Pnin. I hope he continues west towards those who appreciate his specific brand of intelligenA delight of delights. I want nothing but good things for Pnin. I hope he continues west towards those who appreciate his specific brand of intelligence, kindness, excitability etc. A petite historie of nothing much but everything at the same time. The emotional sagas that Nabokov can pack into a description of some mundanity like catching a bus or missing teeth or dishwashing is unmatched....more",Notes are private!,0,3,1,"Jan 08, 2024","Jan 13, 2024","Jan 08, 2024",,Paperback,view (with text),/book/show/395042.Pnin
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Carrying,"Limon, Ada*",1571315128,9781571315120,1571315128,120        pp,4.40,"7,384","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this collections we're carrying discomfort, grief, possible (but not probable) future selves, and hope.I learned that all of Limon's covers are paiIn this collections we're carrying discomfort, grief, possible (but not probable) future selves, and hope.I learned that all of Limon's covers are paintings by her mother <3 Some of my faves from the collections (bc I'll forget)- The Raincoat- The Visitor- Dead Stars- The Real Reason- The Contract Says: We'd like the Conversation to be Bilingual- Cannibal WomanThe Trio of: -Last Drop- After His Ex Died- Sparrow, What Did You Say?...more",Notes are private!,0,3,1,not set,"Jan 06, 2024","Jan 06, 2024",,Hardcover,view (with text),/book/show/38402135-the-carrying
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Part of Your World        (Part of Your World, #1)","Jimenez, Abby*",1538704374,9781538704370,1538704374,400        pp,4.30,"244,725","Apr 19, 2022","Apr 19, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5,Notes are private!,0,1,2,not setnot set,"Jan 05, 2024not set","Jan 06, 2024",,Paperback,view (with text),/book/show/58684524-part-of-your-world
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0008172145,9780008172145,0008172145,390        pp,4.24,"1,227,002","May 09, 2017","Jan 18, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jan 05, 2024","Jan 05, 2024",,Paperback,view,/book/show/35900387-eleanor-oliphant-is-completely-fine
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fox Maidens,"Ha, Robin",0062685120,9780062685124,0062685120,320        pp,4.04,463,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Paperback,view,/book/show/156024428-the-fox-maidens
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Me Before You        (Me Before You, #1)","Moyes, Jojo*",,,,369        pp,4.26,"1,628,862","Dec 31, 2012","Jul 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jan 04, 2024","Jan 04, 2024",,Paperback,view,/book/show/17347634-me-before-you
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yours Truly        (Part of Your World, #2)","Jimenez, Abby*",1538704390,9781538704394,1538704390,416        pp,4.33,"256,675","Apr 11, 2023","Apr 11, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 31, 2023","Dec 31, 2023",,Paperback,view,/book/show/61918816-yours-truly
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Squire,"Shammas, Nadia",006294584X,9780062945846,006294584X,305        pp,4.07,"8,288","Mar 08, 2022","Mar 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Very in the vein of Nameless City and ATLA- another er here said it's everything their Tamora Pierce loving self could have wanted- true. the3.5Very in the vein of Nameless City and ATLA- another er here said it's everything their Tamora Pierce loving self could have wanted- true. the makers themselves say fullmetalalchemist + ATLAI thought the art was great, (the binding mediocre), and the story fine. Doruk is the best character by far, a one armed grumpy beef. And the combo of grumpy Doruk/spazzy Aiza is great. Stars are downgraded (perhaps unfairly) bc I wanted this story to move slower. I didn't just want a template to fill in, I wanted the whole plate. I wanted at least four extra pages to every chapter. But that would be a bagillion years of art time for the same (similar?) price, unless we're doing issues and volumes. ...more",Notes are private!,0,2,1,not set,"Dec 20, 2023","Dec 21, 2023",,Paperback,view (with text),/book/show/57992923-squire
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay True,"Hsu, Hua*",0385547773,9780385547772,0385547773,208        pp,4.04,"27,001","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Hardcover,view,/book/show/59900070-stay-true
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Into the Riverlands        (The Singing Hills Cycle, #3)","Vo, Nghi*",1250851424,9781250851420,1250851424,100        pp,4.05,"7,152","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2023",,Hardcover,view,/book/show/59807976-into-the-riverlands
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mammoths at the Gates        (The Singing Hills Cycle, #4)","Vo, Nghi*",,,B0BQGJ8J78,123        pp,4.26,"3,888","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2023",,Kindle Edition,view,/book/show/58007996-mammoths-at-the-gates
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind Knows My Name,"Allende, Isabel*",0593598105,9780593598108,0593598105,260        pp,4.03,"33,268","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/62583516-the-wind-knows-my-name
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,132","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/65678550-the-heaven-earth-grocery-store
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Study in Drowning,"Reid, Ava*",0063211505,9780063211506,0063211505,378        pp,3.84,"39,452","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/75302266-a-study-in-drowning
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician’s Daughter,"Parry, H.G.*",,,B0B38SS6P1,384        pp,4.01,"6,198","Feb 28, 2023","Feb 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This reminds me of Howl's Moving Castle (both book and film) in vibe and some content.Who doesn't want to grow up in an abandoned castle on a idyllic This reminds me of Howl's Moving Castle (both book and film) in vibe and some content.Who doesn't want to grow up in an abandoned castle on a idyllic island? There are many direct references to other books, and I can feel the indirect references (I capture the castle) too, but this one feels like it's not just derivative. One of the ways I can tell this was written in 2023 instead of some earlier time is the societal/emotional commentary. None of it is subtle, but I don't think its meant to be. (view spoiler)[ Biddy carefully names, reflects on and deals with emotions rather than immediately forgiving or giving in to outbursts. This feels didactic, and like an overt, gentle but firm correction to traditional less healthy dramatics. The commentary about working within a system to dismantle it or outside of it felt more awkward or unfinished? I'm both glad that everyone Biddy cares about lived, but also continue to be ambivalent about 'everybody lives!' syndrome.  (hide spoiler)]...more",Notes are private!,0,3,1,"Jan 30, 2024","Jan 30, 2024","Nov 28, 2023",,Kindle Edition,view (with text),/book/show/58349172-the-magician-s-daughter
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",0593317335,9780593317334,0593317335,367        pp,4.14,"37,788","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/61190770-chain-gang-all-stars
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Translation State,"Leckie, Ann*",031628971X,9780316289719,031628971X,422        pp,4.13,"8,710","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/62873999-translation-state
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divine Rivals        (Letters of Enchantment, #1)","Ross, Rebecca*",1250857430,9781250857439,1250857430,357        pp,4.23,"364,189","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Hardcover,view,/book/show/60784546-divine-rivals
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Iron Flame        (The Empyrean, #2)","Yarros, Rebecca*",1649374178,9781649374172,1649374178,640        pp,4.35,"920,323","Nov 07, 2023","Nov 07, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** 2.5? More uneven than the first in a lot of ways. And the first was already uneven. My biggest gripe is that it felt like Yarros did**spoiler alert** 2.5? More uneven than the first in a lot of ways. And the first was already uneven. My biggest gripe is that it felt like Yarros didn’t know what she wanted to do with the characters (baby dragon, main characters) and so she just delayed. Oh, Andarna was sleeping this whole time! For Really Important reasons. Def not because I don’t know what to do before the Big Reveal. I definitely didn’t have the protags unable to meet up because it would increase their comms and make my pining less pine-y. As a romance: lots of dumb miscommunication, not being in the same location and unclear love triangle business? (It felt like she was going to go one direction, but changed her mind—for the better—and then didn’t make the full edits). Also starting to get into the barfy ""He’s a Prince/King"" territoryAs a fantasy: do any of the decisions make any sense strategically? I do appreciate that the other country's philosophy around their fliers is less toxic. Too bad that didn't extend to the characters that get playing time. Yes I’ll finish the trilogy (I hope it’s just a trilogy) when the third comes out. But meh....more",Notes are private!,2,1,1,not set,"Nov 20, 2023","Nov 21, 2023",,Hardcover,view (with text),/book/show/90202302-iron-flame
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Liberators,"Koh, E.J.*",1959030159,9781959030157,1959030159,240        pp,3.48,571,"Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2023",,Hardcover,view,/book/show/96178191-the-liberators
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Land of Milk and Honey,"Zhang, C Pam*",0593538242,9780593538241,0593538242,240        pp,3.57,"12,001","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2023",,Hardcover,view,/book/show/101673225-land-of-milk-and-honey
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grog the Frog: The Book of Taurus,"Bg, Alba",,9798886200232,B0BGNM5B3H,64        pp,3.64,140,unknown,"Jul 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5 for art, 4 for world, 2 for plot",Notes are private!,0,6,1,not set,"Nov 06, 2023","Nov 06, 2023",,Paperback,view (with text),/book/show/121402979-grog-the-frog
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tress of the Emerald Sea        (The Cosmere, #28)","Sanderson, Brandon*",,,,483        pp,4.43,"114,147","Jan 10, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mathilde puts it work when she says it’s a non addictive book. Love the narrative voice. It doesn’t feel Sanderson to me which is nice (don’t get me wMathilde puts it work when she says it’s a non addictive book. Love the narrative voice. It doesn’t feel Sanderson to me which is nice (don’t get me wrong, I love a Brando Sando). A nice end to a vacation weekend...more",Notes are private!,0,2,1,not set,"Nov 05, 2023","Nov 05, 2023",,Kindle Edition,view (with text),/book/show/60531406-tress-of-the-emerald-sea
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fourth Wing        (The Empyrean, #1)","Yarros, Rebecca*",1649374046,9781649374042,1649374046,498        pp,4.59,"1,500,410","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** How to Train Your Dragon plus every romance/fanfic trope in the book? Eye rolls all the way down, but you know I’m gonna read book t**spoiler alert** How to Train Your Dragon plus every romance/fanfic trope in the book? Eye rolls all the way down, but you know I’m gonna read book two.  as soon as we got to MCs being able to telepathically communicate, I was like hoookay we’re *Really* doing this. I didn’t realize how serious you were about that romance bingo card. ...more",Notes are private!,0,6,1,not set,"Nov 03, 2023","Nov 03, 2023",,Hardcover,view (with text),/book/show/61431922-fourth-wing
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Plums for Months: Memories of a wonder-filled, neurodivergent childhood","Cox, Zaji*",1942436548,9781942436546,B0B79JGHF5,140        pp,4.22,63,unknown,"May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,1,0,0,not set,not set,"Oct 30, 2023",,Kindle Edition,view,/book/show/121076719-plums-for-months
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Thieves        (Little Thieves #1),"Owen, Margaret*",1250191904,9781250191908,1250191904,512        pp,4.27,"17,425","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2023",,Hardcover,view,/book/show/54017820-little-thieves
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Divide,"Henríquez, Cristina*",0063291320,9780063291324,0063291320,321        pp,3.76,"3,464","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2023",,Hardcover,view,/book/show/181110028-the-great-divide
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,570","Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Prob 4.5,Notes are private!,0,2,1,not set,"Oct 14, 2023","Oct 14, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,017","Jun 13, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great concepts (if I already love studio-era Hollywood, why not make it queer?) but the writing actively pulled me out of the world. Sara called it anGreat concepts (if I already love studio-era Hollywood, why not make it queer?) but the writing actively pulled me out of the world. Sara called it an elevated beach read, but I think it’s just a beach read....more",Notes are private!,0,3,1,not set,"Oct 03, 2023","Oct 04, 2023",,Hardcover,view (with text),/book/show/32620332-the-seven-husbands-of-evelyn-hugo
