,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unusual Chickens for the Exceptional Poultry Farmer        (Unusual Chickens #1),"Jones, Kelly*",038575552X,9780385755528,038575552X,224        pp,3.93,"4,463","May 12, 2015","May 12, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A different kind of book that I absolutely loved! For one thing, I learned a lot about chickens which was FASCINATING. I also learned about a dish calA different kind of book that I absolutely loved! For one thing, I learned a lot about chickens which was FASCINATING. I also learned about a dish called migas that sounds heavenly, I must try it. (The recipe is on p. 151 thru 153.) Cleverly hidden is a thread about legacy and mourning. Sophie's voice is really strong especially about adjusting to a move. Daniel Pinkwater's HOBOKEN CHICKEN is mentioned. If I were teaching I would surely pair these two books together...both so funny! ...more",Notes are private!,0,1,1,not set,Feb 2024,"Mar 07, 2024",,Hardcover,view (with text),/book/show/22926534-unusual-chickens-for-the-exceptional-poultry-farmer
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goldy Luck and the Three Pandas,"Yim, Natasha*",1580896529,9781580896528,1580896529,32        pp,3.87,"1,015","Jan 07, 2014","Jan 07, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a lovely version of Goldilocks and the three bears. I love that we learn a little bit about China in the book. For example, instead of porridgThis is a lovely version of Goldilocks and the three bears. I love that we learn a little bit about China in the book. For example, instead of porridge they are talking about congee. I like that Goldy makes amends by sharing her porridge, repairing the broken chair and making the bed. I also like how the pandas invite her to help with making the turnip cakes which were ruined. It shows that people are glad when others are willing to make up for their mistakes, so true. Very good leassons in this book. The illustrations are fantastic. ...more",Notes are private!,0,1,1,not set,"Mar 06, 2024","Mar 06, 2024",,Hardcover,view (with text),/book/show/17085735-goldy-luck-and-the-three-pandas
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,258","Aug 08, 2023","Aug 08, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very interesting book that I saw playing out like a movie in my head. I loved the relationship between two oppressed groups of people, Jewish peopleA very interesting book that I saw playing out like a movie in my head. I loved the relationship between two oppressed groups of people, Jewish people and African American people. I loved all the shady deals and the street smarts and the ability of the movers and shakers to get stuff done.My favorite character was Paper because she gathered people and gave them the news. Clever! I liked Miggy who was a powerful seer and learning about this subculture, LowGod. I found the gag present of the Cowboy traversing the ocean between Moshe and Malachi very charming. (The editorials about the future, p. 225/6 about smartphones and p.375 top about guns were random and offputting. Not that I don't agree but these thoughts snapped us out of the time and place and I did not like that.)Quotes I liked: p. 295 to 296 'Cause when the white man lays down his lying laws, he dines on the lie part of that fat meat while you and I get turned this way and that munching on the truth part. p. 297 bottom For if I was to raise a child, I would teach that child to love what I love and hate what I hate. p.45 He had no children, no car, no insurance policy, no bank account, no dining room set, no jewelry, no business, no set of keys to anything he owned, and no land. p. 64 Why are you worried if I'm a rebbe or not? So long as your words are uttered thoughtfully and with dull intent, it doesn't matter. Our ways give comfort rather than cause sorrow. They bring joy rather than pain. p. 26 Hilarious description of repressed white people dancing that begins with ""The bands were horrible outfits that sounded like owls hooting.""...more",Notes are private!,2,2,1,not set,"Feb 28, 2024","Feb 28, 2024",,Hardcover,view (with text),/book/show/65678550-the-heaven-earth-grocery-store
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay with Me,"Adebayo, Ayobami*",0451494601,9780451494603,0451494601,260        pp,4.06,"57,897","Mar 02, 2017","Aug 22, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some chapters written from the perspective of Yejide and some written from the perspective of Akin. Akin's behavior is reprehensible and he is unable Some chapters written from the perspective of Yejide and some written from the perspective of Akin. Akin's behavior is reprehensible and he is unable to process the insurmountable pain Yejide is suffering from the loss of her first two children. Their final child together flourishes although she is not biologically his. I felt for Yejide during the whole book. How cruel her mother-in-law was, her confusion with her brother-in-law Dotun, and her psychological break early in the story where she suffers from pseudocyesis. I was happiest for her when she could be running her beauty shop and not be isolated. Interesting interactions and expectations. There is a little context introduced of Nigeria suffering under political unrest. ...more",Notes are private!,0,0,1,not set,"Feb 15, 2024","Feb 27, 2024",,Hardcover,view (with text),/book/show/32969150-stay-with-me
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Not My Home,"Chang, Vivienne*",0316377104,9780316377102,0316377104,48        pp,4.39,315,unknown,"Jan 24, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved how this book showed that change is hard but super hard if you are moving to a foreign country. The country is not foreign to the mom because I loved how this book showed that change is hard but super hard if you are moving to a foreign country. The country is not foreign to the mom because she is from Taiwan. But for Lily, this is a big change. There is a page where the calendar flies by and we see the months of January through September have passed. Now Lily is adjusting and falling in love with her new home. So sweet!...more",Notes are private!,0,0,1,not set,"Feb 19, 2024","Feb 19, 2024",,Hardcover,view (with text),/book/show/59787659-this-is-not-my-home
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remember Balloons,"Oliveros, Jessie*",1481489151,9781481489157,1481489151,48        pp,4.72,"2,180","Aug 28, 2018","Aug 28, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Poignant story about a grandpa who is losing his balloons/his memories and how his grandson inherits them and is able to return them to him by explainPoignant story about a grandpa who is losing his balloons/his memories and how his grandson inherits them and is able to return them to him by explaining the memories. Beautiful multigenerational story about how it is challenging to age for all involved! Yet there are ways to make the very best of the situation!...more,Notes are private!,0,2,1,not set,"Feb 19, 2024","Feb 19, 2024",,Hardcover,view (with text),/book/show/34791187-the-remember-balloons
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery Guest        (Molly the Maid, #2)","Prose, Nita*",0593356187,9780593356180,0593356187,293        pp,3.87,"63,993","Nov 28, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/157062582-the-mystery-guest
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cat Who Saved Books,"Natsukawa, Sōsuke",0063095726,9780063095724,0063095726,198        pp,3.73,"53,579","Feb 05, 2017","Dec 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/56755560-the-cat-who-saved-books
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maeve in America: Essays by a Girl from Somewhere Else,"Higgins, Maeve",0143130161,9780143130161,0143130161,256        pp,3.57,"2,794","Aug 07, 2018","Aug 07, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book popped out to me when I was shelving and said, ""Read me"" (haha). I was not familiar with this woman. It was a very fast read which I appreciThis book popped out to me when I was shelving and said, ""Read me"" (haha). I was not familiar with this woman. It was a very fast read which I appreciated. I liked the final chapter best: 'The Golden Record' that talks about our place in the universe and how we, as humanity, present our best selves. I also liked throughout the book, the play between serious global problems and the nonsense of social media. Maeve is grappling with this, thinking about it, and articulating it. I liked her thought processes.""Laughter signals things are okay."" My opinion: LOVE THIS! Oops, this quote is from HUMOR CODE which I am reading simultaneously! ...more",Notes are private!,0,0,1,not set,"Feb 03, 2024","Feb 03, 2024",,Paperback,view (with text),/book/show/36906099-maeve-in-america
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",1250284392,9781250284396,,320        pp,4.18,"56,271","May 09, 2023","May 09, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Clover has a kind heart and she is very good to the dying in her role as a death doula. (I found out so much about that profession from this book and Clover has a kind heart and she is very good to the dying in her role as a death doula. (I found out so much about that profession from this book and I admire people in the field so much!) This is a lovely book about a lonely person who opens herself up to finding a good friend and also love from a good person. The author steers us in one direction for a long time and then things are switched up. I liked that! Clover's thoughts were very meaningful. p. 172 (@ a concert) That shared intimacy among strangers where, for just a moment, everyone laid aside the baggage of life to be completely present as one--a communal hopefulness.p. 173 To observe someone swept away by the thing they're most passionate about, most skilled at--what some call ""flow""--is one of life's great privileges.p. 188 But gratitude doesn't necessarily free us from sadness--or our fears.p.197 (Observing others--giving them names--making up stories about them) Maybe a few minutes of Julia and Reuben would be the salve my racing mind needed.p.241 The truth is, grief never really goes away. Someone told me once that it's like a bag that you always carry--it starts out as a large suitcase, and as the years go by, it might reduce to the size of a purse, but you carry it forever. p. 250 I was a hypocrite. I spent my days looking death in the face and I still hadn't found a way to manage my own grief.p. 251 (She was learning in memory of...)I'd probably never have a use for Nepali either, but, in Jack's memory, I could learn the basics.p. 286 Your grief is yours to process in your own time, in whatever way works for you. No one can tell you how to do that.p. 290 You know, in Samoa some people believe that the spirits of loved ones stay with you even after they die, so you can still chat with them whenever you like.p. 304 Grief, I'd come to realize, was like dust. When you're in the thick of a dust storm, you're completely disoriented by the onslaught, struggling to see or breathe.p. 305 The secret to a beautiful death is living a beautiful life....more",Notes are private!,0,3,1,not set,"Feb 03, 2024","Feb 03, 2024",,Hardcover,view (with text),/book/show/61214136-the-collected-regrets-of-clover
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death Of A Christmas Card Crafter        (A Knit & Nibble Mystery, #6.5)","Ehrhart, Peggy*",,9781496741592,,120        pp,3.76,135,unknown,"Sep 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was the third and last book on a CD called CHRISTMAS CARD MURDER since each of the three stories had the central point of a Christmas card (cleveThis was the third and last book on a CD called CHRISTMAS CARD MURDER since each of the three stories had the central point of a Christmas card (clever). This last one I kind of zoned out on even though I enjoyed the narrator, Eliza Foss. I was super grateful for a summary given that the end of the book which pulled the mystery together for me, haha. ...more",Notes are private!,0,1,1,not set,Feb 2024,"Feb 01, 2024",,ebook,view (with text),/book/show/56056090-death-of-a-christmas-card-crafter
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death Of A Christmas Carol        (Hayley Powell Food and Cocktails Mystery, #13.5)","Hollis, Lee*",,,,unknown,3.87,164,unknown,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to this and enjoyed the narrator, Eliza Foss. The story was amusing. The two bonuses for me were to a) find out about a film called A LETTEI listened to this and enjoyed the narrator, Eliza Foss. The story was amusing. The two bonuses for me were to a) find out about a film called A LETTER TO THREE WIVES (good one!) and b) enjoy listening to some clever recipes for Christmas holiday treats. ...more",Notes are private!,0,1,1,not set,Feb 2024,"Feb 01, 2024",,,view (with text),/book/show/56055378-death-of-a-christmas-carol
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me About Your Day Today,"Fox, Mem",,9781416990062,1416990062,40        pp,3.74,340,"Sep 04, 2012","Sep 04, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A gentle and lovely book about conversation: I love how this book (by the marvelous Mem Fox) shows how a child processes his day by talking to his stuA gentle and lovely book about conversation: I love how this book (by the marvelous Mem Fox) shows how a child processes his day by talking to his stuffies: Greedy Goose, Blue Horse and Fat Rabbit. And then Greedy Goose asks the child about his day. Each remembers the same day (and incidents) only from their perspective. Lovely! The refrain is great: ______looked back on the who, the what, the why, and the way...the whole wild thing...turned out okay!...more",Notes are private!,0,2,1,not set,Feb 2024,"Feb 01, 2024",,Hardcover,view (with text),/book/show/13260635-tell-me-about-your-day-today
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taylor Swift: A Little Golden Book Biography,"Loggia, Wendy*",0593566718,9780593566718,0593566718,24        pp,4.72,"2,972",unknown,"May 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fantastic, uplifting book about DRIVE. Taylor has it!! She is making a remarkable difference in our world. Fun facts: She is named after JamThis is a fantastic, uplifting book about DRIVE. Taylor has it!! She is making a remarkable difference in our world. Fun facts: She is named after James Taylor. She grew up on a Christmas tree farm. Very cool fast deep dive into Taylor's background and personality. ...more",Notes are private!,0,2,1,not set,"Jan 31, 2024","Jan 31, 2024",,Hardcover,view (with text),/book/show/62674346-taylor-swift
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animals Move,"Whittingham, Jane*",1772782386,9781772782387,1772782386,24        pp,4.13,108,unknown,"Mar 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book is strong because the photography and the vocabulary are both outstanding. The reader learns the words for the babies of different species. This book is strong because the photography and the vocabulary are both outstanding. The reader learns the words for the babies of different species. There are so many things to converse about when sharing this delightful book. ...more,Notes are private!,1,1,1,not set,"Jan 29, 2024","Jan 29, 2024",,Hardcover,view (with text),/book/show/58493816-animals-move
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,735","Aug 01, 2023","Aug 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't usually focus on settings but this book painted the pictures of two settings so well that you felt like you were there. Tom Lake where the sumI don't usually focus on settings but this book painted the pictures of two settings so well that you felt like you were there. Tom Lake where the summer theater was and the cherry orchard where the family was reunited during Covid and doing the harvest together. This was a good reminder of how Covid actually was nurturing for some families. Even though it was stressful and there were so many unknowns, in lots of cases families joined up more and communicated more. Hopefully, they are keeping up that habit! I am not an OUR TOWN fan so I think I was soured on the book because OUR TOWN is so important in this story. I also felt that the narrator, Lara, spent too much time emphasizing that she is happy with her husband and three adult daughters and her life. I felt that she was trying to convince herself that this was true. An important truth of Lara's did not come out until almost the end of the book...it felt like a tag on. The burial of Duke's ashes was interesting and was a story device to create closure? I did not like Duke and I wish we knew more about him and why he was the way he was. I did like Sebastian, his brother. Duke reminded me of Tinker in RULES OF CIVILITY but I liked Tinker! haha...more",Notes are private!,0,2,1,not set,"Jan 21, 2024","Jan 23, 2024",,Hardcover,view (with text),/book/show/63241104-tom-lake
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christmas Card Murder        (A Lucy Stone Mystery, #26.5)","Meier, Leslie*",149672822X,9781496728227,149672822X,352        pp,3.69,"1,331",unknown,"Oct 27, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to this and enjoyed the narrator...Eliza Foss. I liked the central mystery of the Christmas card and how that was solved. It was a nice feeI listened to this and enjoyed the narrator...Eliza Foss. I liked the central mystery of the Christmas card and how that was solved. It was a nice feel good solution for the Christmas holiday. During the snowstorm, there is a subplot of an escaped convict. I was hoping the conclusion of that subplot would be in parallel with the central mystery. I was hoping they would actually find the convict innocent...a Christmas miracle of sorts. ...more",Notes are private!,0,0,1,not set,"Jan 23, 2024","Jan 23, 2024",,Hardcover,view (with text),/book/show/51163670-christmas-card-murder
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dating Charade,"Ferguson, Melissa*",0785231005,9780785231004,0785231005,314        pp,3.57,"5,770","Dec 03, 2019","Dec 03, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is like the Brady Bunch and that is even mentioned in the book. Cassie (social worker) and Jett (firefighter) are falling in love. Cassie has the pIt is like the Brady Bunch and that is even mentioned in the book. Cassie (social worker) and Jett (firefighter) are falling in love. Cassie has the possibility of adopting three teens from one family because of her work. And Jett has the possibility to adopt his sister's three children who are very young. The biggest misunderstanding happens when Cassie tells Jett she does not like younger children and Jett tells Cassie that he does not like teens. Naturally, everything is resolved at the end. I like how they come to a place of compromise and understanding that their love will bring them through. They realize that partnership is also being a team. This author is good at writing dialogue. ...more",Notes are private!,0,0,1,not set,"Jan 17, 2024","Jan 17, 2024",,Paperback,view (with text),/book/show/44441993-the-dating-charade
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Popper Penguin Rescue,"Schrefer, Eliot*",0316495425,9780316495424,0316495425,176        pp,3.68,168,"Oct 13, 2020","Oct 13, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nice job of paying homage to the first book and writing a really good story. I liked how the penguins became part of the family. I loved the introductNice job of paying homage to the first book and writing a really good story. I liked how the penguins became part of the family. I loved the introduction of the character of Yuka who is Inuit and a researcher. The science of where the penguins really belong...Antarctica, not the Artic, would be a fabulous science lesson jumping off from this book. Similarly, learning about puffins and the loss of their food source (due to competition) would make another wonderful parallel lesson. ...more",Notes are private!,0,0,1,not set,"Jan 07, 2024","Jan 07, 2024",,Hardcover,view (with text),/book/show/46159469-the-popper-penguin-rescue
