,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Петър's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,През август ще се видим,"García Márquez, Gabriel",9544121293,9789544121297,9544121293,112        pp,3.78,"7,189","Mar 06, 2024",Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Hardcover,view,/book/show/209746595
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"""Стари хипари и нови разкази""","Вешим, Михаил",,,,263        pp,0.00,0,unknown,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,,view,/book/show/210621496
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Добре сме,"LaCour, Nina*",,9789542842033,,224        pp,3.94,"91,218","Feb 14, 2017",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/123004947
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,21 разказа,"Greene, Graham",,,,304        pp,3.78,"1,370",1954,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Hardcover,view,/book/show/210527875-21
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Някога имало,"Monsef, Kiyash",9542846177,9789542846178,9542846177,424        pp,4.03,"1,394","Apr 04, 2023","Feb 24, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/208678173
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Един миг,"Hunter, Becky",6190113931,9786190113935,6190113931,272        pp,3.99,873,"Mar 02, 2023","Apr 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210530294
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Аферата „Кристи“,"Gramont, Nina de*",9542846886,9789542846888,9542846886,344        pp,3.72,"80,245","Feb 01, 2022","Apr 08, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210516773
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Кръстьо, частен детектив. В Долната земя","Юлка, Юлия Спиридонова –",619270032X,9786192700324,619270032X,180        pp,4.39,23,unknown,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554916
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Трийсет дни,"Verbeke, Annelies",6192351538,9786192351533,6192351538,356        pp,3.50,"1,593","Feb 26, 2015",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554909
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Изчезналата звезда,"Brodecká, Lenka",6191613016,9786191613014,6191613016,210        pp,4.28,29,"May 01, 2015",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554894
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Съблазняване,"Bärfuss, Lukas",6192620512,9786192620516,6192620512,64        pp,0.00,0,2023,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554879
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Съгледвач,"Nabokov, Vladimir",6191781970,9786191781973,6191781970,96        pp,3.68,"6,244","Feb 14, 1930",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554852
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Мрачно слънце,"Schmitt, Éric-Emmanuel",6197516519,9786197516517,6197516519,528        pp,4.26,405,unknown,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554803
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Дарът на тъмната падина,"Larwood, Kieran*",6192500584,9786192500580,6192500584,348        pp,4.49,"1,043",2017,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554795
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Духове в Принстън. Наставникът,"Kehlmann, Daniel",9542915314,9789542915317,9542915314,140        pp,0.00,0,unknown,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554775
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Смъртта на една дама,"Villalonga i Pons, Llorenç",6197609193,9786197609196,6197609193,148        pp,3.57,171,1931,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554730
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Бърнамският лес,"Catton, Eleanor",6197670410,9786197670417,6197670410,832        pp,3.83,"30,713","Mar 02, 2023",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554561
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Апокрифният живот на Франциск от Асизи,"Felli, Massimiliano",6191613326,9786191613328,6191613326,448        pp,4.06,18,"May 14, 2020",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/210554525
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Страх и мизерия в Третия райх,"Brecht, Bertolt",,9789542915102,,104        pp,4.40,5,unknown,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2024",,Paperback,view,/book/show/31445445
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Фурия,"Michaelides, Alex*",9543897751,9789543897759,9543897751,336        pp,3.42,"79,525","Jan 16, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/208678955
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Сърцето на Анаранд        (Пробуждане, #1)","Кан, Борис*",9542845731,9789542845737,9542845731,544        pp,3.18,17,"Mar 01, 2024","Mar 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/209113189
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"БезДушни        (РазДелени, #3)","Shusterman, Neal*",6191711697,9786191711697,6191711697,504        pp,4.23,"35,044","Oct 15, 2013","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/209318650
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Джорджич се връща,"Vojnović, Goran",6197674564,9786197674569,6197674564,304        pp,3.82,306,Apr 2021,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/209518479
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Кокаинов блус        (Мистериите на мис Фишър, #1)","Greenwood, Kerry",6192432961,9786192432966,6192432961,0        pp,3.83,"26,586","Jan 01, 1989",Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/209601881
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Цялата небесна синева,"Коста, Мелиса да",619021391X,9786190213918,619021391X,680        pp,4.53,"13,949",unknown,"Mar 22, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/210229508
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Бъди мил с животните,"Isakstuen, Monica",6191613288,9786191613281,6191613288,112        pp,3.73,801,2016,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/209812568
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Мейнските гори,"Thoreau, Henry David",6192650527,9786192650520,6192650527,424        pp,3.85,"1,381",1864,"Mar 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/209812622
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Сребърна песен, нощен пламък        (Песен за Последното кралство, #1)","Zhao, Amelié Wen*",619918999X,9786199189993,619918999X,496        pp,3.82,"9,077","Jan 03, 2023","Apr 15, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/209956459
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Децата на хълма,"McMahon, Jennifer*",6197639440,9786197639445,6197639440,392        pp,3.86,"28,901","Apr 26, 2022","Mar 31, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/209949061
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Наръчник на пестеливия магьосник за оцеляване в средновековна Англия,"Sanderson, Brandon*",619193372X,9786191933723,619193372X,416        pp,3.77,"39,363","Jul 27, 2023","Apr 10, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Hardcover,view,/book/show/209993376
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Терапията,"Fitzek, Sebastian*",6197639408,9786197639407,6197639408,296        pp,4.17,"30,923",2006,"Mar 31, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/209949132
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,На юг от никъде,"Bukowski, Charles",,9789545974489,,240        pp,3.88,"9,783",1973,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/21230310
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,В края на линията,"Marrs, John*",6197643286,9786197643282,6197643286,400        pp,4.08,"42,321","Dec 01, 2017","Mar 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/210171948
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Адамовото ребро,"Николова, Оливера",,9786192351687,,358        pp,4.33,3,2000,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/210347043
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Дъщерята на Аушвиц,"Friedman, Tova",619243302X,9786192433024,619243302X,312        pp,4.53,"6,657","Sep 06, 2022","Apr 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/210347502
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Смотаня4ката,"Lystad, Mina",6197535629,9786197535624,6197535629,120        pp,3.40,245,unknown,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2024",,Paperback,view,/book/show/209812528-4
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Аня и Естер / Ревю за четирима,"Mann, Klaus",,9789542915591,,144        pp,3.50,2,1926,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2024",,Paperback,view,/book/show/36103628
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Деца на времето        (Деца на времето, #1)","Tchaikovsky, Adrian*",,,,752        pp,4.30,"124,315",2015,"Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2024",,Hardcover,view,/book/show/210260601
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Човекът без качества, том 2","Musil, Robert",,9789549621440,,584        pp,4.35,192,1930,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Hardcover,view,/book/show/57502749-2
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Човекът без качества, том 1","Musil, Robert",,9789549621433,,824        pp,4.27,"3,637",1930,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Hardcover,view,/book/show/13812546-1
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Парсифал,"Bärfuss, Lukas",,9789542915485,,80        pp,0.00,0,"Jan 01, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Paperback,view,/book/show/20901094
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Удушвач        (Юнкер и Кристиансен, #3)","Faber, Kim",9543576076,9789543576074,9543576076,464        pp,4.13,"1,355","Aug 05, 2021","Mar 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Paperback,view,/book/show/210152935
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Китай в десет думи,Yu Hua,6191868898,9786191868896,6191868898,264        pp,4.04,"7,222","Jan 01, 2011",Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Paperback,view,/book/show/209645742
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Кратък дневник на съвпаденията,"Dara, Domenico",6197581639,9786197581638,6197581639,384        pp,3.58,277,"May 16, 2014",Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Paperback,view,/book/show/210121603
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Седем празни къщи,"Schweblin, Samanta",6197670305,9786197670301,6197670305,176        pp,3.72,"9,777","May 01, 2015",Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Paperback,view,/book/show/209938565
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Животът на марионетките,"Klune, T.J.*",6191933711,9786191933716,6191933711,468        pp,3.94,"58,898","Apr 25, 2023","Apr 03, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Paperback,view,/book/show/209938486
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Джеспър Джинкс и турският пипер,"Kitti, Marko*",6197736705,9786197736700,6197736705,170        pp,4.65,23,"Mar 07, 2015",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2024",,Paperback,view,/book/show/204398966
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Джеспър Джинкс и сезонът на кихането,"Kitti, Marko*",6197736691,9786197736694,6197736691,158        pp,4.47,30,"Sep 03, 2014",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2024",,Paperback,view,/book/show/204398913
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Джеспър Джинкс,"Kitti, Marko*",6197736713,9786197736717,6197736713,158        pp,4.24,70,"Apr 27, 2014",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2024",,Paperback,view,/book/show/204398787
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Католическото момче,"Jenkinson, Rosemary",6191613105,9786191613106,6191613105,176        pp,3.67,3,unknown,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/209620780
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Контракт,"Mrożek, Sławomir",,9786197362718,,78        pp,3.80,15,unknown,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/54925328
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Хагабула,"Тодоров, Тодор П.*",,9786191867400,,344        pp,3.91,32,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/62225300
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,На ръба,"Goacher, Lucy*",6197494671,9786197494679,6197494671,504        pp,4.18,"4,894","Nov 01, 2022",Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/209620596
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Кръвта вода не става        (Инспектор Джак Логан, #2)","Kirk, J.D.",6191933657,9786191933655,6191933657,368        pp,4.35,"14,637","Jun 21, 2019",Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/209518678
