,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Quiltgranny's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Unknown Americans,"Henríquez, Cristina*",0385350848,9780385350846,0385350848,286        pp,3.89,"43,103","Jun 03, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2015",,Hardcover,view,/book/show/18465852-the-book-of-unknown-americans
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strange Library,"Murakami, Haruki",0385354304,9780385354301,0385354304,96        pp,3.55,"61,406",2005,"Dec 02, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an odd, creepy, pointless book. I stopped off at the library, and this was sitting on the newly arrived shelf. Even the book is odd with its two What an odd, creepy, pointless book. I stopped off at the library, and this was sitting on the newly arrived shelf. Even the book is odd with its two vertical wrap around flaps tucked under a crescent. It feels like chipboard, and the illustrations are much like in a children's book-the type is even large.After having read other s, I see I must not have developed an acquired taste for Murakami. I doubt that I ever will. This little short story reminded me of sprawling under the moonless night in our backyard with my sister and telling ""and then?"" Stories to ea h other. Silly, disjointed, and spooky stories that were part true but mostly make believe.Obviously, this is not my cup of tea....more",Notes are private!,0,0,1,not set,"Jan 02, 2015","Jan 02, 2015",,Paperback,view (with text),/book/show/23128304-the-strange-library
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unconventional & Unexpected: American Quilts Below the Radar 1950-2000,"Kiracofe, Roderick",1617691232,9781617691232,1617691232,224        pp,4.45,139,"Sep 09, 2014","Sep 09, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"High quality paper, uninspired writing. Visually stunning and interesting quilts.",Notes are private!,0,0,1,"Dec 16, 2014","Dec 18, 2014","Dec 18, 2014",,Hardcover,view (with text),/book/show/20702021-unconventional-unexpected
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skinny Meals: Everything You Need to Lose Weight-Fast!: A Cookbook,"Harper, Bob",0804178895,9780804178891,0804178895,240        pp,4.02,289,"Jan 01, 2014","Apr 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Great recipes. Easy to fix and tasty too.,Notes are private!,0,0,1,not set,"Dec 18, 2014","Dec 18, 2014",,Paperback,view (with text),/book/show/18773675-skinny-meals
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Modern Quilt Perspectives: 12 Patterns for Meaningful Quilts,"Knauer, Thomas",1440235457,9781440235450,1440235457,128        pp,3.92,36,"Mar 14, 2014","Mar 14, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed reading the narratives in this book. The author has given a lot of thought to the ""modern"" quilt movement. Of course, he makes alI thoroughly enjoyed reading the narratives in this book. The author has given a lot of thought to the ""modern"" quilt movement. Of course, he makes all his quilts with meaning, and that strikes a positive chord with me. When others struggle to say what makes a quilt modern, the author hits it spot on! Good for him!...more",Notes are private!,0,1,1,"Dec 04, 2014","Dec 08, 2014","Dec 18, 2014",,Paperback,view (with text),/book/show/17293738-modern-quilt-perspectives
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orange Is the New Black,"Kerman, Piper*",0385523386,9780385523387,0385523386,322        pp,3.72,"200,985","Apr 06, 2010","Apr 06, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 17, 2014","Dec 21, 2014","Dec 17, 2014",,Hardcover,view,/book/show/6314763-orange-is-the-new-black
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,703","Aug 27, 2012","Jul 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 14, 2015","Feb 20, 2015","Dec 15, 2014",,Hardcover,view,/book/show/18774964-a-man-called-ove
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Called to Rise,"McBride, Laura*",1476738963,9781476738963,1476738963,309        pp,3.94,"13,881","Jun 03, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2014",,Hardcover,view,/book/show/18271235-we-are-called-to-rise
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,"Dedman, Bill*",0345534522,9780345534521,0345534522,456        pp,3.79,"37,717","Sep 10, 2013","Sep 10, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this book. The most interesting part for me was how the fortunes were made. I could only shake my head at the excesses of all the genI really enjoyed this book. The most interesting part for me was how the fortunes were made. I could only shake my head at the excesses of all the generations, though. Very strange people, all, but interesting, nevertheless. My only complaint was that somewhere along the way, the journalist became an advocate for ""Madame Clark"", rather than reporting just the facts. But at least someone cared about her for something other than her money, and that makes it at least acceptable....more",Notes are private!,0,1,1,"Dec 21, 2014","Dec 31, 2015","Dec 13, 2014",,Hardcover,view (with text),/book/show/17704903-empty-mansions
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Never Told You,"Ng, Celeste*",159420571X,9781594205712,159420571X,297        pp,3.85,"549,962","Jun 26, 2014","Jun 26, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 14, 2015","Mar 16, 2015","Dec 10, 2014",,Hardcover,view,/book/show/18693763-everything-i-never-told-you
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storied Life of A.J. Fikry,"Zevin, Gabrielle*",,,,260        pp,4.03,"298,462","Apr 01, 2014","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2014",,Kindle Edition,view,/book/show/21445677-the-storied-life-of-a-j-fikry
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spool of Blue Thread,"Tyler, Anne*",0385683421,9780385683425,0385683421,358        pp,3.44,"94,613","Feb 10, 2015","Feb 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2016,"Dec 04, 2014",,Hardcover,view,/book/show/22501028-a-spool-of-blue-thread
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boston Girl,"Diamant, Anita*",1439199353,9781439199350,1439199353,320        pp,3.83,"85,678","Dec 09, 2014","Dec 09, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Our book club was split on their opinions of this book. After our discussion, I could see their point of view, but it didn't change my opinion of the Our book club was split on their opinions of this book. After our discussion, I could see their point of view, but it didn't change my opinion of the book overall. I thought it was shallow and not very moving. At the end of it, I wondered ""now what was the point of that?"" The writing style was also surface and not rich in detail at all. Our narrator could tell about the death of two small children with the same matter of.fact lack of emotion as telling about moving from her mouth there's home. This is just not my cup of tea. I like to be challenged with different viewpoints, cultures, and situations - and for me, none of these presented themselves to me in this story. ...more",Notes are private!,0,1,1,"Mar 13, 2015","Mar 14, 2015","Nov 30, 2014",,Hardcover,view (with text),/book/show/22450859-the-boston-girl
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Keeper of Secrets        (Horowitz Chronicles, #1)","Thomas, Julie*",0062240307,9780062240309,0062240307,368        pp,4.04,"3,247","Sep 02, 2011","May 28, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2014",,Paperback,view,/book/show/16161386-the-keeper-of-secrets
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blindness of the Heart,"Franck, Julia",,,B0043VDR0M,433        pp,3.46,"2,130",2007,"Sep 23, 2010",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In reading other s, it seems that most everyone loves this book. Don't mind my abandoned rating of 1, you might like it like the others. Me? I jIn reading other s, it seems that most everyone loves this book. Don't mind my abandoned rating of 1, you might like it like the others. Me? I just didn't get it. I lost track of the main characters, and for the longest time, I couldn't figure out if it was a flashback to an earlier time or not. I also found the elaborate detailing of the lesbian relationships quite off putting, and I didn't see why that was even part of the story.I jumped ship, so to speak, at the 200 page mark (out of roughly 400), so I tried-I really did....more",Notes are private!,0,0,0,not set,not set,"Oct 30, 2014",,Kindle Edition,view (with text),/book/show/9486050-the-blindness-of-the-heart
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lila,"Robinson, Marilynne",,,,272        pp,3.95,"33,315","Oct 07, 2014","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2014",,Kindle Edition,view,/book/show/18513565-lila
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Miniaturist        (The Miniaturist, #1)","Burton, Jessie",0062306812,9780062306814,0062306812,400        pp,3.62,"143,109","Jul 03, 2014","Aug 26, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was certainly expecting more with all the hype. This is a somewhat disjointed narrative with gaps and unclear direction in many parts. I see the gerI was certainly expecting more with all the hype. This is a somewhat disjointed narrative with gaps and unclear direction in many parts. I see the germ of some unique ideas here, but the author seemed to be building suspense parallel to them. Another one clearly not for me....more",Notes are private!,0,1,1,"Oct 08, 2014","Oct 20, 2014","Oct 08, 2014",,Hardcover,view (with text),/book/show/18498569-the-miniaturist
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Some Luck        (Last Hundred Years: A Family Saga, #1)","Smiley, Jane*",0307700313,9780307700315,0307700313,395        pp,3.63,"19,932","Oct 07, 2014","Oct 07, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just a note about my ""two"" rating. I generally follow Goodreads recommended ratings, and a 2 means the book was OK, not necessarily bad.If this is theJust a note about my ""two"" rating. I generally follow Goodreads recommended ratings, and a 2 means the book was OK, not necessarily bad.If this is the first book in a trilogy spanning 100 years, then I need to rest my brain before the next two. There wasn't really anything to dislike here: the writing is great, the characters are developed well, and the style is somewhat unique. On the other hand, if it is a story of perseverance, then I immensely felt it, because it took all I had to get to the end. I felt as if I had been dropped into the middle of family life, then dropped out without fully understanding what the point was. I don't know if I will go for the others that are coming up or not. ...more",Notes are private!,0,0,1,"Oct 20, 2014","Oct 30, 2014","Oct 08, 2014",,Hardcover,view (with text),/book/show/20587777-some-luck
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shoot the Moon,"Letts, Billie",0446695068,9780446695060,0446695068,333        pp,3.72,"12,725","Jan 01, 2004","Jul 01, 2005",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just not my sort of story.,Notes are private!,0,0,0,not set,not set,"Oct 01, 2014",,Paperback,view (with text),/book/show/76412.Shoot_the_Moon
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire Shut Up in My Bones,"Blow, Charles M.*",,,,240        pp,4.01,"4,627","Sep 23, 2014","Sep 23, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was very well written, and introduced me to a very different kind of American childhood than my own.",Notes are private!,0,0,1,"Sep 27, 2014",Oct 2014,"Sep 26, 2014",,Kindle Edition,view (with text),/book/show/22207524-fire-shut-up-in-my-bones
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What She Left Behind: A Haunting and Heartbreaking Story of 1920s Historical Fiction,"Wiseman, Ellen Marie*",0758278454,9780758278456,,336        pp,3.99,"57,355",2015,"Dec 31, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 22, 2014","Jul 06, 2016","Sep 22, 2014",,Paperback,view,/book/show/17802747-what-she-left-behind
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Not Ourselves,"Thomas, Matthew*",147675666X,9781476756660,147675666X,620        pp,3.72,"29,601","Aug 19, 2014","Aug 19, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The plot of “We Are Not Ourselves” follows the path of a human life, and just as in life, it wanders, twists, and turns, fast and slow. It starts off The plot of “We Are Not Ourselves” follows the path of a human life, and just as in life, it wanders, twists, and turns, fast and slow. It starts off fairly slowly, but stick with it for at least the first hundred pages or so. The writing is so good, and the author's insights about human emotions are so spot on, that you just get caught up in it all. You feel you have to follow along. You become invested in Eileen’s tale. One of the best things about this book Is how well the author has captured small moments of an individual's life that really equates to all of us.The realization that Alzheimer's had a part to play in this story seemed to creep up on me just as it comes upon Ed's wife, Eileen, and son. Even though there is nothing spared about the cruelty of this illness, the writing doesn't seem cold or unfeeling. You really get to understand Ed's personal struggle - pay attention: the King Lear quote at the beginning of the book is prophetic.Even though the subject is depressing, and there are areas where I was tearful, the book isn’t ultimately depressing. It's full of love and life and caring. It’s even funny, in places, and I was surprised how much I enjoyed it....more",Notes are private!,0,5,1,"Sep 16, 2014","Sep 22, 2014","Sep 16, 2014",,Hardcover,view (with text),/book/show/17830123-we-are-not-ourselves
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky Spool's Essential Guide to Modern Quiltmaking: From Color to Quilting: 10 Design Workshops from your Favorite Designers,"Woods, Susanne",1940655005,9781940655000,1940655005,192        pp,4.03,79,"Jun 18, 2014","Jun 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This truly would be a great resource book to have on your shelves. It's like having a retreat in a box, ready to have you play. It's very well organizThis truly would be a great resource book to have on your shelves. It's like having a retreat in a box, ready to have you play. It's very well organized with ten different instructors sharing thins like color theory, and bet pat yet - workshops to go along with it! I wouldn't recommend it for the beginner, but perhaps an intermediate quilter or sewist would find this useful and exciting to have as a resource....more",Notes are private!,0,0,1,not set,"Sep 12, 2014","Sep 12, 2014",,Paperback,view (with text),/book/show/18643875-lucky-spool-s-essential-guide-to-modern-quiltmaking
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neverhome,"Hunt, Laird*",0316370134,9780316370134,0316370134,246        pp,3.51,"5,519","Sep 09, 2014","Sep 09, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received this book as an advanced reader's copy in exchange for an honest .In a nutshell, I loved it. The pages seemed to turn themselves, andI received this book as an advanced reader's copy in exchange for an honest .In a nutshell, I loved it. The pages seemed to turn themselves, and the writing was so quiet, the events just sort of snuck up on you. It's not a glamorous story by any means, and it's not a story that romanticizes war. It's a composite of many women's stories of choosing to be a soldier and a fighter in the Civil War. Not to be with their loved one, but rather to ""soldier"", no matter the ugliness, the cannon deafness, madness of fevers and illness. It's about the very real stories of walking through and on bodies of people and animals and bones left bloating in fields and forests, and the truth of how ugly war is.I loved the word smithing of the time. It was not intrusive, but made me feel as if Ash was actually speaking and thinking. It is written in a clear, straightforward manner and a no-nonsense style, just like Gallant Ash. I recognized some of the places that Ash found herself in (from other novels of women in the Civil War), but the author made them come to life more fully by having Ash live through it....more",Notes are private!,0,4,1,"Sep 09, 2014","Sep 11, 2014","Sep 09, 2014",,Hardcover,view (with text),/book/show/20454109-neverhome
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hand-Stitched Home: Projects to sew with Pendleton & other wools,"Beal, Susan*",1621138704,9781621138709,1621138704,160        pp,3.78,32,"Sep 05, 2014","Sep 16, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a beautiful book. I loved the photographs and the instructions are clearly written (although not as concise as they could have been). I think This is a beautiful book. I loved the photographs and the instructions are clearly written (although not as concise as they could have been). I think I found the book more interesting because of all the history and information on the Pendleton Mills and the wool products. There were only a few projects that interested me, and I felt at times there was a big stretch to ""find"" a project to use the wool...a plant hanger...really? With that said, it is a nice book, and it would be a great resource if one wants to work with wool...especially Pendleton wool.This book was given to me in digital galley form by the publisher in return for an honest ....more",Notes are private!,0,0,1,not set,"Sep 09, 2014","Sep 09, 2014",,Paperback,view (with text),/book/show/20578280-hand-stitched-home
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Light in the Wilderness,"Kirkpatrick, Jane*",0800722310,9780800722319,0800722310,316        pp,4.11,"1,848","Aug 26, 2014","Sep 02, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received this as a galley from Net Galley. It is a nice read, but overall very simple and formulaic. It is based on a true story, but the introductiI received this as a galley from Net Galley. It is a nice read, but overall very simple and formulaic. It is based on a true story, but the introduction of characters was uneven and confusing. Somehow, it seemed as if I had read this story before - different names, same time period, same conclusions....more",Notes are private!,0,0,1,not set,not set,"Sep 06, 2014",,Paperback,view (with text),/book/show/20665235-a-light-in-the-wilderness
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Blessings,"Woodroof, Martha*",1250040523,9781250040527,1250040523,310        pp,3.58,"4,428","Aug 01, 2014","Aug 12, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 25, 2014","Dec 14, 2014","Aug 06, 2014",,Hardcover,view,/book/show/18404204-small-blessings
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plain Truth,"Picoult, Jodi*",0743275012,9780743275019,0743275012,416        pp,3.99,"183,503","May 01, 2000","Nov 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 02, 2014",,Hardcover,view,/book/show/14864.Plain_Truth
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daughter's Walk,"Kirkpatrick, Jane*",1400074290,9781400074297,1400074290,388        pp,3.81,"3,103","Jan 01, 2011","Apr 05, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 31, 2014","Aug 02, 2014","Jul 31, 2014",,Paperback,view,/book/show/9602318-the-daughter-s-walk
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky Us,"Bloom, Amy",1400067243,9781400067244,1400067243,256        pp,3.22,"17,595",2014,"Jul 29, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The characters were not engaging, the plot (was there one?) was not gripping and overall, I felt that I kept waiting for it to get started. I wouldn'tThe characters were not engaging, the plot (was there one?) was not gripping and overall, I felt that I kept waiting for it to get started. I wouldn't recommend spending your time just rambling around in this story....more",Notes are private!,0,7,1,"Jul 30, 2014","Jul 31, 2014","Jul 29, 2014",,Hardcover,view (with text),/book/show/18316089-lucky-us
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of One Hand Clapping,"Flanagan, Richard",0802137849,9780802137845,0802137849,425        pp,3.77,"5,000",1997,"Apr 27, 2001",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I thought I would take the opportunity to read a new-to-me author. The ratings on this book are all over the place. Me? I just couldn't muddle throughI thought I would take the opportunity to read a new-to-me author. The ratings on this book are all over the place. Me? I just couldn't muddle through the sentence structure and the Australian slang used throughout. And.it.is.slow. Too many books and so little time to read them all allows me to abandon reading something that isn't clicking for me. And so I have....more,Notes are private!,0,0,1,"Jul 28, 2014",Apr 2016,"Jul 27, 2014",,Paperback,view (with text),/book/show/484124.The_Sound_of_One_Hand_Clapping
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pearl That Broke Its Shell,"Hashimi, Nadia*",0062244752,9780062244758,0062244752,452        pp,4.18,"46,638","May 06, 2014","May 06, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A book that certainly made me think! The story is deftly woven across centuries, and surely shows how little has changed in the Afghani culture regardA book that certainly made me think! The story is deftly woven across centuries, and surely shows how little has changed in the Afghani culture regarding women. It was entertaining, sad, and informative all at the same time. Nicely done for a debut author....more",Notes are private!,0,0,1,"Aug 28, 2014","Aug 31, 2014","Jul 20, 2014",,Hardcover,view (with text),/book/show/18505784-the-pearl-that-broke-its-shell
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Miniaturist,"Burton, Jessie",1447250893,9781447250890,1447250893,435        pp,3.62,"143,109","Jul 03, 2014","Jul 03, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 19, 2014",,Hardcover,view,/book/show/18047651-the-miniaturist
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When I Found You,"Hyde, Catherine Ryan*",055277572X,9780552775724,055277572X,512        pp,4.02,"45,295","Aug 13, 2009","Sep 10, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2014",,Paperback,view,/book/show/6780660-when-i-found-you
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Narrow Road to the Deep North,"Flanagan, Richard",,,,467        pp,4.03,"56,944","Sep 23, 2013","Sep 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2014",,Paperback,view,/book/show/17905709-the-narrow-road-to-the-deep-north
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rice Mother,"Manicka, Rani*",0142004545,9780142004548,0142004545,432        pp,4.16,"7,268",2002,"Jul 27, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Rice Mother is a strong and powerful work that takes readers into the lives of people in Malaya: their cultures, customs, religion, culinary deligThe Rice Mother is a strong and powerful work that takes readers into the lives of people in Malaya: their cultures, customs, religion, culinary delights, all interwoven with their lives and fate during the course of the last century. Filled with well defined characters and events, each chapter is told from a different point of view from family members. The Japanese occupation changes everything for these people, and no one is unaffected, even generations later. I had no understanding of this part of the world, and this gave me a small window into their world. This was a debut novel - I need to check now to see if she has written more....more",Notes are private!,0,1,1,"Jul 19, 2014","Jul 27, 2014","Jul 07, 2014",,Paperback,view (with text),/book/show/164814.The_Rice_Mother
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cape Ann,"Sullivan, Faith*",0140119795,9780140119794,0140119795,352        pp,3.98,"2,095",1988,"Jul 02, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 02, 2014",,Paperback,view,/book/show/351160.The_Cape_Ann
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversion,"Howe, Katherine*",0399167773,9780399167775,0399167773,402        pp,3.31,"9,948","Jun 04, 2014","Jul 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2014",,Hardcover,view,/book/show/18667792-conversion
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silence of Bonaventure Arrow,"Leganski, Rita",0062113763,9780062113764,0062113763,400        pp,4.09,"6,143","Feb 26, 2013","Feb 26, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rating is actually a 3.5.I enjoyed this book, even though mystical realism is not usually my ""style."" The word smithing is lovely, the characters are Rating is actually a 3.5.I enjoyed this book, even though mystical realism is not usually my ""style."" The word smithing is lovely, the characters are well defined, and the woven relationships are well honed. This was a nice change of pace for me, and I would recommend it to anyone who would like a little mystery in an easy to read and interestingly written story....more",Notes are private!,0,0,1,"Jul 08, 2014","Jul 16, 2014","Jun 30, 2014",,Paperback,view (with text),/book/show/15732761-the-silence-of-bonaventure-arrow
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Separate Country,"Hicks, Robert",044658164X,9780446581646,044658164X,424        pp,3.28,"1,933","Sep 02, 2009","Sep 23, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While this book was somewhat entertaining, it was a lot of work to stay engaged reading it. it is not nearly as ""tightly"" written as Widow of the SoutWhile this book was somewhat entertaining, it was a lot of work to stay engaged reading it. it is not nearly as ""tightly"" written as Widow of the South, Robert Hicks' other historical fiction. There was so much extraneous stuff going on, I sometimes lost the thread of what I was reading about. Was it murder, was it the thugs, was it yellow fever? Who were the bad guys, who were the good? And I thought I might be reading more about the actual General John Bell Hood. I wanted to know more about the controversial Confederate general who commanded the troops in Franklin, TN where numerous of my ancestors fought with him, and died. I need to go searching now, to find out more about Hood to see what was real (I suspect not much) and was was fiction in Mr.Hicks' story....more",Notes are private!,0,1,1,"Jun 28, 2014","Jul 02, 2014","Jun 28, 2014",,Hardcover,view (with text),/book/show/6452804-a-separate-country
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That Is Solid Melts Into Air,"McKeon, Darragh*",0062246879,9780062246875,0062246879,464        pp,3.86,"2,564","Mar 06, 2014","Apr 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2014",,Paperback,view,/book/show/18505785-all-that-is-solid-melts-into-air
