,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Frabe's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mussolini il capobanda,"Cazzullo, Aldo",8804751169,9788804751168,8804751169,360        pp,4.22,494,"Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Il potere preso con la violenza, l’annientamento degli avversari politici, la creazione di un regime dittatoriale oppressivo, i crimini in Libia, EtioIl potere preso con la violenza, l’annientamento degli avversari politici, la creazione di un regime dittatoriale oppressivo, i crimini in Libia, Etiopia e Spagna, le leggi razziali, una terribile guerra fuori e dentro i confini del paese… vent’anni abbondanti della Storia d’Italia tristemente legati ad un’accolita di delinquenti guidati da un capobanda: Benito Mussolini....more",Notes are private!,0,6,1,"Nov 28, 2022","Dec 02, 2022","Nov 28, 2022",,Paperback,view (with text),/book/show/62589022-mussolini-il-capobanda
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La fornace,"Bernhard, Thomas",8845937178,9788845937170,8845937178,225        pp,4.12,"1,584",1970,"Sep 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thomas Bernhard, ossessivo, narra di Konrad, pazzo o genio (è il dubbio della moglie, io propendo per pazzo), e del suo saggio sull'udito… tutto da scThomas Bernhard, ossessivo, narra di Konrad, pazzo o genio (è il dubbio della moglie, io propendo per pazzo), e del suo saggio sull'udito… tutto da scrivere....more",Notes are private!,0,8,1,"Dec 25, 2022","Dec 29, 2022","Nov 14, 2022",,Paperback,view (with text),/book/show/62590259-la-fornace
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Netanyahu: Dove si narra un episodio minore e in fin dei conti trascurabile della storia di una famiglia illustre,"Cohen, Joshua",,9791254500132,B09WPN327F,272        pp,3.81,"13,654","May 05, 2021","Sep 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I Netanyahu raccontati nel romanzo sono soprattutto Ben-Zion, il padre del Benjamin politico israeliano di lungo corso e pure attuale, nonché Nathan, I Netanyahu raccontati nel romanzo sono soprattutto Ben-Zion, il padre del Benjamin politico israeliano di lungo corso e pure attuale, nonché Nathan, il nonno rabbino nato Mileykowsky, cognome banale e dunque cambiato - per l'appunto - in Netanyahu, che significa - nientemeno - ""mandato da Dio"". Ben-Zion, storico, sionista revisionista, viene descritto da Cohen come mosso da una hybris esagerata, che lo faceva sentire ""in missione per conto di Dio"", una supponenza che peraltro sarebbe un tratto comune alla stirpe Netanyahu... Il romanzo di Cohen viene definito (in seconda di copertina) un ""campus novel, una commedia dissacrante, una lezione di storia, una conferenza accademica, una polemica sul sionismo, una riflessione sui conflitti culturali e religiosi degli ebrei americani e sulle vulnerabilità dei discorsi identitari"": forse troppo, ma in ogni caso il libro è buono e l'autore, premiato con il Pulitzer 2022 per la narrativa, merita ulteriori attenzioni e letture....more",Notes are private!,0,11,1,"Nov 12, 2022","Nov 21, 2022","Nov 12, 2022",,Paperback,view (with text),/book/show/61800374-i-netanyahu
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Quello che serve. Un racconto tra malattia, cura e Servizio Sanitario Nazionale","Cirri, Massimo",8836171605,9788836171606,8836171605,192        pp,4.00,6,"Sep 01, 2022","Sep 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Qualche anno fa Massimo Cirri è stato una delle mille persone che ogni giorno ricevono la diagnosi di tumore maligno; curato e uscitone vivo, in questQualche anno fa Massimo Cirri è stato una delle mille persone che ogni giorno ricevono la diagnosi di tumore maligno; curato e uscitone vivo, in questo libro scritto con la giornalista e filmaker Chiara D'Ambros racconta la sua esperienza, ritenendo anche di sottolineare con forza i meriti del nostro Servizio Sanitario Nazionale, pur a fronte di talune criticità. Il titolo del libro viene da una frase che Cirri e D'Ambros sentirono da Gino Strada: ""Se c'è una cosa bella nell'idea di ospedale è che sia un luogo ospitale, dove si ospitano persone in difficoltà e si cerca di dar loro una mano da tutti i punti di vista, dalla chirurgia al sostegno morale. L'azienda ospedaliera è antitetica a questo, al centro non c'è più il benessere del paziente, c'è il pareggio di bilancio. Questa è una follia, una follia. Quanto bisogna spendere per la sanità? Quello che serve. La sanità ideale è quella che non spende un euro di più, né uno di meno. Spende quello che serve."" E sulla sua esperienza, in termini molto concreti Cirri conclude: ""Uno non ci pensa, io sono stato curato, curato bene e infatti sono ancora qui, e non ho pagato nulla... perché c'è il Servizio Sanitario Nazionale. Che cosa c'è dentro questo valore? È un pezzo di democrazia?""...more",Notes are private!,0,2,1,"Oct 29, 2022","Nov 06, 2022","Nov 08, 2022",,Paperback,view (with text),/book/show/63253791-quello-che-serve-un-racconto-tra-malattia-cura-e-servizio-sanitario-na
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una primavera difficile,"Pahor, Boris",8895538323,9788895538327,8895538323,333        pp,3.58,40,1961,"Oct 02, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dopo ""Necropoli"", la sua opera maggiore, Boris Pahor offre qui un altro tassello alla testimonianza sull'Olocausto. ""Una primavera difficile"" fu pubblDopo ""Necropoli"", la sua opera maggiore, Boris Pahor offre qui un altro tassello alla testimonianza sull'Olocausto. ""Una primavera difficile"" fu pubblicato in Italia nel 2009 da Zandonai, piccola casa editrice - della mia zona - benemerita, ma poi fallita. Nato nel 1913, il grande scrittore sloveno è deceduto nel maggio di questo 2022, a quasi 109 anni d'età. ...more",Notes are private!,0,0,1,"Nov 03, 2022","Nov 12, 2022","Nov 03, 2022",,Paperback,view (with text),/book/show/10297157-una-primavera-difficile
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Tulips,"Trevisan, Vitaliano",8806211080,9788806211080,8806211080,221        pp,3.83,107,"Oct 04, 2022","Oct 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Leggere Trevisan è sempre appagante, ma qui c'è parecchia tristezza poiché questo è il suo ultimo libro... e lui, preveggente, mentre racconta un’espeLeggere Trevisan è sempre appagante, ma qui c'è parecchia tristezza poiché questo è il suo ultimo libro... e lui, preveggente, mentre racconta un’esperienza in terra d'Africa, a pag. 153-154 ci mette pure un passo sulla sua dipartita, purtroppo vicinissima: ""Se scrivessi tutto mai arriverei alla fine. Che arriva comunque, per me, per tutti. Fredda buia fossa. Non detto, magari vivissima intensa fiamma, in molti preferiscono. Non io (in negativo odiatissimo pronome sempre posso dire e per ultima volta e per sempre sia detto), non io preferirei lenzuolo, e in mare, anche senza lenzuolo. Ma mare non io rarissimamente. Montagna sempre. O altro luogo abbandonato - montagna non abbandonata non frequento. Sempre no, ma spesso. Dunque scomparire, disperso il tempo necessario ai selvatici, e i resti digeriti da bosco, foresta, friche, quel che sia, ma non uomini, umani no, umani stanco in vita, da morto lasciato in pace vorrei essere lasciato non essere. In pace.""...more",Notes are private!,0,3,1,"Oct 25, 2022","Oct 29, 2022","Oct 22, 2022",,Paperback,view (with text),/book/show/62800320-black-tulips
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sognai talmente forte,"Bubola, Massimo",8804722312,9788804722311,8804722312,156        pp,2.75,20,"Sep 13, 2022","Sep 13, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Callimaco è al gran finale; a sorreggerlo, alleviarlo, ha ricordi, canzoni e ricordi di canzoni… le sue… di Callimaco-Bubola (e un po’ di De Andre’).",Notes are private!,0,1,1,"Oct 20, 2022","Oct 23, 2022","Oct 20, 2022",,Paperback,view (with text),/book/show/62340544-sognai-talmente-forte
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lo spazio dell'immaginazione,"McEwan, Ian*",8806254413,9788806254414,8806254413,56        pp,3.55,213,unknown,"Sep 20, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sottotitolo: ""Riflessioni sul saggio di Orwell Nel ventre della balena"".Un elogio, nella scrittura, dell'immaginazione e della libertà d'espressione.Sottotitolo: ""Riflessioni sul saggio di Orwell Nel ventre della balena"".Un elogio, nella scrittura, dell'immaginazione e della libertà d'espressione....more",Notes are private!,0,1,1,"Oct 15, 2022","Oct 17, 2022","Oct 15, 2022",,Hardcover,view (with text),/book/show/62673100-lo-spazio-dell-immaginazione
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Racconti del pianeta Terra,"Scaffai, Niccolò",8806249959,9788806249953,8806249959,320        pp,3.68,38,"May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Racconti e scritti vari molto diversi tra loro, impossibile un giudizio comune. Coetzee, Sebald e Franzen già letti in precedenza, ho apprezzato le coRacconti e scritti vari molto diversi tra loro, impossibile un giudizio comune. Coetzee, Sebald e Franzen già letti in precedenza, ho apprezzato le considerazioni di Margaret Atwood....more",Notes are private!,0,0,1,"Jan 23, 2023","Jan 30, 2023","Oct 05, 2022",,Hardcover,view (with text),/book/show/61033543-racconti-del-pianeta-terra
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I miei stupidi intenti,"Zannoni, Bernardo",8838942307,9788838942303,8838942307,252        pp,3.77,"5,978","Aug 26, 2021","Aug 26, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Campiello?????,Notes are private!,0,0,1,"Sep 29, 2022","Oct 04, 2022","Sep 29, 2022",,Paperback,view (with text),/book/show/58720911-i-miei-stupidi-intenti
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vite pericolose di bravi ragazzi,"Fuhrman, Chris",8899591555,9788899591557,8899591555,240        pp,3.97,"1,515",1994,"Jul 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Romanzo bellissimo, di un grande scrittore - ahinoi - sfortunatissimo. Dalla presentazione: ""Vite pericolose di bravi ragazzi"" è l’unica, meravigliosaRomanzo bellissimo, di un grande scrittore - ahinoi - sfortunatissimo. Dalla presentazione: ""Vite pericolose di bravi ragazzi"" è l’unica, meravigliosa testimonianza del talento narrativo di Chris Fuhrman, scrittore statunitense scomparso a trentun anni - nel 1991 - prima dell’uscita - nel 1994 - di questo suo libro bizzarro e indimenticabile, un inno alla libertà della giovinezza che riappacifica con la lettura e il potere delle storie, e che racconta di come crescere, in fin dei conti, significhi dover dire per sempre addio alla propria innocenza.Incipit: In terza media, per noi Gesù Cristo era stato chiacchiere e farina di ossa per la maggior parte dei suoi 1974 anni. Ma avevamo solo tredici anni. Eravamo temerari, banditi. Io avevo un nome da femmina, Francis, e un'ernia.Excipit:  Ogni adulto è la creatura di un bambino. La mia stessa firma, quello scarabocchio identificante che i postini mi chiedono per accettare i pacchi e al quale un manipolo di fan del fumetto attribuisce un valore, quella firma fu concepita da un ragazzino di tredici anni che pensava che un giorno avrebbe voluto sembrare importante. Fa parte di me. La mia vita è il risultato dei sogni e dei limiti di quel ragazzino, e della banda che aveva tanto tempo fa, quando ancora le cose potevano succedere per la prima volta....more",Notes are private!,0,10,1,"Sep 25, 2022","Sep 29, 2022","Sep 29, 2022",,Paperback,view (with text),/book/show/61439829-vite-pericolose-di-bravi-ragazzi
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I volatili del Beato Angelico,"Tabucchi, Antonio",8838904413,9788838904417,8838904413,96        pp,3.66,254,1987,1987,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Racconti brevi, non tra i più memorabili del grande Tabucchi.",Notes are private!,0,0,1,"Sep 21, 2022","Sep 24, 2022","Sep 29, 2022",,Paperback,view (with text),/book/show/9705013-i-volatili-del-beato-angelico
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La fattoria degli animali,"Orwell, George",880449252X,9788804492528,880449252X,115        pp,3.99,"3,883,930","Aug 17, 1945",2001,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Letto in tarda età, conoscendone la tematica (scelta discutibile): tre stelle.",Notes are private!,0,0,1,"Sep 14, 2022","Sep 20, 2022","Sep 14, 2022",,Paperback,view (with text),/book/show/2928531-la-fattoria-degli-animali
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il minotauro,"Tammuz, Benjamin",8876413332,9788876413339,8876413332,185        pp,3.70,775,1980,Oct 1997,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,**spoiler alert** Lei riceve lettere da un ammiratore sconosciuto e tra i due nasce una sottospecie d’amore… che tale rimane.,Notes are private!,0,1,1,"Sep 09, 2022","Sep 14, 2022","Sep 09, 2022",,Paperback,view (with text),/book/show/9673619-il-minotauro
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paese infinito,"Engel, Patricia*",,9791259671431,B09NS4SV89,222        pp,3.93,"45,329","Mar 02, 2021","May 12, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"L’autrice, statunitense di origine colombiana, propone una storia di migrazione probabilmente simile alla sua; il grave episodio cruento compiuto in aL’autrice, statunitense di origine colombiana, propone una storia di migrazione probabilmente simile alla sua; il grave episodio cruento compiuto in avvio dalla protagonista, mai punita a dovere, ha subito condizionato la mia lettura, sfavorita poi anche da continui salti temporali e da troppi fatterelli di poco conto....more",Notes are private!,0,1,1,"Sep 04, 2022","Sep 09, 2022","Sep 04, 2022",,Paperback,view (with text),/book/show/60873990-paese-infinito
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il Duca,"Melchiorre, Matteo",8806252313,9788806252311,8806252313,453        pp,3.87,404,"Jun 07, 2022","Jun 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Romanzo vecchio stampo per temi e stile narrativo - e fin qui nessun problema -, lento e prolisso - e qui problema - , con dell'intrigo che dovrebbe cRomanzo vecchio stampo per temi e stile narrativo - e fin qui nessun problema -, lento e prolisso - e qui problema - , con dell'intrigo che dovrebbe catturare…e invece no, o poco poco....more",Notes are private!,0,0,1,"Nov 21, 2022","Nov 28, 2022","Sep 02, 2022",,Hardcover,view (with text),/book/show/61243422-il-duca
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storia aperta,"Orecchio, Davide",8830105341,9788830105348,8830105341,672        pp,3.47,36,unknown,"Sep 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un uomo, Pietro Migliorisi, lungo il Novecento, da fascista a comunista, la sua storia aperta, ricostruita utilizzando un'infinità di contributi.L'autUn uomo, Pietro Migliorisi, lungo il Novecento, da fascista a comunista, la sua storia aperta, ricostruita utilizzando un'infinità di contributi.L'autore è encomiabile, per capacità e passione (cinque stelle?), il suo libro un po' eccessivo, per lunghezza e certe scelte stilistiche (quattro stelle)....more",Notes are private!,0,1,1,"Oct 04, 2022","Oct 19, 2022","Sep 02, 2022",,Paperback,view (with text),/book/show/59002255-storia-aperta
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La stanza delle mele,"Righetto, Matteo",8807034905,9788807034909,8807034905,231        pp,3.92,268,"Apr 07, 2022","Apr 07, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Storia di vecchi tempi, vita grama, sopraffazione e sottocultura, poi di riscatto… Storia di monti, boschi, animali… Storia onesta, ma “già sentita”, Storia di vecchi tempi, vita grama, sopraffazione e sottocultura, poi di riscatto… Storia di monti, boschi, animali… Storia onesta, ma “già sentita”, che non ha toccato le mie corde....more",Notes are private!,0,2,1,"Sep 02, 2022","Sep 04, 2022","Sep 02, 2022",,Paperback,view (with text),/book/show/60726775-la-stanza-delle-mele
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Era solo la peste,"Ulitskaya, Lyudmila",8834610512,9788834610510,8834610512,162        pp,3.57,"2,126",2020,"Jun 21, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ludmila Ulitskaya è una scrittrice russa - ex biologa - molto critica nei confronti del sistema politico russo e di Putin in particolare. Qui rispolveLudmila Ulitskaya è una scrittrice russa - ex biologa - molto critica nei confronti del sistema politico russo e di Putin in particolare. Qui rispolvera un suo scritto degli anni '70, rivedendolo e - in tempi di Covid - romanzando un'iniziale epidemia di peste effettivamente verificatasi in Unione Sovietica nel 1939: l'opera in sé non è granché, a mio parere, mentre interessante risulta la postfazione con le critiche al regime stalinista e a quello attuale, dei quali Ludmila Ulitskaya sottolinea le analogie....more",Notes are private!,0,1,1,"Aug 30, 2022","Sep 02, 2022","Aug 30, 2022",,Hardcover,view (with text),/book/show/61326966-era-solo-la-peste
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il ponte - un crollo,"Trevisan, Vitaliano",8806254391,9788806254391,8806254391,130        pp,4.15,105,Jan 2007,"May 10, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Vitaliano Trevisan racconta qui ""alla Bernhard"" la storia di un inquieto, ""un essere solitario che non sopporta la solitudine, ma sopporta ancora menoVitaliano Trevisan racconta qui ""alla Bernhard"" la storia di un inquieto, ""un essere solitario che non sopporta la solitudine, ma sopporta ancora meno gli esseri umani"" e a cui pure il suo paese, un'Italia sempre più decadente, risulta infine indigesto, e da abbandonare... Vitaliano Trevisan (1960-2022) se n'è andato pochi mesi fa: una voce forte che abbiamo perso troppo presto....more",Notes are private!,0,1,1,"Aug 24, 2022","Aug 29, 2022","Aug 24, 2022",,Paperback,view (with text),/book/show/61070373-il-ponte---un-crollo
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il Vangelo secondo Gesù Cristo,"Saramago, José",8806174452,9788806174453,8806174452,410        pp,4.31,"33,115",1991,"Mar 29, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Il Vangelo secondo... Saramago e, per la sua intelligenza e inventiva, secondo un Gesù Cristo molto umano, come anche la madre Maria, il padre GiuseppIl Vangelo secondo... Saramago e, per la sua intelligenza e inventiva, secondo un Gesù Cristo molto umano, come anche la madre Maria, il padre Giuseppe, i fratelli, le sorelle e la sua donna, Maria di Magdala....more",Notes are private!,0,5,1,"Aug 11, 2022","Aug 24, 2022","Aug 11, 2022",,Paperback,view (with text),/book/show/2618216-il-vangelo-secondo-ges-cristo
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Renegades. Born in the USA,"Obama, Barack*",8811003598,9788811003595,8811003598,320        pp,4.32,"2,351","Oct 26, 2021","Oct 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Letto - in realtà - a frammenti... sempre con ammirazione per Barack & Bruce, grandi amici, grandi uomini.",Notes are private!,0,1,1,"Aug 11, 2022","Aug 22, 2022","Aug 11, 2022",,Hardcover,view (with text),/book/show/59465477-renegades-born-in-the-usa
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Casa d'altri e altri racconti,"D'Arzo, Silvio",8806187023,9788806187026,8806187023,142        pp,3.87,458,1952,Jan 2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sette racconti di Silvio D'Arzo (vita breve, 1920-1952) e la prefazione che egli scrisse per un suo libro: ""Casa d'altri"", il primo lungo racconto cheSette racconti di Silvio D'Arzo (vita breve, 1920-1952) e la prefazione che egli scrisse per un suo libro: ""Casa d'altri"", il primo lungo racconto che fu definito ""perfetto"" da Montale, ha - come gli altri - un gusto decisamente antico, ma risulta tuttora - più degli altri - molto apprezzabile....more",Notes are private!,0,1,1,not set,Nov 2010,"Aug 01, 2022",,Paperback,view (with text),/book/show/7930926-casa-d-altri-e-altri-racconti
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il cielo è rosso,"Berto, Giuseppe",8854514322,9788854514324,8854514322,420        pp,4.04,278,1947,"Dec 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Primo romanzo di Giuseppe Berto: esordio già importante, ma il livello - come si sa - poi crescerà…",Notes are private!,0,1,1,Aug 2022,"Aug 06, 2022","Aug 01, 2022",,Paperback,view (with text),/book/show/43467908-il-cielo-rosso
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Francesco Moser,"Conti, Beppe",8893520559,9788893520553,8893520559,152        pp,3.00,1,"Jun 30, 2021","Jun 30, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Per appassionati del grande campione, la sua storia in breve.",Notes are private!,0,0,1,"Jul 25, 2022","Jul 27, 2022","Jul 27, 2022",,Paperback,view (with text),/book/show/61750665-francesco-moser
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il destino di Jacopo,"Cerato, Mario",8885726623,9788885726628,8885726623,160        pp,2.00,1,"Feb 05, 2022","Feb 05, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 13, 2022","Jul 15, 2022","Jul 27, 2022",,Paperback,view,/book/show/61750638-il-destino-di-jacopo
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ultimi miracoli,"Tamburini, Alessandro",8860682126,9788860682123,8860682126,145        pp,3.00,1,"May 12, 2022","May 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Racconti... non tra i migliori di Tamburini.,Notes are private!,0,0,1,"Jul 05, 2022","Jul 25, 2022","Jul 27, 2022",,Paperback,view (with text),/book/show/61750608-ultimi-miracoli
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Se la strada potesse parlare,"Baldwin, James",8860445809,9788860445803,8860445809,212        pp,4.27,"60,711",1974,"Oct 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Romanzo d'amore e sul razzismo negli USA, datato 1974: livello alto, ma per me non eccelso e impareggiabile come per Roberto Saviano (https://www.faceRomanzo d'amore e sul razzismo negli USA, datato 1974: livello alto, ma per me non eccelso e impareggiabile come per Roberto Saviano (https://www.facebook.com/watch/?v=817...)....more",Notes are private!,0,2,1,"Aug 06, 2022","Aug 10, 2022","Jul 21, 2022",,Paperback,view (with text),/book/show/42625968-se-la-strada-potesse-parlare
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La buona fortuna,"Montero, Rosa",8833316904,9788833316901,8833316904,283        pp,3.85,"5,897",2020,"Jun 21, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Inizio intrigante, poi s'annacqua.Inizio intrigante, poi s'annacqua....more",Notes are private!,0,0,1,"Jul 14, 2022","Jul 16, 2022","Jul 19, 2022",,Paperback,view (with text),/book/show/61407195-la-buona-fortuna
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In barba a H.,"Stock, Oliviero",8830118559,9788830118553,8830118559,360        pp,3.20,10,Jan 2022,Jan 2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Storia di una famiglia ebrea che per bravura e fortuna riuscì a salvarsi dall'Olocausto.Storia di una famiglia ebrea che per bravura e fortuna riuscì a salvarsi dall'Olocausto....more,Notes are private!,0,0,1,"Jul 16, 2022","Jul 19, 2022","Jul 13, 2022",,Paperback,view (with text),/book/show/59971757-in-barba-a-h
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La boutique del mistero,"Buzzati, Dino",8804487704,9788804487708,8804487704,238        pp,4.15,"6,162","Aug 06, 1968",Oct 1992,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Buoni racconti.,Notes are private!,0,3,1,"Jun 27, 2022","Jul 05, 2022","Jun 27, 2022",,Paperback,view (with text),/book/show/1860392.La_boutique_del_mistero
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La strada che va in città,"Ginzburg, Natalia",,,,78        pp,3.73,"1,874",1942,"Jul 31, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Romanzo breve, del 1942: Delia, di umili origini, forse si sposerà bene e vivrà stabilmente in città, senza più doverla raggiungere dalla campagna perRomanzo breve, del 1942: Delia, di umili origini, forse si sposerà bene e vivrà stabilmente in città, senza più doverla raggiungere dalla campagna per una ""strada piena di polvere e di carri"", arrivandoci ""spettinata e stanca, col dispiacere di doverla lasciare appena buio"". Com'è bella la città, com'è bella la bella vita....more",Notes are private!,0,0,1,"Jun 19, 2022","Jun 22, 2022","Jun 17, 2022",,Paperback,view (with text),/book/show/12247274-la-strada-che-va-in-citt
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bòcia, vèi che ném! La guera l'è finida.","Falagiarda, Enzo",,9791221406184,,136        pp,4.00,1,unknown,May 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dopo l'intervista a zia Èlia (https://www.goodreads.com/book/show/5...), Enzo Falagiarda propone il colloquio con il novantanovenne Felice Rigotti, amDopo l'intervista a zia Èlia (https://www.goodreads.com/book/show/5...), Enzo Falagiarda propone il colloquio con il novantanovenne Felice Rigotti, amico di vecchia data, dello stesso paese trentino d'origine; emergono ricordi antichi e più recenti a comporre un quadro ampio e interessante: stimolato da Enzo, Felice racconta la sua vita, nei vari contesti, con esperienze spesso assai dure, fino al presente arricchito da buone amicizie e appassionate letture; Enzo riporta il tutto con una narrazione chiara e delicata, sempre coinvolgente....more",Notes are private!,0,0,1,"Jun 17, 2022","Jun 19, 2022","Jun 17, 2022",,Paperback,view (with text),/book/show/61304064-b-cia-v-i-che-n-m-la-guera-l-finida
