,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Matthew's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Severe Mercy: A Story of Faith, Tragedy, and Triumph","Vanauken, Sheldon",0060688246,9780060688240,B004YCVLG2,240        pp,4.27,"21,120",1977,"Sep 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2023",,Paperback,view,/book/show/56594.A_Severe_Mercy
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jayber Crow,"Berry, Wendell",1582431604,9781582431604,1582431604,363        pp,4.39,"18,606","Sep 05, 2000","Aug 30, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I learned a lot from sitting with old Jayber Crow. He let me listen while he lowered my ears and shaved me clean. At times, in my stubborn youth, I thI learned a lot from sitting with old Jayber Crow. He let me listen while he lowered my ears and shaved me clean. At times, in my stubborn youth, I thought it might be time to go, but I’m glad I stayed. His chair is comfortable.“Often what has looked like a straight line to me has been a circle or a doubling back. I have been in the Dark Wood of Error any number of times. I have known something of Hell, Purgatory, and Heaven, but not always in that order. The names of many snares and dangers have been made known to me, but I have seen them only in looking back. Often I have not known where I was going until I was already there. I have had my share of desires and goals, but my life has come to me or I have gone to it mainly by way of mistakes and surprises. Often I have received better than I have deserved. Often my fairest hopes have rested on bad mistakes. I am an ignorant pilgrim, crossing a dark valley. And yet for a long time, looking back, I have been unable to shake off the feeling that I have been led — make of that what you will.”...more",Notes are private!,0,2,1,not set,not set,"Jul 01, 2023",,Paperback,view (with text),/book/show/57460.Jayber_Crow
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard Rain Falling,"Carpenter, Don",1590173244,9781590173244,1590173244,308        pp,4.15,"5,453",1964,"Sep 08, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hard Rain Falling doesn’t have a clever plot or a big conclusion. It’s a grim portrait of a flawed man trying to survive in an unloving world. It’s raHard Rain Falling doesn’t have a clever plot or a big conclusion. It’s a grim portrait of a flawed man trying to survive in an unloving world. It’s raw, insightful prose that rarely resolves and often stings. I’m not eager to revisit the content, but whatever I’m reading next will make me miss Don Carpenter’s writing. I can’t believe this was published in ‘66. Looking back, this is a writer’s novel. You don’t stay for plot, character redemption, suspense, or any other shiny thing. You stay because Carpenter was a man of the craft....more",Notes are private!,0,1,1,not set,not set,"Jun 25, 2023",,Paperback,view (with text),/book/show/6553843-hard-rain-falling
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butcher's Crossing,"Williams, John",1590171985,9781590171981,1590171985,274        pp,4.17,"23,545",1960,"Jan 16, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Butcher’s Crossing is a no fluff Western that tramples over rose-colored John Wayne cliches and leaves you bleeding in the wilderness. It captures a sButcher’s Crossing is a no fluff Western that tramples over rose-colored John Wayne cliches and leaves you bleeding in the wilderness. It captures a strange period where man is not fully primitive nor civilized. I couldn’t help but feel cold, hungry, and alone with these men in the mountains. John Williams is 2/2 in my book so far and I’ve yet to read his most famous work....more",Notes are private!,0,1,1,not set,not set,"Jun 24, 2023",,Paperback,view (with text),/book/show/457228.Butcher_s_Crossing
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",1590171993,9781590171998,1590171993,288        pp,4.33,"166,232",1965,"Jun 20, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"John Williams’ Stoner is a character-driven masterpiece that I would shelf alongside favorites like East of Eden.This Ecclesiastes-like portrait of anJohn Williams’ Stoner is a character-driven masterpiece that I would shelf alongside favorites like East of Eden.This Ecclesiastes-like portrait of an everyday man who toils under harsh circumstance is not a cheap take on the difficulties of life. Instead it molds the full shape of life into your hand and allows you to see it from all angles. It’s tragic, uplifting, and poignant.Williams shows incredible restraint and patience throughout, which, in the end, is the utmost sign of respect for both his characters and his readers....more",Notes are private!,0,4,1,not set,not set,"Jun 24, 2023",,Paperback,view (with text),/book/show/166997.Stoner
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milkman,"Burns, Anna",0571338763,9780571338764,0571338763,352        pp,3.54,"61,601","May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2023",,Kindle Edition,view,/book/show/36047860-milkman
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To a God Unknown,"Steinbeck, John",0141185503,9780141185507,0141185503,240        pp,3.94,"12,837",1933,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Paperback,view,/book/show/111300.To_a_God_Unknown
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cannery Row        (Cannery Row, #1)","Steinbeck, John",014200068X,9780142000687,014200068X,181        pp,4.06,"137,779",1945,"Feb 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Paperback,view,/book/show/4799.Cannery_Row
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peace Like a River,"Enger, Leif",0802139256,9780802139252,B007CV7V5W,312        pp,4.01,"90,385","Aug 02, 2001","Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Paperback,view,/book/show/227571.Peace_Like_a_River
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,968","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Hardcover,view,/book/show/60194162-demon-copperhead
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,956","Jun 16, 2009","Jun 23, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Let The Great World Spin works toward a powerful but simple premise: we all have a story, and those stories are more relatable and connected than theyLet The Great World Spin works toward a powerful but simple premise: we all have a story, and those stories are more relatable and connected than they seem at first glance. The changing narrators and unfiltered character portraits makes this read like a curated collection of fictionalized HONY interviews. I’d read McCann again....more",Notes are private!,0,2,1,not set,not set,"Jun 02, 2023",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ancillary Justice        (Imperial Radch, #1)","Leckie, Ann*",,,,386        pp,3.99,"106,173","Oct 01, 2013","Oct 01, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(2.5) Ancillary Justice is labeled as a “space opera” and I still don’t know what that is; I think that about summarizes my feelings toward the book. (2.5) Ancillary Justice is labeled as a “space opera” and I still don’t know what that is; I think that about summarizes my feelings toward the book. It felt like a bland narrative with annoyingly futuristic names and details....more,Notes are private!,0,0,1,not set,not set,"May 27, 2023",,Paperback,view (with text),/book/show/17333324-ancillary-justice
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Firestarter,"King, Stephen*",,,B000O5VZ7I,564        pp,3.91,"228,814","Sep 29, 1980",1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5) Tacky premise, solid execution. Classic King. It’s similar to eating great fast food; it’s not a steak dinner, but that’s fine if you don’t expe(3.5) Tacky premise, solid execution. Classic King. It’s similar to eating great fast food; it’s not a steak dinner, but that’s fine if you don’t expect it to be. Knocked down a few points for corny subject matter and minor characters that all seem to think just like the author. Still, kudos to King for turning cheesy sci-fi into a gripping story....more",Notes are private!,0,0,1,not set,not set,"May 05, 2023",,Mass Market Paperback,view (with text),/book/show/233667.Firestarter
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,About Time: 12 Short Stories,"Finney, Jack",068484866X,9780684848662,068484866X,224        pp,4.06,"1,606","Aug 13, 1986","Feb 19, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Paperback,view,/book/show/72695.About_Time
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body,"King, Stephen*",1982103531,9781982103538,1982103531,192        pp,4.03,"21,204","Aug 27, 1982","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.5) As weird as it is to say, Stephen King was behind one of the best coming-of-age novellas of our time. Rough around the edges? Sure. But any adul(4.5) As weird as it is to say, Stephen King was behind one of the best coming-of-age novellas of our time. Rough around the edges? Sure. But any adult-ish male born in the last century could read The Body and give it the nod of authenticity and approval. It’s timeless. I put it on a very short list with stories like The Sandlot that seem to perfectly capture boyhood, friendship, and reckless adventure. ...more",Notes are private!,0,1,1,not set,not set,"Mar 28, 2023",,Paperback,view (with text),/book/show/38926465-the-body
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad,"Egan, Jennifer*",0307592839,9780307592835,0307592839,274        pp,3.69,"226,784","Jun 08, 2010","Jun 08, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Hardcover,view,/book/show/7331435-a-visit-from-the-goon-squad
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Habits of the Household: Practicing the Story of God in Everyday Family Rhythms,"Earley, Justin Whitmel*",0310362938,9780310362937,0310362938,226        pp,4.61,"10,081",Nov 2021,"Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 08, 2023",,Paperback,view,/book/show/57468025-habits-of-the-household
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Picture of Dorian Gray,"Wilde, Oscar",,,,272        pp,4.12,"1,534,948",Jun 1890,"Jun 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2023",,Paperback,view,/book/show/5297.The_Picture_of_Dorian_Gray
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,11/22/63,"King, Stephen*",1451627289,9781451627282,1451627289,849        pp,4.33,"540,663","Nov 08, 2011","Nov 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solid B+, I can’t imagine anyone hating this book. King’s ability to create depth of character rivals any author out there, and those who pigeonhole hSolid B+, I can’t imagine anyone hating this book. King’s ability to create depth of character rivals any author out there, and those who pigeonhole him as a horror-only writer would be pleasantly surprised if they took a chance with stories like this. There were moments in his historical sci-fi that made me understand how people can obsess over events like the JFK assassination. I’ll pull a few points for repeated cliches and more length than I think the story needed....more",Notes are private!,0,0,1,not set,not set,"Feb 13, 2023",,Hardcover,view (with text),/book/show/10644930-11-22-63
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Time and Again        (Time, #1)","Finney, Jack",0575073608,9780575073609,0575073608,400        pp,3.94,"23,153",1970,"Jan 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Time and Again was a delightful little page-turner. Not life changing, but still an enjoyable take on the cliche of time travel that doesn’t try to doTime and Again was a delightful little page-turner. Not life changing, but still an enjoyable take on the cliche of time travel that doesn’t try to do too much nor spoil itself with a bad ending. It’s a rarity to find a book so not polarizing that you could recommend it to just about anyone without second thought....more",Notes are private!,0,1,1,not set,not set,"Feb 13, 2023",,Paperback,view (with text),/book/show/40526.Time_and_Again
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Quiet on the Western Front,"Remarque, Erich Maria",0449213943,9780449213940,B00EJ3APSG,296        pp,4.07,"460,011",1928,"Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2023",,Mass Market Paperback,view,/book/show/355697.All_Quiet_on_the_Western_Front
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pale King,"Wallace, David Foster",0316074233,9780316074230,0316074233,548        pp,3.97,"18,232","Apr 15, 2011","Apr 15, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(2.5) This is a tough one to rate. DFW was clearly a brilliant observer and had an almost surgically articulate ability to describe details. That said(2.5) This is a tough one to rate. DFW was clearly a brilliant observer and had an almost surgically articulate ability to describe details. That said, I don’t even know if I’d even call this a novel. It’s more a collection of random scenes that occasionally relate but more often do not. Some of those snippets are gripping, some aren’t even close. I appreciate Foster’s talent and commitment to the bland IRS theme, but I’d never recommend this to other readers....more",Notes are private!,0,1,1,not set,not set,"Feb 06, 2023",,Hardcover,view (with text),/book/show/9443405-the-pale-king
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kick the Latch,"Scanlan, Kathryn",,,,144        pp,4.13,"2,234","Sep 06, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Paperback,view,/book/show/59070107-kick-the-latch
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,,,294        pp,3.98,"181,634","Jun 05, 2018","Jun 05, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5) Mixed feelings on this one. I respect Orange’s gritty and honest writing, but didn’t love how the story came together. The brilliance is in Oran(3.5) Mixed feelings on this one. I respect Orange’s gritty and honest writing, but didn’t love how the story came together. The brilliance is in Orange’s ability to paint a mural of modern day indigenous people; you can feel the heart he put into sharing their world. Unfortunately it was wrapped around a Pulp Fiction/Reservoir Dogs-esque narrative from multiple perspectives that underwhelmed. By the end I found it difficult to follow each character and remember their differences or connections. Didn’t hate it, didn’t love it. ...more",Notes are private!,0,0,1,not set,not set,"Dec 03, 2022",,Hardcover,view (with text),/book/show/36692478-there-there
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Heart That Works,"Delaney, Rob*",1954118317,9781954118317,1954118317,196        pp,4.62,"25,019","Oct 20, 2022","Nov 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This isn’t a book on grief, it’s a full day of sitting on the couch with a best friend and crying through every detail – painful and beautiful – that This isn’t a book on grief, it’s a full day of sitting on the couch with a best friend and crying through every detail – painful and beautiful – that comes from losing someone you love. Thanks Rob, for honoring your son’s life in this way....more",Notes are private!,0,2,1,not set,not set,"Dec 01, 2022",,Hardcover,view (with text),/book/show/61295403-a-heart-that-works
