,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,David's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Test Your Creative Thinking: Enchance Your Lateral Thinking; Learn to Think Outside the Box (Times,"King, Lloyd",074944004X,9780749440046,074944004X,156        pp,3.17,6,"Jan 28, 2004","Aug 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/476221.Test_Your_Creative_Thinking
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brain Busters! Mind-Stretching Puzzles in Math and Logic,"Clarke, Barry R.",0486427552,9780486427553,0486427552,112        pp,3.50,8,"Sep 06, 2003","Sep 06, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/8461.Brain_Busters_Mind_Stretching_Puzzles_in_Math_and_Logic
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Are You as Smart as You Think?: 150 Original Mathematical, Logical, and Spatial-Visual Puzzles for All Levels of Puzzle Solvers","Stickels, Terry",0312209118,9780312209117,0312209118,128        pp,3.17,6,"Mar 16, 2000","Mar 16, 2000",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/2868796-are-you-as-smart-as-you-think
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Statistically Speaking: A Dictionary of Quotations,"Gaither, Carl C.",0750304014,9780750304016,0750304014,432        pp,3.33,3,"Jan 01, 1996","Jan 01, 1996",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/2047970.Statistically_Speaking
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mathematical Puzzles,"Winkler, Peter",1568812019,9781568812014,1568812019,178        pp,4.38,73,Dec 2003,"Dec 26, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/668035.Mathematical_Puzzles
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mathematics by Experiment: Plausible Reasoning in the 21st Century,"Borwein, Jonathan M.",1568812116,9781568812113,1568812116,300        pp,3.60,5,"Dec 04, 2003","Dec 04, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/874278.Mathematics_by_Experiment
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like Life,"Moore, Lorrie",0375719164,9780375719165,0375719164,192        pp,4.07,"5,326",1990,"Sep 03, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/19632.Like_Life
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Experimentation in Mathematics: Computational Paths to Discovery,"Borwein, Jonathan M.",1568811365,9781568811369,1568811365,372        pp,4.00,6,"Mar 31, 2004","Apr 12, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/2063738.Experimentation_in_Mathematics
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fitting Ends,"Chaon, Dan*",0345449096,9780345449092,0345449096,272        pp,3.92,489,1995,"Apr 01, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/216526.Fitting_Ends
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness: The Science behind Your Smile,"Nettle, Daniel",0192805584,9780192805584,0192805584,unknown,3.89,721,"Jan 07, 2005","Jul 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/1566033.Happiness
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Science Business: The Promise, the Reality, and the Future of Biotech","Pisano, Gary P.",1591398401,9781591398400,1591398401,256        pp,3.71,107,"Nov 01, 2006","Nov 14, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/381354.Science_Business
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Numbers,"Conway, John H.",038797993X,9780387979939,038797993X,319        pp,4.07,226,"Mar 16, 1995","Mar 16, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/682027.The_Book_of_Numbers
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Short Stories of Saki,Saki,1853260711,9781853260711,1853260711,512        pp,4.19,"2,755",1930,"Dec 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/71189.The_Collected_Short_Stories_of_Saki
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Think Like Leonardo da Vinci: Seven Steps to Genius Every Day,"Gelb, Michael J.*",0440508274,9780440508274,0440508274,321        pp,3.83,"6,249",1998,"Feb 08, 2000",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/598506.How_to_Think_Like_Leonardo_da_Vinci
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alamein to Zem Zem,"Douglas, Keith",0571241948,9780571241941,0571241948,168        pp,4.18,577,1946,"May 29, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/9707761-alamein-to-zem-zem
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Poems,"Douglas, Keith",0571202586,9780571202584,0571202586,unknown,4.13,70,"Jan 01, 1978","Oct 20, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/964617.The_Complete_Poems
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Week-End Problems Book,"Phillips, Hubert",1585678589,9781585678587,1585678589,326        pp,2.33,3,2008,"Oct 02, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/7192736-the-week-end-problems-book
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mulligan Stew,"Sorrentino, Gilbert",1564780872,9781564780874,1564780872,446        pp,3.82,519,1979,"Jan 01, 1996",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/155159.Mulligan_Stew
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid's Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,B000SEI32U,325        pp,4.14,"2,046,791",1985,"Mar 16, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Kindle Edition,view,/book/show/7052200-the-handmaid-s-tale
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Superior Person's Field Guide to Deceitful, Deceptive & Downright Dangerous Language","Bowler, Peter",1567923372,9781567923377,1567923372,115        pp,3.43,14,"Oct 01, 2007","Feb 11, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/2216816.The_Superior_Person_s_Field_Guide_to_Deceitful_Deceptive_Downright_Dangerous_Language
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foyle's Further Philavery: A Cornucopia of Lexical Delights,"Foyle, Christopher",0550104364,9780550104366,0550104364,209        pp,4.30,30,"Sep 19, 2008","Dec 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/6071974-foyle-s-further-philavery
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foyle's Philavery: A Treasury of Unusual Words,"Foyle, Christopher",0550103295,9780550103291,0550103295,233        pp,4.21,113,2007,"Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/2143737.Foyle_s_Philavery
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thinker's Thesaurus: Sophisticated Alternatives to Common Words,"Meltzer, Peter E.",0393337944,9780393337945,0393337944,720        pp,3.99,247,"Sep 28, 2005","May 03, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/7975579-the-thinker-s-thesaurus
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long","Rock, David",,,B002Q1YE3K,308        pp,4.09,"11,266","Oct 01, 2009",unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Kindle Edition,view,/book/show/8275248-your-brain-at-work
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dante's Inferno,"Sanders, Marcus",,9780811842136,0811842134,218        pp,3.87,"2,082","Dec 01, 2003","Apr 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/15646.Dante_s_Inferno
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Waste Land, Prufrock and Other Poems","Eliot, T.S.",0486400611,9780486400617,0486400611,49        pp,4.15,"11,547",1922,"Jan 26, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/436605.The_Waste_Land_Prufrock_and_Other_Poems
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fairy Tales Every Child Should Know,"Mabie, Hamilton Wright",,,B000JMLNHI,292        pp,3.88,"10,822",1905,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Kindle Edition,view,/book/show/8114644-fairy-tales-every-child-should-know
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Banner in the Sky: A Newbery Honor Award Winner,"Ullman, James Ramsey",0064470482,9780064470483,0064470482,288        pp,3.84,"4,737",1954,"Apr 15, 1988",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/333766.Banner_in_the_Sky
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Lake: Stories,"Slouka, Mark",0375702083,9780375702082,0375702083,192        pp,3.49,84,1998,"May 21, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/950968.Lost_Lake
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sodomy and the Pirate Tradition: English Sea Rovers in the Seventeenth-Century Caribbean,"Burg, B.R.",0814712363,9780814712368,0814712363,264        pp,3.58,320,1983,"Mar 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/470346.Sodomy_and_the_Pirate_Tradition
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Squad Helps Dog Bite Victim, and Other Flubs from the Nation's Press","Journal, Columbia",0385158289,9780385158282,0385158289,123        pp,4.53,17,1980,"Jul 22, 1980",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/747602.Squad_Helps_Dog_Bite_Victim_and_Other_Flubs_from_the_Nation_s_Press
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Tape Holds Up New Bridge, and more flubs from the nation's press","Cooper, Gloria",0399514066,9780399514067,0399514066,80        pp,4.35,17,"Oct 05, 1987","Oct 05, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/2420128.Red_Tape_Holds_Up_New_Bridge_and_more_flubs_from_the_nation_s_press
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thurber Carnival,"Thurber, James",0060932872,9780060932879,0060932872,425        pp,4.21,"3,295",1945,"Nov 19, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/72996.The_Thurber_Carnival
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spain: The Root and the Flower: An Interpretation of Spain and the Spanish People,"Crow, John Armstrong",0520244966,9780520244962,0520244966,465        pp,3.88,189,1975,"May 10, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/337762.Spain
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Read Novels Like a Professor: A Jaunty Exploration of the World's Favorite Literary Form,"Foster, Thomas C.",0061340405,9780061340406,0061340405,312        pp,3.63,"2,199",Jul 2008,"Jul 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/2261882.How_to_Read_Novels_Like_a_Professor
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reality Hunger,"Shields, David*",,,B0036S49D2,240        pp,3.64,"2,596",2010,unknown,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Kindle Edition,view,/book/show/9242741-reality-hunger
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reading Rilke: Reflections on the Problems of Translation,"Gass, William H.",0465026222,9780465026227,0465026222,272        pp,3.98,346,1999,"Oct 17, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/49463.Reading_Rilke
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Overdiagnosed: Making People Sick in the Pursuit of Health,"Welch, H. Gilbert",,,B004C43EW6,248        pp,4.15,"1,449",2011,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Kindle Edition,view,/book/show/10947742-overdiagnosed
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Informal English: Puncture Ladies, Egg Harbors, Mississippi Marbles, and Other Curious Words and Phrases of North America","Kacirk, Jeffrey",0743254937,9780743254939,0743254937,256        pp,3.36,25,2005,"Apr 12, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/994448.Informal_English
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dirty Spanish: Everyday Slang from ""What's Up?"" to ""F*%# Off!""","Caballero, Juan",1569759235,9781569759233,1569759235,180        pp,3.94,120,"Aug 05, 2008","May 10, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/9612309-dirty-spanish
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dirty German: Everyday Slang from,"Chaffey, Daniel",1569756732,9781569756737,1569756732,128        pp,3.98,118,"Apr 01, 2009","Apr 28, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/6268761-dirty-german
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dirty French: Everyday Slang from,"Clautrier, Adrien",1569756589,9781569756584,1569756589,160        pp,3.92,158,"Aug 05, 2008","Aug 05, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/3218223-dirty-french
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dirty Italian: Everyday Slang from ""What's Up?"" to ""F*%# Off!""","Euvino, Gabrielle Ann",1569755663,9781569755662,1569755663,163        pp,4.01,107,"Oct 28, 2006","Oct 28, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/24028.Dirty_Italian
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night of the Assholes,"Donihe, Kevin L.",1936383225,9781936383221,1936383225,175        pp,3.63,185,"Oct 17, 2010","Oct 17, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/9623348-night-of-the-assholes
