,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Христо's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Мъжът от Константинопол        (Калуст Саркисян, #1)","Rodrigues dos Santos, José",,9789542616337,,360        pp,4.07,"3,244","Sep 19, 2013",2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Мъжът от Константинопол става гражданин на света: http://knigolandia.info/book-/m... Арменският произход на Калуст е и благословия, и проклятие Мъжът от Константинопол става гражданин на света: http://knigolandia.info/book-/m... Арменският произход на Калуст е и благословия, и проклятие – баща му е заможен търговец и детето расте с усещането, че е привилегирован – до момента, в който най-обикновени османски войници не го унижават пред очите му. И все пак там бъдещият милионер прави първите си стъпки в търговията с едни стари монети, от продажбата на които получава първи болезнени уроци какво движи света. И всичко това на фона на постоянно напрежение в османската столица, на чести погроми над арменците и тъжно осъзнаване, че колкото повече балканците надигат глава, толкова по-силно османлиите ще стискат клещи около Армения – смазващо предначертаване на геноцида, който предстои.ИК ""Хермес""http://knigolandia.info/book-/m......more",Notes are private!,0,12,2,Apr 2018not set,"Apr 02, 2018not set","Apr 01, 2018",,Paperback,view (with text),/book/show/33297029
1220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Малката лодка        (Книга на Праха, #1)","Pullman, Philip",,9789546558206,,416        pp,4.15,"101,737","Oct 19, 2017",2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"В малката лодка се решава съдбата на света: http://knigolandia.info/book-/m... С “Малката лодка”, първа част от новата трилогия “Книга на Праха”В малката лодка се решава съдбата на света: http://knigolandia.info/book-/m... С “Малката лодка”, първа част от новата трилогия “Книга на Праха” в същия свят, обаче усещането беше различно. Съзнавам, че ако бях чел отделно “Златният компас”, “Острият кинжал” и “Кехлибареният далекоглед”, сигурно нямаше да усетя истински мащаба и размаха на Пулман. Закъснялото ми четене обаче позволи да ги карам поред и просто преливаха една в друга – докато тук имаме ограничението само на първата част, която видимо е едно разширено въведение обратно в този чудесен свят, гарнирано с препратки към “Одисея” на Омир. В тази предистория Лира е само безпомощно бебе, на което се търси дом, майка ѝ и баща ѝ имат епизодични роли, но от които бързо си проличава на коя страна са, а двама младежи трябва да извършат поредица от геройства и да се справят с всички, които се опитват да се доберат до детето, за да го използват за своите цели.Издателска къща БАРДhttp://knigolandia.info/book-/m......more",Notes are private!,0,8,1,"Mar 31, 2018",Apr 2018,"Mar 31, 2018",,Paperback,view (with text),/book/show/38597471
1221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Хамелеонът се завръща        (Robert Hunter Series, #1)","Carter, Chris",,9789543890699,,392        pp,4.28,"29,509","Aug 01, 2009",2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ангелът на разпятието наказва грешниците: http://knigolandia.info/book-/h...“Хамелеонът се завръща” е ударен, кървав и наистина жесток трилър, кАнгелът на разпятието наказва грешниците: http://knigolandia.info/book-/h...“Хамелеонът се завръща” е ударен, кървав и наистина жесток трилър, който ми достави голямо удоволствие, особено след като имах възможност да го чета в тихия, кротък и спокоен Видин. Напрежението е непрекъснато, действието – стремително, накъсвано само от приятни отклонения около личния живот на Хънтър и неговите опити да прави и нещо различно от работата. Допадна ми как в първите страници един човек е поставен в кошмарна ситуация, но ти си – ок, голяма работа, като на книга, но след няколкостотин страници вече си го опознал и наистина ти пука за него, тогава връщането към същата сцена носи съвсем различен привкус – вече е лично. А това е вече писателски майсторлък. Ще прочета всичко от Крис Картър, няма как.Izdatelstvo ERAhttp://knigolandia.info/book-/h......more",Notes are private!,0,9,1,"Mar 31, 2018",Apr 2018,"Mar 31, 2018",,Paperback,view (with text),/book/show/16070891
1222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Прилепът        (Хари Хуле, #1)","Nesbø, Jo*",9543573298,9789543573295,,392        pp,3.56,"117,424",1997,2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Из китна Австралия норвежец разплита жестоки убийства: http://knigolandia.info/book-/p... Историята навярно е позната на всички крими фенове у нИз китна Австралия норвежец разплита жестоки убийства: http://knigolandia.info/book-/p... Историята навярно е позната на всички крими фенове у нас, затова ще я опиша само накратко за такива като мен, които тепърва навлизат в диаболичния свят на Несбьо. Млада норвежка е убита по особено жесток начин в Австралия. За да помогне на местните власти, на място пристига инспектор Хари Хуле, който крие доста тъмни страници в миналото си. Попаднал в една слънчева, друсана и доста разгонена страна, той бавно се аклиматизира, а за тая цел особено помага красива шведка, с която се впуска в любовна авантюра. Същевременно около убийството се трупат повече въпроси, отколкото отговори – а от контактите му с колоритните местни Хуле затъва и в някаква мъглява митологична каша, сред която започват да проблясват обаче някои полезни посоки. Едва ли имате съмнение, че всеки, с когото той се среща, има нещо общо със случилото се – а един пътуващ цирк добавя още повече екзотика към сюжета, още повече когато поредното жестоко убийство е реализирано по време на самото представление. Издателска къща ЕМАСhttp://knigolandia.info/book-/p......more",Notes are private!,0,14,1,"Mar 29, 2018","Mar 31, 2018","Mar 29, 2018",,Paperback,view (with text),/book/show/29855278
1223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Мафия в Прага,"Viewegh, Michal",,9789545531743,,382        pp,3.46,258,2011,2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Целата Чехия е купена, брато!: http://knigolandia.info/book-/m...Преди твърде много години вече прочетох страхотната “Чудесни години – кучета гиЦелата Чехия е купена, брато!: http://knigolandia.info/book-/m...Преди твърде много години вече прочетох страхотната “Чудесни години – кучета ги яли” на Михаил Вивег, затова и се зарадвах, че още два негови романа излизат на български – “Мафия в Прага” и “От Храда вее мраз”. Започвайки първия, се озовах внезапно в позната, прекалено позната реалност. Защото това е трилър, в който можем да сменим имената с тези на близки нам силни на деня – и нищичко няма да се промени. Вивег е убийствено смел и не крие, че в основата на творбата му са реалната корупция и безнаказност, които царят в неговата Чехия – която от наша гледна точка е образцова демокрация, но това само показва колко по-лоши ще да са нещата тук. В своя предговор той открито говори за политическите скандали, които са го провокирали да напише книгата, за непрозрачните сделки и всички гешефти, които са прогърмявали през държавата, но са останали ненаказани… а колко са минали под радара само.Издателство „Парадокс“http://knigolandia.info/book-/m......more",Notes are private!,0,11,1,"Mar 28, 2018","Mar 29, 2018","Mar 28, 2018",,Paperback,view (with text),/book/show/36456086
1224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"В сърцето на Странджа        (Софийски магьосници, #2)","Колев, Мартин*",,9789542825777,,308        pp,4.09,"1,107",unknown,"Apr 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"От сърцето на Странджа идва заплаха за софийските магьосници: http://knigolandia.info/book-/s...При излизането на продължението – “Софийски магьОт сърцето на Странджа идва заплаха за софийските магьосници: http://knigolandia.info/book-/s...При излизането на продължението – “Софийски магьосници. В сърцето на Странджа”, бях готов да напиша този текст, но реших да оставя другите да говорят, толкова сигурен бях в това, което бяха свършили Мартин и неговата внимателна редакторка Ганка Филиповска. И бях прав. Нямаше нужда изрично да препоръчвам книгата – тя сама пое по пътя на първата част и заедно показаха, че тази поредица има бъдеще. Но сега, през дългото лято, ми се иска и да си кажа и аз думите, които досега таях. Просто защото Мартин го заслужава – и да му благодаря още веднъж за доверието към нашия екип. С малко автори съм постигал такава хармония във взаимните очаквания и изпълнението им.CIELA Bookshttp://knigolandia.info/book-/s......more",Notes are private!,0,17,1,"Mar 27, 2018","Mar 29, 2018","Mar 27, 2018",,,view (with text),/book/show/39661137
1225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Бог не е велик,"Hitchens, Christopher",,9789542825876,,266        pp,3.96,"106,330",2007,2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Бог не е велик – никой от хилядите измислени от човечеството: http://knigolandia.info/book-/b...Атеизмът е у нас е трагично непознат. Зловещо изБог не е велик – никой от хилядите измислени от човечеството: http://knigolandia.info/book-/b...Атеизмът е у нас е трагично непознат. Зловещо изкривен е неговият публичен образ след десетилетията тоталитарна власт, която си присвои религиозната функция и култа към Тато и Партията, копирайки опита за Съветския съюз в това отношение. Насажданият формален атеизъм всъщност бе пародия на това вдъхновяващо хуманистично отричане на абсурдното, а милионите жертви на комунизма са прякото доказателство за човеконенавистничеството в основата на тази модерна и провалена в основите си политическа религия. У нас атеизмът се приема като нападка към църквата, празниците, трапезата, яденето и пиенето по десетки и стотици измислени поводи всяка година – приема се на битово, банално, нелепо лично ниво… обидно им е на хората, че някой не ще да бъде в тон с личното им светоусещане, формирано от невинните детски години. А атеизмът, особено този на Кристофър Хичънс, е много повече насочен към най-мощната съвременна религия – исляма, и нейният агресивен отговор на всеки опит за критика или осмисляне на догмите ѝ.CIELA Bookshttp://knigolandia.info/book-/b......more",Notes are private!,0,11,2,"Mar 26, 2018not set","Apr 09, 2018not set","Mar 26, 2018",,Paperback,view (with text),/book/show/40163439
1226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Повести на Белкин / Дама пика / Капитанската дъщеря,"Pushkin, Alexander",,9786190200901,,288        pp,4.26,"5,408",1836,"Sep 29, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Mar 26, 2018","Mar 28, 2018","Mar 26, 2018",,Hardcover,view,/book/show/36168021
1227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Великият бог Пан,"Machen, Arthur",,9789542825364,,150        pp,3.61,333,1894,Mar 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Великият бог Пан обсебва умовете и душите: http://knigolandia.info/book-/v...”Великият бог Пан” носи чудесния привкус на готическите истории, а Великият бог Пан обсебва умовете и душите: http://knigolandia.info/book-/v...”Великият бог Пан” носи чудесния привкус на готическите истории, а на мен ми напомняше силно и на Артър Конан Дойл и неговия герой Шерлок Холмс, чиито детективски случаи излизат в същия период. Макън създава жива творба, в която преплита своето детско увлечение по римската култура, смесва паганистичните вярвния с мистицизма, типичен за епохата, и дълбае в подсъзнателния ужас, който винаги е бил по-могъщ от натуралистичните кървища. Deja Bookhttp://knigolandia.info/book-/v......more",Notes are private!,0,17,1,not set,not set,"Mar 25, 2018",,Hardcover,view (with text),/book/show/38651773
1228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Не се предавайте!,"Meadows, Susannah",,9789542825814,,304        pp,4.07,391,"May 02, 2017",2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 24, 2018","Mar 25, 2018","Mar 24, 2018",,Paperback,view,/book/show/40602668
1229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Известен и мъртъв,"Elton, Ben",,9789542826132,,388        pp,3.67,"11,377",2001,"Jul 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Може да си известен, но скоро ще си мъртъв: http://knigolandia.info/book-/i...За да се издаде трилър на над 15 години, трябва да е наистина добъМоже да си известен, но скоро ще си мъртъв: http://knigolandia.info/book-/i...За да се издаде трилър на над 15 години, трябва да е наистина добър – и препоръката за “Известен и мъртъв” на Бен Елтън се оказа абсолютно точна. Рядко се среща книга, която смесва добро криминално разследване с такъв убийствено саркастичен стил, който те кара да се хилиш с глас и да мяташ подозрения във всички посоки. Елтън прави на пух и прах обсесията по реалитата и тяхната лъжлива аура на леко забавление и показва истинската им същност на хищническо воайорство, движено от низки страсти – и ако в реалния живот като цяло те имат някаква граница (нали?), то в романа му едно убийство, извършено пред камерите, довежда до истинска истерия и задълбочаване в ненаситната кръвожадност на човешката природа.CIELA Bookshttp://knigolandia.info/book-/i......more",Notes are private!,0,8,1,"Mar 24, 2018","Mar 24, 2018","Mar 24, 2018",,Paperback,view (with text),/book/show/40683414
1230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Земя за прицел: Изборът,"Бъчварова, Свобода",,9786192290054,,440        pp,4.67,220,1986,Nov 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"В тая страна само страхът всява уважение!: http://knigolandia.info/book-/z... Време на войни – вътре и вън. В третата част от поредицата “Земя зВ тая страна само страхът всява уважение!: http://knigolandia.info/book-/z... Време на войни – вътре и вън. В третата част от поредицата “Земя за прицел”, именувана “Изборът”, Борис Скарлатов вече поема изцяло ръководната роля. Банката е негова, но годините са смутни и нормалният бизнес е невъзможен. След Междусъюзническата война България е ранена жестоко, а на хоризонта се задава първият световен конфликт. Изборът с коя от страните ще се върви е избор съдбовен – и Свобода Бъчварова майсторски проследява и времената на неутралитет, и решенията, които отвеждат до влизането във войната – с всички триумфални и трагични последствия.БГкнигаhttp://knigolandia.info/book-/z......more",Notes are private!,0,10,1,"Mar 22, 2018","Mar 26, 2018","Mar 22, 2018",,Hardcover,view (with text),/book/show/36629067
1231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Книга за финландските джуджета,"Kunnas, Mauri",,9789545275944,,48        pp,4.12,290,1979,2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Финландските джуджета – понякога помощници, понякога пакостници: http://knigolandia.info/book-/k... Джуджетата във финландските приказки не са бФинландските джуджета – понякога помощници, понякога пакостници: http://knigolandia.info/book-/k... Джуджетата във финландските приказки не са брадатковците от мините, а живеят по домовете на хората. Също като нас, и те са много различни – някои са работливи и помагат в къщната работа, други са мързеливи или са дори побойници, като едно особено злополучно джудже, което се впуска в многочасова битка с мечка. Финландците от едно време знаят за джуджетата и се грижат добре за тях, но когато се случи да нарушат традицията, си патят – не са хич с лек нрав малките приказки създания. Но в крайна сметка всичко винаги си идва на мястото, когато получат пак дължимото уважение. Кунас разказва леко и уверено истории, които са се предавали (предполагам) от поколение на поколение – и ни дава възможност да се докоснем до автентичен фолклор, който прескача вековете.Издателство Дамян Яковhttp://knigolandia.info/book-/k......more",Notes are private!,0,5,1,"Mar 21, 2018","Mar 21, 2018","Mar 21, 2018",,Paperback,view (with text),/book/show/37666941
1232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Спящите красавици,"King, Stephen*",,9789546558237,,736        pp,3.73,"84,389","Sep 26, 2017","Feb 26, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Не смей да будиш спящите красавици: http://knigolandia.info/book-/s... Рядко се е случвало да бъда толкова раздвоен, особено пък от книга на СтиНе смей да будиш спящите красавици: http://knigolandia.info/book-/s... Рядко се е случвало да бъда толкова раздвоен, особено пък от книга на Стивън Кинг (в неясна като разпределение на труда колаборация със сина му Оуен Кинг). Има негови книги, които чисто и просто не харесвам – “Дума Ки” и “Талисманът” например, има и други, които обожавам – “Под купола” и “22 ноември 1963″ (по-старите като “Сблъсък”, “То”, “Дългата разходка” са ясни, те са еталон). Но “Спящите красавици” не знам къде да я поставя – от една страна, сякаш е писана, за да бъде политически коректна: оставени сами на себе си, мъжете започват войни, жените в същата ситуация създават утопичен рай. От друга, има си това хубаво, плътно писане и задълбочено развиване на образите… само дето това в крайна сметка не води никъде – в последните 200 страници вече ми бе писнало от всички герои и просто исках да науча какво ще се случи. И колкото и да ми се иска да разкостя края, не мога, всеки сам трябва да си го прочете и класифицира – и все пак поиздавам неща в текста си, четете на ваша отговорност натам.Издателска къща БАРДhttp://knigolandia.info/book-/s......more",Notes are private!,0,20,1,"Mar 18, 2018","Mar 24, 2018","Mar 18, 2018",,Paperback,view (with text),/book/show/38320727
1233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Хала,"Hill, Nathan",,9789542617815,,584        pp,4.08,"74,430","Aug 30, 2016","Mar 13, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Всеки спомен всъщност е белег: http://knigolandia.info/book-/h...Обичам ги тези мащабни американски романи, които през призмата на счупени семейВсеки спомен всъщност е белег: http://knigolandia.info/book-/h...Обичам ги тези мащабни американски романи, които през призмата на счупени семейства описват цели десетилетия исторически промени. “Хала” на Нейтън Хил, една от най-знаковите книги на 2016 г., която за щастие излезе и на български, се родее с ред книги, които спечелиха безброй читатели – “Поправките”, “Свобода” и “Чистота” на Джонатан Франзен, “Мидълсекс” и “Брачната фабула” на Джефри Юдженидис, “Щиглецът” и “Малкият приятел” на Дона Тарт, ”Невероятните приключения на Кавалиър и Клей” на Майкъл Шейбон, “Бели зъби” на Зейди Смит, “Ние, удавниците” на Карстен Йенсен и още много. През образа на една изчезнала майка и нейното изоставено дете, което така и никога не преодолява болката, Хил прави паралел между студентските протести срещу Виетнамската война през 1968 г. и движението “Окупирай Уолстрийт” преди няколко години. Но това не е роман за масите, които се вълнуват според вятъра, а за отделни хора, които са загубили посоката си – и техните избори пречупват собствените им животи, но и тези на околните.ИК ""Хермес""http://knigolandia.info/book-/h......more",Notes are private!,0,19,1,"Mar 13, 2018","Mar 17, 2018","Mar 13, 2018",,Paperback,view (with text),/book/show/38655948
1234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Виното на мъртвите,"Gary, Romain",,9789548311861,,194        pp,2.76,182,May 2014,"Oct 11, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 13, 2018","Mar 14, 2018","Mar 13, 2018",,Paperback,view,/book/show/36388786
1235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Серафина и изгубеното сърце        (Serafina #3),"Beatty, Robert*",,9786191514083,,296        pp,4.28,"7,490","Jul 03, 2017",2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Серафина не се страхува да умре, за да спаси приятелите си: http://knigolandia.info/book-/s...Рядко се случва у нас поредица да излезе така бързСерафина не се страхува да умре, за да спаси приятелите си: http://knigolandia.info/book-/s...Рядко се случва у нас поредица да излезе така бързо, че ясно да си спомняш предишните книги, но в случая със Серафина се получи чудесно. “Серафина и изгубеното сърце” на Робърт Бийти последва “Серафина и черният плащ” и “Серафина и магическият жезъл”, слагайки финал на приключенията на странното момиче, което живееше в дълбините на имението “Билтмор” с неофициална длъжност Г.Л.П. – главен ловец на плъхове. В предишните две части Серафина трябваше да се справи с множество изпитания, основното от които да излезе от сенките и да заяви своето същестуване пред света, на който не пасва – но тя успя, пребори се със зловещи същества, успя да преодолее дори момента, когато се чувстваше прогонена… и да се завърне и да защити своите близки. Но най-страшното предстои именно в третата част.Софтпресhttp://knigolandia.info/book-/s......more",Notes are private!,0,12,1,"Mar 12, 2018","Mar 13, 2018","Mar 12, 2018",,Paperback,view (with text),/book/show/37780355
1236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Джуджето Дългоноско,"Hauff, Wilhelm",,9786197055399,,48        pp,4.17,383,"Jan 01, 1826",2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Приказката за джуджето Дългоноско – отглас от детството: http://knigolandia.info/book-/d...И днес, в този вълшебен първи истински пролетен ден, Приказката за джуджето Дългоноско – отглас от детството: http://knigolandia.info/book-/d...И днес, в този вълшебен първи истински пролетен ден, си я прочетох с наслада – радвах се на спомените, които се връщаха, на познатите фрази и случки, на цялата история за момчето, което злата фея омагьоса и направи свой слуга. И как седем години по-късно то се спаси, само за да бъде отхвърлено от близките си, които не можеха да го разпознаят в ужасния образ, който носеше. И как става готвач при местния херцог, спасява една говореща гъска, и… знаете :)Издателство ""Лабиринт""​http://knigolandia.info/book-/d......more",Notes are private!,0,5,1,"Mar 11, 2018","Mar 11, 2018","Mar 11, 2018",,Hardcover,view (with text),/book/show/37848842
1237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Огледално докосване,"M.D., Joel Salinas,*",,9789542825791,,324        pp,3.65,286,"Apr 18, 2017",2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Огледално докосване – когато се губиш в болката на другия: http://knigolandia.info/book-/o... Точно преди година излезе един много важна за мен Огледално докосване – когато се губиш в болката на другия: http://knigolandia.info/book-/o... Точно преди година излезе един много важна за мен книга – мемоарът “И дъхът стана въздух” на Пол Каланити. За моя огромна изненада книгата стана една от най-успешните в моята редакция за годината, читателите я оцениха и обикнаха точно така, както и аз. Затова и с радост взех правата за “Огледално докосване” на Джоел Салинас – лекар, който наистина умее да усеща болката на пациентите чрез особена форма на синестезия. Това стига и до крайности - когато някой пациент умре, той преживява неволната си смърт – чувства как тялото му се изпразва и става безжизнено. В своя високохудожествен и много задълбочен мемоар Салинас разказва не само своя нелек живот, в който е трябвало да се бори с препятствия, абсурдни за нас, с “нормалните” мозъци, но и за много други хора с различни видове синестезия, които виждат света по начин, който дори не можем да си представим. Много велики творци са били синестети и на тях дължим изумителни произведения на изкуството, но тук се говори за не по-малко важното умение да четеш умовете и душите на хората, да изпитваш емпатия към тях, да се потапяш в болката им… и в крайна сметка да им помагаш да върнат контрола върху живота си – точно това, за което говори и Каланити с такава страст в своята книга.CIELA Bookshttp://knigolandia.info/book-/o......more",Notes are private!,0,10,1,"Mar 10, 2018","Mar 18, 2018","Mar 10, 2018",,Paperback,view (with text),/book/show/40101857
1238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Четвъртата маймуна        (4MK Thriller, #1)","Barker, J.D.*",,9789544093808,,413        pp,4.26,"46,427","Jun 27, 2017",Dec 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Не прави зло – или ще ти бъде причинено зло: http://knigolandia.info/book-/c...Едва ли са много трилърите, които започват със смъртта на серийниНе прави зло – или ще ти бъде причинено зло: http://knigolandia.info/book-/c...Едва ли са много трилърите, които започват със смъртта на серийния убиец, поне аз не бях чел такъв досега, така че “Четвъртата маймуна” на Джонатан Баркър прикова вниманието ми още с първите страници. Едно доскоро неуловимо чудовище лежи смазано на асфалта, а полицаят, който го е преследвал неуморно и отчаяно е броял жертвите, е готов на всичко, за да намери последната. Защото с тялото е намерена кутия – като тези, които изродът дълго време е изпращал, и в нея има познато съдържание: прясно отрязано човешко ухо. Системата е проста – убиецът иска да наказва тези, които са направили зло, и отвлича дъщерите им… в началото изпраща в кутия ухо, сетне очи, накрая език… в крайна сметка откриват тялото. Четирите маймуни, които не чуват, не виждат, не говорят, не правят зло… Неуловим и безмилостен, извергът пак и пак е убивал момичетата, за да накаже бащите им, които до един се оказват намесени в тъмни деяния.Pleiad Publishershttp://knigolandia.info/book-/c......more",Notes are private!,0,5,1,"Mar 08, 2018","Mar 12, 2018","Mar 08, 2018",,Paperback,view (with text),/book/show/37459598
1239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Артемида,"Weir, Andy*",,9789546558251,,400        pp,3.69,"271,009","Nov 14, 2017",2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Артемида, лунната колония, е в опасност: http://knigolandia.info/book-/a... Хич не му е било леко на Анди Уеър с “Артемида”. От една страна, тряАртемида, лунната колония, е в опасност: http://knigolandia.info/book-/a... Хич не му е било леко на Анди Уеър с “Артемида”. От една страна, трябва да надскача “Марсианецът”, която е чисто удоволствие, от друга – като се прицелва в Луната, там го чака например Робърт Хайнлайн с “Луната е наставница сурова” или пък по-новата “Луна: Новолуние” на Иън Макдоналд. Не че на Марс той не рискуваше сравнение с властелина Рей Бредбъри, но все пак по-близко, по-понятно… по-сложно. И ако самотата на Марк Уотни налагаше фокус върху оцеляването в дебютния роман на Уеър, тук главната героиня Джаз Башара трябва да се съсредоточи върху нещо сякаш не по-малко сложно – как да забогатее в лунния град Артемида, без да бъде експулсирана скоропостижно на Земята. А това за човек, живял толкова години в ниска гравитация, е равносилно на изтезание.Издателска къща БАРДhttp://knigolandia.info/book-/a......more",Notes are private!,0,11,1,"Mar 06, 2018","Mar 08, 2018","Mar 06, 2018",,Paperback,view (with text),/book/show/38942481
1240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Жената в каюта 10,"Ware, Ruth*",,9789542617730,,320        pp,3.74,"617,157","Jun 30, 2016","Feb 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Жена в каюта 10 не е имало… но е мъртва: http://knigolandia.info/book-/j...Чаках с голямо нетърпение излизането на “Жената в каюта 10″ на Рут УеЖена в каюта 10 не е имало… но е мъртва: http://knigolandia.info/book-/j...Чаках с голямо нетърпение излизането на “Жената в каюта 10″ на Рут Уеър, което позапълних с предния ѝ издаден на български роман – “В тъмната гора”. Новата мистерия е отново в подходяща камерна обстановка, само че вместо усамотена къща в гората сцената е свръхлуксозен круизен кораб. На борда му са както собственикът и неговата съпруга, така и журналисти и инвеститори – първият курс на “Аурора” трябва да бъде съвършен и подобаващо отразен, за да привлече бъдещите клиенти с дълбоки джобове, които искат да се насладят на фиордите и северното сияние по крайбрежието на Норвегия.ИК ""Хермес""​http://knigolandia.info/book-/j......more",Notes are private!,0,6,1,"Mar 05, 2018","Mar 06, 2018","Mar 05, 2018",,Paperback,view (with text),/book/show/38199364-10
