,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Steph's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Darker,"Feeney, Alice*",1250843936,9781250843937,1250843936,338        pp,3.77,"174,837","Aug 30, 2022","Aug 30, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Mar 05, 2024","Mar 05, 2024",,Hardcover,view,/book/show/59808050-daisy-darker
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before We Were Yours,"Wingate, Lisa*",0425284689,9780425284681,0425284689,342        pp,4.40,"606,874","Jun 06, 2017","Jun 06, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Mar 05, 2024","Mar 05, 2024",,Hardcover,view,/book/show/32148570-before-we-were-yours
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wynken, Blynken, & Nod","Field, Eugene",1558584226,9781558584228,1558584226,32        pp,4.26,"1,531","Mar 09, 1889","Sep 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 02, 2024","Mar 03, 2024",,Hardcover,view,/book/show/372654.Wynken_Blynken_Nod
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rock Paper Scissors,"Feeney, Alice*",1250266106,9781250266101,1250266106,294        pp,3.93,"422,996","Aug 19, 2021","Sep 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 19, 2024","Feb 19, 2024",,Hardcover,view,/book/show/56269064-rock-paper-scissors
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We All Have a God Light,"Banker, Christine",0999702718,9780999702710,0999702718,32        pp,4.50,4,unknown,"Jan 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 11, 2024","Feb 12, 2024",,Hardcover,view,/book/show/41443606-we-all-have-a-god-light
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ex Hex        (The Ex Hex, #1)","Sterling, Erin",006302747X,9780063027473,006302747X,308        pp,3.50,"199,170","Sep 28, 2021","Sep 28, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 11, 2024","Feb 11, 2024",,Paperback,view,/book/show/56554626-the-ex-hex
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard-Boiled Bugs for Breakfast: And Other Tasty Poems,"Prelutsky, Jack",0063019132,9780063019133,0063019132,144        pp,3.67,135,unknown,"Jan 19, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 11, 2024","Feb 11, 2024",,Hardcover,view,/book/show/53240828-hard-boiled-bugs-for-breakfast
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chairs on Strike: A Funny, Rhyming, Read Aloud Kid's Book For Preschool, Kindergarten, 1st grade, 2nd grade, 3rd grade, or Early Readers","Jones, Jennifer",,,B0985TWQTP,33        pp,4.17,217,unknown,"Jun 27, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Feb 08, 2024not set","Feb 08, 2024",,Kindle Edition,view,/book/show/58455350-chairs-on-strike
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Thorns and Roses        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",1635575567,9781635575569,1635575567,419        pp,4.20,"2,490,182","May 05, 2015","Jun 02, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 26, 2024","Jan 26, 2024",,Paperback,view,/book/show/50659467-a-court-of-thorns-and-roses
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crossed        (Never After, #5)","McIntire, Emily*",,,B0BSMLCV2L,418        pp,3.76,"30,265","Aug 01, 2023","Aug 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 25, 2024","Jan 25, 2024",,Kindle Edition,view,/book/show/80340956-crossed
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Till Murder Do Us Part        (ID True Crime, 6)","Patterson, James*",1538752484,9781538752487,1538752484,340        pp,3.89,"4,557","Jan 19, 2021","Jan 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 14, 2024","Jan 14, 2024",,Paperback,view,/book/show/53376394-till-murder-do-us-part
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl in the Castle,"Patterson, James*",,,B09T96694W,368        pp,3.67,6,unknown,"Sep 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 07, 2024","Jan 07, 2024",,Kindle Edition,view,/book/show/74768738-the-girl-in-the-castle
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sadie,"Summers, Courtney*",1250105714,9781250105714,1250105714,308        pp,4.05,"118,248","Sep 04, 2018","Sep 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 02, 2024","Jan 02, 2024",,Hardcover,view,/book/show/34810320-sadie
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Essex Serpent,"Perry, Sarah",0062666371,9780062666376,0062666371,422        pp,3.53,"63,002","May 27, 2016","Jun 06, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 31, 2023","Dec 31, 2023",,Hardcover,view,/book/show/32075861-the-essex-serpent
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mask of the Red Death,"Poe, Edgar Allan",,,,unknown,4.07,"39,294",May 1842,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 30, 2023","Dec 30, 2023",,,view,/book/show/3423627-mask-of-the-red-death
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hearts, Keys, and Puppetry","Gaiman, Neil*",,,B0037MA85U,2        pp,3.17,"1,006","Feb 01, 2010","Feb 08, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 30, 2023","Dec 30, 2023",,Audible Audio,view,/book/show/10364053-hearts-keys-and-puppetry
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Deaf, Dumb, and Blind","Lovecraft, H.P.",,,B08TG5Z85J,27        pp,2.50,2,unknown,"Jan 18, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 30, 2023","Dec 30, 2023",,Kindle Edition,view,/book/show/56764777-deaf-dumb-and-blind
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lodging for the Night,"Stevenson, Robert Louis",,,B00BD1LMNE,29        pp,3.23,487,1877,"Feb 08, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 30, 2023","Dec 30, 2023",,Kindle Edition,view,/book/show/2793668-a-lodging-for-the-night
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middle School The Worst Years Of My Life,"Patterson, James*",0099596784,9780099596783,0099596784,281        pp,4.04,"22,970","Jan 01, 2011","Jan 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 30, 2023","Dec 30, 2023",,Paperback,view,/book/show/22934599-middle-school-the-worst-years-of-my-life
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaping Beauty: And Other Animal Fairy Tales,"Maguire, Gregory",0060564199,9780060564193,0060564199,224        pp,3.36,"1,383","Jan 01, 2004","Feb 21, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 29, 2023","Dec 29, 2023",,Paperback,view,/book/show/24934.Leaping_Beauty
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cinnamon,"Gaiman, Neil*",,,,40        pp,3.66,"3,959",1995,1995,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 28, 2023","Dec 28, 2023",,ebook,view,/book/show/13389825-cinnamon
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chu's Day        (Chu, #1)","Gaiman, Neil*",0062017810,9780062017819,0062017810,30        pp,3.87,"5,352",Jan 2013,Jan 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 28, 2023","Dec 28, 2023",,Hardcover,view,/book/show/15727792-chu-s-day
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chu's Day at the Beach,"Gaiman, Neil*",0062223992,9780062223999,0062223992,32        pp,3.85,"1,518","Apr 07, 2015","Apr 07, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 28, 2023","Dec 28, 2023",,Hardcover,view,/book/show/22864821-chu-s-day-at-the-beach
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sherlock Holmes & the Christmas Demon,"Lovegrove, James",1785658026,9781785658020,1785658026,375        pp,3.87,"3,671","Oct 29, 2019","Oct 22, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 16, 2023","Dec 17, 2023",,Hardcover,view,/book/show/44667139-sherlock-holmes-the-christmas-demon
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Christmas Wedding,"Patterson, James*",031609739X,9780316097390,031609739X,266        pp,3.34,"20,194","Oct 17, 2011","Oct 17, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 08, 2023","Dec 08, 2023",,Hardcover,view,/book/show/10844125-the-christmas-wedding
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pine Tree at St. Martin,"Coelho, Paulo*",0061721492,9780061721496,0061721492,unknown,3.55,203,1999,"Nov 04, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 06, 2023","Dec 06, 2023",,Audio,view,/book/show/13620312-the-pine-tree-at-st-martin
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lump of Coal,"Snicket, Lemony*",0061574287,9780061574283,0061574287,40        pp,4.01,"3,356","Sep 30, 2008","Sep 30, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 03, 2023","Dec 03, 2023",,Hardcover,view,/book/show/2850394-the-lump-of-coal
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wishin' and Hopin',"Lamb, Wally*",,,,268        pp,3.59,"17,634","Nov 01, 2009","Nov 21, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 02, 2023","Dec 02, 2023",,Kindle Edition,view,/book/show/8152697-wishin-and-hopin
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Town Divided by Christmas,"Card, Orson Scott",1538556855,9781538556856,1538556855,134        pp,3.35,"1,060","Nov 06, 2018","Nov 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2023,"Nov 30, 2023",,Hardcover,view,/book/show/40753011-a-town-divided-by-christmas
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bar Harbor Retirement Home for Famous Writers,"DeFino, Terri-Lynne*",0062742698,9780062742698,,336        pp,3.77,"4,101","Jun 12, 2018","Jun 12, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 28, 2023","Nov 28, 2023",,ebook,view,/book/show/35230463-the-bar-harbor-retirement-home-for-famous-writers
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to a Young Poet,"Rilke, Rainer Maria",0486422453,9780486422459,0486422453,80        pp,4.30,"92,272",1929,"May 08, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 26, 2023","Nov 26, 2023",,Paperback,view,/book/show/46199.Letters_to_a_Young_Poet
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sleeper and the Spindle [Audio],"Gaiman, Neil*",148935025X,9781489350251,,unknown,4.00,13,unknown,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 19, 2023","Nov 19, 2023",,Audio CD,view,/book/show/199026871-the-sleeper-and-the-spindle-audio
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spare,Prince Harry,0593593804,9780593593806,0593593804,410        pp,3.86,"354,053","Jan 10, 2023","Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Nov 19, 2023","Nov 19, 2023",,Hardcover,view,/book/show/62296528-spare
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Instructions,"Gaiman, Neil*",0061960306,9780061960307,0061960306,40        pp,4.28,"7,537","Apr 27, 2010","Apr 27, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 14, 2023","Nov 14, 2023",,Hardcover,view,/book/show/7023148-instructions
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crazy hair,"Gaiman, Neil*",0060579080,9780060579081,B00A2KEFRW,40        pp,3.97,"3,422","May 26, 2009","May 26, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 14, 2023","Nov 14, 2023",,Paperback,view,/book/show/4583488-crazy-hair
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Battle        (Chronicles of Narnia, #7)","Lewis, C.S.",0007202326,9780007202324,0007202326,288        pp,4.01,"276,164","Sep 04, 1956","Jun 20, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 14, 2023","Nov 14, 2023",,Paperback,view,/book/show/84369.The_Last_Battle
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Horse and His Boy        (Chronicles of Narnia, #5)","Lewis, C.S.",0439861365,9780439861366,0439861365,224        pp,3.91,"350,904","Sep 06, 1954",1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 13, 2023","Nov 13, 2023",,Paperback,view,/book/show/84119.The_Horse_and_His_Boy
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silver Chair        (Chronicles of Narnia, #4)","Lewis, C.S.",,,,243        pp,3.95,"297,700","Sep 07, 1953","Jan 02, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 11, 2023","Nov 11, 2023",,Paperback,view,/book/show/65641.The_Silver_Chair
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Voyage of the Dawn Treader        (Chronicles of Narnia, #3)","Lewis, C.S.",006112527X,9780061125270,006112527X,248        pp,4.09,"469,514","Sep 15, 1952","Sep 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 07, 2023","Nov 07, 2023",,Hardcover,view,/book/show/140225.The_Voyage_of_the_Dawn_Treader
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prince Caspian        (Chronicles of Narnia, #2)","Lewis, C.S.",000720230X,9780007202300,000720230X,240        pp,3.98,"438,084","Oct 15, 1951","Jun 20, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Nov 05, 2023not set","Nov 05, 2023",,Hardcover,view,/book/show/121749.Prince_Caspian
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,550","Apr 05, 2022","May 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 28, 2023","Oct 28, 2023",,Hardcover,view,/book/show/58446227-sea-of-tranquility
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Match Girl,"Andersen, Hans Christian",0439643635,9780439643634,0439643635,32        pp,4.09,"26,867","Dec 01, 1845",2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 17, 2023","Oct 17, 2023",,Paperback,view,/book/show/342994.The_Little_Match_Girl
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sweetness at the Bottom of the Pie        (Flavia de Luce, #1)","Bradley, Alan*",,,B0027G6XDS,386        pp,3.82,"168,873","Apr 28, 2009","Apr 28, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 15, 2023","Oct 15, 2023",,Kindle Edition,view,/book/show/40605285-the-sweetness-at-the-bottom-of-the-pie
