,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jamie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autists: Women on the Spectrum,"Törnvall, Clara",1922585890,9781922585899,1922585890,224        pp,4.02,"1,904",2021,"May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2024",,Paperback,view,/book/show/62820205-the-autists
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in the Spires,"Charles, K.J.*",1805082280,9781805082286,B0CX9NJRC2,273        pp,4.62,176,"Apr 11, 2024","Apr 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2024",,Kindle Edition,view,/book/show/209563735-death-in-the-spires
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Native Nations: A Millennium in North America,"DuVal, Kathleen*",0525511032,9780525511038,0525511032,752        pp,4.67,15,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2024",,Hardcover,view,/book/show/186872416-native-nations
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deviant Hollers: Queering Appalachian Ecologies for a Sustainable Future,"Foote, Stephanie",0813199301,9780813199306,0813199301,246        pp,0.00,0,unknown,"Apr 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Hardcover,view,/book/show/144053291-deviant-hollers
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dayspring,"Oliveira, Anthony*",,,,432        pp,4.55,56,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2024",,,view,/book/show/59684094-dayspring
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Theoretically Straight,"Eberhart, Alexander C.*",,,,unknown,4.18,564,unknown,"Nov 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn’t quite in the mood for YA when I read this, but it was the last day of my annual KU trial and I wanted to zip through it quickly to get a feelI wasn’t quite in the mood for YA when I read this, but it was the last day of my annual KU trial and I wanted to zip through it quickly to get a feel for how the authors handled the Christianity and coming out stuff. Verdict: handled really well. Especially the diverging reactions of the parents, the mom who slowly, slowly changes her mind and the father who vehemently doesn’t. It felt realistic in a painful way. Also Theo’s sister swooping in with the extensive theological and historical research (she is me!) and the father just chucking it in the bin. Oof.Some of the rest was more meh; I didn’t get engrossed in the viral tiktok plot, but that’s me showing my age. Big points for how the ex-girlfriend who outed them was handled though. I like that it didn’t go straight to instant forgiveness and understanding, but really drove home the impact of it.Three stars because it was very YA when I wasn’t quite in the mood; four stars because it was well done YA. I may be counting down to forty, but part of me still needs to read the books that would have helped a lot at fourteen. (NGL, after the Alice Oseman kerfuffle, it was great to see praise for BL and yaoi right there in the text.)...more",Notes are private!,0,2,1,"Feb 24, 2024","Feb 24, 2024","Mar 27, 2024",,Paperback,view (with text),/book/show/201945730-theoretically-straight
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Can't Say No to the Lonely Girl 1,Kashikaze,,9798888771099,B0CB7P71WT,176        pp,3.92,262,unknown,"Mar 19, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is SO CUTE. The art style, the characters, the story, all of it. It takes some suspension of belief re: the teacher bribing a student, but the teThis is SO CUTE. The art style, the characters, the story, all of it. It takes some suspension of belief re: the teacher bribing a student, but the teacher is so bizarre and funny that the plot gimmick works in this fun nonsensical way and I want to see more of her story.The way the loneliness is portrayed is genuinely moving, and the blossoming friendship(s) among the girls is just as good as the kissing parts. I want to read the rest asap and see where the story goes.ARC kindly provided by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,0,1,"Mar 26, 2024","Mar 26, 2024","Mar 27, 2024",,Paperback,view (with text),/book/show/184590894-i-can-t-say-no-to-the-lonely-girl-1
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Collapse Feminism: The Online Battle for Feminism's Future,"Cappelle, Alice",1915672023,9781915672025,B0BVTJLXBS,222        pp,4.14,200,"Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Kindle Edition,view,/book/show/122825014-collapse-feminism
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elite Capture: How the Powerful Took Over Identity Politics,"Táíwò, Olúfẹ́mi O.",1642596884,9781642596885,1642596884,157        pp,4.01,"2,231",2022,"May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Paperback,view,/book/show/59463840-elite-capture
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the World Beside,"Conley, Garrard*",0525537333,9780525537335,0525537333,352        pp,4.04,103,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Hardcover,view,/book/show/181350347-all-the-world-beside
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Infrastructure Works: Inside the Systems That Shape Our World,"Chachra, Deb",0593086597,9780593086612,B0BV1LSLCH,320        pp,3.70,352,unknown,"Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2024",,Kindle Edition,view,/book/show/112976320-how-infrastructure-works
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Knows Your Mother Is a Witch,"Galchen, Rivka",0374280460,9780374280468,0374280460,275        pp,3.40,"10,426","Jun 08, 2021","Jun 08, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Historical (fan)fiction of Katarina Kepler, Johannes Kepler’s mother, famously tried as a witch. It’s fantastic, the character work, the structure, thHistorical (fan)fiction of Katarina Kepler, Johannes Kepler’s mother, famously tried as a witch. It’s fantastic, the character work, the structure, the narrative voice(s), the exuberant black humor that becomes blacker and blacker as it follows the warp of history. An impressive example of what the genre can do, no boring litfic pretentiousness here.I am astonished at all the expense and effort given to the useless work of books. Each party forbids the books of the other party. It’s a vanity. Hans tells me his books can be bought even in Rome, he says it proudly, and, sure, I see that. He also says the bookseller has to hide the books under the counter and offer them only to those who know to ask—the books are mistresses. The men brag about them. Another realm for snobbery. And recklessness. I suspect the only thing I would be interested in reading would be a history. But I’m told histories are hated, which is not surprising. People prefer to make it up themselves....more",Notes are private!,0,2,1,"Jan 26, 2024",Feb 2024,"Mar 16, 2024",,Hardcover,view (with text),/book/show/54785536-everyone-knows-your-mother-is-a-witch
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ladies of Grace Adieu and Other Stories,"Clarke, Susanna",1596912510,9781596912519,1596912510,235        pp,3.87,"21,155","Oct 17, 2006","Oct 17, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Basically extended footnotes for Strange and Norrell. The way Susanna Clarke painstakingly recreates some of the best 19th century British literature Basically extended footnotes for Strange and Norrell. The way Susanna Clarke painstakingly recreates some of the best 19th century British literature is a pleasure to read....more,Notes are private!,0,5,1,"Feb 04, 2024","Feb 07, 2024","Mar 16, 2024",,Hardcover,view (with text),/book/show/15161.The_Ladies_of_Grace_Adieu_and_Other_Stories
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shattered Spear,"Heikkilä, Otava",,,,50        pp,4.33,83,2019,2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a powerful example of what comics/graphic novels can do, with images more than words. I loved it. And more fiction of any kind set in the neolithSuch a powerful example of what comics/graphic novels can do, with images more than words. I loved it. And more fiction of any kind set in the neolithic middle east, please....more",Notes are private!,0,2,1,"Jan 20, 2024","Jan 20, 2024","Mar 16, 2024",,ebook,view (with text),/book/show/44601656-shattered-spear
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Fox Roads,"Vo, Nghi*",,,,29        pp,4.10,294,"Oct 31, 2023","Oct 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nghi Vo can write queer Jazz Age fanfic for me all day any day. (Also excellent: the Venn diagram of her Chinese and Vietnamese characters, the overlaNghi Vo can write queer Jazz Age fanfic for me all day any day. (Also excellent: the Venn diagram of her Chinese and Vietnamese characters, the overlapping similarities and the differences.)...more",Notes are private!,0,1,1,"Feb 19, 2024","Feb 19, 2024","Mar 16, 2024",,ebook,view (with text),/book/show/201152689-on-the-fox-roads
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Favors: The Definitive Girly Porno Collection,"Coover, Colleen*",1620103982,9781620103982,1620103982,254        pp,3.77,311,"Apr 26, 2017","Apr 26, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Haaaaa, this was so FUN. And hot. And silly. I loved the manifesto introduction by Kelly Sue Deconnick about the power of play and the radical defiancHaaaaa, this was so FUN. And hot. And silly. I loved the manifesto introduction by Kelly Sue Deconnick about the power of play and the radical defiance of silliness, how it’s like lowering a rope in a dark well that saves the people at both ends. ...more",Notes are private!,0,1,1,"Feb 09, 2024","Feb 09, 2024","Mar 16, 2024",,Hardcover,view (with text),/book/show/32783359-small-favors
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mothballs,"Otero, Sole*",1683969618,9781683969617,1683969618,336        pp,4.06,717,"Nov 12, 2020","Aug 13, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I could stare at the art all day, and the story is worthy of it. A provisional five stars once I get to read the last one hundred pages that weren’t iI could stare at the art all day, and the story is worthy of it. A provisional five stars once I get to read the last one hundred pages that weren’t included in the ARC. And I’m not even mad about that, that’s how good the first two hundred pages are. ARC kindly provided by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,1,1,"Feb 29, 2024",Mar 2024,"Mar 16, 2024",,Paperback,view (with text),/book/show/199719594-mothballs
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Way to Change: A Gentle Guide to Personal Transformation and Collective Liberation―Poems, Prose, Practices","Chung, Jezz",1797226193,9781797226194,1797226193,224        pp,3.77,13,unknown,"Mar 19, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a good book to graze through, gleaning what speaks to you and leaving the rest. For me, the care compass is helpful. I like any ideas about plThis is a good book to graze through, gleaning what speaks to you and leaving the rest. For me, the care compass is helpful. I like any ideas about pleasure, intuition, and curiosity. It is also very… Brooklyn, though. Sometimes I play a game where I don’t look up the location or credentials of an author and try to guess based on the words; 9 out of 10 times I’m right when it’s Brooklyn. And by that I mean, it’s a particular flavor of the social justice world (and identitarianism) that will either be empowering or alienating, if not downright hypocritical, depending on your context for it. ARC kindly provided by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,0,1,"Feb 24, 2024","Feb 29, 2024","Mar 16, 2024",,Hardcover,view (with text),/book/show/182762015-this-way-to-change
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood in the Machine: The Origins of the Rebellion Against Big Tech,"Merchant, Brian",0316487740,9780316487740,0316487740,416        pp,4.11,517,"May 30, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/59801798-blood-in-the-machine
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of Normality: Neurodiversity and Capitalism,"Chapman, Robert",0745348661,9780745348667,0745348661,224        pp,4.49,167,unknown,"Nov 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Paperback,view,/book/show/123844668-empire-of-normality
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holding It Together: How Women Became America's Safety Net,"Calarco, Jessica",0593538129,9780593538128,0593538129,336        pp,0.00,0,"Jun 04, 2024","Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2024",,Hardcover,view,/book/show/198563770-holding-it-together
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spectrum: An Autistic Horror Anthology,"Loayza, Aquino*",,9798986845555,B0CTS3TL6H,240        pp,4.50,10,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2024",,Paperback,view,/book/show/206748860-spectrum
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Taste of Honey        (The Sorcerer of the Wildeeps, #2)","Wilson, Kai Ashante",,,B01FQQ451C,160        pp,3.85,"2,508","Oct 25, 2016","Oct 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"That ending! Talk about an ending that twists everything you thought you read for the previous 159 pages (I dare say, happily so).Kai Ashante Wilson mThat ending! Talk about an ending that twists everything you thought you read for the previous 159 pages (I dare say, happily so).Kai Ashante Wilson messes with the genre bounds again, melding psionics and telekinesis and Greek oracles as fluently as his languages. The only thing I missed was the wild linguistic experimentation of the first book, but this one is its own fantastic thing too....more",Notes are private!,0,5,1,"Jan 11, 2024","Jan 11, 2024","Feb 07, 2024",,Kindle Edition,view (with text),/book/show/30197853-a-taste-of-honey
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sorcerer of the Wildeeps        (The Sorcerer of the Wildeeps, #1)","Wilson, Kai Ashante",0765385244,9780765385246,0765385244,212        pp,3.55,"3,825","Sep 01, 2015","Sep 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whoa. Masterful use of dialect and structure to deconstruct the traditional bounds of genre and narrative. The way the characters code-switch their waWhoa. Masterful use of dialect and structure to deconstruct the traditional bounds of genre and narrative. The way the characters code-switch their way through multiple registers and languages—well-known and invented—is reflected in the way the novella flips through genres like a catalog, exposing the expectations and limitations of each. My own expectations were high due to this essay by the author on linguistics, dialect and race, but the reality impressed me even more.Linguistically and mythologically it’s a marvel. ...more",Notes are private!,0,4,1,"Jan 07, 2024","Jan 09, 2024","Feb 07, 2024",,Paperback,view (with text),/book/show/25819519-the-sorcerer-of-the-wildeeps
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Steerswoman        (The Steerswoman, #1)","Kirstein, Rosemary",0345357620,9780345357625,0345357620,279        pp,4.02,"3,404","Aug 13, 1989","Aug 13, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2024",,Mass Market Paperback,view,/book/show/793297.The_Steerswoman
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sorceress Comes to Call,"Kingfisher, T.",1250244072,9781250244079,1250244072,336        pp,4.54,98,"Aug 06, 2024","Aug 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Hardcover,view,/book/show/195790847-a-sorceress-comes-to-call
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autistic State of Mind: The chaotic symphony of a late-diagnosed woman's mind,"Francis, Kayla",,,B0C3MQ6FRP,77        pp,4.50,105,unknown,"Apr 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s so short! A great chapbook read, but it ends abruptly, I wish it was three times as long.",Notes are private!,0,1,1,"Jan 06, 2024","Jan 06, 2024","Jan 18, 2024",,Kindle Edition,view (with text),/book/show/141688410-autistic-state-of-mind
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Six Deaths of the Saint        (Into Shadow, #3)","Harrow, Alix E.*",166250957X,9781662509575,B0BGQ9B7LF,36        pp,4.33,"16,292","Nov 15, 2022","Nov 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a mash-up of so many other stories I’ve read (and liked!) that it weirdly feels like I’ve read it a dozen times before—not even counting the wThis is a mash-up of so many other stories I’ve read (and liked!) that it weirdly feels like I’ve read it a dozen times before—not even counting the way the narrative repeats itself within 30 short pages. It’s satisfying, if not surprising, to know exactly how it would end. A poignant and beautifully-written tale. Spear is still my current gold standard for Arthurian retellings, and appropriately enough, there’s a  from Alix Harrow about the sheer sensory joy of that gender-bent, linguistic feast—no wonder she wanted to try her own hand at it....more",Notes are private!,0,8,1,"Jan 11, 2024","Jan 11, 2024","Jan 18, 2024",,Kindle Edition,view (with text),/book/show/62991463-the-six-deaths-of-the-saint
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,vermilion,"Gibbon, Samantha Erron",,9781959118855,,80        pp,4.04,28,unknown,"Jan 02, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sparse and evocative, a visual poem where the narrative is carried is by the images as much as the words. It was great timing to read this alongside ASparse and evocative, a visual poem where the narrative is carried is by the images as much as the words. It was great timing to read this alongside Always Coming Home. ARC kindly provided by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,0,1,"Jan 02, 2024","Jan 02, 2024","Jan 15, 2024",,Paperback,view (with text),/book/show/203122132-vermilion
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gulf,"Souza, Adam de",1774880733,9781774880739,1774880733,240        pp,4.17,103,unknown,"Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Hardcover,view,/book/show/174147342-the-gulf
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lunar New Year Love Story,"Yang, Gene Luen*",1250908264,9781250908261,,352        pp,4.44,"2,582","Jan 09, 2024","Jan 09, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What I loved: the cultural stuff, especially lion dancing, and the nuance about the Asian diaspora (Vietnamese, Chinese, and Korean all represented).WWhat I loved: the cultural stuff, especially lion dancing, and the nuance about the Asian diaspora (Vietnamese, Chinese, and Korean all represented).What I wasn’t expecting: Lunar New Year actually plays a small part in the story; it’s much more focused on Valentine’s Day and Catholicism.What wasn’t my thing: (view spoiler)[the way the love story was handled at the end, with teens making transcontinental flights and big commitments before they even graduate high school, and indeed without ever being in a relationship at all (hide spoiler)]. The uncritical way this was presented, without any commentary on the subject, bothers me the way grand Disney stories aimed at kids usually do, guaranteeing a (patriarchal, heteronormative, often impossible) happy ever after without any of its downsides, like the high risk of destructive relationships, immature emotional intelligence and lack of healthy communication skills. I don’t mind a story now and then that goes for romance over reality, but when it’s the dominant cultural narrative to the extent that it is today, then the stories that present it uncritically, especially to young people, get an extra dose of skepticism from me. It seemed extra odd to do that here when a main part of the story is that the adult relationships are all in shambles.Anyway. 3.5 stars and I could round up when I’m thinking about the art and the uncle, or round down when thinking about the cliches and grand gestures.(It’s also wayyy more text heavy than some of the other comics/graphic novels I’ve read recently. That’s neither here nor there, nothing wrong with that, but there were a few times it felt like the authors didn’t trust the images to convey the meaning, and I like feeling that trust instead.)...more",Notes are private!,0,2,1,"Mar 09, 2024","Mar 12, 2024","Jan 15, 2024",,Paperback,view (with text),/book/show/123023430-lunar-new-year-love-story
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Council of Frogs,"Emmons, Matt",,,,130        pp,4.80,98,unknown,May 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/152611706-the-council-of-frogs
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Guest in the House,"Carroll, Emily",125025552X,9781250255525,125025552X,256        pp,4.07,"4,241","Aug 15, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Hardcover,view,/book/show/61484875-a-guest-in-the-house
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buzzelli Collected Works Vol. 1: The Labyrinth,"Buzzelli, Guido",1942801424,9781942801429,1942801424,136        pp,4.33,9,unknown,"Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/126131556-buzzelli-collected-works-vol-1
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chromatic Fantasy,"A., H.",,9798886200324,B0BY4CKMQB,312        pp,4.46,426,unknown,"Oct 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/123350811-the-chromatic-fantasy
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Country: Searching for Home in (Very) Rural America,"Mahdavian, Navied",1797223674,9781797223674,1797223674,288        pp,3.99,950,"Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/115575694-this-country
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Thunder & Lightning,"Wang, Kimberly",,9798886200287,B0BY4DR2KR,80        pp,3.78,111,unknown,"Aug 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/123676071-of-thunder-lightning
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Restless,"Kai, Joseph",1951491211,9781951491215,,160        pp,3.90,135,unknown,"May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/79147610-restless
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hungry Ghost,"Ying, Victoria*",1250766990,9781250766991,1250766990,208        pp,4.02,"3,706","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/60316974-hungry-ghost
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bea Wolf,"Weinersmith, Zach*",1250776295,9781250776297,1250776295,208        pp,4.37,"2,291","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/60316971-bea-wolf
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hard Switch,"Pomery, Owen D*",1910395706,9781910395707,1910395706,100        pp,3.84,244,unknown,"Dec 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/60415020-the-hard-switch
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parasocial,"Campi, Alex de",1534399372,9781534399372,1534399372,128        pp,3.54,491,unknown,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/123077527-parasocial
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Infinity Particle,"Xu, Wendy",0062955772,9780062955777,0062955772,272        pp,4.04,"1,672","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/63930920-the-infinity-particle
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thieves,"Bryon, Lucie",1838741194,9781838741198,1838741194,208        pp,4.22,"3,543","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/60665429-thieves
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ocean,"Bryon, Lucie",,,,unknown,4.72,29,unknown,"Oct 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,ebook,view,/book/show/199312607-ocean
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl Juice,"Nate, Benji",1770466630,9781770466630,1770466630,176        pp,3.99,"1,320",unknown,"May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/62039160-girl-juice
