,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,karen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Quickly, While They Still Have Horses: Stories","Carson, Jan*",1668056615,9781668056615,1668056615,288        pp,4.06,32,unknown,"Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Paperback,view,/book/show/199797939-quickly-while-they-still-have-horses
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spitting Gold,"Lowkis, Carmella",1668024950,9781668024959,1668024950,304        pp,3.96,124,unknown,"May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Hardcover,view,/book/show/199797612-spitting-gold
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Need You to Read This,"Maxwell, Jessa*",1668008033,9781668008034,1668008033,304        pp,3.81,117,"Aug 13, 2024","Aug 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Hardcover,view,/book/show/199798497-i-need-you-to-read-this
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreadful,"Rozakis, Caitlin*",1803365471,9781803365473,,368        pp,4.06,80,"May 28, 2024","May 28, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 17, 2024","Mar 20, 2024","Mar 20, 2024",,Paperback,view,/book/show/63051209-dreadful
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chateau,"Goldis, Jaclyn*",1668013029,9781668013021,1668013029,336        pp,3.52,"10,497","May 23, 2023","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Paperback,view,/book/show/176442775-the-chateau
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Debutantes,"Worley, Olivia*",1250881463,9781250881465,1250881463,352        pp,5.00,4,unknown,"Oct 29, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Paperback,view,/book/show/203578802-the-debutantes
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unwedding,"Condie, Ally*",1538757583,9781538757581,1538757583,320        pp,3.79,92,"Jun 04, 2024","Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/199262864-the-unwedding
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sorceress Comes to Call,"Kingfisher, T.",1250244072,9781250244079,1250244072,336        pp,4.55,96,"Aug 06, 2024","Aug 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/195790847-a-sorceress-comes-to-call
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dictionary of Fine Distinctions: Nuances, Niceties, and Subtle Shades of Meaning","Burnstein, Eli*",1454952350,9781454952350,1454952350,208        pp,4.33,6,unknown,"Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/199868115-dictionary-of-fine-distinctions
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Time She Saw Him,"White, Kate*",0063247399,9780063247390,0063247399,304        pp,3.38,157,"May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Paperback,view,/book/show/196774350-the-last-time-she-saw-him
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piglet,"Hazell, Lottie",125028984X,9781250289841,125028984X,320        pp,3.60,"5,776","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/127282554-piglet
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright Objects,"Todd, Ruby*",1668053217,9781668053218,1668053217,352        pp,3.79,24,2024,"Jul 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/199798259-bright-objects
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Shades,"Dillsworth, Lianne",0358627923,9780358627920,0358627923,256        pp,3.04,26,unknown,"Jul 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/199793627-house-of-shades
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Call Forth a Fox,"Grabo, Markelle*",,9798890039705,B0CCK95TV5,384        pp,4.03,63,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/194025272-call-forth-a-fox
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dirty Suburbia,"Hosey, Sara*",3988320404,9783988320407,3988320404,290        pp,4.76,17,unknown,"Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Paperback,view,/book/show/198606374-dirty-suburbia
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hollow Out the Dark,"Wade, James*",1982601116,9781982601119,1982601116,350        pp,5.00,6,unknown,"Aug 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/205650276-hollow-out-the-dark
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart in Winter,"Barry, Kevin",0385550596,9780385550598,0385550596,256        pp,4.56,27,"Jun 06, 2024","Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/199795387-the-heart-in-winter
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How It Works Out,"Lacroix, Myriam",1419773518,9781419773518,1419773518,240        pp,4.35,31,"May 21, 2024","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/195660578-how-it-works-out
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sunbringer        (Fallen Gods, #2)","Kaner, Hannah",0063350106,9780063350106,0063350106,367        pp,4.04,"2,807","Mar 12, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Paperback,view,/book/show/176823181-sunbringer
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quincas Borba,Machado de Assis,1324090685,9781324090687,1324090685,352        pp,3.96,"6,680",1891,"Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/200035814-quincas-borba
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tripped: Nazi Germany, the CIA, and the Dawn of the Psychedelic Age","Ohler, Norman",0358646502,9780358646501,0358646502,240        pp,3.84,38,unknown,"Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/181110030-tripped
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cicada Summer,"McKeen, Erica*",1324073810,9781324073819,1324073810,272        pp,3.25,4,unknown,"Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Paperback,view,/book/show/200893734-cicada-summer
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sanctuary of the Shadow        (Elemental Emergence, #1)","Ascher, Aurora*",1649374119,9781649374110,1649374119,379        pp,2.92,"5,329","Jan 09, 2024","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/133938894-sanctuary-of-the-shadow
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neighborhood Watch,"Reida, Sarah*",1684429633,9781684429639,1684429633,320        pp,4.24,84,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/63111450-neighborhood-watch
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adversary,"Crummey, Michael*",0385550324,9780385550321,0385550324,336        pp,3.91,"1,117","Sep 26, 2023","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/150247447-the-adversary
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rednecks,"Brown, Taylor*",1250329337,9781250329332,1250329337,320        pp,4.24,121,"May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/195790759-rednecks
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under This Red Rock,"McGinnis, Mindy*",0063230410,9780063230415,0063230410,336        pp,4.07,298,"Mar 19, 2024","Mar 19, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 28, 2024","Apr 03, 2024","Mar 16, 2024",,Hardcover,view,/book/show/156477842-under-this-red-rock
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red River Road,"Downes, Anna*",1250868017,9781250868015,1250868017,384        pp,4.14,49,"Aug 27, 2024","Aug 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/195790904-red-river-road
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glass Houses,"Ashby, Madeline*",076538292X,9780765382924,076538292X,272        pp,4.05,20,"Aug 13, 2024","Aug 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/195790684-glass-houses
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gay the Pray Away,"Naudus, Natalie*",,9798990080119,B0CW73G555,242        pp,4.78,46,unknown,"Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Kindle Edition,view,/book/show/209563856-gay-the-pray-away
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonbound,"Sloan, Robin*",0374610606,9780374610609,0374610606,432        pp,4.13,23,"Jun 11, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/195790867-moonbound
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Is Where the Bodies Are,"Rose, Jeneva*",,9798212182843,B0CCK3XKYK,270        pp,4.08,402,"Apr 30, 2024","Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/194020321-home-is-where-the-bodies-are
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butcher,"Oates, Joyce Carol",0593537777,9780593537770,0593537777,352        pp,4.40,5,"May 21, 2024","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/197516630-butcher
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of Mine,"Miranda, Megan*",1668010445,9781668010440,1668010445,368        pp,4.15,"1,307","Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/176443330-daughter-of-mine
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Perfect Couple,"Ware, Ruth*",1668025590,9781668025598,1668025590,400        pp,3.97,571,"May 21, 2024","May 21, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Mar 14, 2024","Mar 14, 2024","Mar 14, 2024",,Hardcover,view,/book/show/199798953-one-perfect-couple
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midwestern Gothic,"Thomas, Scott",1950301613,9781950301614,1950301613,440        pp,4.04,23,"Apr 30, 2024","Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,Paperback,view,/book/show/123767375-midwestern-gothic
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All This and More,"Shepherd, Peng*",0063278979,9780063278974,0063278979,512        pp,4.03,58,"Jul 09, 2024","Jul 09, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,peng shepherd has written a choose-your-own adventure and i've never been hornier for a book.peng shepherd has written a choose-your-own adventure and i've never been hornier for a book....more,Notes are private!,3,60,1,"Mar 13, 2024","Mar 13, 2024","Mar 08, 2024",,Hardcover,view (with text),/book/show/199515825-all-this-and-more
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Night in the Library,"Jurczyk, Eva*",1728295696,9781728295695,1728295696,288        pp,3.08,134,"Jun 11, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Paperback,view,/book/show/197036035-that-night-in-the-library
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Celebrants,"Rowley, Steven*",0593540433,9780593540435,0593540433,352        pp,3.65,"37,458","May 30, 2023","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Paperback,view,/book/show/203663776-the-celebrants
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cautious Traveller's Guide to the Wastelands,"Brooks, Sarah",1250878616,9781250878618,1250878616,336        pp,4.02,139,unknown,"Jun 18, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Mar 04, 2024","Mar 07, 2024","Mar 04, 2024",,Hardcover,view,/book/show/154985516-the-cautious-traveller-s-guide-to-the-wastelands
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Delicate Condition,"Valentine, Danielle",1728297680,9781728297682,1728297680,480        pp,3.71,"11,504","Aug 01, 2023","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2024",,Paperback,view,/book/show/200174158-delicate-condition
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That Is Mine I Carry With Me,William Landay*,0345531868,9780345531865,0345531868,352        pp,3.85,"14,482","Mar 07, 2023","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/199461391-all-that-is-mine-i-carry-with-me
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spell of Good Things,"Adebayo, Ayobami*",1984898884,9781984898883,1984898884,352        pp,3.79,"4,149","Feb 07, 2023","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/193388124-a-spell-of-good-things
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Borrowed Hills,"Preston, Scott*",,,,304        pp,4.04,46,"Apr 11, 2024","Jun 04, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Feb 21, 2024","Feb 28, 2024","Feb 21, 2024",,Hardcover,view,/book/show/199798030-the-borrowed-hills
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Incidents Around the House,"Malerman, Josh*",0593723120,9780593723128,0593723120,384        pp,4.39,356,"Jun 25, 2024","Jun 25, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/199757490-incidents-around-the-house
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passenger        (The Passenger #1),"McCarthy, Cormac",0593535227,,B09T9D8QY7,385        pp,3.59,"28,950","Oct 25, 2022","Oct 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,[image][image]Merged :[image][image]Merged :[image][image],Notes are private!,0,68,2,"Jun 11, 2022not set","Jun 17, 2022not set","Feb 09, 2024",,Kindle Edition,view (with text),/book/show/60581087-the-passenger
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Impossible Creatures,"Rundell, Katherine",1408897415,9781408897416,,368        pp,4.22,"3,850","Sep 14, 2023","Sep 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 08, 2024","Feb 15, 2024","Feb 08, 2024",,Hardcover,view,/book/show/134979103-impossible-creatures
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Material,"Alderton, Dolly",059380130X,9780593801307,059380130X,336        pp,4.02,"61,906","Nov 07, 2023","Jan 30, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Feb 08, 2024","Feb 08, 2024","Feb 08, 2024",,Hardcover,view,/book/show/198688460-good-material
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bite by Bite: Nourishments and Jamborees,"Nezhukumatathil, Aimee*",0063282267,9780063282261,0063282267,224        pp,4.64,39,"May 07, 2024","Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 06, 2024",not set,"Feb 06, 2024",,Hardcover,view,/book/show/195853505-bite-by-bite
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Monstrous Gods,"Hodge, Rosamund*",0062869132,9780062869135,0062869132,368        pp,3.47,502,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Hardcover,view,/book/show/173953567-what-monstrous-gods
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mystery of Mysteries: The Death and Life of Edgar Allan Poe,"Dawidziak, Mark",1250792517,9781250792518,1250792517,304        pp,3.61,"2,588","Feb 14, 2023","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/127280424-a-mystery-of-mysteries
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alice        (The Chronicles of Alice, #1)","Henry, Christina*",0593641663,9780593641668,0593641663,304        pp,3.85,"42,764","Aug 04, 2015","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/182484392-alice
