,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",1529903823,9781529903829,B0B5ST3XX4,384        pp,4.14,"37,797","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If Chain-Gang All-Stars was a movie, I would assiduously avoid it (its characters must kill or be killed, often within minutes of a fight, in their quIf Chain-Gang All-Stars was a movie, I would assiduously avoid it (its characters must kill or be killed, often within minutes of a fight, in their quest to be freed from prison –so the rest of us can be entertained). Chain-Gang is part Hunger Games, part Fahrenheit 451, and part The New Jim Crow, all wrapped into one. Nana Kwame Adjei-Brenyah aimed at the prison system – with supersized guns – and did so under the guise of entertainment. We had to listen to Tracy Lasser and Mari, to learn to love Staxxx, Thurwar, and the other prisoner/gladiators; we had to read Chain-Gang's footnotes – please read the footnotes! – to see the underlying commentary.Interestingly, Adjei-Brenyah's abolitionist/dissidents are three-dimensional from the beginning and his prisoner/gladiators become so (maybe as our eyes adjust and our stereotypes drop), while his prison guards and the ""entertainment"" industry remain flat. My stomach clenched as first one, then another increasingly outlandish fight was foisted on them. Wouldn't such a reality series be popular – both among viewers and the prison system, which aims to make a dime off of others' mistakes? Would such a series be unprecedented?And, while some prisoners had done heinous things, things that they regretted to their dying day (there are a lot of dying days), some had defended themselves against and killed their rapists, others had committed vehicular manslaughter, and still others were innocent of any crime. Chain-Gang's prison system painted each prisoner with the same broad brush – as we do.I am teaching a Psychology and Law class in the Spring and contemplating telling my students to read this. Would they recognize the irony, the condemnation? Stay tuned....more",Notes are private!,0,3,1,"Dec 16, 2023","Dec 27, 2023","Dec 16, 2023",,Kindle Edition,view (with text),/book/show/61618096-chain-gang-all-stars
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Us Descend,"Ward, Jesmyn*",,,B0BT5S2VSS,288        pp,3.73,"20,562","Oct 24, 2023","Oct 24, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I feel like it's very difficult for us to get beyond the fact that enslaved people had little to no physical agency. And I think it makes us just fla""I feel like it's very difficult for us to get beyond the fact that enslaved people had little to no physical agency. And I think it makes us just flatten them, right? Like, they're flattened to just be victims often, and even I was struggling with it."" (Ward in Rascoe, 2023, para. 6)Annis is neither flat nor a victim. She is often starving – literally and figuratively – but she is not a victim. She grieved, but was neither lost nor alone.Not that Annis always recognized this. For much of Let Us Descend Annis descended into a kind of hell, much as Dante's Inferno, which she heard her half-sisters' tutor discussing. She traveled from one hell to another: her sire's rice plantation, the arduous walk to the New Orleans slave markets, the pen where she was kept for sale, a sugarcane plantation. ""Us walking cattle, us goats. Us made to be a herd, but we not. We not"" (p. 53). In her travels through various hells, Annis grieves the loss of her mother, her lover, her home. She grieves her loss of agency: that she must fear grabbing a handful of cornmeal for her day's food, that she is put in the hole without food or water for accepting a raccoon from an escaped slave. For much of the book, Annis is caught in this web, without enough energy to do more than what is demanded of her, even refusing to be awed by a waterfall on her walk, but the spirits all around her direct her, guide her, help her rediscover hope, connect her to her maternal line. They help her read the land, recognize possibilities, and ultimately discover what she wants. Rather than accepting the small bites that Ava, Bastian, and Esther offer, she chose to live life under her own terms. I don’t want to hide in the city, live my days like a rat, cleaving to walls and corners, averting my face, surfacing at night to beg, filch, steal. I don’t want to give over the tender parts of myself to men like the lady’s husband. And I don’t want to settle on the enslaver’s borders, either, even with Bastian, even with Mary, even with Esther, if they are alive, if, with Aza’s help, I could find them. I could never sleep, never laugh, for listening for the baying of the dogs, for the excited shouts of the hands. (p. 276)I was wowed by Let Us Descend. Annis' story is both ugly and awe-inspiring. Her voice was clear, direct, and as thoughtful as her half-sisters were sallow, unsure, and mumbling. …then a family of boar slips through the underbrush, and I watch them go, the bellies of the smallest piglets tickling the earth, and l think: I am not alone. And They Who Take and Give squelch under my feet, and the trees rustle their branches, and I reach out to the Water, and I imagine what my mother would say: You not. (p. 291)...more",Notes are private!,0,5,1,"Dec 15, 2023","Dec 17, 2023","Dec 16, 2023",,Kindle Edition,view (with text),/book/show/123246338-let-us-descend
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Up Home: One Girl's Journey,"Simmons, Ruth J.",0593446003,9780593446003,0593446003,224        pp,4.04,"1,390","Sep 05, 2023","Sep 05, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Up Home is the inspirational story of Ruth Simmons, born to Black, desperately poor sharecroppers. She was the youngest of 12 children. Against all odUp Home is the inspirational story of Ruth Simmons, born to Black, desperately poor sharecroppers. She was the youngest of 12 children. Against all odds, she earned her PhD in Romance Languages and Literatures, eventually serving as president of Smith College, Brown University, and Prairie View A & M University.Simmons' mother was uneducated, unworldly, and saintly, working long hours, although never learning to drive a car. Her mother was observant and discerning; as a result, ""I began to rely more on the meaning rather than the mere fact of what I was observing"" (p. 48). Her father put food on the table, became a pastor, but his behavior often didn't match his expressed values (e.g., running around with other women, neglecting and beating his children). Simmons attributed her success to her mother's influence, but also a series of mentors, siblings and teachers, who took her under their wings, encouraging and challenging her, providing positive (or negative) role models, and often financial assistance (money and clothes). Although many things went surprisingly well for Simmons, almost unbelievably so, not everything did. She attempted to transfer to Sarah Lawrence and was not admitted to Yale for graduate school, but believes that this worked out anyway. Any failures ""forced me to confront the reality that one path foreclosed is an invitation to consider other opportunities that could be equally, and, possibly even more, satisfying and beneficial"" (p. 201). Simmons described a philosophy that was empowering and that is likely meant as a model for high school and college students struggling to succeed under adverse conditions, and yet I wondered. I have worked with many First Gen college students, presumably most raised under considerably less adverse conditions; yet, most do not navigate the system as easily as she seemed to do so. It felt as though she was attempting to connect the dots to her success, while leaving out some significant ones. Further, while Simmons means to inspire, her language often felt distant. (This may be an unfair comparison with Let Us Descend, which I'm also reading and adore.)...more",Notes are private!,0,4,1,"Dec 11, 2023","Dec 16, 2023","Dec 16, 2023",,Hardcover,view (with text),/book/show/61153756-up-home
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Christmas Carol,"Dickens, Charles",,,B000JQUKKU,112        pp,4.08,"841,499","Dec 17, 1843","Aug 11, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Christmas is ostensibly about Christ's birth, but open any sales flyer and you wouldn't know this. Charles Dickens wrote before Christmas became a comChristmas is ostensibly about Christ's birth, but open any sales flyer and you wouldn't know this. Charles Dickens wrote before Christmas became a commercial holiday, a godsend for retailers, but in A Christmas Carol, he reminds us that Christmas is much more than the presents. People find joy without presents. More importantly, for Scrooge (and the rest of us), Christmas is a time to re-examine our past, present, and likely futures and reconsider how we want to live our lives.Scrooge was living a life that the Grinch would have envied, ""He carried his own low temperature always about with him; he iced his office in the dog-days; and didn't thaw it one degree at Christmas"" (p. 2). He blamed and ill-treated the poor; yet his night of hauntings – Christmas Past, Present, and Future – was disquieting, as it should have been, and ultimately life-changing. Dickens often painted his characters with a very broad brush, which he pulled out again for Scrooge. However, unlike many of Dickens' unlikable characters, who started bad and stayed bad, Scrooge had an arc and a backstory. Scrooge had been poor and had loved, but in attempting to become financially successful, overshot the mark and lost his sweetheart. Perhaps it's his early humanity that allowed him to change when shown the error of his ways: ""I am not the man I was. I will not be the man I must have been but for this intercourse. Why show me this, if I am past all hope!"" (p. 66).This Christmas season, I hope that this can be said of each of us (Christian or not), ""that [we] knew how to keep Christmas well, if any man alive possessed the knowledge…. And so, as Tiny Tim observed, God bless Us, Every One!"" (p. 73). ...more",Notes are private!,2,5,1,"Dec 09, 2023","Dec 10, 2023","Dec 10, 2023",,Kindle Edition,view (with text),/book/show/6234681-a-christmas-carol
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prequel: An American Fight Against Fascism,"Maddow, Rachel*",0593444523,,B0C7284Q2X,403        pp,4.47,"7,894","Oct 17, 2023","Oct 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the US, communists have long been the boogieman, and authoritarians admired. Before I was born, Sen. McCarthy and others accused people in governmeIn the US, communists have long been the boogieman, and authoritarians admired. Before I was born, Sen. McCarthy and others accused people in government and Hollywood of being communists, many were blackballed and unable to work (e.g., Charlie Chaplain, Orson Welles, Pete Seeger, Lena Horne). When I was a teen, my grandfather railed at the Commie students (at least that's my memory), never against fascists. In all fairness, he lived in a town ""overrun"" with college students, so he was likely complaining about students rather than ""Commies."" When I was a young adult, the US was in a nuclear standoff with the Soviet Union. We were on high alert, believing that one side or the other had a hair trigger. I did not worry about the autocrats that the US supported or put in place.Now, there is a segment in the US (and other countries) wanting an authoritarian government. There are many who criticize anyone they do not like as socialists or communists (and use the terms interchangeably). This is Chief Davis, as quoted by Leon Lewis shortly after their meeting: ""You don’t get it. Hitler’s only trying to save Germany from the Jewish problem. And that the real threat is not from the Nazis and fascists, but it’s from all those Communists in Boyle Heights"" (p. 88).We have not talked about the threat of authoritarian governments with the same level of fear or passion as of communist governments. It seems we should pay as much attention to what is talked about as what isn't. Rachel Maddow's book Prequel is a thoughtful, well-documented, sometimes sarcastic view of the fascist movements (""…in the end they decided that a little coup here or there didn’t necessarily render a man unfit to serve in the highest legislative body in the nation,"" p. 261). Prequel increased my blood pressure and tightened my shoulders: ""One big appeal of fascism, if nothing else, was its unapologetic embrace of cruelty. Cruelty toward others, coupled with hypersensitivity toward any slight to oneself"" (p. 47). Prequel quoted from a wide range of sources about the guile and gullibility of the American public, this from a 1935 Washington Post op-ed: ""…in the career of Huey Long is epitomized the essential weakness of democracy—the pathetic willingness of the electorate to trust a glib tongue and a dynamic personality"" (pp. 39-40). Or from Arthur Derounian (1943), ""Most of the saboteurs of democracy looked and acted like ordinary men and women, went quietly about their work of destruction, lived on Park Avenue as well as Yorkville, came from our best families, and the most efficient of them were American-born and boasted of their ancestry"" (p. 268). Yet, Maddow also reminded me of the anti-fascists, including Leon Lewis, John Metcalfe, Leon Turrou, Arthur Derounian, William Power Maloney, O. John Rogge, Dillard Stokes, and Henry Hoke. They stood up to Nazi sympathizers in Congress and throughout the country, putting their lives, families, and careers at risk in the process. (Why such a long list? We should know about the good guys, too, many of whom have largely disappeared from the history books.)I have tended to believe that politicians and those in authority have our best interests at heart, that bad times in US history have been the exception rather than the rule. As Maddow points out, I am not alone in eliding the parts of American history I don't want to see. It is our long and continuing American tradition to carefully avoid reckoning for the grandest of American sins, especially when they involve alleged (or actual) illegal activity by government officials. Lincoln’s “malice toward none” of the Confederate insurrectionists in the aftermath of the Civil War; Ford’s full and unconditional pardon of Nixon after Watergate; Obama’s reluctance to prosecute anybody for systemized, well-lawyered torture practices during the post-9/11 wars. (p. 297)Although reading Prequel increased my stress, I am glad I did....more",Notes are private!,0,7,1,"Dec 03, 2023","Dec 09, 2023","Dec 03, 2023",,Kindle Edition,view (with text),/book/show/172734635-prequel
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everyone In My Family Has Killed Someone        (Ernest Cunningham, #1)","Stevenson, Benjamin*",,,B09Y94K74X,384        pp,3.81,"100,304","Mar 29, 2022","Jan 17, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I considered reading Everyone in My Family Has Killed Someone for the title. I decided based on its first two sentences: ""Everyone in my family has kiI considered reading Everyone in My Family Has Killed Someone for the title. I decided based on its first two sentences: ""Everyone in my family has killed someone. Some of us, the high achievers, have killed more than once"" (p. 1). That doesn't mean that this is a book peopled by evil assassins. Ern, the narrator, is likeable and, although he admits that he has killed someone, declares himself ""a reliable narrator. Everything I tell you will be the truth, or, at least, the truth as I knew it to be at the time that I thought I knew it. Hold me to that"" (p. 2). He may be reliable – and I figured out some or some parts of the half-dozen mysteries well before the unveiling – but that doesn't mean that these are simple mysteries well-laid out for us. Everyone in My Family is a rollicking, closed resort mystery, with death and mayhem every twelve hours or so. People turn out not to be who we thought them to be or to have different motivations than what we'd expected. Tiny clues are sprinkled throughout that the astute reader may or may not see (shades of Agatha Christie).Ern is an interesting narrator although not entirely convincing. As his estranged wife accurately argued (and he agreed), ""You write books about how to write books that you’ve never written, bought by people who will never write one” (p. 142). Ern's goofy, somewhat incompetent, overlooked by many of his family members, and uses humor as a defense mechanism – and pulls together the disparate threads of this mystery quite masterfully. Is Ern's incompetence and apparent lack of courage an affectation? Will he up his game in his next book? Stay tuned....more",Notes are private!,0,5,1,"Dec 02, 2023","Dec 02, 2023","Dec 02, 2023",,Kindle Edition,view (with text),/book/show/60669112-everyone-in-my-family-has-killed-someone
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wager: A Tale of Shipwreck, Mutiny and Murder","Grann, David*",,,B0B6Z4SVTH,352        pp,4.21,"96,463","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ocean travel around the southernmost tip of South America is not for the faint of heart, as it is frigid and has extremely high winds and waves year rOcean travel around the southernmost tip of South America is not for the faint of heart, as it is frigid and has extremely high winds and waves year round. When the Wager was making this trip (1740), sailors did not have reliable measures of longitude, so might attempt to follow the Chilean coast too soon and run aground. In addition, months aboard a ship, in those days, often led to scurvy due to inadequate fruit and vegetable consumption (Vitamin C). The Wager's crew experienced severe scurvy: pain, fatigue, fever, tooth loss, neuropathy, swelling of the limbs, internal hemorrhaging, depression, confusion, and psychosis. These symptoms led to many deaths.The crew, both before and after they shipwrecked, were starving. In addition to the expected physical symptoms of semi-starvation were psychological ones: obsessive thinking, dreaming, and talking about food; fatigue, irritability, depression, apathy, and reported decreases of mental ability, although perhaps not true losses of mental ability (Baker & Kermidas, 2013). “How many people have I hurt with my indifference, my grouchiness, my overbearing perversion for food?” one of the crew wrote (pp. 113-114). Under these conditions, fearing that one would never get home, it would take a strong leader to keep such an afflicted crew on track. Captain Cheap was not such a leader. Most of the crew still living after the shipwreck were unwilling to follow what sounds to my 21st c ears like a poor plan from an autocratic leader who expected one to follow rather than causing one to want to follow. Nonetheless, failing to follow him could lead to accusations of mutiny and hanging.What the crew went through was truly extraordinary. That a captain would demand it, that a government would expect it, seems unreasonable, almost voluntary slavery (and not always voluntary). As David Grann observed, ""It is precisely such unthinking complicity that allows empires to endure. Indeed, these imperial structures require it: thousands and thousands of ordinary people, innocent or not, serving—and even sacrificing themselves for—a system many of them rarely question"" (p. 248). It is considering this sacrifice that makes this more than an entertaining tale. How do we continue to ask (or require) considerable sacrifice, then blame those who say, ""No, thank you""?And, I love the cover!...more",Notes are private!,0,15,1,"Nov 26, 2023","Dec 03, 2023","Nov 26, 2023",,Kindle Edition,view (with text),/book/show/61854923-the-wager
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House for Alice,"Evans, Diana*",1473588421,9781473588424,B0B6F42N18,341        pp,3.48,812,"Apr 06, 2023","Apr 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are some books where I feel close to the characters, even some level of fictophilia. I'm sure I'm not alone with this among my fiction-loving frThere are some books where I feel close to the characters, even some level of fictophilia. I'm sure I'm not alone with this among my fiction-loving friends.I loved Diana Evans' use of language in A House for Alice, her use of adjectives to communicate the complicated nature of feelings: ""he’d thought it pretentious, earnest, western, sanctimonious, selfish, self-important, impractical, pseudo-buddhist and yogic, but now he could see her logic"" (p. 199). I enjoyed A House for Alice and kept reading, but this was not a book that I wanted to keep going, not a book that I will keep thinking about.I think there are several reasons. Her language seems designed to impress rather than engage. (I imagine Paul Hollywood's feedback if she were a contestant on Great British Bake Off: beautiful but needs more flavor.) She often used third person omniscient, which can leave one feeling connected but often doesn't. The cast of characters was huge, and I often wondered who a character was and why he/she was there. Some of the characters' dilemmas were such that I, the reader, found myself prompting them from off-stage. (""No! Don't go there!"") Several characters were opaque to the reader – until the end of the book when Evans removed our veils. If this had been a mystery, it would have felt unfair. This doesn't mean that I didn't like any of the characters: Ria, Melissa, and Michael were favorites, while I never liked either Carol or Adel. I liked the political dilemmas the characters faced as Blacks in London – as immigrants, as parents of Black boys, as caregivers to a cantankerous and abusive father, as parents to children with mental health and criminal justice issues, etc. – but I didn't feel that I got new insights in the ways that I'd expected.And, yet… Alice would occasionally say something about her desire to move back to Nigeria that made me think, made me smile:That was why she wanted her own house, to make herself strong again, even just for the leaving. “He take my life,” she said. “I blame myself for stay with him, I didn’t know, I didn’t know where else but be with you children.” Taking her napkin, she wiped it roughly across her face and eyes, then screwed it up in her hand. “I try to feel strong...it’s misfortune, my life is still here...” (p. 315)...more",Notes are private!,2,5,1,"Nov 26, 2023","Nov 27, 2023","Nov 26, 2023",,Kindle Edition,view (with text),/book/show/58950222-a-house-for-alice
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bridge to Terabithia,"Paterson, Katherine",,,B001UFP6JY,190        pp,4.05,"546,219","Oct 21, 1977","Oct 06, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bridge to Terabithia was written too late for me, maybe too early for my kids (who are not Great Readers); yet, I'm not sure that it could be too lateBridge to Terabithia was written too late for me, maybe too early for my kids (who are not Great Readers); yet, I'm not sure that it could be too late for anyone. It is a ""children's book"" but written with a maturity and depth of feeling that both children and adults can recognize. I read – mostly by accident – Adichie's Notes on Grief at the same time, but it was Bridge to Terabithia that had tears rolling down my face.My best friend died when I was 17, not 10, like Jess. Like him, though, I did counterintuitive things, was angry at things that didn't make sense to be angry at, and was supported by family. It is the layeredness of Jess's responses to Leslie's death that felt true and authentic. If he had only gone into a corner to cry, if he had only picked flowers for her casket, that would have been far less moving for me. It would have felt less real.My mother gave me a t-shirt with a series of banned books on it (""I'm with the banned""), most of which I've read. Bridge to Terabithia is one on this list that I haven't read, placed there as its subject, death, is ""age-inappropriate,"" as were likely its discussions of poverty, bullying, abuse, and parenting (good and otherwise). If only. ...more",Notes are private!,2,7,1,"Nov 26, 2023","Nov 26, 2023","Nov 26, 2023",,Kindle Edition,view (with text),/book/show/40940121-bridge-to-terabithia
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on Grief,"Adichie, Chimamanda Ngozi",0593320816,,B08W8TZ7CZ,97        pp,4.22,"31,840","May 11, 2021","May 11, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chimamanda Ngozi Adichie's memoir on grief is raw and real. We all grieve differently – I am more the stoic, more accepting than Adichie – and yet I kChimamanda Ngozi Adichie's memoir on grief is raw and real. We all grieve differently – I am more the stoic, more accepting than Adichie – and yet I kept nodding my head: ""Yes. This, too."" I have refused to believe that a loved one died, turned corners to see her, caught on something I wanted to share. Death (like Life) gets its tendrils in across the landscape, influencing everything, even those things I hadn't expected.Adichie's father died early during COVID, although from unrelated factors – two aunts shortly before and after. As a result, Notes on Grief is a memoir on grief, but also on family, COVID, and culture.Notes on Grief is comprised of 30 short chapters. My copy says it is 97 pages, which means chapters are on average 3-4 pages long, a length that I like, a length that allows a book to have multiple facets rather than getting caught in a single story (it's hard to think about Adichie, without thinking of her TED talk on the dangers of a single story). We need more than one story to talk about death well....more",Notes are private!,0,4,1,"Nov 26, 2023","Nov 26, 2023","Nov 26, 2023",,Kindle Edition,view (with text),/book/show/61238639-notes-on-grief
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Happened to Ruthy Ramirez,"Jiménez, Claire",,,B0B5SFL5ND,240        pp,3.52,"8,240","Mar 07, 2023","Mar 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've read the milk cartons and signs flashing over the highways announcing a missing person, but we don't usually see the people left behind. In What I've read the milk cartons and signs flashing over the highways announcing a missing person, but we don't usually see the people left behind. In What Happened to Ruthie Ramirez? we're reminded that the unexplained disappearance of a child (really, of anyone) tears a family apart: they have heart attacks, gain weight, and circle the loss.Their loss was overlaid by race and class. Will the police search for their child the way they would search for a middle class, white child? Maybe the father did it. Maybe the parents were bad in some ways. There's a pervasive victim-blaming. And, then, there's the ways that their grief makes the rest of us uncomfortable (""Shouldn't they be over this already?"").All of this was embedded in a fast-paced, snarky language that made me smile – at least as read by Claire Jimenez, the author, who often sounded like What Happened to Ruthie Ramirez? was an extended stretch of slam poetry. Their loss was at the core of the Ramirez family, but they were not only a Family with a Lost Child, but also gentle and concerned grandparents, breastfeeding moms, Ivey League alumni working a minimum wage job, a family that still hoped against hope. Life goes on, even when we don't want it to....more",Notes are private!,0,2,1,"Nov 22, 2023","Nov 24, 2023","Nov 22, 2023",,Kindle Edition,view (with text),/book/show/59729088-what-happened-to-ruthy-ramirez
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Lives of Church Ladies,"Philyaw, Deesha*",1949199746,,B08C7ZQ55M,192        pp,4.18,"34,391","Sep 01, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Who am I allowed to be? Who do I want to be? Who am I afraid of becoming? In The Secret Lives of Church Ladies, Deesha Philyaw allows her characters tWho am I allowed to be? Who do I want to be? Who am I afraid of becoming? In The Secret Lives of Church Ladies, Deesha Philyaw allows her characters to step out from behind the stereotypes imposed on them (by class, race, religion, family) to explore their own needs, desires, and passions. Many of these women and girls must also grapple with their church's or family's double standards (view spoiler)[God banging her mother in the bedroom, while her mother refuses her the simple joy of a peach cobbler (hide spoiler)].My favorite short story was ""How to Make Love to a Physicist,"" where a woman slowly accepts love, despite being hurt before. Philyaw catches our ambivalences and fears of love and the difficulties we might feel while reaching for something healthy. I also liked her physicist, a good man willing to wait for her. You do it on Pi Day—pi is a constant, also irrational—but the groundwork is laid months in advance. First you must meet him in passing at a STEAM conference. As a middle school art teacher, you are there to ensure the A(rts) are truly represented and not lost amid the giants of Science, Technology, Engineering, Math. But as a Black woman, you are there playing Count the Negroes, as you do at every conference. He is number twelve, at a conference of hundreds. On the first day of the conference, you notice him coming down the convention center escalator as you ride up. You try to guess which letter of the acronym he is there to represent. His face and baby dreads give you equal parts “poet” and “high school math teacher.”...more",Notes are private!,2,4,1,"Nov 22, 2023","Nov 22, 2023","Nov 22, 2023",,Kindle Edition,view (with text),/book/show/54435185-the-secret-lives-of-church-ladies
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,193","Sep 19, 2023","Sep 19, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"History haunts him who does not honour it. (p. 39). North Woods has human characters who thread throughout the book, but its three main characters areHistory haunts him who does not honour it. (p. 39). North Woods has human characters who thread throughout the book, but its three main characters are time (from the 17th century perhaps into the future); the yellow house, which grows and diminishes across time; and its woods, which also changes in composition with time. These are benign beings, they are the constants. Human beings come and go (and come and go), but we are oft-deluded irritations. They were Witness trees, ""present at important moments in our history. In other words: the ones that witnessed us"" (p. 349). Theirs was an often difficult world, but reading about their world was always engaging, whether it was a woman kidnapped by Indians, a séance making true contact, a True Crime report of three murders, or elm bark beetles having sex.For the larval chambers of the elm bark beetle are nothing short of masterpieces. What might we compare them to? Etched Viking labyrinths? The facial tattoos of certain Pacific Islanders? A giant centipede? But they are nonpareil. Such symmetry, such grace! (pp. 235-236)In North Woods, human often misunderstand each other, especially those who step outside the typical rules of society. These rules were often rigid: opposing homosexuality, abolitionist leanings, and pomomania; condemning people who see and hear spirits, study ecology, date other members of the club, date anyone. These were often equally vile offenses, and those in power could both identify the crime and prescribe the punishment (often severe). Still, these outsiders often saw the world more accurately than the rest of us do: we miss the larger picture.I was about 2/3 through North Woods before I recognized it as more than a series of short stories (and songs and newspaper clippings) set in the same place with occasional crossovers of characters from earlier stories. North Woods is more accurately a story of ecological and human succession: ""The only way to understand the world as something other than a tale of loss is to see it as a tale of change."" (p. 368). ...more",Notes are private!,0,4,1,"Nov 16, 2023","Nov 20, 2023","Nov 16, 2023",,Hardcover,view (with text),/book/show/71872930-north-woods
