,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michelle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,124","Sep 26, 2023","Sep 19, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed Nathan Hill's second book, Wellness, not quite as much as his first, The Nix. I do like his style of storytelling. In particular, I like theI enjoyed Nathan Hill's second book, Wellness, not quite as much as his first, The Nix. I do like his style of storytelling. In particular, I like the way he paces his books letting them unfold like layers of an onion. ...more",Notes are private!,0,1,1,"Feb 04, 2024","Feb 17, 2024","Nov 08, 2023",,Hardcover,view (with text),/book/show/65650229-wellness
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Graveyard Book,"Gaiman, Neil*",0060530928,9780060530921,0060530928,312        pp,4.16,"538,731","Sep 30, 2008","Sep 30, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My 2023 Halloween read. I love Neil Gaiman. I loved this story of a toddler who lives in a graveyard. Reminded me a lot of Neverwhere. I must read theMy 2023 Halloween read. I love Neil Gaiman. I loved this story of a toddler who lives in a graveyard. Reminded me a lot of Neverwhere. I must read the rest of his young adult books. ...more,Notes are private!,0,2,1,"Oct 08, 2023","Oct 31, 2023","Nov 08, 2023",,Hardcover,view (with text),/book/show/2213661.The_Graveyard_Book
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Council of Dolls,"Power, Mona Susan",0063281090,9780063281097,,304        pp,4.06,"3,305","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Hardcover,view,/book/show/62645211-a-council-of-dolls
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James,"Everett, Percival",0385550367,9780385550369,0385550367,303        pp,4.63,"6,238","Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Hardcover,view,/book/show/173754979-james
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exchange: After The Firm,"Grisham, John*",0385548958,9780385548953,0385548958,352        pp,3.71,"61,387","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Hardcover,view,/book/show/123285511-the-exchange
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,America Fantastica,"O’Brien, Tim",0063318504,9780063318502,0063318504,464        pp,3.47,"2,742","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Hardcover,view,/book/show/90588971-america-fantastica
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Garlic and Sapphires: The Secret Life of a Critic in Disguise,"Reichl, Ruth",0143036610,9780143036616,0143036610,333        pp,3.94,"44,815","Apr 04, 2005","Mar 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Paperback,view,/book/show/80642.Garlic_and_Sapphires
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mermaid Chair,"Kidd, Sue Monk*",0143036696,9780143036692,0143036696,368        pp,3.21,"85,995","Jan 01, 2004","Mar 07, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Paperback,view,/book/show/6976.The_Mermaid_Chair
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Ugly and Wonderful Things,"Greenwood, Bryn*",,,,432        pp,4.00,"164,678","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Hardcover,view,/book/show/26114135-all-the-ugly-and-wonderful-things
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Played Chess,"Dugoni, Robert*",1542029384,9781542029384,B08RD8WFH9,400        pp,4.46,"27,379","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Kindle Edition,view,/book/show/56922052-the-world-played-chess
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West with Giraffes,"Rutledge, Lynda*",1542023351,9781542023351,B088FF4S7Q,381        pp,4.37,"128,581","Feb 01, 2021","Feb 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I enjoyed this road trip coming of age story. It kept me fully engaged and wondering what would happen next. I do love giraffes - I think they are my I enjoyed this road trip coming of age story. It kept me fully engaged and wondering what would happen next. I do love giraffes - I think they are my favorite animal behind a dog....more,Notes are private!,0,1,1,"Feb 03, 2024","Feb 24, 2024","Aug 29, 2023",,Kindle Edition,view (with text),/book/show/56449476-west-with-giraffes
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keeper of Lost Things: A Novel,"Hogan, Ruth*",1470855275,9781470855277,1470855275,unknown,3.80,"149,738","Feb 21, 2017","Feb 21, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 25, 2023","Sep 05, 2023","Aug 29, 2023",,Audio CD,view,/book/show/32979395-the-keeper-of-lost-things
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarianist,"deWitt, Patrick",,,B0BH4QWM85,336        pp,3.43,"14,047","Jul 04, 2023","Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2023",,Kindle Edition,view,/book/show/63342987-the-librarianist
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Other Eden,"Harding, Paul",1324036303,9781324036302,,224        pp,3.80,"11,985","Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,ebook,view,/book/show/61118954-this-other-eden
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pearl,"Hughes, Siân",,,B0C411C3FP,212        pp,3.93,"2,998",2023,"May 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Kindle Edition,view,/book/show/145937508-pearl
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Ascension,"MacInnes, Martin*",,,B0B8ML6HTD,512        pp,3.82,"5,125","Apr 03, 2023","Feb 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Kindle Edition,view,/book/show/81360004-in-ascension
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Western Lane,"Maroo, Chetna",1039004032,9781039004030,1039004032,160        pp,3.53,"5,938","Feb 07, 2023","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I read this book as it was longlisted for the Booker and part of the TOB summer camp. It was a short and quiet book more about family grief that aboutI read this book as it was longlisted for the Booker and part of the TOB summer camp. It was a short and quiet book more about family grief that about the game of squash. I think the timing of reading this was wrong for me and I just didn't get into it. ...more,Notes are private!,0,2,1,Aug 2023,"Aug 04, 2023","Aug 01, 2023",,Hardcover,view (with text),/book/show/61104275-western-lane
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Little Bird-Hearts,"Lloyd-Barlow, Viktoria",1472288009,9781472288004,1472288009,297        pp,3.84,"2,412","Mar 02, 2023","Mar 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/62606735-all-the-little-bird-hearts
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bee Sting,"Murray, Paul",0374600309,9780374600303,0374600309,656        pp,4.01,"32,044","Jun 08, 2023","Aug 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Paul Murray's Skippy Dies started my love of Literary Fiction and the beginning of my first book club. When The Bee Sting made it to the Booker Long aPaul Murray's Skippy Dies started my love of Literary Fiction and the beginning of my first book club. When The Bee Sting made it to the Booker Long and short lists, I had to read it. After waiting what seemed like forever for it to be published in the US on audio, I finally was able to listen to it.The Bee Sting is a very long but well written story of a dysfunctional family at its finest. It wasn't the ""butterfly effect"" story I was expecting but a good tale of family mysery with an ending that will make you go hmmm....more",Notes are private!,0,2,1,Nov 2023,"Nov 08, 2023","Aug 01, 2023",,Hardcover,view (with text),/book/show/62039166-the-bee-sting
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spell of Good Things,"Adebayo, Ayobami*",1838856048,9781838856045,1838856048,352        pp,3.79,"4,154","Feb 07, 2023","Mar 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/57834285-a-spell-of-good-things
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old God's Time,"Barry, Sebastian",0571332803,9780571332809,,241        pp,3.88,"11,074","Mar 01, 2023","Feb 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I remember liking this book as I was listening to it. However it has been a week or two since I finished it and I remembered nothing about it. LookingI remember liking this book as I was listening to it. However it has been a week or two since I finished it and I remembered nothing about it. Looking back at the description, I did like the mystery of it - the unreliable narrator. Ultimately it did not leave any lasting impression on me....more",Notes are private!,0,0,1,"Aug 06, 2023","Aug 10, 2023","Aug 01, 2023",,ebook,view (with text),/book/show/62331692-old-god-s-time
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Study for Obedience,"Bernstein, Sarah",1039009069,9781039009066,1039009069,208        pp,3.10,"7,229","Jul 06, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/123636870-study-for-obedience
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If I Survive You,"Escoffery, Jonathan",0771001177,9780771001178,0771001177,272        pp,3.71,"10,139","Sep 06, 2022","Sep 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Booker short listed, but I just can't get into it. I was trying to read the hard copy and not the audible version. I believed that the book was linkedBooker short listed, but I just can't get into it. I was trying to read the hard copy and not the audible version. I believed that the book was linked short stories, but they really weren't. If I can get my hand on the audio without using a credit, I would consider picking it back up....more",Notes are private!,0,0,1,"Aug 06, 2023","Sep 25, 2023","Aug 01, 2023",,Hardcover,view (with text),/book/show/60524416-if-i-survive-you
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Build a Boat,"Feeney, Elaine",1787303462,9781787303461,1787303462,298        pp,3.79,"3,318","Apr 20, 2023","Apr 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/61634095-how-to-build-a-boat
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prophet Song,"Lynch, Paul*",,,B0C5Y3JG4S,259        pp,4.15,"26,510","Aug 24, 2023","Aug 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Kindle Edition,view,/book/show/158875813-prophet-song
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Doors,Tan Twan Eng,1639731938,9781639731930,1639731938,320        pp,4.16,"8,896","May 04, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/65215270-the-house-of-doors
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simon the Fiddler,"Jiles, Paulette*",,9780062966773,,12        pp,3.84,"10,688","Apr 14, 2020","Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2023",,Audiobook,view,/book/show/50030928-simon-the-fiddler
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,626","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoyed this little book narrated by Merryl Streep. I had a hard time not thinking it was her autobiography. Fun and heartwarming. I love AnnI really enjoyed this little book narrated by Merryl Streep. I had a hard time not thinking it was her autobiography. Fun and heartwarming. I love Ann Patchett....more,Notes are private!,0,1,1,"Sep 17, 2023","Sep 20, 2023","Jul 30, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,174","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 25, 2023","Sep 25, 2023","Jul 30, 2023",,Hardcover,view,/book/show/65678550-the-heaven-earth-grocery-store
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grace of Wild Things,"Fawcett, Heather*",0063142627,9780063142626,0063142627,368        pp,4.12,"2,530","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Hardcover,view,/book/show/61150756-the-grace-of-wild-things
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,August Blue,"Levy, Deborah",,,,208        pp,3.68,"4,949","May 04, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/62039277-august-blue
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evangeline of the Bayou,"Eldredge, Jan",006268034X,9780062680341,006268034X,320        pp,3.95,468,May 2018,"May 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Listened to this great middle grade books with my grands on our trip to NOLA. We all really enjoyed the mystery. I loved the mentions of the cities anListened to this great middle grade books with my grands on our trip to NOLA. We all really enjoyed the mystery. I loved the mentions of the cities and parishes as well as some of the iconic places and figures in New Orleans and Louisiana lore. ...more,Notes are private!,0,0,1,"Jul 12, 2023","Jul 15, 2023","Jul 18, 2023",,Hardcover,view (with text),/book/show/35887583-evangeline-of-the-bayou
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Again and Again,"Evison, Jonathan*",0593184157,9780593184172,B0BV6FMZ2D,332        pp,3.78,"4,636","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2023",,Kindle Edition,view,/book/show/112976321-again-and-again
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,113","Apr 18, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2023",,ebook,view,/book/show/29496076-killers-of-the-flower-moon
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scarlet Letter,"Hawthorne, Nathaniel",0451531353,9780451531353,B0072Q2IPK,288        pp,3.43,"865,256","Mar 16, 1850",Jan 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2023",,Mass Market Paperback,view,/book/show/60191599-the-scarlet-letter
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ink Blood Sister Scribe,"Törzs, Emma*",0063253461,9780063253469,0063253461,416        pp,4.05,"33,717","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2023",,Hardcover,view,/book/show/62854842-ink-blood-sister-scribe
