,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Eric's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dog Songs: Poems,"Oliver, Mary",1594204780,9781594204784,1594204780,127        pp,4.24,"14,484","Oct 08, 2013","Oct 08, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Few sights are more pleasing to Mary Oliver than an unleashed dog, the dog that romps and runs and, in the process, teaches us much about our own orieFew sights are more pleasing to Mary Oliver than an unleashed dog, the dog that romps and runs and, in the process, teaches us much about our own orientation and pleasure in the physical world: “they are a kind of poetry themselves,” she writes, “when they are devoted not only to us but to the wet night, to the moon and the rabbit-smell in the grass and their own bodies leaping forward.” Oliver shows great appreciation in this collection not only for the devotion, the sweetness, and the placidity of dogs (“how beautiful is her unshakeable sleep”), but also for their innate wildness, “out of which he cannot step entirely, and from which we benefit. For wilderness is our first home, too.” This collection of some three-dozen poems (a third of which are gathered up from earlier volumes), capped by the wonderful short essay “Dog Talk,” produces wry smiles and more freighted musings in equal measure, and of course will appeal both to dog-lovers and to fans of Oliver’s clear, insightful, and deeply empathetic poetry; the accompanying drawings of various dogs are essential to the experience, as well. Oliver’s subjects are dogs, generally, and the idea of dogs, but also the various dogs that have enriched her own life, which, predictably, leads to poems extolling the unfailing companionship of dogs (“steadfastness, it seems, / is more about dogs than about us. / One of the reasons we love them so much”) and lamenting the brevity of their “galloping” lives (“it is almost a failure of will, a failure of love, to let them grow old – or so it feels”; “We would do anything to keep them with us, and to keep them young. The one gift we cannot give”). The poems are sometimes delivered from the perspective of the dog and sometimes from the human observer, but always, in their simple yet profound ways, they have much to teach us about physical exuberance, about love and devotion, about partings and reunions, about time and loss, about “the acuity and rapture of the senses” (“It is smell he is listening to,” she writes in the concluding essay. “The wild, high music of smell, that we know so little about”). Whether in the register of joy – e.g., describing one of her dogs bounding out the door “until the white snow is written upon / in large, exuberant letters” – or in the register of the deepest melancholy – e.g., “so, that deepest sting: sorrow. Still, / is he gone from us entirely, or is he / a part of that other world, everywhere?” – Oliver’s poems are unified by her concluding questions: “What would the world be like without music or rivers or the green and tender grass? What would this world be like without dogs?...more",Notes are private!,0,1,1,not set,"Jan 10, 2014","Feb 26, 2014",,Hardcover,view (with text),/book/show/17707772-dog-songs
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Ways: A Journey on Foot,"Macfarlane, Robert*",0670025119,9780670025114,0670025119,432        pp,4.14,"9,888","Jun 07, 2012","Oct 11, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Even at this early juncture in the year, it’s hard to imagine that there will be a book that I’ll enjoy and appreciate more in 2014 than The Old Ways;Even at this early juncture in the year, it’s hard to imagine that there will be a book that I’ll enjoy and appreciate more in 2014 than The Old Ways; some books you just wish would go on and on and on, and in this case even an extra five hundred pages (added to its current 364) wouldn’t be enough. A blend of travel writing, natural history, field biology, elegy, autobiography, philosophy, and critical space theory, Macfarlane’s investigation of “how the places we inhabit shape the people we are” is multigenre writing of the highest order. Casting off as a modern pilgrim is inextricably linked to casting off as a writer: Macfarlane joins a group of writers – e.g., Michel de Certeau, Rebecca Solnit, Bruce Chatwin – who link walking and composition, who seek “the metaphysical rhythm of the pedestrian,” who nurture “the kinds of knowing that only feet can enable, memories that only feet can recall.” A book about roots and routes, seafaring and wayfaring, literary and philosophical topographies, The Old Ways carries us along ancient pathways, through plough furrows and barrows and chalk-pits, and to the tops of mountains. As we join Macfarlane in his probing and poetic investigation of the terrains of our lives (and the lives of others), we savor his rest stations, appreciate the kindness and lore of his benefactors, and feel humbled along with him during his encounters with the magical, the mystical, and the holy. Here's to ""the beat of the placed and lifted foot""!...more",Notes are private!,0,1,1,not set,"Jan 20, 2014","Feb 26, 2014",,Hardcover,view (with text),/book/show/13589161-the-old-ways
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Levels of Life,"Barnes, Julian",0385350775,9780385350778,0385350775,128        pp,3.91,"12,976","Apr 04, 2013","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Knowing little about this slim book ahead of time – except for the fact that, with Julian Barnes's name on the cover, it couldn’t not be elegant and wKnowing little about this slim book ahead of time – except for the fact that, with Julian Barnes's name on the cover, it couldn’t not be elegant and wise – I was at first unsure what to make of the opening section, which focuses on an anecdotal consideration of nineteenth century ballooning (inspired, we learn in the acknowledgements, by Richard Holmes’s fabulous book The Age of Wonder). The terminology related to ballooning (e.g., ballast, being blown by winds, enveloped in clouds, reliant on instruments and “life’s sonar,” etc.) become subtle metaphors in the book’s second section, when Barnes, crossing the “tropic of grief,” suddenly transitions to personal meditations occasioned by the loss of his wife. As the book increasingly cohered in its second half, it attained a deeply poignant and almost harrowing force. Ultimately, Barnes teaches me about the “tone and texture” of grief and mourning, their recidivism, their tendency to reconfigure time and space, and their relationship to memory, “the mind’s photographic archive.” His reflections are fresh and smart and always ring true, in ways that frighteningly transport me to my own future; this level of profound insight is probably what I wanted (and didn’t find consistently enough) in Joan Didion’s two books on loss. Through it all, too, is a profoundly moving love story, which makes all the more lacerating his realization that “'we’ are now watered down to ‘I.' Binocular memory has become monocular.” Mourning his wife “uncomplicatedly, and absolutely,” missing her “in every action, and in every inaction,” Barnes seeks honestly and desperately for the solace of patterns to daily life, and for a moral dimension to grief, “love’s opposite.” Although he finally acknowledges that “pain enhances the flavor of memory; pain is a proof of love,” and finds manifold solace in the awareness of his wife's ""active continuance,"" he nevertheless knows that one emerges from such grief and loneliness “as a gull comes out of an oil slick; you are tarred and feathered for life.”...more",Notes are private!,0,0,1,not set,"Jan 12, 2014","Feb 25, 2014",,Hardcover,view (with text),/book/show/17262198-levels-of-life
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,TransAtlantic,"McCann, Colum*",1400069599,9781400069590,1400069599,304        pp,3.82,"26,207","Jun 04, 2013","Jun 04, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Imagine the difficulty, for Colum McCann, of having to follow up a novel like Let the Great World Spin (which could very well now be, ever and always,Imagine the difficulty, for Colum McCann, of having to follow up a novel like Let the Great World Spin (which could very well now be, ever and always, his career-defining novel)! If TransAtlantic doesn’t quite reach the heights of that earlier novel – and heights is again the operative word, since we go from the vertiginous feats of Philippe Petit on the high wire in the earlier novel to the bold, nervy 1919 transatlantic crossing by pilots Brown & Alcock in the new novel – it may be because McCann’s preferred aesthetic of narrative cross-stitching is familiar to us: we know now to look for the web as it is being formed, rather than delighting in the realization of it only at the point of being ensnared. But even if the experience and exhilaration aren’t as complete, TransAtlantic is so skillfully put together that the novel ultimately had its way with me; the novel’s final section, which follows Hannah, a 72 year-old woman accompanied only by ghosts and her aging Labrador, Georgie, attains a lovely and devastating emotional power, while also lending a retrospective power to earlier sections of the novel.This is a novel about flight and air and gravity; about horses and carriages, coffin ships, and “the crates of air and wood and wire [pilots] somehow flew across the water; about compasses, charts, and spirit levels; about enduring women and fractured families; about war and peace; about ripples in space, time, and memory; about crossings and crisscrossings (especially of the Irish-American variety); about “the tangled skein of connections” and the “long migratory orbits” of our lives; about the desperate desire for all manner of soft landings. Unified, subtly, by an unopened letter, the novel’s seven sections span three centuries, and invoke such heady historical moments as the American Civil War, the Irish Famine, World War I, the Irish War of Independence, and the contemporary Northern Irish Troubles and peace process. It is split between sections devoted to iconic historical figures like Frederick Douglass, George Mitchell, and Brown & Alcock, and, in its strongest sections, to strong, memorable, fictional women (Lily, Emily, Lottie, Hannah, etc.). The narrative seems inhibited in the Douglass and Mitchell sections, in particular, both because the subject positions of these figures seem uninhabitable, and because, stylistically, the short, staccato sentences come to seem off-putting at times, and to neutralize McCann’s sublime ability, evident throughout his body of work and most definitely in the second half of this novel, to draw us into his wider sympathies and transcendent web of connections. For all that, though, and despite the fact that its real power comes, retrospectively, from the cameo appearance of an aged and grieving Lottie Tuttle, the Mitchell section is fabulous for its small illuminations, fresh angles, and observations about an overly familiar conflict, Northern Ireland’s Troubles. Mitchell, finding himself in a land where “all their lovesongs are sad and their warsongs happy,” must overcome “the mildew in the room where the past is stored,” as well as “the alphabet soup of the terrorists,” who peddle ancient hatreds that “don’t deserve capital letters” (like IRA, UDA, UVF, etc.). Through it all, though, he’s comforted to learn that “Belfast is full of odd people who have hidden away from the Troubles: they live inside tiny spaces and enormous imaginations.” The improvisatory and uncertain nature of those peace talks of the late 1990s has perhaps never been more poetically distilled than in that moment when we’re told of “everyone jumping off their own ledges, sailing out into the middle of the air, developing patterns of flight on the way down.”Ultimately, TransAtlantic, in all its sections, is built around those “enormous imaginations” – they are reckless imaginations, too, in the best and most heroic of ways, linking, as they do, Brown & Alcock’s attempt to “[knock] the war from the plane,” Douglass’s noble search for justice, Mitchell’s and Northern Ireland’s search for peace, and Hannah’s search for solace after incalculable loss. Thus, although we feel deeply what Seamus Heaney so memorably referred to as “the harrowing of the heart” that ensues from conflict and violence, there is finally an indescribable beauty and transcendent quality in the novel’s final sections. We feel so deeply connected to Hannah not only because of the emotional power of “The Garden of Remembrance” section, but also because she reifies the novel’s avowal that “the tunnels of our lives connect, coming to daylight at the oddest moments.” She is the inheritor and carrier not only of that mysterious letter (which, unopened, is all the more powerful because it still contains the “preservation of possibility”), but also of the lives that have gone before her – “that perplexing mobius strip” – and of all of those years of hurt, loss, and only partially realized hopes. Despite it all, she can still convince herself she has seen a vision of her son Tomas coming in the back door in the novel’s final pages, allowing her the solace of realizing that “the world does not turn without moments of grace,” and that, in fact, we have to admire that world “for not ending on us.”...more",Notes are private!,0,2,1,not set,"Oct 10, 2013","Nov 15, 2013",,Hardcover,view (with text),/book/show/16085517-transatlantic
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cat's Table,"Ondaatje, Michael",0224093614,9780224093613,0224093614,269        pp,3.61,"26,486","Oct 04, 2011",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ondaatje’s novels, perhaps more than any others, represent life-suspending occasions for me; their enchantments, narrative delights, and poetic truthsOndaatje’s novels, perhaps more than any others, represent life-suspending occasions for me; their enchantments, narrative delights, and poetic truths tend to induce, for a time, a more multi-dimensional, more integrated field of vision. I’m reminded, somehow, of the transportive glories of the dog’s paw extolled by Hana’s father in The English Patient: “The greatest smell in the world! A bouquet! Great rumors of travel! She would pretend disgust, but the dog’s paw was a wonder: the smell of it never suggested dirt. It’s a cathedral! her father had said, so-and-so’s garden, that field of grasses, a walk through cyclamen—a concentration of hints of all the paths the animal had taken during the day.” Although it doesn’t displace The English Patient as his most sublime achievement, The Cat’s Table is every bit as alluring and satisfying as that earlier novel. It’s also probably his most accessible and straightforward novel to date, a shipboard bildungsroman and a memory tale focused on childhood, rites of passage, and one’s growth in time. Ondaatje replaces one archetypal venue for self-fashioning (i.e., the desert in The English Patient) with another, in this case the sea. Although we live our lives on dry land, we are so often inclined to look to the sea – and specifically to the sea voyage – for our epistemologies and as a metaphor for the challenges and trajectories of our lives. The three weeks of the sea journey on the Oronsay become an occasion for wonderment, for mischief and escaping order (“each day we had to do at least one thing that was forbidden”), for pocketing revelations for a later day. As Ron Charles of the Washington Post has poignantly offered, this is a novel about the “magic of adolescence and the passing strangers who help tip us into adulthood in ways we don’t become aware of until much later.” These strangers are all the more interesting and affecting at the “Cat’s Table,” which may be the least privileged location in the class strata of the ship, but as the children at the tale’s center finally conclude, “nothing of lasting value ever happens at the head table.”The voyage of the Oronsay from Colombo to Tilbury is one “whose clear map and sure destination would suggest nothing to fear and unravel,” and yet, as in life, one inevitably ends up more freighted by journey’s end, and arrives at a destination that’s more complicated than was anticipated. Looking back on those three weeks in 1954 and contemplating his younger self, the narrator, Michael, understands how momentous it truly was and how his self was subtly repositioned, susceptible as he was to “a moved heart that shies away to a different angle, a millimeter or even less from the place where it first existed.” Somehow, despite the fact that his characterizations can be so elliptical and so brief, and that he may, in fact, only write directly about any individual character for some eight-to-ten pages overall, we still tend to feel as if Ondaatje has provided a lifetime’s worth of truths about them. We’re given so relatively little – the glancings, the brief and tantalizing intersections, the near misses, the suggested love between kindred souls meant for more together but always just barely denied by circumstance, etc. – and thus, as readers, we’re asked to imagine and fill in so much. That we accede to this contract so willingly and eagerly suggests how deeply and poetically Ondaatje manages to distil his characters’ lives. It recalls the alternative cartography -- the blurred boundaries between self and other, between readers and characters – suggested by Almasy’s stirring words in The English Patient: “We die containing a richness of lovers and tribes, tastes we have swallowed, bodies we have plunged into and swum up as if rivers of wisdom, characters we have climbed into as if trees, fears we have hidden in as if caves. I wish for all this to be marked on my body when I am dead.” (Reading The Cat’s Table made me, once again, keenly lament the loss of Anthony Minghella, who surely could have brought this splendored novel to the screen. Perhaps we must now turn our hopes to Ang Lee!)...more",Notes are private!,0,1,1,not set,"Jan 10, 2013","Oct 23, 2013",,Hardcover,view (with text),/book/show/11076177-the-cat-s-table
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Bohane,"Barry, Kevin",0224090577,9780224090575,0224090577,277        pp,3.83,"4,494","Mar 31, 2011","May 09, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kevin Barry’s first novel is somehow both fiercely original and very familiar at the same time: wildly inventive and defamiliarizing from the standpoiKevin Barry’s first novel is somehow both fiercely original and very familiar at the same time: wildly inventive and defamiliarizing from the standpoint of language and voice, it also resembles some kind of crazy mixture of West Side Story, a Troubles thriller, film noir, and an improvisatory calypso tune – or, alternately, as Pete Hamill has offered, “an Icelandic saga welded to a ballad of the American West.” Given that the contemporary Irish novel, almost as rule, has been so fixated on the past and on the burdens of history, City of Bohane may be most striking for being so decidedly futuristic. Even so, its vision of a strange and almost tenderly dystopian world (Galway, if that's you I barely recognize you -- or perhaps Bohane is some amalgam of various Irish cities) creates the impression of ambiguously mixed temporalities, and a future that in some ways resembles the past (though much of the Irishness we've come to expect is scarcely evident here): Bohane’s citizens, including its conflicted criminals, are emotionally vulnerable to “images from the lost-time,” and understand that nostalgia is ""a many-hooked lure.” Readers will no doubt savor the novel’s darkly enchanting geography and evocative place names, and consequently will likely spend many minutes gazing at the map of Bohane inside the novel’s cover and mentally visiting the Northside Rises, the Big Nothin’, the Smoketown footbridge, the Dune Reefs, the Back Trace, and, of course, the blackly flowing Bohane River roaring in off the Big Nothin’ wastes. As for the plot, pity those poor citizens of Bohane for having to fend off the “ferocious gusts of the Big Nothin’ hardwind,” to seek clarity amid the thick seafog known as “The Murk,” and to hope against hope that the influence of “Sweet Baba Jay” will cause the city's packs of “aggravators” to find their inner angels. Be forewarned, though, that there’s “a great thrumming on the air” in this novel, and a great feud brewing, “the size of which Bohane city hadn’t seen in fucking yonks, y’sketchin’?” Yes, I’m sketchin’. And I’m likin’....more",Notes are private!,0,0,1,not set,"Aug 25, 2013","Oct 15, 2013",,Paperback,view (with text),/book/show/10277268-city-of-bohane
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gods Without Men,"Kunzru, Hari*",0307946975,9780307946973,0307946975,480        pp,3.65,"4,235","Aug 04, 2011","Jan 08, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s no wonder David Mitchell was called upon to endorse Kunzru’s Gods Without Men (which he deemed “a beautifully written echo chamber of a novel”): It’s no wonder David Mitchell was called upon to endorse Kunzru’s Gods Without Men (which he deemed “a beautifully written echo chamber of a novel”): fans of Mitchell’s Cloud Atlas, as well as such other multiply plotted, subtly interlocked, space and time spanning narratives as Colum McCann’s Let the Great World Spin and TransAtlantic, Paul Haggis’s Crash, Steven Soderbergh’s Traffic, and Alejandro Inarritu’s Babel will find Kunzru’s novel especially inviting. The overlapping stories stretch from 1775 to 2009, as they traverse Native American folklore, colonial missionary narratives, New Age mysticism, UFO-awaiting cults, drugged and squabbling British rock stars, mysterious vanishings, and critiques of U.S. misadventures in Iraq. The novel’s unity comes from the Death Valley setting (“The Pinnacles”) of many of its most memorable sequences: indeed, Kunzru understands the desert’s grip on the human imagination, its connection to our search for erasure and fulfillment, for pure, ineffable presences and a silence that speaks, for the dissolution of time and space as we confront human finitude. Indeed, the novel’s collection of wanderers and misfits, mystics and would-be prophets, and lost souls seeking new beginnings and new communities is most compelling when paired with the rich connotations of the desert as a kind of spatial nexus. Still, for all its earnest ambition, and despite its smart realization of interconnectivity, Gods Without Men can seem overburdened by its own density at times; this may be most evident in the second half of the novel as the story of the prosperous young Manhattanites, Jaz and Lisa Matharu, reaches a crisis point involving their four year-old autistic son, Raj, and as the New Age’y, cultish storyline involving “the saucer crowd” becomes simply tedious. This is unfortunate, because when Gods Without Men is good it’s enthralling, and seems nearly capable of bringing readers, along with Kunzru’s characters, to the threshold of the numinous, to intimations of the mystical basis of our being....more",Notes are private!,0,0,1,not set,"Aug 20, 2013","Oct 01, 2013",,Paperback,view (with text),/book/show/15796961-gods-without-men
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Train Dreams,"Johnson, Denis",1250007658,9781250007650,1250007658,116        pp,3.90,"23,994",2002,"May 22, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Denis Johnson’s lonely wanderer of the American West, Robert Grainier, often dreams of trains, we learn, “and often of one particular train: He was onDenis Johnson’s lonely wanderer of the American West, Robert Grainier, often dreams of trains, we learn, “and often of one particular train: He was on it; he could smell it; he could smell the coal smoke; a world went by.” Train Dreams might induce readers to respond similarly, feeling simultaneously like active participants and detached observers of the proceedings, which filter the sweep of time and history through a protagonist who is both intensely individual and resonantly archetypal. Grainier always seems to be trying to catch up with his life, to perceive its narrative, to find a home, and no wonder given that his life – stretching from the 1880s to the 1960s – encompasses the first transcontinental railway, the last battle of the American Indian wars, two world wars, the onset of the nuclear age, and the arrival of the Civil Rights fight; or, to put it another way, Grainier had “started his story on a train ride he couldn’t remember, and ended up standing outside a train with Elvis Presley on it.” The natural world is a palpable presence throughout Train Dreams, and can both soothe and accentuate the loneliness, isolation, and spectral wandering that are prominent in a story that wouldn’t be out of place paired with, strangely enough, such disparate texts as James Galvin’s The Meadow and Jon Krakauer’s Into the Wild. Best read in one or two sittings, this episodic, Cervantes-like, spirit dream of a tale is laced with moments of humor, mysticism, and magic, and James Wood of The New Yorker rightly notes Johnson’s “gift for quick glancing portraiture.” It’s a hauntingly symphonic work, too, filled with “the rumble of trains and the choirs of distant wolves and the nearer mad jabbering of coyotes.” Still, another reading could leave me feeling less charitable, and perhaps dissatisfied both with the narrative’s ellipses and with the oddities of the concluding episodes; for now, though, it whistles to me as a richly suggestive meditation on the early twentieth century American West, a world at once familiar and strange, until for us, as for Grainier, “it all went black. And that time was gone forever.”...more",Notes are private!,0,0,1,not set,"Sep 05, 2013","Sep 30, 2013",,Paperback,view (with text),/book/show/12991188-train-dreams
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swimming Home,"Levy, Deborah",1908276029,9781908276025,1908276029,165        pp,3.41,"13,966","Oct 06, 2011","Oct 06, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Swimming Home is the kind of book you’ll finish and immediately want to read again (and because it’s so short, you may do just that). It’s a novel I wSwimming Home is the kind of book you’ll finish and immediately want to read again (and because it’s so short, you may do just that). It’s a novel I wasn’t sure I was “getting” as I read it, but one that nevertheless kept me transfixed, and perhaps a bit haunted, perhaps a bit creeped out. It reminded me of other dark tales of desire (or tales of dark desire) such as McEwan’s The Comfort of Strangers and the 2003 British-French film Swimming Pool (with Charlotte Rampling). It’s filled with lies, deceptions, indirections, and hidden (marital) battles; finally, though, after a more centered and rather moving epilogue, it suggests that it may be most centrally about traumatic pasts, one’s parents, one’s children, and one’s continuity in time. One could experience it either as a page-turner or as a case study for some applied literary or psychoanalytic theory (or both, certainly). I wasn’t convinced it was substantial enough to warrant its shortlisted status for the Booker Prize, but it’s hard to resist joining its characters for their summer week at a villa in the south of France. Artfully constructed, eerily distilled, and richly suggestive, Swimming Home is a novel (well, a novella, actually) written by a poet that, to Levy’s credit, never cries out “poetic novel.”...more",Notes are private!,0,0,1,not set,"Aug 30, 2013","Sep 17, 2013",,Paperback,view (with text),/book/show/11700333-swimming-home
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Song,"Levy, Andrea",0374192170,9780374192174,0374192170,313        pp,3.78,"10,508","Feb 04, 2010","Apr 27, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although 2004's Small Island remains her best work, Andrea Levy's latest novel is predictably strong and noble; it consolidates her status as a fine sAlthough 2004's Small Island remains her best work, Andrea Levy's latest novel is predictably strong and noble; it consolidates her status as a fine storyteller and one of contemporary fiction's best historical novelists, one whose consistency may now be pushing her past even her more celebrated British fellow writer, Zadie Smith. The Long Song might nearly remind one of an extended and deepened (and less modernist) version of Jean Rhys's Wide Sargasso Sea; like that earlier novel, Levy confronts the trauma of slavery, the pain of racial inheritance, the problems of mixed identity, and the complexity of the interregnum period, when the ending of slavery produced new kinds of turmoil, unrest, and uncertainty. The historical drama, set in nineteenth century Jamaica, features its share of violence and narrative discomfort, but there's also bravery, resolve and humor on display in this engaging and affecting novel. ...more",Notes are private!,0,0,1,not set,"Nov 10, 2012","Sep 09, 2013",,Hardcover,view (with text),/book/show/7500150-the-long-song
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Complete Game: Reflections on Baseball, Pitching, and Life on the Mound","Darling, Ron",0307269841,9780307269843,0307269841,288        pp,3.77,411,"Jan 01, 2009","Mar 31, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With summer’s dog days and my father’s illness causing a myriad of thoughts and memories of baseball to percolate up from the depths, I reached for RoWith summer’s dog days and my father’s illness causing a myriad of thoughts and memories of baseball to percolate up from the depths, I reached for Ron Darling’s book to provide a brief break from a recent spate of novels (and to clear my palate a bit for Colum McCann’s TransAtlantic). For some time now it hasn’t been easy being a Mets fan, so, for protection, one’s thoughts do tend to retreat to those dominant, brashly confident (and yet still somehow underachieving) teams of the late 80s. Ron Darling was one of the more likable players from that era, and as a Yale graduate and, currently, a particularly articulate and incisive color commentator on television, it’s no surprise that he has written a well-constructed, smart, and entertaining book (and one needn’t be a Mets fan, of course, to find it compelling, although this reader still savors the memory of Billy Joel’s “New York State of Mind” filling the night air outside the dorms of Boston College—which was celebratory for some of us but cruel to the majority—after the Mets took Games 6 and 7 from the Red Sox in the ’86 World Series). The best baseball books are surely those that see the metaphorical and human drama dimensions of the game, and that understand, as Darling does, the beauty of a game at almost all moments “shot through with nuance and context.” Noting at the outset that his is “not a traditional baseball memoir,” Darling organizes The Complete Game around representative innings from his career (a 1st, 2nd, 3rd, 4th inning etc.): some of them are full of situational import and peril, while others, on the surface at least, until Darling reveals their hidden narrative and interpretive richness, are seemingly mundane and nondescript. The focus throughout is on the ambivalent venue of the pitcher’s mound, at once Darling’s castle and his remote island: “a major league pitching mound,” he writes, can be the loneliest place in all of team sports, and it can be the loftiest.”...more",Notes are private!,0,1,1,not set,"Jul 28, 2013","Aug 01, 2013",,Hardcover,view (with text),/book/show/6164063-the-complete-game
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Summer,"Trevor, William",0670021237,9780670021239,0670021237,224        pp,3.58,"4,134",2009,"Sep 17, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Because it displays so much stylistic assuredness and so little strain it might be easy to underestimate William Trevor’s Love and Summer. The novel cBecause it displays so much stylistic assuredness and so little strain it might be easy to underestimate William Trevor’s Love and Summer. The novel can seem, in the early going, as unassuming as the town of Rathmoye that provides its setting: “Compact and ordinary, it was a town in a hollow that had grown up there for no reason that anyone knew or wondered about”; its deceptiveness in this regard reminds me of John McGahern’s sublime final novel, By the Lake, and Colm Toibin’s emotionally complex novel The Heather Blazing. Indeed, because they are often so beautifully plain, because their novels operate with such quiet power, because their locales and subject matter are so often quintessentially rural, it can be easy, especially outside of their native Ireland, to overlook the towering accomplishments of Trevor and his fellow Irish novelists McGahern and Toibin (throw in John Banville, arguably Ireland’s greatest living writer, and Sebastian Barry, and you really have an embarrassment of literary riches from the Emerald Isle). The world lost McGahern in 2006 and now we find Trevor, almost improbably, in his 86th year, and yet still producing treasures like this gem of a novel. Beyond the flash provided by a couple of its character names (Orpen Wren, Florian Kilderry), Love and Summer moves with a kind of graceful, understated, suggestive ease. Giving oneself over, patiently, to this novel’s beauty involves, simultaneously, submitting to its gentle rural rhythms – marked by the crunch of Wellington boots, the sloshing of milk buckets, the bustling of sheepdogs and the baying of ewes, the peacefulness of crab-apple orchards – and recognizing the compassion, understanding, and pathos Trevor brings to his characters. There’s a beguiling mix of romance and muted tragedy in this story as the principals seek respite from a past “when the trouble happened” and liberation from a present when, in a town where nothing seemed to happen, “time hung heavy.” The furtive love affair with Florian Kilderry that irradiates the life of heroine Ellie Dillahan (“being with him in the woods at Lyre, where the air was cold and the trees imposed a gloomy darkness, or walking among the monks' graves, or being with him anywhere, telling or listening, was for Ellie more than friendship or living had ever been before"") portends heartbreak (or worse) from the outset; even Ellie intuits that “time’s searching wisdom would punish both of them, and punish ruthlessly.” When the summer idyll is finally broken, though, as it must be, Trevor’s elegant conclusion and his heroine’s fateful and humane choice produce an almost inarticulable consolation....more",Notes are private!,0,0,1,not set,"Jul 25, 2013","Jul 29, 2013",,Hardcover,view (with text),/book/show/6450817-love-and-summer
