,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Wendy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Son of Sobek        (Demigods & Magicians, #1)","Riordan, Rick*",,,,68        pp,4.26,"49,016","Jun 18, 2013","Jun 18, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,ebook,view,/book/show/17312201-the-son-of-sobek
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Chalice of the Gods        (Percy Jackson and the Olympians, #6)","Riordan, Rick*",1368098177,9781368098175,1368098177,268        pp,4.35,"69,139","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/63035432-the-chalice-of-the-gods
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death of a Country Fried Redneck        (Hayley Powell Food and Cocktails Mystery, #2)","Hollis, Lee*",075826738X,9780758267382,075826738X,304        pp,3.88,"1,520","Nov 01, 2012","Nov 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 16, 2023","Jul 20, 2023","Jul 16, 2023",,Mass Market Paperback,view,/book/show/13588298-death-of-a-country-fried-redneck
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Identity,"Roberts, Nora*",,9798885789516,B0BYCGLDDH,669        pp,4.35,"45,983","May 23, 2023","Jun 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 16, 2023","Jul 25, 2023","Jul 16, 2023",,Library Binding,view,/book/show/123927226-identity
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Legacy        (The World of the Narrows, #3)","Young, Adrienne*",1250823722,9781250823724,1250823722,322        pp,3.96,"9,294","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2023","Sep 11, 2023","Jul 15, 2023",,Hardcover,view,/book/show/56269227-the-last-legacy
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Namesake        (The World of the Narrows, #2)","Young, Adrienne*",,,,360        pp,4.04,"54,054","Mar 16, 2021","Mar 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2023","Aug 20, 2023","Jul 15, 2023",,Hardcover,view,/book/show/53138025-namesake
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fable        (Fable, #1)","Young, Adrienne*",1432883119,9781432883119,1432883119,491        pp,4.03,"92,499","Sep 01, 2020","Sep 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 13, 2023","Jul 16, 2023","Jul 13, 2023",,Hardcover,view,/book/show/54807794-fable
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queen Charlotte,"Quinn, Julia*",0063305089,9780063305083,0063305089,352        pp,4.15,"25,361","May 09, 2023","May 09, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 13, 2023","Jul 13, 2023","Jul 13, 2023",,Hardcover,view,/book/show/61423072-queen-charlotte
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crazy Rich Asians        (Crazy Rich Asians, #1)","Kwan, Kevin*",0385536976,9780385536974,0385536976,403        pp,3.90,"490,015","Jun 11, 2013","Jun 11, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 13, 2023","Jul 16, 2023","Jul 13, 2023",,Hardcover,view,/book/show/16085481-crazy-rich-asians
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ballerinas,"Kapelke-Dale, Rachel*",1250274230,9781250274236,1250274230,304        pp,3.44,"10,021","Dec 07, 2021","Dec 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 13, 2023","Jul 25, 2023","Jul 13, 2023",,Hardcover,view,/book/show/56268810-the-ballerinas
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to raise kids who aren’t assholes,"Moyer, Melinda Wenner*",,B08NWXYMJN,,320        pp,4.08,"2,342","Jul 20, 2021","Jul 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 09, 2023","Jul 12, 2023","Jul 13, 2023",,Hardcover,view,/book/show/55963632-how-to-raise-kids-who-aren-t-assholes
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,"Brown, Brené*",0399592555,9780399592553,0399592555,301        pp,4.32,"75,756","Nov 30, 2021","Nov 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 07, 2023","Jul 10, 2023","Jul 13, 2023",,Hardcover,view,/book/show/58330567-atlas-of-the-heart
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,But Have You Read the Book?: 52 Literary Gems That Inspired Our Favorite Films,"Lopez, Kristen*",0762480971,9780762480975,0762480971,240        pp,3.35,715,"Mar 07, 2023","Mar 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 08, 2023","Jul 09, 2023","Jul 13, 2023",,Hardcover,view,/book/show/61398984-but-have-you-read-the-book
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Never Never        (Never Never, #1)","Hoover, Colleen*",,,B00RZVNDSS,158        pp,3.85,"120,355","Jan 07, 2015","Jan 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2023","Jul 08, 2023","Jul 13, 2023",,Kindle Edition,view,/book/show/24378015-never-never
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unhoneymooners        (Unhoneymooners, #1)","Lauren, Christina*",,,,432        pp,3.92,"834,737","May 14, 2019","May 14, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 03, 2023","Jul 07, 2023","Jul 13, 2023",,Paperback,view,/book/show/42201431-the-unhoneymooners
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abigail Adams,"Levin, Phyllis Lee",031229168X,9780312291686,031229168X,608        pp,3.87,311,1987,"Nov 05, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 21, 2023","Jul 06, 2023","Jul 13, 2023",,Paperback,view,/book/show/152492.Abigail_Adams
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clanlands Almanac: Seasonal Stories from Scotland,"Heughan, Sam",1529372194,9781529372199,B09G2MCW3P,379        pp,4.18,"2,183",unknown,"Nov 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 27, 2023","Jul 03, 2023","Jul 13, 2023",,Kindle Edition,view,/book/show/59136521-the-clanlands-almanac
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atalanta: A Novel,"Saint, Jennifer*",1250855578,9781250855572,1250855578,291        pp,3.80,"16,125","Apr 11, 2023","May 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2023","Jun 21, 2023","Jul 13, 2023",,Hardcover,view,/book/show/61884838-atalanta
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We'll Always Have Parrots        (Meg Langslow, #5)","Andrews, Donna*",0312939604,9780312939601,0312939604,354        pp,4.04,"4,614","Nov 12, 2003","Feb 07, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 11, 2023","Jun 18, 2023","Jul 13, 2023",,Mass Market Paperback,view,/book/show/615407.We_ll_Always_Have_Parrots
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raspberry Truffle Murder        (Maple Hills #1),"Meadows, Wendy*",,,,136        pp,3.75,"1,451","Jun 11, 2016","Jun 11, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 16, 2023","Jun 17, 2023","Jul 13, 2023",,Kindle Edition,view,/book/show/30526983-raspberry-truffle-murder
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"784,397","Apr 25, 2023","Apr 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 12, 2023","Jun 16, 2023","Jul 13, 2023",,Hardcover,view,/book/show/61718053-happy-place
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Snowman Killer        (Alaska #1),"Meadows, Wendy*",,,B0723DR96D,142        pp,3.85,"2,649","May 25, 2017","May 25, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 10, 2023","Jun 12, 2023","Jul 13, 2023",,Kindle Edition,view,/book/show/35229738-the-snowman-killer
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parenting on Earth: A Philosopher's Guide to Doing Right by Your Kids and Everyone Else,"Cripps, Elizabeth",0262047586,9780262047586,0262047586,280        pp,3.62,29,"Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 10, 2023","Jun 11, 2023","Jul 13, 2023",,Hardcover,view,/book/show/61714215-parenting-on-earth
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifts of Imperfection,"Brown, Brené*",159285849X,9781592858491,159285849X,137        pp,4.25,"192,594","Aug 27, 2010","Aug 27, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 09, 2023","Jun 10, 2023","Jul 13, 2023",,Paperback,view,/book/show/7015403-the-gifts-of-imperfection
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emotional Labor: The Invisible Work Shaping Our Lives and How to Claim Our Power,"Hackman, Rose",1250777356,9781250777355,1250777356,272        pp,4.25,"1,214",unknown,"Mar 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2023","Jun 09, 2023","Jul 13, 2023",,Hardcover,view,/book/show/60784361-emotional-labor
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spirits and Sourdough        (A Magical Bakery Mystery, #10)","Cates, Bailey",0593099257,9780593099254,B08M386JM1,284        pp,4.10,"1,779","Jan 04, 2022","Jan 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 06, 2023","Jun 09, 2023","Jul 13, 2023",,Kindle Edition,view,/book/show/55940375-spirits-and-sourdough
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe in Another Life,"Reid, Taylor Jenkins*",,,1476776881,342        pp,3.80,"254,754","Jul 07, 2015","Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","Jun 03, 2023","Jul 13, 2023",,Paperback,view,/book/show/23492661-maybe-in-another-life
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Psych: The Story of the Human Mind,"Bloom, Paul*",0063096358,9780063096356,0063096358,464        pp,4.16,"1,191","Feb 28, 2023","Feb 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 27, 2023","Jun 03, 2023","Jul 13, 2023",,Hardcover,view,/book/show/61238292-psych
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With My Little Eye,"Jackson, Joshilyn*",0063158655,9780063158658,0063158655,336        pp,3.32,"6,183","Apr 25, 2023","Apr 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 28, 2023","May 30, 2023","Jul 13, 2023",,Hardcover,view,/book/show/61745949-with-my-little-eye
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yours Truly        (Part of Your World, #2)","Jimenez, Abby*",1538704390,9781538704394,1538704390,416        pp,4.33,"256,899","Apr 11, 2023","Apr 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 22, 2023","May 26, 2023","Jul 13, 2023",,Paperback,view,/book/show/61918816-yours-truly
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race","Isaacson, Walter*",1982115858,9781982115852,1982115858,536        pp,4.29,"34,981","Mar 09, 2021","Mar 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2023","May 24, 2023","Jul 13, 2023",,Hardcover,view,/book/show/54968118-the-code-breaker
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One and Only Ivan        (The One and Only Ivan #1),"Applegate, Katherine",0061992259,9780061992254,0061992259,307        pp,4.27,"186,901","Jan 17, 2012","Jan 17, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 22, 2023","May 23, 2023","Jul 13, 2023",,Hardcover,view,/book/show/11594337-the-one-and-only-ivan
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 23rd Midnight        (Women's Murder Club, #23)","Patterson, James*",0316402788,9780316402781,0316402788,352        pp,4.38,"28,257","Mar 02, 2023","May 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2023","May 21, 2023","Jul 13, 2023",,Hardcover,view,/book/show/62315603-the-23rd-midnight
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bill of Obligations: The Ten Habits of Good Citizens,"Haass, Richard N.",0525560653,9780525560654,0525560653,240        pp,4.16,"1,007","Jan 24, 2023","Jan 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 14, 2023","May 17, 2023","Jul 13, 2023",,Kindle Edition,view,/book/show/61897794-the-bill-of-obligations
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lassiter        (Black Dagger Brotherhood, #21)","Ward, J.R.*",,,B0B3Y849KG,468        pp,4.24,"7,396","Apr 11, 2023","Apr 11, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2023","May 14, 2023","Jul 13, 2023",,Kindle Edition,view,/book/show/61295517-lassiter
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",,,,304        pp,3.78,"538,928","Jan 04, 2022","Jan 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 07, 2023","May 10, 2023","Jul 13, 2023",,Hardcover,view,/book/show/55196813-the-maid
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Measure,"Erlick, Nikki",0063204207,9780063204201,0063204207,353        pp,4.00,"196,176","Jun 28, 2022","Jun 28, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 04, 2023","May 08, 2023","Jul 13, 2023",,Hardcover,view,/book/show/58884736-the-measure
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lover Arisen        (Black Dagger Brotherhood, #20)","Ward, J.R.*",1982179996,9781982179991,1982179996,418        pp,4.22,"8,827","Apr 05, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 21, 2023","Apr 29, 2023","Jul 13, 2023",,Hardcover,view,/book/show/58438622-lover-arisen
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Girl, Bad Blood        (A Good Girl's Guide to Murder, #2)","Jackson, Holly*",1405297751,9781405297752,1405297751,417        pp,4.31,"463,904","Apr 30, 2020","Apr 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 28, 2023","May 04, 2023","Jul 13, 2023",,Paperback,view,/book/show/51335759-good-girl-bad-blood
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lover Unveiled        (Black Dagger Brotherhood, #19)","Ward, J.R.*",,,B08CHPN8DX,509        pp,4.24,"11,852","Apr 20, 2021","Apr 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 21, 2023","Apr 29, 2023","Jul 13, 2023",,Kindle Edition,view,/book/show/52681795-lover-unveiled
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,682","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 17, 2023","Apr 21, 2023","Jul 13, 2023",,Kindle Edition,view,/book/show/27362503-it-ends-with-us
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One True Loves,"Reid, Taylor Jenkins*",,,B0176M3XWQ,352        pp,4.05,"490,579","Jun 07, 2016","Jun 07, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 17, 2023","Apr 21, 2023","Jul 13, 2023",,Kindle Edition,view,/book/show/27189194-one-true-loves
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of the Moon Goddess        (The Celestial Kingdom Duology #1),"Tan, Sue Lynn*",0063031310,9780063031319,0063031310,498        pp,4.12,"83,689","Jan 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2023",,Paperback,view,/book/show/59811245-daughter-of-the-moon-goddess
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Someone to Love        (Westcott, #1)","Balogh, Mary",0451477790,9780451477798,0451477790,382        pp,3.78,"12,420","Nov 08, 2016","Nov 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2023",,Mass Market Paperback,view,/book/show/28953499-someone-to-love
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead or Alive        (Jack Ryan Jr, #2; Jack Ryan Universe, #13)","Clancy, Tom",0399157239,9780399157233,0399157239,950        pp,3.89,"18,720","Dec 07, 2010","Dec 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2023",,Hardcover,view,/book/show/7997069-dead-or-alive
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death of a Kitchen Diva        (Hayley Powell Food and Cocktails Mystery, #1)","Hollis, Lee*",0758267371,9780758267375,0758267371,327        pp,3.67,"3,014","Mar 01, 2012","Mar 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 23, 2023","Jun 27, 2023","Jun 23, 2023",,Mass Market Paperback,view,/book/show/11810080-death-of-a-kitchen-diva
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pink Lemonade Cake Murder        (Hannah Swensen, #29)","Fluke, Joanne*",1496736117,9781496736116,1496736117,290        pp,3.36,"5,693","Jul 25, 2023","Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2023",,Hardcover,view,/book/show/61193069-pink-lemonade-cake-murder
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Stones: The Seastone,"Arbuckle, Robb*",,,,300        pp,4.36,952,unknown,"Nov 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very Harry Potter LikeThis book follows the story of Alexander, who is living as an orphan, And finds that he is selected to go to a special skill forVery Harry Potter LikeThis book follows the story of Alexander, who is living as an orphan, And finds that he is selected to go to a special skill for Elementals. He can manipulate water. As he enters the school, he looks for clues to his parents' disappearance and why Malexia (the big bad) seems to be coming back. The characters are engaging although for fans of Harry Potter, the storyline is a little predictable....more",Notes are private!,0,0,1,"Apr 22, 2023","Apr 23, 2023","Apr 22, 2023",,Kindle Edition,view (with text),/book/show/63921870-the-seven-stones
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars","Holt, Nathalia*",,,B013CATQPY,326        pp,3.88,"8,777","Apr 12, 2016","Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 14, 2023","Apr 17, 2023","Apr 14, 2023",,Kindle Edition,view,/book/show/40363555-rise-of-the-rocket-girls
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crouching Buzzard, Leaping Loon        (Meg Langslow, #4)","Andrews, Donna*",0312939590,9780312939595,0312939590,310        pp,4.07,"4,887","Sep 06, 2002","Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 14, 2023","Apr 14, 2023","Apr 14, 2023",,Paperback,view,/book/show/615406.Crouching_Buzzard_Leaping_Loon
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Thyme        (Pancake House Mystery, #8)","Fox, Sarah*",1516110870,9781516110872,B08NFJQD39,206        pp,4.12,325,"Aug 10, 2021","Aug 10, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2023","Apr 14, 2023","Apr 02, 2023",,Kindle Edition,view,/book/show/56142776-a-wrinkle-in-thyme
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Awe: The New Science of Everyday Wonder and How It Can Transform Your Life,"Keltner, Dacher",1984879685,9781984879684,1984879685,336        pp,3.64,"2,490","Jan 03, 2023","Jan 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2023","Apr 14, 2023","Apr 02, 2023",,Hardcover,view,/book/show/62352297-awe
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,See No Stranger: A Memoir and Manifesto of Revolutionary Love,"Kaur, Valarie",0525509097,9780525509097,0525509097,389        pp,4.55,"3,691","Jun 16, 2020","Jun 16, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 26, 2023","Apr 02, 2023","Mar 26, 2023",,Hardcover,view,/book/show/52626691-see-no-stranger
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clanlands: Whisky, Warfare, and a Scottish Adventure Like No Other","Heughan, Sam",,,,297        pp,4.06,"16,650","Nov 03, 2020","Nov 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 14, 2023","Apr 14, 2023","Mar 26, 2023",,Hardcover,view,/book/show/55851555-clanlands
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waypoints: My Scottish Journey,"Heughan, Sam",0316495530,9780316495530,,270        pp,4.29,"8,454","Oct 25, 2022","Oct 25, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 26, 2023","Mar 29, 2023","Mar 26, 2023",,Hardcover,view,/book/show/60617136-waypoints
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fae Princes        (Vicious Lost Boys, #4)","Crowe, Nikki St.*",,,B0BWFVFF27,226        pp,3.98,"44,613","Mar 22, 2023","Mar 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2023",,Kindle Edition,view,/book/show/122813947-the-fae-princes
