,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lucy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Imagine Me Gone,"Haslett, Adam*",,,B0151YQYYU,369        pp,3.69,"18,815","May 03, 2016","May 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Catherine recommended this book to me and at first I didn’t get it. Then, all of a sudden, I loved it? To be clear, I don’t necessarily recommend thisCatherine recommended this book to me and at first I didn’t get it. Then, all of a sudden, I loved it? To be clear, I don’t necessarily recommend this book - it is absolutely devastating. That being said, the book subtly and amazingly portrays the complexity of family dynamics and how love for and disappointment in family go hand-in-hand. The way Adam portrays the family experience, in the face of extreme loss, anxiety, and depression, is somehow relatable and a reminder of empathy in the face of frustration and that people can’t always be who you want them to be ...more",Notes are private!,0,2,1,"Mar 03, 2023","Mar 16, 2023","Mar 17, 2023",,Kindle Edition,view (with text),/book/show/40727599-imagine-me-gone
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,171","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2023",,Hardcover,view,/book/show/45754981-the-glass-hotel
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Valley Road: Inside the Mind of an American Family,"Kolker, Robert*",038554376X,9780385543767,038554376X,377        pp,4.16,"122,399","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Hardcover,view,/book/show/50088631-hidden-valley-road
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Morning, Monster: A Therapist Shares Five Heroic Stories of Emotional Recovery","Gildiner, Catherine*",1250271487,9781250271488,1250271487,368        pp,4.46,"38,536","Sep 22, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Hardcover,view,/book/show/49127514-good-morning-monster
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,741","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have a lot of thoughts and would love to book club with anyone who has read this. I loved the writing and the characters, even though their were momI have a lot of thoughts and would love to book club with anyone who has read this. I loved the writing and the characters, even though their were moments that were hard to get through. I think that is likely a result of the writing being so good, and I did not want the character to make the choices he made. ...more",Notes are private!,0,1,2,"Apr 03, 2023not set","Apr 24, 2023not set","Mar 05, 2023",,Hardcover,view (with text),/book/show/60194162-demon-copperhead
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Broken Places        (The Boy in the Striped Pajamas, #2)","Boyne, John*",0593653068,9780593653067,0593653068,400        pp,4.50,"48,429","Nov 29, 2022","Nov 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2023",,Hardcover,view,/book/show/61111301-all-the-broken-places
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",,,,226        pp,4.08,"231,567","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2023",,Kindle Edition,view,/book/show/58601245-sea-of-tranquility
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rikers: An Oral History,"Rayman, Graham",0593134214,9780593134214,0593134214,464        pp,4.05,668,"Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2023",,Hardcover,view,/book/show/60880788-rikers
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,164","Dec 31, 2019","Dec 31, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I think I love a heavy handed satirical moment! This was so fun to read,Notes are private!,0,0,1,"Jan 10, 2023","Jan 16, 2023","Jan 16, 2023",,Hardcover,view (with text),/book/show/43923951-such-a-fun-age
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Cried to Dream Again: Trafficking, Murder, and Deliverance -- A Memoir","Kruzan, Sara",059331588X,9780593315880,059331588X,208        pp,4.39,675,"May 10, 2022","May 10, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a powerful memoir, so devastating and also so hopeful. Sara’s ability to stay positive in the face of insurmountable obstacles is unparalleled. ISuch a powerful memoir, so devastating and also so hopeful. Sara’s ability to stay positive in the face of insurmountable obstacles is unparalleled. I’m so glad I got to hear her speak at the library, and I recommend this book and her episode on the Ear Hustle podcast. ...more",Notes are private!,0,0,1,"Jan 09, 2023","Jan 10, 2023","Jan 10, 2023",,Hardcover,view (with text),/book/show/58678523-i-cried-to-dream-again
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleishman Is in Trouble,"Brodesser-Akner, Taffy",0525510877,9780525510871,0525510877,373        pp,3.64,"81,614","Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Hardcover,view,/book/show/41880602-fleishman-is-in-trouble
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",,,B09R2J1DXF,671        pp,4.46,"110,864",2022,"Sep 27, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This series. Each book has absolutely leveled me, and I love all three of them so much. Fredrik Backman perfectly articulates the beauty and tragedy tThis series. Each book has absolutely leveled me, and I love all three of them so much. Fredrik Backman perfectly articulates the beauty and tragedy that is life ...more",Notes are private!,0,1,1,"Dec 24, 2022","Jan 07, 2023","Jan 08, 2023",,Kindle Edition,view (with text),/book/show/60318890-the-winners
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,766,840","Aug 13, 2020","Sep 29, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A little heavy handed, but a great message and fun read. Definitely recommend, especially if you need a little mental pick-me-up. Hope and potential aA little heavy handed, but a great message and fun read. Definitely recommend, especially if you need a little mental pick-me-up. Hope and potential are very powerful feelings ...more",Notes are private!,0,2,1,"Mar 04, 2024","Mar 08, 2024","Jan 08, 2023",,Hardcover,view (with text),/book/show/52578297-the-midnight-library
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olive,"Gannon, Emma*",0008382727,9780008382728,0008382727,410        pp,3.68,"17,750","Jun 25, 2020","Jun 25, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is more like 3.5. I need to discuss with you, @claire! I didn’t think the writing was great, and the characters are all very flawed. That being sThis is more like 3.5. I need to discuss with you, @claire! I didn’t think the writing was great, and the characters are all very flawed. That being said, the subject matter - not having kids and how that impacts friendships, family, and romantic relationships - is obviously something that deeply intrigues me (and can send me spiraling). All in all, I am glad I read this. ...more",Notes are private!,0,0,2,"Jun 29, 2023not set","Jul 04, 2023not set","Jan 08, 2023",,Hardcover,view (with text),/book/show/52928287-olive
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We're Polarized,"Klein, Ezra",147670032X,9781476700328,147670032X,336        pp,4.22,"15,800","Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2023",,Hardcover,view,/book/show/52098718-why-we-re-polarized
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Boy: A Father's Journey Through His Son's Addiction,"Sheff, David*",1328974715,9781328974716,1328974715,340        pp,4.15,"89,365",2007,"Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m late to the game on this book, but I have to let the record state I absolutely loved it. The content is devastating but the writing is amazing andI’m late to the game on this book, but I have to let the record state I absolutely loved it. The content is devastating but the writing is amazing and honest. It might have struck me even more because of living in the Bay Area; the places they go as a family and all the places David looks for Nic are familiar. ...more",Notes are private!,0,1,1,"Dec 16, 2022","Dec 23, 2022","Dec 24, 2022",,Paperback,view (with text),/book/show/35721089-beautiful-boy
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women & Power: A Manifesto,"Beard, Mary",1631494759,9781631494758,1631494759,115        pp,4.03,"34,486","Nov 02, 2017","Dec 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2022",,Hardcover,view,/book/show/36525023-women-power
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay True,"Hsu, Hua*",0385547773,9780385547772,0385547773,208        pp,4.04,"27,002","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/59900070-stay-true
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strangers to Ourselves: Unsettled Minds and the Stories That Make Us,"Aviv, Rachel",0374600848,9780374600846,0374600848,288        pp,4.13,"10,109","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/59808605-strangers-to-ourselves
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Furrows,"Serpell, Namwali*",059344891X,9780593448915,059344891X,288        pp,3.22,"4,656","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/59900679-the-furrows
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Romancing Mister Bridgerton        (Bridgertons, #4)","Quinn, Julia*",0380820846,9780380820849,0380820846,370        pp,3.91,"292,829","Jul 01, 2002","Jul 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was the worst one yet but I am obviously excited for the show. I know I’m going to listen to the rest of the them even though I’m not sure I actuThis was the worst one yet but I am obviously excited for the show. I know I’m going to listen to the rest of the them even though I’m not sure I actually want to ...more,Notes are private!,0,0,1,not set,"Nov 23, 2022","Nov 23, 2022",,Mass Market Paperback,view (with text),/book/show/110384.Romancing_Mister_Bridgerton
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trick Mirror: Reflections on Self-Delusion,"Tolentino, Jia*",0525510540,9780525510543,0525510540,303        pp,4.05,"70,921","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2022",,Hardcover,view,/book/show/43126457-trick-mirror
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rabbit Hutch,"Gunty, Tess",,,,352        pp,3.52,"27,401","Jul 21, 2022","Aug 02, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is amazing. The writing, the characters, and the plot are 10/10. I can’t wait to discuss!",Notes are private!,0,3,1,"Nov 20, 2022","Dec 04, 2022","Nov 20, 2022",,Hardcover,view (with text),/book/show/59576076-the-rabbit-hutch
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Offer From a Gentleman        (Bridgertons, #3)","Quinn, Julia*",,,,390        pp,3.94,"280,270","Jul 01, 2001","Oct 13, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My foray through the Bridgerton series has really been delightful, although they are very cliche. Big fan of Benedict. The beginning is not original tMy foray through the Bridgerton series has really been delightful, although they are very cliche. Big fan of Benedict. The beginning is not original though. ...more",Notes are private!,0,1,1,not set,"Nov 07, 2022","Nov 09, 2022",,Paperback,view (with text),/book/show/9408584-an-offer-from-a-gentleman
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad,"Egan, Jennifer*",0307592839,9780307592835,0307592839,274        pp,3.69,"226,770","Jun 08, 2010","Jun 08, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I absolutely loved this book, and I can’t wait to read The Candyhouse. The characters, their overlapping lives and intricacies, and the writing style I absolutely loved this book, and I can’t wait to read The Candyhouse. The characters, their overlapping lives and intricacies, and the writing style were so good. ...more",Notes are private!,0,1,1,not set,"Nov 08, 2022","Nov 09, 2022",,Hardcover,view (with text),/book/show/7331435-a-visit-from-the-goon-squad
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last White Man,"Hamid, Mohsin",0593538811,9780593538814,0593538811,192        pp,3.45,"16,387","Aug 02, 2022","Aug 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think this is 3.5. I liked the writing and the premise of the book. In reality, though, nothing really happens? There is an idea but no plot… if thaI think this is 3.5. I liked the writing and the premise of the book. In reality, though, nothing really happens? There is an idea but no plot… if that makes sense. ...more",Notes are private!,0,0,1,"Oct 17, 2022","Oct 29, 2022","Oct 29, 2022",,Hardcover,view (with text),/book/show/58885796-the-last-white-man
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Viscount Who Loved Me        (Bridgertons, #2)","Quinn, Julia*",,,,354        pp,4.02,"357,544","Dec 05, 2000","Jun 27, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This series is ridiculous, and I absolutely love it. This book is very different than the show; the first season followed the first book to a T. Kate This series is ridiculous, and I absolutely love it. This book is very different than the show; the first season followed the first book to a T. Kate and Antony are my fave couple so far but I have a lot of books to go ...more",Notes are private!,0,3,1,"Oct 05, 2022","Oct 25, 2022","Oct 25, 2022",,Mass Market Paperback,view (with text),/book/show/861326.The_Viscount_Who_Loved_Me
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Choice: Embrace the Possible,"Eger, Edith*",1501130781,9781501130786,1501130781,289        pp,4.58,"99,818","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2022",,Hardcover,view,/book/show/30753738-the-choice
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Duke and I        (Bridgertons, #1)","Quinn, Julia*",0380800829,9780380800827,0380800829,384        pp,3.81,"500,613","Jan 05, 2000","Jun 27, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a solid 3.5, and I honestly recommend if you’re looking for a fun beach read. I listened to it while I ran and was a great way to pass the tiThis was a solid 3.5, and I honestly recommend if you’re looking for a fun beach read. I listened to it while I ran and was a great way to pass the time...more",Notes are private!,0,1,1,not set,"Sep 18, 2022","Sep 19, 2022",,Mass Market Paperback,view (with text),/book/show/110391.The_Duke_and_I
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,032","Jan 28, 1813","Oct 10, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to this on audiobook and it was amazing. I can’t believe I haven’t read it before. The characters are so rich, the dialogue is funny and reI listened to this on audiobook and it was amazing. I can’t believe I haven’t read it before. The characters are so rich, the dialogue is funny and relatable, and I love that it’s all about the women! Also the woman who reads the audiobook nails the different accents ...more",Notes are private!,0,1,1,not set,"Sep 14, 2022","Sep 15, 2022",,Paperback,view (with text),/book/show/1885.Pride_and_Prejudice
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honor,"Umrigar, Thrity",161620995X,9781616209957,161620995X,326        pp,4.37,"56,304","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2022",,Hardcover,view,/book/show/56271394-honor
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Magic Lessons        (Practical Magic, #0.1)","Hoffman, Alice*",1982108843,9781982108847,1982108843,396        pp,4.21,"55,242","Oct 06, 2020","Oct 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is sort of a 3.5 since I simply did not like this book for the first 150 pages and then I loved it ??? Now I want to read Practical Magic and do This is sort of a 3.5 since I simply did not like this book for the first 150 pages and then I loved it ??? Now I want to read Practical Magic and do witchy things ...more,Notes are private!,0,0,1,"Aug 14, 2022","Aug 25, 2022","Aug 25, 2022",,Hardcover,view (with text),/book/show/50892349-magic-lessons
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Candy House,"Egan, Jennifer*",1476716765,9781476716763,1476716765,352        pp,3.65,"57,137","Apr 05, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jennifer Egan is so creative, I love the way she writes, and I love these characters. I’m so glad we got to hear from them again. I think A Visit fromJennifer Egan is so creative, I love the way she writes, and I love these characters. I’m so glad we got to hear from them again. I think A Visit from the Goon Squad was ever so slightly better, but Claire gifted this book to me which makes it exponentially more special ...more",Notes are private!,0,2,1,"Dec 04, 2022","Dec 16, 2022","Aug 22, 2022",,Hardcover,view (with text),/book/show/58437521-the-candy-house
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of Civility,"Towles, Amor*",,,,335        pp,4.08,"232,150","Jul 26, 2011","Jul 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really liked this one! Much more so than The Lincoln Highway. Mostly because Kate is an awesome protagonist and the 1930s NYC seemed like a good ol I really liked this one! Much more so than The Lincoln Highway. Mostly because Kate is an awesome protagonist and the 1930s NYC seemed like a good ol time. I guess I should read A Gentleman in Moscow now? ...more,Notes are private!,0,0,1,"Aug 05, 2022","Aug 13, 2022","Aug 14, 2022",,Hardcover,view (with text),/book/show/10054335-rules-of-civility
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal,"Taddeo, Lisa*",1982122129,9781982122126,1982122129,336        pp,3.71,"36,811","Jun 08, 2021","Jun 08, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is more like a 3.5 but, I must say, I didn’t love this, which is very surprising since the plot is right up my alley. I just don’t think Lisa TadThis is more like a 3.5 but, I must say, I didn’t love this, which is very surprising since the plot is right up my alley. I just don’t think Lisa Taddeo is the author for me....more",Notes are private!,0,0,1,"Nov 10, 2022","Nov 16, 2022","Aug 07, 2022",,Hardcover,view (with text),/book/show/55711559-animal
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,372","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book, and I really recommend it. The different perspectives of the same event/story are fascinating and a great reminder that the “truth”I loved this book, and I really recommend it. The different perspectives of the same event/story are fascinating and a great reminder that the “truth” is subjective. ...more",Notes are private!,0,3,1,"Feb 09, 2024","Feb 14, 2024","Aug 05, 2022",,Hardcover,view (with text),/book/show/58210933-trust
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hating Game,"Thorne, Sally*",,,,365        pp,3.90,"713,565","Aug 09, 2016","Aug 09, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Honestly, a great beach read despite being a little cringe",Notes are private!,0,0,1,"Jul 24, 2022","Aug 02, 2022","Aug 02, 2022",,Paperback,view (with text),/book/show/27213238-the-hating-game
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Batuman, Elif",1594205612,9781594205613,1594205612,423        pp,3.67,"79,383","Mar 14, 2017","Mar 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took me a while. I did put it down the first time I started reading it, but I’m glad I tried again.",Notes are private!,0,1,2,not setnot set,"Aug 28, 2023not set","Jul 31, 2022",,Hardcover,view (with text),/book/show/30962053-the-idiot
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ministry for the Future,"Robinson, Kim Stanley",0316300136,9780316300131,0316300136,563        pp,3.88,"31,429","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2022",,Hardcover,view,/book/show/50998056-the-ministry-for-the-future
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,192","Jul 05, 2022","Jul 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book. I was enthralled and couldn’t put it down, even though I did because of Komodo week but I didn’t want to. It reminded me of Ready Player OnThis book. I was enthralled and couldn’t put it down, even though I did because of Komodo week but I didn’t want to. It reminded me of Ready Player One meets the beautiful relationship and friendship and love of Wilhem and Jude from A Little Life. Truly, what is more special than playing together? ...more",Notes are private!,0,3,1,"Feb 23, 2023","Mar 02, 2023","Jul 14, 2022",,Hardcover,view (with text),/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Know My Name,"Miller, Chanel",0735223718,9780735223714,,384        pp,4.71,"199,546","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book, and Chanel Miller, is incredible. Just, wow. I don’t know how she wrote this, and I am so grateful that she did",Notes are private!,0,1,1,"Jul 09, 2022","Jul 13, 2022","Jun 13, 2022",,ebook,view (with text),/book/show/50196744-know-my-name
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Pleasures,"Chambers, Clare",1474613888,9781474613880,1474613888,352        pp,3.78,"54,211","Oct 12, 2021","Oct 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2022",,Hardcover,view,/book/show/51475209-small-pleasures
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Lost Names,"Harmel, Kristin*",1982131896,9781982131890,1982131896,388        pp,4.43,"198,246","Jul 21, 2020","Jul 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2022",,Hardcover,view,/book/show/52762903-the-book-of-lost-names
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Years of Solitude,"García Márquez, Gabriel",,,,417        pp,4.11,"971,189",1967,"Jun 24, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2022",,Mass Market Paperback,view,/book/show/320.One_Hundred_Years_of_Solitude
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mountains Sing,Nguyễn Phan Quế Mai *,161620818X,9781616208189,161620818X,352        pp,4.32,"43,945","Mar 17, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love historical fiction but haven’t read any in a while, and this was a great return to that genre. The characters are incredible and the story so rI love historical fiction but haven’t read any in a while, and this was a great return to that genre. The characters are incredible and the story so rich. The best part, though, is learning more about the impact of the American war on Vietnam, and all the hardship that came after, through my favorite lens - that of the women left behind. ...more",Notes are private!,0,1,1,"May 22, 2022",Jun 2022,"Jun 01, 2022",,Hardcover,view (with text),/book/show/49631287-the-mountains-sing
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Midnight Sun        (The Twilight Saga, #5)","Meyer, Stephenie",031670704X,9780316707046,031670704X,756        pp,3.73,"251,021","Aug 04, 2020","Aug 04, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Am I a little embarrassed I listened to this audiobook? Yes, yes I am. But as a true Twilight Stan I had to know. And I am glad to confirm this book iAm I a little embarrassed I listened to this audiobook? Yes, yes I am. But as a true Twilight Stan I had to know. And I am glad to confirm this book is bad. Twilight was legitimately great because it’s a teenage female protagonist, which was rare in the early 2000s. Bella’s perspective of Edward is redeeming of his more off qualities; Edward’s perspective of her and himself just made me cringe. Clearly, I still have a lot of strong feelings on this franchise. Fight me. ...more",Notes are private!,0,1,1,not set,"May 06, 2022","May 08, 2022",,Hardcover,view (with text),/book/show/53287484-midnight-sun
