,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Juče,"Yap, Felicia*",8610021726,9788610021721,8610021726,296        pp,3.43,"2,826","Aug 01, 2017","Feb 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mene je ovaj triler oduševio iz razloga što je potpuno drugačije štivo od onog koje sam navikla čitati. Napisan kao djelomična distopija problematizirMene je ovaj triler oduševio iz razloga što je potpuno drugačije štivo od onog koje sam navikla čitati. Napisan kao djelomična distopija problematizira utjecaj dugotrajnog pamćenja u životima ljudi. Svijet je podijeljen na one koji imaju pamćenje samo jedan dan (jednodnevci), koji su podređena klasa ljudi, i dvodnevnci koji čine elitniju i intelektualniji sloj društva. Da li brak između te dvije klase može uspjeti? Još je tu jedno misteriozno ubistvo, za koje lako možemo pretpostaviti ubicu, ali ne i okolnosti i motiv ubistva. Od mene preporuka....more",Notes are private!,0,5,1,"Nov 10, 2023","Nov 11, 2023","Nov 10, 2023",,Paperback,view (with text),/book/show/38328668-ju-e
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Šušanj,"Kaplan, Almin",,9789535206118,,180        pp,4.31,42,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2023",,Hardcover,view,/book/show/182507243-u-anj
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"London Road - Skrivena strast        (On Dublin Street, #2)","Young, Samantha*",,9789537213114,,335        pp,4.20,"54,140","May 07, 2013",2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dosta ponavljanja iz prvog dijela.,Notes are private!,0,2,1,"Nov 05, 2023","Nov 08, 2023","Nov 05, 2023",,Paperback,view (with text),/book/show/25592690-london-road---skrivena-strast
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boja zemlje,"Nezirović, Elvedin",8652121397,9788652121397,8652121397,224        pp,4.15,75,"Mar 17, 2016","Mar 17, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Odlična porodična drama.Toliko sam suosjećala sa tragičnim sudbinom odrastanja bez očeve figure, mladosti uništenom ratom, nesređenim porodičnim odnosOdlična porodična drama.Toliko sam suosjećala sa tragičnim sudbinom odrastanja bez očeve figure, mladosti uništenom ratom, nesređenim porodičnim odnosima.Svaka familija ima jedan ovakav porodični album.Preporuka!...more",Notes are private!,0,7,1,"Nov 04, 2023","Nov 05, 2023","Nov 04, 2023",,Paperback,view (with text),/book/show/29539572-boja-zemlje
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vrijeme između krojenja,"Dueñas, María",9532665218,9789532665215,9532665218,648        pp,4.18,"44,094",Jun 2009,Nov 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/18813504-vrijeme-izme-u-krojenja
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smrtni ishod atletskih povreda,"Vučković, Milica",8680830658,9788680830650,8680830658,146        pp,3.82,"1,874",unknown,Jul 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2023",,Paperback,view,/book/show/58566819-smrtni-ishod-atletskih-povreda
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moram te izdati,"Sepetys, Ruta*",,9789926310646,,310        pp,4.41,"68,963","Feb 01, 2022",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2023",,Paperback,view,/book/show/201363063-moram-te-izdati
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Šuma u kući,"Mornštajnová, Alena",,9789926310660,,225        pp,4.31,"1,896",Apr 2023,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2023",,Paperback,view,/book/show/201362518-uma-u-ku-i
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dablin strit        (Dablin strit, #1)","Young, Samantha*",,,,384        pp,4.16,"198,508","Aug 31, 2012","Apr 08, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dobar pornić u kojem se ""uzmu"" na kraju Dobar pornić u kojem se ""uzmu"" na kraju ...more",Notes are private!,0,7,1,"Nov 02, 2023","Nov 04, 2023","Nov 02, 2023",,Paperback,view (with text),/book/show/17740353-dablin-strit
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Žamor pčela,"Segovia, Sofía*",,9789531322508,,392        pp,4.24,"64,865","Mar 01, 2015",Feb 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2023",,Paperback,view,/book/show/60689128-amor-p-ela
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poslednji svedoci,"Alexievich, Svetlana",8652123810,9788652123810,8652123810,298        pp,4.49,"8,289",1985,"Nov 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2023",,Paperback,view,/book/show/32954778-poslednji-svedoci
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Knjiga šapata,"Vosganian, Varujan",8652126224,9788652126224,8652126224,504        pp,4.21,580,2009,"Sep 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2023",,Paperback,view,/book/show/36452828-knjiga-apata
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poslednje leto u gradu,"Calligarich, Gianfranco",,,,184        pp,3.67,"6,173",1970,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2023",,,view,/book/show/191246162-poslednje-leto-u-gradu
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Srneća leđa,"Grbić, Ana Marija",,9788661453687,,125        pp,4.17,105,2021,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2023",,Paperback,view,/book/show/57465493-srne-a-le-a
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deca Istanbula,"Kulin, Ayşe",8610039625,9788610039627,8610039625,270        pp,3.69,630,Nov 2018,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nisam očekivala ovako štivo od Ajše Kulin. Roman počeo kao porodična drama, prerastao u krimic, da bi završio kao triler. Nemam puno riječi, osim što Nisam očekivala ovako štivo od Ajše Kulin. Roman počeo kao porodična drama, prerastao u krimic, da bi završio kao triler. Nemam puno riječi, osim što mi je eto tako sjeo ...more",Notes are private!,0,5,1,"Feb 19, 2024","Feb 21, 2024","Oct 30, 2023",,Paperback,view (with text),/book/show/61262566-deca-istanbula
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ravnica,"Lahiri, Jhumpa",,9789533133751,,345        pp,3.87,"93,353","Sep 24, 2013",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Odličan stil i realistična priča.,Notes are private!,0,5,1,"Oct 30, 2023","Nov 02, 2023","Oct 30, 2023",,Paperback,view (with text),/book/show/25389307-ravnica
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A onda je nestala,"Jewell, Lisa*",8663691947,9788663691940,8663691947,292        pp,4.06,"677,068","Jul 27, 2017",2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Paperback,view,/book/show/43899332-a-onda-je-nestala
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Čudna žena,"Erbil, Leylâ",,9789532591200,,206        pp,3.84,965,1971,Jan 2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Teško djelo,Notes are private!,0,2,1,"Oct 26, 2023","Oct 28, 2023","Oct 26, 2023",,Hardcover,view (with text),/book/show/30988991-udna-ena
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laži laži laži,"Parks, Adele*",9789538347,,,436        pp,3.75,"16,550","Sep 05, 2019",Nov 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 23, 2023","Oct 26, 2023","Oct 23, 2023",,Paperback,view,/book/show/59924397-la-i-la-i-la-i
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lovers,"Vida, Vendela",0060828390,9780060828394,0060828390,240        pp,3.22,"1,850",2010,"Jun 22, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 18, 2023","Oct 20, 2023","Oct 18, 2023",,Hardcover,view,/book/show/6920816-the-lovers
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Djetetovo dijete,"Vine, Barbara",,9789531426190,,314        pp,3.17,"2,790","Dec 04, 2012",Oct 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Paperback,view,/book/show/48841940-djetetovo-dijete
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ćutanje devojaka        (Women of Troy, #1)","Barker, Pat",,9788652145188,,312        pp,3.90,"90,868","Aug 30, 2018","May 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Paperback,view,/book/show/60913658-utanje-devojaka
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Greta: Godine ljubavi, godine sjećanja","Abel, Susanne",,9789538400124,,436        pp,4.50,"6,499","Mar 18, 2021",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Paperback,view,/book/show/63336111-greta
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Život vilenjaka,"Barbery, Muriel",867702509X,9788677025090,867702509X,256        pp,2.76,"3,363","Mar 11, 2015",2017,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Oct 16, 2023","Oct 18, 2023","Oct 16, 2023",,Paperback,view,/book/show/34450377-ivot-vilenjaka
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doba čuda,"Walker, Karen Thompson*",,9789533245843,,271        pp,3.66,"92,250",1989,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2023",,Paperback,view,/book/show/16170026-doba-uda
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soba leptira,"Riley, Lucinda",,9788652144075,,553        pp,4.18,"21,501","May 02, 2019",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2023",,Paperback,view,/book/show/60109395-soba-leptira
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afera Christie,"Gramont, Nina de*",,9789533720210,,392        pp,3.72,"80,256","Feb 01, 2022",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Iznenađujuće dobar triler i misterija. Nisam očekivala ovakvu radnju i obrte. Ocjena 5,Notes are private!,0,4,1,"Oct 11, 2023","Oct 14, 2023","Oct 11, 2023",,,view (with text),/book/show/61510017-afera-christie
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Svakog sledećeg leta,"Fortune, Carley*",8661520983,9788661520983,8661520983,255        pp,4.22,"512,685","May 10, 2022",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2023",,Paperback,view,/book/show/181277656-svakog-slede-eg-leta
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Čuvarica priča,"Page, Sally",9533720921,9789533720920,,324        pp,4.10,"40,396","Feb 28, 2022",2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dirljiva priča. Pomalo klišeizirana .,Notes are private!,0,3,1,"Oct 09, 2023","Oct 09, 2023","Oct 09, 2023",,Paperback,view (with text),/book/show/62989842-uvarica-pri-a
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dijete prašine,Nguyễn Phan Quế Mai *,,9789532594416,,344        pp,4.25,"9,181","Mar 14, 2023",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2023",,Paperback,view,/book/show/199062402-dijete-pra-ine
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Susjeda,"Morgan, Phoebe*",,9789533235974,,320        pp,3.83,"3,980","Feb 21, 2019",Oct 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Odličan triler!,Notes are private!,0,6,1,"Oct 04, 2023","Oct 06, 2023","Oct 04, 2023",,Hardcover,view (with text),/book/show/50643797-susjeda
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Samo jos malo,"Ahrnstedt, Simona*",,9788652143566,,395        pp,3.48,"1,349","Oct 16, 2019",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mora li, baš svaki roman napisan u posljednje vrijeme, biti prožet homoseksualnim odnosima?! Sex na svakoj trećoj stranici, sexsaju se na kuhinjskom sMora li, baš svaki roman napisan u posljednje vrijeme, biti prožet homoseksualnim odnosima?! Sex na svakoj trećoj stranici, sexsaju se na kuhinjskom stolu, na stepenicama, uz drvo, na livadi, u autu, na krevetu njegove pokojne žene....da bi roman završio vjenčanjem njegovog gej brata ...more",Notes are private!,0,6,1,"Oct 02, 2023","Oct 04, 2023","Oct 02, 2023",,Paperback,view (with text),/book/show/60648493-samo-jos-malo
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Balerine,"Kapelke-Dale, Rachel*",,9788652147243,8652147248,373        pp,3.44,"10,021","Dec 07, 2021",2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Čitala sam je bez daha,Notes are private!,0,4,1,"Sep 29, 2023","Oct 02, 2023","Sep 29, 2023",,Paperback,view (with text),/book/show/95940990-balerine
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Panika,"Muck, Desa",8611166000,,,204        pp,3.45,168,2003,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I smijala sam se i tugovala zajedno sa Verom. Realističan roman sa hepiendom.,Notes are private!,0,2,1,"Sep 28, 2023","Sep 29, 2023","Sep 28, 2023",,Paperback,view (with text),/book/show/6041148-panika
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,U potrazi za Sylvie Lee,"Kwok, Jean*",,,,339        pp,3.65,"37,673","Jun 04, 2019",2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dobar triler sa (ne)očekivanim krajem.,Notes are private!,0,2,1,"Sep 25, 2023","Sep 27, 2023","Sep 25, 2023",,Hardcover,view (with text),/book/show/59341765-u-potrazi-za-sylvie-lee
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Proklinjem rijeku vremena,"Petterson, Per",,9789958290282,,225        pp,3.44,"3,943","Oct 01, 2008",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Roman toka svijesti. Solidan.,Notes are private!,0,2,1,"Sep 23, 2023","Sep 25, 2023","Sep 23, 2023",,Paperback,view (with text),/book/show/28218279-proklinjem-rijeku-vremena
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snovi po meri,"Pradas, Núria",865212602X,9788652126026,865212602X,380        pp,3.63,269,"Apr 06, 2016","Jul 15, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 21, 2023","Sep 23, 2023","Sep 21, 2023",,Paperback,view,/book/show/35891929-snovi-po-meri
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sezona uragana,"Melchor, Fernanda*",,9789997653161,,231        pp,4.07,"30,295","May 12, 2017",2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Neobičan stil, naturalistički opisi. Svidjela mi se.",Notes are private!,0,3,1,"Sep 17, 2023","Sep 20, 2023","Sep 17, 2023",,Paperback,view (with text),/book/show/59930700-sezona-uragana
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ono o čemu se ne može govoriti,"Nezirović, Elvedin",9958305852,9789958305856,9958305852,175        pp,3.70,54,unknown,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brutalna, realna priča.",Notes are private!,0,2,1,"Sep 11, 2023","Sep 13, 2023","Sep 11, 2023",,Paperback,view (with text),/book/show/58561845-ono-o-emu-se-ne-mo-e-govoriti
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel Portofino,"O'Connell, J.P.",,9798200816446,B09KP48CYB,330        pp,3.32,"3,789","Dec 23, 2021","Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2023",,Hardcover,view,/book/show/59738365-hotel-portofino
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ono što ne možemo reći,"Rimmer, Kelly*",8630002506,9788630002502,8630002506,399        pp,4.53,"165,837","Feb 26, 2019",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Paperback,view,/book/show/123853155-ono-to-ne-mo-emo-re-i
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sve ono što u džepove nije moglo stati,"Žetica, Adnan",9958305674,9789958305672,9958305674,138        pp,4.00,6,unknown,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 04, 2023","Oct 29, 2023","Sep 04, 2023",,Paperback,view,/book/show/58140434-sve-ono-to-u-d-epove-nije-moglo-stati
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,U kasno ljeto,"Blažević, Magdalena*",,9789533584331,,176        pp,4.22,364,"Jan 25, 2022","Jan 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,2,"Aug 30, 2023Aug 30, 2023","Sep 03, 2023Aug 30, 2023","Aug 30, 2023",,Hardcover,view,/book/show/60209702-u-kasno-ljeto
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saher,"Doehnert, Rodica",,9788652128075,,333        pp,3.47,"6,288","Nov 21, 2016","Jun 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Paperback,view,/book/show/40494849-saher
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pursuit of Love        (Radlett & Montdore, #1)","Mitford, Nancy",0140007113,9780140007114,0140007113,192        pp,3.95,"19,604",1945,1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Solidna,Notes are private!,0,2,1,"Aug 26, 2023","Aug 29, 2023","Aug 26, 2023",,Paperback,view (with text),/book/show/835458.The_Pursuit_of_Love
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Central Park,"Musso, Guillaume",2845636768,9782845636767,2845636768,400        pp,3.94,"29,873","Mar 27, 2014","Mar 27, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Aug 21, 2023","Aug 26, 2023","Aug 21, 2023",,Paperback,view,/book/show/21466317-central-park
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Udvoje,"Sparks, Nicholas*",8652127824,9788652127825,8652127824,574        pp,3.95,"91,414","Oct 04, 2016","Oct 19, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Aug 17, 2023","Aug 21, 2023","Aug 17, 2023",,Paperback,view,/book/show/36446610-udvoje
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Svjetlo između oceana,"Stedman, M.L.*",,9789532183696,,464        pp,4.04,"458,090","Mar 20, 2012",2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Plakala sam na kraju...,Notes are private!,0,10,1,"Aug 14, 2023","Aug 17, 2023","Aug 14, 2023",,Paperback,view (with text),/book/show/17970620-svjetlo-izme-u-oceana
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Žena u ljubičastoj suknji,"Imamura, Natsuko",8652146519,9788652146512,8652146519,144        pp,3.28,"13,454",Jun 2019,"Nov 25, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Solidna.,Notes are private!,0,2,1,"Jan 30, 2024","Jan 30, 2024","Aug 09, 2023",,Paperback,view (with text),/book/show/63838300-ena-u-ljubi-astoj-suknji
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Britanija roud 22,"Hodgkinson, Amanda*",,9788650521212,8650521215,328        pp,3.65,"11,860","Apr 01, 2011",2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Teška i bolna priča o ponovnom početku života porodice rasturene u ratu.,Notes are private!,0,4,1,"Aug 09, 2023","Aug 13, 2023","Aug 09, 2023",,Paperback,view (with text),/book/show/27867878-britanija-roud-22
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tuđa pravila,"Irving, John*",8652135568,9788652135561,8652135568,720        pp,4.16,"185,194","May 10, 1985","Dec 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2023",,Paperback,view,/book/show/50388113-tu-a-pravila
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tebi šega što se zovem Donald?,"Burić, Ahmed",9958303450,9789958303456,9958303450,104        pp,4.05,92,2017,2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sarajevske ratne priče.,Notes are private!,0,2,1,"Aug 08, 2023","Aug 09, 2023","Aug 08, 2023",,Paperback,view (with text),/book/show/35954536-tebi-ega-to-se-zovem-donald
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poput ljetnog vina,"Brenner, Jamie*",,9789533606088,,416        pp,3.78,"7,973","Jun 22, 2021",2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Svidjela mi se ova lagana priča o jakim ženama iz tri generacije.,Notes are private!,0,2,1,"Aug 04, 2023","Aug 06, 2023","Aug 04, 2023",,Mass Market Paperback,view (with text),/book/show/61755132-poput-ljetnog-vina
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vrijeme otkrivanja,"McKay, P.J.*",,9789533605548,,352        pp,3.72,190,"Aug 10, 2020",2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,3,1,"Jul 30, 2023","Aug 03, 2023","Jul 30, 2023",,Mass Market Paperback,view (with text),/book/show/61257290-vrijeme-otkrivanja
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiha supruga,"Fisher, Kerry*",,9788660359164,,366        pp,3.92,"37,631","Feb 24, 2017",2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Prava ljetna drama za čitanje na plaži.,Notes are private!,0,11,1,"Jul 26, 2023","Jul 29, 2023","Jul 26, 2023",,Paperback,view (with text),/book/show/60807215-tiha-supruga
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meduzin pogled,"Haynes, Natalie*",8652149011,9788652149018,8652149011,328        pp,3.85,"42,499","Sep 15, 2022","Jun 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2023",,Paperback,view,/book/show/175523910-meduzin-pogled
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,U sjeni vinove loze,"MacLean, Julianne*",,9789531434775,,305        pp,4.27,"68,261","Jun 01, 2021",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Paperback,view,/book/show/179963558-u-sjeni-vinove-loze
