,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Deacon Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me Everything: The Story of a Private Investigation,"Krouse, Erika*",,,B0927D84L9,280        pp,3.76,"16,233","Mar 15, 2022","Mar 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Truly amazing book, the best I’ve read in a long, long time. A very honest personal narrative. It is a journey from a fight for a woman’s justice to aTruly amazing book, the best I’ve read in a long, long time. A very honest personal narrative. It is a journey from a fight for a woman’s justice to a challenge with her own inner demons to systemic issues still plaguing American institutions today. A fast read that I devoured this intimate tale of institutional misogyny. I highly recommend....more",Notes are private!,2,8,1,"Dec 23, 2023","Dec 24, 2023","Dec 23, 2023",,Kindle Edition,view (with text),/book/show/60497487-tell-me-everything
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky 666: The Impossible Mission,"Drury, Bob",1476774854,9781476774855,1476774854,368        pp,4.23,"1,280","Oct 25, 2016","Oct 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fantastic book about true heroes of WWII.,Notes are private!,0,1,1,"Dec 22, 2023","Dec 24, 2023","Dec 22, 2023",,Hardcover,view (with text),/book/show/29430852-lucky-666
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Miss: My Years Coaching Tiger Woods,"Haney, Hank",,,B006V3E2PE,274        pp,3.70,"4,883","Jan 01, 2012","Mar 27, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"EnjoyableA very interesting book that for golf fans like me was fantastic. I will admit that I am very much Tiger Woods fan and therefore this book atEnjoyableA very interesting book that for golf fans like me was fantastic. I will admit that I am very much Tiger Woods fan and therefore this book attracted me and did not disappoint.He goes into details that golf junkies would really get a lot out of. overall, a very good book that I thoroughly enjoyed.I recommend ...more",Notes are private!,0,6,1,"Dec 22, 2023","Dec 23, 2023","Dec 22, 2023",,Kindle Edition,view (with text),/book/show/18626640-the-big-miss
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chu's First Day of School        (Chu, #2)","Gaiman, Neil*",0062223976,9780062223975,0062223976,30        pp,3.82,"1,860",2014,2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Cute. Sweet. I loved it,Notes are private!,0,3,1,"Dec 22, 2023","Dec 22, 2023","Dec 22, 2023",,Hardcover,view (with text),/book/show/17718088-chu-s-first-day-of-school
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Full Circle: From the Depths of Uncertainty, Purpose Arises","Neta, Vered*",1619470829,9781619470828,1619470829,315        pp,4.72,18,unknown,"Dec 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another Vered Neta winner!I selected this book because I was in Europe during the late 80s and most of the 90s. So, the plot of the book closely paralAnother Vered Neta winner!I selected this book because I was in Europe during the late 80s and most of the 90s. So, the plot of the book closely parallels my experience, especially when I was in classified intelligence briefings. Neta does a very very good job.I also was impressed on how Neta followed the life of Ana, especially in her journeys and decisions in the university.The scenes were exceptionally well presented, and I thought the plot moved very quickly.I absolutely love this book and I look forward to reading others like it by the author.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,1,1,"Dec 20, 2023","Dec 22, 2023","Dec 22, 2023",,Paperback,view (with text),/book/show/203302549-full-circle
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calling for a Blanket Dance,"Hokeah, Oscar*",1643752995,9781643752990,B09F5YHL4N,272        pp,4.27,"3,907","Jul 26, 2022","Jul 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great fantastic absolutely fabulous book.The biggest strength was that stole it the complete picture of Native Americans in Oklahoma. Examples were whGreat fantastic absolutely fabulous book.The biggest strength was that stole it the complete picture of Native Americans in Oklahoma. Examples were when they worked in factories, trying to buy homes, enrolling for College.Great characters, Great plot! I highly recommend....more",Notes are private!,0,6,1,"Dec 20, 2023","Dec 21, 2023","Dec 21, 2023",,Kindle Edition,view (with text),/book/show/60185868-calling-for-a-blanket-dance
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Takedown,"Christopher, Matt",,,B002WAUVA0,147        pp,3.78,23,"Jan 02, 1990",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 20, 2023","Dec 20, 2023","Dec 20, 2023",,Kindle Edition,view,/book/show/8717108-takedown
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition        (Harry Potter, #1)","Rowling, J.K.",,,B08B69FSYS,256        pp,4.47,"10,052,718","Jun 26, 1997","Jan 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Harry Potter and the Sorcerer's Stone"" is a captivating and magical tale that introduces readers to the enchanting world of Hogwarts School of Witchc""Harry Potter and the Sorcerer's Stone"" is a captivating and magical tale that introduces readers to the enchanting world of Hogwarts School of Witchcraft and Wizardry. Written by J.K. Rowling, this book follows the story of a young boy, Harry Potter, who discovers he is a wizard and begins his journey into the realm of magic.The novel expertly combines elements of friendship, courage, and the battle between good and evil. Readers are drawn into a world filled with colorful characters, imaginative creatures, and richly detailed settings. The story's pacing is engaging, and the suspenseful plot keeps readers eagerly turning pages.Rowling's writing style is both accessible and immersive, making it easy for readers of all ages to become engrossed in the story. The book's universal themes of loyalty, bravery, and the triumph of good over evil resonate with audiences, contributing to its widespread appeal.Overall, ""Harry Potter and the Sorcerer's Stone"" is a timeless classic that continues to enchant readers with its sense of wonder, adventure, and the enduring power of magic....more",Notes are private!,0,5,1,"Dec 20, 2023","Dec 21, 2023","Dec 20, 2023",,Hardcover,view (with text),/book/show/86544615-harry-potter-and-the-sorcerer-s-stone
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Bovary,"Flaubert, Gustave",0192840398,9780192840394,0192840398,329        pp,3.70,"334,515","Dec 15, 1856",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Dec 15, 2023","Dec 19, 2023","Dec 19, 2023",,Paperback,view,/book/show/2175.Madame_Bovary
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Deadly Grind        (A Vintage Kitchen Mystery #1),"Hamilton, Victoria*",,,B0072NZZQC,304        pp,3.61,"2,842","May 01, 2012","May 01, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 18, 2023","Dec 20, 2023","Dec 18, 2023",,Kindle Edition,view,/book/show/14523723-a-deadly-grind
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Castaways        (Nantucket, #2)","Hilderbrand, Elin*",,,B002DJ9IN6,420        pp,3.73,"48,739","Jul 07, 2009",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyable I did get a bit confused with the moving timeframe and the moving focus on characters. For me, these books are best read in one or two seatiEnjoyable I did get a bit confused with the moving timeframe and the moving focus on characters. For me, these books are best read in one or two seatings. I really have an opportunity to do that....more",Notes are private!,2,5,1,"Dec 17, 2023","Dec 18, 2023","Dec 17, 2023",,Kindle Edition,view (with text),/book/show/6569737-the-castaways
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Bargain: A Clandestine Magic Fairy Tale,"Cowley, Colleen*",,,,unknown,4.23,111,"Jan 31, 2024",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a lovely little book that combines both romance and fantasy. I enjoyed it and wished it was a little longer because I became engrossed in it.TThis is a lovely little book that combines both romance and fantasy. I enjoyed it and wished it was a little longer because I became engrossed in it.The strength of the book was in its characterizations. The author uses characters in such a way that they are clear and understandable. Thus, it allows the reader to sync into the plot with characters that have become familiar.Good story overall and I hope to see other stories by this author.I recommend this story.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,6,1,"Dec 15, 2023","Dec 17, 2023","Dec 16, 2023",,,view (with text),/book/show/202378871-into-the-bargain
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's a Long Story: My Life,"Nelson, Willie",0316403563,,B00NERQSC0,401        pp,4.12,"8,640","May 05, 2015","May 05, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Dec 16, 2023","Dec 16, 2023",,Kindle Edition,view,/book/show/24474476-it-s-a-long-story
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Festivus: The Holiday for the Rest of Us,"Salkin, Allen",0446696749,9780446696746,0446696749,144        pp,3.04,210,2005,"Oct 26, 2005",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Jokes on me. This book is terrible.,Notes are private!,0,0,1,"Dec 15, 2023","Dec 16, 2023","Dec 16, 2023",,Hardcover,view (with text),/book/show/381262.Festivus
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Christmas Dance: A Cottonwood Creek Romance        (Christmas at Cottonwood Creek Book 1),"Walker, Goldie*",,,B0CMCL2GHK,140        pp,3.62,8,unknown,"Nov 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very enjoyable book. I was a clean romance from the 1800s.The characters are very well developed and very easy to relate to. My only struggle was thA very enjoyable book. I was a clean romance from the 1800s.The characters are very well developed and very easy to relate to. My only struggle was that it was very predictable for me.Besides that comment, I felt the plot flowed smoothly and was a very fast read.I recommend this book to those who enjoy clean romance books. I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,4,1,"Dec 14, 2023","Dec 19, 2023","Dec 14, 2023",,Kindle Edition,view (with text),/book/show/201308639-the-christmas-dance
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter in Moravia,"Tonks, John",,,B0CHWBM9L9,225        pp,3.33,6,unknown,"Sep 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful Cold War book that reminds me of life in those the 40’s & 50’s. As an officer in the USAF I had the responsibility to be thoroughly familiA wonderful Cold War book that reminds me of life in those the 40’s & 50’s. As an officer in the USAF I had the responsibility to be thoroughly familiar with the roots of the Cold War. This book very accurately portrays the events of the times. The main character, Valentina, struggles with the challenges of lies, deception and secrets that threatens to entrap her and all her associates, like Tom.I love spy novels and this closely parallels the best intrigue books....more",Notes are private!,0,7,1,"Dec 14, 2023","Dec 30, 2023","Dec 14, 2023",,Kindle Edition,view (with text),/book/show/199625331-winter-in-moravia
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Office BFFs: Tales of The Office from Two Best Friends Who Were There,"Fischer, Jenna",,,B08WLX1FXD,336        pp,4.23,"29,730","May 17, 2022","May 17, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 13, 2023","Dec 14, 2023","Dec 13, 2023",,Kindle Edition,view,/book/show/57101915-the-office-bffs
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Certain Age        (A Certain Age, #1)","Williams, Beatriz*",,,B00Z751AWA,333        pp,3.65,"11,382","Jun 28, 2016","Jun 28, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,First 30%. FunNext 20%. Slow as pouring molasses. Next 10%. BoringLast 15% Impossibly got worseDNF,Notes are private!,0,2,1,"Dec 12, 2023","Dec 13, 2023","Dec 12, 2023",,Kindle Edition,view (with text),/book/show/28369091-a-certain-age
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hettie and the London Blitz: A World War II Survival Story,"Walsh, Jenni L.*",1515892956,9781515892953,B08Q8MZ3S3,68        pp,3.91,88,unknown,"Jan 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s a lovely story of what children went through during the battle of Britain. As the children were moved into the country, it was interesting to lisIt’s a lovely story of what children went through during the battle of Britain. As the children were moved into the country, it was interesting to listen to how it affected them from the children’s perspective.I enjoyed it and recommend it. ...more",Notes are private!,2,4,1,"Dec 12, 2023","Dec 12, 2023","Dec 12, 2023",,Kindle Edition,view (with text),/book/show/57807252-hettie-and-the-london-blitz
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flags of Our Fathers: Heroes of Iwo Jima,"Bradley, James D.",,,B006XWYC4E,226        pp,4.22,"60,533","May 02, 2000","Feb 29, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Truly OutstandingThis is a thorough and complete account of the heroes of the Battle of Iwo Jima.It has the unique ability to pull you right into the Truly OutstandingThis is a thorough and complete account of the heroes of the Battle of Iwo Jima.It has the unique ability to pull you right into the story, because of the personal anecdotes and real life examples.On the several times throughout the book, I was fighting back tears. This is a book about real heroes not Hollywood celebrities playing a role These are people who would put their lives on their line for me and you. And they did. One of the best books I’ve ever read, I highly recommend....more",Notes are private!,2,7,1,"Dec 11, 2023","Dec 11, 2023","Dec 11, 2023",,Kindle Edition,view (with text),/book/show/19181322-flags-of-our-fathers
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Counterfeit Tackle,"Christopher, Matt",,,B002ZDK046,160        pp,3.73,41,"Jan 01, 1965","Dec 02, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,CuteThis a a fun book that I enjoyed. I used to read lots of stories like this when I was a wee one. It was fun to revisit this type of young adult boCuteThis a a fun book that I enjoyed. I used to read lots of stories like this when I was a wee one. It was fun to revisit this type of young adult book. ...more,Notes are private!,0,3,1,"Dec 10, 2023","Dec 11, 2023","Dec 10, 2023",,Kindle Edition,view (with text),/book/show/20071327-the-counterfeit-tackle
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Mercies,"Lehane, Dennis*",,,B0B7NDZNDV,320        pp,4.31,"43,586","Apr 25, 2023","Apr 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A powerful book. It is very ruthless and brutal. However , the drugs and violence were true to the nature of the times. Desegregation of Boston was veA powerful book. It is very ruthless and brutal. However , the drugs and violence were true to the nature of the times. Desegregation of Boston was very violent. Superb characters make the pain more real. ...more",Notes are private!,0,5,1,"Dec 10, 2023","Dec 12, 2023","Dec 10, 2023",,Kindle Edition,view (with text),/book/show/61468872-small-mercies
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln's Grave Robbers,"Sheinkin, Steve",0545405726,9780545405720,0545405726,214        pp,3.82,"4,382",Jan 2013,2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 10, 2023","Dec 11, 2023","Dec 10, 2023",,Hardcover,view,/book/show/15809629-lincoln-s-grave-robbers
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall of Richard Nixon: A Reporter Remembers Watergate,"Brokaw, Tom",140006970X,9781400069705,140006970X,208        pp,3.55,978,"Nov 05, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A well written and balanced book, from my memory. Mr. Brooke dis a fine job of just writing about the news without opinionated commentary. I totally eA well written and balanced book, from my memory. Mr. Brooke dis a fine job of just writing about the news without opinionated commentary. I totally enjoyed. ...more",Notes are private!,0,5,1,"Dec 10, 2023","Dec 10, 2023","Dec 10, 2023",,Hardcover,view (with text),/book/show/46272725-the-fall-of-richard-nixon
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wicked City,"Williams, Beatriz*",,,B01ER65QNI,384        pp,3.65,"9,500","Jan 17, 2017","Jan 17, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 08, 2023","Dec 10, 2023","Dec 08, 2023",,Kindle Edition,view,/book/show/31824681-the-wicked-city
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Road with Bob Dylan,"Sloman, Larry",,,B003FCVETG,401        pp,3.84,757,1978,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a book that I had a very difficult time finishing. I am not a fan of Dylan singing, but I love the artistry and poetic structure of his songsThis was a book that I had a very difficult time finishing. I am not a fan of Dylan singing, but I love the artistry and poetic structure of his songs. I tried not to bring that bias into my reading and hopefully I did not account his singing as in this .In the end, it was also ordinary book about speed induced rock ‘n’ roll rollers, who were high or stoned or drunk all the time and made really stupid mistakes.In the beginning it was pretty interesting, As it moved on, it really wore me out.Dylan fans… Might really like it. Not me....more",Notes are private!,0,1,1,"Dec 07, 2023","Dec 09, 2023","Dec 07, 2023",,Kindle Edition,view (with text),/book/show/8706407-on-the-road-with-bob-dylan
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Philosophy of Modern Song,"Dylan, Bob",1451648707,9781451648706,1451648707,352        pp,3.81,"3,050","Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the one I really liked. Dylan does a tremendous job of researching when I assume are his favorite songs. Everything from background of the wriThis is the one I really liked. Dylan does a tremendous job of researching when I assume are his favorite songs. Everything from background of the writer, to release date of the original song to its place on album tracks made this book in incredibly interesting....more",Notes are private!,0,2,1,"Dec 07, 2023","Dec 09, 2023","Dec 07, 2023",,Hardcover,view (with text),/book/show/60538185-the-philosophy-of-modern-song
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Canary Yellow Star,"Wiseman, Eva",,,B0031RS4ES,240        pp,4.07,152,"Oct 01, 2001",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was an interesting read. The main character goes through the pain of the Nazi occupation of Hungary. I have a very intimate feeling about Hungry.This was an interesting read. The main character goes through the pain of the Nazi occupation of Hungary. I have a very intimate feeling about Hungry. I spent time in Budapest helping the military prepare for entrance into NATO. Great plot that constantly changes the challenges for Marta’s family. I recommend ...more,Notes are private!,0,5,1,"Dec 06, 2023","Dec 07, 2023","Dec 07, 2023",,Kindle Edition,view (with text),/book/show/8581917-my-canary-yellow-star
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hike the Course: A Journey of Family, Passion and Olympic Success for Inspiring and Transforming Athletes of all Ages","Cochran, Barbara Ann",,,B0CMC9T7JS,214        pp,3.73,11,unknown,"Oct 31, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this book interesting in that it told to win a gold medal in the Olympics. However, there seem to be three parts of the book that seem to me aI found this book interesting in that it told to win a gold medal in the Olympics. However, there seem to be three parts of the book that seem to me a bit disjointed. First was the story of getting the Olympic gold – – terrific next, was how the family had build up a ski into successful bench. – – Good stuff! However, the final half of the book was how to coach all the techniques to prepare and work with the students. I found out a bit dry.Overall really didn’t enjoy the book except the last section and I hope others get more out of it than I did. After all, I am 74 years old, and I think my days as a possible Olympian probably have passed me.For people who are competitive athletes, I think they’ll very much enjoy this book.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,0,1,"Dec 04, 2023","Dec 07, 2023","Dec 07, 2023",,Kindle Edition,view (with text),/book/show/201289284-hike-the-course
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good-Bye, Mr. Chips","Hilton, James",0316010138,9780316010139,0316010138,144        pp,3.97,"13,112",1934,"Jul 14, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is an absolutely lovely book and a classic for all times.,Notes are private!,0,4,1,"Dec 07, 2023","Dec 07, 2023","Dec 07, 2023",,Paperback,view (with text),/book/show/413617.Good_Bye_Mr_Chips
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0802158749,9780802158741,0802158749,128        pp,4.19,"153,400","Nov 05, 2021","Nov 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A lovely book. So many emotions flowed through the plot. Leading to a story of love hope. Well crafted characters that are easy to understand. I highlA lovely book. So many emotions flowed through the plot. Leading to a story of love hope. Well crafted characters that are easy to understand. I highly recommend. ...more,Notes are private!,0,4,1,"Dec 06, 2023","Dec 07, 2023","Dec 06, 2023",,Hardcover,view (with text),/book/show/58662236-small-things-like-these
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boots on the Ground: America's War in Vietnam,"Partridge, Elizabeth",,,B073YTJWP9,224        pp,4.29,950,"Apr 10, 2018","Apr 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Powerful Is a very well written book that touches the emotions of all Vietnam era people like me.The book is not 100% balanced because they don’t talkPowerful Is a very well written book that touches the emotions of all Vietnam era people like me.The book is not 100% balanced because they don’t talk about both sides of issues.I recommend, and for some Vietnam veterans might need some tissues....more",Notes are private!,0,4,1,not set,"Dec 06, 2023","Dec 06, 2023",,Kindle Edition,view (with text),/book/show/39799688-boots-on-the-ground
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outliers: The Story of Success,"Gladwell, Malcolm",0316017922,9780316017923,0316017922,309        pp,4.19,"786,119","Nov 18, 2008","Nov 18, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A fantastic piece of research that builds some strong cases for success. A good read,Notes are private!,0,5,1,"Dec 04, 2023","Dec 05, 2023","Dec 04, 2023",,Hardcover,view (with text),/book/show/3228917-outliers
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,3:16: The Numbers of Hope,"Lucado, Max*",0849901936,9780849901935,0849901936,219        pp,4.22,"7,433",unknown,"Jan 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 04, 2023","Dec 05, 2023","Dec 04, 2023",,Hardcover,view,/book/show/782758.3
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New York Tour        (Old Toronto Historical Romance - M W Gilford Dry Goods Co. Series Book 1-5 2),"Davenport, Patricia",173812875X,9781738128754,B0CLYQ7B3F,356        pp,4.67,3,unknown,"Nov 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an outstanding second book in the series. Quite often authors are not as successful with the second book as the initial. In this case, Ms. DavThis is an outstanding second book in the series. Quite often authors are not as successful with the second book as the initial. In this case, Ms. Davenport has done an exceptional job.We continue the journey of Edward and Marnie through and up to the beginning of their marriage.The strengths in this particular book are its descriptions, and the scenes that read like they are painted on the page in words.A fantastic story with a tremendous plot that is romantic but not sexual.I recommend highly.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,9,1,"Dec 04, 2023","Dec 05, 2023","Dec 04, 2023",,Kindle Edition,view (with text),/book/show/200825821-the-new-york-tour
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Was,"Demas, Corinne*",,,B004Y85NE2,209        pp,3.40,327,"Aug 01, 2010","Apr 12, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoyed this book. The characters are easy to understand and the plot is one that many could relate to. I recommend.,Notes are private!,0,6,1,"Dec 03, 2023","Dec 04, 2023","Dec 03, 2023",,Kindle Edition,view (with text),/book/show/11768325-everything-i-was
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Greatest Generation,"Brokaw, Tom",0812975294,9780812975291,0812975294,464        pp,4.03,"18,682","Dec 01, 1998","May 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Absolutely Fantastic ! These stories about the WWII vet’s cross over almost every feeling and emotion. I loved the stories.,Notes are private!,0,3,1,"Dec 02, 2023","Dec 03, 2023","Dec 02, 2023",,Paperback,view (with text),/book/show/32987.The_Greatest_Generation
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home,"Morrison, Toni",,,B0060AY85C,148        pp,3.82,"25,210","May 08, 2012","May 08, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another Toni Morrison classic. She has the abilities to intertwine people in stories unlike a few authors.For me I really appreciate it helping the thAnother Toni Morrison classic. She has the abilities to intertwine people in stories unlike a few authors.For me I really appreciate it helping the theme of leaving home and coming home. Ran throughout the story.I very much enjoyed this book....more,Notes are private!,0,4,1,"Dec 02, 2023","Dec 03, 2023","Dec 02, 2023",,Kindle Edition,view (with text),/book/show/12993086-home
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neil Gaiman and Dave McKean: Mirror Mask by Neil Gaiman (1-May-2005) Hardcover,"Gaiman, Neil*",,,B012HTQQU4,0        pp,3.47,15,unknown,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just confusing,Notes are private!,0,2,1,"Dec 02, 2023","Dec 02, 2023","Dec 02, 2023",,Hardcover,view (with text),/book/show/168215364-neil-gaiman-and-dave-mckean
