,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Luna's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taking Care,"Williams, Joy",0394521579,9780394521572,0394521579,244        pp,4.28,813,1982,"Feb 12, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2023",,Hardcover,view,/book/show/2119543.Taking_Care
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calling for a Blanket Dance,"Hokeah, Oscar*",1643751476,9781643751474,1643751476,272        pp,4.27,"3,908","Jul 26, 2022","Jul 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Hardcover,view,/book/show/58328439-calling-for-a-blanket-dance
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Council of Dolls,"Power, Mona Susan",0063281090,9780063281097,,304        pp,4.06,"3,305","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Hardcover,view,/book/show/62645211-a-council-of-dolls
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last        (Endling, #1)","Applegate, Katherine",0062335529,9780062335524,0062335529,383        pp,4.21,"5,790","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Hardcover,view,/book/show/35887524-the-last
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were Liars,"Lockhart, E.*",,,,242        pp,3.67,"1,144,933","May 13, 2014","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Kindle Edition,view,/book/show/16143347-we-were-liars
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Cuentista,"Higuera, Donna Barba*",1646140893,9781646140893,1646140893,320        pp,4.09,"20,731","Oct 12, 2021","Oct 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Hardcover,view,/book/show/56817365-the-last-cuentista
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,447","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2023",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Apartment,"Foley, Lucy",0063003058,9780063003057,0063003058,360        pp,3.67,"516,326","Feb 22, 2022","Feb 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A large cast of unreliable narrators that turn out to be a dysfunctional family. A missing person that might be dead! Or maybe not? Lots if secrets geA large cast of unreliable narrators that turn out to be a dysfunctional family. A missing person that might be dead! Or maybe not? Lots if secrets get revealedA fast paced fun read. Well done....more,Notes are private!,0,2,1,"Sep 04, 2023","Sep 07, 2023","Aug 09, 2023",,Hardcover,view (with text),/book/show/58468990-the-paris-apartment
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Revivalists,"Hood, Christopher M.*",006322139X,9780063221390,006322139X,304        pp,3.71,803,"Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2023",,Hardcover,view,/book/show/60194154-the-revivalists
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Latecomer,"Korelitz, Jean Hanff*",1250790794,9781250790798,1250790794,439        pp,4.02,"30,499","May 31, 2022","May 31, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,After finishing The Plot I immediately began The Latecomer. These are such completely different books---other than they are both brilliant. The LatecoAfter finishing The Plot I immediately began The Latecomer. These are such completely different books---other than they are both brilliant. The Latecomer is a beautiful story about forgiveness. The character development is supreme. I highly recommend this book!...more,Notes are private!,0,0,1,"Sep 13, 2023","Sep 18, 2023","Aug 08, 2023",,Hardcover,view (with text),/book/show/57693566-the-latecomer
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is How You Lose the Time War,"El-Mohtar, Amal*",,,,209        pp,3.91,"205,641","Jul 16, 2019","Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fantasy, time-travel, war action thriller, LGBTQ Romeo and Juliet epistolary novel. Now that's a mouthful. A very fun read. This is the type of book IFantasy, time-travel, war action thriller, LGBTQ Romeo and Juliet epistolary novel. Now that's a mouthful. A very fun read. This is the type of book I won't read again but rather I will hope for a Netflix series! I want to see how they will portray these characters and what the scenes will look like. It could be quite beautiful and imaginative....more",Notes are private!,0,0,1,"Aug 06, 2023","Aug 06, 2023","Aug 06, 2023",,Kindle Edition,view (with text),/book/show/43352954-this-is-how-you-lose-the-time-war
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zami: A New Spelling of My Name,"Lorde, Audre",,,,256        pp,4.39,"21,233",1982,"Jan 01, 1982",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I stumbled on this book from a neighbor who read it in women's fiction class. I'm going to call it an autobiographical fiction because even if parts aI stumbled on this book from a neighbor who read it in women's fiction class. I'm going to call it an autobiographical fiction because even if parts are not exactly hers, it's close enough to what was experienced by young, black, lesbian women in Harlem in the late 50s and 60s. A wonderful enlightening read!!...more",Notes are private!,0,0,1,Aug 2023,"Aug 06, 2023","Aug 06, 2023",,Paperback,view (with text),/book/show/395220.Zami
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Annie's Song: Dandelions, Dreams and Dogs","McDonnell, Annie*",1950495361,9781950495368,B0BX4Y5FKJ,296        pp,4.95,42,unknown,"Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 03, 2024",not set,"Aug 04, 2023",,Kindle Edition,view,/book/show/123126780-annie-s-song
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memento Mori,"Spark, Muriel",1846974275,9781846974274,1846974275,222        pp,3.62,"6,361",Jan 1959,"Nov 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/38332471-memento-mori
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the Quake: Stories,"Murakami, Haruki",0804166617,9780804166614,,unknown,3.78,"52,383","Feb 25, 2000","Jan 07, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another gem! A slim collection of wonderful stories. I especially loved Thailand.,Notes are private!,0,3,1,"Jul 30, 2023","Jul 30, 2023","Jul 30, 2023",,Audiobook,view (with text),/book/show/18142497-after-the-quake
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selling Light,"Gray, Effie",1906894000,9781906894009,1906894000,111        pp,4.20,5,2008,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Lovely writing! A sweet story that explores relationships.,Notes are private!,0,0,2,"Jul 30, 2023not set","Jul 30, 2023not set","Jul 30, 2023",,,view (with text),/book/show/6304634-selling-light
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plato and a Platypus Walk Into a Bar...: Understanding Philosophy Through Jokes,"Cathcart, Thomas",,,B004Q3RTT2,216        pp,3.76,"16,355",2006,"May 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Hilarious and fun to read,Notes are private!,0,1,1,"Jul 28, 2023","Jul 28, 2023","Jul 28, 2023",,Kindle Edition,view (with text),/book/show/19092811-plato-and-a-platypus-walk-into-a-bar
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wish You Were Here,"Picoult, Jodi*",1984818414,9781984818416,1984818414,310        pp,3.93,"235,968","Nov 30, 2021","Nov 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wish You Were Here toys with some interesting questions about time and parallel universes. I would not have taken John and Yoko's story and inserted iWish You Were Here toys with some interesting questions about time and parallel universes. I would not have taken John and Yoko's story and inserted it. It wasn't necessary to take that and play on it. But otherwise a good beach read if you are looking for something light. And although it's a Covid story, it is still a light read. There are some good thoughtful passages and one I particularly like:Trying to figure out what happened to me isn’t important. It’s what I do with what I’ve learned that counts.Jodi Picoult, Wish You Were Here...more",Notes are private!,0,1,1,"Jul 21, 2023","Jul 22, 2023","Jul 22, 2023",,Hardcover,view (with text),/book/show/57701764-wish-you-were-here
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Box of Matches,"Baker, Nicholson*",0375706038,9780375706035,0375706038,192        pp,3.69,"2,510","Jan 07, 2003","Mar 09, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like The Mezzanine, not quite as humorous, but still Baker captivates his reader with the quotidian.",Notes are private!,0,0,1,"Jul 19, 2023","Jul 20, 2023","Jul 20, 2023",,Paperback,view (with text),/book/show/28231.A_Box_of_Matches
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Evil Inclination,"Victor, Daniel*",1639889027,9781639889020,B0C4HY4XHR,378        pp,4.64,53,unknown,"Jun 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An observant Jew becomes enthralled with a spirited Catholic. Both are questioning their faith. I enjoyed their banter as they tried to navigate theirAn observant Jew becomes enthralled with a spirited Catholic. Both are questioning their faith. I enjoyed their banter as they tried to navigate their differences and the seeming contradiction of the love for each other and their devotion and love of God....more,Notes are private!,0,2,1,"Jul 13, 2023","Jul 16, 2023","Jul 16, 2023",,Kindle Edition,view (with text),/book/show/150226105-the-evil-inclination
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mezzanine,"Baker, Nicholson*",0679725768,9780679725763,0679725768,135        pp,3.84,"8,882","Oct 15, 1988","Jan 16, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautifully written with quotidian details of the narrator's office lunch hour. Great book for writers. Here's a excerpt in which the narrator quotes Beautifully written with quotidian details of the narrator's office lunch hour. Great book for writers. Here's a excerpt in which the narrator quotes Marcus Aurelius and lists his day's activities. "" 'Manifestly,' I repeated, as if scolding myself, 'no condition of life could be so well adapted for the practice of philosophy as this in which chance finds you today!' Chance found me that day having worked for a living all morning, broken a shoelace, chatted with Tina, urinated successfully in a corporate setting, washed my face, eaten half a bag of popcorn, bought a new set of shoelaces, eaten a hotdog and a cookie with some milk; and chance found me now sitting in the sun on a green bench, with a paperback on my lap.""...more",Notes are private!,0,2,1,"Jul 10, 2023","Jul 15, 2023","Jul 15, 2023",,Paperback,view (with text),/book/show/247000.The_Mezzanine
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Comfort of Crows: A Backyard Year,"Renkl, Margaret*",1954118465,9781954118461,1954118465,270        pp,4.40,"2,448","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2023",,Hardcover,view,/book/show/123087784-the-comfort-of-crows
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amazing Grace Adams,"Littlewood, Fran",1250857015,9781250857019,1250857015,272        pp,3.37,"19,897","Jan 19, 2023","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I liked the storyline and premise of this novel. Grace is an interesting character with issues that many women can relate to. The jumping time line haI liked the storyline and premise of this novel. Grace is an interesting character with issues that many women can relate to. The jumping time line had me lost many times and I had to flip back to see why I wasn't able to follow. This does not normally happen to me and I read far more complex long literary tomes including the Russians! Why was this short novel such a jumble? It definitely needed a stronger editor....more,Notes are private!,0,2,1,"Jun 25, 2023","Jun 27, 2023","Jun 27, 2023",,Hardcover,view (with text),/book/show/61796633-amazing-grace-adams
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True North,"Harrison, Jim",0802117732,9780802117731,0802117732,388        pp,3.91,"4,343","Aug 09, 1994","Apr 08, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This novel has elements of autobiography as it takes place in Michigan's Upper Peninsula and Jim Harrison's love for the region and fishing. It is pubThis novel has elements of autobiography as it takes place in Michigan's Upper Peninsula and Jim Harrison's love for the region and fishing. It is published only 2 years after his memoir Off To The Side. I adore his writing style and voice....more,Notes are private!,0,1,1,Jun 2023,"Jun 26, 2023","Jun 26, 2023",,Hardcover,view (with text),/book/show/107419.True_North
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strong Female Character,"Brady, Fern*",1914240448,9781914240447,1914240448,288        pp,4.51,"19,185","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2023",,Hardcover,view,/book/show/59903149-strong-female-character
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jacob's Room,"Woolf, Virginia",039392632X,9780393926323,039392632X,352        pp,3.53,"11,682",1922,"May 14, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I enjoyed this story written a few years before Mrs Dalloway and To the Lighthouse. I saw several elements of her style. Aspects of Jacob's personalitI enjoyed this story written a few years before Mrs Dalloway and To the Lighthouse. I saw several elements of her style. Aspects of Jacob's personality which I've read were patterned after her brother were clear in this and returned in Mrs Dalloway. I will continue to read Woolf as she is one of my favorite writers....more,Notes are private!,0,0,1,Jun 2023,"Jun 13, 2023","Jun 13, 2023",,Paperback,view (with text),/book/show/225396.Jacob_s_Room
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Album: Essays,"Didion, Joan",,,B072HMBLSM,224        pp,4.06,"39,039",1979,"May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 08, 2023",not set,"Jun 08, 2023",,Kindle Edition,view,/book/show/35075917-the-white-album
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Years,"Ernaux, Annie*",,,,256        pp,4.18,"29,451","Feb 07, 2008","Nov 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2023",,Paperback,view,/book/show/34355387-the-years
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Near to the Wild Heart,"Lispector, Clarice",0811211401,9780811211406,0811211401,192        pp,4.04,"9,924",Dec 1943,"Sep 17, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2023",,Paperback,view,/book/show/153425.Near_to_the_Wild_Heart
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,710","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2023",,Kindle Edition,view,/book/show/61771675-hello-beautiful
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birnam Wood,"Catton, Eleanor",1783784261,9781783784264,B0B27CTD5Q,433        pp,3.83,"30,749","Mar 02, 2023","Mar 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2023",,ebook,view,/book/show/61399435-birnam-wood
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in Venice,"Mann, Thomas",0060576170,9780060576172,,142        pp,3.70,"56,550",1912,"May 31, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,Paperback,view,/book/show/53061.Death_in_Venice
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hungry Ghosts,"Hosein, Kevin Jared*",1526644487,9781526644480,1526644487,352        pp,3.86,"1,706","Feb 07, 2023","Feb 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2023",,Hardcover,view,/book/show/63905029-hungry-ghosts
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Other Eden,"Harding, Paul",132403629X,9781324036296,132403629X,224        pp,3.80,"11,992","Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2023",,Hardcover,view,/book/show/61089492-this-other-eden
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Corelli’s Mandolin,"de Bernières, Louis",067976397X,9780679763970,067976397X,437        pp,4.02,"86,747",1994,"Aug 29, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2023",,Paperback,view,/book/show/3388.Corelli_s_Mandolin
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Regret Almost Everything,"Mcnally, Keith",1668017644,9781668017647,B0BVMZ6TD6,320        pp,0.00,0,unknown,"Feb 18, 2025",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Kindle Edition,view,/book/show/112086449-i-regret-almost-everything
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stella Maris        (The Passenger, #2)","McCarthy, Cormac",0307269000,9780307269003,0307269000,190        pp,3.88,"16,975","Dec 06, 2022","Dec 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After reading Stella Maris i came to believe that Cormac is both Bobby Western and his sister Alicia. I adore him even more after reading these two boAfter reading Stella Maris i came to believe that Cormac is both Bobby Western and his sister Alicia. I adore him even more after reading these two books. He always wrote with a brilliant philosophical outlook. A vision. Its time to reread... especially the Border Trilogy. The Passenger and Stella Maris aren't the coming of age story of those early books. They are the summation of his life, almost a look back from the beyond. ""Because that's what people do when their waiting for the end.""...more",Notes are private!,0,0,1,"Feb 14, 2023","Feb 28, 2023","Feb 14, 2023",,Hardcover,view (with text),/book/show/60526802-stella-maris
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222363,9780735222366,0735222363,576        pp,4.23,"259,081","Oct 05, 2021","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Paperback,view,/book/show/75361333-the-lincoln-highway
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0312424094,9780312424091,0312424094,219        pp,3.81,"53,441","Mar 01, 1980","Nov 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Marvelous story. Beautiful writing. After Gilead, which achieved perfection, Housekeeping was a stellar read with equal depth and richness.",Notes are private!,0,2,1,"Feb 05, 2023","Feb 09, 2023","Feb 09, 2023",,Paperback,view (with text),/book/show/11741.Housekeeping
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nobody Knows My Name,"Baldwin, James",0679744738,9780679744733,0679744738,242        pp,4.37,"4,097",Jul 1961,"Dec 01, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"James Baldwin was born in 1924 and wrote these essays published between 1954 and 1961. At 30 he was already a brilliant writer, much like Joan Dideon.James Baldwin was born in 1924 and wrote these essays published between 1954 and 1961. At 30 he was already a brilliant writer, much like Joan Dideon. Reading this slim book was immensely enlightening and enriching. My personal favorite was ""a Fly in the Buttermilk"" because it reminded me of my youth in integrated schools....more",Notes are private!,0,2,1,Feb 2023,"Feb 02, 2023","Feb 02, 2023",,Paperback,view (with text),/book/show/38458.Nobody_Knows_My_Name
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naked,"Sedaris, David",,,,304        pp,4.09,"265,129","Mar 01, 1997",1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Its been a long while since I've read something that makes me laugh. I don’t laugh easily. My favorites are The Absolutely True Diary of a Part-time IIts been a long while since I've read something that makes me laugh. I don’t laugh easily. My favorites are The Absolutely True Diary of a Part-time Indian by Sherman Alexie. And the classic Portnoy's Complaint by Philip Roth. Then there is David Sedaris who never fails. He holds the mirror up....more,Notes are private!,0,0,1,"Jan 28, 2023","Jan 31, 2023","Jan 31, 2023",,Paperback,view (with text),/book/show/4138.Naked
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Salt Eaters,"Bambara, Toni Cade",0704338823,9780704338821,0704338823,295        pp,3.87,"1,342",1980,"Jan 01, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A story about healing the spirit, the soul, and the mind.The writing as fluid and elusive as faith. Elements of Faulkner ""Are you sure, sweetheart, thA story about healing the spirit, the soul, and the mind.The writing as fluid and elusive as faith. Elements of Faulkner ""Are you sure, sweetheart, that you want to be well?… Just so's you're sure, sweetheart, and ready to be healed, cause wholeness is no trifling matter. A lot of weight when you're well.”...more",Notes are private!,0,2,1,"Jan 24, 2023","Jan 24, 2023","Jan 24, 2023",,Paperback,view (with text),/book/show/157929.The_Salt_Eaters
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bitter Sweets,"Farooki, Roopa",0312360525,9780312360528,0312360525,368        pp,3.54,"2,005","Nov 13, 2007","Nov 13, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm a huge fan of Jhumpa Lahiri. So when Roopa Farooki's novel Bitter Sweet landed in my stack I was intrigued. A nice and breezy story with several gI'm a huge fan of Jhumpa Lahiri. So when Roopa Farooki's novel Bitter Sweet landed in my stack I was intrigued. A nice and breezy story with several generations and multiple couples....more,Notes are private!,0,0,1,"Jan 20, 2023","Jan 20, 2023","Jan 20, 2023",,Hardcover,view (with text),/book/show/1379403.Bitter_Sweets
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2022 on Goodreads,Various,,,,unknown,4.08,"1,304",2022,2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My novels are psychological and so my reading mirrors that. I didn't get to meet my challenge as I finished my new novel this year. But I think I chosMy novels are psychological and so my reading mirrors that. I didn't get to meet my challenge as I finished my new novel this year. But I think I chose well finishing with Cormac Mccarthy's new novel The Passenger which did not disappoint!...more,Notes are private!,0,2,1,not set,not set,"Dec 31, 2022",,,view (with text),/book/show/58628750-2022-on-goodreads
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sleeping Serpent,"Saint Claire, Luna*",1928816762,9781928816768,1928816762,426        pp,4.17,139,"Oct 19, 2015","Oct 16, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can't  my own novel -- But I can suggest you read some of the s written by book bloggers when the novel released in 20155+ PsychologicalI can't  my own novel -- But I can suggest you read some of the s written by book bloggers when the novel released in 20155+ Psychologically messed up stars! I LOVE dark, twisted, no HEA necessary stories and Luna Saint Claire delivered! This isn't a story you read to relax, it is a story to turn your mind on. The characterization is stellar and the mind effing storyline is amazing.--- Bound by BooksOutstanding writing with complex characters. An unconventional book you read and digest slowly. Top pick for book clubs! --- The Romance JunkieEnticing and beautifully written book. The well-developed characters, mystery, sexual chemistry, and erotic scenes make this a compellingly complex story that readers will not want to put down. --- Wicked Women Book BlogIf you like dark psychological twisted stories, then this one is for you! Intense and mind blowing, this book is the story of Nico, a man that uses his power to manipulate everyone, and Luna, a woman who gets caught in his trap. It is amazing how the author elicits the reader's emotions by flawlessly detailing the characters' behavior, needs and chemistry. Very well written, fast paced and thrilling. This is one of those stories you can't forget. --- The Bookery ReviewA well written erotic read that had me gripped. I love when an author manages to change your mind about how you feel about a character. I went from thinking Nico was a charming sexy guy to really disliking him. Looking forward to reading more from this author. --- Cheekypee Reads & ReviewsA testament to the author's talent for writing characters so rich in detail I had to take several deep breaths to remind myself it is a work of fiction. I recommend this book to experience the dark personality of a psychopath. --- 2 One Click ChicksGreat storytelling with richly written and exposed characters. You won't forget this book --- Melissa's Delicious BooksA suspenseful seduction that begins in the mind of a sociopath sociopath and ends with an exploration of love and humanity. --- McWood Publishinga snip:Luna took off her helmet releasing her hair into the cool mist blowing off the ocean. Closing her eyes, she could taste the salt on her tongue. She felt the weight of his sadness. There weren’t any words that would make it better. This time she held him close, her cold nose against the warm skin of his neck....more",Notes are private!,0,3,1,"Oct 29, 2015","Jan 03, 2017","Dec 29, 2022",,Paperback,view (with text),/book/show/27353462-the-sleeping-serpent
