,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Georgie-who-is-Sarah-Drew's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Employing Patience        (Divorced Men's Club, #4)","James, Saxon*",,,B0BM58DWYM,306        pp,4.24,"4,310","May 31, 2023","May 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Kindle Edition,view,/book/show/63317894-employing-patience
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nora Goes Off Script,"Monaghan, Annabel*",0593420047,9780593420041,B09FP465DT,268        pp,4.12,"125,377","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Kindle Edition,view,/book/show/59444510-nora-goes-off-script
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,'Tis Pity He's a Horse,"Foye, Parker*",,,B082RCRCGT,55        pp,3.35,55,"Jun 01, 2016","Dec 13, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Review of first edition - Pastures NewDelightfully silly romp-com that doesn't outstay its welcome. There's a bite to Parker Foye's writing that liftsReview of first edition - Pastures NewDelightfully silly romp-com that doesn't outstay its welcome. There's a bite to Parker Foye's writing that lifts even this lightest of light material.Recommended, as are all the other Parker Foye shorts (in a variety of genres) I'm gleefully working my way through....more",Notes are private!,0,1,1,not set,"Apr 04, 2024","Apr 04, 2024",,Kindle Edition,view (with text),/book/show/49507149-tis-pity-he-s-a-horse
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Demon for Midwinter,"Noone, K.L.",,,B0829LD7YK,346        pp,4.30,161,"Mar 10, 2018","Mar 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"K.L. Noone's developed a highly distinctive style. I can't think of another author who's got such a feeling for colour.""Those eyes were huge, gazing bK.L. Noone's developed a highly distinctive style. I can't think of another author who's got such a feeling for colour.""Those eyes were huge, gazing back at him. Carnation and cinnamon, rose-stripes and wonder, lush and bottomless.""Her worlds are sometimes unsettlingly anthropomorphic.""The afternoon wrapped itself around him as he left, clear and bracing as autumn diamonds. Sunbeams bit like glass underwater: transparent, inviting, pointed....As always, the offices made him feel shabby and inadequate. Tall walls sniffed at his jeans and leather with glass and steel disdain; spiky modern lines pulled color out of the universe and turned it grey and white.""Where the richness of the writing's matched with a plot (as here), it's magical. Her characters are (generally) kind, tolerant, humane, in love. Reading a K.L. Noone book is like falling into velvet cushions in front of a dancing fire....more",Notes are private!,0,4,1,not set,"Mar 30, 2024","Mar 30, 2024",,Kindle Edition,view (with text),/book/show/73327759-a-demon-for-midwinter
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Have Mercy,"Lee, Christina*",,,B08GFNMMRK,272        pp,4.10,"1,943","Aug 28, 2020","Aug 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2024",,Kindle Edition,view,/book/show/54880957-have-mercy
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silk & Sand        (Seth & Raider #1),"Diane, Katherine*",,,B0CSFCXN96,341        pp,4.49,168,unknown,"Mar 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2024",,Kindle Edition,view,/book/show/205431875-silk-sand
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mr. Important        (Honeybridge, #2)","Lennox, Lucy*",,,B0CSMZRHTD,398        pp,4.41,"1,256","Mar 14, 2024","Mar 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Kindle Edition,view,/book/show/205542685-mr-important
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lemon Drop Kid,"Lanyon, Josh*",1649310463,9781649310460,B0CWB2T8DN,158        pp,4.16,343,"Feb 28, 2024","Feb 28, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Kindle Edition,view,/book/show/209281990-the-lemon-drop-kid
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out for the Night        (Browerton University #4),"Truman, A.J.*",,,B01N5TX1QD,290        pp,3.71,728,"Jan 27, 2017",Sep 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Kindle Edition,view,/book/show/62686433-out-for-the-night
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bad Husband's Handbook        (Sex and the Single Dad, #2)","Pryce, Reanna*",,,B0852RRQV6,354        pp,3.98,107,"Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Kindle Edition,view,/book/show/54475566-the-bad-husband-s-handbook
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Grumpy Met Sunshine,"Stein, Charlotte*",1250867932,9781250867933,1250867932,336        pp,3.41,"3,710","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Paperback,view,/book/show/127281421-when-grumpy-met-sunshine
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unforgettable Hookup        (The Hookup Duology, #2)","Calder, Jax*",,,B0CVBHKCLM,144        pp,4.43,570,"Mar 21, 2024","Mar 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Kindle Edition,view,/book/show/208178959-the-unforgettable-hookup
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Letters to Half Moon Street        (Meddle & Mend, #1)","Wallace, Sarah*",1737432706,9781737432708,1737432706,262        pp,4.27,270,"Feb 20, 2022","Feb 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Paperback,view,/book/show/59496015-letters-to-half-moon-street
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Family Man        (The Mind Hacker, #1)","Rose, A.J.*",,,B0CTW23KVR,377        pp,4.31,151,"Mar 08, 2024","Mar 08, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Kindle Edition,view,/book/show/206929839-the-family-man
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Skeleton Crew        (PsyCop, #14)","Price, Jordan Castillo*",1944779396,9781944779399,B0CW1DRTBR,301        pp,4.50,2,"May 20, 2024","May 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Kindle Edition,view,/book/show/210171832-skeleton-crew
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Comfort,"Ives, Ravella",1626499179,9781626499171,B0CKK4NS54,286        pp,4.61,18,unknown,"Dec 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 12, 2024","Mar 12, 2024",,ebook,view,/book/show/195602516-cold-comfort
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gentle Art of Fortune Hunting        (The Gentlemen of Uncertain Fortune Book 1),"Charles, K.J.*",139871576X,9781398715769,B0CVGSN827,310        pp,4.17,"6,563","Feb 24, 2021","Jan 25, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 12, 2024","Mar 12, 2024",,Kindle Edition,view,/book/show/208443003-the-gentle-art-of-fortune-hunting
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter of the Owl: Seasons of the Lukoi Book One,"Foxglove, Iris*",,9798778480681,B09MYRBCWW,222        pp,4.03,464,"Dec 21, 2021","Dec 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/61221338-winter-of-the-owl
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spring of the Wolf: Seasons of the Lukoi Book Two,"Foxglove, Iris*",,9798411728842,B09SHMYHW1,222        pp,4.15,295,"Feb 22, 2022","Feb 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/60480446-spring-of-the-wolf
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Bartleby        (Meddle & Mend #4),"Wallace, Sarah*",1737432730,9781737432739,1737432730,294        pp,4.56,77,unknown,"Sep 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/126838685-dear-bartleby
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just a Taste,"Prescott, Briar*",,,,unknown,4.32,253,"Apr 09, 2024",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,,view,/book/show/209521634-just-a-taste
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kit & Basie        (Tales from Long Lily, #1)","Carletta, Tess*",,9798988101529,B0CCWTQRKG,268        pp,4.45,263,"Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,Paperback,view,/book/show/141325717-kit-basie
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catering to Love        (Departments of Love #1),"Ian, Joshua*",,9798351312057,B0BD6V5CTQ,291        pp,3.90,49,unknown,"Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Paperback,view,/book/show/62363179-catering-to-love
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Put Away Childish Things,"Tchaikovsky, Adrian*",1786188791,9781786188793,1786188791,208        pp,3.79,"1,351","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Hardcover,view,/book/show/61273440-and-put-away-childish-things
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Four Emperors        (Four Emperors, #1)","Allen, Evan",,9781311846235,,unknown,4.08,38,"Jan 16, 2015","Apr 10, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,ebook,view,/book/show/29909850-four-emperors
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Warlords,"Allen, Evan",,9781311177551,,unknown,3.93,14,"May 11, 2016","May 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,ebook,view,/book/show/30176230-three-warlords
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Curio,"Poe, C.S.*",1952133459,9781952133459,B0CTZVMB45,60        pp,4.35,238,unknown,"Feb 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Kindle Edition,view,/book/show/61405573-curio
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Torch Songs,"Lane, Amy*",1641087293,9781641087292,B0CP3F82XF,0        pp,0.00,0,unknown,"Sep 03, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Kindle Edition,view,/book/show/202774165-torch-songs
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in the Spires,"Charles, K.J.*",1805082280,9781805082286,B0CX9NJRC2,273        pp,4.63,187,"Apr 11, 2024","Apr 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Kindle Edition,view,/book/show/209563735-death-in-the-spires
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unwritten Rules        (The Savages of Falcote #1),"Hastings, Ally*",,,B0BY9873XB,235        pp,3.94,16,unknown,"Mar 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2024",,Kindle Edition,view,/book/show/123395310-unwritten-rules
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lenny Marks Gets Away with Murder,"Mayne, Kerryn",1250340101,9781250340108,1250340101,352        pp,4.15,"3,447","Feb 21, 2023","Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2024",,Hardcover,view,/book/show/195790841-lenny-marks-gets-away-with-murder
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confounding Oaths,"Hall, Alexis*",139961651X,9781399616515,B0C7NXP86T,416        pp,4.20,5,"Aug 27, 2024","Aug 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2024",,Kindle Edition,view,/book/show/176299271-confounding-oaths
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Promises of Forever,"James, Nicky*",,,B0CRRMDMMX,367        pp,4.24,596,"Feb 29, 2024","Feb 29, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Kindle Edition,view,/book/show/205028590-promises-of-forever
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Playing for Keeps        (Sporting Secrets #3),"Calder, Jax*",,,B09MDWJNML,354        pp,4.18,"1,296","Jul 06, 2022","Jul 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 03, 2024","Mar 02, 2024",,Kindle Edition,view,/book/show/59702663-playing-for-keeps
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Boys,"Doyle, Simon*",,,B0CHQNMBPN,410        pp,4.40,409,unknown,"Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Kindle Edition,view,/book/show/198890188-snow-boys
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gary the Once and Former King        (The Unwanted King #2),"Murray, Isabel*",,,B0CW8LYLFQ,242        pp,4.38,325,unknown,"Feb 26, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Mar 03, 2024not set","Feb 28, 2024",,Kindle Edition,view,/book/show/209233067-gary-the-once-and-former-king
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prince of Agony        (Perilous Courts #6),"Lark, Tavia*",,,B0C6MR9DGP,295        pp,4.36,767,"Feb 28, 2024","Feb 28, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 03, 2024","Feb 28, 2024",,Kindle Edition,view,/book/show/168382691-prince-of-agony
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Duke at Hazard        (The Gentlemen of Uncertain Fortune, #2)","Charles, K.J.*",1398715794,9781398715790,B0CW25L6FJ,0        pp,0.00,0,"Jul 18, 2024","Jul 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2024",,Kindle Edition,view,/book/show/208918808-the-duke-at-hazard
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunset,"Lane, Amy*",,,B0CQ18Z2D4,308        pp,4.54,112,"Feb 27, 2024","Feb 27, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disappointing - far too little Aaron & Larx, far too much ""found family being all cutesy"". I should have stopped after Bonfires (which is lovely).Disappointing - far too little Aaron & Larx, far too much ""found family being all cutesy"". I should have stopped after Bonfires (which is lovely)....more",Notes are private!,2,6,1,not set,"Mar 30, 2024","Feb 27, 2024",,Kindle Edition,view (with text),/book/show/203652805-sunset
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Brother,"Calder, Jax*",,,B09KV87WHS,300        pp,4.27,"1,496","Jan 12, 2022","Jan 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 30, 2024","Feb 23, 2024",,Kindle Edition,view,/book/show/59612535-the-other-brother
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Unexpected Gift,"Morgan, Daisy J.*",,,B0CVV598NR,114        pp,3.50,18,unknown,"Feb 16, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 03, 2024","Feb 20, 2024",,Kindle Edition,view,/book/show/208818480-an-unexpected-gift
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mountain Man Walks into His Brother's Best Friend        (Harlow Mountain Men #3),"Trevino, Mal*",,,B0CVHGK982,87        pp,3.65,49,unknown,"Feb 11, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 03, 2024","Feb 20, 2024",,Kindle Edition,view,/book/show/208290590-a-mountain-man-walks-into-his-brother-s-best-friend
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romance Languages        (South Rock High #3),"Truman, A.J.*",,,B0BLNVMLT4,298        pp,4.10,"1,126","Apr 26, 2023","Apr 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Kindle Edition,view,/book/show/63289810-romance-languages
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scent of Blood        (Saintstown #2),"Walker, Kit*",,,B0B7KGHKQF,39        pp,4.67,6,unknown,"Jul 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Kindle Edition,view,/book/show/131070029-the-scent-of-blood
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Language,"Calder, Jax*",,,B0CTMH8B8T,63        pp,4.15,"1,389",unknown,"Feb 16, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 30, 2024","Feb 16, 2024",,Kindle Edition,view,/book/show/207039937-love-language
