,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Steph's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",0802162185,,B0BJSGV831,775        pp,4.47,"150,482","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 02, 2024",not set,"Jan 08, 2024",,Kindle Edition,view,/book/show/63429926-the-covenant-of-water
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,"Hari, Johann",0593138511,9780593138519,0593138511,357        pp,4.24,"50,047","Jan 06, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Hardcover,view,/book/show/57933306-stolen-focus
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Set Boundaries, Find Peace: A Guide to Reclaiming Yourself","Tawwab, Nedra Glover",0593192109,9780593192108,,282        pp,4.29,"26,072",2021,"Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,ebook,view,/book/show/55782639-set-boundaries-find-peace
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Look Closer,"Ellis, David",,,B09HT42QXS,464        pp,4.24,"43,366","Jul 05, 2022","Jul 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2024","Feb 25, 2024","Jan 02, 2024",,Kindle Edition,view,/book/show/59428226-look-closer
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I’m Sorry You Feel That Way,"Wait, Rebecca*",152942044X,9781529420449,152942044X,400        pp,4.04,"7,882","Jul 07, 2022","Jul 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/59203767-i-m-sorry-you-feel-that-way
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me Everything,"Kelly, Minka",1250852064,9781250852069,1250852064,288        pp,4.31,"20,608","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/62971594-tell-me-everything
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Die with Zero: Getting All You Can from Your Money and Your Life,"Perkins, Bill",0358099765,9780358099765,0358099765,240        pp,3.92,"15,789","Jul 28, 2020","Jul 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/52950915-die-with-zero
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,103","Sep 26, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/65650229-wellness
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Will of the Many        (Hierarchy, #1)","Islington, James*",,,B0BHTMBW5B,639        pp,4.64,"27,746","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Kindle Edition,view,/book/show/58416952-the-will-of-the-many
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them","Egan, Timothy*",0735225265,9780735225268,0735225265,432        pp,4.40,"23,889","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2023",,Hardcover,view,/book/show/61423989-a-fever-in-the-heartland
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Iron Flame        (The Empyrean, #2)","Yarros, Rebecca*",,,B0C4JMJBNX,884        pp,4.35,"920,190","Nov 07, 2023","Nov 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2023","Jan 18, 2024","Dec 14, 2023",,Kindle Edition,view,/book/show/150260809-iron-flame
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Many Lives of Mama Love: A Memoir of Lying, Stealing, Writing, and Healing","Hardin, Lara Love*",1982197668,9781982197667,B0BPDNW33W,319        pp,4.48,"27,599","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Kindle Edition,view,/book/show/64631561-the-many-lives-of-mama-love
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bee Sting,"Murray, Paul",0374600309,9780374600303,0374600309,656        pp,4.01,"32,023","Jun 08, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/62039166-the-bee-sting
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in Me,"Spears, Britney",1668009048,9781668009048,1668009048,288        pp,3.91,"383,426","Oct 24, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 16, 2023","Nov 19, 2023","Nov 16, 2023",,Hardcover,view,/book/show/63133205-the-woman-in-me
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,While You Were Out: An Intimate Family Portrait of Mental Illness in an Era of Silence,"Kissinger, Meg*",1250793777,9781250793775,1250793777,320        pp,4.30,"7,474","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Hardcover,view,/book/show/61885057-while-you-were-out
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter Street        (Winter, #1)","Hilderbrand, Elin*",0316376116,9780316376112,0316376116,249        pp,3.81,"83,823",2014,"Oct 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Hardcover,view,/book/show/20706316-winter-street
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Split the Difference: Negotiating as if Your Life Depended on It,"Voss, Chris*",1847941494,9781847941497,1847941494,288        pp,4.36,"158,335","May 17, 2016",Mar 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Paperback,view,/book/show/123857637-never-split-the-difference
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Book of Flora Lea,"Henry, Patti Callahan*",1668011832,9781668011836,1668011832,355        pp,4.08,"45,018","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2023",,Hardcover,view,/book/show/61964751-the-secret-book-of-flora-lea
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fourth Wing        (The Empyrean, #1)","Yarros, Rebecca*",,,B0BGDM197Q,662        pp,4.59,"1,500,337","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 30, 2023","Dec 14, 2023","Nov 04, 2023",,Kindle Edition,view,/book/show/63219094-fourth-wing
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unmaking of June Farrow,"Young, Adrienne*",0593598679,9780593598672,0593598679,320        pp,4.20,"48,356","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2023",,Hardcover,view,/book/show/66087062-the-unmaking-of-june-farrow
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Address Unknown,"Taylor, Kathrine Kressmann",0743412710,9780743412711,0743412710,64        pp,4.25,"20,726",Sep 1938,"Apr 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2023",,Paperback,view,/book/show/114437.Address_Unknown
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fates and Furies,"Groff, Lauren*",,,B00SI0B5VW,391        pp,3.58,"138,689","Sep 15, 2015","Sep 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 05, 2023","Nov 22, 2023","Oct 26, 2023",,Kindle Edition,view,/book/show/25656499-fates-and-furies
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,099","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Hardcover,view,/book/show/65678550-the-heaven-earth-grocery-store
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Vivek Oji,"Emezi, Akwaeke*",0525541608,9780525541608,0525541608,248        pp,4.13,"58,958","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Hardcover,view,/book/show/48595550-the-death-of-vivek-oji
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie Soto Is Back,"Reid, Taylor Jenkins*",0593158687,9780593158685,0593158687,384        pp,4.22,"504,493","Aug 30, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Hardcover,view,/book/show/60435878-carrie-soto-is-back
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House Is on Fire,"Beanland, Rachel*",,,B0B3Y61NDZ,320        pp,4.11,"15,501","Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 24, 2023","Nov 05, 2023","Oct 04, 2023",,Kindle Edition,view,/book/show/61341436-the-house-is-on-fire
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sure, I'll Join Your Cult: A Memoir of Mental Illness and the Quest to Belong Anywhere","Bamford, Maria",1982168560,9781982168568,B0BVN1M6G2,287        pp,3.84,"13,416","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2023",,Hardcover,view,/book/show/112093865-sure-i-ll-join-your-cult
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession","Finkel, Michael*",0525657320,9780525657323,0525657320,240        pp,3.99,"26,315","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2023",,Hardcover,view,/book/show/62873378-the-art-thief
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Influence: The Psychology of Persuasion,"Cialdini, Robert B.*",006124189X,9780061241895,006124189X,320        pp,4.22,"154,300",1984,"Dec 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2023",,Paperback,view,/book/show/28815.Influence
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Monsters,"Brodeur, Adrienne*",1982198109,9781982198107,1982198109,320        pp,3.72,"12,686","Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2023",,Hardcover,view,/book/show/62919906-little-monsters
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None of This Is True,"Jewell, Lisa*",1982179007,9781982179007,1982179007,380        pp,4.15,"425,722","Jul 20, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 05, 2023","Oct 07, 2023","Aug 31, 2023",,Hardcover,view,/book/show/62334530-none-of-this-is-true
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"Clear, James*",,,B07D23CFGR,319        pp,4.36,"869,868","Oct 16, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 04, 2024",not set,"Aug 22, 2023",,Kindle Edition,view,/book/show/40121378-atomic-habits
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yours Truly        (Part of Your World, #2)","Jimenez, Abby*",1538704390,9781538704394,1538704390,416        pp,4.33,"256,609","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,Paperback,view,/book/show/61918816-yours-truly
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",,,B0BL126WSH,352        pp,4.04,"241,552","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The last quarter of this book is spectacular- 4.5,Notes are private!,0,4,1,"Sep 21, 2023","Oct 04, 2023","Aug 13, 2023",,Kindle Edition,view (with text),/book/show/63256933-tom-lake
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"784,027","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Hardcover,view,/book/show/61718053-happy-place
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright Young Women,"Knoll, Jessica*",1501153226,9781501153228,1501153226,384        pp,4.03,"87,015","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/101124639-bright-young-women
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Furiously Happy: A Funny Book about Horrible Things,"Lawson, Jenny*",1250077001,9781250077004,1250077001,329        pp,3.90,"164,796","Sep 22, 2015","Sep 22, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/23848559-furiously-happy
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trespasses,"Kennedy, Louise",0593540891,9780593540893,0593540891,304        pp,4.02,"33,119","Apr 14, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2023",,Hardcover,view,/book/show/60417483-trespasses
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,828","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2023",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going Zero,"McCarten, Anthony*",006322707X,9780063227071,006322707X,304        pp,3.89,"9,919","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2023",,Hardcover,view,/book/show/60833953-going-zero
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only One Left,"Sager, Riley*",,,B0BG1HTVPD,398        pp,4.15,"233,875","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 27, 2023",not set,"Jul 10, 2023",,Kindle Edition,view,/book/show/62685463-the-only-one-left
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Incident,"O'Donoghue, Caroline*",0593535707,9780593535707,0593535707,304        pp,4.12,"49,617","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2023",,Hardcover,view,/book/show/63094957-the-rachel-incident
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,127","Mar 31, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"especially loved the rowing bits, really brought me back",Notes are private!,0,4,1,"Oct 08, 2023","Oct 15, 2023","May 25, 2023",,Hardcover,view (with text),/book/show/58065033-lessons-in-chemistry
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,B09QMHZ53K,550        pp,4.51,"397,691","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 27, 2024",not set,"May 09, 2023",,Kindle Edition,view,/book/show/60317128-demon-copperhead
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Happened To You?: Conversations on Trauma, Resilience, and Healing","Perry, Bruce D.",1250223180,9781250223180,1250223180,304        pp,4.45,"79,861","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2023",,Hardcover,view,/book/show/53238858-what-happened-to-you
