,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Adriana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,9780142437179,0142437174,327        pp,3.83,"1,265,510","Feb 18, 1884","Dec 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2022",,Paperback,view,/book/show/2956.The_Adventures_of_Huckleberry_Finn
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,631","Aug 18, 1943","May 30, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definitely, definitely, definitely a new favorite book. Simultaneously broke my heart and then rebirthed it. A Tree Grows in Brooklyn is not even a boDefinitely, definitely, definitely a new favorite book. Simultaneously broke my heart and then rebirthed it. A Tree Grows in Brooklyn is not even a book — it’s a little piece of life you can hold in your hands. Yes, it’s about a distinct family in a distinct place at a distinct time but this little sliver somehow manages to express itself as everything that life is. The characters aren’t just characters but humans; the setting isn’t just a setting but a home. Every free moment I had for the past week or so became about being there with the Nolan’s in their corner of Brooklyn. In reading it you live a life and know the world — and I think those two things are what a book is meant to do more than anything else....more",Notes are private!,0,0,1,"Nov 21, 2022","Dec 03, 2022","Nov 01, 2022",,Paperback,view (with text),/book/show/14891.A_Tree_Grows_in_Brooklyn
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,163","Apr 05, 2005","Aug 31, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes I wrestle with what to rate a book. NOT so with Never Let Me Go, which is funny, since at first, I thought the book started out slow, and itSometimes I wrestle with what to rate a book. NOT so with Never Let Me Go, which is funny, since at first, I thought the book started out slow, and it only grew on me as I read on. But now I think that just goes to show how brilliantly its secrets and science fiction elements are subtly weaved in. There is so much examined here—ethically, emotionally—so much that is raised and ripped, and really it’s useless for me to try to set it down because I will never describe it as profoundly as Never Let Me Go does. I will say, though, that the imprint of all of these ideas makes a book that is haunting and devastating, that had me not only crying but genuinely writhing on my couch at the fact that by the end, despite the name of the title, everything the characters have they must let go of. Kazuo Ishiguro strikes again as a master of tying anguish into simplicity, tension into the mundane, wisdom into quiet tragedy....more",Notes are private!,0,1,1,"Aug 20, 2023","Sep 09, 2023","Nov 01, 2022",,Paperback,view (with text),/book/show/6334.Never_Let_Me_Go
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Cousin Rachel,"du Maurier, Daphne",0316252964,9780316252966,,352        pp,3.99,"59,125",1951,"Dec 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2022",,ebook,view,/book/show/18869970-my-cousin-rachel
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breakfast at Tiffany’s and Three Stories,"Capote, Truman",,,,142        pp,3.85,"264,734","Oct 28, 1958",1993,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,About time I read my favorite movie,Notes are private!,0,0,1,not set,"Feb 19, 2023","Nov 01, 2022",,Paperback,view (with text),/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War and Peace,"Tolstoy, Leo",,,,"1,392        pp",4.16,"328,088",1868,"Jun 25, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2022",,Paperback,view,/book/show/656.War_and_Peace
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,228","Feb 07, 2017","Feb 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2023,"Jan 28, 2023","Oct 11, 2022",,Kindle Edition,view,/book/show/34051011-pachinko
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crucible: A Play in Four Acts,"Miller, Arthur",0142437336,9780142437339,0142437336,143        pp,3.60,"408,457","May 01, 1946","Mar 25, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Oct 2022,"Oct 05, 2022","Oct 01, 2022",,Paperback,view,/book/show/17250.The_Crucible
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Red Fern Grows,"Rawls, Wilson",0375806814,9780375806810,0375806814,272        pp,4.11,"406,575",1961,"May 09, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2022",,Mass Market Paperback,view,/book/show/10365.Where_the_Red_Fern_Grows
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moon Over Manifest,"Vanderpool, Clare",0385907508,9780385907507,0385907508,368        pp,4.04,"34,443","Oct 12, 2010","Oct 12, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2022",,Library Binding,view,/book/show/8293938-moon-over-manifest
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sting        (Loot, #2)","Watson, Jude*",0545863465,9780545863469,0545863465,272        pp,4.05,"1,540","Aug 30, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2022",,Hardcover,view,/book/show/28691903-sting
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl in the Well Is Me,"Rivers, Karen*",1616205695,9781616205690,1616205695,224        pp,3.49,"1,767","Mar 15, 2016","Mar 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2022",,Hardcover,view,/book/show/25810642-the-girl-in-the-well-is-me
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chomp,"Hiaasen, Carl*",,,B005ACD1GS,306        pp,3.98,"22,060",2012,"Mar 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2022",,Kindle Edition,view,/book/show/40669514-chomp
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hoot,"Hiaasen, Carl*",0440421705,9780440421702,0440421705,304        pp,3.83,"106,427","Sep 10, 2002","Mar 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2022",,Paperback,view,/book/show/13083.Hoot
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Survived the American Revolution, 1776        (I Survived, #15)","Tarshis, Lauren",0545919746,9780545919746,0545919746,144        pp,4.15,"3,558",Aug 2017,"Aug 29, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2022",,Library Binding,view,/book/show/33931233-i-survived-the-american-revolution-1776
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Survived the San Francisco Earthquake, 1906        (I Survived, #5)","Tarshis, Lauren",0545206995,9780545206990,0545206995,112        pp,4.12,"6,643","Mar 01, 2012","Mar 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2022",,Paperback,view,/book/show/12690071-i-survived-the-san-francisco-earthquake-1906
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Survived the Japanese Tsunami, 2011        (I Survived, #8)","Tarshis, Lauren",0545459370,9780545459372,0545459370,112        pp,4.19,"7,299","Aug 27, 2013","Aug 27, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2022",,Paperback,view,/book/show/17265269-i-survived-the-japanese-tsunami-2011
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bridge to Terabithia,"Paterson, Katherine",,,B001UFP6JY,190        pp,4.05,"546,240","Oct 21, 1977","Oct 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2022",,Kindle Edition,view,/book/show/40940121-bridge-to-terabithia
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Outlander        (Outlander, #1)","Gabaldon, Diana*",0440242940,9780440242949,,850        pp,4.26,"1,052,948","Jun 01, 1991","Jul 26, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,sometimes a girl just needs to read a time travel 18th century Scottish Highlands romance novel and i have nothing more to say about that,Notes are private!,0,1,1,"Aug 22, 2022","Nov 21, 2022","Aug 11, 2022",,Mass Market Paperback,view (with text),/book/show/10964.Outlander
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,616","May 01, 1989",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"so quietly devastating! some tragedies are drenched in feeling, but the nature of this book’s tragedy is different—it gently peels back memories and sso quietly devastating! some tragedies are drenched in feeling, but the nature of this book’s tragedy is different—it gently peels back memories and strings of thought until, in the evening light, Mr. Stevens and the reader are left with nothing but the cold remains of the day. i love the way this book is written—simple, intimate, and wonderfully English. and i love the way you can see right through to the narrator’s heart even when the depth of his emotions is hardly ever stated explicitly. most of all beautiful and also funny, subtle, elegant—how do we try to stir meaning in our lives?...more",Notes are private!,0,0,1,"Jul 06, 2022","Jul 17, 2022","Jul 06, 2022",,Paperback,view (with text),/book/show/28921.The_Remains_of_the_Day
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Dark Vanessa,"Russell, Kate Elizabeth*",006294150X,9780062941503,006294150X,373        pp,4.10,"326,182","Mar 10, 2020","Mar 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 03, 2023","Aug 08, 2023","Jun 04, 2022",,Hardcover,view,/book/show/44890081-my-dark-vanessa
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sense and Sensibility,"Austen, Jane",,,,409        pp,4.08,"1,190,058","Oct 30, 1811","Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Paperback,view,/book/show/14935.Sense_and_Sensibility
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen's Gambit,"Tevis, Walter",1400030609,9781400030606,1400030609,258        pp,4.19,"117,281","Feb 05, 1983","Mar 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2022",,Paperback,view,/book/show/62022.The_Queen_s_Gambit
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,956","Jun 16, 2009","Jun 23, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Somewhere along the way of the world’s spinning and this story’s un-spinning, this book comes to inhabit the corners, the pathways of your mind until Somewhere along the way of the world’s spinning and this story’s un-spinning, this book comes to inhabit the corners, the pathways of your mind until it enters a deep, root place—what we recognize as the truth. The characters, the lives, the idea that we are all tied to one another in ways we are completely unaware of are so real, so undeniably, humanly real. With its relatively limited array of characters, Let the Great World Spin provides a reflection of the world entire and the forces that move us in and out of each other’s lives, that move us through our own lives. I just love this book because it pinpoints a truth so constant and vital we forget it exists—that “The world spins. We stumble on. It is enough.”...more",Notes are private!,0,2,1,"Jun 11, 2022","Jun 17, 2022","May 12, 2022",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0062315005,9780062315007,0062315005,182        pp,3.91,"3,056,394",1988,"Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 21, 2022","Jul 30, 2022","May 12, 2022",,Paperback,view,/book/show/18144590-the-alchemist
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beatrice and Virgil,"Martel, Yann",1400069262,9781400069262,1400069262,213        pp,3.18,"21,351","Apr 13, 2010","Apr 13, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2022","Jun 24, 2022","May 12, 2022",,Hardcover,view,/book/show/7176578-beatrice-and-virgil
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",,,,432        pp,4.29,"439,238","Sep 15, 2016","Apr 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2022",,Kindle Edition,view,/book/show/33413128-beartown
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sister of My Heart        (Anju and Sudha #1),"Divakaruni, Chitra Banerjee*",038548951X,9780385489515,038548951X,322        pp,4.00,"20,293","Jan 18, 2000","Jan 18, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"so ardent, so moving, so sensual, Sister of My Heart captures such a fundamental and exquisite part of what it means to be a woman and love as a womanso ardent, so moving, so sensual, Sister of My Heart captures such a fundamental and exquisite part of what it means to be a woman and love as a woman. the prose is elegant and stunning—and the whole book chimes with the song of the human heart....more",Notes are private!,0,0,1,"May 12, 2022","May 21, 2022","May 12, 2022",,Paperback,view (with text),/book/show/16235.Sister_of_My_Heart
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maus II: A Survivor's Tale: And Here My Troubles Began,"Spiegelman, Art",0679729771,9780679729778,0679729771,144        pp,4.42,"148,948",1991,Sep 1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 28, 2022","May 12, 2022","Apr 28, 2022",,Paperback,view,/book/show/15197.Maus_II
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maus I: A Survivor's Tale: My Father Bleeds History        (Maus, #1)","Spiegelman, Art",0394541553,9780394541556,0394541553,159        pp,4.38,"334,128","Aug 12, 1986","Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 14, 2022","Apr 20, 2022","Apr 14, 2022",,Hardcover,view,/book/show/15196.Maus_I
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",,,,371        pp,4.34,"3,149,072","May 29, 2003",May 2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"oh my god, does Khaled Hosseini know how to write a beautiful tragedy. the writing is more than just poignant—i read some lines over and over, in quieoh my god, does Khaled Hosseini know how to write a beautiful tragedy. the writing is more than just poignant—i read some lines over and over, in quiet shock that Hosseini can twist his words into a sentence so profound. for this book, a thousand times over....more",Notes are private!,0,0,1,"Feb 22, 2022","Mar 07, 2022","Feb 22, 2022",,Paperback,view (with text),/book/show/77203.The_Kite_Runner
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House on Mango Street,"Cisneros, Sandra",0679734775,9780679734772,0679734775,110        pp,3.69,"190,552",1984,"Apr 03, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 04, 2022","Jun 16, 2022","Feb 05, 2022",,Paperback,view,/book/show/139253.The_House_on_Mango_Street
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Poets Society,"Kleinbaum, N.H.",0553282980,9780553282986,0553282980,166        pp,4.18,"111,417",1988,"Aug 01, 1989",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 31, 2022","Feb 22, 2022","Jan 31, 2022",,Paperback,view,/book/show/67238.Dead_Poets_Society
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Da Vinci Code        (Robert Langdon, #2)","Brown, Dan*",,,,489        pp,3.91,"2,351,693","Mar 18, 2003","Mar 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 26, 2022",,Paperback,view,/book/show/968.The_Da_Vinci_Code
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Interrupted","Kaysen, Susanna",0679746048,9780679746041,0679746048,169        pp,3.93,"244,139",1993,"Apr 19, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2022",,Paperback,view,/book/show/68783.Girl_Interrupted
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,452","Mar 10, 2015","Mar 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2022",,Hardcover,view,/book/show/22822858-a-little-life
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prayers for the Stolen,"Clement, Jennifer*",0804138788,9780804138789,0804138788,212        pp,3.97,"9,636","Feb 11, 2014","Feb 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 07, 2022","Jan 10, 2022","Jan 07, 2022",,Hardcover,view,/book/show/18007563-prayers-for-the-stolen
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Stories and Poems,"Poe, Edgar Allan",0385074077,9780385074070,0385074077,821        pp,4.39,"249,735",1849,"Aug 15, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2021",,Hardcover,view,/book/show/23919.The_Complete_Stories_and_Poems
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Phantom of the Opera,"Leroux, Gaston",0060809248,9780060809249,0060809248,360        pp,3.96,"241,903",1910,"Dec 30, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2021",,Mass Market Paperback,view,/book/show/480204.The_Phantom_of_the_Opera
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beautiful and Damned,"Fitzgerald, F. Scott",0743451503,9780743451505,0743451503,422        pp,3.73,"58,612",Mar 1922,"Jun 25, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2021",,Paperback,view,/book/show/4708.The_Beautiful_and_Damned
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don Quixote,"Cervantes Saavedra, Miguel de",,,0142437239,"1,023        pp",3.90,"270,695",1605,"Feb 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2021",,Paperback,view,/book/show/3836.Don_Quixote
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bluest Eye,"Morrison, Toni",,,,216        pp,4.11,"252,673","Jun 01, 1970","Sep 06, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2021",,Paperback,view,/book/show/11337.The_Bluest_Eye
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les Misérables,"Hugo, Victor",,,,"1,463        pp",4.20,"797,630",1862,"Mar 03, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2021",,Mass Market Paperback,view,/book/show/24280.Les_Mis_rables
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Dickens, Charles",0192833596,9780192805218,0192833596,544        pp,3.79,"802,615","Dec 01, 1860",1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2021",,Paperback,view,/book/show/2623.Great_Expectations
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Christmas Carol and Other Holiday Treasures,"Dickens, Charles",1607109441,9781607109440,1607109441,400        pp,4.15,235,unknown,"Oct 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2021","Dec 24, 2021","Dec 05, 2021",,Flexibound,view,/book/show/17465799-a-christmas-carol-and-other-holiday-treasures
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Taming of the Shrew,"Shakespeare, William",074347757X,9780743477574,074347757X,291        pp,3.75,"171,207",1593,"Jan 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"a little confused about what just happened (is there supposed to be some deeper meaning to the misogyny?)…. but funny Shakespeare writing!edit: pondera little confused about what just happened (is there supposed to be some deeper meaning to the misogyny?)…. but funny Shakespeare writing!edit: pondered this a little more—thinking the whole ending Katherine speech is a bit tongue and cheek; i think she realizes that if she plays to this mindset and manipulates men in this way, she can get what she wants from them in a way that she couldn’t when she was “a shrew.” perhaps +0.5 stars?...more",Notes are private!,0,1,1,Dec 2021,"Dec 15, 2021","Dec 01, 2021",,Mass Market Paperback,view (with text),/book/show/47021.The_Taming_of_the_Shrew
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",,,,311        pp,4.21,"671,506",Apr 1966,"May 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2021",,Paperback,view,/book/show/18373.Flowers_for_Algernon
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charlotte’s Web,"White, E.B.",0064410935,9780064410939,0064410935,184        pp,4.20,"1,834,849","Oct 15, 1952","Oct 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Paperback,view,/book/show/24178.Charlotte_s_Web
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wonder        (Wonder, #1)","Palacio, R.J.",,,,315        pp,4.37,"1,086,099","Feb 14, 2012","Feb 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/11387515-wonder
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tell-Tale Heart,"Poe, Edgar Allan",0871917726,9780871917720,0871917726,31        pp,4.24,"99,170",1843,1980,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Library Binding,view,/book/show/899492.The_Tell_Tale_Heart
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Smile        (Smile, #1)","Telgemeier, Raina*",0545132053,9780545132053,0545132053,214        pp,4.24,"276,284","Jul 12, 2009","Feb 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/6393631-smile
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paper Towns,"Green, John*",0525478183,9780525478188,0525478183,305        pp,3.71,"1,357,525","Oct 16, 2008","Oct 16, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/2914097-paper-towns
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Blood of Olympus        (The Heroes of Olympus, #5)","Riordan, Rick*",1484724917,9781423146735,,516        pp,4.43,"329,911","Oct 07, 2014","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/18705209-the-blood-of-olympus
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House of Hades        (The Heroes of Olympus, #4)","Riordan, Rick*",1423146727,9781423146728,1423146727,597        pp,4.57,"413,855","Oct 08, 2013","Oct 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/12127810-the-house-of-hades
