,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Barbara's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carnegie's Maid,"Benedict, Marie*",149264661X,9781492646617,149264661X,283        pp,3.98,"74,261","Jan 16, 2018","Jan 16, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"CARNEGIE’S MAID is a pleasant fantasy. A young Irish woman lands in America in the 1860’s and improbably finds herself serving as lady’s maid to the mCARNEGIE’S MAID is a pleasant fantasy. A young Irish woman lands in America in the 1860’s and improbably finds herself serving as lady’s maid to the mother of Andrew Carnegie. In the course of her duties, she catches the eye of the businessman himself, to the extent that he not only falls in love with her, but finds her a source of valuable advice in his business dealings.Realistic? No. Clara Kelley (a borrowed name, at that) is from a poor farming family and should have no clue how to be a lady’s maid, much less how to advise a huge industrialist on patent violations. That this Clara Kelley does both involves a willing suspension of disbelief. If one does that, CARNEGIE’S MAID is an enjoyable read.The author’s goal, according to the publisher’s blurb, is to suggest, fictitiously, the way in which a ruthless industrialist became one of America’s first philanthropists. It’s a noble cause, but a bit much for me.Still, as historical fiction goes, CARNEGIE’S MAID is a vividly detailed period piece. The upstairs-downstairs dynamic is fun for a while, until the author’s plotting stumbles.Though I wasn’t wild about this book, the writing was colorful enough that I would try another by this author....more",Notes are private!,0,7,2,not setnot set,not setnot set,"Sep 23, 2019",,Hardcover,view (with text),/book/show/34931300-carnegie-s-maid
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River,"Heller, Peter",0525521879,9780525521877,0525521879,253        pp,3.85,"40,047","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THE RIVER is a wonderful adventure story in which two college friends, who are best friends and outdoorsmen, canoe the remote lakes and rivers of nortTHE RIVER is a wonderful adventure story in which two college friends, who are best friends and outdoorsmen, canoe the remote lakes and rivers of northwest Canada. They’ve done similar trips before. This time, though, they encounter a devastating forest fire that has them paddling for their lives — until they encounter a woman, who was left half-dead by her husband, and a pair of boozing fishermen. At this point, the fire is almost secondary, as they become embroiled in a very different level of life-and-death struggle.Do I call this a thriller? Well, it is. But I was drawn to it by the praise for its prose, and I wasn’t disappointed. THE RIVER is beautifully written, worth reading for this alone. I might quibble that there’s too much detail on wilderness traveling and survival. But the author is either very experienced or has done his homework, so that what he writes rings true.I’d have given this book five stars if the plotting hadn’t fallen down a bit at the end for me. More was summarized in the epilogue than I might have liked. But THE RIVER has left me thinking of life, of compassion versus survival, and of ways in which life experiences mold us.THE RIVER is a haunting book. I found it to be an excellent change of pace....more",Notes are private!,0,9,1,not set,not set,"Sep 23, 2019",,Hardcover,view (with text),/book/show/40216324-the-river
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Cats Disappeared from the World,"Kawamura, Genki",1509889175,9781509889174,1509889175,202        pp,3.79,"70,938","Aug 30, 2012","Sep 20, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am mystified. The hype for this book claimed that it was a multimillion copy seller in Japan. I’m not questioning that. I simply don’t understand hoI am mystified. The hype for this book claimed that it was a multimillion copy seller in Japan. I’m not questioning that. I simply don’t understand how it could have that kind of following!IF CATS DISAPPEARED FROM THE WORLD is a simplistic children’s tale, just plain silly as the adult novel it promised to be. The premise? A young man is diagnosed with a brain tumor and given a week to live. In his subsequent panic, he is visited by the devil, who offers him one extra day each in exchange for each major thing he gives up.First, he gives up his cell phone, so we hear all about that. Next, he gives up movies. As far as I’m concerned, this says something about the young man, right there.When, the devil suggests he give up cats, though, he balks. He loves his cat. He simply can’t bargain him out of existence. Realizing that he will now die, he bequeaths his cat to his estranged father in a letter. Then, postman that he is, he delivers the letter (and cat) to the man in person. Their meeting, after so many years apart, is as flat as the rest of the book.I was drawn to this book as a cat lover, but feel that the author squandered an opportunity to write something even vaguely profound. Was something lost in translation?This is a short book. If you do read it, I’d love to know your thoughts....more",Notes are private!,2,23,1,not set,not set,"Sep 20, 2019",,Paperback,view (with text),/book/show/40740914-if-cats-disappeared-from-the-world
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sounds Like Titanic,"Hindman, Jessica Chiccehitto*",0393651649,9780393651645,0393651649,250        pp,3.89,"3,127","Feb 12, 2019","Feb 12, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here’s a first for me. I did a total turnaround regarding Sounds Like Titanic. Listening to it on Audible, at first I thought I’d die. Between the unuHere’s a first for me. I did a total turnaround regarding Sounds Like Titanic. Listening to it on Audible, at first I thought I’d die. Between the unusual writing style and the melodrama in the narrator’s tone, I considered returning it. Fortunately, I did not. Once into it, I found Sounds Like Titanic to be the most unusual, witty, on-the-mark meaningful, and downright enjoyable piece of both poignancy and social satire I’ve experienced in years.It is non-fiction, a memoir written by a violinist from Appalachia, who got into Columbia University on the merit of her music, only to find that she is the very worst one there. Still, she needs to make money to pay her tuition. So she starts working for “the composer,” a never-named guy who is nice enough and talented enough and smart enough to know what people want. They want music. He puts together a series of CDs of the music they want, basically take-offs of legit music (hence, the title, Sounds Like Titanic), and plays these CDs so loud at their venues (malls, school auditoriums, outdoor markets, and craft shows) that no one knows the musicians aren’t the ones actually making the sound.The beauty of this book is the Audible narrator. Once you accept that the melodrama is very much tongue-in-cheek, she is hysterical. It took me 30 minutes of listening before I was into the story enough to appreciate that. But then … well, I’ve been laughing out loud as I listen.Aside from style, the story tells of the author’s Appalachia childhood, her struggles in the big city (New York), her travels with “the composer,” and her observations through it all, some of which are so spot-on I found myself saying, “Yessss!” aloud in my car (between chuckles). This book is written in the second person, another unusual thing to get used to, but it works.I have no idea how Sounds Like Titanic reads in print, but it you’re an audio person, go for it!...more",Notes are private!,0,2,1,not set,not set,"Sep 20, 2019",,Hardcover,view (with text),/book/show/40180065-sounds-like-titanic
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waking Lions,"Gundar-Goshen, Ayelet",1782271562,9781782271567,1782271562,409        pp,3.80,"8,142",2013,"Mar 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Waking Lions is my book group’s choice for this month. If not for that, I wouldn’t have known to pick it up. What a loss that would have been. It’s anWaking Lions is my book group’s choice for this month. If not for that, I wouldn’t have known to pick it up. What a loss that would have been. It’s an amazing book.If you’ve followed me for a while, you know that my book group has been in existence for more than thirty years, that we pick our books at a dinner each June, and that I like our choices most of the time but not all. Admittedly, some people avoid joining book groups precisely because they don’t want to be forced to read a book they wouldn’t otherwise read. This is definitely one view. Reading time is finite, right? Often, though, I’ve been enriched reading books that I don’t personally choose. Waking Lions is a good example.Billed as a “literary thriller,” it tells of a young Israeli doctor named Eitan Green, who is the whistle-blower against corruption at the hospital where he works and is rewarded by banishment to a remote hospital in the desert. His wife, a police detective, gets a job in that desert town, and their two young sons struggle to adapt.Hating the desert and frustrated with his new hospital, Eitan is driving home on a deserted road late one night, pushing his four-wheel-drive to the limit, when he hits a man on the road. Immediately, he stops, but quickly realizes that the man will not survive. Should Eitan stay? Leave? Call the police? Spoiler alert: He leaves. Would you?This is the first of many moral dilemmas facing not only Eitan, but his detective wife, and the widow of the deceased man, plus others in both the police department and at the hospital.The author is in her mid-thirties, and I am in awe. Her writing is lyrical without being operatic, colorful in a succinct but powerful way. What most awed me about this book is its plotting. It is crafted in the most intricate way, with so many different threads all meaningful, all woven in.I read Waking Lions in a single day. Granted it was a Sunday in the middle of a snowstorm. Still, it gripped me....more",Notes are private!,0,1,2,not setnot set,not setnot set,"Sep 18, 2019",,Hardcover,view (with text),/book/show/28134405-waking-lions
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dovekeepers,"Hoffman, Alice*",145161747X,9781451617474,B0068EO6HK,504        pp,4.06,"76,743","Oct 04, 2011","Oct 04, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though I’ve always been a Hoffman fan, but I didn’t read The Dovekeepers in 2011, when it first came out. Based on the s at the time, I feared iThough I’ve always been a Hoffman fan, but I didn’t read The Dovekeepers in 2011, when it first came out. Based on the s at the time, I feared it would be too serious, too Biblical, too long. Then, last December, my family spent a week in Israel, and after visiting Masada, around which this story revolves, I felt impelled to read it.Masada is a mountaintop, a mesa really, in the Judean Desert overlooking the Dead Sea. An entire city existed there once, replete with meat markets, bakeries, textile emporiums, temples and schools. In the year 73 CE, it was the last stronghold for more than 900 Jews who were standing their ground against the conquering Romans. When it became clear that their water and food was gone and that they were surrounded by the enemy and couldn’t possibly survive, they made the decision to kill themselves rather than be killed by the Romans or taken as slaves. When the Romans scaled their walls, they found bodies.The real-life story is one of determination, faith, and free choice. Hoffman’s fictitious account is no less stirring. She imagines that two of the women on Masada and a handful of children were exempted from the slaughter by the Jews themselves, for the express purpose of telling their story to the world. The Dovekeepers is that story.Actually, Hoffman tells the stories of four Masada women – their early lives in other places, how they came to Masada, their existence in the dove keep there, and their increasingly complex relationships with each other. She weaves a typical Hoffman-esque web around these women, with enough of the magical to satisfy lovers of Practical Magic.The Dovekeepers is historical fiction at its best. Talk about a community of women. Talk about mothers and daughters, daughters and fathers, lovers, political strife, even maternal instincts gone awry. As a writer, I can’t begin to imagine the amount of research the author did. My kudos to her for that.My kudos to her for the entire book. I am in awe....more",Notes are private!,0,7,1,not set,not set,"Sep 18, 2019",,Hardcover,view (with text),/book/show/10950924-the-dovekeepers
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive","Land, Stephanie*",,,0316505110,270        pp,3.85,"96,846","Jan 22, 2019","Jan 22, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How to  this book? It’s the memoir of a woman living in poverty with her very young child, dependent on government assistance to survive — a womHow to  this book? It’s the memoir of a woman living in poverty with her very young child, dependent on government assistance to survive — a woman who always wanted to be a writer and finally does earn a college degree in creative writing — a woman who, with this memoir, is now a published writer. To support herself and her child along the way — and to satisfy the prerequisite for receiving government aid — this single mother works as a maid.Interesting premise? Yes. Reviews referred to it as “an important memoir,” “an unapologetic account,” and “a beautiful, uplifting story of resilience and survival.”I wanted to feel some of that about Maid, but I struggled. By nature, I’m an optimist. I see the glass as half full. The author does not. For her, the glass is half empty. The studio apartment she rents for herself and her child has black mold. The clients who pay her to clean are gross. The caseworkers who see that she gets food stamps are insulting. Customers behind her in line at the supermarket are condescending.I’m not sure what I expected. But it wasn’t endless negativity. Despite the lengths to which the author went to describe her horrible life, I couldn’t feel sorry for her. She felt sorry enough for herself. Part of the problem for me was that I listened to the Audible version of this book, which the author herself read. So when I heard self-pity, I believed it.One last thought. I know women who clean homes. Yes, it’s a dirty job. And no, I wouldn’t want to do it. But the women I know who do it, like that they work mother’s hours, like that they make a mirror shine, like that they earn money.One more last thought. For the life of me, I can’t figure out why this author chose to keep working a job she so detested. It seemed to be one more bad choice in a life full of them (an issue she doesn’t explore). She worked as a maid earlier in her life, long before she was homeless, and knew what it entailed – not the least being that it often pays sub-minimum wage. And hey, I agree that even minimum wage is way too low. I regularly vote to raise it. But until that happens, I have to think that there are other jobs for minimum wage that this woman might like better. No?I feel like an unsympathetic curmudgeon posting this . I will say that the writing of Maid is competent. Hence three stars, rather than two....more",Notes are private!,0,3,1,not set,not set,"Sep 17, 2019",,Hardcover,view (with text),/book/show/39218350-maid
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day in December,"Silver, Josie*",,,,393        pp,3.85,"309,176","Oct 18, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another winner! I loved One Day in December. With the evening news such a slog on my tv each night, this book is a pure, well-written, entertaining esAnother winner! I loved One Day in December. With the evening news such a slog on my tv each night, this book is a pure, well-written, entertaining escape.The premise is simple. The bus on which a London woman is riding reaches a stop where a man is waiting for his connection. She is inside; he is outside. Their eyes meet. Something passes between them, an instant connection. She thinks of getting off; he thinks of getting on. Neither acts, and the moment is lost – but not forgotten. She spends the next year hunting for him; he spends the next year hunting for her. Then they finally see each other again in an untenable circumstance …But I can’t say more without giving away the story, and why do that? It is beautifully written, with twists and turns enough to keep emotions running high. Call it a romance if you want; I prefer to think of it as a smartly-written slice of modern life. Compared to other books I’ve recently read and ed, it’s nowhere near as heavy as Paris in the Present Tense, as timely as Home Fire, or as culturally relevant as Becoming. But, boy, is it a pleasure to read.Adding to the pleasure? Hugely? The readers of the Audible version, to which I listened. There were two, one female and one male. Both are truly skilled actors and give the story warmth and charm and flair. If you watch “Poldark” on PBS’s Masterpiece, you’ll recognize the female voice as that of Eleanor Tomlinson, who plays Demelza. She’s wonderful here.One Day in December is billed as a Christmas love story. And fine, if you don’t believe in love at first sight, this book may not be for you. But if you’re feeling fanciful, and you want something to sweep you up and take you away at any time of year, why not give it a try?...more",Notes are private!,0,9,1,not set,not set,"Sep 17, 2019",,Paperback,view (with text),/book/show/38255337-one-day-in-december
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming,"Obama, Michelle*",,,,426        pp,4.46,"1,047,633","Nov 13, 2018","Nov 13, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is NOT POLITICAL. I say that in all caps, right at the start, because this is not a partisan book, as in blue versus red. Michelle Obama’s BThis book is NOT POLITICAL. I say that in all caps, right at the start, because this is not a partisan book, as in blue versus red. Michelle Obama’s Becoming is the story of a woman’s quest to find herself. It is universal and not to be missed.For starters, the writing is beautiful. Yes, the acknowledgment page names people who helped with the writing, but I can’t hold that against the author. She took creative writing courses at Princeton, nothing to sneeze at. And the ideas here, the content, is hers alone.Typically, when listening to an audiobook, I avoid those read by the author. Some authors seem driven by ego to think they can play different parts in a book as well as a professional reader. I’ve listened to a few author-read samples that are perfectly awful. Becoming is an exception for several reasons. First, being a memoir, the story’s voice is Mrs. Obama. Second, she knows the story and feels every line. Third, her voice is mellifluous, as in lyrical and pleasant to hear.I would have edited down some of the childhood detail at the start, but the pace soon picks up and is spot on. Mrs. Obama agonizes over the demands of a legal career, over the pull-and-tug of being a working woman raising children, over the angst of ceding her independence when her husband chose to run for higher office. Though I’m neither black nor the wife of a US President, I identified with her deeply.Last fall, when I posted a shot of Becoming in my TBR pile, several women commented that they refused to go anywhere near this book. It’s their loss. Truly....more",Notes are private!,0,19,1,not set,not set,"Sep 16, 2019",,Hardcover,view (with text),/book/show/38746485-becoming
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,560","Apr 10, 2018","Apr 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, Circe is a figure in Greek mythology – but no, you do not have to know Greek mythology to appreciate Circe, by Madeline Miller. This story standsYes, Circe is a figure in Greek mythology – but no, you do not have to know Greek mythology to appreciate Circe, by Madeline Miller. This story stands alone. It is rich, intriguing, and wonderful.Circe is the witch of Aeaea, one of many daughters of Helios, the God of the sun, but she never quite fits with her father’s world. Banished from his palace and exiled to her island, she makes a fascinating life there, discovering the island and her power. The story is told through her eyes and mind.And yes, this story is set in a mythological world that should be so old as to be irrelevant to us today. But Circe is not. Here is a story of a strong female who slowly but surely finds her power in an unwelcoming world.This is totally modern, is it not?The writing here is exquisite. We are in the mind of this goddess, right from the start. Ms. Miller brings to life not only Circe, but other peripheral characters, like Odysseus, Penelope, and Hermes, whose names I know.That said, Circe is the star. Through the entire time I was reading this book, I was with her on her island, along with her family angst, her lovers, her son, and her magic.I miss her now....more",Notes are private!,0,4,1,not set,not set,"Sep 16, 2019",,Hardcover,view (with text),/book/show/35959740-circe
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Friend,"Nunez, Sigrid",0735219451,9780735219458,0735219451,212        pp,3.77,"42,675","Feb 06, 2018","Feb 05, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I bought The Friend because it won the National Book Award for Fiction this fall. As a writer, I often ask myself what makes a book an award winner. SI bought The Friend because it won the National Book Award for Fiction this fall. As a writer, I often ask myself what makes a book an award winner. Sadly, after reading this one, I’m mystified.The good news is that The Friend is short. And that, separated from a non-existent plot, the writing is top-notch. And that part of the story is about an aging Great Dane that is inherited by the main character when her one-time lover and longtime good friend dies.The bad news is that the book is disjointed, more a series of essays than an actual novel. Among other topics, these essays address suicide and writers, writing as catharsis, writing and dysfunction, journaling for abused women, sex trafficking vs sex workers, psychosomatic blindness, psychosomatic muteness, and fiction versus memoir.There were quotes, lots of quotes, by writers on writing. I’m a writer, and, frankly, they bored me.If you like dogs, this book may appeal. Likewise, if you like reading about suicide. If you want an interesting, engrossing, and uplifting story, though, try something else....more",Notes are private!,0,8,1,not set,not set,"Sep 12, 2019",,Paperback,view (with text),/book/show/40164365-the-friend
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,411","May 22, 2001","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Why did I wait so long to read BEL CANTO? Because the synopsis starts with mention of a terrorist takeover at an A-list social event in South America,Why did I wait so long to read BEL CANTO? Because the synopsis starts with mention of a terrorist takeover at an A-list social event in South America, and I don’t do terrorism for pleasure. Since I read for pleasure, seeing the word “terrorist” was enough to turn me off.How. Stupid. Ann Patchett is one of my favorite authors, and so many of my friends had loved BEL CANTO that I should have listened. Ach. Better later than never.The fact is, I don’t think I’ve smiled, even laughed so much reading a book as I did reading (listening to, actually) this one. There was dry wit and out-and-out humor. It helped that the audiobook reader was phenomenal. She had so many different voices to portray – Opera singer, two female terrorists, three Asian men, three Latin generals, a Russian, a Frenchman – that a lesser reader would have failed. This one spoke perfectly in all these different voices.The real gem, though, is Ann Patchett. She isn’t full of herself. Her writing is smooth and vivid, if spare. She imbues each of these characters with unique qualities, all of which blend to make her story an exquisite tapestry.“Bel Canto” translates to “beautiful singing,” and yes, opera plays a part in the book. Not being an opera buff, I wasn’t so much intrigued by this, though, as by the emotional growth of the characters as days of siege become weeks, then months. Some ers point to Stockholm Syndrome to account for the connections that form between captives and captors, but I think there’s more. What we see in BEL CANTO is the removal of people from their prescribed lives enough to be able to see themselves and their strengths in very different ways.BEL CANTO has zoomed to the top of my all-time-favorites list. I highly recommend it!...more",Notes are private!,0,8,2,not setnot set,not setnot set,"Sep 12, 2019",,Paperback,view (with text),/book/show/5826.Bel_Canto
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rain Watcher,"Rosnay, Tatiana de*",1250200016,9781250200013,1250200016,229        pp,3.19,"7,682","Oct 23, 2018","Oct 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t read Sarah’s Key, but I had heard praise enough that when I saw the author had a new book out, I thought I’d give it a try. I’m not sure whatI didn’t read Sarah’s Key, but I had heard praise enough that when I saw the author had a new book out, I thought I’d give it a try. I’m not sure what I expected, but it wasn’t as quiet a novel as this.The Rain Watcher is a family drama, telling the story of mother, father, daughter, and son, gathered for a family reunion to celebrate the father’s 70th birthday. Each of these four family members has a life hidden from the others; those secrets and fears are little by little exposed. There is no great mystery, no great intrigue, no great emotional twist. Revelations are more sympathetically-rendered than unexpected. But I did care about the characters, so listenedon and on. At no point was I drawn to tears. Nor did I understand the ending. Or the title. I’m sorry. Maybe someone can explain either of those to me?And yet I’ve given this book four stars – because it is beautifully written. The setting is contemporary Paris at a time of unprecedented rainfall that results in catastrophic flooding, and the description of this is exquisite. The author has an amazing imagination and a masterful way with words. The reader can see, smell, feel Paris as the water rises higher and higher – can see, smell, feel the angst of each of the characters. Even cameo characters are described in a simple but picturesque way.I listened to the audiobook, and the narrator was a delight.That said, for me The Rain Watcher is about the journey, rather than the destination....more",Notes are private!,0,6,1,not set,not set,"Sep 11, 2019",,Hardcover,view (with text),/book/show/37638024-the-rain-watcher
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Washington Black,"Edugyan, Esi",0525521429,9780525521426,0525521429,334        pp,3.96,"67,318","Aug 02, 2018","Sep 18, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Washington Black is a mesmerizing story. The main voice is that of George Washington Black, born a slave on a sugar plantation in Barbados in the 1830Washington Black is a mesmerizing story. The main voice is that of George Washington Black, born a slave on a sugar plantation in Barbados in the 1830’s. From the outset, I was immersed in the mind of that very young boy, understanding the fear of being singled out and punished, the drive for survival, the choice between obedience and death that marks the life of a slave under a brutal master. I lived through Wash’s movement into a different life, one that involves reading and writing, drawing, and the growth of self-respect and calm.But is there ever calm in the life of a black man of that (or any) time? This is one of the questions I believe the author was asking. She gave Washington Black a disfiguring facial burn, which only accentuated his visibility as he moved off the plantation into a wider world that is, itself, cruel to blacks.Honestly? I’m startled reading comments from the Washington Post (“ … rip-roaring hybrid of 19th Century adventure and contemporary subtlety ..”), The New Yorker (“ … exhilarating dialogue reminiscent of Jules Verne …”) and The Boston Globe (“ … a rousing adventure story stretching to the ends of the earth). Adventure isn’t what comes to my mind when I think of Washington Black. For me, it was about the search of one man for a place where he can finally be accepted and loved. In that, it was very poignant....more",Notes are private!,0,2,1,not set,not set,"Sep 11, 2019",,Hardcover,view (with text),/book/show/38140077-washington-black
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Fire,"Shamsie, Kamila",0735217688,9780735217683,0735217688,276        pp,4.03,"65,158","Aug 15, 2017","Aug 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Home Fire blew me away. The instant I finished its explosive ending, I wanted to write a  saying this, but decided to let my feelings simmer. TiHome Fire blew me away. The instant I finished its explosive ending, I wanted to write a  saying this, but decided to let my feelings simmer. Time changed nothing. Several weeks later, I’m as appreciative as ever. Home Fire is one of the most powerful books I’ve read in a long, long time.With overtones of a Greek tragedy, Home Fire tells of the three children of a dead jihadist – the emotional burdens they bear at British Pakistanis, and the extremes to which they go for the love of their father and for each other. Entwined with their stories is that of the son of a British Home Secretary, a lapsed Muslim whose approach to jihadists and their kin is rigid.I was drawn in at the very opening of the book, when the oldest of those three children, heading for a post-graduate program of study in America, is detained in the airport and questioned so long that she misses her flight. Her mindset during the interrogation, what she puts up with as she holds her tongue, is heartrending.Home Fire is not first and foremost a political book. Mostly it is about family – about fathers and sons, about narrow-mindedness.The author is unbelievably skilled, her writing lyrical without being obtrusive. And the narrator of the Audible edition to which I listened? Perfect. She captured each of the characters as I would have imagined that character to be.My book group is discussing Home Fire at our next meeting. Of the many discussion points, there is the intersection of politics and family, the responsibility of a parent, and the making of a terrorist. I hope we discuss question like how much sympathy we should or should not have for the child of a terrorist. What are the pros and cons of a zero tolerance policy? What kind of people are we if we turn away from those who cry for help after making a mistake? Is it possible to rehabilitate a jihadist?Finally, there’s this: Should the leader of country be flexible and recognize when his personal animus is affecting his policy? This question is front and center in Home Fire, just as it resonates between the lines of newspapers in America today....more",Notes are private!,0,3,1,not set,not set,"Sep 09, 2019",,Hardcover,view (with text),/book/show/33621427-home-fire
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0735219117,9780735219113,,384        pp,4.39,"2,988,968","Aug 14, 2018","Aug 14, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved Where the Crawdads Sing. It is billed as “a murder mystery, a coming-of-age narrative, and a celebration of nature,” and it is all of those thI loved Where the Crawdads Sing. It is billed as “a murder mystery, a coming-of-age narrative, and a celebration of nature,” and it is all of those things. It also happens to be beautifully written.Since I’m a writer myself, please let me focus on Delia Owens. This is her first novel. Prior to writing it, she authored three highly-acclaimed books about her life as a wildlife scientist in Africa. Love of nature is, well, a natural to her. Growing up in southern Georgia, she was taught love of everything wild by her mother, who sent her out to explore the forests, saying, “Go way out yonder where the crawdads sing.” Where the Crawdads Sing is set in the marshland of the North Caroline coast, but it captures that same love of things wild.Not the least of those things wild is Ms. Owens protagonist, Kya Clark, the fabled “Marsh Girl,” whose family members leave their marsh home, one by one, to escape an abusive father. When he leaves also, Kya raises herself. Her family is the creatures of the marsh, who know her well. Unschooled, she is extraordinarily bright, and while she does make makes human friends with great care, she remains always that little bit different and apart.A murder mystery keeps the plot moving, but it is the beauty of the writing, the portrayal of Kya and the marsh she loves, that gives this book breathtaking life...more",Notes are private!,0,15,1,not set,not set,"Sep 09, 2019",,ebook,view (with text),/book/show/36809135-where-the-crawdads-sing
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paris in the Present Tense,"Helprin, Mark",1468314769,9781468314762,1468314769,394        pp,4.04,"4,678","Oct 03, 2017","Oct 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the best things about being in a book group is that it forces you to read books you might otherwise miss. Paris in the Present Tense is just suOne of the best things about being in a book group is that it forces you to read books you might otherwise miss. Paris in the Present Tense is just such a book. I adored it. Not everyone in my book group did, which led to a terrific discussion.There is music. There is love – and loss. There is the horror of the Holocaust. There is violence and family angst and corporate malfeasance. There is a police investigation that is, frankly, a hoot. Through it all, there is one man whose life has been shaped by sorrow and the eternal quest to survive it. And there is Paris.As I have for so many of my recent books, I listened to this one. Just loved the accents, loved the flavor the narrator added. I’ve never read anything by Mark Helprin before, and I regret that. His prose is exquisite. As a writer, I learned much reading this book....more",Notes are private!,0,7,1,not set,not set,"Sep 06, 2019",,Hardcover,view (with text),/book/show/34445377-paris-in-the-present-tense
