,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Conor's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Made a Fool of Death with Your Beauty,"Emezi, Akwaeke*",1982188707,9781982188702,1982188707,288        pp,3.56,"46,065","May 24, 2022","May 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 19, 2024",not set,"Mar 19, 2024",,Hardcover,view,/book/show/59232998-you-made-a-fool-of-death-with-your-beauty
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter        (Seasonal, #2)","Smith, Ali",0241207029,9780241207024,0241207029,322        pp,3.82,"21,172","Nov 02, 2017","Nov 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 11, 2024",not set,"Mar 11, 2024",,Hardcover,view,/book/show/34516974-winter
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Creative Act: A Way of Being,"Rubin, Rick",0593652886,9780593652886,0593652886,406        pp,4.08,"32,169","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2024",not set,"Mar 07, 2024",,Hardcover,view,/book/show/60965426-the-creative-act
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Longings,"Kidd, Sue Monk*",052542976X,9780525429760,052542976X,416        pp,4.24,"123,669","Apr 21, 2020","Apr 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 05, 2024",not set,"Mar 05, 2024",,Hardcover,view,/book/show/52698452-the-book-of-longings
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spoiler Alert: the Hero Dies,"Ausiello, Michael",,,1668032163,320        pp,4.31,"7,697","Sep 12, 2017","Feb 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 05, 2024",not set,"Mar 05, 2024",,Paperback,view,/book/show/142317600-spoiler-alert
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",0593317335,9780593317334,0593317335,367        pp,4.14,"37,816","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 27, 2024",not set,"Feb 27, 2024",,Hardcover,view,/book/show/61190770-chain-gang-all-stars
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fortune's Bazaar: The Making of Hong Kong,"England, Vaudine",1982184515,9781982184513,1982184515,368        pp,3.40,174,unknown,"May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2024",not set,"Feb 12, 2024",,Hardcover,view,/book/show/58438635-fortune-s-bazaar
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hundred Years' War on Palestine: A History of Settler Colonialism and Resistance, 1917–2017","Khalidi, Rashid",,,B07HLYPNJN,338        pp,4.51,"12,066","Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 09, 2024",not set,"Feb 09, 2024",,Kindle Edition,view,/book/show/44571967-the-hundred-years-war-on-palestine
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lucky Man,"Brinkley, Jamel",1555978053,9781555978051,1555978053,243        pp,3.91,"2,064","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Hardcover,view,/book/show/36480133-a-lucky-man
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Piano Tuner,"Mason, Daniel*",1400030382,9781400030385,1400030382,312        pp,3.60,"13,877",2002,Sep 2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 25, 2024",not set,"Jan 25, 2024",,Paperback,view,/book/show/55096.The_Piano_Tuner
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest,"Cline, Emma",0812998626,9780812998627,,304        pp,3.32,"64,905","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2024",not set,"Jan 16, 2024",,Hardcover,view,/book/show/61986136-the-guest
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,487","Jun 13, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2024",not set,"Jan 10, 2024",,Hardcover,view,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Far Country,"Mason, Daniel*",0375414665,9780375414664,0375414665,288        pp,3.32,"1,067",2007,"Mar 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 31, 2023",not set,"Dec 31, 2023",,Hardcover,view,/book/show/266175.A_Far_Country
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come to This Court and Cry: How the Holocaust Ends,"Kinstler, Linda",154170259X,9781541702592,154170259X,320        pp,4.05,423,unknown,"Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 17, 2023",not set,"Dec 17, 2023",,Hardcover,view,/book/show/60383048-come-to-this-court-and-cry
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,245","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 15, 2023",not set,"Dec 15, 2023",,Hardcover,view,/book/show/65678550-the-heaven-earth-grocery-store
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Memoriam,"Winn, Alice",0593534565,9780593534564,0593534565,382        pp,4.55,"21,383","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2023",not set,"Dec 05, 2023",,Hardcover,view,/book/show/59948520-in-memoriam
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,183","Dec 31, 2019","Dec 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 10, 2023",not set,"Nov 10, 2023",,Hardcover,view,/book/show/43923951-such-a-fun-age
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,212","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 25, 2023",not set,"Oct 04, 2023",,Hardcover,view,/book/show/71872930-north-woods
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,647","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2023",,Hardcover,view,/book/show/54493401-project-hail-mary
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Swiss,"Beagin, Jen",1982153083,9781982153083,1982153083,336        pp,3.69,"62,775","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2023",not set,"Sep 27, 2023",,Hardcover,view,/book/show/60701439-big-swiss
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They: A Sequence of Unease,"Dick, Kay",,,,94        pp,3.38,"4,013",1977,1977,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2023",not set,"Sep 27, 2023",,Hardcover,view,/book/show/1714747.They
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions for You,"Makkai, Rebecca*",0593490142,9780593490143,0593490142,438        pp,3.62,"101,905","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 24, 2023",not set,"Sep 24, 2023",,Hardcover,view,/book/show/61053829-i-have-some-questions-for-you
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Are You Going Through,"Nunez, Sigrid",0593191412,9780593191415,0593191412,210        pp,3.74,"13,623","Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 20, 2023",not set,"Sep 20, 2023",,Hardcover,view,/book/show/51152434-what-are-you-going-through
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greek Lessons,Han Kang,0593595270,9780593595275,0593595270,192        pp,3.49,"7,485","Nov 10, 2011","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2023",not set,"Sep 14, 2023",,Hardcover,view,/book/show/61686012-greek-lessons
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Mungo,"Stuart, Douglas*",0802159559,9780802159557,0802159559,390        pp,4.39,"57,153","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2023",not set,"Sep 14, 2023",,Hardcover,view,/book/show/58891551-young-mungo
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",0241364906,9780241364901,0241364906,453        pp,4.29,"231,182","May 02, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2023,not set,"Sep 01, 2023",,Kindle Edition,view,/book/show/41081373-girl-woman-other
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silas Marner,"Eliot, George",,,,262        pp,3.68,"86,978",Apr 1861,"Jul 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2023",not set,"Aug 16, 2023",,Paperback,view,/book/show/54539.Silas_Marner
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Friend,"Nunez, Sigrid",0735219451,9780735219458,0735219451,212        pp,3.77,"42,680","Feb 06, 2018","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 09, 2023",not set,"Aug 09, 2023",,Paperback,view,/book/show/40164365-the-friend
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,355        pp,4.02,"139,099","Aug 30, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2023",not set,"Aug 04, 2023",,Hardcover,view,/book/show/60353768-the-marriage-portrait
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Moons of Maali Almeida,"Karunatilaka, Shehan*",1908745908,9781908745903,1908745908,386        pp,3.93,"39,501","Aug 04, 2022","Aug 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had high hopes for this one, but I think the concept was too ambitious. I really enjoyed learning about Sri Lanka’s recent history, bloody and horriI had high hopes for this one, but I think the concept was too ambitious. I really enjoyed learning about Sri Lanka’s recent history, bloody and horrific as it was, but the supernatural components distracted me and made the plot difficult to follow....more",Notes are private!,0,5,1,"Jul 29, 2023",Aug 2023,"Aug 03, 2023",,Hardcover,view (with text),/book/show/57224204-the-seven-moons-of-maali-almeida
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Beautiful Things: Advice from Dear Sugar,"Strayed, Cheryl*",0593685210,9780593685211,0593685210,400        pp,4.17,"123,183","Jul 10, 2012","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 24, 2023",not set,"Jul 24, 2023",,Paperback,view,/book/show/63193458-tiny-beautiful-things
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,489","May 25, 2023","May 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 22, 2023",not set,"Jul 22, 2023",,Hardcover,view,/book/show/59357120-yellowface
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wandering Earth,"Liu, Cixin*",,,B007JL6IYU,45        pp,4.15,"13,451","Jul 09, 2000","Mar 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 04, 2023",not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/13554058-the-wandering-earth
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Shelter,"Gospodinov, Georgi",1324090952,9781324090953,1324090952,304        pp,3.79,"15,062","Apr 29, 2020","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 10, 2023",not set,"Jul 10, 2023",,Hardcover,view,/book/show/58999261-time-shelter
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mountain in the Sea,"Nayler, Ray*",0374605955,9780374605957,0374605955,456        pp,3.95,"17,248","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 03, 2023",not set,"Jul 03, 2023",,Hardcover,view,/book/show/59808603-the-mountain-in-the-sea
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Father's House        (Rome Escape Line Trilogy, #1)","O'Connor, Joseph",,,B0B4FNRTXH,276        pp,4.08,"5,318","Jan 26, 2023","Jan 26, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bookmarks gave this a ""Rave"" and it sounded interesting, an unlikely Oceans-11-esque motley of people the contents of which might be used to tee up a Bookmarks gave this a ""Rave"" and it sounded interesting, an unlikely Oceans-11-esque motley of people the contents of which might be used to tee up a joke (""A priest, a countess, and a Cockney cabbie walk into Vatican City...""). Early on I found out that the author is Sinead O'Connor's brother, so that's fun (and might explain the unflattering portrayal of whatever appeasement pope they had running the place at the time).There was a lot of lively writing in here, typical of the best of Irish writing. But it felt spread too thin plot-wise. There were too many characters and not enough backstory, such that when the denouement came it felt anticlimactic, almost unnoticeable. ...more",Notes are private!,0,4,1,"Jun 30, 2023","Jul 02, 2023","Jun 30, 2023",,Kindle Edition,view (with text),/book/show/61447882-my-father-s-house
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Charm Offensive        (The Charm Offensive, #1)","Cochrun, Alison*",1982170719,9781982170714,1982170719,354        pp,4.14,"63,882","Sep 07, 2021","Sep 07, 2021",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,DNF. Much too dumb and implausible.,Notes are private!,0,1,1,"Jun 27, 2023","Jun 28, 2023","Jun 27, 2023",,Paperback,view (with text),/book/show/56898248-the-charm-offensive
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",059309932X,9780593099322,059309932X,658        pp,4.27,"1,357,843","Jun 01, 1965","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 04, 2023",not set,"Jun 04, 2023",,Hardcover,view,/book/show/44767458-dune
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,396","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 02, 2023",not set,"Jun 02, 2023",,Hardcover,view,/book/show/58210933-trust
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Dreams,"Kingsolver, Barbara",0060921145,9780060921149,0060921145,342        pp,4.07,"72,646","Sep 01, 1990",1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 25, 2023",not set,"May 25, 2023",,Paperback,view,/book/show/77262.Animal_Dreams
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horizontal Vertigo: A City Called Mexico,"Villoro, Juan",1524748889,9781524748883,1524748889,346        pp,3.98,844,Sep 2018,"Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 25, 2023",not set,"May 25, 2023",,Hardcover,view,/book/show/54425527-horizontal-vertigo
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,838","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2023",not set,"May 11, 2023",,Hardcover,view,/book/show/60194162-demon-copperhead
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ender’s Game        (Ender's Saga, #1)","Card, Orson Scott",0812550706,9780812550702,0812550706,324        pp,4.31,"1,374,019","Jan 15, 1985","Sep 30, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was pretty entertaining, but has the author ever met a child? Even, if not especially preternaturally gifted 5- and 6-year-olds do not behave, anThis was pretty entertaining, but has the author ever met a child? Even, if not especially preternaturally gifted 5- and 6-year-olds do not behave, and speak, and think like adults. It's also not clear why he couldn't have made these people teenagers at least....more",Notes are private!,0,2,1,"May 09, 2023","May 11, 2023","May 09, 2023",,Mass Market Paperback,view (with text),/book/show/375802.Ender_s_Game
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mecca,"Straight, Susan*",,,B09JYJBCLH,unknown,3.87,"2,282","Mar 15, 2022","Mar 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 30, 2023","Dec 31, 2023","Apr 30, 2023",,Audible Audio,view,/book/show/62069858-mecca
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mostly Dead Things,"Arnett, Kristen*",1947793306,9781947793309,1947793306,356        pp,3.38,"19,005","Jun 04, 2019","Jun 04, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I hated this book. It had all the claustrophobia and ickiness of ""Eileen"" without any of the suspense or fun. It wasn't clear what half of the charactI hated this book. It had all the claustrophobia and ickiness of ""Eileen"" without any of the suspense or fun. It wasn't clear what half of the characters were doing in the book, none of them were likeable, and it was anticlimactic. Would not recommend....more",Notes are private!,0,1,1,"Apr 30, 2023","May 09, 2023","Apr 30, 2023",,Hardcover,view (with text),/book/show/41817578-mostly-dead-things
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,461","Mar 31, 2022","Apr 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 30, 2023","Dec 31, 2023","Apr 30, 2023",,Hardcover,view,/book/show/58065033-lessons-in-chemistry
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flight Behavior,"Kingsolver, Barbara",0062124269,9780062124265,0062124269,436        pp,3.81,"94,486","Nov 01, 2012","Nov 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 15, 2023","Dec 31, 2023","Apr 15, 2023",,Hardcover,view,/book/show/13438524-flight-behavior
