,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Brian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leavers,"Ko, Lisa*",1616206888,9781616206888,1616206888,396        pp,3.89,"47,127","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2024,"Jan 28, 2024",,Hardcover,view,/book/show/30753987-the-leavers
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Dreamed of Empires,"Enrigue, Álvaro",059354479X,9780593544792,,240        pp,3.92,"1,892","Oct 13, 2022","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/127938747-you-dreamed-of-empires
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sudden Death,"Enrigue, Álvaro",1594633460,9781594633461,1594633460,272        pp,3.75,"3,092",Nov 2013,"Feb 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/25614601-sudden-death
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pictures at a Revolution: Five Movies and the Birth of the New Hollywood,"Harris, Mark*",1594201528,9781594201523,1594201528,490        pp,4.24,"4,386","Feb 14, 2008","Feb 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Hardcover,view,/book/show/2092154.Pictures_at_a_Revolution
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Blazing World: A New History of Revolutionary England, 1603-1689","Healey, Jonathan",0593318358,9780593318355,0593318358,492        pp,4.23,730,"Feb 02, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/61327457-the-blazing-world
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,257","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/71872930-north-woods
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fates and Furies,"Groff, Lauren*",1594634475,9781594634475,1594634475,390        pp,3.58,"138,701","Sep 15, 2015","Sep 15, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2024,"Jan 06, 2024",,Hardcover,view,/book/show/24612118-fates-and-furies
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Constellation of Vital Phenomena,"Marra, Anthony*",0770436420,9780770436421,0770436420,416        pp,4.12,"53,949","May 07, 2013","Feb 04, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2023,"Dec 30, 2023",,Paperback,view,/book/show/18428067-a-constellation-of-vital-phenomena
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How I Won a Nobel Prize,"Taranto, Julius",0316513075,9780316513074,0316513075,304        pp,3.57,731,"Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2023",,Hardcover,view,/book/show/75593509-how-i-won-a-nobel-prize
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",0593317335,9780593317334,0593317335,367        pp,4.14,"37,837","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2023",,Hardcover,view,/book/show/61190770-chain-gang-all-stars
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Get Filthy Rich in Rising Asia,"Hamid, Mohsin",1594487294,9781594487293,1594487294,230        pp,3.81,"22,492","Mar 01, 2013","Mar 05, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2023,"Dec 20, 2023",,Hardcover,view,/book/show/15815364-how-to-get-filthy-rich-in-rising-asia
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen Confidential: Adventures in the Culinary Underbelly,"Bourdain, Anthony",0060899220,9780060899226,0060899220,312        pp,4.16,"315,297",2000,"Jan 09, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2023,"Dec 08, 2023",,Paperback,view,/book/show/33313.Kitchen_Confidential
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fraud,"Smith, Zadie",0525558969,9780525558965,0525558969,464        pp,3.35,"17,312","Sep 05, 2023","Sep 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2023,"Dec 06, 2023",,Hardcover,view,/book/show/66086834-the-fraud
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,211","Apr 18, 2017","Apr 18, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2023,"Nov 13, 2023",,ebook,view,/book/show/29496076-killers-of-the-flower-moon
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0062315005,9780062315007,0062315005,182        pp,3.91,"3,056,423",1988,"Apr 15, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2023,"Nov 13, 2023",,Paperback,view,/book/show/18144590-the-alchemist
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mona,"Oloixarac, Pola",0374211892,9780374211899,0374211892,176        pp,3.31,"5,128","Mar 01, 2019","Mar 16, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2023,"Oct 23, 2023",,Hardcover,view,/book/show/53317483-mona
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Call at the Hotel Imperial: The Reporters Who Took On a World at War,"Cohen, Deborah*",0525511199,9780525511199,0525511199,557        pp,3.78,953,"Mar 15, 2022","Mar 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2023,"Oct 20, 2023",,Hardcover,view,/book/show/58394774-last-call-at-the-hotel-imperial
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Socialist Manifesto: The Case for Radical Politics in an Era of Extreme Inequality,"Sunkara, Bhaskar*",1541617398,9781541617391,1541617398,288        pp,3.64,"1,702","Apr 30, 2019","Apr 30, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked up this book at the Brooklyn Book Festival. I'm not a Socialist but was nevertheless intrigued by the subtitle: The Case for Radical PoliticsI picked up this book at the Brooklyn Book Festival. I'm not a Socialist but was nevertheless intrigued by the subtitle: The Case for Radical Politics in an Era of Extreme Inequality.Surprisingly, most of the book was history - and Sunkara delivered a very well-researched and engaging account of 19th and 20th century radical politics in Europe and beyond.I found myself excited to read about (what I'd considered to be dry, esoteric) conflicts between craft and factory workers, between paycheck-oriented trade unionists and theory-based party thinkers, between Stalinists and Trotskyites, between in-the-room accommodators and out-of-the-room militants.But what makes the book a clear-headed history also makes it a depressing Manifesto. He seems to devote more time to the in-fighting, the electoral defeats, and the authoritarian metastasis (see haunting chapter on Mao) than to what the future looks like for the radical Left.I kept storing up these big questions about, say, the viability of factory-floor Marxism in America's increasingly online and/or service-based economy. But I had to wait until pg. 224 - in Point 8 of his quick-hitter 15-Point road map - to get any sense of how Socialism can overcome this kind of fragmentation.I had similar questions about the strength of national labor laws in a world of fast-flight capital. But again the present and future concerns were crowded out by his (yes, wonderful) history....more",Notes are private!,0,1,1,not set,Oct 2023,"Oct 20, 2023",,Hardcover,view (with text),/book/show/41189926-the-socialist-manifesto
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuba: An American History,"Ferrer, Ada*",1501154559,9781501154553,1501154559,560        pp,4.46,"3,389","Sep 27, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Sep 2023,"Sep 11, 2023",,Hardcover,view,/book/show/55710558-cuba
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tabula Rasa: Volume 1,"McPhee, John",037460360X,9780374603601,037460360X,192        pp,3.94,345,unknown,"Jul 11, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2023,"Aug 25, 2023",,Hardcover,view,/book/show/62039203-tabula-rasa
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to a Young Poet,"Rilke, Rainer Maria",0486422453,9780486422459,0486422453,80        pp,4.30,"92,290",1929,"May 08, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2023,"Aug 25, 2023",,Paperback,view,/book/show/46199.Letters_to_a_Young_Poet
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hammer to Fall        (Joe Wilderness #3),"Lawton, John",0802148123,9780802148124,0802148123,352        pp,4.14,944,"Mar 10, 2020","Mar 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2023,"Aug 12, 2023",,Hardcover,view,/book/show/52228287-hammer-to-fall
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born to Run,"Springsteen, Bruce",1501141511,9781501141515,1501141511,528        pp,4.18,"48,854","Oct 07, 2005","Sep 27, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2023,"Aug 07, 2023",,Hardcover,view,/book/show/29072594-born-to-run
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unfortunate Englishman        (Joe Wilderness, #2)","Lawton, John",0802123996,9780802123992,0802123996,400        pp,4.06,"1,208","Mar 01, 2016","Mar 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2023,"Jul 09, 2023",,Hardcover,view,/book/show/25779647-the-unfortunate-englishman
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eddie and the Cruisers,"Kluge, P.F.",0962325023,9780962325021,0962325023,260        pp,3.91,371,1980,"Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2023",,Paperback,view,/book/show/652855.Eddie_and_the_Cruisers
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One for the Money        (Stephanie Plum, #1)","Evanovich, Janet*",0312362080,9780312362089,0312362080,320        pp,4.05,"550,975","Aug 26, 1994",2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2023",,Paperback,view,/book/show/6853.One_for_the_Money
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Then We Take Berlin        (Joe Wilderness, #1)","Lawton, John",0802121969,9780802121967,0802121969,400        pp,3.92,"2,252","Sep 03, 2013","Sep 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2023,"Jun 30, 2023",,Hardcover,view,/book/show/17347336-then-we-take-berlin
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,604","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2023",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Lexicon,"Ginzburg, Natalia",1911547259,,1911547259,294        pp,3.91,"17,867",1963,"Sep 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2023,"Jun 24, 2023",,Paperback,view,/book/show/41842200-family-lexicon
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Is Talking About This,"Lockwood, Patricia*",0593189582,9780593189580,0593189582,210        pp,3.56,"47,896","Feb 16, 2021","Feb 16, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2023,"Jun 11, 2023",,Hardcover,view,/book/show/53733106-no-one-is-talking-about-this
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prayers for Rain        (Kenzie & Gennaro, #5)","Lehane, Dennis*",0380730367,9780380730360,0380730367,375        pp,4.09,"22,319","May 19, 1999","May 02, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2023,"May 29, 2023",,Mass Market Paperback,view,/book/show/21683.Prayers_for_Rain
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,422","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2023,"May 22, 2023",,Hardcover,view,/book/show/58210933-trust
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Urbanist: How William H. Whyte's Unconventional Wisdom Reshaped Public Life,"Rein, Richard K.",1642831700,9781642831702,1642831700,352        pp,3.53,36,"Jan 13, 2022","Jan 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2023,"May 19, 2023",,Hardcover,view,/book/show/57843262-american-urbanist
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paris, 1919: Six Months that Changed the World","MacMillan, Margaret",0375760520,9780375760525,0375760520,624        pp,4.12,"13,929","Sep 06, 2001","Jan 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Apr 2023,"Apr 23, 2023",,Paperback,view,/book/show/26348.Paris_1919
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lion, the Witch and the Wardrobe        (Chronicles of Narnia, #1)","Lewis, C.S.",,,,206        pp,4.24,"2,798,657","Oct 16, 1950",2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Apr 2023,"Apr 23, 2023",,Paperback,view,/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reluctant Fundamentalist,"Hamid, Mohsin",,,B004IPPINW,228        pp,3.73,"77,958","Apr 03, 2007","Apr 03, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Apr 2023,"Apr 04, 2023",,Kindle Edition,view,/book/show/40961543-the-reluctant-fundamentalist
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greetings From Asbury Park,"Turtel, Daniel H.*",1799956768,9781799956761,1799956768,254        pp,3.09,248,unknown,"Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Mar 2023,"Mar 25, 2023",,Hardcover,view,/book/show/59124465-greetings-from-asbury-park
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary","Winchester, Simon",0060839783,9780060839789,0060839783,242        pp,3.84,"116,919","Sep 28, 1998",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Mar 2023,"Mar 25, 2023",,Paperback,view,/book/show/25019.The_Professor_and_the_Madman
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secrets We Kept,"Prescott, Lara*",,,B07MD3B4F1,368        pp,3.66,"70,173","Sep 03, 2019","Sep 17, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Mar 2023,"Mar 05, 2023",,Kindle Edition,view,/book/show/40700317-the-secrets-we-kept
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire Falls,"Russo, Richard*",0375726403,9780375726408,0375726403,483        pp,3.94,"121,787","May 08, 2001","Apr 12, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2023,"Feb 26, 2023",,Paperback,view,/book/show/187020.Empire_Falls
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Holes        (Holes, #1)","Sachar, Louis*",0439244196,9780439244190,0439244196,272        pp,4.00,"1,199,541","Aug 20, 1998","Sep 02, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2023,"Feb 26, 2023",,Paperback,view,/book/show/38709.Holes
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ducks: Two Years in the Oil Sands,"Beaton, Kate",1770462899,9781770462892,1770462899,430        pp,4.42,"26,379","Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2023,"Feb 04, 2023",,Hardcover,view,/book/show/59069071-ducks
