,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Aušra Strazdaitė-Ziberkienė's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mano gyvenimo kelionė: nuo Švėkšnos iki Didžiosios kinų sienos,"Čeliauskas, Petras",,9786098167887,,320        pp,5.00,1,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 28, 2023",not set,"Sep 28, 2023",,Hardcover,view,/book/show/199216027-mano-gyvenimo-kelion
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Are Looking For Is in the Library,"Aoyama, Michiko",1335005625,9781335005625,1335005625,304        pp,4.11,"31,705","Nov 09, 2020","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Hardcover,view,/book/show/91274427-what-you-are-looking-for-is-in-the-library
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baltieji prieš juoduosius,"Kalinauskaitė, Danutė",,9786094667268,,202        pp,4.13,253,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Hardcover,view,/book/show/150133118-baltieji-prie-juoduosius
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Septynios katės,"Kharms, Daniil",,,,38        pp,4.50,2,2007,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,,view,/book/show/18819494-septynios-kat-s
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Katino sodas,"Dovydėnas, Liudas",9955160721,9789955160724,,78        pp,4.25,4,"Jan 01, 2006",2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Sep 23, 2023",,Paperback,view,/book/show/16204841-katino-sodas
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Katino Murklio pažiūros į gyvenimą,"Hoffmann, E.T.A.",,9786094440151,,336        pp,3.95,"2,063",1821,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/18191320-katino-murklio-pa-i-ros-gyvenim
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2 A.M. at The Cat's Pajamas,"Bertino, Marie-Helene*",0804140235,9780804140232,0804140235,272        pp,3.45,"7,599","Aug 05, 2014","Aug 05, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/18815488-2-a-m-at-the-cat-s-pajamas
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cat Who Ate Danish Modern        (Cat Who..., #2)","Braun, Lilian Jackson",0747250359,9780747250357,0747250359,224        pp,3.96,"12,583",1967,"May 04, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Paperback,view,/book/show/237010.The_Cat_Who_Ate_Danish_Modern
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cat Who Could Read Backwards        (Cat Who..., #1)","Braun, Lilian Jackson",0425195201,9780425195208,0425195201,256        pp,3.86,"31,830",1966,"Aug 05, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Paperback,view,/book/show/508903.The_Cat_Who_Could_Read_Backwards
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monstrous Affections: An Anthology of Beastly Tales,"Link, Kelly",0763664731,9780763664732,0763664731,480        pp,3.74,"1,812","Sep 09, 2014","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/20697444-monstrous-affections
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"White Cat, Black Dog: Stories","Link, Kelly",0593449959,9780593449950,0593449959,272        pp,3.88,"4,715","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/61391802-white-cat-black-dog
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She and Her Cat,"Shinkai, Makoto",1945054409,9781945054402,1945054409,180        pp,3.70,"9,395","Jun 21, 2013","Aug 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Paperback,view,/book/show/33912183-she-and-her-cat
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kačių stalas,"Ondaatje, Michael",9986169542,9789986169543,9986169542,260        pp,3.61,"26,486","Oct 04, 2011",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/19141801-ka-i-stalas
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Cats Disappeared from the World,"Kawamura, Genki",1509889175,9781509889174,1509889175,202        pp,3.79,"70,950","Aug 30, 2012","Sep 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Paperback,view,/book/show/40740914-if-cats-disappeared-from-the-world
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cat of Yule Cottage,"Hayward, Lili",1473648335,9781473648333,1473648335,208        pp,4.00,544,"Nov 03, 2016","Nov 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Paperback,view,/book/show/32784529-the-cat-of-yule-cottage
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Katė, išgelbėjusi Kalėdas","Hayward, Lili",,9786094445286,,256        pp,4.11,570,unknown,"Oct 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2023",not set,"Sep 23, 2023",,Hardcover,view,/book/show/199054026-kat-i-gelb-jusi-kal-das
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devyni Rouzės Napolitano gyvenimai,"Freitas, Donna*",,9786094797262,,368        pp,3.69,"7,503","Apr 06, 2021",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/179178030-devyni-rouz-s-napolitano-gyvenimai
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Užmiršti pasauliai,"Sheckley, Robert",9986950740,,,272        pp,4.19,21,"Jan 01, 1968",2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jeigu atmintis neapgauna - tėvų bibliotekoje mačiau ""Tris Beno Baksterio mirtis"". Vadinasi ir skaičiau. Bet nieko neatsimenu, tad Eridano išleistus ""UJeigu atmintis neapgauna - tėvų bibliotekoje mačiau ""Tris Beno Baksterio mirtis"". Vadinasi ir skaičiau. Bet nieko neatsimenu, tad Eridano išleistus ""Užmirštus pasaulius"" skaičiau visiškai naujai. Viena aišku iš kartu - jeigu ir skaičiau Sheckley apsakymus jaunystėje - nė velnio nesupratau, nes tai - apsakymai brandžiam protui. Temos, jų vystymas, humoras - plonas ir aštrus. Taigi. Apsakymai ""Lorėjaus šiukšlininkas"", ""Bandomasis pavyzdys"", ""Zuikis"", ""Minimalus žmogus"", ""Forma"", Specialistas"", ""Demonai"", ""Pieno furgono reisas"", ""Ritualas"", ""Trys Beno Baksterio mirtys"", ""Globa"", ""Žmogaus našta"", ""Orderis žmogžudystei"" ir ""Šis tas veltui"". Kalbant trumpai - kiekvienas apsakymas yra skanumėlis. Šitą rinktinę man norėjosi skaityti lėtai ir su pertraukomis, leidžiant sau ramiai gardžiuotis kiekvieno jų humoru. Jeigu bandyčiau apibrėžti pagrindinę mintį, tai, ko gero, būtų -""viskas turi savo kainą"". Ko gero - ar tai būtų begėdiškas svetimų išteklių naudojimas ar bet koks stebuklas. Sheckley meistriškai tyčiojasi iš Žmonijos, žmogiškosios civilizacijos, tiksliau to, ką mes įpratę vadinti civilizacija. Tarsi tai, su kuo mes įpratę gyventi, perkėlus į kosmosą, ateitį, alternatyvią tikrovę tampa skausmingai aišku. Atimti iš kitos civilizacijos tai, kas jiems gyvybiškai reikalinga, nes iš to galima praturtėti. Įranga verta daugiau nei žmogus. Mintys yra galingos. Žmogus keičiasi ir gali daugiau, negu pats supranta arba iš jo tikimasi. Viskas turi savo kainą - ypač bandymas praturtėti. Ne*ik kitam į variklius, pačiam reikės valyti. Kai kas yra neišvengiama. Ir galiausiai - rimtai, jeigu nežinai iš kur ateina bet kas - nesinaudok juo. Skaitykit. Labai rekomenduoju....more",Notes are private!,0,7,1,"Sep 23, 2023","Oct 21, 2023","Sep 23, 2023",,Paperback,view (with text),/book/show/18690431-u-mir-ti-pasauliai
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Net jei viskas baigsis,"Liljestrand, Jens",,9786090155417,,512        pp,3.40,"1,122","Sep 17, 2021",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2023",,Hardcover,view,/book/show/191906598-net-jei-viskas-baigsis
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Keliautojo autostopu gidas po galaktiką,"Adams, Douglas",,9786094272431,,192        pp,4.23,"1,840,913","Oct 12, 1979",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/33191783-keliautojo-autostopu-gidas-po-galaktik
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Time's Echo: The Second World War, the Holocaust, and the Music of Remembrance","Eichler, Jeremy",0525521720,9780525521723,B0BNMFTXW8,380        pp,4.54,293,"Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Kindle Edition,view,/book/show/125107679-time-s-echo
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silviludijos,"Sarbievijus, Motiejus Kazimiera",,9786094253065,,84        pp,2.50,2,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Paperback,view,/book/show/75380286-silviludijos
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Svečių sąrašas,"Foley, Lucy",,9786094900723,,304        pp,3.82,"995,812","Feb 20, 2020","Feb 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2023",,Hardcover,view,/book/show/60146510-sve-i-s-ra-as
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vardas tamsoje,"Šerelytė, Renata",,ISBN998639320,,204        pp,2.90,61,"Jan 01, 2004",2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,,view,/book/show/15788272-vardas-tamsoje
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Straipsniai ir recenzijos. II tomas,"Jakubėnas, Vladas",9986503027,,,593        pp,0.00,0,unknown,1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,,view,/book/show/53344753-straipsniai-ir-recenzijos-ii-tomas
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Straipsniai ir recenzijos. I tomas,"Jakubėnas, Vladas",9986503000,,,592        pp,0.00,0,unknown,1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2023",,,view,/book/show/53344724-straipsniai-ir-recenzijos-i-tomas
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opera Na Caly Rok Kalendarium,"Kydryński, Lucjan",8322403348,9788322403341,8322403348,0        pp,0.00,0,unknown,"Jan 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Paperback,view,/book/show/88801558-opera-na-caly-rok-kalendarium
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laisvojo rašymo elementai,"Bernotaitė, Sandra",,9786099549743,,164        pp,4.11,72,2016,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Paperback,view,/book/show/29452198-laisvojo-ra-ymo-elementai
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pasirinkęs laisvę. Vargonininkas Jonas Žukas,"Šeduikytė-Korienė, Eglė",,9786098071535,,350        pp,4.00,1,2020,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,,view,/book/show/59684405-pasirink-s-laisv-vargonininkas-jonas-ukas
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Šimtas kalbos mįslių,"Sabaliauskas, Algirdas",,,,248        pp,3.20,5,unknown,1970,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/34442251-imtas-kalbos-m-sli
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harmonija,"Daunoras, Algimantas",,,,484        pp,0.00,0,1964,1964,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/60137136-harmonija
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lietuvos paukščiai. Perinčios bei kasmet aptinkamos rūšys,"Barauskas, Romualdas",,9789955372356,,288        pp,4.86,7,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/185870965-lietuvos-pauk-iai-perin-ios-bei-kasmet-aptinkamos-r-ys
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kvailių bokštas        (Husitų trilogija, #1)","Sapkowski, Andrzej",,9786090154571,,608        pp,4.02,"11,433",2002,"Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/124833113-kvaili-bok-tas
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aitvaras,"Krėvė-Mickevičius, Vincas",9986459621,9789986459620,9986459621,96        pp,3.43,7,unknown,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/34340825-aitvaras
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bobulės vargai: apsakymai,"Krėvė-Mickevičius, Vincas",,,,196        pp,3.70,23,"Jan 01, 1977",1977,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/18802529-bobul-s-vargai
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antanas Smetona: politinės biografijos bruožai,"Eidintas, Alfonsas",541700376X,9785417003769,541700376X,243        pp,3.38,21,1990,"Jan 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Unknown Binding,view,/book/show/5853199-antanas-smetona
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Collins Bird Guide: The Most Complete Guide to the Birds of Britain and Europe,"Svensson, Lars",0007268149,9780007268146,0007268149,448        pp,4.70,880,"Jan 01, 1999","Mar 04, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Paperback,view,/book/show/6139450-collins-bird-guide
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Emil Naumanns Illustrierte Musikgeschichte: Vollstandig Neubearbeitet und bis auf die Gegenwart Fortgefuhrt von Eugen Schmit, Einleitung und Vorgeschichte von Leopold Schmidt","Naumann, Emil",,,B000MZZ92C,797        pp,0.00,0,unknown,"Jan 01, 1926",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/138618131-emil-naumanns-illustrierte-musikgeschichte
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Juozas Gruodis epochų sankirtoje: straipsniai, atsiminimai, dokumentai","Ambrazas, Algirdas",,9789986503880,,549        pp,5.00,1,2009,2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 18, 2023",,,view,/book/show/53261359-juozas-gruodis-epoch-sankirtoje
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lietuviai muzikai vakaruose: Žilevičiaus vardynas,"Jautokaite, Saule K.",0932042309,9780932042309,0932042309,312        pp,0.00,0,unknown,"Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/15382071-lietuviai-muzikai-vakaruose
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raktas į Senąjį Testamentą 1 d.: Sandora ir Mesijas,"Rubšys, Antanas",998604037X,,,515        pp,4.20,5,"Jan 01, 1995",1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Paperback,view,/book/show/25925985-raktas-sen-j-testament-1-d
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Žmonės ir žvėrys Dievų miške,"Yla, Stasys",,,,397        pp,4.37,38,"Jan 01, 1951",1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,,view,/book/show/31446384-mon-s-ir-v-rys-diev-mi-ke
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Katekizmas,"Mažvydas, Martynas",,,,176        pp,2.88,51,1547,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/60428052-katekizmas
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reflections on the Revolution in Europe,"Dahrendorf, Ralf",0765808285,9780765808288,0765808285,190        pp,3.43,37,1990,"Nov 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Paperback,view,/book/show/483980.Reflections_on_the_Revolution_in_Europe
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pirmasis nepriklausomos Lietuvos dešimtmetis,"Barkauskas, Juozas",5430008664,9785430008666,5430008664,405        pp,0.00,0,unknown,1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/59222914-pirmasis-nepriklausomos-lietuvos-de-imtmetis
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,LIETUVA 1918-1938,"Kemežys, Vincas",543001088X,,,368        pp,3.50,2,1938,1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/57762095-lietuva-1918-1938
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Partizanai,"Daumantas, Juozas",5415008098,9785415008094,5415008098,574        pp,4.70,178,Jan 1950,"Jan 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Paperback,view,/book/show/1917275.Partizanai
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kapitonas Pramuštgalvis,"Boussenard, Louis Henri",5790001513,,,238        pp,4.06,234,1901,1988,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2023",,Paperback,view,/book/show/20642658-kapitonas-pramu-tgalvis
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rita Hayworth and Shawshank Redemption,"King, Stephen*",0896214400,9780896214408,0896214400,181        pp,4.50,"43,331","Aug 27, 1982",1982,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/39664.Rita_Hayworth_and_Shawshank_Redemption
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Penguin Book of Ghost Stories: From Elizabeth Gaskell to Ambrose Bierce,"Newton, Michael",0141442360,9780141442365,0141442360,464        pp,3.70,382,"Feb 25, 2010","Apr 27, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Paperback,view,/book/show/7981593-the-penguin-book-of-ghost-stories
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Penguin Book of Victorian Women in Crime: Forgotten Cops and Private Eyes from the Time of Sherlock Holmes,"Sims, Michael",014310621X,9780143106210,014310621X,321        pp,3.74,331,"Dec 08, 2010","Jan 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Paperback,view,/book/show/9664004-the-penguin-book-of-victorian-women-in-crime
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Penguin Book of Vampire Stories,"Ryan, Alan",0140124454,9780140124453,0140124454,637        pp,3.94,"1,180",1987,"Oct 03, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Paperback,view,/book/show/279969.The_Penguin_Book_of_Vampire_Stories
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Penguin Book of Japanese Short Stories,"Rubin, Jay",024131190X,9780241311905,024131190X,518        pp,4.13,"2,185","Sep 11, 2018","Jul 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Paperback,view,/book/show/40727416-the-penguin-book-of-japanese-short-stories
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Study in Scarlet        (Sherlock Holmes, #1)","Doyle, Arthur Conan",1420925539,9781420925531,1420925539,123        pp,4.14,"444,500",1887,"Jan 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Klausyta audible platformoje, įskaityta Derek Jacobi. Žinoma, skaityta ir keliose ekranizacijose matyta istorija, bet Šerlokas Holmsas visada malonu pKlausyta audible platformoje, įskaityta Derek Jacobi. Žinoma, skaityta ir keliose ekranizacijose matyta istorija, bet Šerlokas Holmsas visada malonu pasikartoti dar ir dar, ir ypač su tokiu skaitovu ir originalo kalba. Kaip visada nesutinku su knygos struktūra (įterptu pasakojimu apie visų šventųjų slėnį), bet su autoriumi nesiginčysiu. Kas labiausiai trukdė? Ogi atmintyje nuolat išlendantis rusiškas pastatymas, kuriame Houpą vaidino Nikolajus Karačencovas (Uris Elektroniko nuotykiuose, jeigu atsimenat). Stačiai šalia angliško Jacobio galvoje savo monologą rusiškai varė!!! Beje - ši knyga Jutoje neuždrausta? Jeigu jiems iš viso kas nors leistina skaityti....more",Notes are private!,0,5,1,"Sep 15, 2023","Sep 16, 2023","Sep 15, 2023",,Paperback,view (with text),/book/show/102868.A_Study_in_Scarlet
