,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Suzanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Young Man,"Ernaux, Annie*",1644213206,9781644213209,1644213206,64        pp,3.62,"9,680","May 05, 2022","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/125078616-the-young-man
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Say Babylon,"Sinclair, Safiya",1982132337,9781982132330,1982132337,352        pp,4.48,"9,791","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2024",,Hardcover,view,/book/show/62919742-how-to-say-babylon
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monstrilio: A Novel,"Sámano Córdova, Gerardo*",1638931607,9781638931607,1638931607,336        pp,4.15,"10,112","Mar 07, 2023","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2024",,Paperback,view,/book/show/196842128-monstrilio
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Tell a Story: The Essential Guide to Memorable Storytelling from The Moth,"Bowles, Meg",0593139003,9780593139004,0593139003,336        pp,3.86,"1,500","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Hardcover,view,/book/show/58735007-how-to-tell-a-story
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fruit of the Dead,"Lyon, Rachel*",1668020858,9781668020852,1668020858,320        pp,3.68,726,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Hardcover,view,/book/show/176443312-fruit-of-the-dead
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch of Exmoor,"Drabble, Margaret",0156006049,9780156006040,0156006049,264        pp,3.41,667,"Jun 01, 1996","Oct 15, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,1,2,1,"Jan 07, 2024","Jan 26, 2024","Jan 07, 2024",,Paperback,view,/book/show/105024.The_Witch_of_Exmoor
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mountain Lion Blues,"Greenfield, Adam*",,,,312        pp,4.60,5,unknown,"Sep 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/195591335-mountain-lion-blues
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody Knows,"Harper, Jordan*",0316458023,9780316458023,0316458023,352        pp,3.79,"6,663","Jan 10, 2023","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/145624741-everybody-knows
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Bright and Guilty Place: Murder, Corruption, and L.A.'s Scandalous Coming of Age","Rayner, Richard",0385509707,9780385509701,0385509707,288        pp,3.71,434,2009,"Jun 23, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Hardcover,view,/book/show/6367573-a-bright-and-guilty-place
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Lovers in the Night,"Kawakami, Mieko",1609456998,9781609456993,1609456998,224        pp,3.74,"26,237","Oct 13, 2011","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/59336625-all-the-lovers-in-the-night
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shoot the Moon,"Arsén, Isa*",0593543882,9780593543887,0593543882,336        pp,3.80,602,"Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2023",,Hardcover,view,/book/show/78299257-shoot-the-moon
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Supper: A Summer in Italy,"Cusk, Rachel",0374184038,9780374184032,0374184038,256        pp,3.65,"1,099","May 01, 2009","May 26, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Hardcover,view,/book/show/6146530-the-last-supper
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pasha of Cuisine,"Ersin, Saygın",,,B078Z1W9JY,288        pp,4.24,"1,250","Apr 09, 2016","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Kindle Edition,view,/book/show/38330861-the-pasha-of-cuisine
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Modern Magic: Stories, Rituals, and Spells for Contemporary Witches","Tea, Michelle",0063378191,9780063378193,0063378191,288        pp,0.00,0,unknown,"Oct 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2023",,Paperback,view,/book/show/199793552-modern-magic
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Writing: The Perils and Pleasures of a Creative Life,"Shapiro, Dani*",0802121403,9780802121400,0802121403,230        pp,4.20,"4,439","Oct 01, 2013","Oct 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2023",,Hardcover,view,/book/show/17465707-still-writing
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Mermaid,"Langbein, Julia",0385549679,9780385549677,0385549679,336        pp,3.23,"3,201","Mar 21, 2023","Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was definitely entertained and amused.Penelope Schleeman, Connecticut high school English teacher, sells the movie rights to her novel American MermI was definitely entertained and amused.Penelope Schleeman, Connecticut high school English teacher, sells the movie rights to her novel American Mermaid and heads out west to collaborate on writing the screenplay. She’s up for a career change, not because she doesn’t love teaching, but because she needs surgery and can’t afford it on the $40K a year she brings home from educating America’s youth. In Los Angeles, she hobnobs with Murphy and Randy, her two-man writing team, and attends industry parties with her agent Danielle, a great set-up for a broad satirical skewering of movie industry types and tropes and Southern California culture. Penelope’s own novel, also called American Mermaid, is interspersed in excerpts within this novel about Penelope’s experiences and introduces us to the titular character, Sylvia, who is rescued as an infant from the sea by a childless couple. Sylvia, being a mermaid, has superpowers, as we find out later, but on land she has been disabled. So Penelope’s story and Sylvia’s unfold in this parallel way. Working with professional screenwriters , Penelope is trying to preserve her original vision of Sylvia’s story, while Randy and Murphy, of course, want to radically alter it beyond recognition, and Penelope is fairly powerless to stop them. At a certain point, however, strange, inexplicable things start to happen in the script development process. As the writing team prepares to transition the story from book to film, Sylvia is undergoing some transitions of her own. Author Julia Langbein has a background in sketch, stand-up, and improv comedy and can really turn a phrase, packing page after page with fresh, surprising language that was really fun to read. Penelope’s fellow teacher and friend Derek, who comes to visit her in LA, is described thusly:Some people’s mouths are as simple as the slot in an alms box, but Derek’s has a whole complicated machinery that goes into gear when he smiles. There are ropes and pulleys in his jaw, under the skin, and his cheekbones sharpen and a dimple emerges, and the world sighs. I’ve kept the cleaning woman out for five days. There’s a whole pizza under the lid of the scanner, sticking out like a Muppet’s tongue. But Derek can’t take the boxes out of the building, because he doesn’t want Michaelangelo’s to know he never found a homeless shelter and he took all the pizza for himself, and the pizzeria is directly beside the building. Derek is a structure made unstable by the ungiving beams of principle that run through him at inconsistent and inconvenient angles: I believe he may eat seventy-five cold pizzas. I also really enjoyed Penelope’s nostalgic musings about the high school students she used to teach, and her recollections about their reactions to life and specific works of literature were hilarious while being relayed with great affection. Anyone who interacts with teenagers may get a kick out of these sections. I had a good time. Recommended....more",Notes are private!,2,7,1,"Dec 22, 2023","Dec 29, 2023","Dec 22, 2023",,Hardcover,view (with text),/book/show/61354985-american-mermaid
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like Love: Essays and Conversations,"Nelson, Maggie",1644452812,9781644452813,1644452812,336        pp,3.94,36,unknown,"Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2023",,Hardcover,view,/book/show/127282370-like-love
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Morningside,"Obreht, Téa*",1984855506,9781984855503,1984855506,304        pp,3.74,653,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2023",,Hardcover,view,/book/show/179546766-the-morningside
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Supercommunicators: How to Unlock the Secret Language of Connection,"Duhigg, Charles*",0593243919,9780593243916,0593243919,320        pp,4.08,"3,340","Feb 20, 2024","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2023",,Hardcover,view,/book/show/157981748-supercommunicators
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When I'm Gone, Look for Me in the East","Barry, Quan",1524748110,9781524748111,1524748110,302        pp,4.01,"1,463","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2023",,Hardcover,view,/book/show/58231064-when-i-m-gone-look-for-me-in-the-east
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Called Us Exceptional: And Other Lies That Raised Us,"Gupta, Prachi*",0593442989,9780593442982,,288        pp,4.39,"3,825","Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2023",,Hardcover,view,/book/show/142601047-they-called-us-exceptional
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iona Iverson's Rules for Commuting,"Pooley, Clare*",1984878646,9781984878649,1984878646,352        pp,4.20,"47,337","May 26, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Hardcover,view,/book/show/59836844-iona-iverson-s-rules-for-commuting
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Men,"Newman, Sandra*",,,B09JTS2RTL,272        pp,2.93,"1,832","Jun 14, 2022","Jun 14, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sandra Newman’s The Men was very reminiscent of The Heavens, her earlier novel, dealing as it does with alternate realities, or possible alternate reaSandra Newman’s The Men was very reminiscent of The Heavens, her earlier novel, dealing as it does with alternate realities, or possible alternate realities, while playing with the idea of what is reality anyway, really? I liked this one a lot, but not quite as much, as The Heavens but it is, like the earlier one, beautifully written and wildly imaginative, with great characters and an intriguing plot. I’m hoping both of these books find their audience. It seems a shame for such interesting books to have ratings as low as they have on Goodreads (IMHO). Personally, I like novels that are a bit ambiguous and ask as many questions as they answer, which is perhaps why I’ve enjoyed these two....more",Notes are private!,0,2,1,"Dec 12, 2023","Dec 25, 2023","Dec 12, 2023",,Kindle Edition,view (with text),/book/show/55585992-the-men
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winters in the World: A Journey through the Anglo-Saxon Year,"Parker, Eleanor",1789147735,9781789147735,1789147735,268        pp,4.18,498,"Aug 15, 2022","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Paperback,view,/book/show/123227261-winters-in-the-world
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of Ritual: How to Create Meaning and Connection in Everything You Do,"ter Kuile, Casper*",0062882066,9780062882066,,224        pp,3.88,"5,884","Jun 23, 2020","Jun 23, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not quite what I expected, but still food for thought",Notes are private!,0,1,1,"Feb 04, 2024","Feb 23, 2024","Dec 11, 2023",,ebook,view (with text),/book/show/46258506-the-power-of-ritual
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prequel: An American Fight Against Fascism,"Maddow, Rachel*",0593444515,9780593444511,0593444515,416        pp,4.47,"7,901","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,Hardcover,view,/book/show/168677579-prequel
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Asymmetry,"Halliday, Lisa",150116676X,9781501166761,150116676X,277        pp,3.43,"28,430","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,Hardcover,view,/book/show/35297339-asymmetry
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rhine Journey,"Schlee, Ann",0140062157,9780140062151,0140062157,176        pp,3.54,65,1980,"Jan 27, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,Paperback,view,/book/show/2850942-rhine-journey
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,166","Sep 26, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/65650229-wellness
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small in Real Life: Stories,"Sather, Kelly",0822947994,9780822947998,0822947994,150        pp,4.10,20,unknown,"Oct 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 06, 2023","Dec 10, 2023","Dec 09, 2023",,Hardcover,view,/book/show/75644958-small-in-real-life
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Book of Fairy Tales,"Segur, Adrienne",030717025X,9780307170255,030717025X,160        pp,4.51,480,1958,"Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Hardcover,view,/book/show/335958.The_Golden_Book_of_Fairy_Tales
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Way Through the Woods: Of Mushrooms and Mourning,"Long, Litt Woon*",1984801031,9781984801036,1984801031,291        pp,3.83,"2,029","Aug 29, 2017","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2023",,Hardcover,view,/book/show/42597125-the-way-through-the-woods
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bandit Queens,"Shroff, Parini",0593498976,9780593498972,0593498976,384        pp,3.93,"30,894","Jan 03, 2023","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2023",,Paperback,view,/book/show/199148360-the-bandit-queens
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Terrible Unlikelihood of Our Being Here (Volume 1)        (Volume 1) (21st Century Essays),"Antonetta, Susanne Paola",0814257801,9780814257807,0814257801,260        pp,4.18,11,"Feb 25, 2021","Feb 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Paperback,view,/book/show/55551898-the-terrible-unlikelihood-of-our-being-here-volume-1
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sing, Unburied, Sing","Ward, Jesmyn*",,,,285        pp,4.01,"135,228","Sep 05, 2017","Sep 05, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brilliant, evocative writing in the service of a haunting and powerful story. Lots of comparisons have been made to Faulkner, Morrison, and other SoutBrilliant, evocative writing in the service of a haunting and powerful story. Lots of comparisons have been made to Faulkner, Morrison, and other Southern writers, but I found the experience of reading this utterly unique. As amazing as it was, it was heartbreaking to read in places; I took it slow and read in small increments, so as not to become overwhelmed. In spite of the emotional intensity, Ward’s exceptional skill in storytelling is not to be missed. Highly recommended...more",Notes are private!,2,5,2,"Dec 09, 2023Nov 23, 2023","Dec 09, 2023Dec 07, 2023","Nov 23, 2023",,Hardcover,view (with text),/book/show/32920226-sing-unburied-sing
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Drum-Time,"Pylväinen, Hanna",1250822904,9781250822901,1250822904,368        pp,3.95,"2,114","Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2023",,Hardcover,view,/book/show/60741781-the-end-of-drum-time
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Optimist's Daughter,"Welty, Eudora",037550835X,9780375508356,037550835X,180        pp,3.52,"13,960",1972,"May 07, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 14, 2023","Nov 20, 2023","Nov 14, 2023",,Hardcover,view,/book/show/12585.The_Optimist_s_Daughter
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Continent: Travels in Small-Town America,"Bryson, Bill",0060920084,9780060920081,0060920084,299        pp,3.81,"61,242","Aug 01, 1989","Aug 28, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/26.The_Lost_Continent
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Could Make This Place Beautiful,"Smith, Maggie*",1982185856,9781982185855,1982185856,320        pp,4.11,"23,027","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/61273812-you-could-make-this-place-beautiful
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Upstairs Delicatessen: On Eating, Reading, Reading About Eating, and Eating While Reading","Garner, Dwight",0374603421,9780374603427,0374603421,256        pp,3.95,897,unknown,"Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/65215109-the-upstairs-delicatessen
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enter Ghost,"Hammad, Isabella*",080216238X,9780802162380,080216238X,336        pp,4.08,"2,104","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2024",not set,"Nov 09, 2023",,Hardcover,view,/book/show/59725231-enter-ghost
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Chemistry of Connection: How the Oxytocin Response Can Help You Find Trust, Intimacy, and Love","Kuchinskas, Susan*",1572246235,9781572246232,1572246235,176        pp,4.05,85,"Jan 01, 2009","Apr 02, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/6217682-the-chemistry-of-connection
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Medusa,"Burton, Jessie",1639732683,9781639732685,1639732683,208        pp,3.89,"16,468","Oct 28, 2021","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2023",,Paperback,view,/book/show/75675158-medusa
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Late in the Day,"Hadley, Tessa",0062476696,9780062476692,0062476696,273        pp,3.40,"6,872","Jan 15, 2019","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2023",,Hardcover,view,/book/show/39893596-late-in-the-day
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In The Gloaming,"Dark, Alice Elliott*",0684870053,9780684870052,0684870053,286        pp,4.02,432,2000,"Jan 16, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2023",,Paperback,view,/book/show/504841.In_The_Gloaming
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vesper Flights,"Macdonald, Helen",0802128815,9780802128812,0802128815,304        pp,4.11,"7,306","Aug 25, 2020","Aug 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2023",,Hardcover,view,/book/show/48637750-vesper-flights
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nobody, Somebody, Anybody","McClorey, Kelly",0063002655,9780063002654,0063002655,304        pp,3.16,"1,721","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2023",,Hardcover,view,/book/show/50997641-nobody-somebody-anybody
