,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Joe's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence is Death        (Hawthorne & Horowitz #2),"Horowitz, Anthony*",0062676830,9780062676832,0062676830,384        pp,3.97,"41,133",Nov 2018,"May 26, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 28, 2024","Feb 29, 2024","Feb 28, 2024",,Hardcover,view,/book/show/41716660-the-sentence-is-death
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The D.A. Cooks a Goose        (Doug Selby #5),"Gardner, Erle Stanley",,,,185        pp,3.78,69,1942,Jul 1959,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 17, 2024","Feb 26, 2024","Feb 17, 2024",,Mass Market Paperback,view,/book/show/22554520-the-d-a-cooks-a-goose
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evil Geniuses: The Unmaking of America,"Andersen, Kurt*",1984801341,9781984801340,1984801341,430        pp,4.22,"3,129","Aug 11, 2020","Aug 11, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 17, 2024",Mar 2024,"Feb 17, 2024",,Hardcover,view,/book/show/53722911-evil-geniuses
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Duke of York's Steps        (Inspector Poole #2),"Wade, Henry",0060805889,9780060805883,0060805889,350        pp,4.01,83,1929,"Jan 01, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 14, 2024","Feb 15, 2024","Feb 14, 2024",,Paperback,view,/book/show/5010935-the-duke-of-york-s-steps
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White River Burning        (Dave Gurney #6),"Verdon, John",1640090630,9781640090637,1640090630,423        pp,4.00,"3,139","Mar 07, 2018","Jul 03, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 12, 2024","Feb 13, 2024","Feb 12, 2024",,Hardcover,view,/book/show/37460532-white-river-burning
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"They Tell No Tales        (Tommy Hambledon, #3)","Coles, Manning",1601870264,9781601870261,1601870264,191        pp,4.19,81,1941,"Jan 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 02, 2024","Feb 03, 2024","Feb 02, 2024",,Paperback,view,/book/show/4943807-they-tell-no-tales
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Troublesome Young Men: The Rebels Who Brought Churchill to Power and Helped Save England,"Olson, Lynne*",0374179549,9780374179540,0374179549,448        pp,4.26,"1,262","Apr 17, 2007","Apr 17, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2024,"Feb 15, 2024","Feb 01, 2024",,Hardcover,view,/book/show/249052.Troublesome_Young_Men
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Standing in the Shadows        (Inspector Banks, #28)","Robinson, Peter",0062994980,9780062994981,0062994980,368        pp,4.09,"5,688","Apr 11, 2023","Apr 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 30, 2024","Jan 31, 2024","Jan 30, 2024",,Hardcover,view,/book/show/61604777-standing-in-the-shadows
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"American Default: The Untold Story of FDR, the Supreme Court, and the Battle over Gold","Edwards, Sebastian",0691161887,9780691161884,0691161887,288        pp,3.85,128,2018,"May 22, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 30, 2024",Feb 2024,"Jan 29, 2024",,Hardcover,view,/book/show/36854788-american-default
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Egyptian Cross Mystery,"Queen, Ellery",1613161786,9781613161784,1613161786,312        pp,3.75,"1,255","Jun 07, 1932","Nov 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2024","Jan 30, 2024","Jan 16, 2024",,Paperback,view,/book/show/51213043-the-egyptian-cross-mystery
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Train to Memphis: The Rise of Elvis Presley,"Guralnick, Peter",0316332259,9780316332255,0316332259,560        pp,4.16,"9,322","Mar 01, 1994","Sep 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 12, 2024","Jan 20, 2024","Jan 12, 2024",,Hardcover,view,/book/show/712665.Last_Train_to_Memphis
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow Prey        (Lucas Davenport, #2)","Sandford, John",0425126064,9780425126066,0425126064,342        pp,3.97,"28,579","Jun 28, 1990","Mar 01, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 11, 2024","Jan 15, 2024","Jan 11, 2024",,Paperback,view,/book/show/216137.Shadow_Prey
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scarab Murder Case,"Van Dine, S.S.",163194200X,9781631942006,163194200X,256        pp,3.65,397,1929,"Sep 07, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 08, 2024","Jan 10, 2024","Jan 08, 2024",,Paperback,view,/book/show/49219314-the-scarab-murder-case
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hero of the Empire: The Boer War, a Daring Escape, and the Making of Winston Churchill","Millard, Candice",0385535732,9780385535731,0385535732,381        pp,4.10,"15,732","Apr 12, 2016","Sep 20, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 07, 2024","Jan 09, 2024","Jan 07, 2024",,Hardcover,view,/book/show/26891468-hero-of-the-empire
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Land of Wolves        (Walt Longmire, #15)","Johnson, Craig",0525522506,9780525522508,0525522506,320        pp,4.33,"10,652","Sep 17, 2019","Sep 17, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2024","Jan 07, 2024","Jan 02, 2024",,Hardcover,view,/book/show/43794718-land-of-wolves
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Somebody's Fool,"Russo, Richard*",0593317890,9780593317891,,464        pp,4.28,"5,809","Jul 25, 2023","Jul 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 31, 2023","Jan 06, 2024","Dec 31, 2023",,Hardcover,view,/book/show/62952125-somebody-s-fool
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dancing Death        (Ludovic Travers #5),"Bush, Christopher",,,B075H1DNT4,253        pp,3.58,107,1931,"Oct 02, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 31, 2023","Jan 02, 2024","Dec 31, 2023",,Kindle Edition,view,/book/show/36342742-dancing-death
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Natural Causes,"Valin, Jonathan",0312925603,9780312925604,0312925603,295        pp,3.52,87,1983,"May 01, 1983",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 28, 2023","Dec 31, 2023","Dec 28, 2023",,Hardcover,view,/book/show/2566125-natural-causes
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"1932: FDR, Hoover, and the Dawn of a New America","Martelle, Scott*",,9780806541860,0806541865,368        pp,3.76,135,"Nov 28, 2023","Nov 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 27, 2023","Dec 31, 2023","Dec 27, 2023",,Hardcover,view,/book/show/153776136-1932
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead Men Don't Ski        (Henry Tibbett, 1)","Moyes, Patricia",1631941275,9781631941276,1631941275,299        pp,3.97,"1,040",1959,"Jan 07, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 22, 2023","Dec 24, 2023","Dec 22, 2023",,Paperback,view,/book/show/36026617-dead-men-don-t-ski
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Landslide: The Unmaking of the President, 1984-1988","Mayer, Jane",039545185X,9780395451854,039545185X,468        pp,4.10,216,"Sep 01, 1988","Jan 01, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 20, 2023","Dec 26, 2023","Dec 20, 2023",,Hardcover,view,/book/show/1726961.Landslide
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Heroes,"Turow, Scott*",0374184216,9780374184216,0374184216,371        pp,3.89,"4,030","Jan 01, 1997","Nov 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 18, 2023","Dec 21, 2023","Dec 18, 2023",,Hardcover,view,/book/show/536433.Ordinary_Heroes
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Charlie Brown's Christmas Miracle: The Inspiring, Untold Story of the Making of a Holiday Classic","Keane, Michael",1546004904,9781546004905,B0BTZ323VB,264        pp,4.24,136,"Oct 17, 2023","Oct 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 16, 2023","Dec 18, 2023","Dec 16, 2023",,Hardcover,view,/book/show/103491175-charlie-brown-s-christmas-miracle
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death-Watch        (Dr. Gideon Fell, #5)","Carr, John Dickson",,,,256        pp,3.63,452,1935,1952,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 16, 2023","Dec 17, 2023","Dec 16, 2023",,Paperback,view,/book/show/7312521-death-watch
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Night Fire        (Renée Ballard, #3; Harry Bosch, #22; Harry Bosch Universe, #33)","Connelly, Michael*",0316485616,9780316485616,0316485616,405        pp,4.28,"62,101","Oct 22, 2019","Oct 22, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 13, 2023","Dec 15, 2023","Dec 13, 2023",,Hardcover,view,/book/show/43885041-the-night-fire
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Citizens of London: The Americans Who Stood with Britain in Its Darkest, Finest Hour","Olson, Lynne*",0812979354,9780812979350,0812979354,512        pp,4.27,"8,191","Jan 01, 2010","May 03, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 11, 2023","Dec 15, 2023","Dec 11, 2023",,Paperback,view,/book/show/9514168-citizens-of-london
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death In Paradise        (Jesse Stone, #3)","Parker, Robert B.",0425187063,9780425187067,0425187063,320        pp,3.98,"8,930",2001,"Nov 05, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 09, 2023","Dec 10, 2023","Dec 09, 2023",,Paperback,view,/book/show/297486.Death_In_Paradise
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Day of Infamy,"Lord, Walter",0805018980,9780805018981,0805018980,243        pp,4.12,"4,593",1957,"Jan 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 09, 2023","Dec 09, 2023","Dec 08, 2023",,Hardcover,view,/book/show/9797725-day-of-infamy
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barkskins,"Proulx, Annie",0743288785,9780743288781,0743288785,717        pp,3.82,"18,943","Jun 14, 2016","Jun 14, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2023","Dec 24, 2023","Dec 07, 2023",,Hardcover,view,/book/show/25111119-barkskins
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenant for death,"Hare, Cyril",0571139949,9780571139941,0571139949,206        pp,3.87,514,1937,"Feb 09, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 06, 2023","Dec 08, 2023","Dec 06, 2023",,Paperback,view,/book/show/60227441-tenant-for-death
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Moon        (Jack Reacher, #24)","Child, Lee*",0399593543,9780399593543,0399593543,359        pp,3.96,"71,108","Oct 29, 2019","Oct 29, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 05, 2023","Dec 06, 2023","Dec 05, 2023",,Hardcover,view,/book/show/43662365-blue-moon
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nazi Menace,"Hett, Benjamin Carter",1250798760,9781250798763,1250798760,432        pp,4.13,197,"Aug 04, 2020","Aug 03, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2023","Dec 06, 2023","Dec 04, 2023",,Paperback,view,/book/show/54860364-nazi-menace
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gambler's Anatomy,"Lethem, Jonathan",0385539908,9780385539906,0385539908,304        pp,3.16,"2,746","Oct 18, 2016","Oct 18, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 03, 2023","Dec 04, 2023","Dec 03, 2023",,Hardcover,view,/book/show/28686837-a-gambler-s-anatomy
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unnatural Death        (Lord Peter Whimsey, #3)","Sayers, Dorothy L.",0060808403,9780060808402,0060808403,241        pp,4.07,"28,239","Jan 01, 1927",1987,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 02, 2023","Dec 03, 2023","Dec 02, 2023",,Paperback,view,/book/show/1948733.Unnatural_Death
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poland 1939: The Outbreak of World War II,"Moorhouse, Roger*",0465095380,9780465095384,0465095380,432        pp,4.22,706,"Sep 05, 2019","May 05, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Dec 2023,"Dec 02, 2023","Dec 01, 2023",,Hardcover,view,/book/show/52955567-poland-1939
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paddington Mystery,"Rhode, John",000833305X,9780008333058,000833305X,192        pp,3.61,273,1925,"Apr 18, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Dec 2023,Dec 2023,"Dec 01, 2023",,Paperback,view,/book/show/43239407-the-paddington-mystery
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Heart Full of Headstones        (Inspector Rebus, #24)","Rankin, Ian*",0316473634,9780316473637,0316473634,352        pp,4.21,"11,127","Oct 11, 2022","Oct 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 27, 2023","Nov 30, 2023","Nov 27, 2023",,Hardcover,view,/book/show/60382750-a-heart-full-of-headstones
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whiskey Island        (Milan Jacovich #16),"Roberts, Les*",1938441095,9781938441097,1938441095,259        pp,3.79,214,"Jul 17, 2012","Sep 01, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 26, 2023","Nov 26, 2023","Nov 26, 2023",,Hardcover,view,/book/show/15760498-whiskey-island
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dutch: A Memoir of Ronald Reagan,"Morris, Edmund",0394555082,9780394555089,0394555082,874        pp,3.55,"2,341","Oct 19, 1999","Sep 30, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Nov 25, 2023","Nov 30, 2023","Nov 25, 2023",,Hardcover,view,/book/show/376589.Dutch
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tragedy at Freyne: A Golden Age English Country House Murder Mystery,"Gilbert, Anthony",,9798374976861,B0BT1ZLSSV,210        pp,4.13,282,1927,"Jan 26, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2023","Nov 25, 2023","Nov 23, 2023",,Paperback,view,/book/show/123022953-the-tragedy-at-freyne
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Something Wicked (Andrew Basnett, 1)        (Andrew Basnett, 1) (Volume 1)","Ferrars, E.X.",1631942263,9781631942266,B086VSXBN4,218        pp,3.81,272,1983,"Mar 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 22, 2023","Nov 22, 2023","Nov 22, 2023",,paperback,view,/book/show/53042769-something-wicked-andrew-basnett-1
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fighting Churchill, Appeasing Hitler: Neville Chamberlain, Sir Horace Wilson, & Britain's Plight of Appeasement: 1937-1939","Phillips, Adrian*",1643132210,9781643132211,1643132210,368        pp,3.86,43,Dec 2019,"Dec 03, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 22, 2023","Nov 24, 2023","Nov 22, 2023",,Hardcover,view,/book/show/43811268-fighting-churchill-appeasing-hitler
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,N or M?,"Christie, Agatha",,,,191        pp,3.80,"25,940",Nov 1941,1964,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2023","Nov 21, 2023","Nov 20, 2023",,Paperback,view,/book/show/8442711-n-or-m
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Outwitting Trolls        (Brady Coyne, #28)","Tapply, William G.",0312531273,9780312531270,0312531273,273        pp,3.78,536,"Nov 09, 2010","Nov 09, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2023","Nov 20, 2023","Nov 20, 2023",,Hardcover,view,/book/show/7964000-outwitting-trolls
