,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,David's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellow Dog,"Amis, Martin",0099267594,9780099267591,0099267594,340        pp,2.79,"1,991",2003,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 23, 2017",not set,"Jul 23, 2017",,Paperback,view,/book/show/829048.Yellow_Dog
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sartre in the Subway,"Sonnenschein, Eric Jay*",0986115924,9780986115929,0986115924,276        pp,5.00,2,unknown,"Jun 10, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When an extraordinary writer with a profound intellect honestly shares relevant perceptions, then they become a free gift in themselves and the readinWhen an extraordinary writer with a profound intellect honestly shares relevant perceptions, then they become a free gift in themselves and the reading intensely enriches existence. Sonnenschein shares a sophisticated grasp of existentialism in ""Sartre in the Subway"" and this reading for me culminated in that valued effect. I have been a student of the existentialists since my NESCAC college days decades ago: Sartre, Kierkegaard, Nietzsche, Marcel, Husserl, Camus, Heidegger, Jaspers and Kafka. They ask all the most important questions about the existential search for meaning with engaging perspectives. Sonnenschein is philosophically peripatetic: always on the move, commuting, traveling, swimming and walking city streets. His perpetual physical motion triggers heightened awareness or mindfulness as his acute sensibilities perceive the essential core of mystic forces, absurdities, wonders, diminishments, sufferings, ironies and joys of quotidian existence. I find a worthy and truly refreshing honesty in his creative voice, which is reassuring and gains him high credibility and integrity at a time when the communication of the authenticity of the experience of existence is so under attack. He shares what he sees with clarity, openness, wit and candor to the extent that disappointments often evolve into opportunities and even, at times, victories of will, optimism, faith and genuine intellectual strength. ""Who we are and what we do are always choices, which define us and give our lives value."" He cites in ""Being and Nothingness"": ""I make myself what I am: so long as I live, I can disprove what others think they see in me, by projecting myself toward other ends and by revealing that my being-for-myself is incommensurable with being-for-others."" I have suffered in the existential shoes of Sonnenschein in the dark, crowded, dangerous, mundane subways of New York as a commuter to meaningless, repetitive and painful corporate assignments. He writes that ""Sisyphus and I have much in common, but he pushes his rock for eternity, and I don't have eternity."" I especially enjoyed the family trip to London and Paris where he experienced what the French call ""depaysement"" or the simple pleasure of being surrounded by unusual objects and customs. In NYC after Paris he is struck by a diffident, defiant and vocal missionary: Sonnenschein whispers to the missionary: ""Why do you do this? What keeps you going?"" It's certainly a more than fair question that good existentialists have been asking honestly for decades. This quote late in this great book resonated with me as it was so well and deeply expressed:"" 'Reasonable faith' is seldom invoked as it pertains to life. Reasonable faith suggests that knowledge should be a precondition for belief, but I see it another way. Given how little we know and can be sure of, faith makes sense -- because at times it's all we have. Without it, life spins in perpetual doubt and darkness, mistrust and confusion."" Kierkegaard could not have said it better. I highly recommend this profound, enlightening book by a truly gifted underground man....more",Notes are private!,0,1,1,not set,"Jun 30, 2017","Jun 29, 2017",,Paperback,view (with text),/book/show/35530701-sartre-in-the-subway
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End,"Scibona, Salvatore",1555974988,9781555974985,1555974988,320        pp,3.35,646,"May 13, 2008","May 13, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 29, 2017","Jul 19, 2017","Jun 29, 2017",,Hardcover,view,/book/show/2302476.The_End
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot Against America,"Roth, Philip",1400079497,9781400079490,1400079497,391        pp,3.80,"61,148","Oct 05, 2004","Sep 27, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this literary novel Roth has written both a prescient and well crafted work. I have been critical of him in the past as having been the recipient oIn this literary novel Roth has written both a prescient and well crafted work. I have been critical of him in the past as having been the recipient of high praise, awards and honors far beyond the literary merits of his writing. As it turns out, this is a pretty good book -- so much so that it has changed my own view in appreciation of his gifts as a major American novelist. The premise for the story line is that aviator Charles Lindberg defeats FDR for the pre-WW II Presidential nomination and keeps America out of the war by declining to aid Britain. As a result the USA sheds no blood or treasure and becomes a passive ally of the Axis powers ultimately to become emergent as a fascist state through its alignment with Nazi Germany, Italy and Japan. American Jews become widely imperiled by anti-Semitism in this sinister plot against America. The narrative is written through the voice of young Philip Roth in this scenario living in the Jewish neighborhoods of Newark, NJ. The storyline is eerily plausible as Roth writes layers of detail in his character portraitures and settings, which lend an uncommon reality to this surreal tale. One senses in this reading that the inhumanity of the brutal 40s in the USA is reawakening within our federal government today giving deference to powerful, self-interest groups and corporations who have claimed that government is an exclusive franchise belonging to them alone, and to which powers and resources they alone are entitled. The straight-ahead narrative style provides a compelling and accessible read as young Philip attempts to make sense of the bewildering and brutal events surrounding his family life as a Jew in North Jersey during the global ascent of Hitler. Roth embraces the narrative of the young story teller who is both naïve and worldly beyond his years in presenting the social and political landscape of the storyline. As seems to be the case with much of Roth, this is a dark and often ugly tale in which all-too-human, realistically drawn people are taxed by extreme circumstances testing their strengths and foibles. The writing itself -- while devoid of stylistic innovation, which is often the mark of true literary genius -- certainly presents a straight-ahead literary quality evident in its construction, syntax, dialogue, character development and settings. It is a major accomplishment that Roth is able to make this scenario work so convincingly and the events of 2017 lend credibility that so much of what many Americans have long believed could never happen here may well be happening here now. If you believe that American democracy is immune to the destructive influences of fascism and oligarchy, then Roth's prescient novel will alert you to the clear and present dangers confronting us now. I would encourage you to venture with Roth and his richly prescient and cautionary premises in ""The Plot against America.""...more",Notes are private!,0,11,1,"May 21, 2017","May 31, 2017","May 21, 2017",,Paperback,view (with text),/book/show/703.The_Plot_Against_America
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody's Fool        (Sully #2),"Russo, Richard*",0307270645,9780307270641,0307270645,477        pp,4.11,"16,041","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2017","Jul 25, 2017","May 18, 2017",,Hardcover,view,/book/show/27068575-everybody-s-fool
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fine Just the Way it Is,"Proulx, Annie",1416571663,9781416571667,1416571663,221        pp,3.81,"2,822","Sep 09, 2008","Sep 09, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2017","Jul 25, 2017","May 10, 2017",,Hardcover,view,/book/show/1781879.Fine_Just_the_Way_it_Is
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godine at Forty: A Retrospective of Four Decades in the Life of an Independent Publisher,"Godine, David R.",1567924093,9781567924091,1567924093,224        pp,3.00,2,"Oct 31, 2012","Apr 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2017",,Hardcover,view,/book/show/8254680-godine-at-forty
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,String Too Short to Be Saved: Recollections of Summers on a New England Farm,"Hall, Donald",087923282X,9780879232825,087923282X,155        pp,4.23,386,"Jun 01, 1980","Sep 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whose woods these are I think I know. Hall does for New Hampshire what Robert Frost did for Vermont, Faulkner did for Mississippi and Strout continuesWhose woods these are I think I know. Hall does for New Hampshire what Robert Frost did for Vermont, Faulkner did for Mississippi and Strout continues to do for Maine. He creates a deeply felt sense of place animated by remembrances of times past. The characters of this book emerge chiefly from Hall's family and neighbors at his farm between Eagle Pond and Ragged Mountain. These people rise up and stand tall as they work stoically upon the farm during the summers when he visited New Hampshire in his childhood, youth, college life and married life. Hall's chapter on Blueberry Picking is one for the ages as are his descriptions of haying and chasing wild heifers. Having now read nearly a half dozen of Hall's memorable books, I lean most favorably to those elegies of New Hampshire living focused upon Eagle Pond and his poetry. Hall will be well remembered in his stature for his poetic and prose sensibilities as the Robert Frost of our generation. ...more",Notes are private!,0,6,1,"Apr 28, 2017","May 10, 2017","Apr 28, 2017",,Paperback,view (with text),/book/show/325464.String_Too_Short_to_Be_Saved
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Tyranny: Twenty Lessons from the Twentieth Century,"Snyder, Timothy*",0804190119,9780804190114,0804190119,126        pp,4.19,"63,183","Feb 28, 2017","Mar 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It pained me to no end to read the brief but powerful, scholarly case of Yale Historian, Timothy Snyder, that our highest American ideals and beloved It pained me to no end to read the brief but powerful, scholarly case of Yale Historian, Timothy Snyder, that our highest American ideals and beloved form of government are rapidly evolving from a highly flawed democracy burdened by the advancement of special interests, to an oligarchy and ultimately, potentially, a totalitarian state. Snyder points to 20 lessons based upon the realities of human experience studied through the lens of an Ivy League scholar as the Levin Professor of History at Yale. I bought the book after listening to Snyder speak on legitimate media -- so threatened by lies, innuendo and defunding -- on C-SPAN about his book, ""On Tyranny."" His opening quote in the book is: ""In politics, being deceived is no excuse"" by Leszek Kowlakoski. Snyder refers to the lessons from the dictatorships of the last century and the misery, havoc, crisis, suffering and destruction they wrought upon humanity globally. American democracy may well be deeply flawed and often dysfunctional but I'll bet on its track record any day against any other alternative form of government: fascism (Mussolini), oligarchy (Putin), tyranny (Stalin, Hitler, Hirohito, Amin, Assad) from this or the last century. American democracy's future is by no means assured as we have known it since its birth by revolution. Our democracy suffers from brazen partisanship to elitist self-interest, the overbearing influence of big money, tax policy bias in favor of the wealthy and corporations, gerrymandering, assaults upon voter rights, yielding protected public state and nationals parks and land offshore to private fracking and drilling, slander of legitimate news outlets, defunding of public arts and media to control their messaging, blatant patrimony, disobedience of the emoluments clause, an unprecedented refusal to disclose taxes, attacks against entitlement programs in the name of fiscal conservativism while seeking to build a multi-billion dollar wall and funding tax breaks for elites and corporations, one party rule in all three branches perhaps illegitimately provided in two cases, enabling illegal influence by foreign adversaries, persecution of minorities, creating betes noires of a religious minority, racial minorities and immigrants, attacking women's fundamental rights, and an archaic electoral college displacing a majority vote of 3 million of the electorate. All by the leader of the free world whose ""will to power"" is fueled by the off-the-charts egomania evident only in this troubling width and depth of scope by aspirants to totalitarianism. Snyder's case for its current state suggests American democracy has not been in greater danger, over the course of both of our lifetimes at least, of becoming at a minimum a pure oligarchy and, worst case, an outright tyranny. I have witnessed Vietnam, the Cuban Missile Crisis, Mideast Wars, the assassinations of noble leadership and none of these perilous events held greater danger for me, as horrific as each was, than the collective political maneuvers of the new president as measured by the 20 lessons of Professor Snyder. He estimated that full regime change to a tyranny occurred in less than a year in Nazi Germany and offered his advice ""not to obey in advance"" with political quietude. He urged us to establish a private life, connect person-to-person and contribute selectively to good causes. He advised us to learn from the historical, political experience of tyrants upon other countries like Germany, Russia, Italy, Poland, Czechoslovakia, Finland, Estonia, Latvia, Lithuania, England, The Netherlands, Belgium, Norway, France, Iraq, Iran, Syria, Eqypt, Libya, Israel and Japan. He urged us to stand-out and stand-up as individuals for true democracy by being educated on the truth about how it can be undermined by the Big Lie, fake news and the disingenuous hegemony of our sworn enemies to destabilize our democratic system, perhaps with our own complicity. A recent quote by Lewis CK stated that ""Trump didn't lie to me. But to those who bought the lies."" Beware the constant claim to advance the common man | woman with the end result meant to advance the oligarchs driving a hidden agenda through trolls of well funded special interests and foreign agents using bots, big data, social media and powerful technology: big energy, weapons manufacturers, top 1% elite, big corporations, military and paramilitary groups. He recommended that we revisit the books offering cautionary tales so often defamed in warning of totalitarianism such as ""Fahrenheit 451"" by Ray Bradbury, the novels of George Orwell like ""1984"" or ""Animal Farm"", ""Brothers Karamazov"" by Dostoyevsky, ""The Unbearable Lightness of Being"" by Milan Kundra, ""The Plot against America""by Philip Roth, ""The Rebel"" by Camus, ""The Origins of Totalitarianism"" by Hannah Arendt, ""The Captive Mind"" by Czeslaw Milosz. I would add to his list ""The Handmaid's Tale"" by Margaret Atwood, ""Man's Search for Meaning"" by Viktor Frankl and ""AmericA, Inc.: In Corporation We Trust"" published in 2007 about the perils of the playbooks of the GW Bush Administration in their spectrum of the same special interest groups. The two greatest warnings brought forward and resonating with me were to beware of the precipitation of the administration to purposely create a crisis leading to a national emergency demanding that democratic institutions -- designed for checks and balances, as well as disenfranchising a public, which has given up hope or been cowed into silent submission -- yield their Constitutional Rights to entities bent upon constructing a functional, totalitarian state run by oligarchs and culminating in tyranny. Whom have we not alienated, insulted and provoked -- even our oldest and dearest allies like Britain and Canada -- in the course of so short a time? I expect to get massively slammed for this  by conservative extremists but I'm okay with that: I write this  standing up out of concern of the future of my children and grandchildren as well as yours. Whether you recognize it at this juncture or not, our great nation clearly is in on a dangerous path in extreme peril and Timothy Snyder makes a strong case for vigilance among thinking persons of all parties. I urge you to consider as your civic duty as a concerned American, to read this brief book with an open mind for the sake of preserving our most cherished Constitutional ideals. Please think for yourself and debate among those with whom you disagree. As Snyder advises, rather than be smugly partisan listening only to those persons and media who share your point of view, keep an open mind to the brutal realities of history as articulated in ""On Tyranny"" as true American Patriots, my brothers and sisters. Otherwise, the unthinkable could all too well happen here....more",Notes are private!,0,17,1,"Apr 27, 2017",not set,"Apr 28, 2017",,Paperback,view (with text),/book/show/33917107-on-tyranny
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Oyster: History on the Half Shell,"Kurlansky, Mark",0345476395,9780345476395,0345476395,336        pp,3.95,"4,792","Jan 01, 2005","Jan 09, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 25, 2017","Mar 25, 2017","Mar 25, 2017",,Paperback,view,/book/show/3342.The_Big_Oyster
