,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jennifer's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Could Never,"Ward, Penelope*",1959827391,9781959827399,1959827391,351        pp,4.10,"4,379",unknown,"Aug 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Paperback,view,/book/show/184843205-i-could-never
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Camden        (Pittsburgh Titans, #8)","Bennett, Sawyer*",,9798376553862,B0C87VB632,338        pp,4.16,"1,698","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Paperback,view,/book/show/178597568-camden
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Armor of Light        (Kingsbridge, #4)","Follett, Ken*",0525954996,9780525954996,0525954996,737        pp,4.25,"32,164","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Hardcover,view,/book/show/81067992-the-armor-of-light
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Divided Heart,"Torre, Alessandra*",,9798987459508,,366        pp,4.29,954,"Aug 18, 2023","Aug 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Paperback,view,/book/show/195648164-a-divided-heart
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bee Sting,"Murray, Paul",0374600309,9780374600303,0374600309,656        pp,4.01,"32,093","Jun 08, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2023",,Hardcover,view,/book/show/62039166-the-bee-sting
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skippy Dies,"Murray, Paul",0865478619,9780865478619,0865478619,661        pp,3.76,"22,366",2010,"Aug 30, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2023",,Paperback,view,/book/show/10640405-skippy-dies
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Column of Fire        (Kingsbridge, #3)","Follett, Ken*",0451477995,9780451477996,0451477995,928        pp,4.25,"107,661","Sep 12, 2017","Jul 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2023",,Paperback,view,/book/show/40640859-a-column-of-fire
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Missus        (Mister & Missus, #2)","James, E.L.*",1728290279,9781728290270,1728290279,464        pp,3.68,"5,357","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2023",,Paperback,view,/book/show/123170749-the-missus
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seabreeze Reunion,"Moran, Jan*",1647781132,9781647781132,1647781132,228        pp,4.41,"2,568",unknown,"Dec 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2023",,Paperback,view,/book/show/75384240-seabreeze-reunion
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beach View Lane        (Crown Island, #1)","Moran, Jan*",1647781183,9781647781187,1647781183,228        pp,4.42,"1,481",2023,"Mar 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2023",,Paperback,view,/book/show/126824210-beach-view-lane
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dibs,"Knight, Kimberly*",,,B0B52PFJ9V,220        pp,3.87,"2,156","Dec 31, 2022","Dec 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2023",,Kindle Edition,view,/book/show/61315288-dibs
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Unexpected,"Keeland, Vi*",1959827448,9781959827443,1959827448,351        pp,4.25,"4,669","Jul 01, 2023","May 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2023",,Paperback,view,/book/show/134675953-something-unexpected
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ferryman,"Cronin, Justin*",052561947X,9780525619475,052561947X,538        pp,3.93,"27,669","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2023",,Hardcover,view,/book/show/61282437-the-ferryman
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rhode Trip,"Dunbar, L.B.*",,,B0BJS2QYRV,359        pp,4.49,666,unknown,"Jun 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2023",,Kindle Edition,view,/book/show/63261436-rhode-trip
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Toronto Book of the Dead,"Bunch, Adam*",1459738063,9781459738065,1459738063,424        pp,4.24,419,"Sep 16, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 18, 2023",not set,"Feb 11, 2023",,Paperback,view,/book/show/32978831-the-toronto-book-of-the-dead
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Caged        (Defiant Kings ,#1)","Matthews, Bella*",,9798367075090,B0BP4N8NN4,262        pp,4.15,"4,872","Dec 08, 2022","Dec 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Paperback,view,/book/show/78298710-caged
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vengeful Rotten Casualties        (Sick Boys, #7)","Smoke, Lucy*",,,B0BB8WQ4FH,468        pp,4.37,"1,058","Jan 06, 2023","Jan 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2022",,Kindle Edition,view,/book/show/62088910-vengeful-rotten-casualties
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Make a Wish        (Spark House, #3)","Hunting, Helena*",1250624746,9781250624741,1250624746,368        pp,3.72,"7,253","Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2022",,Paperback,view,/book/show/60784616-make-a-wish
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tink,"Earl, D.M.*",,,B0BBJH9389,310        pp,4.56,185,"Nov 03, 2022","Nov 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2022",,Kindle Edition,view,/book/show/62075078-tink
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All American Boys,"Reynolds, Jason",1481463330,9781481463331,1481463330,316        pp,4.30,"45,625","Sep 29, 2015","Sep 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2022",,Hardcover,view,/book/show/25657130-all-american-boys
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Castle,"Walls, Jeannette*",074324754X,9780743247542,074324754X,288        pp,4.31,"1,212,390",Jan 2005,"Jan 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2022",,Paperback,view,/book/show/7445.The_Glass_Castle
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cruel Pink        (Drowning In Stars, #3)","Anastasia, Debra*",,,,unknown,4.25,306,unknown,"Oct 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 10, 2022",,Kindle Edition,view,/book/show/62206152-cruel-pink
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghosts & Gravity,"Locklear, Jennifer*",,9798985987133,,unknown,4.64,11,unknown,"Nov 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2022",,ebook,view,/book/show/62209789-ghosts-gravity
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wild Heart        (Heart #4),"Knight, Amie*",,,B0BKNZ1YLY,282        pp,4.45,363,"Oct 27, 2022","Oct 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 27, 2022",,Kindle Edition,view,/book/show/63109146-a-wild-heart
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartless        (Chestnut Springs, #2)","Silver, Elsie*",,,B0B4KR2X87,476        pp,4.39,"200,618","Oct 14, 2022","Oct 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2022",,Kindle Edition,view,/book/show/61373532-heartless
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crybaby        (Revenge Is Sweet #1),"James, Monica*",,,B0B89YDCZC,270        pp,3.92,766,"Oct 11, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2022",,Kindle Edition,view,/book/show/61932377-crybaby
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gotta Be Bayou        (Badges of the Bayou, #1)","Nicholas, Erin*",,,B09S8GF4W8,315        pp,4.31,"1,317","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2022",,Kindle Edition,view,/book/show/60402869-gotta-be-bayou
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dissent: A Charity Romance Anthology,"Walsh, Brighton*",1637821573,9781637821572,,unknown,4.64,"1,022","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2022",,ebook,view,/book/show/61363121-dissent
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Summer Darlings,"Cobb, May*",0593101162,9780593101162,0593101162,368        pp,3.36,"8,338","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Hardcover,view,/book/show/58812201-my-summer-darlings
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silent Flight of a Magpie        (Cove, #3)","Thomas, Ashlan*",,,B09NNT8WTM,671        pp,5.00,7,unknown,"Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Kindle Edition,view,/book/show/60105433-the-silent-flight-of-a-magpie
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Hello and Goodbye,"Scott, Emma*",,9798835649297,B0B39V9BR6,309        pp,4.27,"5,038","Jun 26, 2022","Jun 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,Paperback,view,/book/show/60588266-between-hello-and-goodbye
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Start Me Up: How That Band Got That Name They Got,"Locklear, Morgan*",,,B09YQHD5QG,242        pp,4.50,2,"May 31, 2022","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2022",,ebook,view,/book/show/60873330-start-me-up
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dad Bod Handyman        (Dad Bod: Men Built for Comfort #21),"Fenichel, Andie",,,B09GMQ5C9K,81        pp,4.29,271,unknown,"Jan 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 10, 2022","Feb 11, 2022","Feb 10, 2022",,Kindle Edition,view,/book/show/59705634-dad-bod-handyman
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Have a Heart: A Beauty in Imperfection Anthology,"Bilbrey, Lisa*",,,B09PY4FGXQ,unknown,4.10,29,unknown,"Feb 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Kindle Edition,view,/book/show/60165788-have-a-heart
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"High Meadow        (High Mountain Trackers, #1)","Barker, Freya*",1988733715,9781988733715,B09NT2YTWR,311        pp,4.40,"1,287","Feb 21, 2022","Feb 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 17, 2022","Jan 30, 2022","Jan 17, 2022",,Kindle Edition,view,/book/show/59980273-high-meadow
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Have a Heart: A Beauty in Imperfection Anthology,"Bilbrey, Lisa*",,9798201101374,,unknown,4.10,29,unknown,"Feb 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2022",,ebook,view,/book/show/60105590-have-a-heart
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snowed Inn: Volume 2,"Valentine, Aubree*",,,B09M9G8T3T,817        pp,4.64,14,unknown,"Dec 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2021","Mar 30, 2024","Dec 07, 2021",,Kindle Edition,view,/book/show/59740604-snowed-inn
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hearts In Winter,"Elks, Carrie*",,,,unknown,3.87,"2,778",unknown,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 05, 2021","Dec 07, 2021","Dec 05, 2021",,,view,/book/show/59066030-hearts-in-winter
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Cuts,"Malcom, Anne*",,,B09BDBRGJH,401        pp,3.95,"1,117",unknown,"Nov 25, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 02, 2021","Dec 05, 2021","Dec 02, 2021",,Kindle Edition,view,/book/show/58695129-a-thousand-cuts
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What the Trees Know,"Cain, Nancee*",,,,unknown,4.76,38,unknown,2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whether you’ve read all of Nancee Cain’s books or none, What the Trees Know must be added to your reading list.As an author, Nancee’s collective worksWhether you’ve read all of Nancee Cain’s books or none, What the Trees Know must be added to your reading list.As an author, Nancee’s collective works have demonstrated a wide variety of admirable storytelling skills. Over the years, I’ve enjoyed her ability to develop strong and complex characters and to create supernatural worlds with her enviable imagination. She’s made me laugh out loud with her wicked sense of humor and brought me to actual tears with raw and vulnerable emotion. Most importantly Nancee’s novels remind us all to seek out and embrace hope, even within the midst of deep suffering.If paranormal isn’t your go-to romance genre, please don’t let that keep you from this book. While the magical aspects of the plot add both suspense and intrigue to the story, it is the relationship triangle between Skylar, Jed and Caleb that demands your attention and will compel you to turn the pages until the very end. By writing What the Trees Know, Nancee has taken everything she’s learned as a writer and seamlessly weaved all of her admirable strengths into one superb tale. Without a doubt, this is my favorite book of hers, and the beautiful cover art is a perfect representation of the story held within....more",Notes are private!,0,1,1,"Aug 28, 2021","Dec 02, 2021","Aug 28, 2021",,,view (with text),/book/show/58616244-what-the-trees-know
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Return to Us        (Willow Creek Valley, #1)","Michaels, Corinne*",1942834543,9781942834540,1942834543,370        pp,4.11,"15,821","Feb 23, 2021","Feb 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 14, 2021","Feb 17, 2021","Feb 14, 2021",,Paperback,view,/book/show/56319186-return-to-us
