,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Julie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Benjamin Franklin's Last Bet: The Favorite Founder's Divisive Death, Enduring Afterlife, and Blueprint for American Prosperity","Meyer, Michael",132856889X,9781328568892,132856889X,368        pp,3.82,173,unknown,"Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2022",,Hardcover,view,/book/show/58312064-benjamin-franklin-s-last-bet
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reagan: The Life,"Brands, H.W.",0307951146,9780307951144,0307951146,832        pp,4.14,"2,439","May 12, 2015","May 17, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 05, 2022","Sep 03, 2022","Apr 05, 2022",,Paperback,view,/book/show/28503581-reagan
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,"D'Souza, Dinesh*",,,,304        pp,4.12,"1,228",1997,"Feb 23, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Paperback,view,/book/show/5240.Ronald_Reagan
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We the Presidents: How American Presidents Shaped the Last Century,"Gruner, Ronald*",1737823101,9781737823100,1737823101,648        pp,4.23,101,unknown,"Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Paperback,view,/book/show/59893287-we-the-presidents
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sum of Our Days,"Allende, Isabel*",006155183X,9780061551833,006155183X,301        pp,4.00,"11,534",Aug 2007,"Apr 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2022","Mar 27, 2022","Mar 07, 2022",,Hardcover,view,/book/show/1991383.The_Sum_of_Our_Days
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brutal Telling        (Chief Inspector Armand Gamache #5),"Penny, Louise*",1250109116,9781250109118,1250109116,422        pp,4.23,"83,554","Sep 22, 2009","Jun 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 19, 2022","Mar 07, 2022","Feb 19, 2022",,Mass Market Paperback,view,/book/show/27779287-the-brutal-telling
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Downtown Owl,"Klosterman, Chuck",1416544186,9781416544180,1416544186,275        pp,3.57,"12,533","Sep 16, 2008","Sep 16, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 03, 2022","Feb 17, 2022","Feb 03, 2022",,Hardcover,view,/book/show/2159007.Downtown_Owl
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Adventure Catholic Bible,Anonymous,1945179414,9781945179419,1945179414,"1,608        pp",4.95,"1,509",unknown,"Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 02, 2022","Jan 03, 2022","Jan 02, 2022",,Softcover,view,/book/show/43276268-the-great-adventure-catholic-bible
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Rule Against Murder        (Chief Inspector Armand Gamache, #4)","Penny, Louise*",0312614160,9780312614164,0312614160,322        pp,4.21,"94,954",2008,"Mar 15, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Dec 2021,"Dec 19, 2021","Dec 01, 2021",,Paperback,view,/book/show/44591603-a-rule-against-murder
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Cold Blood,"Capote, Truman",,,B000FC1IRM,368        pp,4.09,"659,357","Jan 01, 1959","Oct 09, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 14, 2021",Dec 2021,"Nov 14, 2021",,Kindle Edition,view,/book/show/5096865-in-cold-blood
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels Flight        (Harry Bosch, #6; Harry Bosch Universe, #8)","Connelly, Michael*",1538762706,9781538762707,1538762706,416        pp,4.21,"61,587","Jan 28, 1999","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 17, 2021","Nov 13, 2021","Oct 17, 2021",,Paperback,view,/book/show/36204892-angels-flight
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shuggie Bain,"Stuart, Douglas*",0802148042,9780802148049,0802148042,430        pp,4.31,"151,875","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2021",,Hardcover,view,/book/show/52741293-shuggie-bain
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cruelest Month        (Chief Inspector Armand Gamache, #3)","Penny, Louise*",0755328949,9780755328949,0755328949,310        pp,4.16,"102,618",2007,"Mar 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 08, 2021","Oct 15, 2021","Oct 08, 2021",,Hardcover,view,/book/show/2277378.The_Cruelest_Month
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,134","Sep 28, 2021","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 21, 2021","Feb 02, 2022","Sep 28, 2021",,Hardcover,view,/book/show/56783258-cloud-cuckoo-land
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Fatal Grace        (Chief Inspector Armand Gamache, #2)","Penny, Louise*",0312352565,9780312352561,0312352565,311        pp,4.10,"125,541","Sep 30, 2006","May 15, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 07, 2021","Sep 22, 2021","Sep 07, 2021",,Hardcover,view,/book/show/352921.A_Fatal_Grace
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Life        (Chief Inspector Armand Gamache, #1)","Penny, Louise*",0312541538,9780312541538,0312541538,312        pp,3.90,"249,039","Oct 03, 2005","Sep 30, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 02, 2021","Sep 06, 2021","Sep 02, 2021",,Paperback,view,/book/show/3292459-still-life
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy","Gordon, Jon",0470100281,9780470100288,0470100281,192        pp,3.85,"25,802","Jan 01, 2007","Jan 22, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 23, 2021","Jul 23, 2021","Jul 23, 2021",,Hardcover,view,/book/show/81107.The_Energy_Bus
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lincoln Lawyer        (The Lincoln Lawyer, #1; Harry Bosch Universe, #16)","Connelly, Michael*",1455567388,9781455567386,1455567388,592        pp,4.21,"235,717","Oct 03, 2005","Jun 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 07, 2021","Jul 21, 2021","Jul 07, 2021",,Mass Market Paperback,view,/book/show/27170165-the-lincoln-lawyer
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Loves,"Lewis, C.S.",0062565397,9780062565396,0062565397,192        pp,4.16,"58,951",1960,"Feb 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 07, 2021","Jul 07, 2021","Jul 07, 2021",,Paperback,view,/book/show/29938407-the-four-loves
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Petal of the Sea,"Allende, Isabel*",,,B07R9WKFRF,325        pp,4.06,"97,178","May 21, 2019","Jan 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 03, 2021","Jul 07, 2021","Jul 03, 2021",,Kindle Edition,view,/book/show/46042377-a-long-petal-of-the-sea
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1812: The War That Forged a Nation,"Borneman, Walter R.",0060531134,9780060531133,0060531134,392        pp,3.90,"2,147","Oct 05, 2004","Oct 04, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 04, 2021","Jun 25, 2021","Jun 04, 2021",,Paperback,view,/book/show/138809.1812
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trunk Music        (Harry Bosch, #5; Harry Bosch Universe, #6)","Connelly, Michael*",0312941919,9780312941918,0312941919,448        pp,4.20,"69,563","Jan 28, 1997","Nov 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 09, 2021",Jun 2021,"May 09, 2021",,Mass Market Paperback,view,/book/show/58962.Trunk_Music
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pearl,"Steinbeck, John",014017737X,9780140177374,014017737X,90        pp,3.53,"237,967",1947,"Apr 06, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,"May 06, 2021not set","May 06, 2021not set","May 06, 2021",,Mass Market Paperback,view,/book/show/231813.The_Pearl
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lord God Made Them All        (All Creatures Great and Small, #4)","Herriot, James",,,B0060QM074,388        pp,4.44,"27,732",1981,"Nov 15, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2021",,Kindle Edition,view,/book/show/36287608-the-lord-god-made-them-all
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Things Wise and Wonderful,"Herriot, James",1250063493,9781250063496,1250063493,432        pp,4.43,"34,928",1978,"Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2021","Apr 10, 2021","Apr 10, 2021",,Paperback,view,/book/show/21853715-all-things-wise-and-wonderful
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rise to Rebellion        (The American Revolutionary War, #1)","Shaara, Jeff",,,,512        pp,4.22,"9,629","Jul 03, 2001",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 30, 2021",,Unknown Binding,view,/book/show/36446571-rise-to-rebellion
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Things Bright and Beautiful: The Warm and Joyful Memoirs of the World's Most Beloved Animal Doctor        (All Creatures Great and Small, 2)","Herriot, James",1250766362,9781250766366,1250766362,448        pp,4.34,"79,263",1976,"Dec 29, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 17, 2021","Mar 25, 2021","Mar 17, 2021",,Mass Market Paperback,view,/book/show/49127554-all-things-bright-and-beautiful
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fateful Lightning        (Civil War: 1861-1865, Western Theater, #4)","Shaara, Jeff",0345549198,9780345549198,0345549198,615        pp,4.34,"2,415","Jan 02, 2015","Jun 02, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 29, 2021","Aug 29, 2021","Mar 04, 2021",,Hardcover,view,/book/show/23164911-the-fateful-lightning
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Creatures Great and Small        (All Creatures Great and Small, #1-2)","Herriot, James",1250766346,9781250766342,1250766346,448        pp,4.35,"146,634",1972,"Dec 29, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 18, 2021","Mar 03, 2021","Feb 18, 2021",,Paperback,view,/book/show/49127536-all-creatures-great-and-small
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Thousand Gifts: A Dare to Live Fully Right Where You Are,"Voskamp, Ann",0310321913,9780310321910,0310321913,232        pp,4.02,"55,511",2011,"Jan 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 31, 2021","Feb 14, 2021","Jan 31, 2021",,Hardcover,view,/book/show/8592946-one-thousand-gifts
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Upon This Rock: St. Peter and the Primacy of Rome in Scripture and the Early Church,"Ray, Stephen K.",0898707234,9780898707236,0898707234,350        pp,4.20,162,Mar 1999,"Mar 16, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2021",,Paperback,view,/book/show/373753.Upon_This_Rock
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inca Apocalypse: The Spanish Conquest and the Transformation of the Andean World,"Covey, R. Alan",0190299126,9780190299125,0190299126,464        pp,3.86,51,"Mar 05, 2020","Mar 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2021",,Hardcover,view,/book/show/52034046-inca-apocalypse
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Coyote        (A Harry Bosch Novel, 4)","Connelly, Michael*",1455550647,9781455550647,1455550647,505        pp,4.25,"76,469","Jun 01, 1995","Oct 15, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 07, 2021","Jan 28, 2021","Jan 07, 2021",,Mass Market Paperback,view,/book/show/17693781-the-last-coyote
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Fortress: The Epic Mission to Sabotage Hitler’s Atomic Bomb,"Bascomb, Neal*",0544368053,9780544368057,0544368053,378        pp,4.23,"5,466","Apr 26, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2020",,Hardcover,view,/book/show/25897720-the-winter-fortress
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With the Old Breed: At Peleliu and Okinawa,"Sledge, E. B.",0195067142,9780195067149,0195067142,326        pp,4.47,"41,359","Nov 01, 1981","Oct 25, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2020",,Paperback,view,/book/show/771332.With_the_Old_Breed
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mark Twain in Hawaii: Roughing It in the Sandwich Islands: Hawaii in the 1860s,"Twain, Mark",0935180931,9780935180930,0935180931,110        pp,3.61,418,unknown,1990,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 28, 2020","Dec 28, 2020","Dec 28, 2020",,Mass Market Paperback,view,/book/show/108187.Mark_Twain_in_Hawaii
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Concrete Blonde        (Harry Bosch, #3; Harry Bosch Universe, #3)","Connelly, Michael*",044661758X,9780446617581,044661758X,484        pp,4.21,"70,176",1994,"Feb 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2020","Jan 07, 2021","Dec 23, 2020",,Mass Market Paperback,view,/book/show/49350.The_Concrete_Blonde
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,California Gold,"Jakes, John",0451203976,9780451203977,0451203976,768        pp,4.09,"3,028","Jan 01, 1989","Aug 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 15, 2020","Dec 20, 2020","Nov 15, 2020",,Paperback,view,/book/show/71775.California_Gold
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Can't Sleep: Women's New Midlife Crisis,"Calhoun, Ada*",0802147852,9780802147851,0802147852,267        pp,3.69,"8,449","Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2020",,Hardcover,view,/book/show/51285456-why-we-can-t-sleep
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Forgotten Road        (The Broken Road, #2)","Evans, Richard Paul",1501111795,9781501111792,1501111795,259        pp,4.07,"6,311","May 01, 2018","May 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 11, 2020","Oct 15, 2020","Oct 11, 2020",,Hardcover,view,/book/show/36373599-the-forgotten-road
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wright Brothers,"McCullough, David",,,,320        pp,4.16,"92,307","Mar 20, 2015","May 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Swell written work of fiction. An intimate story of how two unassuming men from a small town does the surprising. The details of their life, who they Swell written work of fiction. An intimate story of how two unassuming men from a small town does the surprising. The details of their life, who they were, and how they behaved shows the world the Ingenuity of the Wright brothers has you cheering for them. Great story showing American dreams can come true. ...more",Notes are private!,0,0,1,"Sep 28, 2020","Oct 09, 2020","Sep 28, 2020",,Hardcover,view (with text),/book/show/22609391-the-wright-brothers
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Ice        (Harry Bosch, #2; Harry Bosch Universe, #2)","Connelly, Michael*",0446613444,9780446613446,0446613444,439        pp,4.12,"83,547","Dec 01, 1993","Dec 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 11, 2020","Sep 27, 2020","Sep 11, 2020",,Mass Market Paperback,view,/book/show/24244.The_Black_Ice
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Woman of Troublesome Creek,"Richardson, Kim Michele*",,,,309        pp,4.22,"217,340","May 07, 2019","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2020","Aug 17, 2020","Aug 10, 2020",,Paperback,view,/book/show/40914165-the-book-woman-of-troublesome-creek
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Echo        (Harry Bosch, #1; Harry Bosch Universe, #1)","Connelly, Michael*",1538744392,9781538744390,1538744392,544        pp,4.13,"198,080","Jan 21, 1992","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 22, 2020","Aug 10, 2020","Jul 22, 2020",,Mass Market Paperback,view,/book/show/33232802-the-black-echo
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When Truth Is All You Have: A Memoir of Faith, Justice, and Freedom for the Wrongly Convicted","McCloskey, Jim",,,B07YRVXHHW,307        pp,4.37,536,"Jul 14, 2020","Jul 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2020",,Kindle Edition,view,/book/show/52848423-when-truth-is-all-you-have
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amal Unbound,"Saeed, Aisha*",0399544690,9780399544699,0399544690,240        pp,4.18,"17,599","May 08, 2018","Jan 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book talks about education inequity for girls and women in Pakistan like in many other country. A young girl Amal though has been given a chance This book talks about education inequity for girls and women in Pakistan like in many other country. A young girl Amal though has been given a chance to be educated and in an instant it was taken away. What can she do to get another chance at her dream.? Not only to learn but to teach? Shows what faith and perseverance can do to help you to attain your dreams. ...more,Notes are private!,0,2,1,"Jul 17, 2020","Jul 17, 2020","Jul 17, 2020",,Paperback,view (with text),/book/show/46180981-amal-unbound
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Interview with the Vampire        (The Vampire Chronicles, #1)","Rice, Anne",0345476875,9780345476876,0345476875,346        pp,4.02,"589,080","Apr 12, 1976","Aug 31, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2020",,Paperback,view,/book/show/43763.Interview_with_the_Vampire
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,He Walked the Americas,"Hansen, L. Taylor",0964499703,9780964499706,0964499703,256        pp,4.13,136,"Mar 01, 1963","Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2020",,Hardcover,view,/book/show/1021725.He_Walked_the_Americas
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Grace,"Krueger, William Kent*",1451645821,9781451645828,1451645821,307        pp,4.26,"154,941","Mar 26, 2013","Mar 26, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 16, 2020","Nov 09, 2020","May 28, 2020",,Hardcover,view,/book/show/15803059-ordinary-grace
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,"McCullough, David",1501168681,9781501168680,1501168681,352        pp,3.81,"24,089","May 07, 2019","May 07, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an exquisite book. To learn a part of history that most of us never get to hear about. It was a time when the Louisiana purchase has just been maWhat an exquisite book. To learn a part of history that most of us never get to hear about. It was a time when the Louisiana purchase has just been made and people are wanting to move west. It’s the beginning of the formation of a new state. A small town by the name of Marietta is formed by pioneers of their time. A time of discovery. A time with a new way of living, a new way of being. So many innovators come from the small town doctors, architects, congressmen and make Ohio the state that it is today. A great read you won’t be disappointed....more",Notes are private!,0,0,1,"Aug 26, 2020","Sep 10, 2020","May 28, 2020",,Hardcover,view (with text),/book/show/42201377-the-pioneers
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Five Years,"Serle, Rebecca*",1982137444,9781982137441,1982137444,272        pp,3.79,"490,496","Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2020",,Hardcover,view,/book/show/50093704-in-five-years
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pillars of the Earth        (Kingsbridge, #1)","Follett, Ken*",,,,976        pp,4.34,"763,762",Oct 1989,"Feb 04, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2020",,Paperback,view,/book/show/5043.The_Pillars_of_the_Earth
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","Larson, Erik*",,,B07TRVW6VX,546        pp,4.30,"115,985","Feb 25, 2020","Feb 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book Takes Pl., September of 1940 through May 1941 for England is being bombarded by the German army. Talks about all of the struggles and delighThis book Takes Pl., September of 1940 through May 1941 for England is being bombarded by the German army. Talks about all of the struggles and delights and young love during a time where Winston Churchill a very eccentric Prime Minister but one who loved his country beyond all measure. Greatly told you feel like you are there living the experience with them and you never want to leave....more",Notes are private!,0,1,1,"May 21, 2020","Jun 11, 2020","May 12, 2020",,Kindle Edition,view (with text),/book/show/51187948-the-splendid-and-the-vile
