,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Brian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men of Air: The Courage and Sacrifice of Bomber Command in World War II,"Wilson, Kevin",1643130064,9781643130064,1643130064,464        pp,4.25,143,"Mar 04, 2007","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Did not finish. (I don’t rate books I don’t complete.)I read 50 painful pages of this text, and I still don’t see the organization or structure. ThereDid not finish. (I don’t rate books I don’t complete.)I read 50 painful pages of this text, and I still don’t see the organization or structure. There seems to be no thesis. It’s mostly, “Here is what happened. Then this is what happened”, and so on.Primary sources are plopped in with no context.There is so much technical and specialized language used, with no explanations, that most of the time I had no idea what was going on.I tried but I could not get in to this book. There must be better out there about this subject....more",Notes are private!,0,14,1,not set,not set,"Jan 16, 2023",,Hardcover,view (with text),/book/show/40554529-men-of-air
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Spies        (Gabriel Allon, #17)","Silva, Daniel",0062354345,9780062354341,0062354345,526        pp,4.30,"31,814","Jul 11, 2017","Jul 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Beware the fury of a patient man.” HOUSE OF SPIES is a continuation (and conclusion) of the plotline that Mr. Silva started in this novel’s predecess“Beware the fury of a patient man.” HOUSE OF SPIES is a continuation (and conclusion) of the plotline that Mr. Silva started in this novel’s predecessor in his Gabriel Allon series, THE BLACK WIDOW. The two books read back to back form one story. They can each be read as stand-alone texts, especially THE BLACK WIDOW, but I don’t recommend doing that. HOUSE OF SPIES is not as tightly written as its immediate predecessor, but it is still a darn nice read.Mr. Silva has made Gabriel the Director of Israeli intelligence at this point in the series, so it gets a little eye rolling when Gabriel is out in the active field. That would never happen in the real world, but this isn’t the real world, so you go with it.The best thing about this text is that a lot of it focuses on the character of Christopher Keller, who as the series has progressed has taken an interesting character arc, and assumed a larger role. I for one am fine with that.Quotes:•	“He believed in love, as he believed in art.”•	“Time the conqueror could not be kept at bay forever.”•	“Sometimes the old ways are better than the new.”One thing (I think) I noticed in this text was a little of the author’s bias creeping in. One thing I enjoyed about the series was that I never detected that in the first 16 books. I may be oversensitive to it, or perhaps I misread. I will be curious to see if this feeling persists in the next books in the series.As always with my time with Gabriel Allon, I was engaged. Number 17 did not disappoint. I will move on to the next installment soon....more",Notes are private!,0,29,1,"Jan 02, 2023","Jan 15, 2023","Jan 02, 2023",,Hardcover,view (with text),/book/show/31371698-house-of-spies
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"God Bless You, Dr. Kevorkian","Vonnegut, Kurt, Jr.",1609800737,9781609800734,1609800737,92        pp,3.86,"16,647",1999,"Dec 14, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“…good citizenship and common decency.”At one point, Kurt Vonnegut was writing and recording short “interludes” for a Manhattan radio station that wer“…good citizenship and common decency.”At one point, Kurt Vonnegut was writing and recording short “interludes” for a Manhattan radio station that were “interviews” from the beyond with people who had passed on. It served as the basis for GOD BLESS YOU, DR. KEVORKIAN. In this text Vonnegut creates a scenario where Dr. Kevorkian creates near death experiences for Vonnegut which gives him the chance to interview deceased folks (real life folks, not characters, with the exception of his go to alter ego - Kilgore Trout) in the blue tunnel that leads to the Pearly Gates. Some of the “interviews” are with people everyone has heard of: Shakespeare, Newton, Hitler. Some with folks that most of us have never heard of. Most of the folks were decent human beings, some were not. Interesting concept.Like much of Vonnegut’s late work, the quality varies, but in this slim volume the read is an enjoyable afternoon, and one I recommend for those who love Vonnegut.Two moments that have stuck with me:1.	I loved Vonnegut’s explanation of where angels come from. I won’t spoil it, but it made me misty eyed.2.	While interviewing an amateur horticulturalist Vonnegut reveals that the man’s first act in Heaven was to pick a flower he had never seen before. I loved that!Quotes:•	“I wish one and all long and happy lives, no matter what may become of them afterward.”•	“Like Roman games, justice systems are ways for unjust governments- and there is no other sort of government- to be enormously entertaining with real lives at stake.”I enjoyed this quick collection. Most pieces are only a page or two. There are many nice moments, with that Vonnegut voice and dry wit and humor on full display. Occasionally, the bitterness that was to engulf Vonnegut’s later years raises its head for an instant. But in the main, Vonnegut’s idea of an afterlife-no Hell, a Heaven that seems to be a place where all people wind up with no regard to any religious connection - makes for a lighthearted, yet still thoughtful look at what the other side could be, at least in Vonnegut’s wishful imagination.If you have read a lot of Vonnegut then you should pick up GOD BLESS YOU, DR. KEVORKIAN as well....more",Notes are private!,0,25,1,"Dec 27, 2022","Dec 30, 2022","Dec 27, 2022",,Paperback,view (with text),/book/show/8614173-god-bless-you-dr-kevorkian
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rhino Ranch,"McMurtry, Larry",1439156395,9781439156391,1439156395,288        pp,3.68,"1,616",2009,"Aug 11, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Only time can determine what’s really for the best.” (3.5 stars)This is the fifth and final book in the saga of Duane Moore that McMurtry began with “Only time can determine what’s really for the best.” (3.5 stars)This is the fifth and final book in the saga of Duane Moore that McMurtry began with THE LAST PICTURE SHOW in 1966. RHINO RANCH was published in 2009. The character of Duane Moore stuck with the author for a while. He is sticking with me as well.This text is much better than its immediate predecessor in the series and takes the reader up through the end of Duane’s life. Like most death in McMurtry, it comes when it comes, it is not made a big deal of, it just happens. That is one of my favorite things about this author, he does not romanticize the normal. Life is life and it happens in the main without fanfare.In RHINO RANCH Duane returns to Thalia, Texas after a failed marriage to a much younger woman, and he learns how to be retired and old in the place of his birth. A billionairess has also opened a preserve in town to protect the endangered black rhino. This introduces some new characters and a new element to Thalia, Texas in the series' final installment.Here are a couple of moments that stood out to me:1. There is a poignant instance where some characters realize that they change, physically, as they age. The power is in McMurtry’s concise yet truthful depiction of the moment of realization of this common knowledge that no one really believes until it happens to them. 2. At one point a character comments that happiness is a “temporary condition”. We don’t want to admit that this is true, but it is true. I love that McMurtry’s people accept this as part of life, and deal with it. They don’t wallow in it, they don’t feel sorry about it. It just is.Quotes:•	“Maybe it was just that as the funeral bell came closer to tolling for him he felt a tendency to linger in what had been, or maybe still was, home.”•	“Feeling sorry for yourself is a bad habit. Just hush!”•	“Old people get less and less the same, all the time.”•	“What kind of silly damn university, that they don’t teach Mike Hammer or Louis L”Amour?”•	“You’ve lost your sense of purpose. That happens to most of us at some point or another.”•	“They had been too far apart, for too long-so long that they had become abstractions to one another.”•	“…but we’re both old enough to need a little quiet companionship now and then.”•	“To forgive is to survive.”•	“Small-town people almost never mind their own business. Gossip is one of the things that keeps them alive, I guess.”It feels very bittersweet to come to the end of the saga/life of Duane Moore. I mostly enjoyed the journey. It was nothing magical. No amazing feats, no exceptional life choices. Just a man. Living, loving, working. Sometimes happy, sometimes not. Occasionally depressed, sometimes surprised by joy. But always human.Farewell Duane. Farewell Thalia, Texas. Farewell to all those people I never met, but definitely knew....more",Notes are private!,0,29,1,"Dec 26, 2022","Dec 28, 2022","Dec 26, 2022",,Hardcover,view (with text),/book/show/6361333-rhino-ranch
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How the Grinch Stole Christmas!,Dr. Seuss,0007173040,9780007173044,0007173040,64        pp,4.38,"413,840","Oct 12, 1957","Oct 04, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Maybe Christmas…perhaps…means a little bit more!”It has been too long since I read this book. The word play and rhyme, the pure Seussian joy in langu“Maybe Christmas…perhaps…means a little bit more!”It has been too long since I read this book. The word play and rhyme, the pure Seussian joy in language is all on display here.Plus the wonderful message that even in life’s disappointments, we should do as the Whos do, and sing a joyful song!The pleasures of this book are only enhanced by reading it out loud, to yourself or others, it matters not.And if there are children in your life, make sure they know what it is like to have this book read out loud to them!...more",Notes are private!,0,60,1,"Dec 23, 2022","Dec 23, 2022","Dec 23, 2022",,Hardcover,view (with text),/book/show/113946.How_the_Grinch_Stole_Christmas_
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Christmas Comes        (Cameron Winter #1),"Klavan, Andrew*",1613162405,9781613162408,1613162405,244        pp,3.94,"5,170","Oct 26, 2021","Nov 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“We reveal ourselves in the stories we tell.”WHEN CHRISTMAS COMES is a melancholy book. The protagonist, English professor Cameron Winter, is a lonely“We reveal ourselves in the stories we tell.”WHEN CHRISTMAS COMES is a melancholy book. The protagonist, English professor Cameron Winter, is a lonely man. If there’s a pervasive feeling in this text, it is that feeling, loneliness. The book features a decent mystery plotline, but really at its core it is about the foundation that family provides for society. I love that message! Because it is the antidote to loneliness!The plot is that Professor Winter receives a call from an ex who is representing a man who has admitted to the brutal murder of his girlfriend in a small town. The defendant is an ex-army ranger, and the town of Sweet Haven is chock full of ex-military. Something is amiss. Everyone in this book, including Professor Winter, is more than they first appear.Author Andrew Klavan has written a very tight book. He gets to the point, but it never feels like he left anything out. This despite the fact that there are gaps. Especially in what the reader is told about our protagonists’ background.Quotes:•	“My body does what bodies do, but the soul has gone out of it.”•	“For a moment all the memories between them-all the things they weren’t saying to each other- were silently said.”•	“Before you lose things, you don’t really know you can lose them.”•	“A man, a woman, and a child. It’s such an elemental thing.”Coming in at 250 pages, this is not a long book, but in its pages Klavan makes it clear that he values traditions, appreciating the sentimental, and rejecting the ugly, negative bitterness that popular culture tries to normalize today. As one character says, “The ordinary ornaments of daily life.” I love that phrase. Those are the things that matter. This text, provides a good mystery for a cold winter night, while acknowledging the dark, but ultimately rejoicing in the light....more",Notes are private!,0,17,1,"Dec 17, 2022","Dec 21, 2022","Dec 17, 2022",,Hardcover,view (with text),/book/show/57008404-when-christmas-comes
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Light Goes,"McMurtry, Larry",1416534261,9781416534266,1416534261,195        pp,3.50,"1,255",2007,"Mar 06, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Life is change.” (2.5 stars)This novel is the fourth (of five) that Larry McMurtry wrote about Duane Moore of Thalia, Texas. I struggled to be engage“Life is change.” (2.5 stars)This novel is the fourth (of five) that Larry McMurtry wrote about Duane Moore of Thalia, Texas. I struggled to be engaged in this one, and that has not happened before in this series. This novel is under 200 pages, but it felt long.In WHEN THE LIGHT GOES McMurtry takes some threads he started in this book’s predecessor (DUANE’S DEPRESSED) and does not seem to know what to do with them. So why did he decide to pick them up? I would love to know if he meant this book to be the final about Duane Moore, or if he knew he would be writing another. This text is also vulgar. Pointlessly so. McMurtry can be rather candid when it comes to sex, but the detailed descriptions in this one left me scratching my head.Quotes:•	“What it meant, he supposed, was that he had been so alone and sexless so long that he had forgotten the language of women…”•	“If you have real connections to your family, your friends, and your lovers, then your life is never more than partly your own.”•	“The moral, if there was a moral, was that no one place was sufficient for all the stages of his life.”•	“I sometimes think the sexual organs were put there to keep the human race humble.”I have been with Duane Moore for 4 books now, and I am going to view this text as a moment in life that one would rather forget. We all have periods like that, I guess a fictional life is allowed to have those as well. It is not a bad book, just one that does not fill out (or enhance) a life. And maybe that is the point?I will finish up this series, but this installment has been my least favorite part of the journey....more",Notes are private!,0,17,1,"Dec 09, 2022","Dec 15, 2022","Dec 09, 2022",,Hardcover,view (with text),/book/show/54810.When_the_Light_Goes
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hello, Molly!: A Memoir","Shannon, Molly",0063056232,9780063056237,,291        pp,4.13,"37,077","Apr 12, 2022","Sep 22, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“You seem happy.”I usually don’t read celebrity memoirs, and this book reminded me why. It’s because mostly they are not very good. HELLO, MOLLY! is p“You seem happy.”I usually don’t read celebrity memoirs, and this book reminded me why. It’s because mostly they are not very good. HELLO, MOLLY! is poorly written and very jumbled. Even the never ending “Acknowledgements” at the end was overdone!Molly Shannon was a cast member on Saturday Night Live the last time I paid any attention to the show (it’s been a while) and I enjoyed her. I’ve seen her in occasional films and tv since.I realize it is a memoir, but there is a lot of “It’s about me” in this text. More than I think is necessitated by the genre.Quotes:•	“If you ever feel stuck, just go into a completely different atmosphere with different kinds of people and see how stimulating it is. There’s nothing better.”•	“It’s good to be responsible, but there’s no point in being so stressed that you can’t adjust or bend the rules a little when necessary.”The closing chapter where Shannon addresses the daily struggles of real life; running out of gas, running late, grocery shopping, etc. is an engaging section with some sound advice. It also contains some nice thoughts about being a mother, and it is easily the book’s best part and a strong finish.I read HELLO, MOLLY! quickly and easily, so although there is not much to it, I’m no worse for the wear....more",Notes are private!,0,29,1,"Dec 04, 2022","Dec 08, 2022","Dec 04, 2022",,Hardcover,view (with text),/book/show/58541424-hello-molly
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Alice,"Genova, Lisa*",1439102813,9781439102817,1439102813,308        pp,4.32,"341,637","Jul 06, 2007","Jan 06, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“I will forget today, but that doesn’t mean that today didn’t matter.”STILL ALICE was a book club selection, or I doubt I would have read it. A book a“I will forget today, but that doesn’t mean that today didn’t matter.”STILL ALICE was a book club selection, or I doubt I would have read it. A book about a college professor who develops early onset Alzheimer’s. Fun! But, I am glad I have read this novel. It has stuck with me, and that says something.The author, Lisa Genova, has a PhD in neuroscience, so in my eyes that gave the novel a little more weight in its authenticity. I know nothing about the brain, so I could be way off in that assessment. In short, Alice Howland is a well-respected psychology professor at Harvard. The reader follows her story from beginning of symptoms to well into dementia. The novel is told from Alice’s perspective. To be trapped in the mind of someone with developing Alzheimer’s and worse and worse cognition is terrifying. A brilliant choice by the author, and one that at many times unnerved me.There are moments where the writing is not as good as the idea it is trying to convey. I forgave it, because STILL ALICE was originally self-published, and also a first novel. Some things that have stuck with me-A gut punch for me was a moment where Alice learns that genetic markers indicate her children have a 50% chance of carrying the mutation, and that if they do carry it they will 100% develop early onset Alzheimer’s. What a horrifying thing as a parent to have to process.I was also depressed to learn that eventually the use of words and language is taken away from those with Alzheimer’s. I thought they could still at least read, even if they forget it. Nope. Losing the ability to read…the thought destroys me.The ending of this book is powerful. Maybe even perfect for this kind of story. Wow. Just wow!Quotes:•	“She thought about the books she’d always wanted to read, the ones adorning the top self in her bedroom, the ones she figured she’d have time for later.”•	“Everything she did and loved, everything she was, required language.”•	“But they were a family, yoked by history and DNA and love.”•	“What if she didn’t have time to read everything she’d wanted to?”•	“I know what I’m looking for, my brain just can’t get to it.”•	“But her thoughts from idea to mouth moved too slowly today, as if they had to swim miles through black river sludge before surfacing to be heard, and most of them drowned somewhere along the way.”•	“I’m so afraid of looking at you and not knowing who you are.”•	“Prioritizing hurt, a reminder that the clock was ticking, that some things would be left undone.”STILL ALICE is worth reading if for no other reason than that it creates empathy. Which is what all good fiction should do. The reader is terrified, and torn up as we experience from Alice’s point of view what is in her mind verses what she is able to communicate. I can’t say that it was an enjoyable read, although I was always engaged in the text when I picked it up, but it is a worthy one. I am very glad this book was written and has found an audience....more",Notes are private!,0,36,1,"Nov 27, 2022","Dec 03, 2022","Nov 27, 2022",,Paperback,view (with text),/book/show/5936882-still-alice
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unwrapping the Names of Jesus: An Advent Devotional,"Ciuciu, Asheritah*",0802416721,9780802416728,0802416721,128        pp,4.31,"1,169","Jun 19, 2015","Oct 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Most Christians agree that Christmas is all about Jesus, yet few of our calendars would reflect that priority.”I heard about this Advent devotional s“Most Christians agree that Christmas is all about Jesus, yet few of our calendars would reflect that priority.”I heard about this Advent devotional somewhere and I decided that it would be a good supplement for my daily devotional reading during the Christmas season. It has 5 entries for each of the four weeks of Advent, and also weekly activities that the reader can do with others, or on their own.Two entries really stick out in my mind after completion. Week Two, Day Two-Jesus is the Truth is great reading, and theologically profound. Week Four, Day Five- Jesus is the Lamb of God is an excellent entry.There are times where the author, Asheritah Ciuciu, refers the reader back to a website that was created to accompany the text. This happens during the activities portion of each week. That is not a bad thing, I just ignored it. Perhaps there are good supplemental materials there. I’m glad I read UNWRAPPING THE NAMES OF JESUS, mainly because it was yet another daily reminder of what the focus should be during the holiday season....more",Notes are private!,0,20,1,"Nov 27, 2022","Dec 25, 2022","Nov 27, 2022",,Hardcover,view (with text),/book/show/34002208-unwrapping-the-names-of-jesus
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All's Well That Ends Well,"Shakespeare, William",0812969375,9780812969375,0812969375,218        pp,3.61,"18,469",1604,"Sep 13, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Love all, trust a few, do wrong to none.” In giving this play 4 stars, I am comparing it against Shakespeare's other work, not against any other writ“Love all, trust a few, do wrong to none.” In giving this play 4 stars, I am comparing it against Shakespeare's other work, not against any other writer. This is supposedly one of Shakespeare's ""problem plays"", but I don't see the problem. We have characters who have extreme emotions (a favorite Shakespeare motif) and some situations that border on ridiculous, but the emotion and heart of the conflict reflects reality in a way that only Shakespeare can produce.Plot, in short-Helena loves Bertram, a man who is her social superior. He spurns her. She later uses medical skills learned from her deceased father to heal the ailing king, who promises her anything for her service. She wants Bertram, he is forced to marry her, and then flees to war. She follows, and tricks him into recognizing her worth. Although modern audiences may balk at Helena's throwing herself at a man who disdains her, we must remember that Helena is in love, and thus, not always rational. Love wants its desires, not practical realities. Some highlights:ALL’S WELL includes a wonderful Shakespearian character in Parolles. The man is a coward, a fool, and a braggart. The irony (and joy) of his character is that he knows and accepts these faults in himself. Despite his poor qualities, he is really the most honest character in this work. Read this play if for no other reason than to introduce yourself to this this great character. Act 1:3 is a delight to read. Witty comic dialogue, and some beautiful language, especially as it relates to love is to be found there.I love the character of the Countess of Rossillion, the mother of Bertram. She is probably the best older woman’s part that Shakespeare wrote. Quotes:•	“Our remedies oft in ourselves do lie, which we ascribe to heaven.”•	“I am driven on by the flash, and he must needs go that the devil drives.”•	“It is the show and seal of nature’s truth, where love’s strong passion is impressed in youth.”•	“Honors thrive, when rather from our acts we them derive than our foregoers.”•	“The devil it is that’s thy master.”•	“Methink’st thou art a general offence, and every man should beat thee.”•	The soul of this man is his clothes. Trust him not in matter of heavy consequence.”•	“I find my tongue is too foolhardy.”•	“Simply the thing I am shall make me live.”•	“Praising what is lost makes the remembrance dear.”Existential questions about self-worth and the paradoxical nature of humanity are the real crux of this play, and once again, Shakespeare shows us what it means to be human. As one character says in Act IV, ""The web of our life is of a mingled yarn, good and ill together…” ALL’S WELL THAT ENDS WELL demonstrates this in the dual nature of almost every character and plot device.The new RSC Modern Library editions of the plays of Shakespeare are a quality trade paperback edition of the works of the Bard. This edition includes an essay on the performance history of the piece, and interviews with directors Gregory Doran and Stephen Fried. Mr. Fried’s answers give excellent insight into the play. Be sure to read them.The Modern Library edition also includes a scene-by-scene analysis, which can help point out an image or symbol you might have missed. The edition also includes a nice “Further Readings” list specifically for this play. Frankly, all of the extra essays allow you to dive into the world of the play, and it is all included in one text....more",Notes are private!,0,28,1,"Oct 21, 2022","Oct 31, 2022","Oct 21, 2022",,Paperback,view (with text),/book/show/10987005-all-s-well-that-ends-well
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death and the King's Horseman,"Soyinka, Wole",0393322998,9780393322996,0393322998,77        pp,3.80,"4,588","Jan 01, 1975","Apr 17, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Life is honor. It ends when honor ends."" (2.5 stars)I never would have read DEATH AND THE KING’S HORSEMAN if I were not about to see it in profession“Life is honor. It ends when honor ends."" (2.5 stars)I never would have read DEATH AND THE KING’S HORSEMAN if I were not about to see it in professional performance in a few days. I am glad that I am seeing a production, which I am hoping will only enhance my appreciation of the text. As it stands today, I am not sure what I think about this play. I freely admit that there are moments in it that I am sure went right over my head. The plot in brief- a Yoruba tribal king has died. His horseman is supposed to commit ritual suicide 30 days after the death. The colonial forces in Nigeria get wind of it, and attempt to stop it.I feel this piece is metaphysical, maybe a bit political. It definitely deals with the idea of the traditional, and its power. I am just not sure I cared all that much for the mash up. At least as it was done in this text.Quotes:•	“What a thing it is, that even those we call immortal should fear to die.”•	“Who does not seek to be remembered?”•	“Because he could not bear to let honor fly out of doors, he stopped it with his life.”•	“Should voyagers not travel light?”The ending of the play is quick, and theatrically efficient. I’m not sure what I think of it (noticing a theme here) but it does seem appropriate.Once I see this in performance, I think my feelings about DEATH AND THE HORSEMAN, either positive or negative, will be more settled.POSTSCRIPT-I have now seen the play in performance. I was not a fan of the production, and it actually decreased my appreciation for the text. I am going to forget the production and try to remember the read....more",Notes are private!,0,32,1,"Oct 16, 2022","Oct 16, 2022","Oct 16, 2022",,Paperback,view (with text),/book/show/505556.Death_and_the_King_s_Horseman
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pericles,"Shakespeare, William",081296943X,9780812969436,081296943X,224        pp,3.44,"8,056",1608,"Apr 10, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Tell thy story.” (3.5 stars)PERICLES is an episodic play, very Dickens like in its large cast of characters, sprawling locales, and spanning many yea“Tell thy story.” (3.5 stars)PERICLES is an episodic play, very Dickens like in its large cast of characters, sprawling locales, and spanning many years. The first two acts of the play are generally considered to have been written by George Wilkins, and one can clearly see Shakespeare’s pen at work in the last three acts. And the play works. It is enjoyable to read (again, especially the last 3 acts) and fun to watch performed.I gave PERICLES a 3.5 star rating compared to other Shakespeare, not to literature as a whole. The Bard is in a class of his own.The text boasts many interesting supporting characters, but one of my favorites is Dionyza, the prototypical jealous evil queen/stepmother out of fairytales. Her silky fake sweetness is a delight to read. In a play full of intriguing supporting players, she stands out.Like most of Shakespeare, PERICLES has some moments that seem especially relevant to our times. In Act 4:2 pimps in a brothel discuss their female acquisitions and the scene is one of the most disturbing in Shakespeare. Considering the modern sex trade, it is eerily present day. It is skin crawling, and Shakespeare spares no subtly while having the characters detail their view of females and the commodity of sex. His making one of the pimps a female ups the queasiness in the scene even more.Contrasting this is Act 5, which is one of the most tender in all the Bard’s output. I would say it is almost perfect. His last plays had a resounding sentimentality much greater than his earlier work. Personally, I like those moments very much. They are full of grace. I love that.Quotes:•	“I thank thee, who hath taught my frail mortality to know itself.”•	“Few love to hear the sins they love to act.”•	“One sorrow never comes but brings an heir, that may succeed as his inheritor.”•	“One sin, I know, another doth provoke: murder’s as near to lust as flame to smoke.”•	“We do not look for reverence but for love…”•	“Wind, rain, and thunder, remember earthly man is but a substance that must yield to you.”•	“How well this honest mirth becomes their labor.”•	“Opinion’s but a fool that makes us scan the outward habit for the inward man.”•	“Virtue and cunning were endowments greater than nobleness and riches.”•	“Pray, but be not tedious, for the gods are quick of ear.”•	“No visor doth become black villainy so well as soft and tender flattery.”•	“Thou art a piece of virtue.”PERICLES is an epic adventure, spread out over 14 years, ending with grace, reunification and redemption which makes for a very satisfying conclusion. It is a very pleasing read.The RSC Modern Library editions of the plays of Shakespeare are a quality trade paperback edition of the works of the Bard. This edition contains an Introduction that is mainly a recap of various critical traditions as they relate to this play. It is not too long, and mostly interesting. The Modern Library edition also includes a scene-by-scene analysis, which can help point out an image or symbol you might have missed. The edition also includes a nice “Further Readings” list specifically for this play.Frankly, all of the extra essays allow you to dive into the world of the play, and it is all included in one text....more",Notes are private!,0,21,1,"Oct 09, 2022","Oct 13, 2022","Oct 09, 2022",,Paperback,view (with text),/book/show/13132779-pericles
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peter the Great: His Life and World,"Massie, Robert K.",,,,914        pp,4.14,"22,158",1980,"Oct 12, 1981",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“History may slow its pace, but it does not move backwards.” (4.5 stars)Before picking up this book I knew nothing about Imperial Russia. After readin“History may slow its pace, but it does not move backwards.” (4.5 stars)Before picking up this book I knew nothing about Imperial Russia. After reading PETER THE GREAT: HIS LIFE & WORLD that is no longer the case. As the subtitle indicates this text really focuses on the world around Peter, and how it intersects with his rule over Russia. You will learn about an era, when you read this text, not just a man.A small quibble, the book is organized more by topic than chronologically, and at times it slowed my pace of reading as to avoid confusion. I don’t think that organization aided the book. Some thoughts that have stuck with me from the read-Peter is the one responsible for a Russian Navy. He created it out of nothing. Fascinating to read about.Unlike most Russians of the period, Peter was vastly interested in the wider world, and as a young man he undertook a “Great Embassy”. Traveling incognito (somewhat) through Europe was an amazingly astute thing for a young monarch to do. Peter’s travels to Western Europe were key to bringing Russia into the modern age. Compared to other nations in the late 1600s, Russia was positively medieval before Peter dragged it kicking and screaming into the modern era.Often while reading this book I would find myself getting irritated at Peter’s barbarity, and he could be a tyrant. But then Massie would bring up some of Peter’s more enlightened attitudes. Peter was an autocrat, but he was also lenient about religious practices that did not follow his own, he banned the killing of children who were born deformed (a common practice in Russia at the time), he banned women being forced into compulsory marriage, he worked to bring the rights of Russian women up to the western standards of that age, and many others. Peter, like all of us, was a man of contradictions.Quotes:•	“The most accurate image of Peter the Great is of a man who throughout his life was perpetually curious, perpetually restless, perpetually in movement.”•	“Peter viewed himself as personally responsible for the strengthening of the national economy, but at the same time he understood that private enterprise and initiative were the true sources of national wealth.”Direct quotes of Peter’s:•	“We shall exercise no compulsion over the consciences of men, and shall gladly allow every Christian to care for his own salvation…”•	“Less servility, more zeal in service and more loyalty to me and to the state-this is the respect which should be paid to the tsar.”•	“When the light of learning is lacking, it is impossible that the church should be well run.”This is a long book, and just when I was getting a little sick of Peter, Massie would frequently insert a chapter that focused on the larger historical framework, so that when he would later write something more specific to Peter/Russia the reader had a sense of the larger context of the action. It is effective, broadened the scope of this book, and made for a delightful reading experience.Massie has a few other books about Russian monarchs/history. I will read them....more",Notes are private!,0,49,1,"Sep 22, 2022","Nov 27, 2022","Sep 22, 2022",,Paperback,view (with text),/book/show/860849.Peter_the_Great
