,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Judy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt Water,"Pla, Josep",1939810728,9781939810724,1939810728,310        pp,4.02,40,1966,"Dec 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have had a subscription to Archipelago Books for several years now. I admit, I don’t get to reading all the books they send each year (approximatelyI have had a subscription to Archipelago Books for several years now. I admit, I don’t get to reading all the books they send each year (approximately 12) but I keep plugging away. Salt Water has been on my Archipelago shelf for three years, as I was somewhat daunted by the length. But I learned so much by reading it.First lesson: Do the map study and some research on the area of the world in which the book is set before starting to read.Second lesson: Catalonia, on the northeast shore of Spain, is now a tourist destination but was once a maritime collection of small villages. It is also known as the Costa Brava. During the Franco regime, the Catalan language was forbidden and Josep Pla was heavily censored during that time. He was a journalist and a critic of dictatorship.Third lesson: Life on the coast of the sea is full of fish, fishing, shipwrecks, and all things maritime.Pla is an excellent writer and though I had soon had just about enough about fish, I learned about coral, coral diving, the power of the Mistral winds, and the exploration of shipwrecks. Almost every time the author ventured out on the water, nothing went as planned. But the characters he hung out with were fearless, feisty, and often hilarious.The ten pieces collected here were written in the 1940s after WWII. I don’t imagine I will ever visit Catalonia in this life but after reading Salt Water, I feel I almost have....more",Notes are private!,2,4,1,"Nov 28, 2023","Nov 30, 2023","Nov 28, 2023",,Paperback,view (with text),/book/show/56079523-salt-water
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Their Eyes Were Watching God,"Hurston, Zora Neale",0060199490,9780060199494,0060199490,231        pp,3.98,"347,158",1937,"Oct 24, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 18, 2023",,Hardcover,view,/book/show/885847.Their_Eyes_Were_Watching_God
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fresh Water for Flowers,"Perrin, Valérie",,,B0813Z5ZXF,400        pp,4.28,"72,379","Feb 28, 2018","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 18, 2023",,Kindle Edition,view,/book/show/53140333-fresh-water-for-flowers
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fraud,"Smith, Zadie",0525558969,9780525558965,0525558969,464        pp,3.35,"17,288","Sep 05, 2023","Sep 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I read somewhere that Zadie Smith had vowed never to write a historical novel. Since vows are often made to be broken, she went ahead and wrotI think I read somewhere that Zadie Smith had vowed never to write a historical novel. Since vows are often made to be broken, she went ahead and wrote one. I am glad she did because no one writes quite like Zadie, who is either revered or reviled. I found The Fraud extremely readable and fresh for the way she takes on slavery in Jamaica, voyeurism in 19th century Great Britain, and a woman’s coming to awareness about her life and her complicities.Yes, she goes back and forth in time with no warning; yes, she confounded me about the identity of The Fraud; but she also thrilled me with snarky portraits of famous 19th century authors (especially Charles Dickens) and managed to make court room drama palatable for me. I hate courtroom stories generally.The crowning touch of the novel is Mrs Eliza Touchet. Such a quintessential Zadie Smith character. Watching her come out of her constricted life and silenced thoughts into a wise woman of the world was captivating for me.I read the novel with one of my smaller reading groups and I was the only champion of it. One purely hated it, the other said she learned some things but would not read Zadie Smith again. Oh well, such is the way of things. ...more",Notes are private!,6,14,1,"Nov 18, 2023","Nov 28, 2023","Nov 18, 2023",,Hardcover,view (with text),/book/show/66086834-the-fraud
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,351","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Trust won the 2023 Pulitzer Prize (shared with Barbara Kingsolver’s Demon Copperhead.) It is Hernan Diaz’s second novel. A challenging, thought-provokTrust won the 2023 Pulitzer Prize (shared with Barbara Kingsolver’s Demon Copperhead.) It is Hernan Diaz’s second novel. A challenging, thought-provoking puzzle of a book, stories nested within stories like a nesting doll, set in the Gilded Age of the 1920s and 1930s, it presents a compelling look at the beginnings of capital as the engine for finance in America.Hernan Diaz has an additional agenda though. He dissects the question of who is telling a story, which story is the dominant one, and who or what has been altered or erased in differing versions? Therefore, the reader needs to pay close attention to the various parts of the novel and how they are related.I read this for a reading group and was concerned that it would be found unreadable or unlikeable by many of the members. Surprise! They were mostly all up for the challenge and appreciative of the author’s method. As was I....more",Notes are private!,3,17,1,"Nov 12, 2023","Nov 18, 2023","Nov 12, 2023",,Hardcover,view (with text),/book/show/58210933-trust
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wren, the Wren","Enright, Anne",1324005688,9781324005681,B0BWGJ8WQB,283        pp,3.58,"5,393","Sep 19, 2023","Sep 19, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have now read four of Anne Enright’s eight novels. I always find them to be beautifully written and full of the idea that trauma in childhood can beI have now read four of Anne Enright’s eight novels. I always find them to be beautifully written and full of the idea that trauma in childhood can be understood and somewhat overcome in adulthood. What surprised me in The Wren, the Wren was how well she relayed the realities of life for 21st century young women, while still fleshing out the Irish ways of families.Another aspect of her books I always enjoy is the intimacy of family life she uses to show societal malfunction as it plays out in her characters. In this novel she covers three generations of women, the wife of a fictional famous Irish poet, the daughter and the granddaughter. At first the granddaughter, Nell, seems to be the main character and the one with the trauma. As it turns out, Carmel, the daughter, has enough trauma in her past to win the woman with the most trauma award. But when Carmel takes over the narrative, it becomes apparent that the chain of trauma began with the wife of the poet. As the poet would say about his failed marriage: “his wife got sick and the marriage did not survive.” In point of fact, he left his wife while she was sick. And the daughter Carmel was forever after working around that fact.There is abuse of many forms in the story. Some readers have found it excessive and even I found it disturbing. But, as always, in her beautiful sentences, even in the poems of the grandfather which must have been written by Anne herself, the story of how trauma is passed on and how a bright young woman named Nell works her way out of and through it becomes a beautiful thing. ...more",Notes are private!,0,13,2,"Nov 10, 2023not set","Nov 12, 2023not set","Nov 10, 2023",,Hardcover,view (with text),/book/show/77265006-the-wren-the-wren
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paradise        (Beloved Trilogy, #3)","Morrison, Toni",0452280397,9780452280397,B007CIHO02,318        pp,3.85,"27,013","Dec 24, 1997","Apr 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read all of Toni Morrison’s novels over the years but am rereading them. I first read Paradise in 2001! As with all the rereads I am doing, thiI have read all of Toni Morrison’s novels over the years but am rereading them. I first read Paradise in 2001! As with all the rereads I am doing, this was rewarding and gave me a deeper understanding. I have concluded that when I first read these novels I was lacking in my knowledge of Black lives and my ability to assimilate literary fiction. Toni Morrison won the Nobel Prize for literature in 1993, the first Black woman to win. Paradise was the novel she published after winning the prize. It made the top ten on the bestseller list that year. The last sentence I wrote in my reading log after finishing the book this time: “She goes everywhere, manipulating many stories, characters and issues like a top orchestra conductor and composer.” Yes, that is what she did!I was quite confused on my first reading of this novel. This time I paid more attention and found an immensely helpful character list on Wikipedia. Ruby is an all-black town in Oklahoma, founded by the sons of a man who had created an earlier all-black town called Haven. The history of these towns is revealed gradually throughout the novel. It is a history of the Reconstruction era, post-Civil War, when the emancipated slaves had a time of freedom until those freedoms were again severely restricted. It is now 1976 and the grandchildren of the original founders are questioning everything, as young people do. Turmoil reigns amid the rigid hierarchies and iron control of the town’s leaders. Then there is the Convent: another kind of haven for women who have had traumatic lives and are being protected by Connie, an adoptee of its former Mother Superior. The four young women whom Connie has accepted there are wild, broken, sometimes hysterical and fall into a mystical kind of coven. Of course, the male leaders of Ruby decide they must be eliminated.The novel opens with a gruesomely violent scene and concludes with the outcome of that violence. All the rest is revealed throughout the story. It is not a hopeful tale because even today, despite some more progress having been made concerning racism in America, Black lives are still at risk every day. As James Baldwin made clear, racism produces a kind of madness in both the discriminated against and the discriminator. This kind of oppression can be found around the world in every land where humans have perpetrated conquest, colonialism, and genocide. Is it beneficial to confront, to study, to understand this madness? I suppose that depends on who you ask, who can find hope in an increased understanding of the human condition. I am not sure that even Toni Morrison found hope, but she certainly did add to the exposition of our human condition. She also paved the way for many Black voices in American literature to come into print. Apparently, she had strong religious beliefs and I hope that means she is now a saint....more",Notes are private!,6,11,1,"Nov 08, 2023","Nov 10, 2023","Nov 08, 2023",,Paperback,view (with text),/book/show/5198.Paradise
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water-Method Man,"Irving, John*",034541800X,9780345418005,034541800X,272        pp,3.38,"12,810",1972,"Jun 23, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read 10 of Irving’s novels but I missed some along the way. The Water-Method Man is his second novel and is as excellent as all the others I haI have read 10 of Irving’s novels but I missed some along the way. The Water-Method Man is his second novel and is as excellent as all the others I have read. I think readers either love Irving or dislike him. I love his books, each and every one I have read. Astonishingly, he is as good as he gets in even this second one.Fred Bogus Trumper, whose friends call him Bogus, has been a graduate student at Iowa for longer than he should be. He has a wife, a son, and a girlfriend. He also has a birth defect in his urinary tract. So there you have pretty much all the Irving ingredients: family, marriage, friends and medical issues. Bogus is as weird as Owen Meany, as anxious as Garp. He bumbles though daily life with less than optimum results but as a reader I never thought of giving up on him.Another aspect of John Irving’s novels that pleases me is the way his main characters manage by the end of each tale, to turn their weaknesses into a livable life. I like that idea because usually we are taught that we must overcome our weaknesses if we want to be happy, rich, successful, etc. Fred Bogus Trumper just keeps on with his life, his aspirations, and his talents and comes out fine, though neither he nor the reader nor his wife nor his girlfriend thought he ever could....more",Notes are private!,2,3,1,"Nov 02, 2023","Nov 08, 2023","Nov 02, 2023",,Paperback,view (with text),/book/show/4657.The_Water_Method_Man
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Impudent Ones,"Duras, Marguerite",162097651X,9781620976517,162097651X,256        pp,3.27,324,1943,"Mar 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was Marguerite Duras’s debut novel. It was only translated into English in 2021, though it was first published in 1943. The publishing history isThis was Marguerite Duras’s debut novel. It was only translated into English in 2021, though it was first published in 1943. The publishing history is quite a tale. Duras wrote the book in 1941 and submitted it to Gallimard, the major French publishing house both then and now. They declined the manuscript though Raymond Queneau was a reader there and found it good. He later became a great friend of Marguerite. Finally another house, Plon, published the novel in 1943. Marguerite was strongly influenced by Emily Bronte’s Wuthering Heights, also by George Sand and Zola, 19th century writers. She wrote the book in that style thinking it was what was required for a literary novel. The rest of her novels have more of her unique voice but The Impudent Ones was, like most of her novels, taken from the experiences of her life: the unsettled existence in Indochina, her domineering mother, her brothers both bad and beloved, and her search for her own personality amid all of that.For many years the author disclaimed this first book but near the end of her life she agreed to allow Gallimard to republish it in French in 1992.I have now read 10 of Duras’s novels and have come to love her writing. At first I read them all out of order and now am filling in the ones I missed. Her themes of troubled family life, an almost crazy mother, a cruel and dissolute brother, and the awakening of her female characters as they come of age, are all evident in this first novel. Her sensitive and vibrant descriptions of the natural world are enough to put the reader right in the story’s location in a French village. The inner turmoil of her main character feels so real that I seemed to going through it with her.				I found The Impudent Ones to be as wonderful as all the others I have read. Though she hued so closely to those earlier writers, her unique qualities as a novelist come through entirely....more",Notes are private!,3,3,1,"Oct 25, 2023","Nov 02, 2023","Oct 25, 2023",,Hardcover,view (with text),/book/show/55948365-the-impudent-ones
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Chatterley's Lover,"Lawrence, D.H.",014303961X,9780143039617,014303961X,400        pp,3.50,"125,611",1928,Dec 2019,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Banned for over 30 years in Great Britain and the United States, Lawrence's novel about his sexual theories has become famous. Lady Chatterley, marrieBanned for over 30 years in Great Britain and the United States, Lawrence's novel about his sexual theories has become famous. Lady Chatterley, married to a man paralyzed physically and emotionally in World War I, falls in love with the gardener. They have a passionate affair.The writing is not good, in my opinion, but all feminists thank the author for putting forth the idea that women should enjoy sex and have orgasms.I reread this a few years ago for one of my reading groups. It sparked a lively discussion! The youngest member of the group wondered what all the fuss was about. The ban was lifted in the United States in 1959 and Lady Chatterley's Lover was the #5 bestseller in that year. I recall reading the book while on a babysitting job in the early 60s when I was a teenager trying to learn about sex.When is the first time you read it? ...more",Notes are private!,2,1,3,not setnot setnot set,"Jun 25, 2005not setnot set","Oct 18, 2023",,Paperback,view (with text),/book/show/49583709-lady-chatterley-s-lover
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Museum of Human History,"Bergman, Rebekah*",1953534910,9781953534910,1953534910,256        pp,3.53,706,"Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read debut novels often: ones from long ago by authors I love and more recent ones, often sent to me by The Nervous Breakdown Book Club. The Museum I read debut novels often: ones from long ago by authors I love and more recent ones, often sent to me by The Nervous Breakdown Book Club. The Museum of Human History was the TNB selection for August, 2023. It is always fascinating to me to find the seeds of what an author will become in a debut novel and this one was no exception.It is wondrously strange and intricately put together with strings of time woven into a tapestry made of words. The characters are all uniquely odd. I longed to know them.Can we hold onto life by not aging? Can time be put on hold? Is a family a microcosm of The Family of Man? So many questions compressed into actions, dreams and losses....more",Notes are private!,3,8,1,"Oct 14, 2023","Oct 20, 2023","Oct 14, 2023",,Paperback,view (with text),/book/show/62972521-the-museum-of-human-history
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Martita, I Remember You/Martita, te recuerdo","Cisneros, Sandra",0593313666,9780593313664,0593313666,128        pp,3.72,"1,499","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read Caramelo by this author but not her most well-known novel, The House on Mango Street. I had some problems with the book I did read though I have read Caramelo by this author but not her most well-known novel, The House on Mango Street. I had some problems with the book I did read though it gave me insight I had not had before about the trials of a Mexican/American woman. The joy of reading Martita, I Remember You was two fold. One, it is a novella/long short story so I read it in no time. Two, a woman is looking back on her youth when she lived in Paris with several friends. They were all desperately poor and it was always cold. Now the woman is reaching out to one of those friends in letters and pondering the choices she made later. In the paperback edition I read, both the English and Spanish versions are combined. If you read from the front it is English. If you flip the book over and read from the back it is in Spanish. I, of course read the English. The author is living in Chicago, trying to renovate her apartment. She digs out letters from Martita and falls into remembering the Paris adventure. It is so bittersweet, trying to reconnect with an earlier self and earlier friends. Who was that young woman so full of hope for an adventurous life? Who is this grown woman with a husband who is almost OK, with children and unfulfilled dreams? The difficulties of reigniting a connection with friends from another long-gone part of one’s life was so real to me.The writing is fragmentary but evocative of that portion of life, of dreams, of stubbornness, of willing to go through almost anything to achieve a goal, of first sexual encounters (not love), and finally of the sweet confusion when facing what she has now. Very much a woman’s story....more",Notes are private!,1,3,1,"Oct 11, 2023","Oct 14, 2023","Oct 11, 2023",,Paperback,view (with text),/book/show/57499872-martita-i-remember-you-martita-te-recuerdo
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. Sax,"Kerouac, Jack",0802130496,9780802130495,0802130496,245        pp,3.40,"3,368",1959,"Jan 13, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though this is not a long book, it took me many days to read it. In 1952, Jack Kerouac traveled to Mexico City and lived with William S Burroughs, oneThough this is not a long book, it took me many days to read it. In 1952, Jack Kerouac traveled to Mexico City and lived with William S Burroughs, one of his buddies. Over a number of days, possibly the same number of days it took me to read it, he wrote feverishly until Dr Sax was done. After Kerouac published his first novel in 1950, The Town and the City, which got positive s, he felt a need to break out of the narrative style of 1950s literary fiction. He wrote several books that he was not able to get published until after the wild success of On the Road in 1957. Thus, Dr Sax was not published until 1959.In a paradox that perhaps defined the man, the books he had poured his new freer style into were suddenly seeing publication, but the public attention drove him deeper into an elusive search for spiritual understanding and finally into depression and despair.In any case, Dr Sax tells the underside of his childhood only somewhat covered in The Town and the City. As I read as much as I could absorb each day, I became accustomed to his voice and style to the point that I fell under his spell. Just about everything I have read by Kerouac so far has had that effect on me.He is remembering his childhood from that child’s point of view with all the influences of his family, the Catholic Church, his friends, his reading, his dreams and nightmares. He had imaginary heroes of which Dr Sax was the most mythical. Scenes of baseball games, wild romps through the town where he grew up in New Hampshire, a major flood on the Merrimac River that ran through Lowell, and most of all encounters with Dr Sax, fill the pages in Kerouac’s unique style. That style is a cousin to stream of consciousness with the rhythms of jazz, almost like a scat at times. Was this all a dream of Jack’s? Was it a battle of good versus evil? In the end Dr Sax says “The Universe disposes of its own.” For Jack, the book was a step to finding his own voice. Having read the Tao Te Ching numerous times, I felt this book was an American version in some mysterious way. ...more",Notes are private!,0,4,1,"Oct 08, 2023","Oct 11, 2023","Oct 08, 2023",,Paperback,view (with text),/book/show/311712.Dr_Sax
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Martian Time-Slip,"Dick, Philip K.",0679761675,9780679761679,0679761675,262        pp,3.78,"13,204",Apr 1964,"May 30, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Why do I read Philip K Dick? I have now read 14 of his early books. I read them because I have always enjoyed reading science fiction. I read them becWhy do I read Philip K Dick? I have now read 14 of his early books. I read them because I have always enjoyed reading science fiction. I read them because despite all the claims that he was weird, perhaps mentally ill, he is revered by many writers I admire, particularly Jonathan Lethem. Martian Time-Slip takes place on Mars but is not much like Ray Bradbury’s. I have not read many other books set on Mars though I will be doing so. I don’t have a clear view of why Mars is so attractive to sci fi writers but I plan to find out. PKD uses the planet as a setting to explore quite a few topics such as colonization, politics, capitalism, mental health, indigenous peoples, and marriage. Except for religion, he put most of his obsessions into Martian Time-Slip.I also found a big leap in the quality of his writing. Some of his earlier books were just too much like slapstick for me though still entertaining. The Man in the High Castle was his first effort to enter the fray of mainstream fiction. He could not find a mainstream publisher for that one, but it did win a Hugo in 1963. When Martian Time-Slip was finally published by Ballantine, he was still in the sci fi ghetto, as he put it.But his Mars, with its severe lack of water and sandy surface, with Jack Bohlen who is a former schizophrenic, with the autistic kid Manfred and Dr Glaub the psychiatrist, with Arnie Kott the head of the water workers union, has many of the elements of life on Earth including a money making scam to build a major apartment complex in the Martian mountains. That scam, by the way involves using the autistic kid to tell them the future. Then the Indigenous Bleekmen get involved and the tale veers into almost horror, as they and Manfred produce visions of destruction and chaos. It is quite a feat of plotting, characters and societal issues. I think this is my favorite so far....more",Notes are private!,0,2,1,"Oct 05, 2023","Oct 08, 2023","Oct 05, 2023",,Paperback,view (with text),/book/show/697251.Martian_Time_Slip
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,033","Aug 08, 2023","Aug 08, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book as much as I have loved all of the James McBride novels I have read. I also felt it tied in somewhat with The Color of Water, his meI loved this book as much as I have loved all of the James McBride novels I have read. I also felt it tied in somewhat with The Color of Water, his memoir of growing up Black and Jewish, his uber-strong Jewish mother and her influence on him.What I loved most about The Heaven & Earth Grocery Store was the ways he showed that people with different ethnicities and struggles can and do come together to solve problems even while maintaining their differences. A good reminder in these odd times for Americans. Of course, I also loved Dodo, Chona and the woman (whose name I forget) who cared so lovingly for both Chona and Dodo....more",Notes are private!,0,14,1,"Oct 02, 2023","Oct 05, 2023","Oct 02, 2023",,Hardcover,view (with text),/book/show/65678550-the-heaven-earth-grocery-store
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Radiant: The Dancer, The Scientist, and a Friendship Forged in Light","Heinecke, Liz",1538717360,9781538717363,1538717360,336        pp,3.88,204,"Feb 16, 2021","Feb 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I was a kid, I loved reading biographies about famous women: Amelia Earhart, Clara Barton, Marie Curie, etc.Radiant is about Marie Curie and a daWhen I was a kid, I loved reading biographies about famous women: Amelia Earhart, Clara Barton, Marie Curie, etc.Radiant is about Marie Curie and a dancer I'd never heard of, Loie Fuller. These two women developed a lasting cooperative friendship and both broke barriers in early 20th century Paris. The author of this arresting story runs an online educational platform for kids. She posts science related activities that can be done in the kitchen. She has a master's in bacteriology and has worked as a scientific researcher. It turns out she is also a skilled historical researcher.Thus, Radiant is well-grounded in facts and in the scientific advances made by her dual subjects. She created dialogue between them from reading their letters. This is called creative nonfiction. I was impressed by how smoothly Liz Heinecke melded all this together.I read the book for a reading group. Some of the members felt the writing was too juvenile. But when I was a young adult struggling to pass my science courses, I would have loved reading about the challenges these two women faced and overcame. Since I still struggle with scientific concepts, I loved the book now!Marie Curie was the first woman to win a Nobel Prize for science, ever. In fact she won two of them plus raised two daughters in Paris while spending hours in her lab. She had the support of Pierre, her husband, but still did all the cooking, etc. Loie Fuller advanced live dance performance with her incredible radium painted costumes, radium which she procured from Marie. She had the support of her longtime female partner. Marie and Loie maintained their friendship for decades.I also loved how the book incorporates the scientists, artists and performers of the time. Both of these women were tough as nails and managed to get around when life was about one thousand times more inconvenient than today.A great story of female friendship and mutual support....more",Notes are private!,5,5,1,"Sep 28, 2023","Oct 02, 2023","Sep 28, 2023",,Hardcover,view (with text),/book/show/53916133-radiant
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,458","Aug 01, 2023","Aug 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Three of the four reading groups I attend chose Tom Lake this month! Ann Patchett is a favorite author of mine and clearly of women readers in generalThree of the four reading groups I attend chose Tom Lake this month! Ann Patchett is a favorite author of mine and clearly of women readers in general.I liked Tom Lake but did not love it as much as I have most of her other novels. My all-time favorite is The Patron Saint of Liars. Because this story is so tied in with the play, Our Town, I had to roll my eyes. I find Our Town the most boring play I was ever forced to read/watch during my school years. Perhaps if I loved the play as much as the author does, I might have gotten more out of the novel.I did love the setting of the cherry orchard farm in Michigan because I have spent time in that area often. It is a beautiful, almost magical, area of the state I have visited almost every year of my life.The main quandary of the story seemed to be how much do you tell your children about your younger years? How much do you keep to yourself? Ann Patchett handled that well.I was happy for the main character that she found so much contentment as a wife and mother but I felt a bit wistful that she had to settle for slaving away in an orchard instead of blazing away as an actress....more",Notes are private!,8,21,1,"Sep 22, 2023","Sep 28, 2023","Sep 22, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Could Move Clouds,"Rojas Contreras, Ingrid*",0385546661,9780385546669,0385546661,320        pp,4.06,"3,347","Jul 12, 2022","Jul 12, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The man in the title of this memoir was a Curandero (a folk healer, medicine man, user of herbs or hallucinogenic plants, magic and spiritualism.) He The man in the title of this memoir was a Curandero (a folk healer, medicine man, user of herbs or hallucinogenic plants, magic and spiritualism.) He was the author's grandfather and lived near the mountains of Columbia in South America. If this sounds too far out of your comfort zone, you might want to steer clear.But that would be too bad because in every part of the world where outside colonizers have taken over from an ancient indigenous race, the play book has been similar. Americans live in such a country.Ingrid Rojas Contreras was a nominee for the 2023 Pulitzer Prize for Memoir and Autobiography. Her book centers around a journey she and her mother took from America to Columbia in 2012 with the mission to disinter her grandfather's remains. It is not told in a linear fashion but circles around between the time of the journey to family stories that go back through generations. Are the ""secrets"" of those healers a gift or a curse? What legacy of struggles and familial conflict still resonate in the author's life? The writing sparkles with elements of the magical, lights up the narrative with bittersweet humor, and left me as moved as I've been by Gabriel Garcia Marquez or Isabel Allende. Hard truths about the violence of Spanish conquest, drug lords and a brutal Christian colonial narrative imposed on the country add to the reality of Contreras's Columbian childhood, which was filled with fear and trauma.Finally, with a most subtle feminist slant, the story includes how the author's mother became the first woman in a long line of curanderos to inherit ""the secrets"", the power to heal, to cast out spirits and move the clouds....more",Notes are private!,9,8,1,"Sep 19, 2023","Sep 22, 2023","Sep 19, 2023",,Hardcover,view (with text),/book/show/59411559-the-man-who-could-move-clouds
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butchers Hill        (Tess Monaghan #3),"Lippman, Laura*",0061255718,9780061255717,0061255718,275        pp,3.76,"5,818",1998,"Oct 28, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Laura Lippman is my current favorite mystery/crime writer and I am working my way through her books. Butchers Hill is the third in her Tess Monaghan sLaura Lippman is my current favorite mystery/crime writer and I am working my way through her books. Butchers Hill is the third in her Tess Monaghan series in which Tess has begun working as a private investigator.On the first day in her new office she is immediately immersed in old secrets around the murder of a foster care kid that occurred five years ago. In this tale of corruption in the foster care system of Baltimore, MD, Tess unearths a trail of events that even include her own family.These books will take me from the late 1990s to the second decade of the 21st century. As Sara Paretsky has brought Chicago crime to light in her V I Warshawski novels, Laura Lippman shows us a similar situation in her home city. Tess Monaghan is a complex character full of smarts and foibles. I am enjoying her efforts to get her skills together as she fights the darker side in the city she loves....more",Notes are private!,0,4,1,"Sep 16, 2023","Sep 19, 2023","Sep 16, 2023",,Hardcover,view (with text),/book/show/3291807-butchers-hill
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Community Board,"Conklin, Tara*",0062959379,9780062959379,0062959379,272        pp,3.34,"6,039","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A great read and the March 2023 selection of The Nervous Breakdown Book Club. Darcy, a nearly 30-year-old woman, has lost her husband to another womanA great read and the March 2023 selection of The Nervous Breakdown Book Club. Darcy, a nearly 30-year-old woman, has lost her husband to another woman. She heads home to her parents' house in a small western Massachusetts town to nurse her emotional wounds.What she finds there is an empty house. Her parents are in New Mexico trying out the climate but had forgotten to tell her. So Darcy goes into a funk reminiscent of Ottessa Moshfegh's My Year of Rest and Relaxation. Darcy, however, is a quite different character and eventually gets pulled into her community through one of those neighborhood apps.The whole story is a tragicomedy that reads quickly and made me laugh out loud many times. This is a not mushy or saccharine or unreal story about the power of people squabbling through their communal problems to make their town a better place for all. Tara Conklin makes one believe such a thing could happen....more",Notes are private!,2,4,1,"Sep 13, 2023","Sep 16, 2023","Sep 13, 2023",,Hardcover,view (with text),/book/show/61193944-community-board
