,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Erika's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Wand: The Magic and Mayhem of Growing Up a Wizard,"Felton, Tom",1538741369,9781538741368,1538741369,288        pp,4.30,"108,771","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well this was shockingly fantastic! I wasn’t sure what to expect from the memoir of someone I barely “know,” but as it turns out, Tom is a gifted and Well this was shockingly fantastic! I wasn’t sure what to expect from the memoir of someone I barely “know,” but as it turns out, Tom is a gifted and hilarious storyteller. I laughed out loud more times than I can count. He tells stories with such kindness and honor, it was a pleasure to read each page. I truly think anyone would love this, regardless of HP fan status. And I insist that you get a physical copy of the book so that you don’t miss out on the pages of glossy photos!!...more",Notes are private!,0,6,1,"Jan 31, 2023","Feb 03, 2023","Jan 31, 2023",,Hardcover,view (with text),/book/show/61062194-beyond-the-wand
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rock Paper Scissors,"Feeney, Alice*",,,B08QGLNSFK,297        pp,3.93,"423,040","Aug 19, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a GREAT thriller!! I definitely enjoyed it. It was fast paced and kept me guessing the whole time. I halfway guessed one or two of the twistsThis was a GREAT thriller!! I definitely enjoyed it. It was fast paced and kept me guessing the whole time. I halfway guessed one or two of the twists, but most of them were total surprises, which was really fun. I have to take off a star because I felt like a few things were not explained and felt like loose ends, but it doesn’t matter. Such a good thriller!...more",Notes are private!,0,1,1,"Jan 29, 2023","Jan 30, 2023","Jan 29, 2023",,Kindle Edition,view (with text),/book/show/57026221-rock-paper-scissors
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Biz,"Nović, Sara*",0593241509,9780593241509,0593241509,386        pp,4.09,"64,517","Apr 05, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WHOA! This was SO GOOD! I just received the education I didn’t know I needed about Deaf history and culture and WOW. I learned a ton. The writing was WHOA! This was SO GOOD! I just received the education I didn’t know I needed about Deaf history and culture and WOW. I learned a ton. The writing was fantastic, the story was fast and enthralling, and the ASL lessons in between chapters were truly enlightening. Everything about this was great. Actually, I didn’t love how it ended, but that’s such a minor detail it can’t impact my overall opinion of the book. I highly recommend!...more",Notes are private!,0,4,1,"Feb 18, 2023","Feb 19, 2023","Jan 28, 2023",,Hardcover,view (with text),/book/show/58395049-true-biz
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We All Want Impossible Things,"Newman, Catherine*",0063230895,9780063230897,0063230895,224        pp,4.01,"28,354","Nov 08, 2022","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2023",,Hardcover,view,/book/show/60410002-we-all-want-impossible-things
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Astrophysics for People in a Hurry,"Tyson, Neil deGrasse *",0393609391,9780393609394,0393609391,223        pp,4.08,"179,155","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was equal parts fascinating and completely over my head.,Notes are private!,0,2,1,"Jan 19, 2023","Jan 28, 2023","Jan 19, 2023",,Hardcover,view (with text),/book/show/32191710-astrophysics-for-people-in-a-hurry
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Too Hot to Handle        (Romancing the Clarksons, #1)","Bailey, Tessa*",1538740869,9781538740866,1538740869,336        pp,3.32,"21,577","May 17, 2016","Jun 21, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alright, well. Thus far in my reading life, my occasional tendency to pick a book solely by the cover has gone pretty okay. Like a solid cover usuallyAlright, well. Thus far in my reading life, my occasional tendency to pick a book solely by the cover has gone pretty okay. Like a solid cover usually translates to at least a 3 star book. Butttttt this one broke my streak. I'll be real honest and say not only did I select this book, but ALL FOUR BOOKS in the series when I saw them on a table at my library- those neon covers SPOKE to me. The ""plot"" however, DID NOT. This was just absolutely worthless. I'm sorry. I think I technically DNFd this one but I skim-read over 50% and killed 80 billion brain cells and didn't read anything ELSE during that time because this ridiculous eye-roll-fest of a book took up all my time, so yeah, I'm counting it. And I'm immediately returning all four to the library, goodbye. I love a light, silly book. I enjoy a spicy book! I adore a neon cover. This was....well, it had a neon cover. That was the best part. The end....more",Notes are private!,0,2,1,"Jan 10, 2023","Jan 17, 2023","Jan 10, 2023",,Paperback,view (with text),/book/show/61237152-too-hot-to-handle
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nora Goes Off Script,"Monaghan, Annabel*",0593420039,9780593420034,0593420039,272        pp,4.12,"125,376","Jun 07, 2022","Jun 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Absolutely perfect!! I loved everything about this one. Light but not vapid, self-aware and sweet…just top of the genre!!",Notes are private!,0,3,1,"Jan 07, 2023","Jan 09, 2023","Jan 07, 2023",,Hardcover,view (with text),/book/show/58988426-nora-goes-off-script
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Housemaid        (The Housemaid, #1)","McFadden, Freida*",,,B09TWSRMCB,338        pp,4.33,"1,064,774","Apr 26, 2022","Apr 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was fun!! It was absolutely a remix of about 4 other thrillers I’ve already read, but who cares? It moved quickly and I couldn’t wait to see how This was fun!! It was absolutely a remix of about 4 other thrillers I’ve already read, but who cares? It moved quickly and I couldn’t wait to see how it ended! ...more",Notes are private!,0,1,1,"Jan 06, 2023","Jan 06, 2023","Jan 06, 2023",,Kindle Edition,view (with text),/book/show/60556912-the-housemaid
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night of Many Endings,"Payne, Melissa*",1542029244,9781542029247,B08TWSW6D5,299        pp,4.14,"19,863","Oct 19, 2021","Oct 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, this was wonderful! I loved the characters, the premise, the night of the storm, their growth after the storm...just a cozy delight.",Notes are private!,0,1,1,Jan 2023,"Jan 06, 2023","Jan 01, 2023",,Kindle Edition,view (with text),/book/show/57131930-the-night-of-many-endings
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Humans,"Haig, Matt*",1476727910,9781476727912,1476727910,285        pp,4.08,"124,178","May 09, 2013","Jul 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2022",,Hardcover,view,/book/show/16130537-the-humans
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Yet: Poems,"Baer, Kate*",0063115557,9780063115552,0063115557,112        pp,3.98,"5,693","Nov 10, 2022","Nov 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The perfect book with which to end 2022. Kate makes me love poetry, feel feelings…all things that don’t come naturally to me. I love her for it. This The perfect book with which to end 2022. Kate makes me love poetry, feel feelings…all things that don’t come naturally to me. I love her for it. This was excellent. ...more",Notes are private!,0,4,1,"Dec 31, 2022","Dec 31, 2022","Dec 31, 2022",,Paperback,view (with text),/book/show/60409981-and-yet
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Big Nate: In a Class by Himself        (Big Nate Novels, #1)","Peirce, Lincoln",0061944343,9780061944345,0061944343,224        pp,4.24,"49,755","Jan 01, 2010","Mar 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I mean, my kids loved it. Five stars from them. And I loved the audiobook narrator- he worked for every last dollar he got paid.",Notes are private!,0,0,1,"Dec 28, 2022","Dec 30, 2022","Dec 28, 2022",,Hardcover,view (with text),/book/show/7150178-big-nate
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Bright And Beautiful,"Medoff, Jillian*",0063142023,9780063142022,0063142023,336        pp,3.41,"25,029","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Hardcover,view,/book/show/59314715-when-we-were-bright-and-beautiful
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vibrant Years,"Dev, Sonali*",1542036232,,B09QKWJD79,272        pp,3.98,"19,225","Dec 01, 2022","Dec 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this story! I listened to the audiobook and loved each of the narrators- how they made each of the three main characters come alive. I really enjoyed this story! I listened to the audiobook and loved each of the narrators- how they made each of the three main characters come alive. I enjoyed the relationships between Bindu, Aly, and Cullie and felt like the story had a good balance of humor, intrigue, and relationships. ...more",Notes are private!,0,1,1,"Dec 26, 2022","Dec 31, 2022","Dec 26, 2022",,Kindle Edition,view (with text),/book/show/61175551-the-vibrant-years
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Explosive Child: A New Approach for Understanding and Parenting Easily Frustrated, Chronically Inflexible Children","Greene, Ross W.",,,B08NP52GTW,272        pp,4.16,"11,444","Oct 01, 1998","Aug 17, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh wow. Where has this book been my whole life?! Or at least the last few years. This was easy to read, well written, and evidence based. It gently ofOh wow. Where has this book been my whole life?! Or at least the last few years. This was easy to read, well written, and evidence based. It gently offered an excellent new perspective and strategies to try, and I cannot wait to start trying applying what I read to our child with concerning behaviors- to echo the gentle, respectful terminology the author used throughout the book. If the book title sounds like it describes a kid you know- it may be worth your time to read!...more",Notes are private!,0,1,1,"Dec 24, 2022","Dec 26, 2022","Dec 24, 2022",,Kindle Edition,view (with text),/book/show/56313535-the-explosive-child
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One More Thing: Stories and Other Stories,"Novak, B.J.*",0385351836,9780385351836,0385351836,288        pp,3.67,"49,553","Feb 04, 2014","Feb 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I generally liked this, but didn’t love it. Some of the stories were funny, some a little cringe, and many of them simply ‘meh.’ I listened to the audI generally liked this, but didn’t love it. Some of the stories were funny, some a little cringe, and many of them simply ‘meh.’ I listened to the audiobook and really liked BJ’s narration as well as all the other friends that dropped by to narrate parts- it added a lot. ...more",Notes are private!,0,1,1,"Dec 23, 2022","Dec 26, 2022","Dec 23, 2022",,Hardcover,view (with text),/book/show/18007533-one-more-thing
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jingle Wars        (Hollyridge, #1)","Holmes, R.*",,,B0BJW4CYZF,284        pp,3.60,"5,326","Nov 10, 2020","Oct 19, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was just stupid in all ways. I regret every minute I wasted on it and am so mad I’m running so behind on my book challenge that I was forced to fThis was just stupid in all ways. I regret every minute I wasted on it and am so mad I’m running so behind on my book challenge that I was forced to finish it and not DNF the way I should have. Just…not good. ...more,Notes are private!,0,1,1,"Dec 19, 2022","Dec 22, 2022","Dec 19, 2022",,Kindle Edition,view (with text),/book/show/63047513-jingle-wars
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Counterfeit,"Chen, Kirstin*",,,,288        pp,3.49,"86,024","Jun 07, 2022","Jun 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was fantastic!! I listened to the audiobook, which is a dicey gamble for me- I typically don’t love fiction audiobooks. But the narrator was top This was fantastic!! I listened to the audiobook, which is a dicey gamble for me- I typically don’t love fiction audiobooks. But the narrator was top notch (even at 1.25 speed) and the storytelling was just so much fun! Honestly- it has me considering a new life in crime. Keeping my options open, anyway. ...more",Notes are private!,0,2,1,"Dec 19, 2022","Dec 22, 2022","Dec 19, 2022",,Hardcover,view (with text),/book/show/59314709-counterfeit
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faking Under the Mistletoe,"Shepherd, Ashley*",,,B07YL8L7MK,330        pp,3.91,"9,509","Nov 08, 2019","Nov 08, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Meh. It wasn’t terrible, but it was actually good, either. Olivia was just an obnoxious protagonist. I couldn’t really get into her. Her thing with AsMeh. It wasn’t terrible, but it was actually good, either. Olivia was just an obnoxious protagonist. I couldn’t really get into her. Her thing with Asher felt super weird and unbelievable. And I read like 20 trashy romance books per week, so trust me, I don’t require a lot in the “believability” department. If I weren’t on a time crunch to finish my annual reading goal, I would’ve DNFd, but I couldn’t afford to waste reading time, so I finished. I didn’t hate it, I just didn’t like it as much as the 800000000 other books in its genre. ...more",Notes are private!,0,2,1,"Dec 17, 2022","Dec 18, 2022","Dec 17, 2022",,Kindle Edition,view (with text),/book/show/63288401-faking-under-the-mistletoe
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Weeds        (Lovelight, #2)","Borison, B.K.*",,,B09RFWYZ4V,410        pp,3.92,"35,595","Apr 18, 2022","Apr 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was cute, but I liked the first one better. Mainly because the first one was set at Christmas, and that’s what I’m in the mood for.",Notes are private!,0,1,1,"Dec 14, 2022","Dec 17, 2022","Dec 14, 2022",,Kindle Edition,view (with text),/book/show/60233443-in-the-weeds
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lovelight Farms        (Lovelight, #1)","Borison, B.K.*",,,,324        pp,3.92,"97,749","Nov 10, 2021","Nov 10, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was just holiday rom-com perfection! OBVIOUSLY you have to root for the girl who owns the Christmas tree farm and her dreamy BFF-to-lover. It wasThis was just holiday rom-com perfection! OBVIOUSLY you have to root for the girl who owns the Christmas tree farm and her dreamy BFF-to-lover. It was frothy and delightful. Perfect December easy reading!...more,Notes are private!,0,2,1,"Dec 13, 2022","Dec 14, 2022","Dec 13, 2022",,Kindle Edition,view (with text),/book/show/59588514-lovelight-farms
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Resting Scrooge Face,"Quinn, Meghan*",166251042X,,B0BHXK5WC3,80        pp,3.62,"46,812","Nov 29, 2022","Nov 29, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was cute and SUPER short,Notes are private!,0,1,1,"Dec 13, 2022","Dec 13, 2022","Dec 13, 2022",,Kindle Edition,view (with text),/book/show/63077284-resting-scrooge-face
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You'll Never Believe What Happened to Lacey: Crazy Stories about Racism,"Ruffin, Amber",1538719363,9781538719367,1538719363,215        pp,4.43,"20,698","Jan 12, 2021","Jan 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"LOVED this. I’ve never laughed out loud so much at such a deeply awful, important topic. I don’t know how Amber managed to strike the perfect balance LOVED this. I’ve never laughed out loud so much at such a deeply awful, important topic. I don’t know how Amber managed to strike the perfect balance between seriousness and humor, but she did. I listened to the audiobook and it was *chef’s kiss* perfect. Her storytelling and the humor and hilarity in their voices were just wonderful. But also it sounds like there were a lot of photos included in the print version that I really wish I could’ve seen, so I honestly might have to get the print copy just so that I can see them. So I really think you can’t go wrong here no matter what format you read it in. Amber is such a skilled comedian and storyteller, I truly think anyone would enjoy and learn from this book. Five gigantic stars. ...more",Notes are private!,0,1,1,"Dec 09, 2022","Dec 11, 2022","Dec 09, 2022",,Hardcover,view (with text),/book/show/54817546-you-ll-never-believe-what-happened-to-lacey
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,764","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This. Was. Stunning. I had heard great things and had pretty high expectations, and this blew them all away. Kingsolver is an absolute master at creatThis. Was. Stunning. I had heard great things and had pretty high expectations, and this blew them all away. Kingsolver is an absolute master at creating and giving voice to her young protagonists, and I was hooked from the first chapter. This story involved several of my personal niche interests, including foster care, the opioid crisis, and Appalachian culture, and it was simultaneously devastating, eye-opening, and darkly humorous. I couldn’t recommend this more strongly, and the audiobook narration was absolutely A++. I am so glad I bought the audiobook- I plan to relisten to this one again soon. Ten stars. ...more",Notes are private!,4,6,1,"Dec 06, 2023","Dec 19, 2023","Dec 03, 2022",,Hardcover,view (with text),/book/show/60194162-demon-copperhead
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like a House on Fire,"McBrayer, Lauren*",0593331826,9780593331828,0593331826,320        pp,3.82,"4,183","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2022",,Hardcover,view,/book/show/58505133-like-a-house-on-fire
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girls of Paper and Fire        (Girls of Paper and Fire, #1)","Ngan, Natasha*",0316561363,9780316561365,0316561363,385        pp,3.81,"53,873","Nov 06, 2018","Nov 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was excellent! It got off to a slow start for me, but that may have been mostly because I had to start it on audiobook and this is *not* a genre This was excellent! It got off to a slow start for me, but that may have been mostly because I had to start it on audiobook and this is *not* a genre I enjoy listening to. World building is just not something I can manage via my ears. ...more",Notes are private!,0,1,1,Dec 2022,"Dec 05, 2022","Dec 01, 2022",,Hardcover,view (with text),/book/show/34433755-girls-of-paper-and-fire
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Pirate,"Brooks-Dalton, Lily*",1538708272,9781538708279,1538708272,336        pp,4.05,"27,733","Dec 06, 2022","Dec 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well this was exceptional. Deeply haunting, incredibly well written, and so very plausible it kept me up at night. I can tell I’ll be ruminating on thWell this was exceptional. Deeply haunting, incredibly well written, and so very plausible it kept me up at night. I can tell I’ll be ruminating on this one for awhile. This was just incredible and needs to be on everyone’s TBR. ...more",Notes are private!,0,1,1,"Apr 05, 2023","Apr 07, 2023","Dec 01, 2022",,Hardcover,view (with text),/book/show/60468332-the-light-pirate
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Too Long: The Legacy of White Supremacy in American Christianity,"Jones, Robert P.*",1982122862,9781982122867,1982122862,320        pp,4.43,"2,292","Jul 28, 2020","Jun 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2022",,Hardcover,view,/book/show/52764767-white-too-long
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Must Betray You,"Sepetys, Ruta*",198483603X,9781984836038,198483603X,321        pp,4.41,"68,952","Feb 01, 2022","Feb 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh wow, this was GREAT. I am absolutely shocked at how little I know about Romania and the Ceausescu dictatorship. The setting for this historically aOh wow, this was GREAT. I am absolutely shocked at how little I know about Romania and the Ceausescu dictatorship. The setting for this historically accurate work of fiction was absolutely stunning, all the more so since it took place in 1989, while I was a happy, sheltered little first grader. I will absolutely be embarking on a deep dive to learn more about this time period in the European communist countries. This was compelling, well written, and heart wrenching. I absolutely recommend. ...more",Notes are private!,0,1,1,"Apr 03, 2023","Apr 04, 2023","Nov 24, 2022",,Hardcover,view (with text),/book/show/56970272-i-must-betray-you
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Surviving the White Gaze: A Memoir,"Carroll, Rebecca",,,,320        pp,4.06,"2,795","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2022",,Paperback,view,/book/show/42198554-surviving-the-white-gaze
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,355        pp,4.02,"139,072","Aug 30, 2022","Sep 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ohhhhh this was good!! It was quite a slow burn for me- it took me a relatively long time to read, though that was partially due to needing to pause aOhhhhh this was good!! It was quite a slow burn for me- it took me a relatively long time to read, though that was partially due to needing to pause a few times to read other books for book club deadlines. Still, this one kept drawing me back. Under normal circumstances, I would’ve abandoned it- the unfamiliar setting, the slowness of the plot, and having to repeatedly stop reading…all things that normally would have me just giving up. But I couldn’t. Something about it kept pulling me back, and I am SO glad, because towards the end…there is PAYOFF. I did not see the ending coming at all and it was exhilarating and thrilling. Maggie O’Farrell is absolutely brilliant!...more",Notes are private!,0,1,1,"Nov 23, 2022","Dec 11, 2022","Nov 23, 2022",,Hardcover,view (with text),/book/show/60353768-the-marriage-portrait
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Albert Entwistle,"Cain, Matt*",149673775X,9781496737755,149673775X,400        pp,4.06,"11,726","May 27, 2021","May 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, this was delightful! It is essentially one of my absolute favorite literary tropes- a grumpy, lonely older protagonist who has a coming-of-age jouOh, this was delightful! It is essentially one of my absolute favorite literary tropes- a grumpy, lonely older protagonist who has a coming-of-age journey through the help of their lovely, diverse, wacky community. I can probably name 5 books that I love that all follow this pattern, and I'm happy to add Albert Entwhistle to the list. It was a lovely, heartwarming journey and I adored all of his coworkers and neighbors. The only drawback (and this is truly petty and ridiculous) is that it is just SO heavily British (ya know, as it's a British book taking place in Britain written by a British author) that my stunted American English brain had to work (and Google) overtime to work out the British colloquialisms, slang, terms, and so on. This is absolutely an ""it's not you, it's me"" problem, so I'm not holding it against the book at all- it just explains why I stayed a tiny bit emotionally removed and read it a bit slower than I otherwise would've. But overall- absolutely loved it!...more",Notes are private!,0,1,1,"Nov 11, 2022","Nov 16, 2022","Nov 11, 2022",,Paperback,view (with text),/book/show/59427409-the-secret-life-of-albert-entwistle
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love on the Brain,"Hazelwood, Ali*",1408725789,,B09JSDVS8Y,368        pp,3.92,"440,979","Aug 23, 2022","Aug 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was delightful. It was basically exactly the same as The Love Hypothesis, but hey! If the formula works, it works. Don’t mess with a good thing!",Notes are private!,0,0,1,"Nov 10, 2022","Nov 11, 2022","Nov 10, 2022",,Kindle Edition,view (with text),/book/show/59571699-love-on-the-brain
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deep,"Solomon, Rivers*",1534439862,9781534439863,1534439862,166        pp,3.78,"33,590","Nov 05, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was reaaaallly different, absolutely unlike anything else I’ve ever read. It was complicated, dark, challenging, and somehow lovely. The novella This was reaaaallly different, absolutely unlike anything else I’ve ever read. It was complicated, dark, challenging, and somehow lovely. The novella length was absolutely perfect- I recommend reading this in as close to a single sitting as you can. I think taking breaks would make it hard to follow. But my book club had one of our most in-depth discussions ever about this book, so the short length doesn’t mean it is short on content or things to think about! Four and a half stars, only rounding down because it was *a lot* and not purely enjoyable enough to get a five. ...more",Notes are private!,0,2,1,"Nov 08, 2022","Nov 09, 2022","Nov 08, 2022",,Hardcover,view (with text),/book/show/42201962-the-deep
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violin Conspiracy,"Slocumb, Brendan",0593315413,9780593315415,0593315413,345        pp,4.12,"53,046","Feb 01, 2022","Feb 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"AHHHH this was incredible!! The writing, the mystery, the characters- all absolutely fantastic. I have never before considered the scenario at the cenAHHHH this was incredible!! The writing, the mystery, the characters- all absolutely fantastic. I have never before considered the scenario at the center of the Ray/Marks family’s conflict. It reminded me of books I’ve read that deal with the provenance of art stolen during WWI and II. Utterly fascinating. That layered with the heartbreaking look into the life of a Black musician…it was intense and excruciating (especially after reading the author’s note). I absolutely recommend that everyone read this- you won’t be able to put it down! And read it while listening to the author’s accompanying playlist on Spotify!! ...more",Notes are private!,0,1,1,"Nov 21, 2022","Nov 22, 2022","Oct 28, 2022",,Hardcover,view (with text),/book/show/58386733-the-violin-conspiracy
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Change,"Miller, Kirsten*",0063144042,9780063144040,0063144042,480        pp,4.10,"41,023","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was fun and fascinating- some kind of destroy-the-patriarchy revenge thriller!?? Plus some convenient supernatural powers? I don’t even know, butThis was fun and fascinating- some kind of destroy-the-patriarchy revenge thriller!?? Plus some convenient supernatural powers? I don’t even know, but it was fun! ...more",Notes are private!,0,3,1,"Oct 16, 2022","Oct 23, 2022","Oct 16, 2022",,Hardcover,view (with text),/book/show/59030015-the-change
