,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Daniel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outliers: The Story of Success,"Gladwell, Malcolm",0316017922,9780316017923,0316017922,309        pp,4.19,"786,076","Nov 18, 2008","Nov 18, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In Outliers, Malcolm Gladwell illustrates how outliers happen in response to factors like dedication, talent, personality, and opportunity all coming In Outliers, Malcolm Gladwell illustrates how outliers happen in response to factors like dedication, talent, personality, and opportunity all coming together in a synergistic mix to propel people and occurrences to places that exists beyond average everyday life. However, Gladwell’s conclusions assert that one factor, opportunity, is more important that every other factor in reaching outlier status, and that opportunity is related to some random condition that is bestowed upon the outlier independent of conscious effort. Therefore, one cannot become an outlier of success like Bill gates or Steve Jobs based on one’s own innate abilities.I was a bit trepidatious while reading Outliers mostly because Gladwell comes across as being very pretentious in his conclusions. He picks examples that fit his conclusions, expounds upon those examples in detail, and fails to suggests that other examples may exist that work against his conclusions. He’s also very quick to reference scholarly studies that support his premise but very few of those studies support his premise directly, and again, if those studies ultimately cast doubt on Gladwell’s conclusions, the reader will never know.It is in this light that I think that Outliers is deserving of some open and critical thought after reading it. Given the complexity of the world, and in opposition to Gladwell’s desire to be an authority on the subject, I think the finding of a self-made rags-to-riches story that is devoid of random opportunity is easily achievable. As it sits, the book presents ideas that may be indications of truth, but in this context they are far from proven facts, regardless of how much Gladwell would like to assert otherwise....more",Notes are private!,0,26,1,"Jun 17, 2021","Jun 23, 2021","Jun 17, 2021",,Hardcover,view (with text),/book/show/3228917-outliers
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Icon-Violet,"Fay, Simon*",1539187691,9781539187691,1539187691,241        pp,4.00,18,unknown,"Oct 18, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Icon-Violet sits apart from the typical sci-fi novel. Missing from its pages are space battles, galactic greed, and exaggerated bravado. Also missing Icon-Violet sits apart from the typical sci-fi novel. Missing from its pages are space battles, galactic greed, and exaggerated bravado. Also missing are the countless sequels that rehash the same old sci-fi ingredients. What is included, however, is the real point of science fiction: to explore issues relevant to all of us in a way that removes those issues from the emotional baggage of the near and present. At its core, this is what Simon Fay does with Icon-Violet.The focus of the novel centers upon an instinctive trait that is as old as our sentience. In the early days of our clan-based existence, the shortcut of defining friend or foe was embedded into our reactionary minds. Simply put, those from the outside were feared. The outsiders were those who were not from within, and the more afar they appeared to be, the greater the fear.In the intervening millennia, this fear, like most of our ancient instincts, has stayed with us. It has only been through our conscious efforts to employ the greatest of our abilities, rational thought, that we are able to catch ourselves and change. In the absence of rational thought, we see this ancient fear dictating actions that result in the gravest consequences.Within Icon-Violet, Simon Fay transplants this fear and gives it new circumstances. He explores it through actions and dialogue of his characters, and shows that it can be overcome if we are brave enough to communicate with each other.This book is very near perfect to my tastes in science fiction. Simon Fay clearly has a grasp of the human condition and wonderfully expresses this grasp though his writing. This is rare ability among science fiction writers. While the book may get a bit too wordy at times, and while I would have liked to see the science side of the novel more defined, this is all trivial considering how much science fiction is held within this si-fi novel....more",Notes are private!,0,13,1,"May 14, 2021","May 21, 2021","May 14, 2021",,Paperback,view (with text),/book/show/32505993-icon-violet
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New and Selected Stories,"Rivera Garza, Cristina",1948980096,9781948980098,1948980096,280        pp,3.95,147,unknown,"Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2021",,Paperback,view,/book/show/56889242-new-and-selected-stories
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Line Becomes a River: Dispatches from the Border,"Cantú, Francisco",,,,250        pp,3.97,"14,380","Feb 06, 2018","Feb 06, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The topic of illegal immigration in the United States (across our southern border) is like so many other political topics of our day. It’s a topic wheThe topic of illegal immigration in the United States (across our southern border) is like so many other political topics of our day. It’s a topic where the middle ground can be distinguished as a grey area that separates mostly facts on one side and mostly emotion on the other. On the pro side of the argument, past experience has shown that illegal immigration works with our economy. We all enjoy the benefits of a vast unskilled labor force. On the other side of the argument, and at the heart of the matter, there are those that see ""replacement"" as the main argument, even though that argument cannot be voiced directly. As such, the con argument mostly consists of generalized lies that are intended to fuel widespread fear and hatred of these fellow humans.When discussing such political topics, the old adage that there are ""two sides to every argument"" does not hold true. In such circumstances, there is a moral obligation to the truth and the acceptance of generalized lies as the other side of the argument should never be condoned and should be confronted. This is where Francisco Cantú failed in The Line Becomes A River.Within The Line Becomes A River, Cantú writes on the confrontational topic of illegal immigration in a non-confrontational way. In his end-notes, he states that he ""sought to leave room for readers to construct their own moral interpretation of the events described."" The problem with this approach is that a reader who is captivated by the irrational fear of illegal immigration will find that fear to be validated. Afterall, they’ve already accepted the lies. By creating a space for readers to decide, Cantú creates a space where lies are allowed to live alongside the truth, which is the pinnacle of our political challenges of our time.2-1/2 Stars. Cantú makes it clear that he knows the truth of the topic in his end-notes, but by then, it's too little and technically too late....more",Notes are private!,0,13,1,"Apr 28, 2021","May 03, 2021","Apr 28, 2021",,Hardcover,view (with text),/book/show/34818440-the-line-becomes-a-river
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Seditious Heart: Collected Nonfiction,"Roy, Arundhati*",1608466760,9781608466764,1608466760,989        pp,4.45,478,"Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2021",,Hardcover,view,/book/show/40599527-my-seditious-heart
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The King's Own        (Classics of Naval Fiction Book 6),"Marryat, Frederick",1590134982,9781590134986,B004X6WLY0,375        pp,3.27,90,1830,"Apr 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is apparent that Marryat intimately knows the sea, its sailors, and its unforgiving nature. The scenes of naval conflicts are conveyed with a naturIt is apparent that Marryat intimately knows the sea, its sailors, and its unforgiving nature. The scenes of naval conflicts are conveyed with a natural continuity that preserves the chaotic and horrific details of men fighting each other with cutlasses, on the decks of ships made of wood, and moved by canvas. He’s also familiar with the humor that permeates naval life either in the form of the antics played on fellow seamen or in the irony associated with naval commanders trying to shift blame away from their own shortcomings. Beyond the sea, Marryat instills reality into his characters. He constantly brings forth small universal truths that support the actions and behaviors of his characters, which adds a greater depth or deeper meaning to his story. And while some of these truths are a bit outdated, there is a sort of contemplating fun in bringing them forward 200 years to see if they have indeed changed or if they still hold true. This all shows that Marryat thought that reality was an important aspect of his writing, probably more so than his contemporaries including Scott and Cooper.But contrary to the realistic writing, the plot suffers from being too episodic. Each chapter or two covers a single event in the life of one of the main characters and once that event has passed it is seldom mentioned again. As such, there is no sense of learning from past experiences that I think makes a novel about a life worth reading.Overall, Marryat’s sensitivity to his own contemporaneous surroundings results in a book that feels right while reading it, but does not come together holistically. Previous s have reported that The King's Own is not regarded as Frederick Marryat's best work. There are some that say that that honor belongs to a book entitled Mr. Midshipman Easy. As such, I’ll probably have another go with Frederick Marryat the next time I wish to return to the sea....more",Notes are private!,0,16,1,"Apr 15, 2021","Apr 26, 2021","Apr 15, 2021",,Kindle Edition,view (with text),/book/show/21357371-the-king-s-own
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enchanted,"Denfeld, Rene*",0062285505,9780062285508,0062285505,233        pp,3.95,"20,330","Mar 04, 2014","Mar 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The writing in The Enchanted is outstanding. Rene Denfeld knows how to create a mood while telling a story at the same time. The entire book is permeaThe writing in The Enchanted is outstanding. Rene Denfeld knows how to create a mood while telling a story at the same time. The entire book is permeated with this rich dark atmosphere that goes hand-in-hand with all that happens. While capital punishment takes a front row seat, there are many other themes deserving of such an atmosphere and they all play out in a dark, beautiful way.But being a fan of realism, I found that the story dips too far into the ""enchanted"" elements of its setting. There is a line between the imaginings of a tortured soul and the happenings in the physical world that this book crosses. There is also a limit as to what a first person narrator, locked in a cell, can possibly know, and this limit is carelessly crossed throughout the story. While both of these things may have intended to stylize the novel into something unique, I found these aspects of the writing to be damaging to what could have been a serious book with serious commentary about the darker aspects of society....more",Notes are private!,0,19,1,"Apr 11, 2021","Apr 14, 2021","Apr 11, 2021",,Hardcover,view (with text),/book/show/18090147-the-enchanted
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Above the Waterfall,"Rash, Ron*",0062349317,9780062349316,0062349317,252        pp,3.52,"5,928","Oct 07, 2014","Sep 08, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It seems to be a ""thing"" for writers of modern novels to imbue their works with features of style. Above the Waterfall is one such novel with its chapIt seems to be a ""thing"" for writers of modern novels to imbue their works with features of style. Above the Waterfall is one such novel with its chapter-by-chapter switching of character perspective, breaking into poetry in the middle of the narrative, and passages that seem to meander through a sort of stream-of-consciousness. This may work wonderfully for some books, although I would be hard-pressed to find one, and with Above the Waterfall the removal of all this style would've made for a better novel. For one thing, there would've been room between the covers to close out many of the under explained subplots that are just left dangling at the end of the book.The mainline story in Above the Waterfall is enticing. The setting is the Southern Appalachians Mountains and the main character is a burnt out sheriff that finds himself with one more case to solve before retirement. Along the way, meth addicts, holier-than-thou business owners, and decent people make appearances and show their way of living to the reader. It’s a unique way of living that is unique to their location. There is life in this book. It’s just too bad that the entire book was not devoted to it....more",Notes are private!,0,13,1,"Apr 04, 2021","Apr 08, 2021","Apr 04, 2021",,Hardcover,view (with text),/book/show/20587589-above-the-waterfall
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The World Doesn't Work That Way, but It Could: Stories","Murray, Yxta Maya",1948908697,9781948908696,1948908697,274        pp,4.07,76,"Aug 11, 2020","Aug 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 11, 2021",,Hardcover,view,/book/show/50277570-the-world-doesn-t-work-that-way-but-it-could
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Dear Hamilton,"Dray, Stephanie*",,,B072F14H1Z,652        pp,4.30,"46,633","Apr 03, 2018","Apr 03, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like all Founding Fathers of the American Revolution, Alexander Hamilton has been boiled down over the centuries to a handful of facts that fit neatlyLike all Founding Fathers of the American Revolution, Alexander Hamilton has been boiled down over the centuries to a handful of facts that fit neatly on one or two pages of a high school history book. He's become a one-dimensional patriotic figure that can be consumed by enthusiasts without a need to ever consider that he was human, and by definition, a loving, brilliant, vengeful, and flawed individual. My Dear Hamilton plausibly humanizes Alexander Hamilton and restores to him a likeness of the person that he was when he was a person.To this end, the factual history in this novel is told by his wife, Elizabeth Schuyler Hamilton, and takes place in the background of Hamilton’s family life. Dray and Kamoie stitch together a man based on the parts of history that have been hidden away. They must have read through countless letters, journal entries, and news articles of the times to complete their work. They also factored in Hamilton's own self-made upbringing that was unique among the landed gentry that comprised the leaders of the American rebellion. The end result is indeed a likeness of the man that could have been Alexander Hamilton.As for Eliza Schuyler Hamilton, she too is made human, but probably more in a way that serves to create Alexander Hamilton rather than trying to be true to who she was at various moments in time. Her character is interesting and her behavior is guided by the historical record, but overall, this book is essentially a book about Alexander Hamilton and she serves that purpose. The length of the book and the timeframe that it covers detracted from its overall effectiveness. The book covers 27 years of Hamilton's life and 50 years after his death. It focuses on the effects that Hamilton’s military, political, and personal experiences had on his wife and family. While each event was interesting, they were all subdued and reduced to positive or negative emotional reactions by his Mrs. Hamilton. I would venture to say that her life was more than a series of emotional reactions brought about by a single man even if that man was Alexander Hamilton....more",Notes are private!,0,10,1,"Mar 07, 2021","Mar 27, 2021","Mar 07, 2021",,Kindle Edition,view (with text),/book/show/41014257-my-dear-hamilton
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Week in Winter,"Binchy, Maeve",140911399X,9781409113997,140911399X,464        pp,3.86,"54,386","Oct 11, 2012","Oct 11, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reality often seems skewed a bit negatively a few points past neutral. Life is filled with instances where the boy does not not get the girl; where thReality often seems skewed a bit negatively a few points past neutral. Life is filled with instances where the boy does not not get the girl; where the war is won but at a terrible cost; where children are not the idyllic offspring of their parents. However, because this skew is only slight, it doesn’t take much to arrive at periods of time where the skew points towards the slightly positive.A Week in Winter captures such a time. While the characters all have their negative moments, kindness and understanding are present in enough abundance to save the day. The book stretches outward in its place and time to tell the stories of its characters. However, at the end of each story, Maeve Binchy returns her readers to the warm caring embrace of the stone house overlooking the sea....more",Notes are private!,0,14,1,Mar 2021,"Mar 07, 2021","Mar 01, 2021",,Hardcover,view (with text),/book/show/15990489-a-week-in-winter
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rum Punch        (Ordell Robbie & Louis Gara #2),"Leonard, Elmore",0753819732,9780753819739,0753819732,304        pp,3.93,"11,367",1992,"Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In Rum Punch we revisit characters from Leonard’s earlier novel, Switch, which allows his readers to marvel at the long-term growth of Ordell Robbie, In Rum Punch we revisit characters from Leonard’s earlier novel, Switch, which allows his readers to marvel at the long-term growth of Ordell Robbie, Louis Gara, and Melanie Ralston. Let’s just say that Ordell Robbie becomes a criminal of the type that Quentin Tarantino and Samuel L. Jackson cannot resist depicting in the movie adaptation of this novel, Jackie Brown. Rum Punch is classic Elmore Leonard. The characters are a beehive of activity, each of them trying to manipulate life to their advantage and bringing themselves to points of decision. And the decisions they make are filled with a wonderfully realistic mix of amazement, surprise, and understanding.In comparison to the 14 other Leonard novels that I’ve read, however, this one suffers a bit from character overpopulation. I think his best books, books such as Split Images and Killshot, focus on a limited number of characters to the point where we think we know them until we don't. In Rum Punch, the Leonard experience is spread pretty thin through most of the book until the end-game is reached. At that point, the focus narrows down and the book races towards its amazing ending in typical Leonard fashion....more",Notes are private!,0,13,1,"Feb 15, 2021","Feb 20, 2021","Feb 15, 2021",,Paperback,view (with text),/book/show/240910.Rum_Punch
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brideshead Revisited,"Waugh, Evelyn",0316926345,9780316926348,0316926345,351        pp,4.00,"113,367",1945,"Sep 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2021",,Paperback,view,/book/show/30933.Brideshead_Revisited
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bounty: Captain Bligh & Mr. Christian,"Hough, Richard",,,B07R7BXQS7,282        pp,4.44,77,unknown,"Apr 25, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Upon finishing Charles Nordhoff's Mutiny on the Bounty I had an uneasy feeling about the book. I had questions concerning the truth of the story and tUpon finishing Charles Nordhoff's Mutiny on the Bounty I had an uneasy feeling about the book. I had questions concerning the truth of the story and the defamation of Captain Bligh. There were subtle contradictions in the story that irked me to the point where I needed a factual interpretation of the historical record so that I could move on. Hence, chosen mostly by chance, I read Richard Hough's The Bounty.Hough presented the record of available information regarding the voyage of the Bounty, Bligh, and the mutiny. I found it a relief to know that portions of Nordhoff's novel were manipulated for his purposes. It was also a relief to know that while Captain Bligh is mostly to blame for the mutiny, his faults do not rest with the long-term tyrannical unhinging of Bligh as depicted by Nordhoff.There were a host of circumstances that contributed to the mutiny some of which can be attributed directly to the Royal Navy in their planning of the voyage. Other circumstances rest with the hypersensitive Fletcher Christian, who overreacted with the mutiny in response to the strictly verbal punishment imposed on him by Bligh. However, Bligh's shortcomings in knowing how to command sailors at sea are where most of the circumstances lie.In US Navy terms, Bligh was a mustang. He was commissioned as an officer after working his way up from an ordinary seaman. I think that this limited Bligh’s exposure to more nuanced methods of command and the various processes needed to maintain unit cohesion. At that time, discipline during Bligh’s career was maintained by harsh punishment, which is what Bligh used on his men when required. Bligh was actually very brilliant in all that he did, but he was only brilliant to the limits of his abilities. As such, he probably never realized his shortcomings which contributed greatly to the mutiny.I can see why Nordhoff would find a bunch of nuanced circumstances difficult to work into a swashbuckling novel. But therein rests my foremost issue with Mutiny on the Bounty. Nordhoff wrote a falsification that's more satisfying than real life, and in doing so, he's almost pushed the truth out of the way of actual realization. ...more",Notes are private!,0,11,1,"Feb 07, 2021","Feb 12, 2021","Feb 07, 2021",,Kindle Edition,view (with text),/book/show/45438710-the-bounty
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mutiny On The Bounty,"Nordhoff, Charles Bernard",0613182677,9780613182676,0613182677,379        pp,4.01,"14,996",1932,"Apr 11, 1989",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mutiny on the Bounty is THE classic tale of mutiny on the high seas. I believe that anytime the word ""mutiny"" is spoken or read, the Bounty is the shiMutiny on the Bounty is THE classic tale of mutiny on the high seas. I believe that anytime the word ""mutiny"" is spoken or read, the Bounty is the ship that flashes through the mind. Given this widespread notoriety, I was disappointed with its actual content.I thought that Nordhoff overdramatized both sides of the mutiny. The crew were turned into victims for having to suffer the norms of an ordinary seaman’s life. And the integrity of an accomplished naval sea captain was sacrificed so that he could appear to be unhinged and blamed for the events that transpired.The book also reaches its peak fairly quickly with the mutiny happening in the first third of its pages. This leaves the balance of the book filled with sometimes interesting but mostly uninteresting storylines. This issue is not helped by the fact that there are far too many characters who are so underdefined that Nordhoff’s post-mutiny references to them by name become practically meaningless.Within the historical fiction genre, I think the best books do a remarkable job at using history as the framework for a human story. In this case, I suspect that history was bent by Nordhoff to achieve a version of the mutiny that he held at the start of writing his book....more",Notes are private!,0,16,1,"Jan 28, 2021","Feb 06, 2021","Jan 28, 2021",,Library Binding,view (with text),/book/show/3337975-mutiny-on-the-bounty
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Illuminae        (The Illuminae Files, #1)","Kaufman, Amie*",,,,608        pp,4.24,"151,849","Oct 20, 2015","Oct 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2021",,Kindle Edition,view,/book/show/24390078-illuminae
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dimension6: annual collection 2020,"Stevenson, Keith*",0648197530,9780648197539,B08KTRDTNS,0        pp,5.00,1,unknown,"Nov 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 16, 2021",,Kindle Edition,view,/book/show/55644142-dimension6
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prophets,"Jones Jr., Robert*",,,,400        pp,3.92,"20,331","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2021",,Hardcover,view,/book/show/52576333-the-prophets
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mayor of Casterbridge,"Hardy, Thomas",,,,393        pp,3.86,"62,422",1886,"Mar 27, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The plot The Mayor of Casterbridge is overly twisty. Each chapter presents a change that seems to push the story in a new direction only to be pushed The plot The Mayor of Casterbridge is overly twisty. Each chapter presents a change that seems to push the story in a new direction only to be pushed differently in subsequent chapters. Situations that come into being are quickly reversed, only to be reversed again. As a result, the story loses integrity as it progresses. Any current situation in a character's life cannot be taken seriously because of the anticipated changes to come, and keeping track of all of the events that take place becomes exhausting.The plot-focused writing also prevented the characters from having meaningful personalities. Many of their acts were difficult to understand from a human perspective and it was difficult to sympathize with them through their trials. The book never transitioned into being its own world populated with convincing people.Overall, this is my least favorite Hardy novel thus far. In life, there’s just too much inertia for most of the happenings in Hardy’s The Mayor of Casterbridge to have ever taken place....more",Notes are private!,0,8,1,"Jan 03, 2021","Jan 13, 2021","Jan 03, 2021",,Paperback,view (with text),/book/show/56759.The_Mayor_of_Casterbridge
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,South to Java: A Novel,"Mack, William P.",0933852703,9780933852709,0933852703,460        pp,4.02,43,Nov 1987,"Jan 01, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In writing this novel, William P. Mack wrote what he knew. He served as a junior officer on a destroyer at the beginning of World War II. He knew the In writing this novel, William P. Mack wrote what he knew. He served as a junior officer on a destroyer at the beginning of World War II. He knew the mannerisms and attitudes of those that surrounded him, and he knew the operational characteristics of a US destroyer at sea. The overall result is one of convincing naval realism. In my mind, South to Java presently holds its place at the top of the naval warfare genre sitting alongside another great book of the class, The Cruel Sea by Nicholas Monsarrat.The place and setting of the book contribute to its intriguing content. At the beginning of WWII, our South Pacific forces were essentially echoes left over from the Spanish American War nearly forty years earlier and were only minimally upgraded during and after WWI. These relatively isolated forces were required to fight the full force of the expanding Japanese empire, and as a consequence, they were repeatedly defeated and pushed back to safer areas where they were required to hold the line as best they could. South to Java places a WWI-class destroyer and its men on the front line of this aggression.My criticism of this book may be a consequence of it being Mack’s first novel, or it may be a consequence of a 37-year military career where interactions with peers must have always been somewhat guarded. Whatever the reason, the characters all exhibit a sort of inner stoic restraint that did not allow for their deeper thoughts on life and death during times of war to be explored or expressed. However, I do hold high hopes for Mack. By the end of this first novel, he started to breach this final barrier. It may be that Mack was finally starting to discover his sea legs as a writer....more",Notes are private!,0,19,1,"Dec 26, 2020","Jan 02, 2021","Dec 26, 2020",,Hardcover,view (with text),/book/show/1656193.South_to_Java
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Principles: What America's Founders Learned from the Greeks and Romans and How That Shaped Our Country,"Ricks, Thomas E.",0062997475,9780062997470,,416        pp,4.09,"3,189","Nov 10, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,ebook,view,/book/show/48612821-first-principles
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outlander Chronicles:  Phoenix,"Cobb, C.H.*",,,B006ERKU0I,365        pp,4.14,21,"Nov 25, 2011",unknown,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Short Review...Imagine if Joseph Goebbels, Propaganda Minister for Nazi Germany, wrote an entertaining story that told of how the Jewish people deThe Short Review...Imagine if Joseph Goebbels, Propaganda Minister for Nazi Germany, wrote an entertaining story that told of how the Jewish people destroyed the world. In the post-apocalyptic aftermath a group of kind and determined Aryans band together to rebuild Germany in the shadow of the destruction. Along the way, the Aryans suffer hardships and give each other hope. That is the story of Outlander Chronicles: Phoenix.The Long Review...(view spoiler)[There is a lot of good writing in Outlander Chronicles: Phoenix (OCP). C.H. Cobb demonstrates a nice balance between exuberance and restraint that makes his writing credible. I enjoyed the mentorship between the two main characters: wisdom imparted from the old to the young. There are passages with horses that Cobb captures with an obvious sensibility towards these beautiful animals. And the tactics of the armed conflicts were objectively portrayed even though these types of scenes can get far-fetched in the hands of writers.But There is an issue with OCP that haunted most of the reading experience. In explaining the reasons for the apocalypse, Cobb asserts that a belief in God is essential to preserving our ability to make moral decisions and form moral societies. Should we decide to sideline that belief, we are destined to bring the apocalypse upon us.The fault in this reasoning is that there have been many moral societies that have existed for centuries and millennia in the 2+ million years of human existence before God. God is simply another codification of moral behavior and a society that believes in their moral code (regardless of its manifestation) will avoid the apocalypse.Furthermore, societies that embrace God have no guarantee that Cobb’s apocalypse will not be visited upon them. The Roman empire collapsed some 150 years after Constantine the Great embraced Christianity. And an extrapolation of the vulgar immorality that was exhibited throughout the Trump presidency could also serve as an example. Corruption is the true crime against societies that causes their downfall; always has been and always will be.Cobb’s reasoning also found itself in conflict with the thoughts and behaviors of his characters. These descendants of Cobb’s Godless and immoral society all exhibited moral behavior when naturally appropriate. They exemplified the net-good in humanity, sans God. It’s this net-good that is ultimately responsible for guiding us throughout a predominantly Godless history and delivering the present-day moral societies that exist around the world. The characters themselves represent the biggest contradiction to Cobb’s premise.But then we hit Chapter 25 and all doubt of the propagandic nature of this novel is swept away. OCP reveals itself to be the telling of the demise of Christian-based American and European culture. To blame are swarms of Muslim immigrants and their foreign beliefs, and their rabbit-like desire for reproduction. American liberals also play a critical part in making America weak. And as an added bonus, the believing reader will now have a reason to justify the inhuman extermination of the Native American population by the Founding Fathers.This has been a difficult book to . In many ways, Cobb’s writing is mostly benign, but that’s how threats to the Christian Right, White Nationalists, and the Alt-Right are expressed for their consumption in mixed company. They use subtleties, innuendo, implied meaning, and victimizations all wrapped up in a mainstream statement where one could very nearly conclude that there were ""very fine people on both sides."" The fact remains, however, that Cobb uses his underlying premise to express distrust, prejudice, and paranoia towards an entire religion, even if only briefly.We no longer have brown shirts or men in white hoods marching down the street, but what we do have is exactly the contents of this book. Even if the intent was not there, the meaning needs to be pointed out for what it is. (hide spoiler)]...more",Notes are private!,0,9,1,"Jan 14, 2021","Jan 20, 2021","Dec 21, 2020",,Kindle Edition,view (with text),/book/show/13117954-outlander-chronicles
