,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Liv's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Reaction        (Animorphs, #12)","Applegate, K.A.",0590997343,9780590997348,0590997343,152        pp,3.78,"5,093",1997,"Nov 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"a grizzly bear a llama a squirrel and a croc walk into a tv studio..... no really, this went so hard. it starts with rachel jUMPING INTO THE CROCODILEa grizzly bear a llama a squirrel and a croc walk into a tv studio..... no really, this went so hard. it starts with rachel jUMPING INTO THE CROCODILE PEN at the zoo and somehow tops itself thrice over the course of 152 pages. katherine applegate we do not deserve u...more",Notes are private!,0,1,1,not set,"Aug 04, 2023","Aug 04, 2023",,Paperback,view (with text),/book/show/815401.The_Reaction
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mountain in the Sea,"Nayler, Ray*",1250872278,9781250872272,1250872278,464        pp,3.95,"17,247","Oct 04, 2022","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Paperback,view,/book/show/63233677-the-mountain-in-the-sea
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea Change,"Chung, Gina*",0593469348,9780593469347,,288        pp,3.59,"5,352","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i loved this! normally pining-for-a-guy-you-broke-up-with narratives annoy the hell out of me, but something about this one hit just right. i loved thi loved this! normally pining-for-a-guy-you-broke-up-with narratives annoy the hell out of me, but something about this one hit just right. i loved the sea creatures, i loved the loneliness, the driftlessness, the weaving in and out of memory. it feels very book-sibling to kristen arnett's mostly dead things, so obviously i'm gonna love it. also in the vein of MDT, this cover is one of the greatest covers to ever cover; i want to hang a poster of it on my wall. and!! the way (view spoiler)[the completion of the narrative arc did not include getting into a new romantic relationship or salvaging the old romantic relationship was chef's kiss (hide spoiler)]. i was so pleased with that. more books about odd adult adolescence and sea creatures, pls...more",Notes are private!,0,3,1,"Jul 11, 2023","Jul 23, 2023","Jul 11, 2023",,Paperback,view (with text),/book/show/61387972-sea-change
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,"McNamara, Michelle",0062798693,9780062798695,,11        pp,4.12,"237,847","Feb 27, 2018","Feb 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"a week in the life of working with liv: on monday i show up raving about titanic's engine specs in direct proportion to the height of the library, on a week in the life of working with liv: on monday i show up raving about titanic's engine specs in direct proportion to the height of the library, on tuesday i infodump about seaweed farming and how it's possible to paint underwater, on wednesday i spend forty-five minutes explaining how the locked tomb series utilizes dad jokes and none pizza with left beef to catapult the horror and fantasy genres to new heights, on thursday i force my coworkers to stare at page after page of google maps as i explain all the things i (re)learned after tripping and listening to all 10 hours of i'll be gone in the dark in half a day, and on friday-- well, idk what friday will bring, but i did just check out a neil degrasse tyson audiobook so i'm either gonna get sentimental about pluto or talk a lot about the formation of planetary rings...more",Notes are private!,0,1,1,not set,"Jul 06, 2023","Jul 06, 2023",,Audiobook,view (with text),/book/show/35180979-i-ll-be-gone-in-the-dark
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wicked        (Pretty Little Liars, #5)","Shepard, Sara*",006156608X,9780061566080,006156608X,312        pp,3.96,"51,609","Nov 25, 2008","Nov 25, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"u take mona out & it loses all the sparkle, sorry but i do make the rules :/",Notes are private!,0,2,1,not set,"Jun 15, 2023","Jun 15, 2023",,Library Binding,view (with text),/book/show/3047850-wicked
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Below,"Coates, Darcy*",1728220238,9781728220239,1728220238,469        pp,4.04,"8,884","Jun 07, 2022","Jun 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"if u know me IRL congratulations, i'm gonna haunt u until u read this novel. godDAMN what a bookif u know me IRL congratulations, i'm gonna haunt u until u read this novel. godDAMN what a book...more",Notes are private!,0,2,1,"Jun 15, 2023","Jun 18, 2023","Jun 15, 2023",,Paperback,view (with text),/book/show/58830202-from-below
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bathysphere Book: Effects of the Luminous Ocean Depths,"Fox, Brad*",1662601905,9781662601903,,336        pp,3.74,214,"Mar 16, 2023","May 16, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"what do you mEAN you can paint underwater and bodies don't decay in the black sea and the titanic's going to disappear completely within 10 years and what do you mEAN you can paint underwater and bodies don't decay in the black sea and the titanic's going to disappear completely within 10 years and ""the greater the pressure the softer the flesh"" you cannot just SAY these things and expect me to be normal. it's been nice knowing y'all but i gotta go sit and stare at the ocean for the next eight million years...more",Notes are private!,0,21,1,not set,"Jun 13, 2023","Jun 13, 2023",,Hardcover,view (with text),/book/show/63257731-the-bathysphere-book
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unbelievable        (Pretty Little Liars, #4)","Shepard, Sara*",0060887397,9780060887391,0060887397,335        pp,4.00,"63,108","May 27, 2008","May 27, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,mona vanderwaal is one of the top 10 best fictional characters ever to exist sorry i don't make the rulesmona vanderwaal is one of the top 10 best fictional characters ever to exist sorry i don't make the rules...more,Notes are private!,0,1,1,not set,"Jun 08, 2023","Jun 08, 2023",,Hardcover,view (with text),/book/show/1537534.Unbelievable
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chlorine,"Song, Jade*",0063257602,9780063257603,0063257602,256        pp,3.75,"7,627","Mar 28, 2023","Mar 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"if u know me irl, i'm about to become insufferable. wow wow wow!! thank u, jade song, for queering mermaids. the body horror, the compact narrative, tif u know me irl, i'm about to become insufferable. wow wow wow!! thank u, jade song, for queering mermaids. the body horror, the compact narrative, the aro-friendly undertones to that ending..............fucking outstanding. what a way to kick off pride ...more",Notes are private!,0,5,1,not set,"Jun 03, 2023","Jun 03, 2023",,Hardcover,view (with text),/book/show/61387386-chlorine
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rogue Protocol        (The Murderbot Diaries, #3)","Wells, Martha*",1250191785,9781250191786,1250191785,159        pp,4.26,"111,667","Aug 07, 2018","Aug 07, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,if the autism relatability factor keeps increasing at the rate it has increased from book 1 to book 2 to book 3 i won't be alive by the sixth book i'lif the autism relatability factor keeps increasing at the rate it has increased from book 1 to book 2 to book 3 i won't be alive by the sixth book i'll just be a pile of ashes on the floor...more,Notes are private!,0,0,1,not set,"Jun 02, 2023","Jun 03, 2023",,Hardcover,view (with text),/book/show/35519101-rogue-protocol
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Found: An Anthology of Found Footage Horror Stories,"Cull, Andrew*",,,B0BB6GQDW1,274        pp,3.96,"1,121","Oct 08, 2022","Oct 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"you know what, i absolutely judge a book by its cover (this one: fuck yes) and also by its font and page layout (this one: uh oh). am pleased to reporyou know what, i absolutely judge a book by its cover (this one: fuck yes) and also by its font and page layout (this one: uh oh). am pleased to report the latter PROVED ME WRONG. what a delicious mix of found footage horror. really satisfied with the range of these. i never felt like i was reading the same story twice, which is really hard to achieve in a lot of anthologies. very much recommend...more",Notes are private!,0,0,1,not set,"Jun 14, 2023","May 30, 2023",,Kindle Edition,view (with text),/book/show/61313693-found
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Artificial Condition        (The Murderbot Diaries, #2)","Wells, Martha*",,,,158        pp,4.27,"139,174","May 08, 2018","May 08, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,ART + Murderbot frantically throwing research back and forth at each other in the feed are my last 2 braincells trying to act neurotypical at work,Notes are private!,0,1,2,not setnot set,"Mar 05, 2024May 27, 2023","May 27, 2023",,Hardcover,view (with text),/book/show/36223860-artificial-condition
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Peter and the Starcatchers        (Peter and the Starcatchers, #1)","Barry, Dave*",0786854456,9780786854455,0786854456,452        pp,4.04,"76,528","Sep 01, 2004","Aug 30, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"...could we have done better on the anticolonialist front? yeah definitely. did i cringe at some stuff? a bunch. did i want to throw the jealousy & hi...could we have done better on the anticolonialist front? yeah definitely. did i cringe at some stuff? a bunch. did i want to throw the jealousy & hints of romance into the sun? yEAH. that being said: HEARTBREAKING!!!! what do you MEAN he's just gonna stay that age forever and ever and never grow up alongside his friends???? fucking brilliant peter pan fanfiction. just shipwreck me next timeon a personal level i cribbed so much from this book it's unreal. my humor, my sense of pacing, my obsession with dangerous mermaids. dave barry and ridley pearson what were you drinking in 2004, please inject it directly into my veins...more",Notes are private!,0,2,3,not setnot setnot set,"May 24, 2023not setnot set","May 24, 2023",,Hardcover,view (with text),/book/show/1033662.Peter_and_the_Starcatchers
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Body Horror: Capitalism, Fear, Misogyny, Jokes","Moore, Anne Elizabeth*",1558612866,9781558612860,1558612866,344        pp,3.67,542,"Mar 14, 2017","Apr 18, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,gonna lose a lot of sleep over this one,Notes are private!,0,2,1,not set,"May 19, 2023","May 19, 2023",,Paperback,view (with text),/book/show/68687434-body-horror
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Systems Red        (The Murderbot Diaries, #1)","Wells, Martha*",,,,144        pp,4.15,"235,970","May 02, 2017","May 02, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,“i hate having emotions about reality; i’d much rather have them about sanctuary moon”13/10 on the autism relatability scale,Notes are private!,0,6,2,not setnot set,"Feb 13, 2024May 19, 2023","May 19, 2023",,ebook,view (with text),/book/show/32758901-all-systems-red
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Camp Damascus,"Tingle, Chuck*",1250874629,9781250874627,1250874629,246        pp,3.97,"10,320","Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 19, 2023",,Hardcover,view,/book/show/61884782-camp-damascus
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You're Not Supposed to Die Tonight,"Bayron, Kalynn*",1547611545,9781547611546,1547611545,230        pp,3.62,"14,589","Jun 20, 2023","Jun 20, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"highly recommend doing yoga in the dark while listening to this on audio, you'll get your heartrate up by spooking the hell out of yourself WHILE ALSOhighly recommend doing yoga in the dark while listening to this on audio, you'll get your heartrate up by spooking the hell out of yourself WHILE ALSO increasing your flexibility. extremely satisfying experience all around. much more layered than i expected it to be? like i kinda expected it to be a high-speed chase from page one but the slowburn was *chef's kiss*...more",Notes are private!,0,0,1,not set,"Jul 17, 2023","May 19, 2023",,Hardcover,view (with text),/book/show/62039227-you-re-not-supposed-to-die-tonight
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silver in the Wood        (The Greenhollow Duology, #1)","Tesh, Emily*",1250229790,9781250229793,1250229790,112        pp,4.00,"18,834","Jun 18, 2019","Jun 18, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"left a SURPRISING amount of space for an aromantic reading!!!!! i'll forget the details in 3-5 business weeks as my brain these days is swiss cheese fleft a SURPRISING amount of space for an aromantic reading!!!!! i'll forget the details in 3-5 business weeks as my brain these days is swiss cheese for all but the most stupendously good of great books, but the experience of reading this one was just so lovely. nice little one-two snack before bed/next morning before work ...more",Notes are private!,0,0,1,not set,"May 09, 2023","May 09, 2023",,Paperback,view (with text),/book/show/43459657-silver-in-the-wood
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Socially Acceptable Breakdown,"Roche, Patrick",9781943735,,,83        pp,4.25,204,unknown,"Oct 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I've been thinking of the queer-coded villains. And the queer-blooded victims. And the queer artists flocked bypeople hoping for magic and makeovers,""I've been thinking of the queer-coded villains. And the queer-blooded victims. And the queer artists flocked bypeople hoping for magic and makeovers, as long asyou don't get to be too much--too much queer, too muchwitch, too much visible, too much laughingin the middle of the ocean and bending the watersaround your abdomen and conducting the surf to a club beatSome part of me must have knownand ran from that theater, wanting to keep that moment perfect--the fairy-est happy ending: a smile paintedacross her face in a drug store lip stainSome part of me must have predicted it or had already seenit so many times before--how queer never lasts on screenhow it dies and the room cheersBut not that day""...more",Notes are private!,0,0,1,not set,"Apr 14, 2023","Apr 15, 2023",,Paperback,view (with text),/book/show/58795610-a-socially-acceptable-breakdown
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City Secrets        (Canterwood Crest, #9)","Burkhart, Jessica*",1442403802,9781442403802,1442403802,272        pp,4.38,"1,745","Jun 21, 2010","Jul 06, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,could have been gayer,Notes are private!,0,3,1,not set,"Apr 10, 2023","Apr 10, 2023",,Paperback,view (with text),/book/show/7136875-city-secrets
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Home Sweet Drama        (Canterwood Crest, #8)","Burkhart, Jessica*",1416990402,9781416990406,1416990402,230        pp,4.33,"1,731","Apr 06, 2010","Apr 06, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,girl. heather is right there giving you riding advice and inviting you to sleepovers and lending u her expensive clothing and saying she knew your sizgirl. heather is right there giving you riding advice and inviting you to sleepovers and lending u her expensive clothing and saying she knew your size 2 seconds after meeting u and inviting u to her home for fall break. jacob is trash. move on...more,Notes are private!,0,1,1,not set,"Apr 10, 2023","Apr 10, 2023",,Paperback,view (with text),/book/show/6580778-home-sweet-drama
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rival Revenge        (Canterwood Crest, #7)","Burkhart, Jessica*",1416990399,9781416990390,1416990399,240        pp,4.32,"1,850","Jan 26, 2010","Jan 26, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,HEATHER/SASHA HIVE RISE,Notes are private!,0,0,1,not set,"Apr 09, 2023","Apr 09, 2023",,Paperback,view (with text),/book/show/6580779-rival-revenge
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little White Lies        (Canterwood Crest, #6)","Burkhart, Jessica*",1416990380,9781416990383,1416990380,240        pp,4.29,"1,931","Dec 16, 2009","Dec 22, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 09, 2023",,Paperback,view,/book/show/6317575-little-white-lies
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Valley,"Broder, Melissa*",1668024845,9781668024843,1668024845,240        pp,3.53,"11,532","Oct 03, 2023","Oct 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,sapphic coded cactus fucking? yeah ok i'll follow melissa anywherethanks scribner for the free galley <3 i'm now climbing in my car to go inflict thissapphic coded cactus fucking? yeah ok i'll follow melissa anywherethanks scribner for the free galley <3 i'm now climbing in my car to go inflict this book on my friend <3 <3...more,Notes are private!,0,3,1,"Sep 12, 2023","Sep 14, 2023","Apr 08, 2023",,Hardcover,view (with text),/book/show/91239751-death-valley
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Best Enemies        (Canterwood Crest, #5)","Burkhart, Jessica*",1416990372,9781416990376,1416990372,272        pp,4.37,"2,135","Oct 01, 2009","Oct 20, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"too much boy drama, not enough horse drama. heather fox is SUCH a lesbian tho and that's so validtoo much boy drama, not enough horse drama. heather fox is SUCH a lesbian tho and that's so valid...more",Notes are private!,0,2,1,not set,"Apr 08, 2023","Apr 08, 2023",,Paperback,view (with text),/book/show/6317576-best-enemies
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behind the Bit,"Burkhart, Jessica*",,,B00282ZIDC,273        pp,4.32,"2,427","May 19, 2009","May 19, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,sasha is sssoooo stupid like girl you have an entire Horse and you're obsessing over Boys????? please.sasha is sssoooo stupid like girl you have an entire Horse and you're obsessing over Boys????? please....more,Notes are private!,0,0,1,not set,"Apr 07, 2023","Apr 07, 2023",,Kindle Edition,view (with text),/book/show/6590976-behind-the-bit
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Emergency Contact Has Experienced an Emergency,"Chen, Chen",,,,128        pp,4.16,"1,241","Sep 13, 2022","Sep 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,spectacular. could not put down. kept making myself because i didn't want it to endspectacular. could not put down. kept making myself because i didn't want it to end...more,Notes are private!,0,2,1,not set,"Apr 06, 2023","Apr 06, 2023",,Paperback,view (with text),/book/show/60183497-your-emergency-contact-has-experienced-an-emergency
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sounds Fake But Okay: An Asexual and Aromantic Perspective on Love, Relationships, Sex, and Pretty Much Anything Else","Costello, Sarah",1839970022,9781839970023,B0BCC6FLD8,160        pp,3.65,538,"Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"frustrating!!!! for a book that talks about the split-attraction model so much, they really do Not account for the allosexual aromantic perspective atfrustrating!!!! for a book that talks about the split-attraction model so much, they really do Not account for the allosexual aromantic perspective at ALL. i picked this book up because even though i've reached a saturation point with my research into asexuality, it had the word ""aromantic"" in the subtitle, and it is really really really hard to find aromantic content, even harder to find aromantic content without asexual content overshadowing it.i had cautious hopes for this book, and it did not deliver on that front. asexuality overshadows aromanticism at every turn, and the only time aromanticism is discussed is if it's paired with asexuality. very, very frustrating for someone like me who spent years researching asexuality at the expense of aromanticism bc i just...didn't have enough exposure to aromantic content to realize i WAS aromantic romance-repulsed. absolutely wild time to get to age 28 and realize you've been looking at the Wrong end of the spectrum the entire time, largely because aspec spaces pay way more attention to asexuality than they do aromanticism. idk if that's just because there's fewer of us allo aros out there, or because the possibility of alloaro-ism hasn't even occurred to us due to [checks notes] all the things i've touched on in this , but whatever the reason, i'm #tired and more than a little bit irritated too.still worth reading if you're new to aspec perspectives, but don't go into this one expecting anything radical. to be clear, i am not faulting the authors too much here. yes, they could have done a better job gathering aromantic perspectives. but they're also inventing a genre as they go here, and there's only so much you can expect from pioneers before you've got to roll up your sleeves and (unfortunately) create the content you wish to see in the world yourself. aspec lit is still very much in its infancy, and while i'm so grateful it even has a space to exist, i'm still so frustrated by the limited range of it all. we are still having to cater so hard to amatonormative sensibilities. i wish i could fast-forward 30 years to see the future of the genre, just so i can come back here and endure this entry-level ""we promise we're not that super weird"" stage with a little more grace....more",Notes are private!,0,1,1,not set,"Mar 19, 2023","Mar 19, 2023",,Kindle Edition,view (with text),/book/show/75492715-sounds-fake-but-okay
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bound in Flesh: An Anthology of Trans Body Horror,"Gislason, Lor*",1943720835,9781943720835,1943720835,220        pp,4.31,153,"Apr 18, 2023","Apr 18, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,i love queer literature. i love horror. i love sex. i love gross sex. i love horror sex. i love complex and transgressive desires. i love the eroticali love queer literature. i love horror. i love sex. i love gross sex. i love horror sex. i love complex and transgressive desires. i love the erotically abject terror of it all. this was a bit of a slow start but around the halfway point the stories started aligning perfectly with my tastes and didn't stop. WOW. ...more,Notes are private!,0,2,1,"Jul 07, 2023","Aug 19, 2023","Mar 17, 2023",,Paperback,view (with text),/book/show/110125698-bound-in-flesh
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life of the Party,"Gatwood, Olivia",1984801902,9781984801906,1984801902,176        pp,4.19,"5,319","Aug 20, 2019","Aug 20, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/43124132-life-of-the-party
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,626","Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,kissing this book directly on the mouth. ann's done it again <3kissing this book directly on the mouth. ann's done it again <3...more,Notes are private!,0,1,1,not set,"Aug 15, 2023","Feb 08, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Memory Called Empire        (Teixcalaan, #1)","Martine, Arkady*",1529001587,9781529001587,1529001587,462        pp,4.12,"57,048","Mar 26, 2019","Mar 26, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,i'm going to eat ninety-five drawers full of forksi'm going to eat ninety-five drawers full of forks...more,Notes are private!,0,1,1,Dec 2022,"Feb 08, 2023","Jan 31, 2023",,Paperback,view (with text),/book/show/37794149-a-memory-called-empire
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Far the Light Reaches: A Life in Ten Sea Creatures,"Imbler, Sabrina",0316540536,9780316540537,0316540536,263        pp,4.13,"8,660","Dec 06, 2022","Dec 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,i want every book to be this weird and gentle and queer and about the ocean,Notes are private!,0,3,1,"Jan 31, 2023","Feb 24, 2023","Jan 31, 2023",,Hardcover,view (with text),/book/show/60769830-how-far-the-light-reaches
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Promise        (Reuven Malther, #2)","Potok, Chaim",1400095417,9781400095414,1400095417,368        pp,4.18,"13,664",1969,"Nov 08, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,idk what/if i believe in divine inspiration but i know i believe in it when i'm reading potok's novelsidk what/if i believe in divine inspiration but i know i believe in it when i'm reading potok's novels...more,Notes are private!,0,3,1,Oct 2022,"Jan 29, 2023","Jan 29, 2023",,Paperback,view (with text),/book/show/11499.The_Promise
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alive At The End Of The World,"Jones, Saeed*",,,,104        pp,4.36,"2,295","Sep 13, 2022","Sep 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,there's a point abt 2/3 of the way through where i realized what he was doing with a series of poems situated in the larger context of the collection there's a point abt 2/3 of the way through where i realized what he was doing with a series of poems situated in the larger context of the collection and boi when i tell you it hit me like a thunderbolt--...more,Notes are private!,0,1,1,not set,"Jan 20, 2023","Jan 22, 2023",,Paperback,view (with text),/book/show/60418994-alive-at-the-end-of-the-world
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Alien        (Animorphs, #8)","Applegate, K.A.",0590997289,9780590997287,0590997289,159        pp,3.95,"6,829","Jul 01, 1997","Jul 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,THEY TOOK THEIR ALIEN PAL TO SEE A STAR TREK MOVIE OH MY FUCKING GOD,Notes are private!,0,2,1,not set,"Jan 19, 2023","Jan 20, 2023",,Paperback,view (with text),/book/show/324508.The_Alien
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Andalite's Gift        (Megamorphs, #1)","Applegate, K.A.",0590213040,9780590213042,0590213040,235        pp,3.77,"4,531","Jan 01, 1997","Jun 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"bit messy but worth it for the completely bonkers car chase scene (BIG star trek: picard seven/raffi season 2 vibes) and tobias's off-the-wall rundownbit messy but worth it for the completely bonkers car chase scene (BIG star trek: picard seven/raffi season 2 vibes) and tobias's off-the-wall rundown of everything that happened WHILE HE WAS ASLEEP.also confirmed my suspicion that katherine applegate's favorite star trek movie is the one with the whales, as it should be....more",Notes are private!,0,1,1,"Jan 09, 2023","Jan 12, 2023","Jan 11, 2023",,Paperback,view (with text),/book/show/366783.The_Andalite_s_Gift
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Capture        (Animorphs, #6)","Applegate, K.A.",0590629824,9780590629829,0590629824,154        pp,3.97,"7,527","Feb 01, 1997",Feb 1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"+5 stars for the resistance is futile reference, -1 star for cockroach morphs :/",Notes are private!,0,2,1,not set,"Jan 07, 2023","Jan 07, 2023",,Paperback,view (with text),/book/show/125332.The_Capture
