,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Aliaa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,‫الأدميرال لا يحب الشاي‬,"الستار, نزار عبد",6140302978,9786140302976,B0CNXX2BJS,163        pp,3.67,3,unknown,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,تبدو الرواية وكأنها مكتوبة بقلم أجنبي، وجاءت إلينا باللغة العربية عبر الترجمة، وذلك بسبب فرادة فكرتها وأسلوبها المغاير لمعظم الروايات العربية ذات الأفتبدو الرواية وكأنها مكتوبة بقلم أجنبي، وجاءت إلينا باللغة العربية عبر الترجمة، وذلك بسبب فرادة فكرتها وأسلوبها المغاير لمعظم الروايات العربية ذات الأفكار الروتينية الحامضة التي عفا عليها الزمن.روايتنا هذه مربكة في البداية، تجعلك تشرد قليلًا لتستوعب محتوى صفحاتها قبل أن تغرقك في عالم لذيذ من الشاي، ولأن اللذة لا يمكن تقديمها منفردة، فلابد من وجود ثمن، حيث القتل وبنات القمر وخطط الاغتيالات وأعمال العنف، وبعض من الشهوة والحب.الرواية تسرد لنا قصة أدميرال، لا يمكن اختصار جنسيته، فهو عربي تارة، بريطاني تارة أخرى، هندي أحيانًا، وربما لا جنسية له، فمصلحته تأتي في المقام الأول، ولأن المال هو مبتغاه، فسيدفع كل غال ونفيس في سبيله، حتى لو كان حياته.ويكتشف الأدميرال بالصدفة الشاي، الذي كان خفيًا عنه، وربما ظنه في البداية عشبة شيطانية، ولكن من خلال الشاي فُتحت له أبواب الجنة ونعيمها، وكذلك الجحيم ولعناته.ولكن، كيف للأدميرال أن يحارب كبار تجار القهوة في مدينة عربية تهوي البن، ولا تعترف بالشاي؟ هنا تُكشف لنا أسرار الحنكة، المخلوطة بالدهاء والمخضبة بالدماء....more,Notes are private!,0,6,1,"Dec 03, 2023","Dec 05, 2023","Dec 05, 2023",,Kindle Edition,view (with text),/book/show/202628700
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,نبالغ في تقدير الحب,"Giraud, Brigitte",,9781738643523,,72        pp,3.57,530,Jan 2007,Sep 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Paperback,view,/book/show/62292152
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,عودة,"Manguel, Alberto*",,9786144258538,,112        pp,2.93,498,Apr 2005,2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 02, 2023","Dec 02, 2023","Dec 02, 2023",,Paperback,view,/book/show/26124677
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,شامة على رقبة الطائر,"يعقوب, فجر",,9788899687021,,119        pp,2.38,21,"Jan 01, 2016","Jan 13, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 02, 2023","Dec 02, 2023","Dec 02, 2023",,Paperback,view,/book/show/32191181
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,كتابات على الرمال - نصوص ورحلات ويوميات: الأعمال الكاملة,"Eberhardt, Isabelle",,,,"1,183        pp",3.64,25,1987,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2023",,,view,/book/show/21471870--
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,عظمة العين,"زمانان, صالح",,9791280738622,,128        pp,3.00,3,unknown,"Sep 30, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Dec 2023,"Dec 02, 2023","Dec 01, 2023",,,view,/book/show/68053742
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,بلاد القائد,"المقري, علي",8832201143,9788832201147,8832201143,126        pp,2.49,68,2019,2019,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Dec 2023,Dec 2023,"Nov 30, 2023",,Paperback,view,/book/show/49435417
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,حقائق الحياة الصغيرة,"عباس, لؤي حمزة",,9788832201819,883220181X,120        pp,4.18,11,2020,Dec 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 30, 2023","Nov 30, 2023","Nov 29, 2023",,Paperback,view,/book/show/56197186
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,دائرة التوابل,"حسن, صالحة عبيد*",,9791280738721,,192        pp,3.39,103,"Oct 26, 2022","Oct 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,رواية أساسها الرائحة، جنونها الأنف، ومادتها التوابل، عمل منقسم نصفين، شما وشريهان، متشابهتان في الأنف الحاد القادر على التقاط الروائح والتعمق فيها حد رواية أساسها الرائحة، جنونها الأنف، ومادتها التوابل، عمل منقسم نصفين، شما وشريهان، متشابهتان في الأنف الحاد القادر على التقاط الروائح والتعمق فيها حد الخبرة، متشابهتان في المصائر الشاقة، متشابهتان في مرارة الأيام، رغم الروائح التي تغلفها، فقط النهاية هي التي لم تعجبني...more,Notes are private!,0,2,1,"Nov 29, 2023","Nov 29, 2023","Nov 28, 2023",,Paperback,view (with text),/book/show/69739812
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الاعتراف,"قدور, وائل",,9789933540722,,88        pp,4.67,3,unknown,2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 29, 2023","Nov 29, 2023","Nov 28, 2023",,Paperback,view,/book/show/53797018
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,بيت الست طاهرة,"صالح, زين",,9789933641153,,64        pp,3.00,6,unknown,2020,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 28, 2023","Nov 28, 2023","Nov 28, 2023",,Paperback,view,/book/show/55436009
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,33 قنطرة وشاي خانة,"Zaeri-Esfahani, Mehrnousch",9.78993E+1,,,140        pp,4.03,171,unknown,2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 28, 2023","Nov 28, 2023","Nov 28, 2023",,Paperback,view,/book/show/55414284-33
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,خفة يد,"شكير, إسلام أبو*",,9788832201659,8832201658,80        pp,3.82,22,unknown,"Oct 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,هذا الرجل أحبه حقًا,Notes are private!,0,5,1,not set,"Nov 27, 2023","Nov 27, 2023",,Paperback,view (with text),/book/show/55815131
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,نساء وارسو,"Markov, Georgi",,9789933641221,9933641220,158        pp,4.20,381,unknown,Oct 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Paperback,view,/book/show/55618045
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,مع أغاثا في إسطنبول,"Fernández Cubas, Cristina",,9789933540999,,160        pp,3.06,72,1994,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Paperback,view,/book/show/51173461
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الحلم الألماني,"بوطيب, رشيد",,9788899687533,8899687536,112        pp,3.46,24,unknown,"Nov 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,أحب مثل ذلك العبث، المغلف بشذرات الحزن والجنون والحب والرغبة والكره,Notes are private!,0,4,1,"Nov 27, 2023","Nov 27, 2023","Nov 27, 2023",,Paperback,view (with text),/book/show/36599230
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,جبل المجازات,"كامل, أحمد*",,9789933540661,,288        pp,3.84,37,"Oct 25, 2018","Oct 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Paperback,view,/book/show/42345607
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,سن الأسد,"Borchert, Wolfgang",,,,170        pp,4.28,506,1949,2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,مجموعة قصصية جميلة قدر حزنها,Notes are private!,0,7,1,"Nov 28, 2023","Nov 28, 2023","Nov 27, 2023",,Paperback,view (with text),/book/show/10988032
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,دليل القاتل المحترف لتنظيف البيوت,"Helgason, Hallgrímur",,,,unknown,3.31,"4,260",2008,Oct 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Paperback,view,/book/show/63106735
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,انهيار مصنع الفن المعاصر,"حسن, أحمد شوقي",,,,168        pp,3.62,8,unknown,Jul 2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 27, 2023","Nov 27, 2023","Nov 26, 2023",,,view,/book/show/61847099
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الحب فوق هضبة الهرم,"Mahfouz, Naguib",,,,300        pp,3.88,"1,889",1979,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Paperback,view,/book/show/6716024
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,لماذا الحرب؟,"Einstein, Albert",,9789921723052,,60        pp,3.65,"2,569",1933,"Oct 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Paperback,view,/book/show/42660022
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ماتيلدا,"Shelley, Mary",,9789773138066,,116        pp,3.38,"4,871",1959,Jul 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,ضيق تنفس يناسبني,Notes are private!,0,2,1,"Nov 26, 2023","Nov 26, 2023","Nov 26, 2023",,Paperback,view (with text),/book/show/54660109
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,المادة السوداء,"Crouch, Blake*",,,,494        pp,4.13,"499,924","Jul 26, 2016",2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Paperback,view,/book/show/43456374
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,مقهى براديسو,"العصفوري, شريف",,,,unknown,4.40,10,unknown,Jan 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,يا إلهي! ما هذا الجمال! ما هذا الإبداع! ما هذا القلم! وودت لو أستطيع قول المزيد ولكن الدهشة التي ألجمتني طوال قراءتي لهذا العمل، لا زالت مستمرة!لولا أيا إلهي! ما هذا الجمال! ما هذا الإبداع! ما هذا القلم! وودت لو أستطيع قول المزيد ولكن الدهشة التي ألجمتني طوال قراءتي لهذا العمل، لا زالت مستمرة!لولا أنني كنت أعلم من البداية أن الرواية مصرية، لظننتها مترجمة عن عمل أجنبي! ما تحتويه صفحاتها من مضمون يفوق أي أعمال مترجمة قرأتها في حياتي حتى الآن!بداية من عنوان الرواية الذي قد لا يشي بالكثير مما تحتويه، ومرورًا بمنضدة اللص التي تجمع بين ثلاث شخصيات غريبة، ستان، ثيو واللص، ما الذي يجمع بينهم في مكان واحد وعلى منضدة واحدة؟ وأي حديث يجمع بينهم؟وما علاقة هؤلاء، بكل من ستان وثيو، واللص كذلك؟ هل اللص عامل مشترك بين هذه المجموعة وتلك؟ وما علاقة روسيا؟ بل وما علاقة دودة البلهارسيا؟ وما يربط كل هذا بـ تفيدة وفاليريا؟ ومن هو إله الشفاء؟قد تظن عزيزي قارئ تلك الكلمات بأنني أهذي، ولكن ما للهذيان أي علاقة بما كتبته سلفًا، ولكن أظن أن الجنون أصاب الكاتب ليتمكن من إخراج مثل تلك التحفة الأدبية الفريدة من نوعها!...more,Notes are private!,0,5,1,"Nov 25, 2023","Nov 25, 2023","Nov 25, 2023",,Paperback,view (with text),/book/show/122764452
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,عقل مستعر,"محسن, رحاب",,,,unknown,2.00,4,unknown,2023,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 25, 2023","Nov 25, 2023","Nov 24, 2023",,Paperback,view,/book/show/123002433
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,حكايات السأم,"حسانين, آلاء",,,,129        pp,3.65,23,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,Paperback,view,/book/show/59952446
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,اختراقات الهوى والتهلكة,"الخراط, إدوار",,,,212        pp,3.86,7,1993,1993,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 24, 2023","Nov 25, 2023","Nov 24, 2023",,Paperback,view,/book/show/7832127
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,من داخل غرفة زرقاء,"دسوقي, محمود",,9789776306592,,64        pp,3.42,26,"Jan 01, 2015",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,,view,/book/show/24671379
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الآن تأمن الملائكة,"سامي, محمد عبدالله",,9789773138738,,216        pp,3.62,68,unknown,"Jan 10, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,أسلوب جيد وحبكة ضعيفة ونهاية مهلهلة,Notes are private!,0,1,1,"Nov 23, 2023","Nov 24, 2023","Nov 23, 2023",,Paperback,view (with text),/book/show/60210897
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,المولود من ذي قبل,"Saer, Juan José",,9789778638066,,200        pp,3.97,"2,306",1983,"Jan 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2023",,Paperback,view,/book/show/76754003
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,أجمل النساء الناجيات من الحب,"Chopin, Kate",,9789921774887,,56        pp,2.98,222,unknown,Oct 2022,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 23, 2023","Nov 23, 2023","Nov 22, 2023",,Paperback,view,/book/show/63047678
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,كائنات التيه,"العلوي, مقبول موسى",,9786140322141,,240        pp,2.64,14,Feb 2022,Feb 2022,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2023","Nov 23, 2023","Nov 22, 2023",,Paperback,view,/book/show/60524984
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,‫أنا وعمي والإيموبيليا‬,"عراق, ناصر*",9770938580,9789770938584,B0CM6JZW8P,136        pp,3.17,29,unknown,"Oct 31, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 22, 2023","Nov 22, 2023","Nov 22, 2023",,Kindle Edition,view,/book/show/201505763
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,العمات,"Buysse, Cyriel",,9789778210361,,229        pp,3.57,355,1924,2018,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2023","Nov 20, 2023","Nov 20, 2023",,Paperback,view,/book/show/39937786
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الطريق إلى دمشق,"ستراندبيرغ, أوغست",,9789778210767,,121        pp,3.00,2,"Nov 19, 1900",2018,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2023","Nov 20, 2023","Nov 19, 2023",,Paperback,view,/book/show/58913761
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,قصة أسناني,"Luiselli, Valeria",,,,unknown,3.49,"8,823",Nov 2013,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2023",,Paperback,view,/book/show/152697332
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الزوج الكركي,"Barnhill, Kelly*",,9789921775921,,176        pp,3.89,"5,970","Feb 28, 2023",Sep 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,Paperback,view,/book/show/199140235
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,قانون الحالم,"Pennac, Daniel",,9789921723878,,174        pp,3.42,"1,015",Jan 2020,Sep 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,بين الحقيقة والخيال، الواقع والحلم، محض شعرة خفية,Notes are private!,0,2,1,not set,"Nov 18, 2023","Nov 18, 2023",,Paperback,view (with text),/book/show/199140149
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,لن نقدم القهوة لسبينوزا,"Cappagli, Alice",9776743978,9789776743977,9776743978,344        pp,3.71,"1,109","Feb 05, 2019","Oct 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2023",,Paperback,view,/book/show/63051227
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,حالة إرهاب,"Clinton, Hillary Rodham",,,,666        pp,4.10,"76,452","Oct 12, 2021",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2023",,Paperback,view,/book/show/75723104
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ماريانيلا,"جالدوس, بينيتو بيريث",,,,unknown,3.83,60,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2023",,Paperback,view,/book/show/50279609
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,جريمة القديس ألبرتو,"Sorrentino, Fernando",,,,111        pp,3.80,30,unknown,2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 18, 2023","Nov 18, 2023","Nov 17, 2023",,,view,/book/show/62681235
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,القرية التي حلقت فوقها الملائكة,"السويدي, فيصل*",,9789773196301,,336        pp,4.27,49,unknown,May 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2023",,Paperback,view,/book/show/58105486
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,نداء الوحش,"Ness, Patrick",,9789921723847,,218        pp,4.35,"265,608","May 05, 2011",Nov 2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 16, 2023","Nov 16, 2023","Nov 16, 2023",,Paperback,view,/book/show/59507331
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الرجل الذي مات في خياله,"العيسى, عبد العزيز",,,,110        pp,2.36,14,unknown,"Jan 01, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,الاسم والغلاف أفضل من المحتوى,Notes are private!,0,8,1,not set,"Nov 15, 2023","Nov 15, 2023",,,view (with text),/book/show/123726536
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,المعطوب وآكلو الورق,"الحسن, مصطفى",,9789921723748,,198        pp,3.48,40,Oct 2020,Oct 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,رواية غريبة وفريدة في أسلوبها,Notes are private!,0,0,1,"Nov 13, 2023","Nov 14, 2023","Nov 13, 2023",,Paperback,view (with text),/book/show/55814418
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,دليل جدتي لقتل الأوغاد,ميرنا المهدي*,9778648069,9789778648065,B0BVGXQ7GW,248        pp,3.98,"1,180","Jan 24, 2023","Jan 24, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 13, 2023","Nov 13, 2023","Nov 12, 2023",,Paperback,view,/book/show/85016890
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,طفل الممحاة,"Nasrallah, Ibrahim",,,,345        pp,3.45,"1,636","Jan 01, 2009",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 09, 2023","Nov 10, 2023","Nov 09, 2023",,Paperback,view,/book/show/7811591
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,البونساي والرجل العجوز,"السنعوسي, سعود",,,,4        pp,3.24,195,unknown,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,,view,/book/show/55589522
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,كل الضوء الذي لا يمكننا رؤيته,"Doerr, Anthony*",,9789933540548,,660        pp,4.32,"1,661,350","May 06, 2014",2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,تخيل علاقة ما، لا يوجد مسمى يمكن إطلاقه عليها، تجمع بين فتاة فرنسية كفيفة وفتى ألماني، إبان الحرب العالمية، أساسها مبني على بث عبر الراديو! هكذا نقلتنتخيل علاقة ما، لا يوجد مسمى يمكن إطلاقه عليها، تجمع بين فتاة فرنسية كفيفة وفتى ألماني، إبان الحرب العالمية، أساسها مبني على بث عبر الراديو! هكذا نقلتنا صفحات الرواية الطويلة من فرنسا إلى ألمانيا، والعكس، بين الفتاة التي لا ملاذ لها سوى والدها وكتبها والمجسمات الصغيرة، والفتى الذي لا يمتلك في الدنيا سوى شقيقته في الملجأ حيث تفتحت موهبته التي ستساعده يومًا ما في إنقاذ الفتاة الفرنسية رغم ضراوة الحرب ونيرانها المستعرة وقسوتها اللاذعة....more,Notes are private!,1,2,1,"Nov 07, 2023","Nov 09, 2023","Nov 08, 2023",,Paperback,view (with text),/book/show/43613398
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,مدينة الشمس,"ناجي, مينا*",,9789774905704,,189        pp,3.57,28,Jan 2020,Jan 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 05, 2023","Nov 06, 2023","Nov 05, 2023",,Paperback,view,/book/show/50486669
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,مقاومة,"Béchara, Souha",,9781855165427,1855165422,254        pp,4.17,619,2000,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Paperback,view,/book/show/1625966._
