,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Oscar's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nostalgia,"Cărtărescu, Mircea",8415130309,9788415130307,8415130309,384        pp,4.24,"3,749",1989,Oct 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 09, 2024",not set,"Apr 09, 2024",,Paperback,view,/book/show/16117723-nostalgia
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La sed del átomo,"Carrados, Clark",,,,128        pp,2.00,1,1958,1958,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ikenia posee algo muy preciado por el resto de planetas: el “ikenilum”, un mineral especial, ya que un miligramo equivale a un kilogramo de uranio. AcIkenia posee algo muy preciado por el resto de planetas: el “ikenilum”, un mineral especial, ya que un miligramo equivale a un kilogramo de uranio. Actualmente, Ikenia tiene un contrato con el Sistema Solar, pero dentro de tres semanas finaliza. Para renovar dicho contrato, es enviada Martha Von Wallenstein. Sin embargo, Karfax, Protector de Ikenia le comunica que sus intenciones son otras, vender el mineral al mejor postor. Esta es sólo la premisa de la historia, ya que posteriormente surgirá una revolución que obligará a Karfax y a Martha a huir del planeta, yendo a parar a otro lleno de peligros.Interesante bolsilibro de Clark Carrados (Luis García Lecha), sobre todo en su parte central, con la llegada de la nave a ese planeta inhóspito....more",Notes are private!,0,0,1,"Apr 08, 2024","Apr 12, 2024","Apr 08, 2024",,Bolsilibro,view (with text),/book/show/211031936-la-sed-del-tomo
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"En las garras del Mandarín del Mal        (Damon Drake, #11; Danny Drake, #6; Kumite, #50)","del Río, Jorge R.",,,,89        pp,4.50,2,Mar 2024,Mar 2024,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tras el secuestro de la joven Danny, hija de Damon Drake, este se dispone a rescatarla. Para ello viajará a Katmandú, junto a dos aliados, los hermanoTras el secuestro de la joven Danny, hija de Damon Drake, este se dispone a rescatarla. Para ello viajará a Katmandú, junto a dos aliados, los hermanos Chan. Pero el autor nos deparará alguna sorpresa más por el camino.Estupenda aventura de la colección ¡Kumite!, con un ritmo frenético, muy cinematográfico, durante prácticamente toda la novela corta, y un final, de nuevo, que deja con ganas de más....more",Notes are private!,0,6,1,"Apr 06, 2024","Apr 09, 2024","Apr 06, 2024",,ebook,view (with text),/book/show/210957786-en-las-garras-del-mandar-n-del-mal
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Los papeles póstumos. Apocrypha Deliramenta,"Aroca, Alberto López*",,,,320        pp,0.00,0,Mar 2024,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2024",,Paperback,view,/book/show/210677876-los-papeles-p-stumos-apocrypha-deliramenta
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctores de lo oculto. Siete novelas de investigación sobrenatural,"Garland, Curtis",,,,700        pp,0.00,0,Mar 2024,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2024",,Paperback,view,/book/show/210677446-doctores-de-lo-oculto-siete-novelas-de-investigaci-n-sobrenatural
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El último ramo de flores y otras historias,"Bowen, Marjorie",8412564081,9788412564082,8412564081,217        pp,3.75,4,Mar 2024,Mar 2024,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Excelente recopilación de relatos de Marjorie Bowen, uno de los seudónimos que utilizó la escritora inglesa Margaret Gabrielle Campbell. Todas las hisExcelente recopilación de relatos de Marjorie Bowen, uno de los seudónimos que utilizó la escritora inglesa Margaret Gabrielle Campbell. Todas las historias contienen un elemento sobrenatural, pero el verdadero terror proviene del lado más oscuro del ser humano, de su falta de moral, vileza y avaricia. Así mismo, también destaca la fuerza de su escritura, de su prosa descriptiva....more",Notes are private!,2,13,1,"Mar 22, 2024","Mar 26, 2024","Mar 20, 2024",,Paperback,view (with text),/book/show/209956652-el-ltimo-ramo-de-flores-y-otras-historias
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La caja azul, vol. 6","Miura, Kouji",8411611132,9788411611138,8411611132,192        pp,4.11,266,2021,"Mar 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Paperback,view,/book/show/203884486-la-caja-azul-vol-6
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El espejo del mal,"Haré, Burton",,,,96        pp,3.00,2,1977,1977,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La acción se sitúa en Inglaterra, a finales del siglo XIX. Harry Jordan, reconocido tasador de arte y antigüedades, es requerido en Kingsdale Manor. SLa acción se sitúa en Inglaterra, a finales del siglo XIX. Harry Jordan, reconocido tasador de arte y antigüedades, es requerido en Kingsdale Manor. Sin embargo, al llegar al lugar, los habitantes de la zona le previenen sobre la finca y la maldad que acarrea. También recibe un extraño encargo de un misterioso personaje: comprar para él un cuadro que poseen los Kingsdale, concretamente el retrato de Satanás.Interesante bolsilibro de Burton Hare (José María Lliró Olivé), con un inicio bastante prometedor, que creo podría haber dado para más. Aun así, disfrutable....more",Notes are private!,0,7,1,"Mar 18, 2024","Mar 21, 2024","Mar 18, 2024",,Bolsilibro,view (with text),/book/show/55509505-el-espejo-del-mal
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,¡Manda Titán!,"Space, Law",,,,128        pp,3.00,1,1958,1958,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Al comienzo se nos presenta a un trío de personajes, Irma, recién casada con Lorent, y Eliot, también enamorado de aquella, aunque al final se decidióAl comienzo se nos presenta a un trío de personajes, Irma, recién casada con Lorent, y Eliot, también enamorado de aquella, aunque al final se decidió por su amigo. Hasta aquí todo parece relativamente normal, hasta que en cierto momento Irma besa a su marido dándose cuenta inmediatamente que no es él. Sin embargo, ambos continúan con su luna de miel, viajando por diversos planetas del Sistema Solar. A todo esto, hay que decir que Irma es una famosa genetista, especialista en el estudio de las moscas, algo importante, ya que inocentemente, da explicaciones y realiza una prueba ante unos colegas donde, modificando un gen específico de las moscas, estas serían prácticamente indestructibles, pudiendo, sí, dominar la Tierra y acabar con la raza humana.Buen bolsilibro de Law Space (Enrique Sánchez Pascual), con una interesante doble invasión. Y es que hay que imaginar miles de millones de moscas, tapando todo el cielo y cubriendo todas las superficies, además de devorar los cuerpos caídos por la asfixia. Quién lo iba a decir de este molesto díptero....more",Notes are private!,0,7,1,"Mar 17, 2024","Mar 19, 2024","Mar 17, 2024",,Bolsilibro,view (with text),/book/show/210081457-manda-tit-n
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El planeta maldito,"Space, Law",,,,128        pp,3.00,1,1958,1958,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un cosmo-cohete, en concreto un crucero de pasajeros, encuentra un transmisor de emergencia de un náufrago del espacio. Cuando lo ponen en marcha, pasUn cosmo-cohete, en concreto un crucero de pasajeros, encuentra un transmisor de emergencia de un náufrago del espacio. Cuando lo ponen en marcha, pasamos a la narración en primera persona de dicho náufrago. Este resulta ser el jefe de una banda que pretende asaltar el Banco Mundial de Londres, cuya cámara acorazada contiene lingotes de oro. Tras el robo huyen en una astronave y van a parar al planeta del título, donde comienzan a suceder hechos terroríficos.Buen bolsilibro de Law Space (Enrique Sánchez Pascual), con una portada del original de Toray estupenda, que se corresponde con una ciudad de brazos que ataca a los bandidos. La resolución de lo que está sucediendo en el planeta es bastante original para la época (1958)....more",Notes are private!,0,14,1,"Mar 10, 2024","Mar 13, 2024","Mar 10, 2024",,Bolsilibro,view (with text),/book/show/209693014-el-planeta-maldito
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuentos europeos de fantasmas,Various,8489142858,9788489142855,8489142858,258        pp,3.33,3,"Nov 15, 2005","Nov 15, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Paperback,view,/book/show/38579845-cuentos-europeos-de-fantasmas
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La biblioteca secreta,"Murakami, Haruki",8494291807,9788494291807,8494291807,63        pp,3.55,"61,405",2005,Nov 2014,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un chico entra en una biblioteca para devolver unos libros, cuando el extraño bibliotecario le ofrece visitar una sala secreta en el sótano donde podeUn chico entra en una biblioteca para devolver unos libros, cuando el extraño bibliotecario le ofrece visitar una sala secreta en el sótano donde poder leer tranquilamente. Es entonces cuando queda prisionero.Interesante relato largo con los habituales tintes oníricos y extraños del autor japonés. En cuanto a las ilustraciones, sencillamente no me han gustado....more",Notes are private!,0,4,1,"Mar 05, 2024","Mar 06, 2024","Mar 05, 2024",,Hardcover,view (with text),/book/show/23509302-la-biblioteca-secreta
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Los pasos de los muertos,"Garland, Curtis",,,,96        pp,3.00,1,1985,1985,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La historia se sitúa en Inglaterra, en 1938, cuando a Cortland Manor llega Gillian, la nueva señora del lugar, que se acaba de casar por poderes con JLa historia se sitúa en Inglaterra, en 1938, cuando a Cortland Manor llega Gillian, la nueva señora del lugar, que se acaba de casar por poderes con Jason Cortland. De estel modo, Gillian nunca ha visto a su marido, del que no tardan en advertirle tenga cuidado, ya que en menos de dos años ha enviudado dos veces, unos dicen que por accidentes; los más mal pensados, que si por asesinato, para hacerse con sus fortunas.Buen bolsilibro de Curtis Garland (Juan Gallardo Muñoz), con suspense y un cierto toque sobrenatural....more",Notes are private!,0,6,1,"Mar 03, 2024","Mar 05, 2024","Mar 03, 2024",,Bolsilibro,view (with text),/book/show/209433649-los-pasos-de-los-muertos
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ride On,"Cole, Gwen*",151072995X,9781510729957,,280        pp,3.99,166,"May 22, 2018","May 22, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La historia se sitúa en Estados Unidos, en un futuro donde ha habido una catástrofe que ha hecho retroceder a la Humanidad a un estado similar al del La historia se sitúa en Estados Unidos, en un futuro donde ha habido una catástrofe que ha hecho retroceder a la Humanidad a un estado similar al del siglo XIX, donde el cielo está permanentemente tapado. En ningún momento se explica qué sucedió, pero a lo largo de la trama los personajes se tropiezan con viejas carreteras y vehículos abandonados. Por tanto, estamos más bien ante un western al uso que ante una novela de ciencia ficción.Seph es un joven pistolero que lleva años viajando solo con Cade, su querido caballo, su único amigo. Esto es así desde que dispararon a su padre delante de él. Su obsesión es ver algún día el océano. Por otra parte, tenemos a Avery, una chica que vive con Finn, su hermano gemelo, al que los agentes de la ley de este nuevo mundo quieren alistar a la fuerza, lo que provocará un enfrentamiento y la huida desesperada de Avery. Cómo no, las vidas de Seph y Avery se cruzarán.Correcta novela de Gwen Cole, con persecuciones, duelos y romance....more",Notes are private!,0,3,1,"Feb 25, 2024","Mar 03, 2024","Feb 25, 2024",,ebook,view (with text),/book/show/39951853-ride-on
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Base Curtis,"Ryan, Lem*",,9798879590616,B0CVRT3N1Z,96        pp,0.00,0,unknown,"Feb 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Bolsilibro,view,/book/show/208583073-base-curtis
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La agonía de los mundos,"Garland, Johnny",,,,128        pp,2.00,1,1958,1958,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Siglo DL, a cincuenta mil años de los primeros viajes estelares, la acción se sitúa en Atlantis, en la constelación de Orión. Ludd Zarko ha sido senteSiglo DL, a cincuenta mil años de los primeros viajes estelares, la acción se sitúa en Atlantis, en la constelación de Orión. Ludd Zarko ha sido sentenciado a muerte, y va a ser abandonado en la ciénagas plagadas de medusas. Su crimen, haber intentado exponer su teoría sobre un enemigo invisible que fue acabando sistemáticamente con cada planeta de nuestro Sistema Solar. Y esto, en una sociedad altamente tecnificada, en lo que parece una utopía, pero que más bien es una distopía, es imperdonable. Aunque, como el lector se imagina, será salvado in extremis por un científico que no sólo comparte sus ideas, sino que tiene pruebas de cómo fue aniquilada la Tierra.Interesante bolsilibro de Johnny Garland (Juan Gallardo Muñoz), sobre todo en su primera mitad, con el misterio que propone....more",Notes are private!,0,5,1,"Feb 20, 2024","Feb 25, 2024","Feb 20, 2024",,Bolsilibro,view (with text),/book/show/208918450-la-agon-a-de-los-mundos
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El gran dios Pan,"Machen, Arthur",841003705X,9788410037052,841003705X,144        pp,3.68,"14,165",1890,"Oct 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2024",,Paperback,view,/book/show/200741751-el-gran-dios-pan
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ciudades oscuras. El regreso del capitán Nemo,"Schuiten, François",8467966262,9788467966268,8467966262,96        pp,3.82,61,"Nov 01, 2023","Feb 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/205198376-la-ciudades-oscuras-el-regreso-del-capit-n-nemo
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neverday,"Mellick III, Carlton*",1621052648,9781621052647,1621052648,200        pp,4.18,256,unknown,"Jul 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Al empezar conocemos a Karl Lybeck y su rutina al despertarse, que termina en su parte favorita del día, el suicidio. Posteriormente, se nos presenta Al empezar conocemos a Karl Lybeck y su rutina al despertarse, que termina en su parte favorita del día, el suicidio. Posteriormente, se nos presenta a la otra protagonista, January, que despierta sorprendida por cómo actúa su novio, que parece está intentado huir precipitadamente sin dar explicaciones. Pero January quiere saber qué está sucediendo y se embarca con él en una persecución en coche que acaba con ambos muertos. Sin embargo, January despierta de nuevo recordando todo lo acontecido.Estupenda novela corta de ciencia ficción distópica de Carlton Mellick III, el gran abanderado de la literatura bizarra, con una historia que bebe de ‘Atrapado en el tiempo’ y ‘Al filo del mañana’, como bien indica el autor el la introducción.Pero Carlton va más allá. Aquí no se repite el mismo día para un único personaje, sino para toda la humanidad. Hay personas que llevan reviviendo el mismo día cientos de años, e incluso miles, como Karl, aunque no recuerda nada. Están los durmientes, que todavía no se han percatado de que viven en el 17 de abril de 2017, y los despiertos, como January, que acaban de enterarse. Existe un centro de terapia para intentar ayudar a los recién despertados a sobrellevar la situación, y aquí el autor maneja ideas muy interesantes, ya que hay una embarazada de nueve meses que despierta siempre sabiendo que nunca conocerá a su bebé, siempre agotada y con sueño. O un hombre con resaca, que sufrirá durante todo el día. O un escritor, que nunca volverá a publicar un libro, aunque podría escribir en línea el libro cada día, ya que escritor y lectores no olvidan. Pero hay una advertencia, algo totalmente prohibido: bajo ningún concepto, nadie puede quedarse despierto para saber qué sucede al día siguiente y posteriores en lo que se ha dado en llamar el día de nunca jamás, Neverday.Carlton Mellick III nos arrastra en una lectura trepidante, con giro tras giro tras giro. Nunca sabes que está por venir, y eso es muy divertido. El final es abrupto, pero no importa, el viaje vale la pena....more",Notes are private!,3,8,1,"Feb 09, 2024","Feb 14, 2024","Feb 09, 2024",,Paperback,view (with text),/book/show/37572975-neverday
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,¡Cadáveres!,"Garland, Curtis",,,,96        pp,3.00,1,1979,1979,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La historia se sitúa en Suiza, en un futuro cercano, 1995, desde el punto de vista de cuando fue publicado el bolsilibro, 1979, durante la Convención La historia se sitúa en Suiza, en un futuro cercano, 1995, desde el punto de vista de cuando fue publicado el bolsilibro, 1979, durante la Convención Internacional de la Ciencia. Sybil, secretaria de uno de los profesores asistentes, no da crédito a lo que acaba de ver: el hombre que amaba, y que se suicidó en la cárcel hace cinco años, está vivo. Da por hecho que sea alguien con un parecido físico, hasta que las noticias anuncian las graves quemaduras sufridas por un periodista inglés, según él debido al ataque de un doble de un presidente norteamericano fallecido en atentado. Aquí comenzará la odisea de estos dos protagonistas por sacar a la luz la verdad sobre lo que está sucediendo, y su persecución por algo que no desea tal cosa.Buen bolsilibro de Curtis Garland (Juan Gallardo Muñoz), con esta temática de invasiones que tanto me gustan....more",Notes are private!,4,8,1,"Feb 09, 2024","Feb 12, 2024","Feb 09, 2024",,Bolsilibro,view (with text),/book/show/208085034-cad-veres
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dimensión 354-X,"Mogar, Joe",,,,126        pp,2.33,3,1971,1971,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"John Stillman, que trabaja en el Centro de Investigación Interestelar, es sometido a un experimento, viajar a la dimensión 354-X. Y efectivamente, viaJohn Stillman, que trabaja en el Centro de Investigación Interestelar, es sometido a un experimento, viajar a la dimensión 354-X. Y efectivamente, viaja a otra galaxia y a otro tiempo, concretamente al planeta Khal. Aquí conocerá a Laura-Tres, que quiere acabar con el Poder y su inmortalidad; y también a Sig-Primera, una inmortal.Peculiar bolsilibro de Joe Mogar (José María Moreno García), que no sabes muy bien hacia dónde va, como si de una novela de la New Wave se tratase. El protagonista se relaciona con algunos personajes de esa dimensión, pero siempre con el pensamiento de querer volver a su mundo. Igualmente hay una guerra con otro planeta, pero es un tema de fondo para que haya un par de escenas de batallas....more",Notes are private!,0,7,1,"Jan 30, 2024",Feb 2024,"Jan 30, 2024",,Bolsilibro,view (with text),/book/show/206193027-dimensi-n-354-x
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La fortaleza negra,"Carrados, Clark",,,,128        pp,2.00,1,1958,1958,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La temible Fortaleza Negra, o lo que es lo mismo, el presidio situado en Plutón. Hasta aquí llega un nuevo grupo de presos, entre los que se encuentraLa temible Fortaleza Negra, o lo que es lo mismo, el presidio situado en Plutón. Hasta aquí llega un nuevo grupo de presos, entre los que se encuentra el protagonista. Para su sorpresa, el alcaide es una hermosa y joven mujer, que les muestra cómo evitar posibles motines mediante la acción de la gravedad sobre sus cabezas, capaz de aplastarles. Además, sospecha de posibles infiltrados entre los propios presos. Y es que los intereses sobre Plutón son muchos, ya que es una fuente rica en minerales.Interesante bolsilibro, aunque flojo, de Clark Carrados (Luis García Lecha). Esperaba algo más de este título, ya que la Fortaleza Negra como tal aparece en varios de sus bolsilibros como elemento secundario....more",Notes are private!,0,5,1,"Jan 25, 2024","Jan 30, 2024","Jan 25, 2024",,Bolsilibro,view (with text),/book/show/205961353-la-fortaleza-negra
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuando salga del ataúd,"Garland, Curtis",,,,96        pp,3.00,1,1978,1978,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kirk Matheson ha sido devuelto a la vida tras ser envenenado. El experimento ha sido llevado a cabo por la doctora Sue Hendrix, con una idea clara: quKirk Matheson ha sido devuelto a la vida tras ser envenenado. El experimento ha sido llevado a cabo por la doctora Sue Hendrix, con una idea clara: que la ayude a desenmascarar al asesino, que también mató a su padre. La acción transcurrirá en la finca de los Elwood, de la que Kirk formaba (o forma) parte; y los sospechosos son varios, quizás para hacerse con su fortuna. El plan es aparecer como si de un fantasma se tratase para ver si salta la liebre.Buen bolsilibro de Curtis Garland (Juan Gallardo Muñoz), esta vez sin demasiados giros, pero de agradable lectura....more",Notes are private!,0,7,1,"Jan 21, 2024","Jan 25, 2024","Jan 21, 2024",,Bolsilibro,view (with text),/book/show/205730555-cuando-salga-del-ata-d
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Las armas de la Nueva Horda        (F.I.S.T., #1; Kumite, #48)","del Río, Jorge R.",,,,92        pp,4.00,2,Jan 2024,Jan 2024,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La acción se sitúa en 1985, en Bangkok. Para combatir al crimen organizado en Extremo Oriente, se ha formado un grupo especial, F.I.S.T. (Far East IntLa acción se sitúa en 1985, en Bangkok. Para combatir al crimen organizado en Extremo Oriente, se ha formado un grupo especial, F.I.S.T. (Far East Intervention and Surveillance Team), un operativo conjunto entre las agencias de seguridad del Reino Unido, los Estados Unidos y la Unión Soviética. Nada más comenzar la historia, asistimos a un ataque sanguinario con hachas por lo que más tarde sabremos que son los Hóng Zhóu, liderados por un nuevo Khan. Y es que esta horda quiere acabar con la competencia en el tráfico de heroína en toda la zona. La misión de F.I.S.T. será infiltrarse y averiguar quiénes son y qué desean estos bárbaros mongoles.Buena novela corta de Jorge R. del Río, para esta entrega de ¡Kumite!, en lo que es otro spin-off, dedicado esta vez a esta fuerza de ataque conjunta. Para el que no conozca esta serie, decir que homenaje a los bolsilibros que bruguera publicó bajo el título de ¡Kiai!....more",Notes are private!,0,5,1,"Jan 16, 2024","Jan 21, 2024","Jan 16, 2024",,ebook,view (with text),/book/show/205450731-las-armas-de-la-nueva-horda
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Robinson estelar,"Thels, H.S.",,,B01HZ8GOM2,128        pp,2.00,1,1958,"Jan 01, 1958",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Unos meteoritos obligan a un astrocohete a aterrizar forzosamente. Entre conflicto y conflicto, el protagonista pasa por un par de planetas más, hastaUnos meteoritos obligan a un astrocohete a aterrizar forzosamente. Entre conflicto y conflicto, el protagonista pasa por un par de planetas más, hasta que llega, junto a una joven, a un planeta donde podrán establecerse como nuevos robinsones.Interesante bolsilibro de H.S. Thels (Enrique Sánchez Pascual), con una anodina primera parte con el típico paseo entre planetas, y una parte final bastante buena, con unos misterios en el último planeta (animales mutados, tecnología antigua), que si bien no sorprenden porque te lo ves venir, están muy bien para el año 1958 en que se publicó la obra....more",Notes are private!,0,6,1,"Jan 08, 2024","Jan 14, 2024","Jan 08, 2024",,Bolsilibro,view (with text),/book/show/149347957-robinson-estelar
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La calavera de Olgerd,"Lassiter, Jeff",,,,96        pp,2.00,1,1973,1973,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La acción se sitúa en 1955, cuando Warton viaja a Noruega en busca del famoso tesoro del vikingo Olgerd. Según cuenta la leyenda, este fue asesinado pLa acción se sitúa en 1955, cuando Warton viaja a Noruega en busca del famoso tesoro del vikingo Olgerd. Según cuenta la leyenda, este fue asesinado por su hermano y su calavera guarda el lugar. Y cierto es que se han producido hechos extraños en las ruinas del castillo, ya que durante la Segunda Guerra Mundial, tanto nazis como aliados quisieron establecerse allí, y aparecieron degollados a dentelladas. A todo esto, también está un profesor perteneciente a una secta supersecreta, que tiene ciertos conjuros para poder acceder al lugar donde se oculta el tesoro sin que la calavera ataque.Interesante bolsilibro de Jeff Lassiter (Jesús Navarro Carrión), con una primera parte que me ha gustado bastante. Sin embargo, creo que la parte final podría haber dado para más. Entretenido....more",Notes are private!,0,2,1,"Jan 03, 2024","Jan 07, 2024","Jan 03, 2024",,Bolsilibro,view (with text),/book/show/204770973-la-calavera-de-olgerd
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El fuego del diablo,"Torre, Cesar",,,,96        pp,3.00,1,1982,1982,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Andy es un joven vagabundo que recibe un fuerte golpe en la cabeza cuando es sorprendido viajando escondido en un vagón de tren. Herido, escapa tras mAndy es un joven vagabundo que recibe un fuerte golpe en la cabeza cuando es sorprendido viajando escondido en un vagón de tren. Herido, escapa tras matar al ferroviario. Posteriormente, recibe la ayuda de Doris, enfermera en un consultorio de barrio, que cae subyugada por el joven. Pero la herida es muy grave, y debe llevarlo al hospital urgentemente. Cuando parece que está muerto, y a punto de ser diseccionado, Andy vuelve milagrosamente a la vida. No tarda en darse cuenta de que ya no es el mismo, y que es capaz de prender fuego a voluntad. A partir de aquí, entrará en una espiral de venganza homicida contra todos aquellos que lo maltrataron, siendo seguido ciegamente por Doris.Muy buen bolsilibro, escrito en 1982, de César Torre (Antonio Martínez de la Torre), con un protagonista piroquinético, como en la novela ‘Ojos de fuego’, de Stephen King, escrita en 1980. La portada es francamente buena, aunque no tengo datos de su autor....more",Notes are private!,0,6,1,"Dec 30, 2023",Jan 2024,"Dec 30, 2023",,Bolsilibro,view (with text),/book/show/204542144-el-fuego-del-diablo
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raza de señores,"Carrados, Clark",,,B00FD0R6KO,128        pp,3.00,1,1958,1958,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"El profesor Callicut ha sido apuñalado, y mientras el doctor Sandeman realiza la autopsia, sufre un shock por lo que descubre dentro del cadáver. PeroEl profesor Callicut ha sido apuñalado, y mientras el doctor Sandeman realiza la autopsia, sufre un shock por lo que descubre dentro del cadáver. Pero el cuerpo es robado, y la encargada de la investigación es la capitán Lola Skalda. Como parte de su educación robótica, Kabé es asignado a Skalda, en el Departamento de Homicidios. Esto se complica con la desaparición del forense Sandeman. Este es el inicio de una serie de extrañas desapariciones, y aún más extrañas reapariciones de personas. Al misterio de lo que pudo encontrarse dentro de los cuerpos, hay que añadir una misteriosas luces en los glóbulos rojos de estos sujetos.Buen bolsilibro de Clark Carrados (Luis García Lecha), en una intrigante trama dentro de ese subgénero de invasiones silenciosas....more",Notes are private!,0,7,1,"Dec 28, 2023","Dec 30, 2023","Dec 28, 2023",,Bolsilibro,view (with text),/book/show/136821895-raza-de-se-ores
